variant,filter_label,trade_id,symbol,side,cluster,beta_bucket,entry_time,entry_price,initial_stop,final_stop,net_r,risk_amount,equity_before_entry,heat_before_entry_pct,same_side_before,cluster_before,beta_before,exit_time,pnl_usdt,equity_after_exit,drawdown_pct,open_after_exit
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1200,AEVO/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-01 18:00:00+00:00,0.0403,0.038,0.0449357142857142,2.0155279503105525,24.851465186266356,9940.586074506542,0.5012006026609573,1,0,2,2026-01-13 18:00:00+00:00,50.08882268908948,9990.674897195631,-1.4642938960627099,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,199,XRP/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-13 18:00:00+00:00,2.1655,2.0825857142857145,2.0825857142857145,-1.0,24.97668724298908,9990.674897195631,0.7474344152734382,2,0,2,2026-01-15 00:00:00+00:00,-24.97668724298908,9965.698209952643,-1.7106331613225445,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1019,ACE/USDT,LONG,GAMING,HIGH_CRYPTO_BETA,2025-12-22 12:00:00+00:00,0.279,0.2487142857142857,0.2487142857142857,-1.0,25.03894428157464,10015.577712629856,0.49744786314853345,1,0,2,2026-01-19 00:00:00+00:00,-25.03894428157464,9940.659265671069,-1.9575864532942995,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1887,ASR/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-15 00:00:00+00:00,1.78,1.677,1.677,-1.0,24.914245524881608,9965.698209952643,0.7493076844846498,2,0,2,2026-01-19 00:00:00+00:00,-24.914245524881608,9915.745020146187,-2.2033098703909975,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,129,BNB/USDT,LONG,EXCHANGE,OTHER,2026-01-02 12:00:00+00:00,886.95,867.7400000000001,867.7400000000001,-1.0,24.851465186266356,9940.586074506542,0.7512006026609573,2,0,0,2026-01-21 00:00:00+00:00,-24.851465186266356,9890.893554959921,-2.4484140995891175,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,307,DOGE/USDT,SHORT,MEME,HIGH_CRYPTO_BETA,2026-01-19 00:00:00+00:00,0.12719,0.1333057142857142,0.1117564285714285,2.52359261854707,24.789362550365468,9915.745020146187,0.5005654957575536,1,0,1,2026-01-31 12:00:00+00:00,62.55825235058946,9953.45180731051,-1.8314165862655805,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1758,ARDR/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-31 12:00:00+00:00,0.05036,0.0549571428571428,0.0549571428571428,-1.0,24.883629518276276,9953.45180731051,0.4980452665259218,2,1,2,2026-02-01 00:00:00+00:00,-24.883629518276276,9928.568177792235,-2.0768380447999086,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1589,ANIME/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-01-19 00:00:00+00:00,0.00681,0.0073657142857142,0.0073657142857142,-1.0,24.789362550365468,9915.745020146187,0.7505654957575537,2,0,2,2026-02-01 06:00:00+00:00,-24.789362550365468,9903.778815241869,-2.321329770123933,1
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1759,ARDR/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-02-01 12:00:00+00:00,0.09267,0.0774614285714285,0.0774614285714285,-1.0,24.75944703810467,9903.778815241869,0.2502411806061532,0,0,1,2026-02-01 18:00:00+00:00,-24.75944703810467,9879.019368203764,-2.565526445698622,1
ACT4_ATR3,SAME3_CLUSTER2_BETA3,988,AAVE/USDT,SHORT,DEFI,HIGH_CRYPTO_BETA,2025-11-14 00:00:00+00:00,190.53,210.32285714285717,113.30571428571427,3.901623962468423,24.783333031883345,9913.333212753338,0.5025173373375544,2,0,2,2026-02-06 12:00:00+00:00,96.69524602703125,9975.714614230796,-1.6118436923100654,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,620,SUI/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2026-02-11 06:00:00+00:00,0.8939,0.9563857142857144,0.9563857142857144,-1.0,24.93928653557699,9975.714614230796,0.49515346770801305,1,0,2,2026-02-12 06:00:00+00:00,-24.93928653557699,9950.775327695219,-1.8578140830792873,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,883,1INCH/USDT,SHORT,DEFI,HIGH_CRYPTO_BETA,2026-02-12 12:00:00+00:00,0.0912,0.0971285714285714,0.0971285714285714,-1.0,24.876938319238047,9950.775327695219,0.7470210202586597,2,0,2,2026-02-13 12:00:00+00:00,-24.876938319238047,9925.898389375981,-2.103169547871584,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,131,BNB/USDT,SHORT,EXCHANGE,OTHER,2026-02-11 06:00:00+00:00,592.82,623.6457142857143,623.6457142857143,-1.0,24.93928653557699,9975.714614230796,0.745153467708013,2,0,0,2026-02-14 00:00:00+00:00,-24.93928653557699,9900.959102840405,-2.3491399386408056,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,201,XRP/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-02-05 00:00:00+00:00,1.4415,1.5675,1.5675,-1.0,24.69754842050941,9879.019368203764,0.5008683514848653,1,1,2,2026-02-15 00:00:00+00:00,-24.69754842050941,9876.261554419896,-2.592726122526551,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,309,DOGE/USDT,LONG,MEME,HIGH_CRYPTO_BETA,2026-02-15 00:00:00+00:00,0.11594,0.1088628571428571,0.1088628571428571,-1.0,24.69065388604974,9876.261554419896,0.5006949836750751,2,0,2,2026-02-15 12:00:00+00:00,-24.69065388604974,9851.570900533847,-2.8362443072202312,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,2266,AWE/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-02-03 00:00:00+00:00,0.06101,0.0551871428571428,0.0876742857142857,4.579244357212952,24.69754842050941,9879.019368203764,0.25086835148486536,0,0,1,2026-02-17 18:00:00+00:00,113.09610924161136,9964.667009775458,-1.7208036491663625,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,132,BNB/USDT,SHORT,EXCHANGE,OTHER,2026-02-19 12:00:00+00:00,599.12,624.5571428571429,624.5571428571429,-1.0,24.911667524438645,9964.667009775458,0.7455642266820554,2,0,0,2026-02-20 18:00:00+00:00,-24.911667524438645,9939.75534225102,-1.966501640043446,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,778,1000CHEEMS/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-02-17 06:00:00+00:00,0.000489,0.0005287142857142,0.0005287142857142,-1.0,24.628927251334616,9851.570900533847,0.5019498583208772,0,1,2,2026-02-21 06:00:00+00:00,-24.628927251334616,9915.126414999684,-2.2094110292753992,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,2083,ATOM/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2026-02-14 06:00:00+00:00,2.141,2.029571428571429,2.029571428571429,-1.0,24.75239775710101,9900.959102840405,0.49889203993225534,1,0,2,2026-02-24 12:00:00+00:00,-24.75239775710101,9890.374017242582,-2.4535381794288047,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,133,BNB/USDT,SHORT,EXCHANGE,OTHER,2026-02-23 00:00:00+00:00,593.76,615.4457142857143,615.4457142857143,-1.0,24.787816037499212,9915.126414999684,0.750891901957069,2,0,0,2026-02-25 12:00:00+00:00,-24.787816037499212,9865.586201205084,-2.698014651855609,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,134,BNB/USDT,LONG,EXCHANGE,OTHER,2026-03-02 12:00:00+00:00,644.44,615.1728571428572,615.1728571428572,-1.0,24.66396550301271,9865.586201205084,0.7537661477821466,0,0,0,2026-03-08 00:00:00+00:00,-24.66396550301271,9840.922235702072,-2.9412696152259645,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1590,ANIME/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-02-17 18:00:00+00:00,0.00538,0.00575,0.00575,-1.0,24.911667524438645,9964.667009775458,0.49556422668205524,1,1,2,2026-03-17 00:00:00+00:00,-24.911667524438645,9816.010568177633,-3.186967606103048,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1624,ANKR/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-03-17 06:00:00+00:00,0.00464,0.00445,0.0058585714285714,6.413533834586462,24.540026420444082,9816.010568177633,0.7544214282922828,1,1,2,2026-03-18 00:00:00+00:00,157.38828974916385,9973.398857926797,-1.6346834588851136,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,136,BNB/USDT,LONG,EXCHANGE,OTHER,2026-03-13 00:00:00+00:00,660.68,639.9157142857142,639.9157142857142,-1.0,24.60230558925518,9840.922235702072,0.7556552859971394,0,0,0,2026-03-19 12:00:00+00:00,-24.60230558925518,9948.796552337542,-1.877330284847044,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1443,ALICE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-03-18 06:00:00+00:00,0.1159,0.1204428571428571,0.1204428571428571,-1.0,24.933497144816993,9973.398857926797,0.742516048788216,2,1,2,2026-03-20 12:00:00+00:00,-24.933497144816993,9923.863055192725,-2.1232435761998314,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,731,1000CAT/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-03-20 12:00:00+00:00,0.00161,0.0017271428571428,0.0017271428571428,-1.0,24.809657637981815,9923.863055192725,0.49831180927709356,2,1,2,2026-03-23 06:00:00+00:00,-24.809657637981815,9899.053397554744,-2.367935467259326,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,398,LINK/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-03-25 06:00:00+00:00,9.41,8.937142857142858,8.937142857142858,-1.0,24.747633493886863,9899.053397554744,0.4995607110547304,0,1,2,2026-03-26 06:00:00+00:00,-24.747633493886863,9874.305764060857,-2.6120156285911826,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1444,ALICE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-03-26 06:00:00+00:00,0.107,0.1134857142857142,0.1134857142857142,-1.0,24.685764410152142,9874.305764060857,0.5008127429120104,2,1,2,2026-03-27 06:00:00+00:00,-24.685764410152142,9849.619999650704,-2.855485589519712,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,732,1000CAT/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-03-27 06:00:00+00:00,0.00153,0.0016357142857142,0.0016357142857142,-1.0,24.62404999912676,9849.619999650704,0.5020679126937447,2,1,2,2026-03-29 00:00:00+00:00,-24.62404999912676,9824.995949651577,-3.098346875545917,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1445,ALICE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-03-29 12:00:00+00:00,0.1036,0.1130428571428571,0.1130428571428571,-1.0,24.562489874128943,9824.995949651577,0.5033262282644059,2,1,2,2026-04-01 12:00:00+00:00,-24.562489874128943,9800.433459777447,-3.3406010083570608,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1979,AT/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-01 18:00:00+00:00,0.1636,0.1574428571428571,0.1574428571428571,-1.0,24.50108364944362,9800.433459777447,0.5045876975081763,0,1,2,2026-04-02 00:00:00+00:00,-24.50108364944362,9775.932376128003,-3.582249505836171,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,139,BNB/USDT,LONG,EXCHANGE,OTHER,2026-04-17 12:00:00+00:00,641.84,624.4757142857144,624.4757142857144,-1.0,24.439830940320007,9775.932376128003,0.7558523283289988,0,0,0,2026-04-19 00:00:00+00:00,-24.439830940320007,9751.492545187682,-3.823293882071585,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,2268,AWE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-02-22 00:00:00+00:00,0.05425,0.0663585714285714,0.0663585714285714,-1.0,24.787816037499212,9915.126414999684,0.5008919019570689,1,1,2,2026-04-25 06:00:00+00:00,-24.787816037499212,9726.704729150184,-4.067770354498389,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1552,AMP/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-02 00:00:00+00:00,0.000979,0.0011181428571428,0.0011181428571428,-1.0,24.439830940320007,9775.932376128003,0.5058523283289988,2,1,2,2026-04-26 12:00:00+00:00,-24.439830940320007,9702.264898209864,-4.308814730733804,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,690,0G/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-26 00:00:00+00:00,0.559,0.5831428571428571,0.5831428571428571,-1.0,24.31676182287546,9726.704729150184,0.5048348624809431,2,1,2,2026-04-27 00:00:00+00:00,-24.31676182287546,9677.948136386987,-4.5486453048475655,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,2241,AVNT/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-26 12:00:00+00:00,0.1733,0.1605571428571428,0.1605571428571428,-1.0,24.25566224552466,9702.264898209864,0.5048380748182361,0,1,2,2026-04-27 00:00:00+00:00,-24.25566224552466,9653.692474141462,-4.787873268020734,1
ACT4_ATR3,SAME3_CLUSTER2_BETA3,691,0G/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-27 06:00:00+00:00,0.526,0.5654285714285714,0.5654285714285714,-1.0,24.134231185353656,9653.692474141462,0.25548737510624053,1,0,1,2026-04-27 12:00:00+00:00,-24.134231185353656,9629.55824295611,-5.025903584850678,1
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1053,ACH/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-27 18:00:00+00:00,0.00728,0.0068571428571428,0.0068571428571428,-1.0,24.073895607390273,9629.55824295611,0.25612769434209576,0,0,1,2026-04-28 06:00:00+00:00,-24.073895607390273,9605.484347348718,-5.263338825888559,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,2172,AUDIO/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-27 18:00:00+00:00,0.01982,0.0210342857142857,0.0210342857142857,-1.0,24.073895607390273,9629.55824295611,0.5061276943420958,1,1,2,2026-04-29 12:00:00+00:00,-24.073895607390273,9581.410451741327,-5.500774066926439,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1054,ACH/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-28 18:00:00+00:00,0.00752,0.0069628571428571,0.0069628571428571,-1.0,24.013710868371795,9605.484347348718,0.5073961848041061,0,1,2,2026-04-29 18:00:00+00:00,-24.013710868371795,9557.396740872955,-5.737615719861721,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1207,AEVO/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-04-29 18:00:00+00:00,0.0289,0.0271571428571428,0.0271571428571428,-1.0,23.89349185218239,9557.396740872955,0.5086896876892169,0,0,2,2026-04-30 00:00:00+00:00,-23.89349185218239,9533.503249020772,-5.973271680562069,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,840,1000SATS/USDT,SHORT,MEME,HIGH_CRYPTO_BETA,2026-04-29 12:00:00+00:00,1.374e-05,1.4604285714285714e-05,1.4604285714285714e-05,-1.0,23.953526129353317,9581.410451741327,0.5080429088865285,1,0,2,2026-05-02 06:00:00+00:00,-23.953526129353317,9509.54972289142,-6.2095197453947515,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1401,ALGO/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2026-05-02 00:00:00+00:00,0.1061,0.1104,0.1104,-1.0,23.83375812255193,9533.503249020772,0.5099645991871848,2,1,2,2026-05-02 18:00:00+00:00,-23.83375812255193,9485.715964768868,-6.444586566193341,1
ACT4_ATR3,SAME3_CLUSTER2_BETA3,572,NEAR/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2026-05-03 00:00:00+00:00,1.277,1.319,1.319,-1.0,23.71428991192217,9485.715964768868,0.510011638495373,1,1,2,2026-05-06 00:00:00+00:00,-23.71428991192217,9462.001674856945,-6.678475099777863,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,208,XRP/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-05-06 00:00:00+00:00,1.4224,1.385614285714286,1.385614285714286,-1.0,23.655004187142364,9462.001674856945,0.5112898631532562,1,1,2,2026-05-07 12:00:00+00:00,-23.655004187142364,9438.346670669804,-6.911778912028408,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,140,BNB/USDT,LONG,EXCHANGE,OTHER,2026-05-06 06:00:00+00:00,652.56,636.4242857142857,636.4242857142857,-1.0,23.655004187142364,9462.001674856945,0.7612898631532561,2,0,0,2026-05-07 18:00:00+00:00,-23.655004187142364,9414.691666482662,-7.1450827242789545,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,2085,ATOM/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2026-02-25 18:00:00+00:00,1.942,2.0855714285714284,2.0855714285714284,-1.0,24.66396550301271,9865.586201205084,0.5037661477821465,2,0,2,2026-05-11 06:00:00+00:00,-24.66396550301271,9390.02770097965,-7.388337687649312,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1348,ALCX/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-05-11 06:00:00+00:00,6.04,5.791428571428572,5.791428571428572,-1.0,23.475069252449124,9390.02770097965,0.5032042565028767,2,1,2,2026-05-11 12:00:00+00:00,-23.475069252449124,9366.552631727202,-7.619866843430182,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1628,ANKR/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-05-11 12:00:00+00:00,0.00535,0.0051499999999999,0.0051499999999999,-1.0,23.416381579318003,9366.552631727202,0.5044654200530092,2,1,2,2026-05-12 12:00:00+00:00,-23.416381579318003,9343.136250147883,-7.850817176321607,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,891,1INCH/USDT,LONG,DEFI,HIGH_CRYPTO_BETA,2026-05-08 12:00:00+00:00,0.0997,0.0964142857142857,0.0964142857142857,-1.0,23.536729166206655,9414.691666482662,0.513859158947996,1,0,2,2026-05-14 00:00:00+00:00,-23.536729166206655,9319.599520981677,-8.082954469510902,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1055,ACH/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2026-05-02 18:00:00+00:00,0.0082,0.0074,0.0074,-1.0,23.71428991192217,9485.715964768868,0.260011638495373,0,0,1,2026-05-16 06:00:00+00:00,-23.71428991192217,9295.885231069755,-8.316843003095425,3
ACT4_ATR3,SAME3_CLUSTER2_BETA3,142,BNB/USDT,LONG,EXCHANGE,OTHER,2026-05-13 00:00:00+00:00,678.15,656.49,656.49,-1.0,23.357840625369708,9343.136250147883,0.5057297444140444,2,0,0,2026-05-16 06:00:00+00:00,-23.357840625369708,9272.527390444386,-8.547215960154613,2
ACT4_ATR3,SAME3_CLUSTER2_BETA3,315,DOGE/USDT,LONG,MEME,HIGH_CRYPTO_BETA,2026-05-14 00:00:00+00:00,0.11511,0.10922,0.10922,-1.0,23.298998802454193,9319.599520981677,0.7557188589928043,2,0,2,2026-05-16 06:00:00+00:00,-23.298998802454193,9249.228391641931,-8.777008573980842,1
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1656,APE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-05-13 12:00:00+00:00,0.1496,0.1600571428571428,0.1600571428571428,-1.0,23.357840625369708,9343.136250147883,0.7557297444140443,0,1,2,2026-05-17 12:00:00+00:00,-23.357840625369708,9225.870551016562,-9.007381531040032,0
ACT4_ATR3,SAME3_CLUSTER2_BETA3,1982,AT/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2026-05-18 18:00:00+00:00,0.1097,0.1247857142857142,0.1247857142857142,-1.0,23.064676377541407,9225.870551016562,0.0,0,0,0,2026-05-19 00:00:00+00:00,-23.064676377541407,9202.80587463902,-9.23486307721244,0
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1749,ARDR/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-09-28 06:00:00+00:00,0.07544,0.0786585714285714,0.0786585714285714,-1.0,25.0,10000.0,0.5,1,2,2,2025-09-29 00:00:00+00:00,-25.0,9975.0,-0.25,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1491,ALPINE/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-09-27 18:00:00+00:00,6.251,4.764142857142858,10.839714285714283,3.0861837048424285,25.0,10000.0,0.0,0,0,0,2025-09-30 12:00:00+00:00,77.15459262106071,10052.15459262106,0.0,3
ACT4_ATR3,SAME3_CLUSTER3_BETA3,120,BNB/USDT,LONG,EXCHANGE,OTHER,2025-09-29 18:00:00+00:00,1029.79,995.2114285714284,995.2114285714284,-1.0,24.9375,9975.0,0.7512531328320802,1,0,0,2025-09-30 12:00:00+00:00,-24.9375,10027.21709262106,-0.24808114290547975,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1687,AR/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-09-30 12:00:00+00:00,5.38,5.648571428571429,5.648571428571429,-1.0,25.06804273155265,10027.21709262106,0.4980195356172009,2,2,2,2025-10-01 00:00:00+00:00,-25.06804273155265,10002.149049889507,-0.4974609400482181,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,2328,BABY/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-09-28 00:00:00+00:00,0.04645,0.0507957142857142,0.0507957142857142,-1.0,25.0,10000.0,0.25,0,1,1,2025-10-01 06:00:00+00:00,-25.0,9977.149049889507,-0.7461638402040875,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1434,ALICE/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-01 00:00:00+00:00,0.288,0.3088571428571428,0.3088571428571428,-1.0,25.00537262472377,10002.149049889507,0.4992677048793994,2,2,2,2025-10-01 18:00:00+00:00,-25.00537262472377,9952.143677264783,-0.9949201878539717,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,766,1000CHEEMS/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-09-29 12:00:00+00:00,0.001056,0.0010978571428571,0.0010978571428571,-1.0,24.9375,9975.0,0.5012531328320802,1,2,2,2025-10-02 06:00:00+00:00,-24.9375,9927.206177264783,-1.2430013307594516,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,121,BNB/USDT,LONG,EXCHANGE,OTHER,2025-10-02 06:00:00+00:00,1047.81,1011.7242857142857,1237.6442857142856,5.260649247822643,24.818015443161958,9927.206177264783,0.5018857363110936,2,0,0,2025-10-09 12:00:00+00:00,130.5588742735207,10057.765051538303,0.0,3
ACT4_ATR3,SAME3_CLUSTER3_BETA3,64,ETH/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2025-10-01 18:00:00+00:00,4348.03,4170.617142857142,4170.617142857142,-1.0,24.880359193161958,9952.143677264783,0.5012022961311662,1,0,2,2025-10-10 12:00:00+00:00,-24.880359193161958,10032.88469234514,-0.24737463110015118,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,18,BTC/USDT,LONG,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-01 06:00:00+00:00,116789.58,114366.69142857144,114366.69142857144,-1.0,24.94287262472377,9977.149049889507,0.5005725821573936,0,2,2,2025-10-10 18:00:00+00:00,-24.94287262472377,10007.941819720416,-0.4953708061640072,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1197,AEVO/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-05 18:00:00+00:00,0.1059,0.1155142857142857,0.0472285714285714,6.102526002971768,24.818015443161958,9927.206177264783,0.7518857363110936,0,1,2,2025-10-10 18:00:00+00:00,151.45258458405075,10159.394404304467,0.0,1
ACT4_ATR3,SAME3_CLUSTER3_BETA3,825,1000SATS/USDT,SHORT,MEME,HIGH_CRYPTO_BETA,2025-10-10 12:00:00+00:00,3.454e-05,3.743142857142857e-05,1.575357142857143e-05,6.497282608695648,25.082211730862852,10032.88469234514,0.4959778727034722,1,0,2,2025-10-10 18:00:00+00:00,162.96621806655716,10322.360622371023,0.0,0
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1165,ADX/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,0.0926,0.1069571428571428,0.1069571428571428,-1.0,25.80590155592756,10322.360622371023,0.0,0,0,0,2025-10-11 12:00:00+00:00,-25.80590155592756,10296.554720815095,-0.25000000000000777,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,65,ETH/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,3829.72,4203.041428571429,4203.041428571429,-1.0,25.80590155592756,10322.360622371023,0.25,1,0,1,2025-10-13 00:00:00+00:00,-25.80590155592756,10270.748819259166,-0.5000000000000155,1
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1330,ALCX/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-10 18:00:00+00:00,7.25,8.262857142857143,8.262857142857143,-1.0,25.80590155592756,10322.360622371023,0.5,2,1,2,2025-10-13 18:00:00+00:00,-25.80590155592756,10244.942917703238,-0.7500000000000232,0
ACT4_ATR3,SAME3_CLUSTER3_BETA3,2235,AVNT/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-16 12:00:00+00:00,0.559,0.6364142857142857,0.6364142857142857,-1.0,25.612357294258096,10244.942917703238,0.0,0,0,0,2025-10-20 18:00:00+00:00,-25.612357294258096,10219.33056040898,-0.9981250000000212,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,19,BTC/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-16 12:00:00+00:00,108276.7,112606.48571428572,112606.48571428572,-1.0,25.612357294258096,10244.942917703238,0.25,1,1,1,2025-10-21 12:00:00+00:00,-25.612357294258096,10193.718203114722,-1.2462500000000192,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,1852,ARPA/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-21 18:00:00+00:00,0.01897,0.0209857142857142,0.0209857142857142,-1.0,25.484295507786808,10193.718203114722,0.5018844221105527,2,1,2,2025-10-23 12:00:00+00:00,-25.484295507786808,10168.233907606935,-1.4931343750000257,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,984,AAVE/USDT,SHORT,DEFI,HIGH_CRYPTO_BETA,2025-10-17 00:00:00+00:00,220.95,242.71571428571428,242.71571428571428,-1.0,25.612357294258096,10244.942917703238,0.5,2,0,2,2025-10-27 00:00:00+00:00,-25.612357294258096,10142.621550312677,-1.7412593750000236,2
ACT4_ATR3,SAME3_CLUSTER3_BETA3,768,1000CHEEMS/USDT,SHORT,ALT_OTHER,HIGH_CRYPTO_BETA,2025-10-23 12:00:00+00:00,0.00136,0.0014414285714285,0.0011398571428571,2.7035087719298225,25.42058476901734,10168.233907606935,0.5031422778050655,2,1,2,2025-10-27 00:00:00+00:00,68.72477391062402,10211.346324223301,-1.0754739367187722,1
