symbol,n,entry_time,exit_time,net_r,exit_reason
FET/USDT,15,2020-12-18 00:00:00+00:00,2020-12-23 00:00:00+00:00,-0.9999999999999999,initial_stop
FET/USDT,15,2021-01-06 00:00:00+00:00,2021-01-11 00:00:00+00:00,-1.0000000000000002,initial_stop
FET/USDT,15,2021-01-15 00:00:00+00:00,2021-02-15 00:00:00+00:00,4.862892717941311,chandelier_stop
FET/USDT,15,2021-02-18 00:00:00+00:00,2021-02-22 00:00:00+00:00,-1.0,initial_stop
FET/USDT,15,2021-03-03 00:00:00+00:00,2021-04-07 00:00:00+00:00,2.085422835926284,chandelier_stop
FET/USDT,15,2021-07-25 00:00:00+00:00,2021-09-09 00:00:00+00:00,7.196514528209004,chandelier_stop
FET/USDT,15,2022-03-29 00:00:00+00:00,2022-04-08 00:00:00+00:00,-0.8328994237845868,midline_exit
FET/USDT,15,2023-01-06 00:00:00+00:00,2023-02-09 00:00:00+00:00,15.98257576893877,chandelier_stop
FET/USDT,15,2023-04-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,-1.0000000000000002,initial_stop
FET/USDT,15,2023-09-03 00:00:00+00:00,2023-09-10 00:00:00+00:00,-1.0000000000000004,initial_stop
FET/USDT,15,2023-10-23 00:00:00+00:00,2024-01-03 00:00:00+00:00,15.174418582804462,chandelier_stop
FET/USDT,15,2024-02-12 00:00:00+00:00,2024-03-05 00:00:00+00:00,9.907238979616832,chandelier_stop
FET/USDT,15,2024-03-06 00:00:00+00:00,2024-04-03 00:00:00+00:00,0.370194081184623,midline_exit
FET/USDT,15,2024-05-21 00:00:00+00:00,2024-05-30 00:00:00+00:00,-1.0000000000000004,initial_stop
FET/USDT,15,2024-06-26 00:00:00+00:00,2024-06-28 00:00:00+00:00,-0.9999999999999999,initial_stop
FET/USDT,15,2024-09-12 00:00:00+00:00,2024-09-30 00:00:00+00:00,0.5974851266910941,midline_exit
FET/USDT,15,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,-1.0000000000000002,initial_stop
FET/USDT,15,2024-11-28 00:00:00+00:00,2024-12-18 00:00:00+00:00,-0.8834132319579873,midline_exit
FET/USDT,15,2025-01-03 00:00:00+00:00,2025-01-13 00:00:00+00:00,-0.9999999999999998,initial_stop
FET/USDT,15,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,-0.9999999999999996,initial_stop
FET/USDT,15,2025-07-21 00:00:00+00:00,2025-07-23 00:00:00+00:00,-1.0000000000000002,initial_stop
SOL/USDT,15,2021-03-28 00:00:00+00:00,2021-05-19 00:00:00+00:00,6.6316007884198465,chandelier_stop
SOL/USDT,15,2021-07-07 00:00:00+00:00,2021-07-10 00:00:00+00:00,-0.6078408851772785,midline_exit
SOL/USDT,15,2021-07-30 00:00:00+00:00,2021-09-13 00:00:00+00:00,20.301447887775474,chandelier_stop
SOL/USDT,15,2021-10-20 00:00:00+00:00,2021-11-18 00:00:00+00:00,0.6730220610243807,midline_exit
SOL/USDT,15,2021-12-26 00:00:00+00:00,2021-12-29 00:00:00+00:00,-0.8520832758468885,midline_exit
SOL/USDT,15,2022-03-30 00:00:00+00:00,2022-04-08 00:00:00+00:00,-0.7363528365678337,midline_exit
SOL/USDT,15,2023-07-13 00:00:00+00:00,2023-07-22 00:00:00+00:00,-0.5494350650855355,midline_exit
SOL/USDT,15,2023-10-01 00:00:00+00:00,2023-10-09 00:00:00+00:00,-0.999999999999999,initial_stop
SOL/USDT,15,2023-10-19 00:00:00+00:00,2023-11-02 00:00:00+00:00,6.025283827287946,chandelier_stop
SOL/USDT,15,2023-11-10 00:00:00+00:00,2023-12-28 00:00:00+00:00,6.66744247660378,chandelier_stop
SOL/USDT,15,2024-02-09 00:00:00+00:00,2024-02-23 00:00:00+00:00,-0.552699794833631,midline_exit
SOL/USDT,15,2024-02-28 00:00:00+00:00,2024-03-05 00:00:00+00:00,-1.0,initial_stop
SOL/USDT,15,2024-03-07 00:00:00+00:00,2024-04-05 00:00:00+00:00,1.4961015433350107,midline_exit
SOL/USDT,15,2024-05-16 00:00:00+00:00,2024-06-11 00:00:00+00:00,-0.44359105037689117,midline_exit
SOL/USDT,15,2024-07-02 00:00:00+00:00,2024-07-04 00:00:00+00:00,-1.0000000000000007,initial_stop
SOL/USDT,15,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,-0.34912736024625796,midline_exit
SOL/USDT,15,2024-09-19 00:00:00+00:00,2024-10-02 00:00:00+00:00,-0.17688599383567807,midline_exit
SOL/USDT,15,2024-10-19 00:00:00+00:00,2024-12-02 00:00:00+00:00,4.24330063667778,chandelier_stop
SOL/USDT,15,2025-01-03 00:00:00+00:00,2025-01-08 00:00:00+00:00,-0.9999999999999998,initial_stop
SOL/USDT,15,2025-01-18 00:00:00+00:00,2025-01-20 00:00:00+00:00,-0.9999999999999996,initial_stop
SOL/USDT,15,2025-05-08 00:00:00+00:00,2025-05-17 00:00:00+00:00,0.10382536493330914,midline_exit
SOL/USDT,15,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.10271317828789654,midline_exit
SOL/USDT,15,2025-08-13 00:00:00+00:00,2025-08-18 00:00:00+00:00,-1.0,initial_stop
SOL/USDT,15,2025-08-28 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.21993786383546116,midline_exit
VET/USDT,15,2020-12-28 00:00:00+00:00,2021-01-31 00:00:00+00:00,1.3595479405682858,midline_exit
VET/USDT,15,2021-02-09 00:00:00+00:00,2021-04-18 00:00:00+00:00,23.48945102180818,chandelier_stop
VET/USDT,15,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.8547331810812933,chandelier_stop
VET/USDT,15,2021-10-09 00:00:00+00:00,2021-11-16 00:00:00+00:00,1.2800305698336896,midline_exit
VET/USDT,15,2022-03-30 00:00:00+00:00,2022-04-04 00:00:00+00:00,-0.9999999999999996,initial_stop
VET/USDT,15,2023-02-07 00:00:00+00:00,2023-02-09 00:00:00+00:00,-0.9999999999999999,initial_stop
VET/USDT,15,2023-02-17 00:00:00+00:00,2023-03-03 00:00:00+00:00,-1.0,initial_stop
VET/USDT,15,2023-04-14 00:00:00+00:00,2023-04-19 00:00:00+00:00,-1.0000000000000004,initial_stop
VET/USDT,15,2023-11-04 00:00:00+00:00,2023-11-21 00:00:00+00:00,-0.6257844820279878,midline_exit
VET/USDT,15,2023-12-04 00:00:00+00:00,2024-01-03 00:00:00+00:00,3.1339137351939033,chandelier_stop
VET/USDT,15,2024-02-11 00:00:00+00:00,2024-02-20 00:00:00+00:00,4.658029114438476,chandelier_stop
VET/USDT,15,2024-04-11 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,initial_stop
VET/USDT,15,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,-1.0000000000000002,initial_stop
VET/USDT,15,2024-11-16 00:00:00+00:00,2024-12-06 00:00:00+00:00,7.846864946245137,chandelier_stop
