symbol,n,entry_time,exit_time,net_r,exit_reason
VET/USDT,15,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,-1.0,initial_stop
VET/USDT,15,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,-1.0000000000000004,initial_stop
ZRX/USDT,15,2021-01-05 00:00:00+00:00,2021-02-06 00:00:00+00:00,14.707326053011421,chandelier_stop
ZRX/USDT,15,2021-03-30 00:00:00+00:00,2021-04-18 00:00:00+00:00,-1.0000000000000002,initial_stop
ZRX/USDT,15,2021-05-06 00:00:00+00:00,2021-05-13 00:00:00+00:00,-0.9999999999999999,initial_stop
ZRX/USDT,15,2021-08-13 00:00:00+00:00,2021-09-07 00:00:00+00:00,-0.9999999999999998,initial_stop
ZRX/USDT,15,2021-10-08 00:00:00+00:00,2021-10-27 00:00:00+00:00,-0.8089043732915252,midline_exit
ZRX/USDT,15,2021-10-30 00:00:00+00:00,2021-11-16 00:00:00+00:00,-0.22289829464309804,midline_exit
ZRX/USDT,15,2022-04-03 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.9999999999999996,initial_stop
ZRX/USDT,15,2022-04-20 00:00:00+00:00,2022-04-21 00:00:00+00:00,-0.9999999999999998,initial_stop
ZRX/USDT,15,2023-02-20 00:00:00+00:00,2023-03-04 00:00:00+00:00,-0.9999999999999997,initial_stop
ZRX/USDT,15,2023-03-31 00:00:00+00:00,2023-04-20 00:00:00+00:00,-0.8244944014401782,midline_exit
ZRX/USDT,15,2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,-1.0000000000000004,initial_stop
ZRX/USDT,15,2023-10-31 00:00:00+00:00,2023-11-16 00:00:00+00:00,4.564882593675109,chandelier_stop
ZRX/USDT,15,2024-02-16 00:00:00+00:00,2024-03-12 00:00:00+00:00,13.49913659616878,chandelier_stop
ZRX/USDT,15,2024-03-13 00:00:00+00:00,2024-03-21 00:00:00+00:00,-0.9999999999999999,initial_stop
ZRX/USDT,15,2024-05-17 00:00:00+00:00,2024-05-30 00:00:00+00:00,-0.8150505458710449,midline_exit
ZRX/USDT,15,2024-11-11 00:00:00+00:00,2024-11-14 00:00:00+00:00,-1.0000000000000002,initial_stop
ZRX/USDT,15,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,5.037525474624322,chandelier_stop
ZRX/USDT,15,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,-0.9999999999999999,initial_stop
DEXE/USDT,15,2023-10-26 00:00:00+00:00,2023-11-10 00:00:00+00:00,11.302349208300265,chandelier_stop
DEXE/USDT,15,2023-12-06 00:00:00+00:00,2023-12-15 00:00:00+00:00,-0.6945626236249937,midline_exit
DEXE/USDT,15,2024-02-20 00:00:00+00:00,2024-02-24 00:00:00+00:00,1.9547268098018222,chandelier_stop
DEXE/USDT,15,2024-02-28 00:00:00+00:00,2024-04-12 00:00:00+00:00,13.220565033961039,chandelier_stop
DEXE/USDT,15,2024-06-04 00:00:00+00:00,2024-06-10 00:00:00+00:00,-0.47121146138757636,midline_exit
DEXE/USDT,15,2024-09-24 00:00:00+00:00,2024-09-30 00:00:00+00:00,-0.5259899037314697,midline_exit
DEXE/USDT,15,2024-11-09 00:00:00+00:00,2024-11-26 00:00:00+00:00,-0.9999999999999998,initial_stop
DEXE/USDT,15,2024-12-02 00:00:00+00:00,2024-12-15 00:00:00+00:00,-0.9999999999999997,initial_stop
DEXE/USDT,15,2024-12-23 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.20993707607435275,midline_exit
DEXE/USDT,15,2025-01-27 00:00:00+00:00,2025-01-29 00:00:00+00:00,-0.9999999999999998,initial_stop
DEXE/USDT,15,2025-02-03 00:00:00+00:00,2025-02-09 00:00:00+00:00,-1.0,initial_stop
DEXE/USDT,15,2025-02-25 00:00:00+00:00,2025-02-27 00:00:00+00:00,-0.7713729598874877,midline_exit
DEXE/USDT,15,2025-09-20 00:00:00+00:00,2025-09-29 00:00:00+00:00,-0.9999999999999993,initial_stop
DEXE/USDT,15,2026-03-17 00:00:00+00:00,2026-04-08 00:00:00+00:00,1.9683588852827993,chandelier_stop
DEXE/USDT,15,2026-04-10 00:00:00+00:00,2026-04-21 00:00:00+00:00,2.177983584321475,chandelier_stop
DEXE/USDT,15,2026-05-18 00:00:00+00:00,2026-05-28 00:00:00+00:00,1.4352942870907432,end_of_data
ETC/USDT,15,2021-01-04 00:00:00+00:00,2021-02-15 00:00:00+00:00,7.198402357297277,chandelier_stop
ETC/USDT,15,2021-03-13 00:00:00+00:00,2021-03-24 00:00:00+00:00,-1.0000000000000002,initial_stop
ETC/USDT,15,2021-03-31 00:00:00+00:00,2021-04-18 00:00:00+00:00,11.975950128630675,chandelier_stop
ETC/USDT,15,2021-05-03 00:00:00+00:00,2021-05-07 00:00:00+00:00,8.891685120821293,chandelier_stop
ETC/USDT,15,2021-08-07 00:00:00+00:00,2021-08-26 00:00:00+00:00,-0.09832949125506533,midline_exit
ETC/USDT,15,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,-1.0000000000000004,initial_stop
ETC/USDT,15,2021-11-09 00:00:00+00:00,2021-11-10 00:00:00+00:00,-1.0,initial_stop
ETC/USDT,15,2022-03-20 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.05853074241249556,midline_exit
ETC/USDT,15,2022-07-27 00:00:00+00:00,2022-08-19 00:00:00+00:00,0.0,midline_exit
ETC/USDT,15,2022-09-05 00:00:00+00:00,2022-09-07 00:00:00+00:00,-0.9999999999999999,initial_stop
ETC/USDT,15,2023-06-30 00:00:00+00:00,2023-07-05 00:00:00+00:00,-1.0000000000000007,initial_stop
ETC/USDT,15,2023-10-31 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.43917888776220876,midline_exit
ETC/USDT,15,2023-12-07 00:00:00+00:00,2023-12-11 00:00:00+00:00,-0.9999999999999999,initial_stop
ETC/USDT,15,2023-12-27 00:00:00+00:00,2024-01-03 00:00:00+00:00,-0.9999999999999994,initial_stop
ETC/USDT,15,2024-01-10 00:00:00+00:00,2024-01-18 00:00:00+00:00,-0.658459901419539,midline_exit
ETC/USDT,15,2024-02-12 00:00:00+00:00,2024-03-15 00:00:00+00:00,1.4711290401774486,chandelier_stop
ETC/USDT,15,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,initial_stop
ETC/USDT,15,2024-05-20 00:00:00+00:00,2024-05-30 00:00:00+00:00,-0.7826363478491235,midline_exit
ETC/USDT,15,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,5.441301071792694,chandelier_stop
ETC/USDT,15,2025-01-23 00:00:00+00:00,2025-01-27 00:00:00+00:00,-0.9999999999999996,initial_stop
ETC/USDT,15,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,-1.0000000000000009,initial_stop
ETC/USDT,15,2025-07-16 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.060076802755950884,midline_exit
ETC/USDT,15,2025-08-22 00:00:00+00:00,2025-08-25 00:00:00+00:00,-1.0000000000000004,initial_stop
ETC/USDT,15,2025-09-12 00:00:00+00:00,2025-09-19 00:00:00+00:00,-1.0,initial_stop
ZEC/USDT,15,2021-01-09 00:00:00+00:00,2021-01-21 00:00:00+00:00,0.3190434744862092,midline_exit
ZEC/USDT,15,2021-02-09 00:00:00+00:00,2021-02-15 00:00:00+00:00,2.219307480818232,chandelier_stop
ZEC/USDT,15,2021-03-11 00:00:00+00:00,2021-03-24 00:00:00+00:00,-0.8113620105148959,midline_exit
ZEC/USDT,15,2021-04-01 00:00:00+00:00,2021-04-18 00:00:00+00:00,2.7364230318936817,chandelier_stop
ZEC/USDT,15,2021-05-05 00:00:00+00:00,2021-05-17 00:00:00+00:00,-1.0,initial_stop
ZEC/USDT,15,2021-08-11 00:00:00+00:00,2021-09-07 00:00:00+00:00,-0.9999999999999996,initial_stop
ZEC/USDT,15,2021-10-17 00:00:00+00:00,2021-11-16 00:00:00+00:00,2.0818759200766364,chandelier_stop
ZEC/USDT,15,2021-11-21 00:00:00+00:00,2021-12-03 00:00:00+00:00,-0.635935072771266,midline_exit
ZEC/USDT,15,2022-03-08 00:00:00+00:00,2022-04-06 00:00:00+00:00,1.025675623285616,midline_exit
ZEC/USDT,15,2023-11-12 00:00:00+00:00,2023-11-18 00:00:00+00:00,-1.0000000000000002,initial_stop
ZEC/USDT,15,2023-12-02 00:00:00+00:00,2023-12-18 00:00:00+00:00,-0.9999999999999997,initial_stop
ZEC/USDT,15,2023-12-27 00:00:00+00:00,2023-12-29 00:00:00+00:00,-0.9999999999999998,initial_stop
ZEC/USDT,15,2024-03-02 00:00:00+00:00,2024-03-05 00:00:00+00:00,-1.0000000000000002,initial_stop
ZEC/USDT,15,2024-05-24 00:00:00+00:00,2024-06-03 00:00:00+00:00,-0.8419694694870707,midline_exit
ZEC/USDT,15,2024-07-13 00:00:00+00:00,2024-08-26 00:00:00+00:00,2.9686800640929047,chandelier_stop
ZEC/USDT,15,2024-09-19 00:00:00+00:00,2024-09-25 00:00:00+00:00,-0.8124434865078055,midline_exit
ZEC/USDT,15,2024-10-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,0.7720319364268099,midline_exit
ZEC/USDT,15,2024-11-23 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.23752505377150107,midline_exit
ZEC/USDT,15,2024-12-25 00:00:00+00:00,2024-12-30 00:00:00+00:00,-1.0000000000000002,initial_stop
ZEC/USDT,15,2025-04-01 00:00:00+00:00,2025-04-07 00:00:00+00:00,-0.9999999999999994,initial_stop
ZEC/USDT,15,2025-05-07 00:00:00+00:00,2025-06-13 00:00:00+00:00,0.8575706524232949,midline_exit
ZEC/USDT,15,2025-07-08 00:00:00+00:00,2025-07-23 00:00:00+00:00,-0.4430728293882246,midline_exit
ZEC/USDT,15,2025-08-21 00:00:00+00:00,2025-10-03 00:00:00+00:00,14.913459626105844,chandelier_stop
ZEC/USDT,15,2025-10-08 00:00:00+00:00,2025-11-08 00:00:00+00:00,9.445374764230136,chandelier_stop
ZEC/USDT,15,2025-12-27 00:00:00+00:00,2026-01-07 00:00:00+00:00,-0.5072585778995397,midline_exit
ZEC/USDT,15,2026-04-07 00:00:00+00:00,2026-04-17 00:00:00+00:00,0.20137007127433829,midline_exit
ZEC/USDT,15,2026-05-01 00:00:00+00:00,2026-05-16 00:00:00+00:00,2.410922158605035,chandelier_stop
ZEC/USDT,15,2026-05-20 00:00:00+00:00,2026-05-23 00:00:00+00:00,-1.0,initial_stop
ARDR/USDT,15,2021-02-05 00:00:00+00:00,2021-02-17 00:00:00+00:00,3.6463385916493767,chandelier_stop
ARDR/USDT,15,2021-03-09 00:00:00+00:00,2021-03-25 00:00:00+00:00,0.39347453047100067,midline_exit
ARDR/USDT,15,2021-03-29 00:00:00+00:00,2021-04-07 00:00:00+00:00,-0.9999999999999996,initial_stop
ARDR/USDT,15,2021-04-09 00:00:00+00:00,2021-04-18 00:00:00+00:00,-1.0,initial_stop
ARDR/USDT,15,2021-07-31 00:00:00+00:00,2021-08-01 00:00:00+00:00,-1.0000000000000004,initial_stop
ARDR/USDT,15,2021-09-03 00:00:00+00:00,2021-09-06 00:00:00+00:00,4.543246800182237,chandelier_stop
ARDR/USDT,15,2021-10-06 00:00:00+00:00,2021-10-27 00:00:00+00:00,-1.0000000000000002,initial_stop
ARDR/USDT,15,2022-03-27 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.903624673066283,midline_exit
ARDR/USDT,15,2023-02-24 00:00:00+00:00,2023-03-02 00:00:00+00:00,-1.0,initial_stop
ARDR/USDT,15,2023-04-05 00:00:00+00:00,2023-04-07 00:00:00+00:00,1.936248701608114,chandelier_stop
ARDR/USDT,15,2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,-0.9999999999999994,initial_stop
ARDR/USDT,15,2023-11-10 00:00:00+00:00,2023-11-20 00:00:00+00:00,2.1791690609284142,chandelier_stop
ARDR/USDT,15,2024-02-15 00:00:00+00:00,2024-03-05 00:00:00+00:00,3.3586232960651525,chandelier_stop
ARDR/USDT,15,2024-03-11 00:00:00+00:00,2024-03-16 00:00:00+00:00,-1.0000000000000004,initial_stop
ARDR/USDT,15,2024-09-21 00:00:00+00:00,2024-09-22 00:00:00+00:00,-0.9999999999999996,initial_stop
ARDR/USDT,15,2024-11-25 00:00:00+00:00,2024-12-09 00:00:00+00:00,-0.3788417168237929,midline_exit
ARDR/USDT,15,2025-01-05 00:00:00+00:00,2025-01-19 00:00:00+00:00,-0.7271747059632925,midline_exit
ARDR/USDT,15,2025-04-15 00:00:00+00:00,2025-04-17 00:00:00+00:00,2.051395654477521,chandelier_stop
ARDR/USDT,15,2025-07-12 00:00:00+00:00,2025-07-24 00:00:00+00:00,4.315891217483682,chandelier_stop
ARDR/USDT,15,2025-09-13 00:00:00+00:00,2025-09-21 00:00:00+00:00,-0.7769046097555046,midline_exit
VTHO/USDT,15,2021-02-09 00:00:00+00:00,2021-02-10 00:00:00+00:00,-0.9999999999999998,initial_stop
VTHO/USDT,15,2021-02-12 00:00:00+00:00,2021-02-14 00:00:00+00:00,1.866822437358213,chandelier_stop
VTHO/USDT,15,2021-03-14 00:00:00+00:00,2021-03-22 00:00:00+00:00,4.499367723924428,chandelier_stop
VTHO/USDT,15,2021-04-15 00:00:00+00:00,2021-04-22 00:00:00+00:00,-1.0,initial_stop
VTHO/USDT,15,2021-08-11 00:00:00+00:00,2021-08-17 00:00:00+00:00,2.9331548530066494,chandelier_stop
VTHO/USDT,15,2021-10-05 00:00:00+00:00,2021-10-12 00:00:00+00:00,-1.0,initial_stop
VTHO/USDT,15,2023-02-16 00:00:00+00:00,2023-03-03 00:00:00+00:00,-1.0000000000000002,initial_stop
VTHO/USDT,15,2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,-1.0,initial_stop
VTHO/USDT,15,2023-11-06 00:00:00+00:00,2023-11-21 00:00:00+00:00,-0.9999999999999998,initial_stop
VTHO/USDT,15,2023-12-04 00:00:00+00:00,2023-12-12 00:00:00+00:00,4.105105528193807,chandelier_stop
VTHO/USDT,15,2024-02-12 00:00:00+00:00,2024-02-16 00:00:00+00:00,9.13364644928895,chandelier_stop
VTHO/USDT,15,2024-05-26 00:00:00+00:00,2024-06-01 00:00:00+00:00,-1.0,initial_stop
VTHO/USDT,15,2024-11-23 00:00:00+00:00,2024-12-18 00:00:00+00:00,-0.15982109194017685,midline_exit
VTHO/USDT,15,2025-01-21 00:00:00+00:00,2025-01-23 00:00:00+00:00,3.2723252181174014,chandelier_stop
VTHO/USDT,15,2025-04-14 00:00:00+00:00,2025-04-16 00:00:00+00:00,-0.9999999999999999,initial_stop
ADA/USDT,15,2020-12-29 00:00:00+00:00,2021-01-08 00:00:00+00:00,2.181556289065685,chandelier_stop
ADA/USDT,15,2021-01-17 00:00:00+00:00,2021-01-22 00:00:00+00:00,-1.0000000000000002,initial_stop
ADA/USDT,15,2021-02-01 00:00:00+00:00,2021-02-15 00:00:00+00:00,3.9711055220526377,chandelier_stop
ADA/USDT,15,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,-1.0000000000000002,initial_stop
ADA/USDT,15,2021-02-26 00:00:00+00:00,2021-03-12 00:00:00+00:00,-0.7650518015626002,midline_exit
ADA/USDT,15,2021-03-17 00:00:00+00:00,2021-03-22 00:00:00+00:00,-1.0,initial_stop
ADA/USDT,15,2021-04-13 00:00:00+00:00,2021-04-18 00:00:00+00:00,-1.0000000000000002,initial_stop
ADA/USDT,15,2021-05-05 00:00:00+00:00,2021-05-19 00:00:00+00:00,-1.0,initial_stop
ADA/USDT,15,2021-07-04 00:00:00+00:00,2021-07-13 00:00:00+00:00,-0.695284015989198,midline_exit
ADA/USDT,15,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,6.61869252218935,chandelier_stop
ADA/USDT,15,2021-11-09 00:00:00+00:00,2021-11-10 00:00:00+00:00,-0.999999999999999,initial_stop
ADA/USDT,15,2023-03-31 00:00:00+00:00,2023-04-21 00:00:00+00:00,-0.36338483851103637,midline_exit
ADA/USDT,15,2023-10-30 00:00:00+00:00,2023-12-11 00:00:00+00:00,11.647499827412824,chandelier_stop
ADA/USDT,15,2023-12-13 00:00:00+00:00,2023-12-16 00:00:00+00:00,-0.9999999999999998,initial_stop
ADA/USDT,15,2024-02-09 00:00:00+00:00,2024-03-05 00:00:00+00:00,2.2253192199192853,chandelier_stop
ADA/USDT,15,2024-11-07 00:00:00+00:00,2024-11-13 00:00:00+00:00,3.839324951187937,chandelier_stop
ADA/USDT,15,2024-11-15 00:00:00+00:00,2024-11-26 00:00:00+00:00,2.166910986833853,chandelier_stop
ADA/USDT,15,2024-12-02 00:00:00+00:00,2024-12-09 00:00:00+00:00,-1.0,initial_stop
ADA/USDT,15,2025-01-03 00:00:00+00:00,2025-01-08 00:00:00+00:00,-1.0000000000000002,initial_stop
ADA/USDT,15,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,-1.0000000000000004,initial_stop
ADA/USDT,15,2025-04-24 00:00:00+00:00,2025-05-05 00:00:00+00:00,-0.653999150285848,midline_exit
ADA/USDT,15,2025-05-08 00:00:00+00:00,2025-05-17 00:00:00+00:00,-0.3256320156520155,midline_exit
ADA/USDT,15,2025-07-11 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.06654171621274198,midline_exit
ADA/USDT,15,2025-08-13 00:00:00+00:00,2025-09-01 00:00:00+00:00,-1.0000000000000002,initial_stop
ADA/USDT,15,2025-09-12 00:00:00+00:00,2025-09-22 00:00:00+00:00,-1.0,initial_stop
JST/USDT,15,2021-03-13 00:00:00+00:00,2021-03-23 00:00:00+00:00,1.8360243363532205,chandelier_stop
JST/USDT,15,2021-03-31 00:00:00+00:00,2021-04-22 00:00:00+00:00,-1.0000000000000002,initial_stop
JST/USDT,15,2021-05-06 00:00:00+00:00,2021-05-12 00:00:00+00:00,-1.0000000000000002,initial_stop
JST/USDT,15,2021-09-01 00:00:00+00:00,2021-09-20 00:00:00+00:00,-0.570075057880668,midline_exit
JST/USDT,15,2021-10-07 00:00:00+00:00,2021-10-27 00:00:00+00:00,-0.5806520406272069,midline_exit
JST/USDT,15,2021-11-09 00:00:00+00:00,2021-11-12 00:00:00+00:00,-1.0,initial_stop
JST/USDT,15,2022-03-26 00:00:00+00:00,2022-04-01 00:00:00+00:00,4.897629386897432,chandelier_stop
JST/USDT,15,2023-06-03 00:00:00+00:00,2023-06-04 00:00:00+00:00,-0.9999999999999993,initial_stop
JST/USDT,15,2023-09-29 00:00:00+00:00,2023-09-30 00:00:00+00:00,-1.0,initial_stop
JST/USDT,15,2023-10-18 00:00:00+00:00,2023-11-04 00:00:00+00:00,4.467445272104214,chandelier_stop
JST/USDT,15,2024-02-14 00:00:00+00:00,2024-03-07 00:00:00+00:00,5.946387469196762,chandelier_stop
JST/USDT,15,2024-04-11 00:00:00+00:00,2024-04-13 00:00:00+00:00,-1.0000000000000004,initial_stop
JST/USDT,15,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,-0.898884609912176,midline_exit
JST/USDT,15,2024-08-20 00:00:00+00:00,2024-08-27 00:00:00+00:00,-0.9999999999999994,initial_stop
JST/USDT,15,2024-11-11 00:00:00+00:00,2024-11-15 00:00:00+00:00,4.990684091656603,chandelier_stop
JST/USDT,15,2024-12-02 00:00:00+00:00,2024-12-04 00:00:00+00:00,4.054487817359364,chandelier_stop
JST/USDT,15,2025-01-06 00:00:00+00:00,2025-01-08 00:00:00+00:00,-1.0000000000000004,initial_stop
JST/USDT,15,2025-04-27 00:00:00+00:00,2025-04-28 00:00:00+00:00,-0.9999999999999999,initial_stop
JST/USDT,15,2025-07-10 00:00:00+00:00,2025-07-30 00:00:00+00:00,1.6605840086485917,chandelier_stop
JST/USDT,15,2025-08-23 00:00:00+00:00,2025-09-04 00:00:00+00:00,-0.5496435524694027,midline_exit
JST/USDT,15,2025-10-27 00:00:00+00:00,2025-12-03 00:00:00+00:00,3.7007780382501134,chandelier_stop
JST/USDT,15,2025-12-31 00:00:00+00:00,2026-01-01 00:00:00+00:00,-0.9999999999999989,initial_stop
JST/USDT,15,2026-01-07 00:00:00+00:00,2026-01-11 00:00:00+00:00,-0.9999999999999996,initial_stop
JST/USDT,15,2026-01-21 00:00:00+00:00,2026-01-27 00:00:00+00:00,-1.0000000000000002,initial_stop
JST/USDT,15,2026-02-23 00:00:00+00:00,2026-04-13 00:00:00+00:00,7.031900308988939,chandelier_stop
JST/USDT,15,2026-04-29 00:00:00+00:00,2026-05-28 00:00:00+00:00,0.683543947748963,end_of_data
AVAX/USDT,15,2021-04-14 00:00:00+00:00,2021-04-18 00:00:00+00:00,-0.9999999999999999,initial_stop
