block_size,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,280.1295694055753,373.09246598466757,471.25882493769046,-6.855999120912688,2.340901324707094,2.9018981736839295,1.0
3,279.8270869378509,371.1706747421083,479.96399431804684,-8.088279110992497,2.3429881099625596,2.8943711832852115,1.0
5,266.7763542942052,374.77566648783477,483.72600231471546,-8.912210336565924,2.2661850816378735,2.9095070772837106,1.0
10,249.8788005222037,374.06132852366875,495.2308527398338,-10.189045076193226,2.1685454431306903,2.8919276668677893,1.0
20,233.34512136882083,366.75636156646476,509.4637772176921,-11.481514219705469,2.0928321095556797,2.8572426399308792,1.0
