trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
460,372.76027911757416,0.8103484328642917,0.39565217391304347,2.892916637052642,-17.30371175813451,2.6181827160028672,6.638206540619427,0,,54
437,314.3077362749808,0.7192396711097959,0.37986270022883295,2.6680896336040862,-17.303711758134455,2.528357115861331,5.946698726881443,1,2021-02,53
411,263.1647750180412,0.6403035888516818,0.36496350364963503,2.458592601493873,-17.30371175813437,2.4754185581536183,5.243945922572806,2,"2021-02,2024-03",52
387,228.46151312591866,0.5903398271987562,0.35400516795865633,2.336628100800424,-17.30371175813437,2.4409801082792932,4.757659161792706,3,"2021-02,2024-03,2021-09",51
