symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,addon_triggered,month
DUSK/USDT,2021-01-30 00:00:00+00:00,2021-02-15 00:00:00+00:00,0.08781950240361344,0.14652082743627753,0.06166099519277311,0.017439004807226894,chandelier_stop,17,3.3660937468368424,-0.5390215843110814,7.58644208556979,True,2021-02
ARDR/USDT,2021-02-05 00:00:00+00:00,2021-02-17 00:00:00+00:00,0.10533584958722393,0.16169211994180357,0.07846830082555212,0.01791169917444788,chandelier_stop,13,3.1463385916493767,-0.298687463868983,6.901634445510976,True,2021-02
ICX/USDT,2021-02-17 00:00:00+00:00,2021-02-22 00:00:00+00:00,2.1957538030228054,1.5088923939543901,1.5088923939543901,0.45790760604561004,initial_stop,6,-1.5000000000000002,-1.1067734916583154,1.1205317256706424,True,2021-02
ADA/USDT,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,1.11568,0.9374451790242133,0.9374451790242133,0.17823482097578663,initial_stop,3,-0.5000000000000001,-1.5972187614151676,0.20220515723409704,False,2021-02
FET/USDT,2021-02-18 00:00:00+00:00,2021-02-22 00:00:00+00:00,0.30729,0.22891099915859456,0.22891099915859456,0.07837900084140545,initial_stop,5,-0.5,-1.1124153033849338,0.1522091360176884,False,2021-02
SC/USDT,2021-01-28 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.006249222123641467,0.009909475529592574,0.004547555752717066,0.001134444247282935,chandelier_stop,27,3.2264727109486797,-0.017629777794634954,7.680412696232696,True,2021-02
DUSK/USDT,2021-02-16 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.24308879150781887,0.17112241698436226,0.17112241698436226,0.04797758301563772,initial_stop,8,-1.5000000000000004,-1.3944012139626696,1.0609121343901335,True,2021-02
HBAR/USDT,2021-01-19 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.07984068685210094,0.1076721913375082,0.05529862629579812,0.016361373704201883,chandelier_stop,36,1.7010493732723464,-0.23714390185975298,5.399302136672837,True,2021-02
TRX/USDT,2021-02-09 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.049540767565126945,0.03915846486974612,0.03915846486974612,0.0069215351302538836,initial_stop,15,-1.5,-1.1673710886306847,2.659814571991448,True,2021-02
IOST/USDT,2021-02-17 00:00:00+00:00,2021-02-28 00:00:00+00:00,0.04435271943056583,0.031894561138868335,0.031894561138868335,0.00830543886113166,initial_stop,12,-1.5000000000000007,-1.1203501892652719,3.576331184497193,True,2021-02
ADA/USDT,2021-02-26 00:00:00+00:00,2021-03-12 00:00:00+00:00,1.24303,1.03207,0.9672839661116814,0.2757460338883187,midline_exit,15,-0.3825259007813001,-0.8088239633224628,0.8883899309290391,False,2021-03
HBAR/USDT,2021-03-09 00:00:00+00:00,2021-03-16 00:00:00+00:00,0.23083508106404824,0.336960512050416,0.16763983787190356,0.04213016212809644,chandelier_stop,8,2.5189893801902348,-0.5879398214677413,5.832638366139199,True,2021-03
IOST/USDT,2021-03-20 00:00:00+00:00,2021-03-21 00:00:00+00:00,0.064004,0.05282874477424619,0.05282874477424619,0.011175255225753815,initial_stop,2,-0.49999999999999994,-1.088297292036087,0.23256739532986168,False,2021-03
VTHO/USDT,2021-03-14 00:00:00+00:00,2021-03-22 00:00:00+00:00,0.009113296974020163,0.017210392663865363,0.006076406051959677,0.0020245939480403236,chandelier_stop,9,3.9993677239244283,-0.07754641376458067,8.0549485074699,True,2021-03
SC/USDT,2021-03-14 00:00:00+00:00,2021-03-22 00:00:00+00:00,0.015366091913952423,0.02156678527789363,0.011435816172095156,0.002620183827904846,chandelier_stop,9,2.366510814204746,-0.479355679789965,5.81791240662279,True,2021-03
ETH/USDT,2021-02-02 00:00:00+00:00,2021-03-22 00:00:00+00:00,1511.87,1680.97,1230.139483474245,281.7305165257549,midline_exit,49,0.3001094842072984,-0.7762382389271908,1.8828986172376756,False,2021-03
CELR/USDT,2021-03-05 00:00:00+00:00,2021-03-23 00:00:00+00:00,0.02889,0.06545627292329748,0.020930470298006085,0.007959529701993916,chandelier_stop,19,2.2970121535030756,-0.3354469547781379,8.557038235932204,False,2021-03
BTC/USDT,2021-02-06 00:00:00+00:00,2021-03-24 00:00:00+00:00,42204.71572231335,52303.65,33151.38855537331,6035.551444626688,midline_exit,47,1.6732413550509129,-0.3041876151407006,3.7539337056220528,True,2021-03
MTL/USDT,2021-03-29 00:00:00+00:00,2021-03-30 00:00:00+00:00,6.294073365360427,5.4850532692791445,5.4850532692791445,0.5393467307208553,initial_stop,2,-1.5000000000000007,-1.4977378261296739,5.071876483507949,True,2021-03
TRX/USDT,2021-03-17 00:00:00+00:00,2021-04-06 00:00:00+00:00,0.05908670302033636,0.11661544748090184,0.04631659395932727,0.00851340604067273,chandelier_stop,21,6.757429891834402,-0.31714686073949316,11.093092417865854,True,2021-04
JST/USDT,2021-03-14 00:00:00+00:00,2021-04-06 00:00:00+00:00,0.07781297297515995,0.14646412663514036,0.0568040540496801,0.014005945950319901,chandelier_stop,24,4.901572082563433,-0.6075990890001703,9.366022149828718,True,2021-04
SC/USDT,2021-04-02 00:00:00+00:00,2021-04-07 00:00:00+00:00,0.0336011570123189,0.024111685975362195,0.024111685975362195,0.006326314024637807,initial_stop,6,-1.4999999999999996,-1.0767723469734019,1.0687107806645881,True,2021-04
FET/USDT,2021-03-03 00:00:00+00:00,2021-04-07 00:00:00+00:00,0.36388,0.578048030843589,0.2611823469609884,0.10269765303901154,chandelier_stop,36,1.042711417963142,-0.6079009417701574,5.013064902315076,False,2021-04
ARDR/USDT,2021-03-14 00:00:00+00:00,2021-04-11 00:00:00+00:00,0.25249,0.5561018890713498,0.19697915142965372,0.05551084857034627,chandelier_stop,29,2.734707691295665,-0.47882532305944514,9.682972136857881,False,2021-04
DUSK/USDT,2021-03-08 00:00:00+00:00,2021-04-12 00:00:00+00:00,0.2934,0.336,0.21628156838085746,0.07711843161914253,midline_exit,36,0.27619856307753116,-0.3786384057213102,2.182357660373168,False,2021-04
ZEC/USDT,2021-04-01 00:00:00+00:00,2021-04-18 00:00:00+00:00,178.82255637499554,238.27811483456597,138.94488725000892,26.58511274999108,chandelier_stop,18,2.2364230318936817,-0.11999196806118748,5.0253689445061624,True,2021-04
BTC/USDT,2021-04-13 00:00:00+00:00,2021-04-18 00:00:00+00:00,63575.0,58092.18941391033,58092.18941391033,5482.810586089671,initial_stop,6,-0.4999999999999998,-2.3060617910233985,0.23327451859178305,False,2021-04
VET/USDT,2021-03-08 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.065316,0.20994717471215743,0.05102613259961621,0.014289867400383785,chandelier_stop,42,5.060619901493034,-0.5014042327507928,15.011545873003609,False,2021-04
ADA/USDT,2021-04-13 00:00:00+00:00,2021-04-18 00:00:00+00:00,1.41246,1.2291206626046507,1.2291206626046507,0.1833393373953493,initial_stop,6,-0.5000000000000001,-1.8567755552968157,0.7962830130949471,False,2021-04
QTUM/USDT,2021-03-19 00:00:00+00:00,2021-04-18 00:00:00+00:00,7.693802316053423,13.882884432304776,5.627395367893154,1.3776046321068454,chandelier_stop,31,4.49264032074722,-0.5074024750707911,9.142681221053813,True,2021-04
TRX/USDT,2021-04-15 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.16421,0.13482863012674443,0.13482863012674443,0.02938136987325557,initial_stop,4,-0.5,-1.4366246428292544,0.5374153781159423,False,2021-04
AVAX/USDT,2021-04-14 00:00:00+00:00,2021-04-18 00:00:00+00:00,38.3391,31.22927242740212,31.22927242740212,7.109827572597884,initial_stop,5,-0.49999999999999994,-2.22112278233912,0.34035987164113224,False,2021-04
ETC/USDT,2021-04-02 00:00:00+00:00,2021-04-18 00:00:00+00:00,16.284167042480753,37.80857474563999,13.167865915038496,2.077534084961504,chandelier_stop,17,10.360555746818505,-0.9090584908670681,16.67101408862891,True,2021-04
ZRX/USDT,2021-03-30 00:00:00+00:00,2021-04-18 00:00:00+00:00,1.8486,1.5307906501293065,1.5307906501293065,0.3178093498706935,initial_stop,20,-0.5000000000000001,-1.2683704874133142,1.7350024479278128,False,2021-04
IOST/USDT,2021-04-13 00:00:00+00:00,2021-04-22 00:00:00+00:00,0.07203707102342002,0.054051857953159976,0.054051857953159976,0.011990142046840025,initial_stop,10,-1.5000000000000004,-1.4536108022667982,2.1027273823369392,True,2021-04
SC/USDT,2021-04-16 00:00:00+00:00,2021-04-22 00:00:00+00:00,0.04663759303673504,0.03447381392652994,0.03447381392652994,0.00810918607347006,initial_stop,7,-1.5,-1.136612221805374,2.6410788710432556,True,2021-04
VTHO/USDT,2021-04-15 00:00:00+00:00,2021-04-22 00:00:00+00:00,0.02406178196489756,0.01632543607020488,0.01632543607020488,0.00515756392979512,initial_stop,8,-1.5,-1.1600437883932675,1.360526034289748,True,2021-04
ICX/USDT,2021-03-27 00:00:00+00:00,2021-04-23 00:00:00+00:00,2.4364150343294373,1.6602699313411253,1.6602699313411253,0.5174300686588749,initial_stop,28,-1.4999999999999998,-1.2656782813133245,1.9757259230212416,True,2021-04
ETC/USDT,2021-05-03 00:00:00+00:00,2021-05-07 00:00:00+00:00,56.81785698009851,137.05674974943304,42.47528603980298,9.561713960197014,chandelier_stop,5,8.391685120821293,-0.3008874781212053,13.365072468384831,True,2021-05
QTUM/USDT,2021-05-06 00:00:00+00:00,2021-05-12 00:00:00+00:00,26.945861686362356,20.436276627275287,20.436276627275287,4.3397233727247135,initial_stop,7,-1.4999999999999996,-1.2717400456183618,2.5137546942653954,True,2021-05
ZEC/USDT,2021-05-06 00:00:00+00:00,2021-05-13 00:00:00+00:00,308.57,251.99908458582087,251.99908458582087,56.57091541417911,initial_stop,8,-0.5000000000000001,-1.0530146023599467,1.1212475445306602,False,2021-05
ETH/USDT,2021-04-01 00:00:00+00:00,2021-05-16 00:00:00+00:00,1968.05,3444.563518119082,1724.885258970873,243.16474102912676,chandelier_stop,46,3.0360353887454066,-0.15643715383655665,9.889057064041879,False,2021-05
AVAX/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,38.003,28.902300497220978,28.902300497220978,9.10069950277902,initial_stop,14,-0.5000000000000001,-2.222686288435643,0.6463239444620549,False,2021-05
ADA/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,1.6491,1.3996341589975394,1.3996341589975394,0.24946584100246064,initial_stop,14,-0.49999999999999994,-2.561873791745685,3.290630880369321,False,2021-05
SOL/USDT,2021-03-28 00:00:00+00:00,2021-05-19 00:00:00+00:00,18.0645,39.09431971237853,14.89334715420431,3.171152845795689,chandelier_stop,53,3.3158003942099232,-0.13263315281621677,12.71319988673843,False,2021-05
MTL/USDT,2021-07-12 00:00:00+00:00,2021-07-14 00:00:00+00:00,2.0585,1.6064286882726542,1.6064286882726542,0.45207131172734594,initial_stop,3,-0.4999999999999999,-1.0878814630392104,0.004866488854588211,False,2021-07
ARDR/USDT,2021-07-31 00:00:00+00:00,2021-08-01 00:00:00+00:00,0.30594,0.26845633170543487,0.26845633170543487,0.037483668294565106,initial_stop,2,-0.5000000000000002,-1.6545872595130315,0.0968421759437656,False,2021-08
BTC/USDT,2021-07-30 00:00:00+00:00,2021-08-03 00:00:00+00:00,42206.37,38030.88301675615,38030.88301675615,4175.486983243858,initial_stop,5,-0.4999999999999998,-1.0931275844749617,0.09403214560974885,False,2021-08
VTHO/USDT,2021-08-11 00:00:00+00:00,2021-08-17 00:00:00+00:00,0.010217233981915704,0.012972703903986653,0.008518532036168591,0.0011324679638314082,chandelier_stop,7,2.433154853006649,-0.635779574341396,6.63594930718832,True,2021-08
NEAR/USDT,2021-08-10 00:00:00+00:00,2021-08-24 00:00:00+00:00,3.08636491157175,5.017268462620692,2.4015701768564988,0.45652982314350105,chandelier_stop,15,4.2295233589635615,-0.08827462732337703,8.187855010788713,True,2021-08
AVAX/USDT,2021-08-13 00:00:00+00:00,2021-08-26 00:00:00+00:00,19.342618208492425,43.956007189201316,15.407763583015143,2.6232364169848563,chandelier_stop,14,9.382832908746927,-0.3709158632062464,15.608962934062674,True,2021-08
QTUM/USDT,2021-08-06 00:00:00+00:00,2021-08-27 00:00:00+00:00,9.46530084971485,11.53183519812616,7.325398300570302,1.426601699429699,chandelier_stop,22,1.4485713491280932,-0.1500068309785061,4.519831991352361,True,2021-08
MTL/USDT,2021-07-31 00:00:00+00:00,2021-09-03 00:00:00+00:00,2.2653,4.141596750611505,1.8629446977792528,0.402355302220747,chandelier_stop,35,2.3316416364535684,-0.9817193853786675,8.03941188831488,False,2021-09
ARDR/USDT,2021-09-03 00:00:00+00:00,2021-09-06 00:00:00+00:00,0.3523256207096663,0.549034596903276,0.2793487585806675,0.04865124141933253,chandelier_stop,4,4.043246800182237,-0.012332676052980789,7.97513051426105,True,2021-09
SC/USDT,2021-09-04 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.025754076997964774,0.02052184600407045,0.02052184600407045,0.0034881539959295514,initial_stop,4,-1.5,-1.920786756495976,1.0406650635940886,True,2021-09
ETH/USDT,2021-07-30 00:00:00+00:00,2021-09-07 00:00:00+00:00,2615.798074758818,3443.860826761653,2153.8338504823637,307.97614951763643,chandelier_stop,40,2.688723634280697,-0.13354930264703754,5.085036625247885,True,2021-09
DUSK/USDT,2021-08-13 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.1608,0.1353102306001165,0.1353102306001165,0.025489769399883518,initial_stop,26,-0.4999999999999999,-1.000401361030615,1.69479759986363,False,2021-09
VET/USDT,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.10369150226030587,0.12277021577369643,0.08256699547938827,0.01408300452061173,chandelier_stop,33,1.3547331810812933,-0.10722143827973485,4.300928818942748,True,2021-09
ETC/USDT,2021-08-07 00:00:00+00:00,2021-09-07 00:00:00+00:00,60.587,52.27820078247213,52.27820078247213,8.308799217527868,initial_stop,32,-0.5000000000000001,-1.5594311116179698,2.018703251923146,False,2021-09
ZEC/USDT,2021-08-11 00:00:00+00:00,2021-09-07 00:00:00+00:00,146.18404610896985,119.17190778206032,119.17190778206032,18.008092217939698,initial_stop,28,-1.4999999999999993,-1.070629790577884,2.150144475683385,True,2021-09
ZRX/USDT,2021-08-13 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.0596,0.9033373044782096,0.9033373044782096,0.15626269552179053,initial_stop,26,-0.4999999999999999,-1.0155974813442896,1.651705796691626,False,2021-09
JST/USDT,2021-09-02 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.08842616177917317,0.07154767644165365,0.07154767644165365,0.011252323558346352,initial_stop,6,-1.4999999999999998,-1.30639684539611,1.1873103302375523,True,2021-09
ADA/USDT,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.4859310431336832,2.506908842614731,1.2356379137326339,0.1668620862673662,chandelier_stop,33,6.11869252218935,-0.0551353528281959,10.179064867248885,True,2021-09
IOST/USDT,2021-08-11 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.030708,0.054385856461917396,0.026272313647628956,0.004435686352371042,chandelier_stop,28,2.6690183413510162,-0.5306957735507373,8.83020053459443,False,2021-09
QTUM/USDT,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,16.112,13.753910476543837,13.753910476543837,2.358089523456161,initial_stop,3,-0.5000000000000001,-2.5919287368877644,0.37657603376249016,False,2021-09
TRX/USDT,2021-08-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.07013,0.09066936769174107,0.06295777569183177,0.007172224308168226,chandelier_stop,34,1.4318687487471227,-0.06134777456679561,5.178309880479115,False,2021-09
NEAR/USDT,2021-09-07 00:00:00+00:00,2021-09-08 00:00:00+00:00,9.281769327098843,7.458461345802313,7.458461345802313,1.2155386541976863,initial_stop,2,-1.5000000000000007,-1.0810022334232572,1.954688970025618,True,2021-09
FET/USDT,2021-07-25 00:00:00+00:00,2021-09-09 00:00:00+00:00,0.34563,0.8503865734938955,0.2754909665115879,0.07013903348841209,chandelier_stop,47,3.598257264104502,-0.579278013671412,12.159705624413908,False,2021-09
ICX/USDT,2021-08-14 00:00:00+00:00,2021-09-12 00:00:00+00:00,1.25,1.6521905075474468,1.0427873879171479,0.20721261208285205,chandelier_stop,30,0.9704778669230679,-0.7325808910671138,4.990043750747008,False,2021-09
SOL/USDT,2021-07-31 00:00:00+00:00,2021-09-13 00:00:00+00:00,36.744,153.9362661781243,30.72949917313126,6.014500826868739,chandelier_stop,45,9.742476520627298,-0.73439178531123,29.80396963272578,False,2021-09
IOST/USDT,2021-09-08 00:00:00+00:00,2021-09-13 00:00:00+00:00,0.07866,0.06611243449681646,0.06611243449681646,0.012547565503183533,initial_stop,6,-0.5,-1.3293415360747063,0.6248224006490228,False,2021-09
HBAR/USDT,2021-07-30 00:00:00+00:00,2021-09-18 00:00:00+00:00,0.21454,0.41046937384612564,0.17991679164582744,0.034623208354172576,chandelier_stop,51,2.8294514454278388,-0.380669516966114,10.439818179254292,False,2021-09
BTC/USDT,2021-08-06 00:00:00+00:00,2021-09-20 00:00:00+00:00,42836.87,43015.62,38136.052559215605,4700.817440784399,midline_exit,46,0.019012650698701988,-0.08306214927905077,2.1449737470165364,False,2021-09
CELR/USDT,2021-08-07 00:00:00+00:00,2021-09-20 00:00:00+00:00,0.04124885118842546,0.08363961106675283,0.03132229762314908,0.006617702376850921,chandelier_stop,45,6.405661280055829,-0.5303955663340449,13.533397983155862,True,2021-09
TRX/USDT,2021-09-12 00:00:00+00:00,2021-09-20 00:00:00+00:00,0.11241,0.0973771324427937,0.0973771324427937,0.015032867557206304,initial_stop,9,-0.4999999999999999,-1.5559240385103728,0.7044564158967446,False,2021-09
JST/USDT,2021-09-16 00:00:00+00:00,2021-09-20 00:00:00+00:00,0.0978,0.08002190003650676,0.08002190003650676,0.01777809996349323,initial_stop,5,-0.5000000000000001,-1.5204099456919047,0.17999673792874984,False,2021-09
AVAX/USDT,2021-09-16 00:00:00+00:00,2021-10-06 00:00:00+00:00,67.56,60.01,51.3185417074736,16.2414582925264,midline_exit,21,-0.23242986756534603,-0.9241780959353227,0.7536269083443266,False,2021-10
CELR/USDT,2021-09-23 00:00:00+00:00,2021-10-06 00:00:00+00:00,0.156719225655304,0.13086,0.10422154868939207,0.03499845131060795,midline_exit,14,-0.7388677123397773,-0.5671679533426531,1.6995037715275054,True,2021-10
JST/USDT,2021-10-09 00:00:00+00:00,2021-10-12 00:00:00+00:00,0.09143,0.0781821201436935,0.0781821201436935,0.013247879856306505,initial_stop,4,-0.4999999999999999,-1.4017337265600247,0.0022645132900809845,False,2021-10
VTHO/USDT,2021-10-05 00:00:00+00:00,2021-10-12 00:00:00+00:00,0.010631,0.008695737092892356,0.008695737092892356,0.0019352629071076443,initial_stop,8,-0.5,-1.1977700763481163,0.4774545084321219,False,2021-10
QTUM/USDT,2021-10-02 00:00:00+00:00,2021-10-27 00:00:00+00:00,13.805,11.280638124294565,11.280638124294565,2.5243618757054347,initial_stop,26,-0.4999999999999999,-1.2260524252827654,0.49715534530852085,False,2021-10
AVAX/USDT,2021-10-25 00:00:00+00:00,2021-10-27 00:00:00+00:00,69.73,58.53123386730407,58.53123386730407,11.198766132695939,initial_stop,3,-0.49999999999999994,-1.134946461904572,0.2928894095237606,False,2021-10
BTC/USDT,2021-10-05 00:00:00+00:00,2021-10-27 00:00:00+00:00,51471.99,58413.44,46311.80980422798,5160.180195772014,midline_exit,23,0.6725976358042178,-0.21115154096609656,3.0091991773316087,False,2021-10
ICX/USDT,2021-10-31 00:00:00+00:00,2021-11-10 00:00:00+00:00,2.336,1.9700758269220835,1.9700758269220835,0.3659241730779164,initial_stop,11,-0.49999999999999994,-1.1505115840225075,0.4645771241896111,False,2021-11
ETC/USDT,2021-11-09 00:00:00+00:00,2021-11-10 00:00:00+00:00,60.85,53.98245761619695,53.98245761619695,6.867542383803048,initial_stop,2,-0.5,-1.288670605204059,0.5212927419921511,False,2021-11
NEAR/USDT,2021-10-21 00:00:00+00:00,2021-11-16 00:00:00+00:00,10.264148325609682,9.675,7.899703348780637,1.5762966512193641,midline_exit,27,-0.3737547276738417,-0.4206061083027286,2.3815314186552676,True,2021-11
DUSK/USDT,2021-11-05 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.22560729549741243,0.28234566624410656,0.17428540900517514,0.03421459099482484,chandelier_stop,12,1.6583091919840915,-0.4559458273915826,5.801618380591611,True,2021-11
SC/USDT,2021-10-31 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.02046,0.01855,0.01754334333922775,0.0029166566607722504,midline_exit,17,-0.32742969470638394,-0.9942891252864022,0.6205735575063417,False,2021-11
VET/USDT,2021-10-09 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.11892,0.14428,0.09910797316434798,0.019812026835652013,midline_exit,39,0.6400152849168448,-0.9262050850334462,3.464057492416645,False,2021-11
QTUM/USDT,2021-10-31 00:00:00+00:00,2021-11-16 00:00:00+00:00,16.949214786164184,15.141,13.639570427671636,2.2064295723283647,midline_exit,17,-0.8195207356000215,-0.7736480789634568,1.5654249939893257,True,2021-11
BTC/USDT,2021-11-08 00:00:00+00:00,2021-11-16 00:00:00+00:00,67525.83,61986.81297593884,61986.81297593884,5539.017024061165,initial_stop,9,-0.4999999999999998,-1.6161279088174096,0.266142890263072,False,2021-11
