trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
460,372.76027911757416,0.8103484328642917,0.39565217391304347,2.892916637052642,-17.30371175813451,2.6181827160028672,6.638206540619427,0,,24
441,334.27418047998344,0.7579913389568785,0.39909297052154197,2.770771199802877,-16.163174323083183,2.4424639643086405,6.517114827771929,1,FET/USDT,23
400,288.7699603159303,0.7219249007898257,0.4,2.68559687555367,-16.944185556952903,2.3638413994314917,6.108065464658078,3,"FET/USDT,ETC/USDT,ZEC/USDT",21
364,249.04610724284146,0.6841926023154985,0.40934065934065933,2.601206304146934,-16.19606919783513,2.222958163890242,5.8721585972272425,5,"FET/USDT,ETC/USDT,ZEC/USDT,ADA/USDT,ZRX/USDT",19
