symbol,entry_ts,r,funding,year,tf,cb,ap,hb,am
1000SHIBUSDT,1671177600000,-0.2610433568744425,0.0001,2022,8h,5,15,10,2.0
1000SHIBUSDT,1672185600000,-0.16580305762449643,0.0001,2022,8h,5,15,10,2.0
1000SHIBUSDT,1682870400000,-0.11604272043528376,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1683360000000,1.2102622823190403,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1684310400000,-0.19486924336913686,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1684656000000,-1.0,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1684915200000,-0.18398642712189564,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1685491200000,-0.22750590813680868,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1685952000000,0.07791382776537854,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1686355200000,-0.6000614954639544,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1696262400000,0.6190425132462344,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1696809600000,1.711321876111961,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1697529600000,0.06226988552370145,0.0001,2023,8h,5,15,10,2.0
1000SHIBUSDT,1742544000000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1749686400000,0.8972688371420967,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1751356800000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1751616000000,-0.43519031183034446,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1756454400000,-0.05562515788960652,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1756972800000,-0.5989191614251413,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1759219200000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1759564800000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1759824000000,1.077606546360313,0.0001,2025,8h,5,15,10,2.0
1000SHIBUSDT,1769644800000,1.9091899234902983,0.0001,2026,8h,5,15,10,2.0
1000SHIBUSDT,1775952000000,-0.01068089801557962,0.0001,2026,8h,5,15,10,2.0
1000SHIBUSDT,1778659200000,0.9952463192468992,0.0001,2026,8h,5,15,10,2.0
1000SHIBUSDT,1779465600000,0.3903825335936433,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1642492800000,0.9884649919531585,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1645084800000,0.9515301968304641,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1645459200000,-0.41570597637095347,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1646294400000,0.3773094329920155,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1646611200000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1647763200000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1650844800000,0.28798010770453647,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1651219200000,0.6786998736889222,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1652054400000,5.481899430288705,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1654819200000,2.1779567582359225,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1656259200000,0.3321366088644488,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1657440000000,0.9471123400598882,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1658707200000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1659398400000,-0.474117638756151,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1660032000000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1660723200000,1.466995201105486,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1661500800000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1664697600000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1665273600000,0.7388748127584022,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1665619200000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1666137600000,0.2663157946566651,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1666886400000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1667347200000,-1.0,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1667750400000,4.671198538438496,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1671206400000,1.3366472376916512,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1671696000000,-0.24011282074958518,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1672128000000,2.034430916778105,0.0001,2022,8h,5,15,10,2.0
1000XECUSDT,1681718400000,1.1144514274666832,0.00031646,2023,8h,5,15,10,2.0
1000XECUSDT,1683360000000,-0.30501286520241216,0.0001,2023,8h,5,15,10,2.0
1000XECUSDT,1684656000000,1.0658810566448353,0.0001,2023,8h,5,15,10,2.0
1000XECUSDT,1685433600000,0.5288061183172879,0.0001,2023,8h,5,15,10,2.0
1000XECUSDT,1685923200000,2.510796746748017,0.0001,2023,8h,5,15,10,2.0
1000XECUSDT,1686355200000,-0.5904930128860612,0.0001,2023,8h,5,15,10,2.0
1000XECUSDT,1692057600000,4.823017993990828,0.0001,2023,8h,5,15,10,2.0
1000XECUSDT,1694908800000,-1.0,0.0001,2023,8h,5,15,10,2.0
1000XECUSDT,1719993600000,0.40097829217125996,0.0001,2024,8h,5,15,10,2.0
1000XECUSDT,1726646400000,-1.0,0.0001,2024,8h,5,15,10,2.0
1000XECUSDT,1729670400000,0.7151654556120575,0.0001,2024,8h,5,15,10,2.0
1000XECUSDT,1740153600000,0.8770991841671838,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1740700800000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1742112000000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1742544000000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1743062400000,1.6578027118064513,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1744761600000,-0.8512824613456975,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1746316800000,0.1814178150444241,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1749139200000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1749686400000,1.041307924389996,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1750060800000,0.6491729636425482,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1750492800000,-0.3444370681425446,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1751270400000,-0.3556475290584303,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1751616000000,-0.28891440392849754,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1756944000000,-0.2898928521929667,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1757865600000,0.0606593086494201,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1758441600000,1.6254319177080276,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1759219200000,-1.0,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1759564800000,0.28566448191331045,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1759996800000,2.6468741836569607,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1765411200000,0.13003218562715949,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1765987200000,-0.21598502652126209,0.0001,2025,8h,5,15,10,2.0
1000XECUSDT,1768147200000,-1.0,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1768752000000,1.1791816893713678,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1769846400000,0.1602987779516261,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1772179200000,0.305923364006131,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1773820800000,-0.13952678799972562,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1774195200000,-1.0,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1774483200000,0.6033009767928128,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1775376000000,-1.0,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1776556800000,-0.7853709384719479,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1777248000000,0.03268977940878979,0.0001,2026,8h,5,15,10,2.0
1000XECUSDT,1780272000000,2.373907850292887,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1626393600000,0.5554980427863216,0.0001,2021,8h,5,15,10,2.0
1INCHUSDT,1626739200000,-1.0,0.0001,2021,8h,5,15,10,2.0
1INCHUSDT,1627948800000,-1.0,0.0001,2021,8h,5,15,10,2.0
1INCHUSDT,1633968000000,-1.0,0.00016557,2021,8h,5,15,10,2.0
1INCHUSDT,1641312000000,1.3296507013512278,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1657411200000,1.2771991773311515,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1658332800000,-0.0555246738956768,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1658707200000,-1.0,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1660723200000,1.3794011079851045,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1661529600000,-0.19442985837859678,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1663516800000,0.1747288217221889,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1664697600000,-0.5006411388624448,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1668960000000,-1.0,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1671177600000,0.6529664688823322,0.0001,2022,8h,5,15,10,2.0
1INCHUSDT,1672963200000,-1.0,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1673424000000,-1.0,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1683360000000,0.8729736193742382,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1684886400000,-0.2497347349629798,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1685491200000,0.6088974429079544,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1685923200000,2.517238344928926,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1691395200000,-0.4301650595845773,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1692115200000,2.786509820588265,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1693468800000,1.2581184431329675,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1694966400000,-1.0,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1696348800000,0.11664332259474415,0.0001,2023,8h,5,15,10,2.0
1INCHUSDT,1719993600000,0.14502464150136787,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1721289600000,-1.0,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1722355200000,1.3866595818016527,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1723737600000,0.2267424919804793,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1724630400000,1.000728895633913,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1725004800000,0.19177791591183102,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1726012800000,-1.0,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1726387200000,1.336026684498242,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1727683200000,1.7383920016835506,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1728374400000,0.011067867095037908,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1728806400000,-1.0,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1729670400000,1.1146308555045785,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1730361600000,1.2936027619697517,0.0001,2024,8h,5,15,10,2.0
1INCHUSDT,1740412800000,0.006056318147321728,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1743120000000,1.4755592351352331,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1743609600000,-0.13285214885036048,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1743984000000,-1.0,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1746230400000,0.9296259279849026,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1750435200000,-0.007558733278966185,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1751328000000,-1.0,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1751616000000,-1.0,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1762128000000,-1.0,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1765987200000,-0.3500823164482609,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1766476800000,0.35224489546259413,0.0001,2025,8h,5,15,10,2.0
1INCHUSDT,1767801600000,0.02248228113417986,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1768176000000,-1.0,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1769500800000,0.43470892276763246,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1770768000000,-0.5971572304244411,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1771142400000,0.026707182603789775,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1772208000000,-1.0,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1773820800000,0.4020689634715709,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1774512000000,1.0150185763027466,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1775116800000,-0.020119234412595763,0.0001,2026,8h,5,15,10,2.0
1INCHUSDT,1780300800000,2.0847122483436187,0.0001,2026,8h,5,15,10,2.0
AAVEUSDT,1633881600000,-0.3951523311386859,0.00032075,2021,8h,5,15,10,2.0
AAVEUSDT,1635062400000,-1.0,0.00042217,2021,8h,5,15,10,2.0
AAVEUSDT,1636560000000,-0.0058721566518987025,0.0003667,2021,8h,5,15,10,2.0
AAVEUSDT,1636992000000,1.8409490955140388,0.00026246,2021,8h,5,15,10,2.0
AAVEUSDT,1637539200000,0.24239654909214403,0.00027048,2021,8h,5,15,10,2.0
AAVEUSDT,1637913600000,-0.10381937204274234,0.00028538,2021,8h,5,15,10,2.0
AAVEUSDT,1638518400000,2.9860701186668965,0.0001045,2021,8h,5,15,10,2.0
AAVEUSDT,1639382400000,-0.792026778276915,0.0001,2021,8h,5,15,10,2.0
AAVEUSDT,1639958400000,-1.0,0.0001,2021,8h,5,15,10,2.0
AAVEUSDT,1643587200000,-1.0,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1643817600000,-1.0,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1644595200000,0.1385824095807744,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1645084800000,1.3737423415814227,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1646265600000,0.7056349717489849,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1647763200000,-0.5045940379948712,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1654099200000,-0.03134381285649614,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1655539200000,-1.0,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1656432000000,0.32930554791641703,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1657584000000,-1.0,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1663056000000,0.7034638594718919,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1665129600000,0.4296900615544363,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1668960000000,-0.39957416551337815,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1670313600000,0.31594385377869044,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1671177600000,0.5527280090053701,0.0001,2022,8h,5,15,10,2.0
AAVEUSDT,1672963200000,-1.0,0.0001,2023,8h,5,15,10,2.0
AAVEUSDT,1684656000000,0.3676491494356461,0.0001,2023,8h,5,15,10,2.0
AAVEUSDT,1685433600000,0.9453842654494748,0.0001,2023,8h,5,15,10,2.0
AAVEUSDT,1685923200000,1.283886504135839,0.0001,2023,8h,5,15,10,2.0
AAVEUSDT,1686355200000,-0.5789047207083322,0.0001,2023,8h,5,15,10,2.0
AAVEUSDT,1692086400000,3.836221452520139,0.0001,2023,8h,5,15,10,2.0
AAVEUSDT,1767772800000,0.09229662418882734,0.0001,2026,8h,5,15,10,2.0
ACEUSDT,1711929600000,0.9461967114844597,0.00040895,2024,8h,5,15,10,2.0
ACEUSDT,1712908800000,3.5198478473631334,0.000132,2024,8h,5,15,10,2.0
ACEUSDT,1777564800000,-1.0,0.0002214,2026,8h,5,15,10,2.0
ACHUSDT,1686355200000,-0.6484241896305514,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1687593600000,-1.0,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1687968000000,0.09815743267480227,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1688947200000,-1.0,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1689523200000,0.9213435831858786,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1690041600000,0.26096768248724705,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1691049600000,-0.2964007092359062,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1691596800000,-0.39242553498891647,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1692115200000,1.5828999065081308,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1693180800000,-1.0,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1693497600000,0.45676921955820937,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1696262400000,0.7360420099807485,0.00031546,2023,8h,5,15,10,2.0
ACHUSDT,1696838400000,0.3457539425740084,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1697616000000,-1.0,0.0001,2023,8h,5,15,10,2.0
ACHUSDT,1729670400000,1.045435960146955,0.0001,2024,8h,5,15,10,2.0
ACHUSDT,1749052800000,0.0006642790346916966,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1749657600000,1.4537647314428122,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1750147200000,-1.0,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1751356800000,-1.0,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1755619200000,-1.0,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1756425600000,0.01435443972806216,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1757836800000,-1.0,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1757923200000,-1.0,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1758297600000,1.2828569087721913,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1758758400000,-0.07863630510377152,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1759564800000,0.31307612293054654,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1760083200000,2.628026825333441,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1762128000000,0.6415722058861122,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1764518400000,0.29019043883654777,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1764864000000,0.5877456621607092,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1765987200000,0.06529882827879954,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1766995200000,0.03686505872777922,0.0001,2025,8h,5,15,10,2.0
ACHUSDT,1771142400000,-0.11419366288215879,0.0001,2026,8h,5,15,10,2.0
ACHUSDT,1772179200000,0.01522018673865355,0.0001,2026,8h,5,15,10,2.0
ACHUSDT,1772784000000,0.06189445747832865,0.0001,2026,8h,5,15,10,2.0
ACHUSDT,1773907200000,0.48314671421952854,0.0001,2026,8h,5,15,10,2.0
ACHUSDT,1774598400000,-0.02489021449423489,0.0001,2026,8h,5,15,10,2.0
ACHUSDT,1775088000000,-1.0,0.0001,2026,8h,5,15,10,2.0
ADAUSDT,1641398400000,0.4543064693638002,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1643817600000,-1.0,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1644624000000,-0.09184552410226338,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1645084800000,1.3892231650607973,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1649664000000,0.05767880392806943,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1650211200000,-1.0,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1650988800000,0.33579317770761646,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1651334400000,-0.25557468172179215,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1652054400000,3.348250315758131,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1660032000000,-1.0,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1662480000000,-1.0,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1665129600000,0.47582826630417424,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1669593600000,-0.4341936061485972,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1671206400000,0.5840287999865417,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1672185600000,0.5906001756730436,0.0001,2022,8h,5,15,10,2.0
ADAUSDT,1684972800000,-1.0,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1685577600000,-1.0,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1685952000000,1.940908240226904,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1690848000000,0.8284403398080012,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1691395200000,-1.0,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1691740800000,0.2525807383404167,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1695571200000,-0.26945952849389415,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1696723200000,1.1033002673865473,0.0001,2023,8h,5,15,10,2.0
ADAUSDT,1720051200000,1.1751230769880245,0.0001,2024,8h,5,15,10,2.0
ADAUSDT,1724774400000,0.1446757613605425,0.0001,2024,8h,5,15,10,2.0
ADAUSDT,1725609600000,-1.0,0.0001,2024,8h,5,15,10,2.0
ADAUSDT,1727769600000,0.5546074935257407,0.0001,2024,8h,5,15,10,2.0
ADAUSDT,1728374400000,-0.2569222522348298,0.0001,2024,8h,5,15,10,2.0
ADAUSDT,1728806400000,-1.0,0.0001,2024,8h,5,15,10,2.0
ADAUSDT,1729670400000,1.2629535679826966,0.0001,2024,8h,5,15,10,2.0
ADAUSDT,1750521600000,-0.7616780337668779,0.0001,2025,8h,5,15,10,2.0
ADAUSDT,1751356800000,-1.0,0.0001,2025,8h,5,15,10,2.0
ADAUSDT,1763654400000,0.5723457585405863,0.0001,2025,8h,5,15,10,2.0
ADAUSDT,1767024000000,-0.14280901490226344,0.0001,2025,8h,5,15,10,2.0
ADAUSDT,1769356800000,-1.0,0.0001,2026,8h,5,15,10,2.0
ADAUSDT,1774512000000,0.8964028494346751,0.0001,2026,8h,5,15,10,2.0
ADAUSDT,1777248000000,0.018256490326112977,0.0001,2026,8h,5,15,10,2.0
AGLDUSDT,1719648000000,0.213455917062686,0.0001,2024,8h,5,15,10,2.0
AGLDUSDT,1719964800000,2.2552774663245376,0.0001,2024,8h,5,15,10,2.0
