phase,timeframe,filter_mode,donchian_entry,donchian_exit,atr_mult,symbols_requested,symbols_with_data,trades,total_R,avg_R,median_R,win_rate_pct,profit_factor,max_dd_R,best_trade_R,worst_trade_R,avg_bars_held,avg_mfe_R,avg_mae_R
T2_CORE_TREND,1d,ema200_price,20,10,2.0,70,59,278,107.1974345649042,0.38560228260756907,-0.9999999999999996,26.618705035971225,1.6083456940725749,-47.199075325168394,64.35159407274361,-1.0000000000000016,18.12589928057554,3.9500017158219154,-0.9824549123873709
