exit_time,trade_id,symbol,timeframe,side,pnl_R,equity_R,peak_R,dd_R
2025-08-14 00:00:00+00:00,8,BTC/USDT,1d,LONG,-1.0000000000000002,73.82765019849529,88.93412396851598,-15.106473770020685
2025-08-14 00:00:00+00:00,208,EIGEN/USDT,1d,LONG,-1.0,72.82765019849529,88.93412396851598,-16.106473770020685
2025-08-15 00:00:00+00:00,194,UNI/USDT,1d,LONG,-0.9999999999999996,71.82765019849529,88.93412396851598,-17.106473770020685
2025-08-15 00:00:00+00:00,212,DASH/USDT,1d,LONG,-1.0,70.82765019849529,88.93412396851598,-18.106473770020685
2025-08-15 00:00:00+00:00,248,ARB/USDT,1d,LONG,-1.0000000000000002,69.82765019849529,88.93412396851598,-19.106473770020685
2025-08-18 00:00:00+00:00,41,SOL/USDT,1d,LONG,-0.9999999999999997,68.82765019849529,88.93412396851598,-20.106473770020685
2025-08-18 00:00:00+00:00,206,AAVE/USDT,1d,LONG,-0.9999999999999994,67.82765019849529,88.93412396851598,-21.106473770020685
2025-08-19 00:00:00+00:00,162,LTC/USDT,1d,LONG,2.498798076923078,70.32644827541837,88.93412396851598,-18.607675693097605
2025-08-19 00:00:00+00:00,178,POND/USDT,1d,LONG,-1.0,69.32644827541837,88.93412396851598,-19.607675693097605
2025-08-19 00:00:00+00:00,179,PENGU/USDT,1d,LONG,2.390389016018307,71.71683729143668,88.93412396851598,-17.2172866770793
2025-08-19 00:00:00+00:00,221,SEI/USDT,1d,LONG,-0.9999999999999996,70.71683729143668,88.93412396851598,-18.2172866770793
2025-08-19 00:00:00+00:00,267,BCH/USDT,1d,LONG,2.260841423948221,72.9776787153849,88.93412396851598,-15.95644525313108
2025-08-25 00:00:00+00:00,73,TRX/USDT,1d,LONG,6.230240549828171,79.20791926521306,88.93412396851598,-9.726204703302912
2025-08-25 00:00:00+00:00,153,PHA/USDT,1d,LONG,-1.0,78.20791926521306,88.93412396851598,-10.726204703302912
2025-08-27 00:00:00+00:00,142,ENA/USDT,1d,LONG,2.2937779433681076,80.50169720858118,88.93412396851598,-8.432426759934799
2025-08-28 00:00:00+00:00,259,PENDLE/USDT,1d,LONG,-0.668765743073047,79.83293146550812,88.93412396851598,-9.101192503007852
2025-09-01 00:00:00+00:00,122,ADA/USDT,1d,LONG,-1.0000000000000002,78.83293146550812,88.93412396851598,-10.101192503007852
2025-09-01 00:00:00+00:00,130,LINK/USDT,1d,LONG,0.21755725190839706,79.05048871741653,88.93412396851598,-9.883635251099449
2025-09-01 00:00:00+00:00,207,AAVE/USDT,1d,LONG,-1.0,78.05048871741653,88.93412396851598,-10.883635251099449
2025-09-15 00:00:00+00:00,137,PEPE/USDT,1d,LONG,-1.0,77.05048871741653,88.93412396851598,-11.883635251099449
2025-09-19 00:00:00+00:00,143,ENA/USDT,1d,LONG,-1.0000000000000004,76.05048871741653,88.93412396851598,-12.883635251099449
2025-09-21 00:00:00+00:00,249,ARB/USDT,1d,LONG,-0.873045727048313,75.17744299036822,88.93412396851598,-13.756680978147756
2025-09-22 00:00:00+00:00,9,BTC/USDT,1d,LONG,-1.0000000000000016,74.17744299036822,88.93412396851598,-14.756680978147756
2025-09-22 00:00:00+00:00,17,ETH/USDT,1d,LONG,0.5085982562038898,74.68604124657212,88.93412396851598,-14.24808272194386
2025-09-22 00:00:00+00:00,23,NEAR/USDT,1d,LONG,-0.9999999999999994,73.68604124657212,88.93412396851598,-15.24808272194386
2025-09-22 00:00:00+00:00,42,SOL/USDT,1d,LONG,0.21257591997141798,73.89861716654353,88.93412396851598,-15.035506801972446
2025-09-22 00:00:00+00:00,46,WLD/USDT,1d,LONG,-1.0,72.89861716654353,88.93412396851598,-16.035506801972446
2025-09-22 00:00:00+00:00,81,SUI/USDT,1d,LONG,-0.9999999999999997,71.89861716654353,88.93412396851598,-17.035506801972446
2025-09-22 00:00:00+00:00,108,DOGE/USDT,1d,LONG,-0.9999999999999997,70.89861716654353,88.93412396851598,-18.035506801972446
2025-09-22 00:00:00+00:00,185,DOT/USDT,1d,LONG,-1.0,69.89861716654353,88.93412396851598,-19.035506801972446
2025-09-22 00:00:00+00:00,222,SEI/USDT,1d,LONG,-1.0000000000000004,68.89861716654353,88.93412396851598,-20.035506801972446
2025-09-30 00:00:00+00:00,209,EIGEN/USDT,1d,LONG,-0.9999999999999996,67.89861716654353,88.93412396851598,-21.035506801972446
2025-10-09 00:00:00+00:00,18,ETH/USDT,1d,LONG,-0.999999999999999,66.89861716654353,88.93412396851598,-22.035506801972446
2025-10-10 00:00:00+00:00,10,BTC/USDT,1d,LONG,-1.0000000000000004,65.89861716654353,88.93412396851598,-23.035506801972446
2025-10-10 00:00:00+00:00,148,AVAX/USDT,1d,LONG,-0.9999999999999997,64.89861716654353,88.93412396851598,-24.035506801972446
2025-10-10 00:00:00+00:00,163,LTC/USDT,1d,LONG,-0.9999999999999996,63.89861716654353,88.93412396851598,-25.035506801972446
2025-10-10 00:00:00+00:00,242,APT/USDT,1d,LONG,-0.9999999999999993,62.89861716654353,88.93412396851598,-26.035506801972446
2025-10-17 00:00:00+00:00,86,TAO/USDT,1d,LONG,-1.0000000000000002,61.89861716654353,88.93412396851598,-27.035506801972446
2025-11-03 00:00:00+00:00,55,BNB/USDT,1d,LONG,1.2465131365553024,63.14513030309883,88.93412396851598,-25.788993665417145
2025-11-04 00:00:00+00:00,87,TAO/USDT,1d,LONG,-1.0,62.14513030309883,88.93412396851598,-26.788993665417145
2025-11-08 00:00:00+00:00,176,FIL/USDT,1d,LONG,-1.0000000000000002,61.14513030309883,88.93412396851598,-27.788993665417145
2025-11-12 00:00:00+00:00,195,UNI/USDT,1d,LONG,-0.9999999999999999,60.14513030309883,88.93412396851598,-28.788993665417145
2025-11-14 00:00:00+00:00,24,NEAR/USDT,1d,LONG,-1.0000000000000002,59.14513030309883,88.93412396851598,-29.788993665417145
2025-11-16 00:00:00+00:00,170,ICP/USDT,1d,LONG,-0.41044340723453915,58.73468689586429,88.93412396851598,-30.199437072651683
2025-11-17 00:00:00+00:00,164,LTC/USDT,1d,LONG,-1.0000000000000004,57.73468689586429,88.93412396851598,-31.199437072651683
2025-11-21 00:00:00+00:00,213,DASH/USDT,1d,LONG,7.6045218680504085,65.3392087639147,88.93412396851598,-23.59491520460128
2025-11-28 00:00:00+00:00,31,ZEC/USDT,1d,LONG,64.35159407274361,129.6908028366583,129.6908028366583,0.0
2025-12-15 00:00:00+00:00,268,BCH/USDT,1d,LONG,-0.24137931034482782,129.44942352631347,129.6908028366583,-0.24137931034482563
2026-01-07 00:00:00+00:00,32,ZEC/USDT,1d,LONG,-0.6038483619460345,128.84557516436743,129.6908028366583,-0.8452276722908607
2026-01-07 00:00:00+00:00,63,XRP/USDT,1d,LONG,-0.999999999999999,127.84557516436743,129.6908028366583,-1.8452276722908607
2026-01-13 00:00:00+00:00,138,VIRTUAL/USDT,1d,LONG,-0.9999999999999996,126.84557516436743,129.6908028366583,-2.8452276722908607
2026-01-14 00:00:00+00:00,269,BCH/USDT,1d,LONG,-0.38415485930951926,126.46142030505791,129.6908028366583,-3.229382531600379
2026-01-18 00:00:00+00:00,171,ICP/USDT,1d,LONG,-0.9999999999999998,125.46142030505791,129.6908028366583,-4.229382531600379
2026-01-20 00:00:00+00:00,56,BNB/USDT,1d,LONG,-0.2648941905917219,125.1965261144662,129.6908028366583,-4.494276722192097
2026-01-20 00:00:00+00:00,74,TRX/USDT,1d,LONG,0.15530903328050838,125.3518351477467,129.6908028366583,-4.338967688911595
2026-01-25 00:00:00+00:00,214,DASH/USDT,1d,LONG,-0.028234564070741326,125.32360058367595,129.6908028366583,-4.367202252982338
2026-01-29 00:00:00+00:00,234,CHZ/USDT,1d,LONG,1.3432529502308879,126.66685353390685,129.6908028366583,-3.023949302751447
2026-02-26 00:00:00+00:00,174,XUSD/USDT,1d,LONG,-0.9999999999999537,125.66685353390689,129.6908028366583,-4.023949302751404
2026-04-05 00:00:00+00:00,235,CHZ/USDT,1d,LONG,-1.0000000000000004,124.66685353390689,129.6908028366583,-5.023949302751404
2026-04-10 00:00:00+00:00,88,TAO/USDT,1d,LONG,-0.6214035087719301,124.04545002513495,129.6908028366583,-5.645352811523338
2026-04-13 00:00:00+00:00,215,DASH/USDT,1d,LONG,-0.9999999999999996,123.04545002513495,129.6908028366583,-6.645352811523338
2026-04-17 00:00:00+00:00,278,ORDI/USDT,1d,LONG,-0.9999999999999999,122.04545002513495,129.6908028366583,-7.645352811523338
2026-04-19 00:00:00+00:00,33,ZEC/USDT,1d,LONG,-0.43462512421065996,121.6108249009243,129.6908028366583,-8.079977935733993
2026-04-30 00:00:00+00:00,236,CHZ/USDT,1d,LONG,-1.0000000000000002,120.6108249009243,129.6908028366583,-9.079977935733993
2026-05-06 00:00:00+00:00,243,DOGS/USDT,1d,LONG,-0.9999999999999998,119.6108249009243,129.6908028366583,-10.079977935733993
2026-05-07 00:00:00+00:00,172,ICP/USDT,1d,LONG,-0.9999999999999998,118.6108249009243,129.6908028366583,-11.079977935733993
2026-05-10 00:00:00+00:00,244,DOGS/USDT,1d,LONG,-0.9999999999999998,117.6108249009243,129.6908028366583,-12.079977935733993
2026-05-11 00:00:00+00:00,96,SPK/USDT,1d,LONG,-0.7859024150707559,116.82492248585355,129.6908028366583,-12.865880350804744
2026-05-12 00:00:00+00:00,99,RENDER/USDT,1d,LONG,-1.0000000000000002,115.82492248585355,129.6908028366583,-13.865880350804744
2026-05-12 00:00:00+00:00,109,ONDO/USDT,1d,LONG,-1.0000000000000002,114.82492248585355,129.6908028366583,-14.865880350804744
2026-05-12 00:00:00+00:00,173,ICP/USDT,1d,LONG,-0.9999999999999998,113.82492248585355,129.6908028366583,-15.865880350804744
2026-05-12 00:00:00+00:00,180,PENGU/USDT,1d,LONG,-0.8652895909275008,112.95963289492605,129.6908028366583,-16.731169941732247
2026-05-12 00:00:00+00:00,273,JTO/USDT,1d,LONG,-0.9999999999999998,111.95963289492605,129.6908028366583,-17.731169941732247
2026-05-13 00:00:00+00:00,139,VIRTUAL/USDT,1d,LONG,-0.9999999999999997,110.95963289492605,129.6908028366583,-18.731169941732247
2026-05-16 00:00:00+00:00,64,TON/USDT,1d,LONG,-0.24878836833602605,110.71084452659002,129.6908028366583,-18.97995831006827
2026-05-16 00:00:00+00:00,89,TAO/USDT,1d,LONG,-0.513409961685823,110.1974345649042,129.6908028366583,-19.493368271754093
2026-05-16 00:00:00+00:00,216,DASH/USDT,1d,LONG,-1.0,109.1974345649042,129.6908028366583,-20.493368271754093
2026-05-17 00:00:00+00:00,115,INJ/USDT,1d,LONG,-1.0000000000000004,108.1974345649042,129.6908028366583,-21.493368271754093
2026-05-20 00:00:00+00:00,260,PENDLE/USDT,1d,LONG,-0.9999999999999996,107.1974345649042,129.6908028366583,-22.493368271754093
