trade_id,symbol,timeframe,side,filter_mode,entry_time,exit_time,entry_price,exit_price,initial_stop,exit_reason,bars_held,risk_per_unit,pnl_R,pnl_pct_on_price,mae_R,mfe_R,donchian_entry,donchian_exit,atr_mult,ema_slope_n,ema_slope_lb,filter_param
116,ADA/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,0.502,0.45784285714285716,0.45784285714285716,initial_stop,3,0.04415714285714284,-1.0,-8.796243597040409,-1.313490779682951,0.1947589776771284,20,10,2.0,50,10,EMA200_PRICE
155,LTC/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,88.64,82.62571428571428,82.62571428571428,initial_stop,3,6.014285714285715,-1.0000000000000007,-6.785069623517281,-1.3484560570071256,0.1646080760095003,20,10,2.0,50,10,EMA200_PRICE
181,DOT/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,7.575,6.903857142857143,6.903857142857143,initial_stop,3,0.671142857142857,-0.9999999999999997,-8.85997171145686,-1.0131971051511293,0.18773946360153176,20,10,2.0,50,10,EMA200_PRICE
19,NEAR/USDT,1d,LONG,ema200_price,2024-05-15 00:00:00+00:00,2024-05-30 00:00:00+00:00,8.052,7.285,6.855,donchian_exit,15,1.1969999999999996,-0.640768588137009,-9.525583705911567,-0.6959064327485377,0.39097744360902265,20,10,2.0,50,10,EMA200_PRICE
90,FET/USDT,1d,LONG,ema200_price,2024-05-21 00:00:00+00:00,2024-05-30 00:00:00+00:00,2.5282,2.1522571428571426,2.1522571428571426,initial_stop,9,0.3759428571428572,-1.0000000000000004,-14.869980901149326,-1.1166590667274658,0.4835841313269492,20,10,2.0,50,10,EMA200_PRICE
144,AVAX/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-05-30 00:00:00+00:00,40.13,35.61,35.61,initial_stop,10,4.5200000000000005,-1.0000000000000007,-11.263393969598813,-1.0685840707964613,0.3694690265486713,20,10,2.0,50,10,EMA200_PRICE
110,INJ/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-05-31 00:00:00+00:00,28.24,24.35285714285714,24.35285714285714,initial_stop,11,3.887142857142858,-1.0000000000000002,-13.764670174018622,-1.0264608599779488,0.18522601984564557,20,10,2.0,50,10,EMA200_PRICE
261,GRT/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-05-31 00:00:00+00:00,0.3385,0.2982,0.28905714285714285,donchian_exit,11,0.049442857142857156,-0.8150823461427331,-11.905465288035455,-0.9323894828084373,0.40248483097370635,20,10,2.0,50,10,EMA200_PRICE
25,ZEC/USDT,1d,LONG,ema200_price,2024-05-24 00:00:00+00:00,2024-06-04 00:00:00+00:00,27.75,25.224285714285717,25.224285714285717,initial_stop,11,2.5257142857142845,-0.9999999999999994,-9.101673101673091,-1.076923076923077,0.3563348416289589,20,10,2.0,50,10,EMA200_PRICE
12,ETH/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,3661.78,3678.32,3356.488571428572,donchian_exit,18,305.29142857142836,0.05417774117470886,0.4516928925276664,-0.5364710066259883,1.0325216186875306,20,10,2.0,50,10,EMA200_PRICE
101,DOGE/USDT,1d,LONG,ema200_price,2024-05-21 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.17024,0.14869999999999997,0.14869999999999997,initial_stop,17,0.02154000000000002,-1.0000000000000004,-12.652725563909794,-1.403899721448466,0.22098421541318394,20,10,2.0,50,10,EMA200_PRICE
123,TIA/USDT,1d,LONG,ema200_price,2024-05-28 00:00:00+00:00,2024-06-07 00:00:00+00:00,11.67,9.847142857142856,9.847142857142856,initial_stop,10,1.8228571428571432,-1.0000000000000004,-15.620026931080922,-1.6018808777429463,0.15909090909090956,20,10,2.0,50,10,EMA200_PRICE
125,LINK/USDT,1d,LONG,ema200_price,2024-05-16 00:00:00+00:00,2024-06-07 00:00:00+00:00,15.516,16.318,13.970571428571429,donchian_exit,22,1.5454285714285716,0.5189498983176196,5.168857953080708,-0.1397670549084854,2.396746163801071,20,10,2.0,50,10,EMA200_PRICE
131,PEPE/USDT,1d,LONG,ema200_price,2024-05-04 00:00:00+00:00,2024-06-07 00:00:00+00:00,8.67e-06,1.278e-05,6.718571428571428e-06,donchian_exit,34,1.9514285714285716e-06,2.1061493411420202,47.40484429065744,-0.5431918008784773,4.396778916544655,20,10,2.0,50,10,EMA200_PRICE
149,PHA/USDT,1d,LONG,ema200_price,2024-06-06 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.2173,0.1947,0.1947,initial_stop,1,0.02259999999999999,-0.9999999999999996,-10.400368154624939,-1.243362831858407,0.24778761061946886,20,10,2.0,50,10,EMA200_PRICE
196,AAVE/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,98.03,97.44,88.02571428571429,donchian_exit,18,10.004285714285718,-0.05897472511780697,-0.6018565745180116,-0.9026131657860914,1.6682850207054112,20,10,2.0,50,10,EMA200_PRICE
231,CHZ/USDT,1d,LONG,ema200_price,2024-05-25 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.13624,0.11781285714285714,0.11781285714285714,initial_stop,13,0.01842714285714286,-1.0000000000000002,-13.525501216340919,-1.3632064501124117,1.5607411427242424,20,10,2.0,50,10,EMA200_PRICE
254,PENDLE/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,6.022,5.120857142857143,5.120857142857143,initial_stop,18,0.9011428571428571,-1.0000000000000002,-14.964178962850506,-1.3005707038681047,1.3627140139505387,20,10,2.0,50,10,EMA200_PRICE
34,SOL/USDT,1d,LONG,ema200_price,2024-05-16 00:00:00+00:00,2024-06-11 00:00:00+00:00,159.37,149.31,139.92000000000002,donchian_exit,26,19.44999999999999,-0.5172236503856046,-6.312354897408545,-0.7285347043701812,1.5177377892030848,20,10,2.0,50,10,EMA200_PRICE
186,UNI/USDT,1d,LONG,ema200_price,2024-05-20 00:00:00+00:00,2024-06-11 00:00:00+00:00,9.328,8.978,8.309,donchian_exit,22,1.019,-0.34347399411187407,-3.7521440823327534,-0.6977428851815491,2.5907752698724247,20,10,2.0,50,10,EMA200_PRICE
1,BTC/USDT,1d,LONG,ema200_price,2024-05-15 00:00:00+00:00,2024-06-14 00:00:00+00:00,66206.5,66043.99,61015.172857142854,donchian_exit,30,5191.327142857145,-0.03130413390024854,-0.24545928269882333,-0.30892485791549634,1.1154219028495056,20,10,2.0,50,10,EMA200_PRICE
274,ORDI/USDT,1d,LONG,ema200_price,2024-05-30 00:00:00+00:00,2024-06-14 00:00:00+00:00,49.17,45.21,40.28,donchian_exit,15,8.889999999999999,-0.44544431946006763,-8.053691275167784,-0.6085489313835776,1.851518560179977,20,10,2.0,50,10,EMA200_PRICE
111,INJ/USDT,1d,LONG,ema200_price,2024-06-12 00:00:00+00:00,2024-06-15 00:00:00+00:00,31.24,25.615714285714287,25.615714285714287,initial_stop,3,5.624285714285713,-0.9999999999999999,-18.003475397841584,-1.0721361442722883,0.09245618491237041,20,10,2.0,50,10,EMA200_PRICE
47,BNB/USDT,1d,LONG,ema200_price,2024-05-21 00:00:00+00:00,2024-06-18 00:00:00+00:00,618.5,579.1142857142858,579.1142857142858,initial_stop,28,39.38571428571429,-0.9999999999999988,-6.367940870770294,-1.104461371055495,2.6227783822995994,20,10,2.0,50,10,EMA200_PRICE
187,UNI/USDT,1d,LONG,ema200_price,2024-06-16 00:00:00+00:00,2024-06-18 00:00:00+00:00,11.984,9.817857142857143,9.817857142857143,initial_stop,2,2.1661428571428574,-0.9999999999999998,-18.07529086400915,-1.2676910901536635,0.000923300138495329,20,10,2.0,50,10,EMA200_PRICE
197,AAVE/USDT,1d,LONG,ema200_price,2024-07-01 00:00:00+00:00,2024-07-03 00:00:00+00:00,98.34,86.39285714285714,86.39285714285714,initial_stop,2,11.94714285714286,-1.0000000000000004,-12.148813155524573,-1.2128422814779392,0.10630156642353188,20,10,2.0,50,10,EMA200_PRICE
66,TRX/USDT,1d,LONG,ema200_price,2024-06-21 00:00:00+00:00,2024-07-22 00:00:00+00:00,0.11835,0.1324,0.11388857142857142,donchian_exit,31,0.0044614285714285684,3.1492154979186684,11.871567384875359,-0.5693243675952615,5.197886647454375,20,10,2.0,50,10,EMA200_PRICE
270,JTO/USDT,1d,LONG,ema200_price,2024-07-21 00:00:00+00:00,2024-07-23 00:00:00+00:00,2.909,2.4878571428571425,2.4878571428571425,initial_stop,2,0.42114285714285726,-1.0,-14.477238127977222,-1.1373812754409758,0.033242876526459166,20,10,2.0,50,10,EMA200_PRICE
198,AAVE/USDT,1d,LONG,ema200_price,2024-07-14 00:00:00+00:00,2024-07-24 00:00:00+00:00,104.4,90.4857142857143,90.4857142857143,initial_stop,10,13.914285714285716,-0.9999999999999997,-13.327859879584015,-1.080903490759754,0.1739219712525658,20,10,2.0,50,10,EMA200_PRICE
112,INJ/USDT,1d,LONG,ema200_price,2024-07-18 00:00:00+00:00,2024-07-25 00:00:00+00:00,26.92,23.208571428571428,23.208571428571428,initial_stop,7,3.7114285714285726,-1.0000000000000002,-13.786881766079395,-1.0966127790608158,0.32063125481139265,20,10,2.0,50,10,EMA200_PRICE
166,ICP/USDT,1d,LONG,ema200_price,2024-07-21 00:00:00+00:00,2024-07-29 00:00:00+00:00,10.722,9.194571428571427,9.194571428571427,initial_stop,8,1.5274285714285718,-1.0000000000000004,-14.24574306499321,-1.1836887392442943,0.1728395061728402,20,10,2.0,50,10,EMA200_PRICE
20,NEAR/USDT,1d,LONG,ema200_price,2024-07-15 00:00:00+00:00,2024-07-31 00:00:00+00:00,5.915,5.018714285714285,5.018714285714285,initial_stop,16,0.8962857142857145,-1.0000000000000004,-15.15275932858351,-1.0565827223461906,0.6404207841887151,20,10,2.0,50,10,EMA200_PRICE
102,DOGE/USDT,1d,LONG,ema200_price,2024-07-20 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.13424,0.11897999999999999,0.11897999999999999,initial_stop,12,0.015260000000000006,-1.0000000000000002,-11.367699642431472,-1.4501965923984266,0.6218872870249014,20,10,2.0,50,10,EMA200_PRICE
2,BTC/USDT,1d,LONG,ema200_price,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,64724.14,61498.33,59180.549999999996,donchian_exit,18,5543.590000000001,-0.5818990942692366,-4.983936441642944,-0.6303009421692435,0.9661338591057428,20,10,2.0,50,10,EMA200_PRICE
35,SOL/USDT,1d,LONG,ema200_price,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,159.38,152.77,137.70857142857142,donchian_exit,18,21.67142857142858,-0.3050098879367164,-4.1473208683649005,-0.4328279499011202,1.5965721819380345,20,10,2.0,50,10,EMA200_PRICE
48,BNB/USDT,1d,LONG,ema200_price,2024-07-19 00:00:00+00:00,2024-08-02 00:00:00+00:00,593.4,542.9,539.0999999999999,donchian_exit,14,54.300000000000026,-0.930018416206261,-8.510279743849003,-0.9797421731123371,0.2246777163904243,20,10,2.0,50,10,EMA200_PRICE
57,XRP/USDT,1d,LONG,ema200_price,2024-07-16 00:00:00+00:00,2024-08-02 00:00:00+00:00,0.5793,0.5607,0.5085142857142857,donchian_exit,17,0.0707857142857143,-0.2627648839556012,-3.210771620921815,-0.5551967709384459,1.1202825428859724,20,10,2.0,50,10,EMA200_PRICE
271,JTO/USDT,1d,LONG,ema200_price,2024-07-26 00:00:00+00:00,2024-08-02 00:00:00+00:00,3.223,2.6455714285714285,2.6455714285714285,initial_stop,7,0.5774285714285715,-0.9999999999999998,-17.91587252338106,-1.061603166749134,0.2320633349826824,20,10,2.0,50,10,EMA200_PRICE
199,AAVE/USDT,1d,LONG,ema200_price,2024-07-31 00:00:00+00:00,2024-08-05 00:00:00+00:00,107.52,94.93714285714286,94.93714285714286,initial_stop,5,12.58285714285714,-0.9999999999999997,-11.702806122448973,-2.493074477747502,0.8408265213442325,20,10,2.0,50,10,EMA200_PRICE
76,SUI/USDT,1d,LONG,ema200_price,2024-08-12 00:00:00+00:00,2024-08-16 00:00:00+00:00,1.0143,0.8214428571428571,0.8214428571428571,initial_stop,4,0.19285714285714284,-1.0,-19.013816706806942,-1.0790370370370368,0.011407407407407304,20,10,2.0,50,10,EMA200_PRICE
26,ZEC/USDT,1d,LONG,ema200_price,2024-07-13 00:00:00+00:00,2024-08-26 00:00:00+00:00,26.77,36.74,22.532857142857143,donchian_exit,44,4.237142857142857,2.3530006743088343,37.24318266716475,-0.33513149022252153,4.394470667565746,20,10,2.0,50,10,EMA200_PRICE
3,BTC/USDT,1d,LONG,ema200_price,2024-08-23 00:00:00+00:00,2024-08-27 00:00:00+00:00,64037.24,58650.194285714286,58650.194285714286,initial_stop,4,5387.045714285711,-1.0000000000000002,-8.41236398427807,-1.1143825982542246,0.17871762206266298,20,10,2.0,50,10,EMA200_PRICE
49,BNB/USDT,1d,LONG,ema200_price,2024-08-22 00:00:00+00:00,2024-08-27 00:00:00+00:00,582.9,538.0571428571428,538.0571428571428,initial_stop,5,44.84285714285714,-1.0000000000000002,-7.693061784672695,-1.391525963682701,0.3947116916215365,20,10,2.0,50,10,EMA200_PRICE
132,PEPE/USDT,1d,LONG,ema200_price,2024-08-24 00:00:00+00:00,2024-08-27 00:00:00+00:00,9.5e-06,8.055714285714286e-06,8.055714285714286e-06,initial_stop,3,1.4442857142857145e-06,-1.0000000000000002,-15.203007518796996,-1.37784371909001,0.020771513353115525,20,10,2.0,50,10,EMA200_PRICE
67,TRX/USDT,1d,LONG,ema200_price,2024-08-19 00:00:00+00:00,2024-09-03 00:00:00+00:00,0.1432,0.1503,0.13701428571428573,donchian_exit,15,0.006185714285714279,1.1478060046189382,4.9581005586592175,-0.17782909930715793,4.3325635103926174,20,10,2.0,50,10,EMA200_PRICE
4,BTC/USDT,1d,LONG,ema200_price,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,61759.99,60805.78,57083.44714285714,donchian_exit,13,4676.542857142854,-0.20404175245449932,-1.5450293952443905,-0.34127560652252253,1.013143714221129,20,10,2.0,50,10,EMA200_PRICE
50,BNB/USDT,1d,LONG,ema200_price,2024-09-19 00:00:00+00:00,2024-10-01 00:00:00+00:00,567.0,547.3,524.0428571428571,donchian_exit,12,42.9571428571429,-0.45859660791486595,-3.474426807760145,-0.7030262720319259,1.2011972065181238,20,10,2.0,50,10,EMA200_PRICE
91,FET/USDT,1d,LONG,ema200_price,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,1.452,1.486,1.2395714285714285,donchian_exit,13,0.21242857142857138,0.1600537995965032,2.3415977961432466,-0.188298587760592,1.3604572965702768,20,10,2.0,50,10,EMA200_PRICE
103,DOGE/USDT,1d,LONG,ema200_price,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.11818,0.10761,0.10761,initial_stop,5,0.010570000000000001,-0.9999999999999996,-8.943983753596207,-1.4739829706717118,1.316934720908231,20,10,2.0,50,10,EMA200_PRICE
145,AVAX/USDT,1d,LONG,ema200_price,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,29.16,25.934285714285714,25.934285714285714,initial_stop,5,3.2257142857142864,-0.9999999999999999,-11.062120321379576,-1.2896368467670503,0.5239149689991145,20,10,2.0,50,10,EMA200_PRICE
167,ICP/USDT,1d,LONG,ema200_price,2024-09-24 00:00:00+00:00,2024-10-01 00:00:00+00:00,9.401,8.279714285714286,8.279714285714286,initial_stop,7,1.1212857142857138,-0.9999999999999998,-11.927302566596254,-1.177220028029049,0.5779080137597146,20,10,2.0,50,10,EMA200_PRICE
188,UNI/USDT,1d,LONG,ema200_price,2024-09-27 00:00:00+00:00,2024-10-01 00:00:00+00:00,7.617,6.788,6.788,initial_stop,4,0.829,-0.9999999999999998,-10.883549954050142,-1.0144752714113392,0.30277442702050705,20,10,2.0,50,10,EMA200_PRICE
200,AAVE/USDT,1d,LONG,ema200_price,2024-08-19 00:00:00+00:00,2024-10-01 00:00:00+00:00,118.12,144.81,101.43428571428572,donchian_exit,43,16.685714285714287,1.5995719178082188,22.59566542499154,-0.12705479452054821,3.7529109589041094,20,10,2.0,50,10,EMA200_PRICE
238,APT/USDT,1d,LONG,ema200_price,2024-09-21 00:00:00+00:00,2024-10-01 00:00:00+00:00,8.25,7.354285714285714,7.354285714285714,initial_stop,10,0.8957142857142858,-1.0000000000000002,-10.857142857142854,-1.1387559808612435,0.4354066985645939,20,10,2.0,50,10,EMA200_PRICE
275,ORDI/USDT,1d,LONG,ema200_price,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,39.06,33.49,33.49,initial_stop,5,5.569999999999999,-1.0000000000000002,-14.260112647209422,-1.0807899461400365,0.617594254937163,20,10,2.0,50,10,EMA200_PRICE
21,NEAR/USDT,1d,LONG,ema200_price,2024-09-23 00:00:00+00:00,2024-10-02 00:00:00+00:00,5.177,4.528428571428571,4.528428571428571,initial_stop,9,0.6485714285714287,-0.9999999999999998,-12.527939512679708,-1.0099118942731267,1.0700440528634372,20,10,2.0,50,10,EMA200_PRICE
36,SOL/USDT,1d,LONG,ema200_price,2024-09-19 00:00:00+00:00,2024-10-02 00:00:00+00:00,142.89,140.18,128.83571428571426,donchian_exit,13,14.054285714285717,-0.192823744663548,-1.8965637903282095,-0.3045334417564526,1.3440739987802406,20,10,2.0,50,10,EMA200_PRICE
58,XRP/USDT,1d,LONG,ema200_price,2024-09-28 00:00:00+00:00,2024-10-02 00:00:00+00:00,0.6138,0.5699,0.5699,initial_stop,4,0.0439,-1.000000000000001,-7.152166829586193,-1.984054669703874,1.1640091116173128,20,10,2.0,50,10,EMA200_PRICE
68,TRX/USDT,1d,LONG,ema200_price,2024-09-27 00:00:00+00:00,2024-10-19 00:00:00+00:00,0.1552,0.1567,0.15124285714285715,donchian_exit,22,0.003957142857142858,0.3790613718411555,0.9664948453608213,-0.5559566787003628,2.223826714801444,20,10,2.0,50,10,EMA200_PRICE
77,SUI/USDT,1d,LONG,ema200_price,2024-09-15 00:00:00+00:00,2024-10-22 00:00:00+00:00,1.0787,1.9393,0.9178142857142857,donchian_exit,37,0.16088571428571424,5.3491386965015115,79.7812181329378,-0.37915112768602355,8.01376309714083,20,10,2.0,50,10,EMA200_PRICE
232,CHZ/USDT,1d,LONG,ema200_price,2024-10-15 00:00:00+00:00,2024-10-22 00:00:00+00:00,0.0826,0.07072857142857143,0.07072857142857143,initial_stop,7,0.011871428571428571,-1.0000000000000002,-14.372189553787617,-1.0024067388688334,0.016847172081828437,20,10,2.0,50,10,EMA200_PRICE
156,LTC/USDT,1d,LONG,ema200_price,2024-10-19 00:00:00+00:00,2024-10-23 00:00:00+00:00,74.9,69.26,69.26,initial_stop,4,5.640000000000002,-0.9999999999999997,-7.530040053404541,-1.2482269503546106,0.17375886524822506,20,10,2.0,50,10,EMA200_PRICE
133,PEPE/USDT,1d,LONG,ema200_price,2024-09-24 00:00:00+00:00,2024-10-25 00:00:00+00:00,8.59e-06,8.78e-06,7.44857142857143e-06,donchian_exit,31,1.1414285714285713e-06,0.16645807259073833,2.211874272409786,-0.324155193992492,2.9612015018773468,20,10,2.0,50,10,EMA200_PRICE
217,SEI/USDT,1d,LONG,ema200_price,2024-09-24 00:00:00+00:00,2024-10-25 00:00:00+00:00,0.4332,0.3632142857142857,0.3632142857142857,initial_stop,31,0.06998571428571428,-0.9999999999999998,-16.155520379897105,-1.151663604817309,1.2516840171463575,20,10,2.0,50,10,EMA200_PRICE
239,APT/USDT,1d,LONG,ema200_price,2024-10-04 00:00:00+00:00,2024-10-25 00:00:00+00:00,9.1,8.95,7.614285714285714,donchian_exit,21,1.485714285714286,-0.10096153846153869,-1.6483516483516536,-0.834615384615384,1.4403846153846156,20,10,2.0,50,10,EMA200_PRICE
245,ARKM/USDT,1d,LONG,ema200_price,2024-10-12 00:00:00+00:00,2024-10-25 00:00:00+00:00,1.82,1.4642857142857144,1.4642857142857144,initial_stop,13,0.35571428571428576,-0.9999999999999997,-19.5447409733124,-1.1694779116465865,0.6465863453815254,20,10,2.0,50,10,EMA200_PRICE
189,UNI/USDT,1d,LONG,ema200_price,2024-10-10 00:00:00+00:00,2024-11-03 00:00:00+00:00,8.133,7.125428571428571,7.125428571428571,initial_stop,24,1.0075714285714288,-0.9999999999999998,-12.388681034937033,-1.2902311073302128,0.6173259605841501,20,10,2.0,50,10,EMA200_PRICE
69,TRX/USDT,1d,LONG,ema200_price,2024-10-24 00:00:00+00:00,2024-11-05 00:00:00+00:00,0.1646,0.1602,0.1593285714285714,donchian_exit,12,0.005271428571428581,-0.8346883468834648,-2.673147023086264,-0.910569105691055,1.119241192411925,20,10,2.0,50,10,EMA200_PRICE
82,TAO/USDT,1d,LONG,ema200_price,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,606.2,511.08571428571435,511.08571428571435,initial_stop,1,95.11428571428571,-0.9999999999999999,-15.690248385728422,-1.0009011715229803,0.1892460198257735,20,10,2.0,50,10,EMA200_PRICE
157,LTC/USDT,1d,LONG,ema200_price,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,76.58,69.98142857142857,69.98142857142857,initial_stop,2,6.5985714285714305,-1.0000000000000002,-8.616572771704668,-1.3002814462004757,0.9395973154362418,20,10,2.0,50,10,EMA200_PRICE
240,APT/USDT,1d,LONG,ema200_price,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,13.72,11.736571428571429,11.736571428571429,initial_stop,1,1.983428571428572,-1.0,-14.45647646813828,-1.1142322097378279,0.015125324114087832,20,10,2.0,50,10,EMA200_PRICE
70,TRX/USDT,1d,LONG,ema200_price,2024-11-12 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.1873,0.1776285714285714,0.1776285714285714,initial_stop,1,0.009671428571428572,-1.0000000000000009,-5.1636030813820515,-1.4268833087149193,0.506646971935009,20,10,2.0,50,10,EMA200_PRICE
92,FET/USDT,1d,LONG,ema200_price,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,1.58,1.3554285714285714,1.3554285714285714,initial_stop,2,0.2245714285714286,-1.0000000000000002,-14.213381555153715,-1.6609414758269718,0.29834605597964353,20,10,2.0,50,10,EMA200_PRICE
262,GRT/USDT,1d,LONG,ema200_price,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.1996,0.17588571428571428,0.17588571428571428,initial_stop,2,0.023714285714285712,-1.0000000000000002,-11.88090466647581,-1.1174698795180722,0.4596385542168672,20,10,2.0,50,10,EMA200_PRICE
168,ICP/USDT,1d,LONG,ema200_price,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,9.001,7.898714285714285,7.898714285714285,initial_stop,4,1.102285714285714,-1.0000000000000002,-12.246258352246574,-1.0324002073613263,0.6114567133229665,20,10,2.0,50,10,EMA200_PRICE
182,DOT/USDT,1d,LONG,ema200_price,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,5.241,4.72342857142857,4.72342857142857,initial_stop,4,0.5175714285714289,-1.0000000000000007,-9.875432714585564,-1.0723157604195406,1.1553960805961918,20,10,2.0,50,10,EMA200_PRICE
190,UNI/USDT,1d,LONG,ema200_price,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,9.288,7.946285714285715,7.946285714285715,initial_stop,9,1.3417142857142854,-1.0000000000000002,-14.445674910791183,-1.0672913117546854,1.1000851788756385,20,10,2.0,50,10,EMA200_PRICE
201,AAVE/USDT,1d,LONG,ema200_price,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,173.71,150.60428571428574,150.60428571428574,initial_stop,9,23.105714285714278,-0.9999999999999997,-13.301314999547674,-1.0001854828737489,1.1157413132187466,20,10,2.0,50,10,EMA200_PRICE
140,ENA/USDT,1d,LONG,ema200_price,2024-11-06 00:00:00+00:00,2024-11-20 00:00:00+00:00,0.4856,0.5158,0.3912,donchian_exit,14,0.09440000000000001,0.3199152542372887,6.219110378912696,-0.12288135593220337,1.9989406779661019,20,10,2.0,50,10,EMA200_PRICE
158,LTC/USDT,1d,LONG,ema200_price,2024-11-16 00:00:00+00:00,2024-11-20 00:00:00+00:00,95.42,82.56857142857143,82.56857142857143,initial_stop,4,12.851428571428574,-0.9999999999999998,-13.468275593616196,-1.0185638061360605,0.15640284570920446,20,10,2.0,50,10,EMA200_PRICE
