symbol,timeframe,trades,total_R,avg_R,median_R,win_rate_pct,profit_factor,max_dd_R_local,best_trade_R,worst_trade_R,avg_bars_held,avg_mfe_R,avg_mae_R
HBAR/USDT,2h,13,-8.435990153018148,-0.6489223194629344,-0.9999999999999983,7.6923076923076925,0.055324247406104546,-8.326262167771493,0.4940476190476255,-1.0000000000000036,12.846153846153847,1.1958582010467302,-0.9064252574701097
PUMP/USDT,2h,16,-8.545748593441704,-0.5341092870901065,-0.9999999999999991,6.25,0.34652686158078994,-12.077429034213056,4.531680440771352,-1.0000000000000016,12.6875,0.9996010234487832,-1.063175309281271
FIL/USDT,4h,11,-8.754545454545452,-0.7958677685950412,-0.9999999999999993,18.181818181818183,0.02727272727272729,-7.799999999999998,0.20000000000000007,-1.0000000000000016,11.181818181818182,0.7162630488708316,-1.16533853603374
ETH/USDT,2h,18,-9.598528986058604,-0.5332516103365891,-0.9999999999999987,22.22222222222222,0.29818464244154075,-12.914771275236403,3.575197992629205,-1.000000000000006,12.555555555555555,1.1722859287993346,-1.067057979313115
LTC/USDT,4h,15,-9.997716997517346,-0.6665144665011564,-0.9999999999999983,13.333333333333334,0.05860256666950391,-9.419787532215866,0.42207053469852135,-1.0000000000000027,14.533333333333333,0.8076607165312691,-0.9500606245518046
SHIB/USDT,4h,15,-10.210383907327781,-0.6806922604885187,-0.9999999999999994,6.666666666666667,0.15847078800092582,-9.210383907327781,1.9227467811158827,-1.0000000000000018,12.133333333333333,1.0963660138722138,-1.0290556911694129
BB/USDT,4h,12,-10.462830312645227,-0.871902526053769,-1.0,8.333333333333332,0.014412945687286693,-9.462830312645227,0.1530054644808734,-1.000000000000001,15.166666666666666,0.980270874633856,-1.0976409816847317
ASTER/USDT,2h,13,-10.63432835820896,-0.8180252583237662,-1.0,7.6923076923076925,0.07286922576447621,-9.634328358208961,0.835820895522388,-1.0000000000000036,16.076923076923077,1.5276414267785747,-1.1817223388269278
AAVE/USDT,2h,15,-10.900753435116652,-0.7267168956744434,-0.9999999999999997,13.333333333333334,0.10984487025803666,-9.900753435116652,1.0896226415094337,-1.000000000000002,11.933333333333334,0.9916841841799432,-1.167731845332883
MLN/USDT,2h,12,-11.072515408320495,-0.9227096173600412,-1.0,0.0,0.0,-10.072515408320495,-0.2372881355932206,-1.0000000000000027,7.75,0.7030178111493376,-1.247719987672889
BNB/USDT,4h,17,-13.159069195848886,-0.7740628938734639,-0.9999999999999981,11.76470588235294,0.07924800032732165,-12.159069195848883,0.6894512942533689,-1.0000000000000036,11.470588235294118,0.5740679279464738,-1.2094627599331882
BNB/USDT,2h,20,-15.118693562120981,-0.7559346781060491,-0.9999999999999966,10.0,0.017340126850671746,-14.362218238354798,0.23770190895741888,-1.0000000000000056,10.75,0.9087057768798633,-0.9559463518136916
LTC/USDT,2h,21,-16.782371475274484,-0.7991605464416421,-0.9999999999999984,4.761904761904762,0.02056811365088662,-15.78237147527448,0.3524305555555551,-1.0000000000000044,9.904761904761905,0.6560293007867348,-1.1778247876633492
