hold_bars,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
25,3610,0.2658853458287137,959.8460984416565,0.5066481994459834,1.6335475628573999,2,-0.19007114506769462,-0.09503557253384731,140,18.809361034500824,0.13435257881786303,360,27.024973191753666,0.07506936997709351,528,208.78663371216155,0.3954292305154575,682,80.67226401075098,0.1182877771418636,898,382.9217268959487,0.4264161769442636,750,248.78715346166126,0.33171620461554835,250,-6.965942720052745,-0.02786377088021098,True,0.25919483744902005,False
30,3601,0.2787242532905795,1003.6860360993767,0.48569841710635936,1.6214191588345324,2,-0.4232380709126592,-0.2116190354563296,140,22.367489796430412,0.15976778426021723,360,19.59615581805354,0.05443376616125983,526,260.9991101633894,0.4961960269265958,679,141.9262249241329,0.20902242256867878,895,342.3706530852749,0.3825370425533798,750,240.46585805442422,0.32062114407256564,249,-23.616217671416102,-0.09484424767636988,True,0.23958274739872468,False
35,3572,0.31453257922171546,1123.5103729799675,0.4720044792833147,1.6594305183640095,2,-0.2186579542478162,-0.1093289771239081,139,17.21821542962885,0.12387205345056726,355,25.085413954303732,0.07066313789944713,523,307.4542679725396,0.5878666691635556,671,185.9264944050414,0.2770886652832212,888,303.16346064606296,0.3414002935203412,748,316.43285268357107,0.42303857310637843,246,-31.551674156932044,-0.12825883803630914,True,0.281646578699824,False
40,3559,0.316706921640578,1127.159934118817,0.4540601292497893,1.6270089024898382,2,0.6174139987572789,0.30870699937863944,138,12.950400087181578,0.09384347889262012,355,32.62037256958578,0.0918883734354529,520,310.01727202476184,0.5961870615860805,668,180.22627036786707,0.26979980593992076,886,237.28439720905567,0.2678153467370831,747,386.2356570669393,0.5170490723787675,243,-32.79184920533126,-0.13494588150342082,True,0.3426626917580138,False
45,3529,0.3066397974524409,1082.1318452096639,0.4341173136865968,1.5802918386839928,2,1.8310162639669585,0.9155081319834792,136,-3.2113762619024113,-0.023613060749282436,348,39.20489821891046,0.11265775350261625,513,299.0416597588626,0.5829272120055801,667,188.15394723580778,0.2820898759157538,880,207.22007349768595,0.2354773562473704,745,377.3485104201562,0.506508067678062,238,-27.456883923823423,-0.11536505850345975,True,0.3487084425900474,False
