year,n,win_rate,avg_r,pf,max_dd_r,total_r,avg_bars
2021,143,0.5734265734265734,0.007118181818181821,1.026673829302167,20.1374,1.0179000000000005,12.27972027972028
2022,297,0.5521885521885522,0.059747811447811425,1.1978909592945777,18.4188,17.745099999999994,12.289562289562289
2023,225,0.5866666666666667,0.03884133333333334,1.1233496777690268,26.594,8.739300000000002,12.395555555555555
2024,385,0.5376623376623376,0.017525714285714256,1.0479220111420773,50.42040000000001,6.747399999999988,11.8
2025,299,0.6120401337792643,0.11835685618729097,1.4522390424805949,16.0045,35.3887,12.602006688963211
2026,101,0.5148514851485149,0.08057623762376236,1.2783413479625971,9.9509,8.138199999999998,12.257425742574258
