n,avg_r,total_r,win_rate,pf,t_stat,trades_per_year,n_symbols_traded,dominant_month_share,dominant_asset_share,gate_diversification,fast_n,slow_n,exit_n,profitable,gate_avgr,zone_frac,gate_stability,all_gates
3209,-0.07892417370896675,-253.26767343207428,0.4169523215955126,0.8323900563941049,-3.996343826633406,641.88786966046,203,0.7332731871043894,0.05401970799296117,False,10,55,10,False,False,0.0,False,False
2835,-0.08390003233549811,-237.85659167113715,0.4024691358024691,0.8257619247417642,-3.9309526288889916,567.0776286966046,203,0.797343959443325,0.058146202617933726,False,10,100,10,False,False,0.0,False,False
2581,-0.10899537462556827,-281.3170619085917,0.41495544362650133,0.774079822263431,-4.981714183903023,516.2706736035049,203,0.4803498422996941,0.04560459332040839,False,20,55,10,False,False,0.0,False,False
2288,-0.1137152214836781,-260.1804267546555,0.40297202797202797,0.7694674818621486,-4.81956646299356,457.6626506024096,202,0.5081162834165619,0.04893946986343729,False,20,100,10,False,False,0.0,False,False
2009,-0.1810577743988784,-363.7450687673467,0.4171229467396715,0.7291032074769663,-5.666964706995981,401.8550109529025,203,0.6486847833706654,0.04383768644494833,False,10,100,20,False,False,0.0,False,False
2316,-0.18305057128343466,-423.94512309243464,0.43523316062176165,0.7216833187842279,-6.234517331556544,463.26341730558596,203,0.5573569207150698,0.035747818630943666,False,10,55,20,False,False,0.0,False,False
1953,-0.2006480113389216,-391.8655661449139,0.4403481822836662,0.6986903070942821,-6.225896543457456,390.6534775465498,203,0.4882287306153106,0.036316690945718315,False,20,55,20,False,False,0.0,False,False
1715,-0.2129645133313316,-365.2341403632337,0.4239067055393586,0.6895789597529088,-6.120184979465804,343.0469605695509,202,0.49718182526410676,0.040863825680482774,False,20,100,20,False,False,0.0,False,False
