date,trend,funding,vol_mult,auto_equity,manual_equity,breadth_ema3,funding_ema5
2021-03-20,BULL,HIGH,1.25,64162.665392563315,62554.89111093679,91.57851124109024,0.08679383708253176
2021-03-21,BULL,HIGH,1.25,64217.36778756379,62587.91920211681,91.4414295335886,0.08582325805502117
2021-03-22,BULL,HIGH,1.25,64272.11681952986,62620.96473165837,91.37288867983779,0.07231768870334745
2021-03-23,BULL,HIGH,1.25,64326.91252822225,62654.02770876867,91.33861825296236,0.05882432580223164
2021-03-24,BULL,HIGH,1.25,64381.75495343558,62687.10814265978,91.32148303952465,0.04615368386815443
2021-03-25,BULL,HIGH,1.25,64436.64413499839,62720.206042548634,91.3129154328058,0.03786755591210296
2021-03-26,BULL,HIGH,1.25,64491.58011277318,62753.321417657025,91.30863162944638,0.033546337274735306
2021-03-27,BULL,HIGH,1.25,64546.56292665645,62786.45427721162,91.30648972776666,0.03978275818315687
2021-03-28,BULL,HIGH,1.25,64601.59261657868,62819.60463044396,91.30541877692681,0.04337117212210458
2021-03-29,BULL,HIGH,1.25,64656.669222504424,62852.77248659045,91.36699510274912,0.06174651474806972
2021-03-30,BULL,HIGH,1.25,64711.7927844323,62885.9578548924,90.75392008658582,0.08184449316537981
2021-03-31,BULL,HIGH,1.25,64766.963342395014,62919.16074459595,89.82140448773735,0.09582992877691988
2021-04-01,BULL,HIGH,1.0,64811.13741764653,62952.381164952174,88.74631868222484,0.09545443585127993
2021-04-02,BULL,HIGH,1.0,64855.34162166777,62985.619125216996,88.20877577946858,0.1156886739008533
2021-04-03,BULL,HIGH,1.0,64899.57597500796,63018.87463465124,87.25507282124114,0.0962714159339022
2021-04-04,BULL,HIGH,1.0,64943.840498230325,63052.14770252062,86.77822134212742,0.09606536062260147
2021-04-05,BULL,HIGH,1.0,64988.13521191213,63085.43833809573,86.53979560257056,0.14116599041506764
2021-04-06,BULL,HIGH,1.0,65032.460136644666,63118.746550652075,87.79044574649076,0.13017217694337843
2021-04-07,BULL,HIGH,1.0,65076.81529303328,63152.07234947005,87.04590780475223,0.10504956796225229
2021-04-08,BULL,HIGH,1.0,65121.20070169736,63185.41574383496,87.35857034073229,0.0928222453081682
2021-04-09,BULL,HIGH,1.0,65165.61638327036,63218.776743036986,87.51490160872231,0.0916413635387788
2021-04-10,BULL,HIGH,1.0,65210.06235839981,63252.155356371244,87.59306724271732,0.12093380902585255
2021-04-11,BULL,HIGH,1.0,65254.53864774732,63285.55159313774,88.31708156656414,0.13843730601723503
2021-04-12,BULL,HIGH,1.0,65299.0452719886,63318.96546264139,89.36402023533685,0.1503874206781567
2021-04-13,BULL,HIGH,1.0,65343.58225181345,63352.39697419204,89.88748956972321,0.19412629711877114
2021-04-14,BULL,HIGH,1.0,65388.14960792579,63385.846137104425,90.1492242369164,0.1733380314125141
2021-04-15,BULL,HIGH,1.0,65432.74736104366,63419.312960698226,90.28009157051298,0.18279058760834277
2021-04-16,BULL,HIGH,1.0,65477.37553189922,63452.79745429802,89.66059373046197,0.16410167507222853
2021-04-17,BULL,HIGH,1.0,65522.034141238786,63486.29962723333,89.35084481043646,0.1579306333814857
2021-04-18,BULL,HIGH,1.25,65577.89547696883,63519.81948883859,89.1959703504237,0.10974318892099048
2021-04-19,BULL,HIGH,1.25,65633.80443772869,63553.35704845316,88.43360161356802,0.082377175947327
2021-04-20,BULL,HIGH,1.25,65689.76106412146,63586.91231542134,88.05241724514016,0.059404083964884676
2021-04-21,BULL,HIGH,1.25,65745.76539678486,63620.485299092354,87.86182506092624,0.04458175597658979
2021-04-22,BULL,HIGH,1.25,65801.81747639127,63654.07600882038,86.39666595512065,0.0382013039843932
2021-04-23,BULL,HIGH,1.25,65857.91734364771,63687.68445396452,85.66408640221786,0.028382902656262136
2021-04-24,BULL,HIGH,1.25,65914.06503929594,63721.31064388881,83.92793361206783,0.022934868437508093
2021-04-25,BULL,HIGH,1.25,65970.26060411242,63754.95458796226,83.05985721699281,0.01826067895833873
2021-04-26,BULL,HIGH,1.25,66026.50407890842,63788.61629555879,85.36554504685256,0.01733285263889249
2021-04-27,BULL,HIGH,1.25,66082.79550452995,63822.295776057304,87.20332046863176,0.023257618425928328
2021-04-28,BULL,HIGH,1.25,66139.13492185788,63855.993038841625,88.12220817952135,0.027347628950618888
2021-04-29,BULL,HIGH,1.25,66195.52237180794,63889.708093300556,88.58165203496615,0.03362100263374593
2021-04-30,BULL,HIGH,1.25,66251.95789533069,63923.44094882785,89.49630546953787,0.039769351755830615
2021-05-01,BULL,HIGH,1.25,66308.44153341168,63957.19161482221,91.32349520052236,0.04552625117055374
2021-05-02,BULL,HIGH,1.25,66364.97332707133,63990.960100687305,90.86722705231597,0.050347567447035835
2021-05-03,BULL,HIGH,1.0,66410.23731930634,64024.74641583178,90.63909297821277,0.06890201163135723
2021-05-04,BULL,HIGH,1.0,66455.53218368503,64058.55056966925,89.15516292746256,0.06917727442090482
2021-05-05,BULL,HIGH,1.25,66512.18938065834,64092.372571618274,88.41319790208743,0.07176188294726989
2021-05-06,BULL,HIGH,1.0,66557.55378107514,64126.21243110241,88.7271468962492,0.09784905529817993
2021-05-07,BULL,HIGH,1.0,66602.94912211868,64160.07015755017,88.19918988648075,0.0960644368654533
2021-05-08,BULL,HIGH,1.0,66648.3754248919,64193.94576039507,87.93521138159653,0.09524362457696887
2021-05-09,BULL,HIGH,1.0,66693.83271051213,64227.839249075594,87.80322212915442,0.08483921638464592
2021-05-10,BULL,HIGH,1.0,66739.32100011111,64261.7506330352,86.46917863214478,0.08897124425643062
2021-05-11,BULL,HIGH,1.0,66784.84031483502,64295.67992172234,85.80215688363995,0.06584951283762042
2021-05-12,BULL,HIGH,1.25,66841.77826609676,64329.62712459046,84.79297033371188,0.05718610855841361
2021-05-13,BULL,HIGH,1.25,66898.76476026553,64363.59225109799,84.28837705874784,0.041861122372275746
2021-05-14,BULL,HIGH,1.25,66955.79983872696,64397.57531070836,85.38743177261716,0.03386878158151717
2021-05-15,BULL,HIGH,1.25,67012.883542902,64431.576312889985,85.93695912955182,0.03410517105434478
2021-05-16,BULL,HIGH,1.25,67070.01591424686,64465.595267116296,86.21172280801915,0.03349813070289652
2021-05-17,BULL,HIGH,1.25,67127.19699425316,64499.63218286571,82.97072626887444,0.03198288713526435
2021-05-18,BULL,HIGH,1.25,67184.42682444783,64533.68706962166,82.70157935065345,0.03338539142350957
2021-05-19,MIXED,NEUTRAL,1.25,67235.10171026475,64567.75993687257,57.56700589154294,-0.12710177238432696
2021-05-20,MIXED,NEUTRAL,1.25,67285.8148183926,64601.8507941119,59.18890835117688,-0.08719096492288465
2021-05-21,MIXED,NEUTRAL,1.25,67336.56617766115,64635.95965083811,49.86472444585871,-0.059125759948589776
2021-05-22,MIXED,NEUTRAL,1.25,67387.35581692193,64670.08651655466,38.44587573644287,-0.03962268996572652
2021-05-23,MIXED,NEUTRAL,1.25,67438.1837650482,64704.23140077004,25.979694624978194,-0.028923726643817683
2021-05-24,BEAR,LOW,1.25,67491.01573491383,64738.39431299776,31.23309055573234,-0.021772701095878456
2021-05-25,BEAR,LOW,1.25,67543.88909404713,64772.57526275637,34.535464196785085,-0.014002367397252307
2021-05-26,BEAR,LOW,1.25,67596.80387487302,64806.774259569414,45.64611047677092,-0.008058161598168205
2021-05-27,BEAR,LOW,1.25,67649.7601098418,64840.99131296548,46.47170388703411,-0.00492644106544547
2021-05-28,BEAR,LOW,1.25,67702.75783142919,64875.22643247819,42.154770862435974,-0.0051866107102969804
2021-05-29,BEAR,LOW,1.25,67755.79707213637,64909.4796276462,33.23954759338015,-0.0028832571401979875
2021-05-30,BEAR,LOW,1.25,67808.87786448996,64943.75090801319,33.51166568858197,-0.0001796547601319923
2021-05-31,BEAR,HIGH,1.25,67870.66872757633,64978.0402831279,38.37745446591261,0.0020074634932453384
2021-06-01,BEAR,HIGH,1.25,67932.51589760775,65012.34776254409,40.13467317890225,0.003199442328830226
2021-06-02,BEAR,HIGH,1.25,67994.41942589397,65046.67335582057,45.743012265126794,0.004028878219220151
2021-06-03,MIXED,HIGH,1.25,68046.79843520846,65081.0170725212,53.95258721364448,0.004714368812813434
2021-06-04,MIXED,HIGH,1.0,68088.7339224929,65115.3789222149,51.30061793114656,-0.00010373745812437656
2021-06-05,MIXED,NEUTRAL,1.0,68129.81950116079,65149.75891447563,45.92057923584355,-0.00241545830541625
2021-06-06,MIXED,NEUTRAL,1.0,68170.92987137167,65184.157058882396,43.906235563867725,-0.001301122203610833
2021-06-07,MIXED,NEUTRAL,1.0,68212.06504808506,65218.573365019285,34.7909556197717,-0.002152581469073889
2021-06-08,BEAR,NEUTRAL,1.0,68261.02399080044,65253.007842475425,28.20628862069666,-0.0029770043127159257
2021-06-09,BEAR,NEUTRAL,1.0,68310.01807360534,65287.460500845016,28.968009175213197,-0.002188386208477284
2021-06-10,BEAR,HIGH,1.0,68359.81609542364,65321.93134972732,27.321842425444437,0.0004825258610151432
2021-06-11,BEAR,HIGH,1.0,68409.65042001342,65356.42039872667,23.66092121272222,0.0014212005740100954
2021-06-12,BEAR,HIGH,1.0,68459.52107383944,65390.92765745246,21.830460606361108,0.0008616503826733972
2021-06-13,BEAR,HIGH,1.0,68509.4280833857,65425.45313551918,22.248563636513886,0.0012040669217822653
2021-06-14,BEAR,HIGH,1.0,68559.37147515555,65459.996842546374,26.457615151590275,0.0027841946145215095
2021-06-15,BEAR,HIGH,1.0,68609.35127567162,65494.558788158676,25.228807575795138,0.0010047630763476737
2021-06-16,BEAR,HIGH,1.0,68659.36751147591,65529.138981985794,24.61440378789757,0.0005500587175651161
2021-06-17,BEAR,HIGH,1.0,68709.42020912975,65563.73743366254,24.97386856061545,0.0020773724783767437
2021-06-18,BEAR,HIGH,1.0,68759.50939521384,65598.35415282878,22.486934280307725,0.00045826498558449596
2021-06-19,BEAR,HIGH,1.0,68809.63509632826,65632.9891491295,19.910133806820532,0.0012059766570563307
2021-06-20,BEAR,HIGH,1.0,68859.79733909246,65667.64243221476,19.955066903410266,0.00020506777137088716
2021-06-21,BEAR,NEUTRAL,1.0,68909.22118912458,65702.31401173973,11.951217662231448,-0.0010153048190860753
2021-06-22,BEAR,NEUTRAL,1.0,68958.68051293162,65737.00389736466,7.291398304799935,-0.004828619879390716
2021-06-23,BEAR,NEUTRAL,1.0,69008.17533597475,65771.71209875491,6.935172836610493,-0.0042866465862604775
2021-06-24,BEAR,NEUTRAL,1.0,69057.7056837334,65806.43862558095,8.072849576199983,-0.004220614390840319
2021-06-25,BEAR,NEUTRAL,1.0,69107.2715817053,65841.18348751834,6.668003735468412,-0.002923392927226879
2021-06-26,BEAR,LOW,1.0,69150.5832260689,65875.94669424777,5.965580815102626,-0.004081145284817919
2021-06-27,BEAR,LOW,1.0,69193.922015167,65910.72825545502,6.272264091761839,-0.005214263523211945
2021-06-28,BEAR,LOW,1.0,69237.28796601201,65945.528180831,7.08350046693355,-0.002927742348807964
2021-06-29,BEAR,LOW,1.0,69280.68109562702,65980.34648007172,8.804908128203618,-0.0002347948992053098
2021-06-30,BEAR,LOW,1.0,69324.10142104581,66015.18316287833,10.323506695680756,0.0005224034005297935
2021-07-01,BEAR,HIGH,1.0,69374.63870990113,66050.03823895707,9.10912176889301,0.0005694619161426696
2021-07-02,BEAR,HIGH,1.0,69425.21284045384,66084.91171801934,9.159824042341242,-0.0027476745120452372
2021-07-03,BEAR,HIGH,1.0,69475.8238395615,66119.80360978167,9.185175179065357,-0.004619800551889806
2021-07-04,BEAR,HIGH,1.0,69526.47173410135,66154.71392396567,10.513640221111626,-0.005274761771435309
2021-07-05,BEAR,HIGH,1.0,69577.15655097012,66189.64267029814,11.835767478976866,-0.0057475604792024855
2021-07-06,BEAR,NEUTRAL,0.75,69614.61059981922,66224.58985851098,12.496831107909486,-0.004483040319468324
2021-07-07,BEAR,NEUTRAL,0.75,69652.08481054104,66259.55549834124,14.801047132902111,-0.013616956704206951
2021-07-08,BEAR,NEUTRAL,0.75,69689.57919398892,66294.53959953113,13.979470934872108,-0.008923216750173055
2021-07-09,BEAR,NEUTRAL,0.75,69727.09376102203,66329.54217182795,13.568682835857107,-0.00885712695625572
2021-07-10,BEAR,NEUTRAL,0.75,69764.62852250539,66364.56322498422,13.363288786349607,-0.011235646041012584
2021-07-11,BEAR,LOW,0.75,69797.42124507895,66399.60276875754,14.576381235280067,-0.009405904378218916
2021-07-12,BEAR,LOW,0.75,69830.22938180545,66434.6608129107,13.867137986061085,-0.005835252041619629
2021-07-13,BEAR,LOW,0.75,69863.05293993028,66469.73736721165,10.880937414083174,-0.004312624168097297
2021-07-14,BEAR,LOW,0.75,69895.89192670223,66504.83244143348,10.703626601778428,-0.008667626638380653
2021-07-15,BEAR,LOW,0.75,69928.74634937351,66539.94604535443,9.95707645878395,-0.00915134758348184
2021-07-16,BEAR,LOW,0.75,69961.61621519974,66575.07818875794,9.583801387286712,-0.007993442248637017
2021-07-17,BEAR,LOW,0.75,69994.50153143995,66610.22888143256,8.739269114695988,-0.005926224656986083
2021-07-18,BEAR,LOW,0.75,70027.40230535656,66645.39813317207,8.97489771524273,-0.006345728718692476
2021-07-19,BEAR,LOW,0.75,70060.31854421542,66680.58595377539,7.119027804989786,-0.005617380549303757
2021-07-20,BEAR,LOW,0.75,70093.2502552858,66715.79235304659,5.533198113021209,-0.00920418352409724
2021-07-21,BEAR,LOW,0.75,70126.19744584039,66751.01734079498,6.713967477563235,-0.015101455682731493
2021-07-22,BEAR,LOW,0.75,70159.16012315526,66786.26092683498,7.962246896676354,-0.010559233613049068
2021-07-23,BEAR,LOW,0.75,70192.13829450996,66821.52312098622,9.902176079917124,-0.008501050478874818
2021-07-24,BEAR,LOW,0.75,70225.13196718744,66856.80393307355,11.530035408379614,-0.005144016108723563
2021-07-25,BEAR,LOW,0.75,70258.14114847404,66892.10337292694,13.65975454629507,-0.0025565721426578144
2021-07-26,BEAR,LOW,0.75,70291.16584565956,66927.4214503816,14.066719378410692,-0.0005497849372104729
2021-07-27,MIXED,HIGH,1.0,70334.4844787079,66962.75817527794,17.55967547867903,0.00026524863835091287
2021-07-28,MIXED,HIGH,1.0,70377.82980791283,66998.1135574615,19.306153528813198,0.0018470429518830645
2021-07-29,MIXED,HIGH,0.75,70410.35883927306,67033.4876067831,22.1530767644066,0.0037488356521325696
2021-07-30,MIXED,HIGH,1.0,70453.75092788997,67068.88033309871,24.234433119045406,0.0052899904347550476
2021-07-31,MIXED,HIGH,1.0,70497.16975793222,67104.2917462695,25.275111296364805,0.006605326956503366
2021-08-01,MIXED,HIGH,1.0,70540.61534587988,67139.7218561619,25.137555648182403,0.007831517971002245
2021-08-02,MIXED,HIGH,1.0,70584.08770822315,67175.17067264747,25.726672560933306,0.008427328647334831
2021-08-03,BEAR,HIGH,1.0,70635.54352742569,67210.63820560304,22.73175733309823,0.008629202431556555
2021-08-04,BEAR,HIGH,1.0,70687.03685793448,67246.12446491065,25.83956287707543,0.008194751621037704
2021-08-05,BEAR,HIGH,1.0,70738.56772709526,67281.62946045755,29.36714985959035,0.009182784414025136
2021-08-06,BEAR,HIGH,1.0,70790.13616227372,67317.15320213619,33.762522298216226,0.011290222942683423
2021-08-07,BEAR,HIGH,1.0,70841.7421908555,67352.69569984428,39.24968220173969,0.014394148628455616
2021-08-08,MIXED,HIGH,1.0,70885.40012990874,67388.25696348472,36.072209521922474,0.01316934908563708
2021-08-09,MIXED,HIGH,0.75,70918.16376314526,67423.83700296565,39.74663107675072,0.013255682723758055
2021-08-10,MIXED,HIGH,0.75,70950.94253991854,67459.43582820047,43.557526064691146,0.0188513718158387
2021-08-11,MIXED,HIGH,0.75,70983.73646722802,67495.05344910777,54.01560513760873,0.025539097877225803
2021-08-12,MIXED,HIGH,0.75,71016.54555207635,67530.68987561141,52.981828542830335,0.02089913191815054
2021-08-13,BULL,HIGH,0.75,71052.87298737778,67566.34511764046,66.75065453115543,0.017982287945433696
2021-08-14,BULL,HIGH,0.75,71089.219005427,67602.01918512926,75.58311947336992,0.021544558630289132
2021-08-15,BULL,HIGH,0.75,71125.58361572975,67637.71208801739,79.35000129512652,0.026761172420192755
2021-08-16,BULL,HIGH,0.75,71161.9668277966,67673.42383624967,79.28539025795287,0.03772819828012851
2021-08-17,BULL,HIGH,0.75,71198.36865114301,67709.15443977616,71.46087694715825,0.03291909885341901
2021-08-18,BULL,HIGH,0.75,71234.78909528929,67744.90390855221,67.54862029176094,0.02527813256894601
2021-08-19,BULL,HIGH,0.75,71271.22816976064,67780.67225253838,75.98210235367267,0.020202455045964008
2021-08-20,BULL,HIGH,0.75,71307.6858840871,67816.45948170053,80.84819403397918,0.02609177003064267
2021-08-21,BULL,HIGH,0.75,71344.16224780362,67852.26560600975,83.28123987413244,0.030316680020428446
2021-08-22,BULL,HIGH,0.75,71380.65727045,67888.09063544241,85.79646409291038,0.03620438668028563
2021-08-23,BULL,HIGH,0.75,71417.17096157096,67923.93457998015,87.70342685165,0.04478820778685709
2021-08-24,BULL,HIGH,0.75,71453.70333071605,67959.79744960988,83.59530316941473,0.04717862185790472
2021-08-25,BULL,HIGH,0.75,71490.25438743972,67995.67925432377,86.0284208154766,0.03556271457193649
2021-08-26,BULL,HIGH,0.75,71526.82414130135,68031.58000411929,79.55267194619984,0.027570309714624333
2021-08-27,BULL,HIGH,0.75,71563.41260186514,68067.49970899915,82.18139926423916,0.022390189809749557
2021-08-28,BULL,HIGH,0.75,71600.01977870025,68103.43837897139,83.49576292325881,0.02477942653983304
2021-08-29,BULL,HIGH,0.75,71636.6456813807,68139.39602404929,82.88712196795852,0.024279801026555362
2021-08-30,BULL,HIGH,0.75,71673.2903194854,68175.37265425143,79.41824452828305,0.027072034017703576
2021-08-31,BULL,HIGH,0.75,71709.95370259817,68211.36827960171,81.4812741628757,0.028732556011802385
2021-09-01,BULL,HIGH,0.75,71746.63584030775,68247.38291012928,86.31025733460241,0.03303518734120159
2021-09-02,BULL,HIGH,0.75,71783.33674220774,68283.4165558686,89.35766031287082,0.049336391560801066
2021-09-03,BULL,HIGH,0.75,71820.0564178967,68319.46922685945,91.5142731944101,0.055814711040534044
2021-09-04,BULL,HIGH,0.75,71856.79487697808,68355.54093314687,92.59257963517973,0.06538375736035604
2021-09-05,BULL,HIGH,0.75,71893.55212906023,68391.63168478124,93.13173285556455,0.07228672157357069
2021-09-06,BULL,HIGH,0.75,71930.32818375643,68427.74149181822,93.40130946575695,0.06592924771571379
2021-09-07,BULL,HIGH,1.0,71979.38800632766,68463.8703643188,79.61204713794177,0.049632931810475865
2021-09-08,BULL,HIGH,1.0,72028.48128997507,68500.01831234928,72.08450458162912,0.03666995454031725
2021-09-09,BULL,HIGH,0.75,72065.32636563428,68536.18534598124,70.21946748068797,0.02761330302687817
2021-09-10,BULL,HIGH,0.75,72102.19028883234,68572.37147529164,64.48473374034398,0.022177235351252118
2021-09-11,BULL,HIGH,0.75,72139.07306921044,68608.5767103627,64.11736687017199,0.018202273567501412
2021-09-12,BULL,HIGH,0.75,72175.97471641468,68644.801061282,67.683683435086,0.016219582378334277
2021-09-13,BULL,HIGH,1.0,72225.20208132322,68681.04453814245,65.09184171754299,0.012716504918889518
2021-09-14,BULL,HIGH,1.0,72274.46302157959,68717.30715104225,68.1709208587715,0.011644336612593013
2021-09-15,BULL,HIGH,1.0,72323.75756008373,68753.58891008496,75.96046042938575,0.011683507741728676
2021-09-16,BULL,HIGH,1.0,72373.08571975121,68789.88982537948,75.48023021469288,0.012700371827819117
