date,trend,funding,vol_mult,auto_equity,manual_equity,breadth_ema3,funding_ema5
2021-01-01,MIXED,HIGH,1.25,60046.22056612006,60031.67914507735,54.11302931033055,0.012264800000000001
2021-01-02,MIXED,HIGH,1.25,60092.47673791899,60063.37501629192,52.91858362068252,0.026190899999999996
2021-01-03,MIXED,HIGH,1.25,60138.76854282537,60095.08762247486,57.49377456896195,0.06525245
2021-01-04,BULL,HIGH,1.25,60190.040332292716,60126.816972462,63.229645905170635,0.060438016666666664
2021-01-05,BULL,HIGH,1.25,60241.355833935406,60158.563075093836,66.09758157327498,0.06432947777777778
2021-01-06,BULL,HIGH,1.25,60292.7150850206,60190.325939215516,70.97982526939612,0.06767098518518519
2021-01-07,BULL,HIGH,1.25,60344.118122847234,60222.105573676876,75.14508504849115,0.08779120679012346
2021-01-08,BULL,HIGH,1.25,60395.56498474605,60253.901987332414,78.95185286907316,0.07610833786008231
2021-01-09,BULL,HIGH,1.25,60447.05570807961,60285.7151890413,82.57937471039864,0.12682770857338824
2021-01-10,BULL,HIGH,1.25,60498.59033024233,60317.54518766739,83.53106666554415,0.10319677238225883
2021-01-11,BULL,HIGH,1.25,60550.16888866051,60349.391992079225,77.97242988449621,0.06924094825483923
2021-01-12,BULL,HIGH,1.25,60601.79142079236,60381.25561115001,75.19311149397224,0.051763165503226155
2021-01-13,BULL,HIGH,1.25,60653.45796412802,60413.13605375765,77.25172816077922,0.04974431033548411
2021-01-14,BULL,HIGH,1.25,60705.168556189594,60445.033328784724,80.0051744252172,0.046021740223656085
2021-01-15,BULL,HIGH,1.25,60756.923234531176,60476.94744511852,82.24396652295343,0.03472861014910406
2021-01-16,BULL,HIGH,1.25,60808.72203673888,60508.878411651014,85.08750050285602,0.048342756766069375
2021-01-17,BULL,HIGH,1.25,60860.56500043086,60540.82623727886,89.09547438935904,0.05606500451071292
2021-01-18,BULL,HIGH,1.25,60912.45216325735,60572.790930903415,91.09946133261056,0.06684783634047528
2021-01-19,BULL,HIGH,1.25,60964.38356290067,60604.77250143075,91.23938583871907,0.06655002422698353
2021-01-20,BULL,HIGH,1.25,61016.359237075274,60636.77095777163,92.17141705729057,0.05396599948465569
2021-01-21,BULL,HIGH,1.25,61068.37922352777,60668.78630884152,86.7636746303402,0.040458699656437135
2021-01-22,BULL,HIGH,1.25,61120.44356003695,60700.8185635606,86.60217629822095,0.02893076643762476
2021-01-23,BULL,HIGH,1.25,61172.552284413796,60732.86773085375,89.9112576406359,0.028468994291749844
2021-01-24,BULL,HIGH,1.25,61224.70543450156,60764.93381965058,91.56579831184337,0.024442829527833228
2021-01-25,BULL,HIGH,1.25,61276.90304817572,60797.016838885385,91.61623248925501,0.02779963635188882
2021-01-26,BULL,HIGH,1.25,61329.145163344074,60829.116797497205,90.89008345774226,0.025085490901259215
2021-01-27,BULL,HIGH,1.25,61381.43181794672,60861.23370442979,88.8876646796908,0.02289216060083948
2021-01-28,BULL,HIGH,1.25,61433.76304995612,60893.36756863161,89.52579955296015,0.027976890400559656
2021-01-29,BULL,HIGH,1.25,61486.138897377095,60925.518399055865,89.84486698959483,0.040175910267039774
2021-01-30,BULL,HIGH,1.25,61538.55939824687,60957.68620466047,91.64374497020725,0.05463864017802652
2021-01-31,BULL,HIGH,1.25,61591.024590635105,60989.87099440809,91.72351182936592,0.05343947678535101
2021-02-01,BULL,HIGH,1.25,61643.53451264391,61022.072777266105,92.5830673900928,0.052175867856900676
2021-02-02,BULL,HIGH,1.25,61696.089202407886,61054.291562206636,93.01284517045625,0.0805511452379338
2021-02-03,BULL,HIGH,1.25,61748.688698094134,61086.527358206535,93.22773406063797,0.10773856349195587
2021-02-04,BULL,HIGH,1.25,61801.33303790231,61118.780174247404,93.33517850572883,0.12103709232797058
2021-02-05,BULL,HIGH,1.25,61854.02226006462,61151.05001931558,93.38890072827425,0.12464731155198039
2021-02-06,BULL,HIGH,1.25,61906.75640284589,61183.33690240215,93.41576183954697,0.14265707436798694
2021-02-07,BULL,HIGH,1.25,61959.535504543535,61215.64083250295,93.42919239518332,0.1163879329119913
2021-02-08,BULL,HIGH,1.25,62012.359603487654,61247.96181861855,94.25557980414904,0.1511391886079942
2021-02-09,BULL,HIGH,1.25,62065.228738041005,61280.299869754286,95.48844563977943,0.19036650907199615
2021-02-10,BULL,HIGH,1.25,62118.14294659906,61312.654994920245,96.10487855759463,0.15535772271466414
2021-02-11,BULL,HIGH,1.25,62171.102267590024,61345.02720313127,96.41309501650224,0.1634983318097761
2021-02-12,BULL,HIGH,1.25,62224.10673947486,61377.416503406974,96.56720324595604,0.21516043787318406
2021-02-13,BULL,HIGH,1.25,62277.15640074733,61409.82290477172,97.46392949183047,0.21235104191545606
2021-02-14,BULL,HIGH,1.25,62330.251289934,61442.24641625463,98.73196474591523,0.18781519461030405
2021-02-15,BULL,HIGH,1.25,62383.3914455943,61474.687046889616,99.36598237295762,0.15176669640686938
2021-02-16,BULL,HIGH,1.25,62436.57690632052,61507.14480571534,99.6829911864788,0.1128765476045796
2021-02-17,BULL,HIGH,1.25,62489.80771073786,61539.61970177524,99.8414955932394,0.14850813173638638
2021-02-18,BULL,HIGH,1.25,62543.08389750445,61572.11174411754,99.92074779661971,0.1613338378242576
2021-02-19,BULL,HIGH,1.25,62596.40550531137,61604.62094179522,99.96037389830985,0.1920542418828384
2021-02-20,BULL,HIGH,1.25,62649.77257288269,61637.14730386606,99.98018694915493,0.14956394458855896
2021-02-21,BULL,HIGH,1.25,62703.18513897551,61669.69083939262,99.99009347457746,0.1352433130590393
2021-02-22,BULL,HIGH,1.25,62756.64324237995,61702.25155744223,99.99504673728873,0.09664737537269288
2021-02-23,BULL,HIGH,1.25,62810.14692191921,61734.829467087024,98.38462014283792,0.06432635024846194
2021-02-24,BULL,HIGH,1.25,62863.696216449585,61767.424577403915,97.60500848411738,0.041544733498974626
2021-02-25,BULL,HIGH,1.25,62917.29116486051,61800.036897474616,96.42155186110631,0.02765098899931642
2021-02-26,BULL,HIGH,1.25,62970.931806074565,61832.66643638563,95.82982354960077,0.02099052599954428
2021-02-27,BULL,HIGH,1.25,63024.61817904751,61865.31320322826,95.533959393848,0.013669383999696189
2021-02-28,BULL,HIGH,1.25,63078.35032276833,61897.97720709861,94.59237652232082,0.009355839333130793
2021-03-01,BULL,HIGH,1.25,63132.128276259245,61930.65845709758,94.91523588020803,0.011430059555420528
2021-03-02,BULL,HIGH,1.25,63185.952078575734,61963.35696233089,95.87031635280243,0.013273956370280353
2021-03-03,BULL,HIGH,1.25,63239.821768806585,61996.072731909044,96.34785658909962,0.020124054246853568
2021-03-04,BULL,HIGH,1.25,63293.73738607391,62028.80577494738,95.79297591359742,0.018101502831235714
2021-03-05,BULL,HIGH,1.25,63347.698969533165,62061.55610056604,95.51553557584631,0.017249451887490476
2021-03-06,BULL,HIGH,1.25,63401.706558373204,62094.32371788998,95.37681540697076,0.019285934591660316
2021-03-07,BULL,HIGH,1.25,63455.760191816276,62127.108636048964,96.10110611618379,0.016825706394440212
2021-03-08,BULL,HIGH,1.25,63509.85990911808,62159.9108641776,96.46325147079031,0.03313797092962681
2021-03-09,BULL,HIGH,1.25,63564.005749567776,62192.73041141529,96.64432414809357,0.0630480306197512
2021-03-10,BULL,HIGH,1.25,63618.19775248803,62225.567286906284,95.97841207404679,0.0711297037465008
2021-03-11,BULL,HIGH,1.25,63672.43595723502,62258.42149979966,95.6454560370234,0.08939788583100053
2021-03-12,BULL,HIGH,1.25,63726.720403198495,62291.293059249314,93.97657417235786,0.07616225722066702
2021-03-13,BULL,HIGH,1.25,63781.05112980177,62324.18197441398,93.91136400925585,0.09390957148044468
2021-03-14,BULL,HIGH,1.25,63835.428176501766,62357.08825445722,93.87875892770484,0.09948758098696311
2021-03-15,BULL,HIGH,1.25,63889.85158278906,62390.01190854746,94.66665219112514,0.08027722065797542
2021-03-16,BULL,HIGH,1.25,63944.32138818789,62422.952945857935,94.3482514686969,0.07383694710531695
2021-03-17,BULL,HIGH,1.25,63998.83763225619,62455.91137556674,93.49765514611316,0.07843843140354465
2021-03-18,BULL,HIGH,1.25,64053.40035458562,62488.88720685682,92.40100148610006,0.07373662093569644
2021-03-19,BULL,HIGH,1.25,64108.009594801595,62521.88044891596,91.85267465609351,0.07669088062379764
