symbol,date,year,system,entry_price,net_r,has_don,has_rsi,has_cd
AAVE_USDT,2023-10-23,2023,Donchian,84.88,-0.9999999999999998,1,0,0
AAVE_USDT,2023-11-02,2023,Donchian,91.97,1.1349532383532905,1,0,0
AAVE_USDT,2023-12-14,2023,Donchian,107.12,-1.0000000000000002,1,0,0
AAVE_USDT,2023-12-15,2023,Donchian,108.2,-1.0000000000000002,1,0,0
AAVE_USDT,2024-02-19,2024,Donchian,96.22,-1.0000000000000007,1,0,0
AAVE_USDT,2024-02-27,2024,Donchian,104.75,-1.0000000000000004,1,0,0
AAVE_USDT,2024-03-02,2024,Donchian,116.02,-0.9999999999999999,1,0,0
AAVE_USDT,2024-03-06,2024,Donchian,127.53,-1.0,1,0,0
AAVE_USDT,2024-03-07,2024,Donchian,133.91,-1.0000000000000002,1,0,0
AAVE_USDT,2024-03-13,2024,Donchian,142.69,-0.9999999999999999,1,0,0
AAVE_USDT,2024-05-20,2024,Donchian,98.03,-0.9999999999999997,1,0,0
AAVE_USDT,2024-05-25,2024,Donchian,105.19,-1.0,1,0,0
AAVE_USDT,2024-05-26,2024,Donchian,109.59,-0.9999999999999999,1,0,0
AAVE_USDT,2024-07-01,2024,Donchian,98.34,-1.0000000000000004,1,0,0
AAVE_USDT,2024-07-14,2024,Donchian,104.4,-0.9999999999999997,1,0,0
AAVE_USDT,2024-07-31,2024,Donchian,107.52,-0.9999999999999997,1,0,0
AAVE_USDT,2024-08-01,2024,Donchian,116.82,-0.9999999999999998,1,0,0
AAVE_USDT,2024-08-19,2024,Donchian,118.12,14.574143835616438,1,0,0
AAVE_USDT,2024-08-20,2024,Donchian,128.89,12.424278137890395,1,0,0
AAVE_USDT,2024-08-21,2024,Donchian,140.16,-1.0,1,0,0
AAVE_USDT,2024-09-10,2024,Donchian,150.59,-0.9999999999999999,1,0,0
AAVE_USDT,2024-09-22,2024,Donchian,162.11,-1.0000000000000004,1,0,0
AAVE_USDT,2024-09-23,2024,Donchian,171.95,-1.0000000000000002,1,0,0
AAVE_USDT,2024-10-02,2024,ConsecDownDays,139.14,0.6197892808062302,0,0,1
AAVE_USDT,2024-10-25,2024,ConsecDownDays,138.1,1.14841510361209,0,0,1
AAVE_USDT,2024-11-04,2024,ConsecDownDays,128.27,2.3705663954498775,0,0,1
AAVE_USDT,2024-11-06,2024,Donchian,173.71,-0.9999999999999997,1,0,0
AAVE_USDT,2024-11-07,2024,Donchian,183.4,-1.0000000000000004,1,0,0
AAVE_USDT,2024-11-09,2024,Donchian,195.35,-1.0000000000000002,1,0,0
AAVE_USDT,2024-11-27,2024,Donchian,210.52,-1.0000000000000004,1,0,0
AAVE_USDT,2024-11-30,2024,Donchian,211.77,-1.0000000000000004,1,0,0
AAVE_USDT,2024-12-02,2024,Donchian,235.39,-0.9999999999999997,1,0,0
AAVE_USDT,2024-12-04,2024,Donchian,256.43,-1.0000000000000002,1,0,0
AAVE_USDT,2024-12-06,2024,Donchian,281.75,-0.9999999999999997,1,0,0
AAVE_USDT,2024-12-11,2024,Donchian,302.76,-0.9999999999999998,1,0,0
AAVE_USDT,2024-12-12,2024,Donchian,367.11,-1.0,1,0,0
AAVE_USDT,2025-01-09,2025,ConsecDownDays,281.13,0.17878050044034635,0,0,1
AAVE_USDT,2025-01-21,2025,Donchian,370.8,-0.9999999999999998,1,0,0
AAVE_USDT,2025-01-26,2025,ConsecDownDays,316.56,-1.0000000000000002,0,0,1
AAVE_USDT,2025-01-27,2025,ConsecDownDays,305.07,-1.0,0,0,1
AAVE_USDT,2025-01-28,2025,ConsecDownDays,284.16,-0.9999999999999998,0,0,1
AAVE_USDT,2025-05-08,2025,Donchian,206.28,3.7032506887052334,1,0,0
AAVE_USDT,2025-05-09,2025,Donchian,211.24,3.173600624837281,1,0,0
AAVE_USDT,2025-05-10,2025,Donchian,228.64,2.4922611200624973,1,0,0
AAVE_USDT,2025-05-13,2025,Donchian,236.41,1.9212849330405197,1,0,0
AAVE_USDT,2025-05-19,2025,Donchian,247.76,1.1910134797803293,1,0,0
AAVE_USDT,2025-05-20,2025,Donchian,259.46,-0.9999999999999999,1,0,0
AAVE_USDT,2025-06-09,2025,Donchian,283.31,-1.0000000000000002,1,0,0
AAVE_USDT,2025-06-10,2025,Donchian,308.34,-0.9999999999999997,1,0,0
AAVE_USDT,2025-06-15,2025,ConsecDownDays,274.97,-0.9999999999999998,0,0,1
AAVE_USDT,2025-06-21,2025,ConsecDownDays,234.74,1.3872059195547684,0,0,1
AAVE_USDT,2025-06-22,2025,ConsecDownDays,227.9,1.5440320665083125,0,0,1
AAVE_USDT,2025-07-08,2025,Donchian,293.0,-0.9999999999999994,1,0,0
AAVE_USDT,2025-07-09,2025,Donchian,301.68,-1.0000000000000002,1,0,0
AAVE_USDT,2025-07-10,2025,Donchian,308.76,-0.9999999999999994,1,0,0
AAVE_USDT,2025-08-01,2025,ConsecDownDays,255.36,1.2445062586926288,0,0,1
AAVE_USDT,2025-08-02,2025,ConsecDownDays,249.45,2.683998564536067,0,0,1
AAVE_USDT,2025-08-12,2025,Donchian,322.26,-0.9999999999999994,1,0,0
AAVE_USDT,2025-08-13,2025,Donchian,332.15,-1.0000000000000007,1,0,0
AAVE_USDT,2025-08-22,2025,Donchian,345.61,-1.0,1,0,0
AAVE_USDT,2025-08-23,2025,Donchian,357.78,-1.0000000000000002,1,0,0
AAVE_USDT,2026-02-05,2026,RSI_MR,100.97,0.5262700825010858,0,1,0
ADA_USDT,2021-02-01,2021,Donchian,0.40876,14.503878509778215,1,0,0
ADA_USDT,2021-02-02,2021,Donchian,0.42498,13.676520767149075,1,0,0
ADA_USDT,2021-02-05,2021,Donchian,0.53917,11.620639383525983,1,0,0
ADA_USDT,2021-02-06,2021,Donchian,0.63444,9.14568192070573,1,0,0
ADA_USDT,2021-02-10,2021,Donchian,0.93966,-0.9999999999999999,1,0,0
ADA_USDT,2021-02-20,2021,Donchian,1.11568,-0.9999999999999998,1,0,0
ADA_USDT,2021-02-26,2021,Donchian,1.24303,0.026237814025183746,1,0,0
ADA_USDT,2021-02-27,2021,Donchian,1.31402,-1.0000000000000002,1,0,0
ADA_USDT,2021-03-04,2021,ConsecDownDays,1.11239,-0.11406425530795711,0,0,1
ADA_USDT,2021-04-13,2021,Donchian,1.41246,-0.9999999999999997,1,0,0
ADA_USDT,2021-04-14,2021,Donchian,1.45092,-1.0,1,0,0
ADA_USDT,2021-05-06,2021,Donchian,1.6491,-1.0,1,0,0
ADA_USDT,2021-05-09,2021,Donchian,1.7663,-0.9999999999999998,1,0,0
ADA_USDT,2021-05-13,2021,Donchian,1.9296,-1.0,1,0,0
ADA_USDT,2021-05-14,2021,Donchian,2.0069,-1.0000000000000002,1,0,0
ADA_USDT,2021-05-15,2021,Donchian,2.1744,-1.0000000000000002,1,0,0
ADA_USDT,2021-06-19,2021,ConsecDownDays,1.3839,-1.0000000000000002,0,0,1
ADA_USDT,2021-07-16,2021,ConsecDownDays,1.1708,1.399869840089251,0,0,1
ADA_USDT,2021-08-06,2021,Donchian,1.4025,-0.9999999999999997,1,0,0
ADA_USDT,2021-08-07,2021,Donchian,1.4727,-0.9999999999999994,1,0,0
ADA_USDT,2021-08-10,2021,Donchian,1.678,-1.0000000000000002,1,0,0
ADA_USDT,2021-08-11,2021,Donchian,1.7934,-0.9999999999999996,1,0,0
ADA_USDT,2021-08-13,2021,Donchian,2.1386,-1.0000000000000002,1,0,0
ADA_USDT,2021-08-14,2021,Donchian,2.1878,-1.0,1,0,0
ADA_USDT,2021-08-19,2021,Donchian,2.4411,-1.0000000000000002,1,0,0
ADA_USDT,2021-08-20,2021,Donchian,2.4557,-1.0,1,0,0
ADA_USDT,2021-08-22,2021,Donchian,2.7049,-1.0000000000000002,1,0,0
ADA_USDT,2021-08-23,2021,Donchian,2.9152,-0.9999999999999997,1,0,0
ADA_USDT,2022-05-12,2022,RSI_MR,0.4733,0.2884205541084537,0,1,0
ADA_USDT,2022-10-14,2022,RSI_MR,0.3667,0.47457627118644014,0,1,0
ADA_USDT,2022-10-15,2022,RSI_MR,0.3641,1.1973821210768996,0,1,0
ADA_USDT,2022-10-19,2022,RSI_MR,0.3497,0.46854082998661206,0,1,0
ADA_USDT,2022-10-20,2022,RSI_MR,0.3402,-0.4568060945809971,0,1,0
ADA_USDT,2022-12-16,2022,RSI_MR,0.2632,0.15846066779852863,0,1,0
ADA_USDT,2022-12-19,2022,RSI_MR,0.2529,1.116487455197132,0,1,0
ADA_USDT,2023-03-31,2023,Donchian,0.3989,-1.0000000000000002,1,0,0
ADA_USDT,2023-04-13,2023,Donchian,0.4251,-1.0000000000000002,1,0,0
ADA_USDT,2023-04-14,2023,Donchian,0.4381,-1.0000000000000002,1,0,0
ADA_USDT,2023-04-15,2023,Donchian,0.4522,-1.0000000000000004,1,0,0
ADA_USDT,2023-06-09,2023,RSI_MR,0.2951,-1.0,0,1,0
ADA_USDT,2023-06-10,2023,RSI_MR,0.2747,0.1884585678031555,0,1,0
ADA_USDT,2023-06-11,2023,RSI_MR,0.272,0.31254103742613226,0,1,0
ADA_USDT,2023-06-12,2023,RSI_MR,0.2748,0.248415716096325,0,1,0
ADA_USDT,2023-06-13,2023,RSI_MR,0.2752,0.30608094366483657,0,1,0
ADA_USDT,2023-06-14,2023,RSI_MR,0.2633,0.40130023640661955,0,1,0
ADA_USDT,2023-06-15,2023,RSI_MR,0.262,0.3033541110121694,0,1,0
ADA_USDT,2023-06-16,2023,RSI_MR,0.2632,0.21275744851029782,0,1,0
ADA_USDT,2023-06-17,2023,RSI_MR,0.2667,0.2421577250073291,0,1,0
ADA_USDT,2023-06-18,2023,RSI_MR,0.261,0.40255591054313095,0,1,0
ADA_USDT,2023-06-19,2023,RSI_MR,0.2634,0.30759573132454426,0,1,0
ADA_USDT,2023-10-30,2023,Donchian,0.3031,13.552202776101405,1,0,0
ADA_USDT,2023-11-01,2023,Donchian,0.3071,12.338742393509138,1,0,0
ADA_USDT,2023-11-02,2023,Donchian,0.323,12.558823529411773,1,0,0
ADA_USDT,2023-11-05,2023,Donchian,0.3419,12.345140032948935,1,0,0
ADA_USDT,2023-11-06,2023,Donchian,0.3624,8.830975143403444,1,0,0
ADA_USDT,2023-12-05,2023,Donchian,0.4257,4.11124744376278,1,0,0
ADA_USDT,2023-12-06,2023,Donchian,0.4429,3.9068471337579584,1,0,0
ADA_USDT,2023-12-07,2023,Donchian,0.4555,3.091992551210429,1,0,0
ADA_USDT,2023-12-08,2023,Donchian,0.5454,-1.0000000000000004,1,0,0
ADA_USDT,2023-12-09,2023,Donchian,0.5791,-1.0000000000000004,1,0,0
ADA_USDT,2023-12-13,2023,Donchian,0.6675,-0.9999999999999998,1,0,0
ADA_USDT,2024-01-25,2024,ConsecDownDays,0.4666,1.9907096774193551,0,0,1
ADA_USDT,2024-02-09,2024,Donchian,0.5407,-1.0000000000000004,1,0,0
ADA_USDT,2024-02-10,2024,Donchian,0.5515,-0.9999999999999996,1,0,0
ADA_USDT,2024-02-14,2024,Donchian,0.5768,-1.0000000000000002,1,0,0
ADA_USDT,2024-02-15,2024,Donchian,0.6087,-0.9999999999999993,1,0,0
ADA_USDT,2024-02-18,2024,Donchian,0.6193,-0.9999999999999999,1,0,0
ADA_USDT,2024-03-01,2024,Donchian,0.7195,-1.0,1,0,0
ADA_USDT,2024-03-02,2024,Donchian,0.7416,-0.9999999999999999,1,0,0
ADA_USDT,2024-03-04,2024,Donchian,0.7701,-0.9999999999999997,1,0,0
ADA_USDT,2024-11-07,2024,Donchian,0.4065,9.6264617440695,1,0,0
ADA_USDT,2024-11-08,2024,Donchian,0.4447,7.8589224540641585,1,0,0
ADA_USDT,2024-11-09,2024,Donchian,0.4967,4.161861941285378,1,0,0
ADA_USDT,2024-11-10,2024,Donchian,0.5901,-1.0000000000000004,1,0,0
ADA_USDT,2024-11-15,2024,Donchian,0.7071,-1.0000000000000002,1,0,0
ADA_USDT,2024-11-16,2024,Donchian,0.7416,-0.9999999999999996,1,0,0
ADA_USDT,2024-11-22,2024,Donchian,1.0175,-0.9999999999999999,1,0,0
ADA_USDT,2024-11-23,2024,Donchian,1.0658,-1.0,1,0,0
ADA_USDT,2024-12-02,2024,Donchian,1.2022,-1.0000000000000002,1,0,0
ADA_USDT,2025-03-02,2025,Donchian,1.135,-0.9999999999999999,1,0,0
ADA_USDT,2025-04-24,2025,Donchian,0.7219,-0.9999999999999997,1,0,0
ADA_USDT,2025-05-08,2025,Donchian,0.7693,-1.0000000000000004,1,0,0
ADA_USDT,2025-05-09,2025,Donchian,0.7774,-0.9999999999999996,1,0,0
ADA_USDT,2025-05-10,2025,Donchian,0.8406,-0.9999999999999996,1,0,0
ADA_USDT,2025-07-11,2025,Donchian,0.7094,-1.0000000000000002,1,0,0
ADA_USDT,2025-07-17,2025,Donchian,0.8216,-1.0000000000000002,1,0,0
ADA_USDT,2025-08-01,2025,ConsecDownDays,0.7141,1.2001990792584303,0,0,1
ADA_USDT,2025-08-13,2025,Donchian,0.9042,-1.0000000000000002,1,0,0
ADA_USDT,2025-08-14,2025,Donchian,0.9258,-0.9999999999999997,1,0,0
ADA_USDT,2025-11-21,2025,RSI_MR,0.4091,0.13732878760691403,0,1,0
ADA_USDT,2025-11-22,2025,RSI_MR,0.4046,0.03885291396854768,0,1,0
ADA_USDT,2026-02-05,2026,RSI_MR,0.2455,0.7010189228529838,0,1,0
ALT_USDT,2024-02-20,2024,Donchian,0.51267,-1.0,1,0,0
ALT_USDT,2024-02-21,2024,Donchian,0.54031,-1.0000000000000002,1,0,0
ALT_USDT,2024-06-14,2024,RSI_MR,0.227,-1.0,0,1,0
ALT_USDT,2024-06-17,2024,RSI_MR,0.2076,-1.0,0,1,0
ALT_USDT,2024-06-18,2024,RSI_MR,0.1878,-0.7023370233702334,0,1,0
ALT_USDT,2024-06-21,2024,RSI_MR,0.1935,-1.0,0,1,0
ALT_USDT,2024-06-22,2024,RSI_MR,0.1893,-1.0,0,1,0
ALT_USDT,2024-06-23,2024,RSI_MR,0.1811,-1.0,0,1,0
ALT_USDT,2024-06-28,2024,RSI_MR,0.1739,-1.0,0,1,0
ALT_USDT,2024-06-29,2024,RSI_MR,0.1686,-0.046046805819101665,0,1,0
ALT_USDT,2024-06-30,2024,RSI_MR,0.1687,-0.9999999999999999,0,1,0
ALT_USDT,2024-07-01,2024,RSI_MR,0.1692,-0.9999999999999999,0,1,0
ALT_USDT,2024-07-02,2024,RSI_MR,0.1525,-0.199789695057834,0,1,0
ALT_USDT,2024-07-03,2024,RSI_MR,0.1478,-0.025735294117646596,0,1,0
ALT_USDT,2024-07-04,2024,RSI_MR,0.1313,0.16091954022988525,0,1,0
ALT_USDT,2024-07-05,2024,RSI_MR,0.1172,0.27818574514038885,0,1,0
ALT_USDT,2024-07-06,2024,RSI_MR,0.1264,0.23531073446327672,0,1,0
ALT_USDT,2024-07-07,2024,RSI_MR,0.1216,0.3375453885257804,0,1,0
ALT_USDT,2024-08-03,2024,RSI_MR,0.091,0.2318412854566322,0,1,0
ALT_USDT,2024-08-04,2024,RSI_MR,0.0887,0.35115511551155126,0,1,0
ALT_USDT,2024-08-05,2024,RSI_MR,0.0791,0.4879106219776555,0,1,0
ALT_USDT,2024-08-07,2024,RSI_MR,0.0807,0.05694213348123517,0,1,0
ALT_USDT,2024-12-01,2024,Donchian,0.16465,-1.0000000000000002,1,0,0
ALT_USDT,2024-12-03,2024,Donchian,0.1799,-0.9999999999999996,1,0,0
ALT_USDT,2025-02-04,2025,RSI_MR,0.05036,-0.4434337691870382,0,1,0
ALT_USDT,2025-02-05,2025,RSI_MR,0.04997,-0.35386682018806365,0,1,0
ALT_USDT,2025-02-06,2025,RSI_MR,0.04638,-0.16393894307599036,0,1,0
ALT_USDT,2025-02-07,2025,RSI_MR,0.04737,-0.16684598195812317,0,1,0
ALT_USDT,2025-04-06,2025,RSI_MR,0.02495,0.8105154334662531,0,1,0
ALT_USDT,2025-04-08,2025,RSI_MR,0.0237,0.9645536513180535,0,1,0
APT_USDT,2022-11-09,2022,RSI_MR,3.9626,0.2501183318730676,0,1,0
APT_USDT,2022-12-29,2022,RSI_MR,3.2093,5.944601698342093,0,1,0
APT_USDT,2023-01-12,2023,Donchian,6.4591,1.69230667913544,1,0,0
APT_USDT,2023-01-13,2023,Donchian,6.8115,1.259303516558552,1,0,0
APT_USDT,2023-01-14,2023,Donchian,7.7058,0.5671037124337064,1,0,0
APT_USDT,2023-01-20,2023,Donchian,10.9471,-1.0000000000000002,1,0,0
APT_USDT,2023-01-21,2023,Donchian,11.7565,-1.0000000000000002,1,0,0
APT_USDT,2023-01-25,2023,Donchian,18.38,-1.0,1,0,0
APT_USDT,2023-02-06,2023,ConsecDownDays,14.9482,-0.4858157734854818,0,0,1
APT_USDT,2023-04-14,2023,Donchian,12.6731,-0.9999999999999998,1,0,0
APT_USDT,2023-06-10,2023,RSI_MR,6.009,0.6048655659550604,0,1,0
APT_USDT,2023-10-25,2023,Donchian,6.9175,2.747704706202394,1,0,0
APT_USDT,2023-10-31,2023,Donchian,7.0489,5.060219176592158,1,0,0
APT_USDT,2023-12-07,2023,Donchian,7.9407,5.793199376847997,1,0,0
APT_USDT,2023-12-08,2023,Donchian,8.4938,-1.0000000000000002,1,0,0
APT_USDT,2023-12-12,2023,Donchian,9.1114,-1.0,1,0,0
APT_USDT,2023-12-17,2023,ConsecDownDays,8.0393,0.6803719406436688,0,0,1
APT_USDT,2023-12-18,2023,ConsecDownDays,7.881,0.41368324638604625,0,0,1
APT_USDT,2023-12-22,2023,Donchian,9.2589,-0.9999999999999997,1,0,0
APT_USDT,2023-12-25,2023,Donchian,10.408,-1.0000000000000002,1,0,0
APT_USDT,2023-12-26,2023,Donchian,10.7437,-0.9999999999999999,1,0,0
APT_USDT,2024-01-18,2024,ConsecDownDays,8.7189,0.03580343101184548,0,0,1
APT_USDT,2024-01-19,2024,ConsecDownDays,8.5855,0.09318524824890709,0,0,1
APT_USDT,2024-01-20,2024,ConsecDownDays,8.5718,0.29374878317866204,0,0,1
APT_USDT,2024-01-21,2024,ConsecDownDays,8.4456,0.37889908256880694,0,0,1
APT_USDT,2024-01-22,2024,ConsecDownDays,8.0498,0.6207410448160775,0,0,1
APT_USDT,2024-02-15,2024,Donchian,10.1589,-1.0000000000000007,1,0,0
APT_USDT,2024-02-28,2024,Donchian,12.3656,-0.9999999999999998,1,0,0
APT_USDT,2024-03-05,2024,Donchian,13.6598,-0.9999999999999998,1,0,0
APT_USDT,2024-03-15,2024,Donchian,15.1265,-1.0,1,0,0
APT_USDT,2024-03-25,2024,Donchian,17.3341,-0.9999999999999998,1,0,0
APT_USDT,2024-03-26,2024,Donchian,18.0702,-1.0000000000000002,1,0,0
APT_USDT,2024-04-13,2024,RSI_MR,8.7733,0.06458986415882954,0,1,0
APT_USDT,2024-07-05,2024,RSI_MR,5.54,0.9473684210526315,0,1,0
APT_USDT,2024-09-21,2024,Donchian,8.25,-1.0000000000000002,1,0,0
APT_USDT,2024-10-04,2024,Donchian,9.1,-0.9999999999999999,1,0,0
APT_USDT,2024-10-08,2024,Donchian,9.34,-1.0000000000000002,1,0,0
APT_USDT,2024-10-12,2024,Donchian,9.93,-0.9999999999999996,1,0,0
APT_USDT,2024-10-13,2024,Donchian,10.19,-1.0000000000000002,1,0,0
APT_USDT,2024-10-15,2024,Donchian,10.47,-1.0000000000000002,1,0,0
APT_USDT,2024-11-03,2024,ConsecDownDays,8.19,2.935483870967741,0,0,1
APT_USDT,2024-11-11,2024,Donchian,13.72,-1.0,1,0,0
APT_USDT,2024-12-03,2024,Donchian,14.51,-1.0000000000000004,1,0,0
APT_USDT,2025-10-02,2025,Donchian,5.227,-0.9999999999999993,1,0,0
APT_USDT,2025-10-03,2025,Donchian,5.373,-0.9999999999999993,1,0,0
APT_USDT,2025-11-29,2025,RSI_MR,2.04,-0.6363636363636366,0,1,0
APT_USDT,2025-11-30,2025,RSI_MR,1.986,-0.6248955722639933,0,1,0
APT_USDT,2025-12-01,2025,RSI_MR,1.869,-0.5083364208966286,0,1,0
APT_USDT,2025-12-05,2025,RSI_MR,1.749,-0.3596837944664036,0,1,0
APT_USDT,2025-12-07,2025,RSI_MR,1.709,0.10400516795865594,0,1,0
APT_USDT,2026-02-05,2026,RSI_MR,1.031,-0.07196520363780155,0,1,0
APT_USDT,2026-02-11,2026,RSI_MR,0.924,0.22708219427738258,0,1,0
APT_USDT,2026-02-12,2026,RSI_MR,0.924,0.22941970310391327,0,1,0
APT_USDT,2026-02-23,2026,RSI_MR,0.811,0.6583238528631022,0,1,0
ARB_USDT,2023-04-14,2023,Donchian,1.6985,-1.0,1,0,0
ARB_USDT,2023-08-17,2023,RSI_MR,0.9845,-0.6013071895424844,0,1,0
ARB_USDT,2023-09-11,2023,RSI_MR,0.7623,1.5382165605095541,0,1,0
ARB_USDT,2023-09-12,2023,RSI_MR,0.7833,1.1233723958333333,0,1,0
ARB_USDT,2023-11-01,2023,Donchian,1.0404,7.711343974655778,1,0,0
ARB_USDT,2023-11-03,2023,Donchian,1.0598,6.817035018669893,1,0,0
ARB_USDT,2023-11-04,2023,Donchian,1.0963,-0.9999999999999998,1,0,0
ARB_USDT,2023-11-06,2023,Donchian,1.1248,-1.0000000000000004,1,0,0
ARB_USDT,2023-11-09,2023,Donchian,1.2083,-0.9999999999999999,1,0,0
ARB_USDT,2023-12-07,2023,Donchian,1.1719,-0.9999999999999993,1,0,0
ARB_USDT,2023-12-12,2023,Donchian,1.2521,-0.9999999999999996,1,0,0
ARB_USDT,2023-12-22,2023,Donchian,1.4193,-0.9999999999999997,1,0,0
ARB_USDT,2023-12-27,2023,Donchian,1.5052,-0.9999999999999999,1,0,0
ARB_USDT,2024-01-01,2024,Donchian,1.7345,-1.0000000000000002,1,0,0
ARB_USDT,2024-01-02,2024,Donchian,1.7701,-1.0,1,0,0
ARB_USDT,2024-01-03,2024,Donchian,1.9137,-1.0000000000000002,1,0,0
ARB_USDT,2024-01-10,2024,Donchian,2.2281,-1.0,1,0,0
ARB_USDT,2024-01-21,2024,ConsecDownDays,1.8162,0.3395179993949781,0,0,1
ARB_USDT,2024-01-22,2024,ConsecDownDays,1.6888,0.618856184017339,0,0,1
ARB_USDT,2024-02-09,2024,Donchian,1.9812,-0.9999999999999998,1,0,0
ARB_USDT,2024-02-12,2024,Donchian,2.076,-1.0,1,0,0
ARB_USDT,2024-02-14,2024,Donchian,2.111,-1.0000000000000002,1,0,0
ARB_USDT,2024-03-18,2024,ConsecDownDays,1.6232,-0.2256677924470372,0,0,1
ARB_USDT,2024-04-13,2024,RSI_MR,1.0314,0.08634836720083668,0,1,0
ARB_USDT,2024-07-04,2024,RSI_MR,0.6793,0.48306349753128897,0,1,0
ARB_USDT,2024-07-05,2024,RSI_MR,0.6228,0.5277486910994765,0,1,0
ARB_USDT,2024-08-05,2024,RSI_MR,0.4818,0.6917562724014337,0,1,0
ARB_USDT,2024-11-21,2024,Donchian,0.7785,-0.9999999999999997,1,0,0
ARB_USDT,2024-11-23,2024,Donchian,0.8554,-1.0000000000000002,1,0,0
ARB_USDT,2024-11-27,2024,Donchian,0.9678,-0.9999999999999999,1,0,0
ARB_USDT,2024-12-02,2024,Donchian,1.0267,-1.0,1,0,0
ARB_USDT,2024-12-04,2024,Donchian,1.1357,-1.0000000000000002,1,0,0
ARB_USDT,2025-08-13,2025,Donchian,0.5712,-1.0000000000000002,1,0,0
ARB_USDT,2025-08-22,2025,Donchian,0.5867,-1.0,1,0,0
ARB_USDT,2025-08-23,2025,Donchian,0.6131,-0.9999999999999999,1,0,0
ARB_USDT,2026-01-31,2026,RSI_MR,0.1402,-0.9999999999999998,0,1,0
ARB_USDT,2026-02-01,2026,RSI_MR,0.1352,-1.0,0,1,0
ARB_USDT,2026-02-02,2026,RSI_MR,0.1372,-1.0,0,1,0
ARB_USDT,2026-02-03,2026,RSI_MR,0.1305,-1.0,0,1,0
ARB_USDT,2026-02-04,2026,RSI_MR,0.1283,-1.0000000000000002,0,1,0
ARB_USDT,2026-02-05,2026,RSI_MR,0.1077,-0.18326693227091637,0,1,0
ARB_USDT,2026-02-10,2026,RSI_MR,0.11,-0.19806763285024148,0,1,0
ARB_USDT,2026-02-11,2026,RSI_MR,0.1083,-0.1341546885694728,0,1,0
ARB_USDT,2026-02-23,2026,RSI_MR,0.0936,0.48005275304978534,0,1,0
ARB_USDT,2026-02-24,2026,RSI_MR,0.0921,0.8548548548548547,0,1,0
ARKM_USDT,2023-08-08,2023,RSI_MR,0.4213,-0.32669712793733674,0,1,0
ARKM_USDT,2023-08-09,2023,RSI_MR,0.4233,0.09662705557556124,0,1,0
ARKM_USDT,2023-08-10,2023,RSI_MR,0.4127,0.28119293974437004,0,1,0
ARKM_USDT,2023-08-11,2023,RSI_MR,0.4218,-0.14802981895633677,0,1,0
ARKM_USDT,2023-08-12,2023,RSI_MR,0.4357,-0.9999999999999997,0,1,0
ARKM_USDT,2023-08-13,2023,RSI_MR,0.426,-1.0000000000000002,0,1,0
ARKM_USDT,2023-08-14,2023,RSI_MR,0.4288,-1.0,0,1,0
ARKM_USDT,2023-08-15,2023,RSI_MR,0.3669,0.12102045119122898,0,1,0
ARKM_USDT,2023-08-16,2023,RSI_MR,0.3782,0.023024594453166253,0,1,0
ARKM_USDT,2023-08-17,2023,RSI_MR,0.3691,0.14967105263157898,0,1,0
ARKM_USDT,2023-11-15,2023,Donchian,0.5339,-1.0000000000000002,1,0,0
ARKM_USDT,2023-12-20,2023,Donchian,0.748,-0.9999999999999997,1,0,0
ARKM_USDT,2024-02-09,2024,Donchian,0.5959,24.31679229480737,1,0,0
ARKM_USDT,2024-02-13,2024,Donchian,0.6476,22.45552884615385,1,0,0
