symbol,side,filter_mode,don_n,don_exit_n,atr_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,net_r,exit_reason,timeframe
APT/USDT,LONG,ema200_price,10,5,2.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,13.571085714285715,3.763014285714285,-0.6997050237081973,donchian_exit,1d
APT/USDT,LONG,ema200_price,10,5,3.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,11.689578571428571,5.644521428571428,-0.4664700158054648,donchian_exit,1d
APT/USDT,LONG,ema50_slope,15,7,2.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,13.571085714285715,3.763014285714285,-0.6997050237081973,donchian_exit,1d
APT/USDT,LONG,ema50_slope,15,7,3.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,11.689578571428571,5.644521428571428,-0.4664700158054648,donchian_exit,1d
APT/USDT,LONG,ema200_price,15,7,2.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,13.571085714285715,3.763014285714285,-0.6997050237081973,donchian_exit,1d
APT/USDT,LONG,ema200_price,15,7,3.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,11.689578571428571,5.644521428571428,-0.4664700158054648,donchian_exit,1d
APT/USDT,LONG,ema50_slope,20,10,2.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,13.571085714285715,3.763014285714285,-0.6997050237081973,donchian_exit,1d
APT/USDT,LONG,ema50_slope,20,10,3.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,11.689578571428571,5.644521428571428,-0.4664700158054648,donchian_exit,1d
APT/USDT,LONG,ema200_price,20,10,2.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,13.571085714285715,3.763014285714285,-0.6997050237081973,donchian_exit,1d
APT/USDT,LONG,ema200_price,20,10,3.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,11.689578571428571,5.644521428571428,-0.4664700158054648,donchian_exit,1d
APT/USDT,LONG,ema50_slope,25,12,2.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,13.571085714285715,3.763014285714285,-0.6997050237081973,donchian_exit,1d
APT/USDT,LONG,ema50_slope,25,12,3.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,11.689578571428571,5.644521428571428,-0.4664700158054648,donchian_exit,1d
APT/USDT,LONG,ema200_price,25,12,2.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,13.571085714285715,3.763014285714285,-0.6997050237081973,donchian_exit,1d
APT/USDT,LONG,ema200_price,25,12,3.0,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,11.689578571428571,5.644521428571428,-0.4664700158054648,donchian_exit,1d
APT/USDT,LONG,ema50_slope,30,15,2.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.571085714285715,13.571085714285715,3.763014285714285,-0.9999999999999998,initial_stop,1d
APT/USDT,LONG,ema50_slope,30,15,3.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.1468,11.689578571428571,5.644521428571428,-0.7418343703692454,donchian_exit,1d
APT/USDT,LONG,ema200_price,30,15,2.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.571085714285715,13.571085714285715,3.763014285714285,-0.9999999999999998,initial_stop,1d
APT/USDT,LONG,ema200_price,30,15,3.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.1468,11.689578571428571,5.644521428571428,-0.7418343703692454,donchian_exit,1d
APT/USDT,LONG,ema50_slope,40,20,2.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.571085714285715,13.571085714285715,3.763014285714285,-0.9999999999999998,initial_stop,1d
APT/USDT,LONG,ema50_slope,40,20,3.0,2024-03-25 00:00:00+00:00,2024-04-10 00:00:00+00:00,17.3341,11.689578571428571,11.689578571428571,5.644521428571428,-1.0,initial_stop,1d
APT/USDT,LONG,ema200_price,40,20,2.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.571085714285715,13.571085714285715,3.763014285714285,-0.9999999999999998,initial_stop,1d
APT/USDT,LONG,ema200_price,40,20,3.0,2024-03-25 00:00:00+00:00,2024-04-10 00:00:00+00:00,17.3341,11.689578571428571,11.689578571428571,5.644521428571428,-1.0,initial_stop,1d
APT/USDT,LONG,ema50_slope,55,27,2.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.571085714285715,13.571085714285715,3.763014285714285,-0.9999999999999998,initial_stop,1d
APT/USDT,LONG,ema50_slope,55,27,3.0,2024-03-25 00:00:00+00:00,2024-04-10 00:00:00+00:00,17.3341,11.689578571428571,11.689578571428571,5.644521428571428,-1.0,initial_stop,1d
APT/USDT,LONG,ema200_price,55,27,2.0,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,17.3341,13.571085714285715,13.571085714285715,3.763014285714285,-0.9999999999999998,initial_stop,1d
APT/USDT,LONG,ema200_price,55,27,3.0,2024-03-25 00:00:00+00:00,2024-04-10 00:00:00+00:00,17.3341,11.689578571428571,11.689578571428571,5.644521428571428,-1.0,initial_stop,1d
ICP/USDT,LONG,ema50_slope,10,5,2.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,14.551857142857143,3.1031428571428576,-0.5127060123377224,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,10,5,3.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,13.000285714285715,4.654714285714286,-0.3418040082251483,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,15,7,2.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,14.551857142857143,3.1031428571428576,-0.5127060123377224,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,15,7,3.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,13.000285714285715,4.654714285714286,-0.3418040082251483,donchian_exit,1d
ICP/USDT,LONG,ema200_price,15,7,2.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,14.551857142857143,3.1031428571428576,-0.5127060123377224,donchian_exit,1d
ICP/USDT,LONG,ema200_price,15,7,3.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,13.000285714285715,4.654714285714286,-0.3418040082251483,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,20,10,2.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,14.551857142857143,3.1031428571428576,-0.5127060123377224,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,20,10,3.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,13.000285714285715,4.654714285714286,-0.3418040082251483,donchian_exit,1d
ICP/USDT,LONG,ema200_price,20,10,2.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,14.551857142857143,3.1031428571428576,-0.5127060123377224,donchian_exit,1d
ICP/USDT,LONG,ema200_price,20,10,3.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,13.000285714285715,4.654714285714286,-0.3418040082251483,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,25,12,2.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,14.551857142857143,3.1031428571428576,-0.5127060123377224,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,25,12,3.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,13.000285714285715,4.654714285714286,-0.3418040082251483,donchian_exit,1d
ICP/USDT,LONG,ema200_price,25,12,2.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,14.551857142857143,3.1031428571428576,-0.5127060123377224,donchian_exit,1d
ICP/USDT,LONG,ema200_price,25,12,3.0,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,13.000285714285715,4.654714285714286,-0.3418040082251483,donchian_exit,1d
ICP/USDT,LONG,ema50_slope,30,15,2.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,14.551857142857143,14.551857142857143,3.1031428571428576,-1.0000000000000002,initial_stop,1d
ICP/USDT,LONG,ema50_slope,30,15,3.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,13.000285714285715,13.000285714285715,4.654714285714286,-1.0,initial_stop,1d
ICP/USDT,LONG,ema200_price,30,15,2.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,14.551857142857143,14.551857142857143,3.1031428571428576,-1.0000000000000002,initial_stop,1d
ICP/USDT,LONG,ema200_price,30,15,3.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,13.000285714285715,13.000285714285715,4.654714285714286,-1.0,initial_stop,1d
ICP/USDT,LONG,ema50_slope,40,20,2.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,14.551857142857143,14.551857142857143,3.1031428571428576,-1.0000000000000002,initial_stop,1d
ICP/USDT,LONG,ema50_slope,40,20,3.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,13.000285714285715,13.000285714285715,4.654714285714286,-1.0,initial_stop,1d
ICP/USDT,LONG,ema200_price,40,20,2.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,14.551857142857143,14.551857142857143,3.1031428571428576,-1.0000000000000002,initial_stop,1d
ICP/USDT,LONG,ema200_price,40,20,3.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,13.000285714285715,13.000285714285715,4.654714285714286,-1.0,initial_stop,1d
ICP/USDT,LONG,ema50_slope,55,27,2.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,14.551857142857143,14.551857142857143,3.1031428571428576,-1.0000000000000002,initial_stop,1d
ICP/USDT,LONG,ema50_slope,55,27,3.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,13.000285714285715,13.000285714285715,4.654714285714286,-1.0,initial_stop,1d
ICP/USDT,LONG,ema200_price,55,27,2.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,14.551857142857143,14.551857142857143,3.1031428571428576,-1.0000000000000002,initial_stop,1d
ICP/USDT,LONG,ema200_price,55,27,3.0,2024-03-25 00:00:00+00:00,2024-04-12 00:00:00+00:00,17.655,13.000285714285715,13.000285714285715,4.654714285714286,-1.0,initial_stop,1d
PENDLE/USDT,LONG,ema50_slope,20,10,2.0,2024-03-25 00:00:00+00:00,2024-04-26 00:00:00+00:00,4.0049,5.381,3.158728571428572,0.8461714285714284,1.62626620745543,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,20,10,3.0,2024-03-25 00:00:00+00:00,2024-04-26 00:00:00+00:00,4.0049,5.381,2.7356428571428575,1.2692571428571426,1.0841774716369532,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,20,10,2.0,2024-03-25 00:00:00+00:00,2024-04-26 00:00:00+00:00,4.0049,5.381,3.158728571428572,0.8461714285714284,1.62626620745543,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,20,10,3.0,2024-03-25 00:00:00+00:00,2024-04-26 00:00:00+00:00,4.0049,5.381,2.7356428571428575,1.2692571428571426,1.0841774716369532,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,25,12,2.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,3.158728571428572,0.8461714285714284,1.0081881415451104,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,25,12,3.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,2.7356428571428575,1.2692571428571426,0.6721254276967402,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,25,12,2.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,3.158728571428572,0.8461714285714284,1.0081881415451104,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,25,12,3.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,2.7356428571428575,1.2692571428571426,0.6721254276967402,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,30,15,2.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,3.158728571428572,0.8461714285714284,1.0081881415451104,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,30,15,3.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,2.7356428571428575,1.2692571428571426,0.6721254276967402,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,30,15,2.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,3.158728571428572,0.8461714285714284,1.0081881415451104,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,30,15,3.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,2.7356428571428575,1.2692571428571426,0.6721254276967402,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,40,20,2.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,3.158728571428572,0.8461714285714284,1.0081881415451104,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,40,20,3.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,2.7356428571428575,1.2692571428571426,0.6721254276967402,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,40,20,2.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,3.158728571428572,0.8461714285714284,1.0081881415451104,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,40,20,3.0,2024-03-25 00:00:00+00:00,2024-04-29 00:00:00+00:00,4.0049,4.858,2.7356428571428575,1.2692571428571426,0.6721254276967402,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,55,27,2.0,2024-03-25 00:00:00+00:00,2024-04-30 00:00:00+00:00,4.0049,4.226,3.158728571428572,0.8461714285714284,0.261294570502431,donchian_exit,1d
PENDLE/USDT,LONG,ema50_slope,55,27,3.0,2024-03-25 00:00:00+00:00,2024-04-30 00:00:00+00:00,4.0049,4.226,2.7356428571428575,1.2692571428571426,0.174196380334954,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,55,27,2.0,2024-03-25 00:00:00+00:00,2024-04-30 00:00:00+00:00,4.0049,4.226,3.158728571428572,0.8461714285714284,0.261294570502431,donchian_exit,1d
PENDLE/USDT,LONG,ema200_price,55,27,3.0,2024-03-25 00:00:00+00:00,2024-04-30 00:00:00+00:00,4.0049,4.226,2.7356428571428575,1.2692571428571426,0.174196380334954,donchian_exit,1d
AAVE/USDT,LONG,ema50_slope,10,5,2.0,2024-03-26 00:00:00+00:00,2024-04-02 00:00:00+00:00,130.82,115.49,106.09428571428572,24.725714285714282,-0.6200023110700255,donchian_exit,1d
AAVE/USDT,LONG,ema50_slope,10,5,3.0,2024-03-26 00:00:00+00:00,2024-04-02 00:00:00+00:00,130.82,115.49,93.73142857142857,37.08857142857143,-0.41333487404668356,donchian_exit,1d
AAVE/USDT,LONG,ema200_price,10,5,2.0,2024-03-26 00:00:00+00:00,2024-04-02 00:00:00+00:00,130.82,115.49,106.09428571428572,24.725714285714282,-0.6200023110700255,donchian_exit,1d
AAVE/USDT,LONG,ema200_price,10,5,3.0,2024-03-26 00:00:00+00:00,2024-04-02 00:00:00+00:00,130.82,115.49,93.73142857142857,37.08857142857143,-0.41333487404668356,donchian_exit,1d
LINK/USDT,LONG,ema200_price,10,5,2.0,2024-03-26 00:00:00+00:00,2024-04-01 00:00:00+00:00,20.007,18.358,17.06442857142857,2.942571428571429,-0.5603942130303915,donchian_exit,1d
LINK/USDT,LONG,ema200_price,10,5,3.0,2024-03-26 00:00:00+00:00,2024-04-01 00:00:00+00:00,20.007,18.358,15.593142857142858,4.413857142857143,-0.37359614202026104,donchian_exit,1d
LTC/USDT,LONG,ema50_slope,10,5,2.0,2024-03-26 00:00:00+00:00,2024-04-12 00:00:00+00:00,95.77,81.6442857142857,81.6442857142857,14.12571428571429,-1.0000000000000004,initial_stop,1d
LTC/USDT,LONG,ema50_slope,10,5,3.0,2024-03-26 00:00:00+00:00,2024-04-12 00:00:00+00:00,95.77,86.08,74.58142857142856,21.188571428571436,-0.45732200647249166,donchian_exit,1d
LTC/USDT,LONG,ema200_price,10,5,2.0,2024-03-26 00:00:00+00:00,2024-04-12 00:00:00+00:00,95.77,81.6442857142857,81.6442857142857,14.12571428571429,-1.0000000000000004,initial_stop,1d
LTC/USDT,LONG,ema200_price,10,5,3.0,2024-03-26 00:00:00+00:00,2024-04-12 00:00:00+00:00,95.77,86.08,74.58142857142856,21.188571428571436,-0.45732200647249166,donchian_exit,1d
ATOM/USDT,LONG,ema50_slope,10,5,2.0,2024-03-27 00:00:00+00:00,2024-04-01 00:00:00+00:00,12.629,11.63,10.738,1.8909999999999993,-0.528291909042834,donchian_exit,1d
ATOM/USDT,LONG,ema50_slope,10,5,3.0,2024-03-27 00:00:00+00:00,2024-04-01 00:00:00+00:00,12.629,11.63,9.7925,2.836499999999999,-0.352194606028556,donchian_exit,1d
ATOM/USDT,LONG,ema200_price,10,5,2.0,2024-03-27 00:00:00+00:00,2024-04-01 00:00:00+00:00,12.629,11.63,10.738,1.8909999999999993,-0.528291909042834,donchian_exit,1d
ATOM/USDT,LONG,ema200_price,10,5,3.0,2024-03-27 00:00:00+00:00,2024-04-01 00:00:00+00:00,12.629,11.63,9.7925,2.836499999999999,-0.352194606028556,donchian_exit,1d
BCH/USDT,LONG,ema50_slope,25,12,2.0,2024-03-27 00:00:00+00:00,2024-04-12 00:00:00+00:00,539.1,533.2,442.5857142857143,96.51428571428572,-0.0611308466548251,donchian_exit,1d
BCH/USDT,LONG,ema50_slope,25,12,3.0,2024-03-27 00:00:00+00:00,2024-04-12 00:00:00+00:00,539.1,533.2,394.3285714285714,144.77142857142857,-0.040753897769883404,donchian_exit,1d
BCH/USDT,LONG,ema200_price,25,12,2.0,2024-03-27 00:00:00+00:00,2024-04-12 00:00:00+00:00,539.1,533.2,442.5857142857143,96.51428571428572,-0.0611308466548251,donchian_exit,1d
BCH/USDT,LONG,ema200_price,25,12,3.0,2024-03-27 00:00:00+00:00,2024-04-12 00:00:00+00:00,539.1,533.2,394.3285714285714,144.77142857142857,-0.040753897769883404,donchian_exit,1d
BCH/USDT,LONG,ema50_slope,30,15,2.0,2024-03-27 00:00:00+00:00,2024-04-13 00:00:00+00:00,539.1,479.6,442.5857142857143,96.51428571428572,-0.6164890467732386,donchian_exit,1d
BCH/USDT,LONG,ema50_slope,30,15,3.0,2024-03-27 00:00:00+00:00,2024-04-13 00:00:00+00:00,539.1,479.6,394.3285714285714,144.77142857142857,-0.41099269784882575,donchian_exit,1d
BCH/USDT,LONG,ema200_price,30,15,2.0,2024-03-27 00:00:00+00:00,2024-04-13 00:00:00+00:00,539.1,479.6,442.5857142857143,96.51428571428572,-0.6164890467732386,donchian_exit,1d
BCH/USDT,LONG,ema200_price,30,15,3.0,2024-03-27 00:00:00+00:00,2024-04-13 00:00:00+00:00,539.1,479.6,394.3285714285714,144.77142857142857,-0.41099269784882575,donchian_exit,1d
BCH/USDT,LONG,ema50_slope,40,20,2.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,442.5857142857143,442.5857142857143,96.51428571428572,-1.0000000000000002,initial_stop,1d
BCH/USDT,LONG,ema50_slope,40,20,3.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,434.1,394.3285714285714,144.77142857142857,-0.7252812314979278,donchian_exit,1d
BCH/USDT,LONG,ema200_price,40,20,2.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,442.5857142857143,442.5857142857143,96.51428571428572,-1.0000000000000002,initial_stop,1d
BCH/USDT,LONG,ema200_price,40,20,3.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,434.1,394.3285714285714,144.77142857142857,-0.7252812314979278,donchian_exit,1d
BCH/USDT,LONG,ema50_slope,55,27,2.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,442.5857142857143,442.5857142857143,96.51428571428572,-1.0000000000000002,initial_stop,1d
BCH/USDT,LONG,ema50_slope,55,27,3.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,434.1,394.3285714285714,144.77142857142857,-0.7252812314979278,donchian_exit,1d
BCH/USDT,LONG,ema200_price,55,27,2.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,442.5857142857143,442.5857142857143,96.51428571428572,-1.0000000000000002,initial_stop,1d
BCH/USDT,LONG,ema200_price,55,27,3.0,2024-03-27 00:00:00+00:00,2024-04-30 00:00:00+00:00,539.1,434.1,394.3285714285714,144.77142857142857,-0.7252812314979278,donchian_exit,1d
DOGE/USDT,LONG,ema50_slope,10,5,2.0,2024-03-27 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.19047,0.18248,0.1486957142857143,0.04177428571428571,-0.1912659872785719,donchian_exit,1d
DOGE/USDT,LONG,ema50_slope,10,5,3.0,2024-03-27 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.19047,0.18248,0.12780857142857144,0.06266142857142856,-0.12751065818571458,donchian_exit,1d
DOGE/USDT,LONG,ema200_price,10,5,2.0,2024-03-27 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.19047,0.18248,0.1486957142857143,0.04177428571428571,-0.1912659872785719,donchian_exit,1d
DOGE/USDT,LONG,ema200_price,10,5,3.0,2024-03-27 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.19047,0.18248,0.12780857142857144,0.06266142857142856,-0.12751065818571458,donchian_exit,1d
