symbol,entry_time,exit_time,net_r,risk_pct,risk_amount,pnl_usdt,equity,peak_equity,dd_pct
ETH/USDT,2020-12-16 00:00:00+00:00,2020-12-23 00:00:00+00:00,-0.9999999999999998,0.0075,75.0,-74.99999999999999,9925.0,10000.0,-0.75
FET/USDT,2020-12-18 00:00:00+00:00,2020-12-23 00:00:00+00:00,-1.0,0.0075,75.0,-75.0,9850.0,10000.0,-1.5
CELR/USDT,2021-01-06 00:00:00+00:00,2021-01-11 00:00:00+00:00,-0.9999999999999996,0.0075,73.875,-73.87499999999997,9776.125,10000.0,-2.23875
BTC/USDT,2020-12-16 00:00:00+00:00,2021-01-22 00:00:00+00:00,4.461423917746947,0.0075,75.0,334.60679383102104,10110.73179383102,10110.73179383102,0.0
ETC/USDT,2021-01-04 00:00:00+00:00,2021-02-22 00:00:00+00:00,4.47519519359004,0.0075,73.875,330.60504492646425,10441.336838757485,10441.336838757485,0.0
ETH/USDT,2020-12-27 00:00:00+00:00,2021-02-23 00:00:00+00:00,8.250409152535905,0.0075,73.875,609.49897614359,11050.835814901075,11050.835814901075,0.0
ZRX/USDT,2021-01-05 00:00:00+00:00,2021-02-28 00:00:00+00:00,9.981313269635123,0.0075,73.875,737.3695177942948,11788.20533269537,11788.20533269537,0.0
ARDR/USDT,2021-03-14 00:00:00+00:00,2021-04-16 00:00:00+00:00,3.039693518540024,0.0075,88.41153999521528,268.743985087598,12056.949317782968,12056.949317782968,0.0
FET/USDT,2021-01-15 00:00:00+00:00,2021-04-20 00:00:00+00:00,15.918110996773388,0.0075,73.3209375,1167.1308215124843,13224.080139295453,13224.080139295453,0.0
SC/USDT,2021-01-28 00:00:00+00:00,2021-04-22 00:00:00+00:00,24.888734839670704,0.0075,75.83048845373266,1887.324919887663,15111.405059183116,15111.405059183116,0.0
JST/USDT,2021-03-14 00:00:00+00:00,2021-04-22 00:00:00+00:00,2.758605371053245,0.0075,88.41153999521528,243.89254909388967,15355.297608277006,15355.297608277006,0.0
