block_size,p05_return_pct,p50_return_pct,p95_return_pct,p05_max_dd_pct,prob_positive,kill_pct
1,264.06374292631966,838.2788948936959,2995.375984719662,-13.987622542998405,1.0,0.0
5,175.16060220838432,820.1691836571973,4026.2195657366547,-21.892301300687457,0.9998,0.04
10,107.81388267947328,601.9655422566615,3465.634213164397,-25.115125061144727,0.9976,0.32
20,68.88307235442821,381.3790771675851,2026.7000376483284,-25.503255612761606,0.9958,0.4
50,83.93475618813325,277.13249490351143,984.9071742398099,-21.37784764822976,0.9998,0.0
