date,equity,dd_pct
2021-01-01,30000.0,0.0
2021-01-02,30000.0,0.0
2021-01-03,30000.0,0.0
2021-01-04,30000.0,0.0
2021-01-05,30000.0,0.0
2021-01-06,30000.0,0.0
2021-01-07,30000.0,0.0
2021-01-08,30000.0,0.0
2021-01-09,30000.0,0.0
2021-01-10,30000.0,0.0
2021-01-11,30000.0,0.0
2021-01-12,30000.0,0.0
2021-01-13,30000.0,0.0
2021-01-14,30000.0,0.0
2021-01-15,30000.0,0.0
2021-01-16,30000.0,0.0
2021-01-17,30000.0,0.0
2021-01-18,30000.0,0.0
2021-01-19,30000.0,0.0
2021-01-20,30000.0,0.0
2021-01-21,30000.0,0.0
2021-01-22,30000.0,0.0
2021-01-23,30000.0,0.0
2021-01-24,30000.0,0.0
2021-01-25,30000.0,0.0
2021-01-26,30000.0,0.0
2021-01-27,30000.0,0.0
2021-01-28,30000.0,0.0
2021-01-29,30000.0,0.0
2021-01-30,29905.5,-0.315
2021-01-31,29905.5,-0.315
2021-02-01,29905.5,-0.315
2021-02-02,29811.3308,-0.6289
2021-02-03,29811.3308,-0.6289
2021-02-04,29811.3308,-0.6289
2021-02-05,29811.3308,-0.6289
2021-02-06,29811.3308,-0.6289
2021-02-07,29811.3308,-0.6289
2021-02-08,29811.3308,-0.6289
2021-02-09,29811.3308,-0.6289
2021-02-10,29811.3308,-0.6289
2021-02-11,29811.3308,-0.6289
2021-02-12,29811.3308,-0.6289
2021-02-13,29811.3308,-0.6289
2021-02-14,29811.3308,-0.6289
2021-02-15,29811.3308,-0.6289
2021-02-16,29811.3308,-0.6289
2021-02-17,29825.1467,-0.5828
2021-02-18,29825.1467,-0.5828
2021-02-19,29825.1467,-0.5828
2021-02-20,29825.1467,-0.5828
2021-02-21,29825.1467,-0.5828
2021-02-22,29825.1467,-0.5828
2021-02-23,29825.1467,-0.5828
2021-02-24,29825.1467,-0.5828
2021-02-25,29825.1467,-0.5828
2021-02-26,29825.1467,-0.5828
2021-02-27,29825.1467,-0.5828
2021-02-28,29825.1467,-0.5828
2021-03-01,29825.1467,-0.5828
2021-03-02,29825.1467,-0.5828
2021-03-03,29825.1467,-0.5828
