timeframe,symbol,trades,total_r,avg_r,median_r,pf,max_dd_r,win_rate_pct,best_r,worst_r,max_losing_streak,avg_bars_held,trail_activation_rate_pct,avg_mfe_r
1d,ETH/USDT,11,3.8621497023777858,0.3511045183979805,-1.0,1.5517356717682549,-2.0,36.36363636363637,4.279404454938024,-1.0,2,42.18181818181818,36.36363636363637,2.1425406455959406
1d,ICP/USDT,12,-2.725922671272267,-0.22716022260602223,-1.0,0.7274077328727733,-7.0,16.666666666666664,3.7159199617346936,-1.0,7,45.75,16.666666666666664,1.5623676142008627
1d,LINK/USDT,7,0.04463441565771786,0.0063763450939596945,-1.0,1.0089268831315434,-3.0,28.57142857142857,3.7240143369175596,-1.0,3,49.42857142857143,28.57142857142857,2.537955018539706
1d,LTC/USDT,13,-5.667604675727894,-0.43596959044060724,-1.0,0.4847632112974642,-10.0,15.384615384615385,2.9059207753898,-1.0,10,35.23076923076923,15.384615384615385,1.464770222203159
1d,NEAR/USDT,6,-2.2900895241086863,-0.3816815873514477,-1.0,0.5419820951782628,-5.0,16.666666666666664,2.7099104758913137,-1.0,5,23.0,16.666666666666664,1.4539156026812796
1d,SOL/USDT,13,-3.6216213451311985,-0.2785862573177845,-1.0,0.6707616958971637,-4.29564157269125,15.384615384615385,3.70435842730875,-1.0,5,35.15384615384615,15.384615384615385,1.6166847552101227
1d,SUI/USDT,12,-2.650707276216325,-0.22089227301802708,-1.0,0.7349292723783675,-9.0,16.666666666666664,4.608994849937846,-1.0,9,26.416666666666668,16.666666666666664,1.8216115534885893
1d,TRX/USDT,10,18.449887269975576,1.8449887269975576,0.24595842956120473,4.689977453995114,-3.0,50.0,10.237726098191214,-1.0,3,39.7,50.0,4.240540304134562
1d,UNI/USDT,8,-3.489722297849169,-0.4362152872311461,-1.0,0.5014682431644044,-5.0,12.5,3.510277702150831,-1.0,6,48.875,12.5,1.8918167304526978
1d,XRP/USDT,12,5.764581790173249,0.4803818158477708,-1.0,1.6405090877970276,-4.0,25.0,10.035518501598899,-1.0,5,14.5,25.0,3.1148637473252
4h,0G/USDT,17,-9.20046948356808,-0.5412040872687106,-1.0,0.38663536776212803,-10.0,11.76470588235294,3.4773082942097018,-1.0,10,23.294117647058822,11.76470588235294,1.0721130395449907
4h,1000CAT/USDT,8,-1.8999999999999906,-0.23749999999999882,-1.0,0.7285714285714299,-4.0,12.5,5.100000000000009,-1.0,4,84.5,12.5,2.223345063405587
4h,1000CHEEMS/USDT,24,-14.842745924343145,-0.618447746847631,-1.0,0.3253297307116752,-16.48677884615384,8.333333333333332,4.513221153846159,-1.0,14,13.208333333333334,8.333333333333332,1.0973817261865795
4h,1000SATS/USDT,16,-6.615720595824747,-0.4134825372390467,-1.0,0.49109841570578866,-8.301687229779606,18.75,3.68596663395486,-1.0,8,22.9375,18.75,1.7835825627234638
4h,1INCH/USDT,19,-15.53363914373089,-0.8175599549332047,-1.0,0.13702004757050615,-14.53363914373089,5.263157894736842,2.4663608562691106,-1.0,12,28.736842105263158,5.263157894736842,0.9729296272293914
4h,1MBABYDOGE/USDT,11,2.538117339276061,0.23073793993418737,-1.0,1.3172646674095077,-4.0,27.27272727272727,5.279369627507156,-1.0,4,55.54545454545455,27.27272727272727,1.8994778078298566
4h,2Z/USDT,18,-3.198909561534931,-0.17771719786305173,-1.0,0.7715064598903622,-7.243340628250519,22.22222222222222,3.778981086028063,-1.0,6,35.333333333333336,22.22222222222222,1.6715909957868837
4h,A/USDT,10,4.5555844446643565,0.4555584444664357,-1.0,1.7592640741107262,-2.0,40.0,4.53928571428571,-1.0,2,59.7,40.0,2.5446818133216764
4h,AAVE/USDT,18,-14.792004525740145,-0.8217780292077859,-1.0,0.12988208672116794,-13.792004525740145,5.555555555555555,2.207995474259855,-1.0,12,26.77777777777778,5.555555555555555,1.1197597102852173
4h,ACE/USDT,9,4.906637717121585,0.545181968569065,-1.0,1.8177729528535973,-3.0,33.33333333333333,4.221153846153846,-1.0,3,57.888888888888886,33.33333333333333,2.961474670496179
4h,ACH/USDT,12,0.14585745715607779,0.012154788096339816,-1.0,1.016206384128453,-4.0,25.0,3.9999999999999964,-1.0,4,54.833333333333336,25.0,2.3160325337685594
4h,ACM/USDT,13,-8.576190476190478,-0.6597069597069598,-1.0,0.2853174603174602,-9.0,7.6923076923076925,3.4238095238095223,-1.0,9,40.46153846153846,7.6923076923076925,1.350347761559251
4h,ACT/USDT,11,-5.41129032258064,-0.49193548387096725,-1.0,0.45887096774193603,-7.0,9.090909090909092,4.58870967741936,-1.0,7,58.36363636363637,9.090909090909092,1.7800696071146198
4h,ACX/USDT,12,-6.444444444444443,-0.5370370370370369,-1.0,0.4141414141414143,-6.0,8.333333333333332,4.555555555555557,-1.0,6,39.166666666666664,8.333333333333332,1.564922978469163
4h,ADA/USDT,22,-15.631935301170257,-0.7105425136895571,-1.0,0.21840323494148722,-16.879017013232513,9.090909090909092,2.2470817120622564,-1.0,14,20.181818181818183,9.090909090909092,1.1258641291509048
4h,ADX/USDT,7,-3.058441558441559,-0.4369202226345084,-1.0,0.4902597402597402,-5.0,14.285714285714285,2.941558441558441,-1.0,5,104.42857142857143,14.285714285714285,1.8126540407451228
4h,AEVO/USDT,11,8.859630182615653,0.8054209256923321,-1.0,2.4766050304359424,-3.0,45.45454545454545,4.449438202247184,-1.0,3,52.18181818181818,45.45454545454545,2.964428258770025
4h,AGLD/USDT,23,-12.359980834439032,-0.5373904710625667,-1.0,0.41142948407433183,-16.0,8.695652173913043,4.407563025210078,-1.0,16,16.608695652173914,8.695652173913043,1.3375249733289385
4h,AI/USDT,18,-7.700851942687493,-0.42782510792708295,-1.0,0.5186967535820317,-10.0,11.11111111111111,4.200787401574806,-1.0,10,16.944444444444443,11.11111111111111,1.4129831419943608
4h,AIXBT/USDT,16,-5.969486003442599,-0.37309287521516243,-1.0,0.540808768965954,-8.81294964028777,18.75,4.156682027649771,-1.0,8,37.25,18.75,1.6422171840274324
4h,ALCX/USDT,17,-0.7463695017346703,-0.04390408833733355,-1.0,0.9425869614050254,-5.0,23.52941176470588,5.482062780269058,-1.0,6,17.823529411764707,23.52941176470588,1.6041943739588733
4h,ALGO/USDT,17,-9.463358646604727,-0.556668155682631,-1.0,0.3691094235596849,-9.0,11.76470588235294,3.138743455497377,-1.0,9,42.64705882352941,11.76470588235294,1.293824503670144
4h,ALICE/USDT,15,5.2048726030995525,0.3469915068733035,-1.0,1.4003748156230424,-6.0,13.333333333333334,14.550617283950626,-1.0,6,25.2,13.333333333333334,2.7582664167916673
4h,ALLO/USDT,16,-1.7506749605823053,-0.10941718503639408,-1.0,0.8653326953398227,-9.0,18.75,4.67883755588674,-1.0,9,27.3125,18.75,1.7162668675938169
4h,ALPINE/USDT,15,-8.606192129629644,-0.5737461419753096,-1.0,0.33798522079771975,-7.606192129629644,13.333333333333334,2.690104166666659,-1.0,6,34.2,13.333333333333334,1.3230462656731379
4h,ALT/USDT,11,0.7775685109968835,0.07068804645426213,-1.0,1.0971960638746105,-4.0,27.27272727272727,3.6434511434511463,-1.0,5,57.90909090909091,27.27272727272727,2.1485465579407435
4h,AMP/USDT,13,-1.5072118894951423,-0.11593937611501094,-1.0,0.8629807373186235,-5.0,15.384615384615385,5.470379146919428,-1.0,5,37.46153846153846,15.384615384615385,1.6337879851644403
4h,ANIME/USDT,22,-22.0,-1.0,-1.0,0.0,-21.0,0.0,-1.0,-1.0,22,16.863636363636363,0.0,1.0358281742826585
4h,ANKR/USDT,13,-4.901054720133668,-0.3770042092410514,-1.0,0.5544495708969394,-7.0,15.384615384615385,3.522556390977442,-1.0,7,41.61538461538461,15.384615384615385,1.23781748621932
4h,APE/USDT,11,-5.759375000000007,-0.5235795454545461,-1.0,0.42406249999999934,-5.0,9.090909090909092,4.240624999999993,-1.0,5,54.63636363636363,9.090909090909092,1.5454035040048704
4h,API3/USDT,20,-8.389147938271675,-0.41945739691358375,-1.0,0.5339362256515736,-9.0,10.0,6.182103610675039,-1.0,9,19.35,10.0,1.2519053203770816
4h,APT/USDT,14,-5.620052243950221,-0.4014323031393015,-1.0,0.5316623130041482,-9.0,14.285714285714285,3.391575663026517,-1.0,9,35.785714285714285,14.285714285714285,1.4568178649177317
4h,AR/USDT,14,3.235620054585583,0.23111571818468452,-1.0,1.3235620054585584,-3.0,28.57142857142857,7.074712643678172,-1.0,4,34.5,28.57142857142857,2.1194119060237795
4h,ARB/USDT,12,3.0023371859538255,0.2501947654961521,-1.0,1.3335930206615363,-4.0,25.0,4.9620582120582135,-1.0,4,51.916666666666664,25.0,2.1723008635425964
4h,ARDR/USDT,13,-3.4492149558139844,-0.2653242273703065,-1.0,0.6550785044186016,-7.0,23.076923076923077,2.8634767339771643,-1.0,7,34.61538461538461,23.076923076923077,1.7761812108342134
4h,ARK/USDT,12,-5.116085052414641,-0.4263404210345534,-1.0,0.48839149475853594,-7.0,16.666666666666664,3.3539325842696543,-1.0,7,48.25,16.666666666666664,1.9352072304603325
4h,ARKM/USDT,9,1.4017183596937688,0.15574648441041875,-1.0,1.2336197266156281,-2.0,33.33333333333333,4.105263157894738,-1.0,3,67.44444444444444,33.33333333333333,2.160696626435332
4h,ARPA/USDT,7,-4.341429880843262,-0.6202042686918946,-1.0,0.27642835319278963,-3.341429880843262,14.285714285714285,1.6585701191567377,-1.0,4,16.714285714285715,14.285714285714285,1.0657446764691294
4h,ASR/USDT,11,-11.0,-1.0,-1.0,0.0,-10.0,0.0,-1.0,-1.0,11,48.63636363636363,0.0,1.4886469027714782
4h,ASTER/USDT,8,-1.6205132396207942,-0.20256415495259927,-1.0,0.7299144600632009,-4.0,25.0,2.5052631578947357,-1.0,5,15.75,25.0,1.6833543142893137
4h,ASTR/USDT,12,-12.0,-1.0,-1.0,0.0,-11.0,0.0,-1.0,-1.0,12,55.0,0.0,1.1966851630871354
4h,AT/USDT,19,-1.4114911307048015,-0.07428900687920008,-1.0,0.9059005912863466,-8.456368940130577,21.052631578947366,6.586585365853649,-1.0,7,20.57894736842105,21.052631578947366,2.005202058362889
4h,ATA/USDT,11,4.5435344827586075,0.4130485893416916,-1.0,1.567941810344826,-3.0,27.27272727272727,5.3124999999999964,-1.0,4,49.81818181818182,27.27272727272727,2.574483253862887
4h,ATM/USDT,14,-3.3471423233554627,-0.23908159452539018,-1.0,0.6957143342404124,-5.0,21.428571428571427,3.453932584269672,-1.0,5,29.714285714285715,21.428571428571427,1.5845246722349582
4h,ATOM/USDT,20,2.2224921291069544,0.11112460645534772,-1.0,1.1481661419404636,-5.426966292134825,25.0,4.77851711026616,-1.0,5,26.75,25.0,2.11717824403169
4h,AUCTION/USDT,19,-10.991968983661039,-0.5785246833505809,-1.0,0.35341358919640936,-12.42675159235669,10.526315789473683,3.57324840764331,-1.0,12,20.842105263157894,10.526315789473683,1.6173885125761505
4h,AUDIO/USDT,15,-8.909523809523813,-0.5939682539682543,-1.0,0.36360544217687046,-10.0,6.666666666666667,5.090476190476187,-1.0,10,26.933333333333334,6.666666666666667,1.142478955632711
4h,AVA/USDT,15,4.665670251913207,0.3110446834608805,-1.0,1.4665670251913208,-3.2273391812865526,33.33333333333333,4.667613636363641,-1.0,3,39.666666666666664,33.33333333333333,2.2796859130949505
4h,AVAX/USDT,12,-6.006651884700655,-0.5005543237250546,-1.0,0.45394073775448596,-6.0,8.333333333333332,4.993348115299345,-1.0,6,57.75,8.333333333333332,1.637527630578447
4h,AVNT/USDT,14,-2.1512389435390573,-0.1536599245385041,-1.0,0.8044328233146311,-8.0,21.428571428571427,3.822508398656217,-1.0,8,40.714285714285715,21.428571428571427,2.1486760324348797
4h,AWE/USDT,9,-0.04462753175419465,-0.004958614639354961,-1.0,0.9944215585307257,-6.0,11.11111111111111,7.955372468245805,-1.0,7,20.333333333333332,11.11111111111111,1.8190160862304638
4h,AXL/USDT,7,-7.0,-1.0,-1.0,0.0,-6.0,0.0,-1.0,-1.0,7,110.57142857142857,0.0,1.4886876574969956
4h,AXS/USDT,6,0.9452054604516738,0.1575342434086123,-1.0,1.2363013651129184,-1.0,33.33333333333333,2.8766696349065004,-1.0,2,19.0,33.33333333333333,2.2707898061520324
4h,BABY/USDT,20,-2.2997238320482856,-0.11498619160241427,-1.0,0.8647221275265714,-10.0,15.0,5.797648514851481,-1.0,10,28.65,15.0,1.7446376038531035
4h,BCH/USDT,9,0.21886021797269528,0.02431780199696614,-1.0,1.0312657454246708,-3.0,22.22222222222222,4.081542699724517,-1.0,4,90.22222222222223,22.22222222222222,1.7866815870518407
4h,BNB/USDT,21,-5.245404665273291,-0.24978117453682339,-1.0,0.7239260702487741,-16.0,9.523809523809524,10.088634056023409,-1.0,16,29.476190476190474,9.523809523809524,1.5507220602792582
4h,BTC/USDT,12,1.4583271116420997,0.12152725930350831,-1.0,1.162036345738011,-4.0,25.0,4.766293176997293,-1.0,4,51.25,25.0,2.121936516104947
4h,DOGE/USDT,21,-14.545483875480686,-0.692642089308604,-1.0,0.23444821707996388,-13.545483875480686,9.523809523809524,2.7963891675025176,-1.0,12,18.952380952380953,9.523809523809524,1.1814850354300062
4h,DOT/USDT,19,-7.183975937709063,-0.3781039967215296,-1.0,0.5510015038931836,-9.257180156657967,15.789473684210526,3.7428198433420334,-1.0,8,31.526315789473685,15.789473684210526,1.370126751997054
4h,ETH/USDT,13,0.6416948308444095,0.049361140834185344,-1.0,1.0583358937131282,-9.0,15.384615384615385,9.511820067662565,-1.0,9,44.76923076923077,15.384615384615385,2.230582060195544
4h,ICP/USDT,10,9.542618899592531,0.9542618899592531,-1.0,2.363231271370362,-5.0,30.0,9.11911170928666,-1.0,5,58.8,30.0,3.83075709800816
4h,LINK/USDT,22,-9.404902475966729,-0.4274955670893968,-1.0,0.5297548762016635,-16.0,9.090909090909092,7.0748663101604325,-1.0,16,21.136363636363637,9.090909090909092,1.287919762746611
4h,LTC/USDT,6,-1.6472615161407393,-0.2745435860234566,-1.0,0.6705476967718521,-3.0,16.666666666666664,3.3527384838592607,-1.0,4,129.83333333333334,16.666666666666664,2.039057611267663
4h,NEAR/USDT,15,2.2433703044758024,0.14955802029838683,-1.0,1.1869475253729835,-7.0,20.0,7.99386503067485,-1.0,7,51.53333333333333,20.0,2.329455023388763
4h,SOL/USDT,4,0.7452802359882016,0.1863200589970504,-1.0,1.2484267453294005,-2.0,25.0,3.7452802359882016,-1.0,3,50.5,25.0,2.7919932687726297
4h,SUI/USDT,10,4.044371268623847,0.40443712686238464,-1.0,1.5055464085779808,-3.0,20.0,6.426478873239439,-1.0,4,77.3,20.0,2.412567058671539
4h,TRX/USDT,20,-0.1941576177282176,-0.00970788088641088,-1.0,0.9870561588181188,-5.0,25.0,4.1405405405405205,-1.0,5,23.75,25.0,2.067164206351484
4h,UNI/USDT,9,-1.6824271079590183,-0.1869363453287798,-1.0,0.7896966115051227,-6.0,11.11111111111111,6.317572892040982,-1.0,6,71.44444444444444,11.11111111111111,2.041742214373592
4h,XRP/USDT,19,-8.199181270914169,-0.4315358563639036,-1.0,0.5176952193579901,-15.0,10.526315789473683,4.7275945593441335,-1.0,15,27.526315789473685,10.526315789473683,1.8876674277683132
6h,0G/USDT,15,-2.5789537345434113,-0.17193024896956074,-1.0,0.7850871887880491,-10.0,20.0,3.7434250764525996,-1.0,10,28.466666666666665,20.0,1.7803397380532422
6h,1000CAT/USDT,12,3.0563609911987246,0.2546967492665604,-1.0,1.3820451238998406,-5.150862068965521,33.33333333333333,4.233115468409587,-1.0,5,52.166666666666664,33.33333333333333,2.1893900173488507
6h,1000CHEEMS/USDT,22,-0.6951582346679581,-0.03159810157581628,-1.0,0.959108339137179,-12.077777777777776,22.727272727272727,3.9222222222222247,-1.0,9,21.136363636363637,22.727272727272727,1.7018837193252645
6h,1000SATS/USDT,16,-1.0673944735242769,-0.0667121545952673,-1.0,0.9178927328058248,-9.0,18.75,6.497282608695648,-1.0,9,30.6875,18.75,2.054728062520458
6h,1INCH/USDT,18,-7.077791986359758,-0.39321066590887543,-1.0,0.5576380008525151,-11.113171355498725,11.11111111111111,5.035379369138968,-1.0,11,27.72222222222222,11.11111111111111,1.5244619514880062
6h,1MBABYDOGE/USDT,1,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1,34.0,0.0,2.1465295629820043
6h,2Z/USDT,8,-3.9037397945746655,-0.4879674743218332,-1.0,0.4423228864893335,-7.0,12.5,3.0962602054253345,-1.0,7,77.375,12.5,2.022010097773423
6h,A/USDT,14,5.753219733041549,0.4109442666458249,-1.0,1.5230199757310496,-8.0,21.428571428571427,9.513561741613136,-1.0,8,41.42857142857143,21.428571428571427,2.4984117037271956
6h,AAVE/USDT,14,0.6221051888194449,0.044436084915674634,-1.0,1.051842099068287,-8.098376037531578,14.285714285714285,8.720481226351023,-1.0,8,42.07142857142857,14.285714285714285,1.9914037292245388
6h,ACE/USDT,8,-4.038461538461542,-0.5048076923076927,-1.0,0.4230769230769226,-6.0,12.5,2.961538461538458,-1.0,7,85.875,12.5,2.091058384765162
6h,ACH/USDT,11,-0.6767689980513203,-0.06152445436830185,-1.0,0.9248034446609643,-5.006746626686662,18.181818181818183,5.3299776286353415,-1.0,5,61.36363636363637,18.181818181818183,2.423247224377838
6h,ACM/USDT,7,8.21552079214446,1.1736458274492085,-1.0,2.643104158428892,-4.0,28.57142857142857,9.533807829181491,-1.0,4,93.85714285714286,28.57142857142857,3.195571517902578
6h,ACT/USDT,9,0.23026988636363876,0.025585542929293197,-1.0,1.0328956980519484,-6.0,22.22222222222222,4.253906250000002,-1.0,6,11.11111111111111,22.22222222222222,1.7245985560611112
6h,ACX/USDT,15,-0.36102218898756533,-0.024068145932504354,-1.0,0.9699148175843696,-8.81506849315069,20.0,5.1233644859813054,-1.0,7,26.4,20.0,1.7950617699094964
6h,ADA/USDT,18,1.7237713269074035,0.09576507371707797,-1.0,1.1149180884604937,-9.0,16.666666666666664,6.72897743920305,-1.0,9,27.11111111111111,16.666666666666664,2.069021089982354
6h,ADX/USDT,9,5.0217789148024865,0.557975434978054,-1.0,1.8369631524670813,-2.0,33.33333333333333,4.082460732984297,-1.0,3,78.44444444444444,33.33333333333333,2.64454615348931
6h,AEVO/USDT,12,14.123067534018027,1.1769222945015023,-1.0,3.0175810762882898,-4.0,41.66666666666667,7.085144927536231,-1.0,4,44.583333333333336,41.66666666666667,3.438171631471516
