symbol,entry_time,entry_price,exit_price,raw_r,funding_cost_r,net_r,year,exit_reason,bars_held
SKLUSDT,2022-12-16 00:00:00,0.02132,0.02227,0.18936251239240912,0.01648757812060866,0.17287493427180045,2022,time_exit,20
SOLUSDT,2020-10-29 00:00:00,1.4325,2.1166,1.007013710313871,0.009354900279290194,0.9976588100345808,2020,time_exit,20
SOLUSDT,2022-01-22 00:00:00,94.46,96.44,0.048052028252472546,-0.008657673693697814,0.05670970194617036,2022,time_exit,20
SOLUSDT,2022-05-11 00:00:00,50.84,45.76,-0.17592565200602203,-0.016353210414788672,-0.15957244159123335,2022,time_exit,20
SOLUSDT,2022-11-09 00:00:00,11.7,13.336,0.13078631636228624,-0.12063967882731287,0.2514259951895991,2022,time_exit,20
SOLUSDT,2022-12-28 00:00:00,9.749,22.855,4.7916731265764865,-0.20343036685523766,4.995103493431724,2022,time_exit,20
SOLUSDT,2023-06-14 00:00:00,14.476,19.13,1.0942102290052123,0.005310310806578316,1.0888999181986339,2023,time_exit,20
SPELLUSDT,2022-10-13 00:00:00,0.000891,0.000837,-0.27097883620486884,0.012836673939278936,-0.2838155101441478,2022,time_exit,20
SPELLUSDT,2023-06-10 00:00:00,0.0004305,0.0004775,0.4391486376995011,0.010080734249865105,0.42906790344963597,2023,time_exit,20
SSVUSDT,2023-10-19 00:00:00,11.73,16.37,1.9098116122724538,0.025406191197232437,1.8844054210752212,2023,time_exit,20
STGUSDT,2023-09-12 00:00:00,0.4525,0.4655,0.16436035976914623,0.016141757918998783,0.14821860185014746,2023,time_exit,20
STORJUSDT,2022-05-12 00:00:00,0.4449,0.5674,0.35155447982382787,0.0006355597666227516,0.3509189200572051,2022,time_exit,20
STORJUSDT,2023-08-17 00:00:00,0.2216,0.2328,0.18545621547539337,0.0191409363966215,0.16631527907877186,2023,time_exit,20
STXUSDT,2023-08-16 00:00:00,0.5149,0.4190182699659814,-1.0,0.0016110472761097908,-1.0016110472761097,2023,atr_stop,1
STXUSDT,2023-08-18 00:00:00,0.4781,0.4733,-0.042491281971842224,0.01538139497636575,-0.057872676948207975,2023,time_exit,20
SUIUSDT,2023-06-05 00:00:00,0.8162,0.5405730073253758,-1.0,0.0036245680813248465,-1.003624568081325,2023,atr_stop,5
SUIUSDT,2023-06-11 00:00:00,0.6047,0.6887,0.2938991001262659,-0.01591931823495067,0.3098184183612166,2023,time_exit,20
SUIUSDT,2023-08-16 00:00:00,0.5268,0.4905,-0.32079565296597046,-0.035685630398117105,-0.28511002256785334,2023,time_exit,20
SUSHIUSDT,2022-05-11 00:00:00,1.326,1.872,0.5955679758327428,-0.011680699442860407,0.6072486752756032,2022,time_exit,20
SUSHIUSDT,2023-06-10 00:00:00,0.5825,0.6886,0.6050220407832881,0.009162427697254191,0.595859613086034,2023,time_exit,20
THETAUSDT,2020-06-11 00:00:00,0.205,0.2219,0.14838906210801706,0.019207215030641846,0.1291818470773752,2020,time_exit,20
THETAUSDT,2021-07-19 00:00:00,4.069,6.419,1.2461662755786005,0.012504591131782459,1.233661684446818,2021,time_exit,20
THETAUSDT,2022-05-11 00:00:00,1.329,1.342,0.014306354766621085,-0.0004352401511410227,0.014741594917762108,2022,time_exit,20
THETAUSDT,2023-06-10 00:00:00,0.6563,0.7298,0.509455832598997,0.01725117035665575,0.4922046622423412,2023,time_exit,20
TLMUSDT,2023-06-08 00:00:00,0.01265,0.00998840318461153,-1.0,0.0025843748986437115,-1.0025843748986436,2023,atr_stop,2
TLMUSDT,2023-06-11 00:00:00,0.01015,0.01189,0.5789880226626414,0.01270244717859681,0.5662855754840446,2023,time_exit,20
TRBUSDT,2022-01-22 00:00:00,18.87,22.32,0.35893520157182535,0.007940143081758425,0.3509950584900669,2022,time_exit,20
TRXUSDT,2020-03-12 00:00:00,0.00837,0.01156,0.5486474178225652,-0.006114651737041993,0.5547620695596072,2020,time_exit,20
TRXUSDT,2022-01-08 00:00:00,0.06534,0.052761621369765546,-1.0,0.002808839345563689,-1.0028088393455636,2022,atr_stop,14
TRXUSDT,2022-06-14 00:00:00,0.05555,0.06729,0.5751539065829492,-0.12615851868744982,0.701312425270399,2022,time_exit,20
TRXUSDT,2022-11-09 00:00:00,0.0534,0.04474188787995383,-1.0,-0.03978205308782295,-0.9602179469121771,2022,atr_stop,5
TUSDT,2023-05-12 00:00:00,0.02751,0.02499,-0.44658786841627246,-0.013291494025175427,-0.43329637439109703,2023,time_exit,20
TUSDT,2023-06-10 00:00:00,0.01849,0.02251,0.8102945439560315,-0.04049090846874251,0.850785452424774,2023,time_exit,20
TUSDT,2023-08-17 00:00:00,0.01879,0.01717,-0.4076643786474062,0.020950657524921642,-0.4286150361723278,2023,time_exit,20
UMAUSDT,2023-05-24 00:00:00,1.993,1.4731428571428573,-1.0,0.015544649681231105,-1.015544649681231,2023,atr_stop,17
UMAUSDT,2023-06-11 00:00:00,1.521,1.636,0.25824698250887745,0.013813084329397233,0.24443389817948022,2023,time_exit,20
UNIUSDT,2020-10-02 00:00:00,3.894,3.0444,-0.3009038956307917,0.00580060589087984,-0.3067045015216715,2020,time_exit,20
