timeframe,side,trades,total_net_r,avg_net_r,median_net_r,win_rate,profit_factor,max_drawdown_r,best_trade_r,worst_trade_r,avg_bars_held,median_bars_held,be_touch_rate,chand_touch_rate,avg_mfe_r,avg_mae_r
2h,ALL,1588,-331.4540433591526,-0.20872420866445376,-1.019999999999997,0.16435768261964737,0.6204845540908825,-404.6370978296854,59.71109243697477,-1.0200000000002776,16.452141057934508,10.0,0.4641057934508816,0.181360201511335,1.3757257664573632,-0.889856956237533
2h,LONG,905,-108.2030750677229,-0.11956140891461095,-1.0199999999999545,0.1580110497237569,0.7705340962146219,-220.55006457894672,59.71109243697477,-1.020000000000208,11.96574585635359,8.0,0.49281767955801103,0.1878453038674033,1.6104102091517736,-0.8503986878571065
2h,SHORT,683,-223.2509682914297,-0.3268681819786672,-1.0199999999999978,0.17276720351390923,0.44439778078657155,-230.1507132382244,3.5306419400855895,-1.0200000000002776,22.396778916544655,14.0,0.4260614934114202,0.17276720351390923,1.0647602896807287,-0.9421406061413197
4h,ALL,1664,-257.66323387260763,-0.15484569343305749,-1.0199999999999976,0.1935096153846154,0.712534526387335,-408.504748564059,21.18488721804504,-1.020000000000208,15.096153846153847,8.0,0.4699519230769231,0.21454326923076922,1.4260517076826056,-0.9009402937396058
4h,LONG,727,-73.21878866122897,-0.10071360200994356,-1.0199999999999971,0.16781292984869325,0.8117315983666745,-169.9720755263362,21.18488721804504,-1.020000000000208,11.723521320495186,7.0,0.4759284731774415,0.20907840440165062,1.6731950616674527,-0.8491815130099521
4h,SHORT,937,-184.44444521137868,-0.1968457259459751,-1.0199999999999978,0.21344717182497333,0.6365062101810008,-299.42645764554413,7.923548387096776,-1.020000000000193,17.71291355389541,10.0,0.46531483457844186,0.21878335112059766,1.2342980061383326,-0.9410989208372132
ALL,ALL,3252,-589.1172772317603,-0.18115537430250933,-1.0199999999999971,0.17927429274292742,0.6671068374997993,-812.5349957537155,59.71109243697477,-1.0200000000002776,15.75830258302583,9.0,0.4670971709717097,0.19833948339483395,1.4014768015738464,-0.8955281350823822
ALL,LONG,1632,-181.42186372895188,-0.11116535767705385,-1.0199999999999945,0.16237745098039216,0.7891545633114309,-381.313953666449,59.71109243697477,-1.020000000000208,11.857843137254902,7.0,0.4852941176470588,0.19730392156862744,1.6383787065653144,-0.8498564782285026
ALL,SHORT,1620,-407.6954135028084,-0.2516638354955607,-1.0199999999999978,0.1962962962962963,0.5516081697555852,-530.189056786188,7.923548387096776,-1.0200000000002776,19.687654320987654,12.0,0.4487654320987654,0.1993827160493827,1.1628200676565155,-0.9415381005055494
