symbol,timeframe,datetime,side,entry_time,entry_price,initial_stop,current_stop,old_stop,stop_changed,breakeven_active,chandelier_active,be_activated_this_bar,chand_activated_this_bar,chandelier_candidate,mfe_r,mae_r,close,high,low,atr
MLN/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 06:00:00+00:00,3.28,3.3485714285714283,3.3485714285714283,3.3485714285714283,False,False,False,False,False,,0.14583333333332996,-0.2916666666666664,3.27,3.3,3.27,0.03428571428571435
NEAR/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,1.254,1.2905714285714287,1.2905714285714287,1.2905714285714287,False,False,False,False,False,,0.9843749999999991,-0.05468749999999995,1.221,1.236,1.218,0.018000000000000033
NEAR/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,1.235,1.2874285714285716,1.2874285714285716,1.2874285714285716,False,False,False,False,False,,0.3242506811989123,-0.019073569482286716,1.225,1.236,1.218,0.025928571428571443
NOT/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,0.000376,0.000385,0.000385,0.000385,False,False,False,False,False,,0.9999999999999991,-0.33333333333333504,0.000368,0.000373,0.000367,4.857142857142863e-06
NOT/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-22 08:00:00+00:00,0.000379,0.00039799999999999997,0.00039799999999999997,0.00039799999999999997,False,False,False,False,False,,0.7894736842105257,-0.7368421052631587,0.000365,0.000373,0.000364,7.071428571428569e-06
ONDO/USDT,4h,2026-03-26 08:00:00+00:00,LONG,2026-03-26 00:00:00+00:00,0.2692,0.25575714285714285,0.25575714285714285,0.25575714285714285,False,False,False,False,False,,0.059511158342190965,-1.0414452709883129,0.2555,0.2641,0.2552,0.007464285714285703
OSMO/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,0.0314,0.03211428571428571,0.03211428571428571,0.03211428571428571,False,False,False,False,False,,0.4199999999999971,-0.14000000000000387,0.0312,0.0313,0.0311,0.0003285714285714293
OSMO/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-19 12:00:00+00:00,0.0326,0.03397142857142857,0.0326,0.0326,False,True,False,False,False,,1.166666666666665,-0.583333333333335,0.0311,0.0313,0.031,0.00045714285714285686
PENDLE/USDT,4h,2026-03-26 08:00:00+00:00,LONG,2026-03-25 08:00:00+00:00,1.312,1.2334285714285715,1.2334285714285715,1.2334285714285715,False,False,False,False,False,,0.06363636363636224,-1.31090909090909,1.216,1.249,1.209,0.03400000000000003
PEPE/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-19 12:00:00+00:00,3.41e-06,3.631428571428571e-06,3.631428571428571e-06,3.631428571428571e-06,False,False,False,False,False,,0.8580645161290322,-0.9483870967741946,3.4e-06,3.45e-06,3.38e-06,8.428571428571432e-08
PNUT/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-18 14:00:00+00:00,0.045,0.04698571428571428,0.045,0.045,False,True,False,False,False,,1.9640287769784162,-0.5539568345323755,0.0414,0.0418,0.0412,0.0005285714285714278
PNUT/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-19 04:00:00+00:00,0.0445,0.04707142857142857,0.0445,0.0445,False,True,False,False,False,,1.3611111111111078,-0.38888888888888873,0.041,0.0418,0.041,0.0007785714285714281
RENDER/USDT,4h,2026-03-26 08:00:00+00:00,LONG,2026-03-25 04:00:00+00:00,1.808,1.6837142857142857,1.6837142857142857,1.6837142857142857,False,False,False,False,False,,0.8448275862068968,-0.5310344827586214,1.746,1.774,1.742,0.06335714285714282
SAHARA/USDT,2h,2026-03-26 08:00:00+00:00,LONG,2026-03-19 06:00:00+00:00,0.028,0.024424285714285714,0.024424285714285714,0.024424285714285714,False,False,False,False,False,,0.7467039552536952,-0.8501797842588895,0.02667,0.02761,0.02659,0.0011178571428571433
SAPIEN/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.0718,0.07425714285714285,0.07425714285714285,0.07425714285714285,False,False,False,False,False,,0.20348837209302367,-0.20348837209302367,0.0717,0.0722,0.0713,0.0012142857142857133
SHIB/USDT,2h,2026-03-26 08:00:00+00:00,LONG,2026-03-23 20:00:00+00:00,6.18e-06,5.935714285714286e-06,5.935714285714286e-06,5.935714285714286e-06,False,False,False,False,False,,0.40935672514619825,-1.1052631578947363,5.94e-06,5.98e-06,5.91e-06,7.499999999999989e-08
SOL/USDT,4h,2026-03-26 08:00:00+00:00,LONG,2026-03-25 08:00:00+00:00,92.99,88.30999999999999,88.30999999999999,88.30999999999999,False,False,False,False,False,,0.09401709401709656,-1.183760683760682,87.58,89.11,87.45,1.7571428571428558
SPK/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-19 14:00:00+00:00,0.022219,0.022973571428571427,0.021245928571428572,0.02131842857142857,True,True,True,False,False,0.021245928571428572,2.190647482014385,-0.5221507004922402,0.020645,0.020754,0.020574,0.00022664285714285706
SPK/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 00:00:00+00:00,0.020866,0.021466142857142854,0.021466142857142854,0.021466142857142854,False,False,False,False,False,,0.696500833134966,-0.0016662699357312574,0.020551,0.020754,0.020448,0.0003009285714285708
TAO/USDT,4h,2026-03-26 08:00:00+00:00,LONG,2026-03-24 00:00:00+00:00,313.8,285.75714285714287,319.02142857142854,318.67857142857144,True,True,True,False,False,319.02142857142854,2.2822210901681097,-0.5028018339276625,334.9,342.1,331.2,19.592857142857152
TON/USDT,4h,2026-03-26 08:00:00+00:00,LONG,2026-03-24 00:00:00+00:00,1.335,1.2898571428571428,1.2898571428571428,1.2898571428571428,False,False,False,False,False,,0.3322784810126616,-1.0189873417721549,1.29,1.313,1.289,0.018642857142857135
TRUMP/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,3.195,3.313285714285714,3.313285714285714,3.313285714285714,False,False,False,False,False,,0.7355072463768092,-0.008454106280196057,3.12,3.146,3.108,0.04650000000000005
TRUMP/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,3.138,3.288142857142857,3.288142857142857,3.288142857142857,False,False,False,False,False,,0.19980970504281512,-0.05328258801141776,3.135,3.146,3.108,0.07449999999999998
TRX/USDT,2h,2026-03-26 08:00:00+00:00,LONG,2026-03-25 16:00:00+00:00,0.3138,0.3102714285714286,0.3102714285714286,0.3102714285714286,False,False,False,False,False,,0.793522267206469,-0.39676113360324233,0.3126,0.3152,0.3124,0.0017428571428571374
VIC/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.0427,0.04362857142857143,0.04362857142857143,0.04362857142857143,False,False,False,False,False,,0.7538461538461532,-0.21538461538461412,0.0422,0.0426,0.042,0.0004785714285714279
VIC/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-19 08:00:00+00:00,0.0462,0.048414285714285715,0.04389285714285714,0.0462,True,True,True,False,True,0.04389285714285714,2.07741935483871,-0.40645161290322807,0.0418,0.0426,0.0416,0.0006642857142857135
WLD/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-21 08:00:00+00:00,0.3156,0.33308571428571426,0.33308571428571426,0.33308571428571426,False,False,False,False,False,,0.7892156862745092,-0.8006535947712432,0.3046,0.3085,0.304,0.00592142857142857
WLD/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-21 08:00:00+00:00,0.3146,0.3351,0.3351,0.3351,False,False,False,False,False,,0.6243902439024381,-0.7317073170731716,0.3045,0.3085,0.3018,0.007464285714285713
WLFI/USDT,4h,2026-03-26 08:00:00+00:00,LONG,2026-03-23 16:00:00+00:00,0.1032,0.09651428571428572,0.09651428571428572,0.09651428571428572,False,False,False,False,False,,0.47863247863247804,-0.8226495726495737,0.098,0.1001,0.0977,0.0025857142857142854
XPL/USDT,2h,2026-03-26 08:00:00+00:00,LONG,2026-03-25 08:00:00+00:00,0.1003,0.09620000000000001,0.09620000000000001,0.09620000000000001,False,False,False,False,False,,0.6341463414634161,-1.1707317073170733,0.0956,0.0983,0.0955,0.0024428571428571433
XPL/USDT,4h,2026-03-26 08:00:00+00:00,SHORT,2026-03-19 12:00:00+00:00,0.0992,0.10932857142857143,0.10932857142857143,0.10932857142857143,False,False,False,False,False,,0.9478138222849076,-0.36530324400564246,0.0933,0.0983,0.0932,0.003092857142857141
币安人生/USDT,2h,2026-03-26 08:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.0464,0.04927142857142857,0.04927142857142857,0.04927142857142857,False,False,False,False,False,,0.17412935323382864,-0.45273631840796125,0.0467,0.0477,0.0459,0.0014214285714285704
AAVE/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,106.51,109.89142857142858,109.89142857142858,109.89142857142858,False,False,False,False,False,,0.06801858893113755,-0.16265314744402093,106.62,107.06,106.28,1.6650000000000023
AI/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-19 06:00:00+00:00,0.0214,0.022514285714285712,0.0214,0.0214,False,True,False,False,False,,1.8846153846153832,-0.7179487179487201,0.0195,0.0196,0.0193,0.00042142857142857086
APT/USDT,2h,2026-03-26 10:00:00+00:00,LONG,2026-03-23 20:00:00+00:00,1.07,1.0144285714285715,1.0144285714285715,1.0144285714285715,False,False,False,False,False,,0.9897172236503847,-0.8277634961439598,1.03,1.034,1.025,0.015071428571428593
BFUSD/USDT,2h,2026-03-26 10:00:00+00:00,LONG,2026-03-24 10:00:00+00:00,0.9993,0.9989857142857143,0.9989857142857143,0.9989857142857143,False,False,False,False,False,,0.6363636363639896,-0.6363636363636364,0.9993,0.9993,0.9992,0.00011428571428570169
BIO/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.0173,0.017857142857142856,0.017857142857142856,0.017857142857142856,False,False,False,False,False,,0.3589743589743567,-0.17948717948717835,0.0172,0.0174,0.0171,0.00028571428571428574
CFX/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.06007,0.06157714285714286,0.06157714285714286,0.06157714285714286,False,False,False,False,False,,0.9886255924170588,-0.033175355450237864,0.05895,0.05954,0.05858,0.0007100000000000008
DODO/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 06:00:00+00:00,0.01477,0.01510857142857143,0.01477,0.01510857142857143,True,True,False,True,False,,1.0337552742616012,-0.20675105485232229,0.01447,0.01459,0.01442,0.00019142857142857156
DOT/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-24 14:00:00+00:00,1.383,1.4308571428571428,1.383,1.383,False,True,False,False,False,,1.629850746268656,-0.6059701492537288,1.313,1.316,1.305,0.018428571428571412
ICP/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,2.315,2.3775714285714287,2.3775714285714287,2.3775714285714287,False,False,False,False,False,,0.3036529680365319,-0.06392694063926951,2.297,2.319,2.296,0.031428571428571424
INJ/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,2.968,3.0325714285714285,3.0325714285714285,3.0325714285714285,False,False,False,False,False,,0.3252212389380514,0.0,2.955,2.968,2.947,0.032357142857142876
LAYER/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.0816,0.0837857142857143,0.0837857142857143,0.0837857142857143,False,False,False,False,False,,0.82352941176471,0.0,0.0799,0.0815,0.0798,0.0011714285714285733
LUNC/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,3.809e-05,3.891428571428572e-05,3.809e-05,3.891428571428572e-05,True,True,False,True,False,,1.0069324090121328,-0.351819757365682,3.728e-05,3.753e-05,3.726e-05,4.614285714285726e-07
MLN/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 06:00:00+00:00,3.28,3.3485714285714283,3.3485714285714283,3.3485714285714283,False,False,False,False,False,,0.43749999999999634,-0.2916666666666664,3.26,3.27,3.25,0.03428571428571435
NEAR/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,1.254,1.2905714285714287,1.2905714285714287,1.2905714285714287,False,False,False,False,False,,0.9843749999999991,-0.05468749999999995,1.225,1.228,1.219,0.017500000000000022
NOT/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,0.000376,0.000385,0.000376,0.000385,True,True,False,True,False,,1.3333333333333282,-0.33333333333333504,0.000365,0.000368,0.000364,4.78571428571429e-06
OSMO/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,0.0314,0.03211428571428571,0.03211428571428571,0.03211428571428571,False,False,False,False,False,,0.5599999999999961,-0.14000000000000387,0.0311,0.0312,0.031,0.0003285714285714293
PNUT/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-18 14:00:00+00:00,0.045,0.04698571428571428,0.04267857142857143,0.045,True,True,True,False,True,0.04267857142857143,2.01438848920863,-0.5539568345323755,0.041,0.0413,0.041,0.0004928571428571416
RAD/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.219,0.2292857142857143,0.2292857142857143,0.2292857142857143,False,False,False,False,False,,0.38888888888888906,0.0,0.215,0.219,0.215,0.00535714285714286
SAHARA/USDT,2h,2026-03-26 10:00:00+00:00,LONG,2026-03-19 06:00:00+00:00,0.028,0.024424285714285714,0.024424285714285714,0.024424285714285714,False,False,False,False,False,,0.7467039552536952,-0.8501797842588895,0.02607,0.02667,0.02595,0.0011350000000000006
SAPIEN/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.0718,0.07425714285714285,0.07425714285714285,0.07425714285714285,False,False,False,False,False,,0.4476744186046532,-0.20348837209302367,0.0714,0.0716,0.0707,0.0011999999999999997
SPK/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-19 14:00:00+00:00,0.022219,0.022973571428571427,0.021226642857142857,0.021245928571428572,True,True,True,False,False,0.021226642857142857,2.3470276410450555,-0.5221507004922402,0.020551,0.020607,0.020448,0.00022021428571428563
TIA/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.319,0.3263,0.3263,0.3263,False,False,False,False,False,,0.2876712328767118,0.0,0.3175,0.319,0.3169,0.003357142857142848
TRUMP/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,3.195,3.313285714285714,3.313285714285714,3.313285714285714,False,False,False,False,False,,0.7355072463768092,-0.008454106280196057,3.135,3.143,3.114,0.045857142857142916
TRX/USDT,2h,2026-03-26 10:00:00+00:00,LONG,2026-03-25 16:00:00+00:00,0.3138,0.3102714285714286,0.3102714285714286,0.3102714285714286,False,False,False,False,False,,0.793522267206469,-0.9068825910931276,0.312,0.3125,0.3106,0.001842857142857138
VIC/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.0427,0.04362857142857143,0.0427,0.04362857142857143,True,True,False,True,False,,1.1846153846153888,-0.21538461538461412,0.0418,0.0421,0.0416,0.0004999999999999995
WLD/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-21 08:00:00+00:00,0.3156,0.33308571428571426,0.33308571428571426,0.33308571428571426,False,False,False,False,False,,0.7892156862745092,-0.8006535947712432,0.3045,0.3064,0.3018,0.005957142857142855
XRP/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,1.3731,1.4013714285714285,1.4013714285714285,1.4013714285714285,False,False,False,False,False,,0.13794845881758502,-0.14502273875694757,1.3715,1.3772,1.3692,0.013935714285714289
ZEC/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,222.6,230.96571428571428,230.96571428571428,230.96571428571428,False,False,False,False,False,,0.34665300546448174,-0.03346994535519141,220.81,222.88,219.7,4.179999999999999
币安人生/USDT,2h,2026-03-26 10:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.0464,0.04927142857142857,0.04927142857142857,0.04927142857142857,False,False,False,False,False,,0.27860696517412775,-0.45273631840796125,0.047,0.0472,0.0456,0.0014857142857142847
AAVE/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,106.51,109.89142857142858,109.89142857142858,109.89142857142858,False,False,False,False,False,,0.1656104773975501,-0.3134769750739293,107.04,107.57,105.95,1.671428571428574
AI/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 06:00:00+00:00,0.0214,0.022514285714285712,0.0214,0.0214,False,True,False,False,False,,1.8846153846153832,-0.7179487179487201,0.0195,0.0197,0.0194,0.0004071428571428564
APT/USDT,2h,2026-03-26 12:00:00+00:00,LONG,2026-03-23 20:00:00+00:00,1.07,1.0144285714285715,1.0144285714285715,1.0144285714285715,False,False,False,False,False,,0.9897172236503847,-0.8277634961439598,1.053,1.058,1.025,0.016285714285714317
BB/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 04:00:00+00:00,0.0261,0.027957142857142857,0.0261,0.0261,False,True,False,False,False,,1.7769230769230773,-0.21538461538461406,0.024,0.0243,0.0238,0.0006571428571428571
BFUSD/USDT,2h,2026-03-26 12:00:00+00:00,LONG,2026-03-24 10:00:00+00:00,0.9993,0.9989857142857143,0.9989857142857143,0.9989857142857143,False,False,False,False,False,,0.6363636363639896,-0.6363636363636364,0.9993,0.9994,0.9992,0.00012142857142855805
BIO/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.0173,0.017857142857142856,0.017857142857142856,0.017857142857142856,False,False,False,False,False,,0.3589743589743567,-0.17948717948717835,0.0172,0.0174,0.0171,0.00028571428571428574
BIO/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-02-23 16:00:00+00:00,0.0249,0.0277,0.018299999999999997,0.018721428571428573,True,True,True,False,False,0.018299999999999997,2.7857142857142856,-0.5714285714285717,0.0172,0.0174,0.0171,0.0003999999999999993
BNB/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 12:00:00+00:00,637.87,656.4485714285714,656.4485714285714,656.4485714285714,False,False,False,False,False,,0.9440984236831962,-0.8036139946174516,626.82,632.7,625.11,7.719285714285702
CFX/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.06007,0.06157714285714286,0.06157714285714286,0.06157714285714286,False,False,False,False,False,,0.9886255924170588,-0.033175355450237864,0.05959,0.05976,0.05893,0.0006935714285714288
DODO/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 06:00:00+00:00,0.01477,0.01510857142857143,0.01477,0.01477,False,True,False,False,False,,1.063291139240508,-0.20675105485232229,0.01457,0.01464,0.01441,0.0001950000000000001
DOT/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-24 14:00:00+00:00,1.383,1.4308571428571428,1.383,1.383,False,True,False,False,False,,1.629850746268656,-0.6059701492537288,1.332,1.337,1.313,0.018357142857142832
DOT/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-24 12:00:00+00:00,1.383,1.4507142857142858,1.383,1.383,False,True,False,False,False,,1.1518987341772147,-0.428270042194091,1.323,1.337,1.313,0.026357142857142857
ETH/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 10:00:00+00:00,2068.44,2120.68,2120.68,2120.68,False,False,False,False,False,,0.04441041347626661,-0.4852603369065841,2081.22,2093.79,2066.12,26.14214285714284
FET/USDT,4h,2026-03-26 12:00:00+00:00,LONG,2026-03-25 08:00:00+00:00,0.2603,0.23465714285714281,0.23465714285714281,0.23465714285714281,False,False,False,False,False,,0.3665738161559895,-0.9632311977715864,0.2407,0.25,0.2373,0.013928571428571429
ICP/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,2.315,2.3775714285714287,2.3775714285714287,2.3775714285714287,False,False,False,False,False,,0.3515981735159787,-0.23972602739726243,2.319,2.33,2.293,0.03235714285714285
ICP/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 04:00:00+00:00,2.524,2.6318571428571427,2.4237142857142855,2.443214285714286,True,True,True,False,False,2.4237142857142855,2.2993377483443744,-0.3245033112582797,2.278,2.33,2.276,0.04257142857142861
INJ/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,2.968,3.0325714285714285,3.0325714285714285,3.0325714285714285,False,False,False,False,False,,0.3252212389380514,-0.4336283185840708,2.986,2.996,2.951,0.03392857142857143
LAYER/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.0816,0.0837857142857143,0.0837857142857143,0.0837857142857143,False,False,False,False,False,,0.8692810457516393,0.0,0.0808,0.0809,0.0797,0.0011928571428571444
LAYER/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.0799,0.08318571428571428,0.08318571428571428,0.08318571428571428,False,False,False,False,False,,0.06086956521739303,-0.45652173913043503,0.0799,0.0814,0.0797,0.0017000000000000001
LUNC/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,3.809e-05,3.891428571428572e-05,3.809e-05,3.809e-05,False,True,False,False,False,,1.0190641247833652,-0.351819757365682,3.743e-05,3.761e-05,3.725e-05,4.4571428571428676e-07
MLN/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 06:00:00+00:00,3.28,3.3485714285714283,3.3485714285714283,3.3485714285714283,False,False,False,False,False,,0.43749999999999634,-0.2916666666666664,3.28,3.29,3.25,0.035000000000000045
NEAR/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,1.254,1.2905714285714287,1.2905714285714287,1.2905714285714287,False,False,False,False,False,,0.9843749999999991,-0.05468749999999995,1.235,1.24,1.221,0.017000000000000015
NEAR/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,1.235,1.2874285714285716,1.2874285714285716,1.2874285714285716,False,False,False,False,False,,0.3242506811989123,-0.09536784741144205,1.22,1.24,1.218,0.0257857142857143
NOT/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,0.000376,0.000385,0.000376,0.000376,False,True,False,False,False,,1.6666666666666632,-0.33333333333333504,0.000365,0.000366,0.000361,4.78571428571429e-06
NOT/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-22 08:00:00+00:00,0.000379,0.00039799999999999997,0.00039799999999999997,0.00039799999999999997,False,False,False,False,False,,0.9999999999999988,-0.7368421052631587,0.00036,0.000366,0.00036,6.928571428571426e-06
OSMO/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,0.0314,0.03211428571428571,0.03211428571428571,0.03211428571428571,False,False,False,False,False,,0.5599999999999961,-0.14000000000000387,0.0311,0.0312,0.031,0.00032857142857142883
OSMO/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 12:00:00+00:00,0.0326,0.03397142857142857,0.0326,0.0326,False,True,False,False,False,,1.2395833333333313,-0.583333333333335,0.0309,0.0313,0.0309,0.0004714285714285713
PEPE/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 12:00:00+00:00,3.41e-06,3.631428571428571e-06,3.631428571428571e-06,3.631428571428571e-06,False,False,False,False,False,,0.8580645161290322,-0.9483870967741946,3.39e-06,3.45e-06,3.37e-06,8.214285714285721e-08
PNUT/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-18 14:00:00+00:00,0.045,0.04698571428571428,0.04252142857142857,0.04267857142857143,True,True,True,False,False,0.04252142857142857,2.064748201438847,-0.5539568345323755,0.0414,0.0416,0.0409,0.0005071428571428559
PNUT/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 04:00:00+00:00,0.0445,0.04707142857142857,0.0445,0.0445,False,True,False,False,False,,1.399999999999998,-0.38888888888888873,0.041,0.0416,0.0409,0.0007571428571428565
RAD/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.219,0.2292857142857143,0.2292857142857143,0.2292857142857143,False,False,False,False,False,,0.38888888888888906,-0.4861111111111113,0.22,0.224,0.215,0.005785714285714289
RENDER/USDT,4h,2026-03-26 12:00:00+00:00,LONG,2026-03-25 04:00:00+00:00,1.808,1.6837142857142857,1.6837142857142857,1.6837142857142857,False,False,False,False,False,,0.8448275862068968,-0.5632183908045985,1.756,1.792,1.738,0.06064285714285712
SAHARA/USDT,2h,2026-03-26 12:00:00+00:00,LONG,2026-03-19 06:00:00+00:00,0.028,0.024424285714285714,0.024424285714285714,0.024424285714285714,False,False,False,False,False,,0.7467039552536952,-0.8501797842588895,0.02636,0.02652,0.02603,0.0011414285714285717
SAPIEN/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,0.0718,0.07425714285714285,0.07425714285714285,0.07425714285714285,False,False,False,False,False,,0.4476744186046532,-0.20348837209302367,0.0712,0.0716,0.0709,0.001164285714285713
SHIB/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 10:00:00+00:00,5.9e-06,6.047142857142857e-06,6.047142857142857e-06,6.047142857142857e-06,False,False,False,False,False,,0.20388349514563514,-0.5436893203883508,5.96e-06,5.98e-06,5.87e-06,7.285714285714283e-08
SOL/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 10:00:00+00:00,87.58,89.73142857142857,89.73142857142857,89.73142857142857,False,False,False,False,False,,0.11620185922974788,-0.3067729083665328,87.92,88.24,87.33,1.0742857142857127
SPK/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-19 14:00:00+00:00,0.022219,0.022973571428571427,0.021108000000000002,0.021226642857142857,True,True,True,False,False,0.021108000000000002,2.3470276410450555,-0.5221507004922402,0.020652,0.020688,0.020496,0.00021999999999999995
SPK/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 00:00:00+00:00,0.020866,0.021466142857142854,0.021466142857142854,0.021466142857142854,False,False,False,False,False,,0.696500833134966,-0.0016662699357312574,0.020545,0.020769,0.020496,0.0003002857142857135
TAO/USDT,4h,2026-03-26 12:00:00+00:00,LONG,2026-03-24 00:00:00+00:00,313.8,285.75714285714287,319.3,319.02142857142854,True,True,True,False,False,319.3,2.2822210901681097,-0.5028018339276625,337.9,351.9,334.3,19.500000000000007
TIA/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 08:00:00+00:00,0.319,0.3263,0.3263,0.3263,False,False,False,False,False,,0.2876712328767118,-0.4657534246575374,0.3213,0.3224,0.3171,0.003514285714285708
TRUMP/USDT,2h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 02:00:00+00:00,3.195,3.313285714285714,3.313285714285714,3.313285714285714,False,False,False,False,False,,0.7355072463768092,-0.008454106280196057,3.154,3.161,3.123,0.04585714285714288
TRUMP/USDT,4h,2026-03-26 12:00:00+00:00,SHORT,2026-03-26 04:00:00+00:00,3.138,3.288142857142857,3.288142857142857,3.288142857142857,False,False,False,False,False,,0.19980970504281512,-0.15984776403425327,3.121,3.162,3.113,0.07364285714285712
