symbol,timeframe,trades,total_net_r,avg_net_r,win_rate,profit_factor,max_drawdown_r,best_trade_r,worst_trade_r,be_touch_rate,chand_touch_rate
SAHARA/USDT,2h,26,-1.7251501937375824,-0.06635193052836855,0.15384615384615385,0.8172510387989852,-7.483621262458469,5.92533333333334,-1.0200000000000011,0.6538461538461539,0.19230769230769232
VIC/USDT,2h,20,-1.8139474938911697,-0.09069737469455849,0.15,0.8245698748654576,-6.200000000000001,6.251276595744687,-1.020000000000002,0.5,0.25
ICP/USDT,2h,25,-1.903664451612387,-0.07614657806449548,0.24,0.8762246780486095,-9.875776283686982,6.9817647058823535,-1.0200000000000022,0.4,0.24
VIRTUAL/USDT,4h,30,-1.9436095717255708,-0.06478698572418569,0.2,0.8744438261159193,-12.232893081761011,8.014606656580925,-1.020000000000002,0.5,0.2
NEAR/USDT,2h,23,-2.0490931064870614,-0.08909100462987224,0.30434782608695654,0.833677507590336,-7.8852702702702775,3.653745173745171,-1.0200000000000031,0.4782608695652174,0.30434782608695654
XPL/USDT,4h,26,-2.29250183753363,-0.08817314759744731,0.19230769230769232,0.8214098802232954,-6.579383331395798,3.8725925925925933,-1.0200000000000011,0.5,0.19230769230769232
ZBT/USDT,4h,25,-2.3572768537779676,-0.0942910741511187,0.16,0.8406959455964542,-7.800102132588377,5.442825278810409,-1.0200000000000027,0.4,0.24
CFX/USDT,2h,25,-2.396752077559599,-0.09587008310238396,0.28,0.8206023894042218,-6.179999999999996,4.450711297071131,-1.0200000000000036,0.44,0.24
ENA/USDT,2h,28,-2.500037500478323,-0.08928705358851154,0.07142857142857142,0.737391018857319,-5.379999999999998,5.615231316725979,-1.0200000000000018,0.6785714285714286,0.07142857142857142
PUMP/USDT,4h,26,-2.8005219938362553,-0.10771238437831751,0.23076923076923078,0.7793615524938481,-12.262600619195046,3.3326585522101206,-1.0200000000000016,0.5,0.23076923076923078
PENGU/USDT,2h,24,-3.080249709645826,-0.12834373790190942,0.25,0.7026785994550362,-6.155317178549926,2.0190528905289002,-1.0200000000000018,0.5833333333333334,0.25
TRUMP/USDT,4h,27,-3.265546664782595,-0.12094617276972573,0.18518518518518517,0.7885008636798836,-8.158230667606732,3.7387548638132104,-1.0200000000000016,0.4444444444444444,0.2222222222222222
ZEC/USDT,4h,30,-3.374138060131962,-0.1124712686710654,0.16666666666666666,0.7823136735398735,-5.285856468527231,8.091718408395268,-1.020000000000001,0.5,0.23333333333333334
XRP/USDT,4h,28,-3.4180170379281956,-0.12207203706886413,0.25,0.7094788585818711,-8.44572615981117,3.8210977859778574,-1.0200000000000018,0.5714285714285714,0.2857142857142857
MLN/USDT,2h,15,-3.7679487179487237,-0.25119658119658156,0.06666666666666667,0.4000081659317323,-4.1800000000000015,2.51205128205128,-1.0200000000000025,0.6,0.06666666666666667
NOT/USDT,4h,26,-4.2293647990112735,-0.16266787688504897,0.23076923076923078,0.6843757612678155,-8.925413533834584,3.8598449612403107,-1.020000000000002,0.5,0.2692307692307692
DASH/USDT,4h,28,-4.44726193121449,-0.15883078325766034,0.17857142857142858,0.7298139774474793,-9.257795465508922,4.142204534491075,-1.0200000000000022,0.42857142857142855,0.17857142857142858
SOL/USDT,2h,24,-4.646843395648155,-0.19361847481867311,0.08333333333333333,0.6264595341118848,-6.836586985391758,5.249743589743608,-1.0200000000000031,0.5,0.08333333333333333
SAGA/USDT,4h,22,-4.699772960054622,-0.21362604363884644,0.09090909090909091,0.36489554593856427,-6.319999999999997,1.62108910891089,-1.0200000000000002,0.6818181818181818,0.13636363636363635
DOGS/USDT,4h,27,-4.724075644805301,-0.17496576462241856,0.14814814814814814,0.673300439501708,-12.089497206703909,7.923548387096776,-1.0200000000000018,0.48148148148148145,0.18518518518518517
ONDO/USDT,2h,25,-4.868480615303287,-0.1947392246121315,0.2,0.6838648951101762,-11.280000000000005,5.26210678210678,-1.0200000000000038,0.4,0.2
WLFI/USDT,2h,22,-4.92498571210436,-0.22386298691383455,0.13636363636363635,0.6319143712926487,-9.896723163841814,3.13714285714286,-1.0200000000000025,0.4090909090909091,0.18181818181818182
APT/USDT,4h,23,-4.989770782882092,-0.21694655577748226,0.17391304347826086,0.5509300130925772,-7.366884057971017,2.9683720930232576,-1.0200000000000007,0.5217391304347826,0.21739130434782608
OSMO/USDT,2h,21,-5.06872348939576,-0.2413677852093219,0.14285714285714285,0.5107409759270501,-5.179999999999998,2.357551020408164,-1.0200000000000027,0.5238095238095238,0.14285714285714285
XLM/USDT,4h,27,-5.262884046906562,-0.1949216313669097,0.2962962962962963,0.5748882029962389,-7.8967134473613445,1.841721611721607,-1.0200000000000027,0.5555555555555556,0.2962962962962963
RAD/USDT,4h,13,-5.294294451725655,-0.4072534193635119,0.15384615384615385,0.35592524918179386,-5.944770642201839,1.6704761904761851,-1.0200000000000011,0.38461538461538464,0.23076923076923078
FET/USDT,2h,25,-5.302968023691031,-0.21211872094764125,0.24,0.6552036395519486,-10.070696622019463,5.283160919540229,-1.0200000000000014,0.4,0.2
XLM/USDT,2h,24,-5.308244215659873,-0.22117684231916138,0.25,0.6303451103300926,-6.931082875934146,3.3618897637795264,-1.0200000000000036,0.4166666666666667,0.25
BFUSD/USDT,4h,10,-5.327777777778701,-0.5327777777778702,0.2,0.34708605664474457,-5.687777777777374,1.452222222222469,-1.020000000000208,0.2,0.1
U/USDT,4h,8,-5.393333333333031,-0.6741666666666288,0.0,0.0,-4.373333333333164,-0.02,-1.0200000000000222,0.25,0.0
PNUT/USDT,2h,21,-5.479240981105577,-0.26091623719550366,0.23809523809523808,0.5159681112097547,-8.249178082191783,3.300143884892084,-1.0200000000000011,0.47619047619047616,0.2857142857142857
FF/USDT,4h,22,-5.52551173026184,-0.2511596241028109,0.13636363636363635,0.5144541537555498,-7.810646518451824,2.285134788189984,-1.0200000000000016,0.5,0.18181818181818182
SAGA/USDT,2h,25,-5.606021290572798,-0.2242408516229119,0.16,0.6364447930886643,-11.295655025414,6.564026258205686,-1.020000000000002,0.4,0.16
SUI/USDT,2h,24,-5.655981342301502,-0.2356658892625626,0.20833333333333334,0.543135594321365,-9.279999999999998,3.0853965414430604,-1.0200000000000025,0.5,0.25
LINK/USDT,4h,24,-5.884902475966754,-0.2452042698319481,0.08333333333333333,0.6420375622891269,-13.320000000000006,7.054866310160426,-1.0200000000000031,0.3333333333333333,0.125
SAPIEN/USDT,4h,22,-5.962668393782381,-0.27103038153556275,0.045454545454545456,0.19640587684873528,-6.359999999999996,1.4573316062176145,-1.0199999999999998,0.6818181818181818,0.13636363636363635
MLN/USDT,4h,23,-6.107159589874443,-0.26552867782062795,0.2608695652173913,0.5050924157314064,-7.89382625654111,1.786666666666665,-1.0200000000000016,0.4782608695652174,0.30434782608695654
WLD/USDT,4h,27,-6.231088066941142,-0.2307810395163386,0.14814814814814814,0.5370662654575676,-7.523230924083997,2.6700900900900857,-1.020000000000003,0.5185185185185185,0.14814814814814814
AI/USDT,2h,20,-6.499805258033101,-0.32499026290165506,0.1,0.4278340441872269,-6.975189873417715,2.595384615384615,-1.0200000000000011,0.45,0.1
PEPE/USDT,2h,19,-6.591454533472792,-0.34691865965646274,0.15789473684210525,0.5051460560455859,-11.239999999999997,2.9868493150684916,-1.0200000000000022,0.3157894736842105,0.15789473684210525
HBAR/USDT,4h,25,-6.625341391587247,-0.2650136556634899,0.24,0.5048324819441519,-10.47529488854629,2.567613964865459,-1.0200000000000016,0.48,0.24
DOT/USDT,4h,25,-6.626551223570445,-0.2650620489428178,0.24,0.5954486432496676,-12.938101265822782,3.344657210401894,-1.0200000000000014,0.36,0.24
ASTER/USDT,4h,18,-6.881126760563381,-0.38228482003129893,0.05555555555555555,0.17492484885331167,-6.861126760563382,1.4588732394366193,-1.020000000000003,0.5555555555555556,0.1111111111111111
PEPE/USDT,4h,27,-6.955545918377667,-0.25761281179176543,0.18518518518518517,0.549511274716472,-12.33999999999999,4.43771144278607,-1.0200000000000007,0.4444444444444444,0.2222222222222222
TON/USDT,4h,32,-6.985340176982349,-0.2182918805306984,0.15625,0.5655817875578554,-12.278706140837775,5.873125000000007,-1.0200000000000022,0.5,0.1875
DOGE/USDT,2h,21,-7.184301720217302,-0.34210960572463345,0.09523809523809523,0.30787073986345875,-8.300000000000004,2.4413133940182035,-1.0200000000000025,0.5238095238095238,0.09523809523809523
U/USDT,2h,10,-7.19999999999956,-0.719999999999956,0.0,0.0,-6.179999999999482,-0.02,-1.0200000000001461,0.3,0.0
BNB/USDT,2h,26,-7.245066997575735,-0.27865642298368215,0.2692307692307692,0.458515172079541,-6.225066997575736,1.547100717512634,-1.0200000000000036,0.5,0.2692307692307692
DODO/USDT,2h,27,-7.496988516151982,-0.2776662413389623,0.1111111111111111,0.3992797663339762,-9.137763975155284,3.528523206751053,-1.0200000000000027,0.5555555555555556,0.18518518518518517
TAO/USDT,2h,23,-7.530638995863644,-0.32741908677668013,0.08695652173913043,0.5413739953798027,-11.300000000000006,6.2183040935672595,-1.0200000000000022,0.30434782608695654,0.13043478260869565
LUNC/USDT,4h,25,-7.577478239828481,-0.3030991295931392,0.16,0.43535929658506106,-10.192153924492612,3.0239612759879386,-1.020000000000002,0.44,0.16
BB/USDT,2h,20,-7.606946115680685,-0.38034730578403425,0.15,0.38355379937757844,-8.97961165048544,2.0010526315789474,-1.0200000000000016,0.4,0.15
BB/USDT,4h,26,-7.750149489685576,-0.2980826726802145,0.15384615384615385,0.5285797147393202,-10.29562568016177,4.3414718614718595,-1.020000000000002,0.38461538461538464,0.19230769230769232
RENDER/USDT,2h,24,-7.9602593988593995,-0.33167747495247496,0.16666666666666666,0.35804359686617704,-9.31999999999999,1.9886372360844509,-1.0200000000000005,0.5,0.16666666666666666
AI/USDT,4h,22,-8.153772245112659,-0.3706260111414845,0.09090909090909091,0.39150953394681637,-11.34,3.6111475409835982,-1.0200000000000011,0.4090909090909091,0.09090909090909091
XRP/USDT,2h,27,-8.189042316219268,-0.3032978635636766,0.18518518518518517,0.46962161164383,-9.156634536205852,2.6829022403258698,-1.020000000000006,0.4444444444444444,0.25925925925925924
FIL/USDT,2h,22,-8.19424062466469,-0.3724654829393041,0.09090909090909091,0.3219671280366561,-9.005314685314683,2.7524719101123667,-1.020000000000002,0.45454545454545453,0.09090909090909091
币安人生/USDT,2h,27,-8.423656606914095,-0.3119872817375591,0.14814814814814814,0.37417112875823977,-9.232718020587324,2.067064676616915,-1.0200000000000014,0.5185185185185185,0.2222222222222222
DODO/USDT,4h,22,-8.427874759138179,-0.3830852163244627,0.13636363636363635,0.4139169152198763,-10.960113565108333,2.5322388059701537,-1.0200000000000016,0.36363636363636365,0.22727272727272727
CFX/USDT,4h,26,-8.454186957478221,-0.32516103682608544,0.2692307692307692,0.5135680691899758,-8.514693877551018,2.395434654050859,-1.020000000000001,0.3076923076923077,0.23076923076923078
UNI/USDT,4h,25,-8.457949406568693,-0.33831797626274773,0.12,0.41426943167806857,-12.340000000000007,2.490290986515259,-1.0200000000000016,0.44,0.12
BTC/USDT,4h,27,-8.639898531393746,-0.31999624190347203,0.18518518518518517,0.5314588648918797,-11.703768907936489,6.883399657218607,-1.0200000000000065,0.3333333333333333,0.18518518518518517
DOT/USDT,2h,23,-8.669856542228572,-0.37695028444472056,0.17391304347826086,0.4362902118186884,-9.572801815860402,2.3576119402985016,-1.0200000000000033,0.34782608695652173,0.17391304347826086
BNB/USDT,4h,27,-8.679774544690211,-0.32147313128482263,0.1111111111111111,0.5029366924950572,-12.103894718040962,6.759941875286806,-1.0200000000000036,0.3333333333333333,0.1111111111111111
DOGE/USDT,4h,27,-9.371687453492894,-0.3470995353145516,0.18518518518518517,0.39302542399657386,-14.379999999999992,1.965197836606885,-1.0200000000000018,0.4444444444444444,0.18518518518518517
ADA/USDT,2h,25,-9.376600430932985,-0.3750640172373194,0.16,0.3497503168562428,-8.40682156115411,2.0023404255319153,-1.0200000000000036,0.44,0.16
AAVE/USDT,2h,24,-9.430293466174046,-0.3929288944239186,0.08333333333333333,0.34693258544501077,-8.410293466174041,2.902053231939161,-1.020000000000002,0.4166666666666667,0.08333333333333333
ZBT/USDT,2h,27,-9.62342264137463,-0.3564230607916529,0.1111111111111111,0.33539898885534364,-8.603422641374621,2.0536434108527244,-1.0200000000000025,0.48148148148148145,0.1111111111111111
SAPIEN/USDT,2h,28,-9.697307812999385,-0.3463324218928352,0.10714285714285714,0.2826780735252809,-8.677307812999382,2.49941747572816,-1.0200000000000022,0.5,0.21428571428571427
LAYER/USDT,4h,27,-9.699274354671138,-0.35923238350633846,0.037037037037037035,0.10345061425889074,-8.679274354671136,1.119175257731959,-1.0200000000000014,0.5925925925925926,0.14814814814814814
AAVE/USDT,4h,25,-9.816537211442418,-0.3926614884576967,0.2,0.3625625187375054,-11.169455362156098,2.1879954742598513,-1.0200000000000018,0.4,0.2
ADA/USDT,4h,29,-9.989083440185064,-0.3444511531098298,0.20689655172413793,0.35387558601649,-13.197884628069676,2.0578210116731595,-1.0200000000000027,0.4827586206896552,0.20689655172413793
XUSD/USDT,4h,14,-10.279999999999998,-0.7342857142857141,0.0,0.0,-9.260000000000112,-0.02,-1.020000000000193,0.2857142857142857,0.07142857142857142
SHIB/USDT,2h,22,-10.43650945909938,-0.47438679359542635,0.09090909090909091,0.08451671411408891,-10.923703703703692,0.4871942446043165,-1.020000000000002,0.5,0.13636363636363635
VIRTUAL/USDT,2h,28,-10.45204089221854,-0.37328717472209066,0.14285714285714285,0.2781739715318685,-12.419999999999991,1.1857203389830486,-1.0200000000000025,0.5,0.14285714285714285
APT/USDT,2h,25,-10.607498138275783,-0.42429992553103135,0.12,0.2654087161858876,-9.587498138275778,2.336164383561636,-1.0200000000000018,0.44,0.12
FIL/USDT,4h,25,-10.739964469813733,-0.4295985787925493,0.12,0.32822681143888416,-12.629866985900506,2.9393495934959333,-1.0200000000000016,0.36,0.12
LINK/USDT,2h,23,-11.013157680729332,-0.47883294264040577,0.13043478260869565,0.28485989086173147,-12.291130030959746,2.297972350230411,-1.0200000000000031,0.34782608695652173,0.13043478260869565
RAD/USDT,2h,14,-11.280000000000001,-0.8057142857142858,0.0,0.0,-10.26,-0.02,-1.0200000000000022,0.21428571428571427,0.0
FF/USDT,2h,24,-11.646363870982974,-0.48526516129095726,0.125,0.1321636459774223,-11.158353260903393,0.961237322515214,-1.0200000000000031,0.4583333333333333,0.16666666666666666
PUMP/USDT,2h,24,-11.826414941601445,-0.4927672892333936,0.125,0.1798602675727153,-13.399999999999999,1.236309148264984,-1.0200000000000016,0.4166666666666667,0.125
ETH/USDT,4h,30,-11.997984367564422,-0.3999328122521474,0.16666666666666666,0.3226943601925488,-14.512594574272143,2.7357012015796953,-1.0200000000000042,0.4,0.16666666666666666
XUSD/USDT,2h,14,-12.279999999999994,-0.8771428571428567,0.0,0.0,-11.260000000000103,-0.02,-1.0200000000002776,0.14285714285714285,0.07142857142857142
AVAX/USDT,4h,26,-12.71393899711113,-0.48899765373504345,0.11538461538461539,0.22758572314027153,-12.693938997111129,1.4892348284960442,-1.020000000000002,0.38461538461538464,0.11538461538461539
SHIB/USDT,4h,29,-13.273582122817201,-0.45770972837300694,0.1724137931034483,0.28173256911162314,-14.734663203898286,1.6030769230769277,-1.020000000000002,0.3793103448275862,0.20689655172413793
NEAR/USDT,4h,31,-13.568370746712194,-0.4376893789261998,0.16129032258064516,0.2255496149136877,-13.54837074671219,1.2238330170777993,-1.0200000000000016,0.45161290322580644,0.16129032258064516
SOL/USDT,4h,28,-13.9665322061072,-0.4988047216466857,0.10714285714285714,0.28376757917398976,-16.07426653261248,3.12773432650528,-1.0200000000000018,0.32142857142857145,0.10714285714285714
SPK/USDT,4h,26,-14.043915560701869,-0.5401505984885334,0.038461538461538464,0.09394093156762089,-15.49999999999999,1.456084439298123,-1.0200000000000011,0.4230769230769231,0.19230769230769232
BTC/USDT,2h,30,-14.236282897966586,-0.47454276326555284,0.03333333333333333,0.08624628382756121,-13.21628289796658,1.3437171020334024,-1.0200000000000058,0.5,0.03333333333333333
UNI/USDT,2h,29,-14.277926017955638,-0.4923422764812289,0.10344827586206896,0.26854887203096106,-14.319999999999995,2.0473854447439472,-1.020000000000002,0.3448275862068966,0.13793103448275862
LAYER/USDT,2h,31,-14.74215465314005,-0.47555337590774355,0.0967741935483871,0.20570287429202339,-14.644462345447739,2.4831847133757936,-1.0200000000000031,0.41935483870967744,0.0967741935483871
ETH/USDT,2h,27,-14.808970705906697,-0.5484803965150629,0.1111111111111111,0.1528048795247885,-14.360000000000001,1.2232728068256442,-1.0200000000000056,0.37037037037037035,0.1111111111111111
AVAX/USDT,2h,26,-15.356719940604112,-0.5906430746386196,0.07692307692307693,0.12146911094942116,-14.440891719745219,1.1241717791411077,-1.0200000000000036,0.34615384615384615,0.07692307692307693
SAHARA/USDT,4h,32,-16.36167107720449,-0.5113022211626403,0.15625,0.20342399818868107,-16.899318136028015,1.1021590909090908,-1.0200000000000025,0.375,0.21875
HBAR/USDT,2h,29,-17.727013180272124,-0.6112763165611077,0.06896551724137931,0.09278335822558273,-16.70701318027212,1.0430208333333284,-1.020000000000005,0.3448275862068966,0.10344827586206896
LTC/USDT,2h,28,-18.908090277777774,-0.6752889384920634,0.03571428571428571,0.07945032727469432,-17.888090277777774,1.6319097222222214,-1.0200000000000031,0.2857142857142857,0.03571428571428571
ASTER/USDT,2h,25,-18.96670523490862,-0.7586682093963448,0.08,0.007919943274690377,-17.946705234908617,0.07813084112149896,-1.0200000000000036,0.24,0.12
LTC/USDT,4h,33,-19.20061466833935,-0.5818368081314955,0.06060606060606061,0.06883537010963349,-20.19190022010271,1.0112855517633617,-1.0200000000000027,0.3939393939393939,0.06060606060606061
