symbol,timeframe,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk,bars_held,exit_reason,breakeven_touched,chandelier_touched,mfe_r,mae_r,gross_r,cost_r,net_r,donchian_entry,ema_len,ema_slope_lookback,atr_len,initial_stop_atr_mult,be_trigger_r,chand_activate_r,chand_atr_mult,chand_lookback
SAHARA/USDT,4h,SHORT,2025-12-10 08:00:00+00:00,2025-12-11 00:00:00+00:00,0.0339,0.0339,0.03549571428571428,0.0339,0.0015957142857142856,4,STOP_BE_CHAND,True,False,1.2408236347359014,-0.6517457475380479,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
SAPIEN/USDT,4h,SHORT,2025-12-10 16:00:00+00:00,2025-12-11 08:00:00+00:00,0.1427,0.15538571428571427,0.15538571428571427,0.15538571428571427,0.012685714285714281,4,INITIAL_STOP,False,False,0.5202702702702701,-1.3164414414414414,-0.9999999999999993,0.02,-1.0199999999999994,20,50,10,14,2.0,1.0,2.0,3.0,22
RAD/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-11 16:00:00+00:00,0.289,0.3047142857142857,0.3047142857142857,0.3047142857142857,0.01571428571428573,4,INITIAL_STOP,False,False,0.1909090909090909,-2.2909090909090906,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,1.0,2.0,3.0,22
SAGA/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-11 20:00:00+00:00,0.0658,0.071,0.071,0.071,0.005200000000000002,5,INITIAL_STOP,False,False,0.21153846153846217,-1.173076923076924,-0.9999999999999988,0.02,-1.0199999999999987,20,50,10,14,2.0,1.0,2.0,3.0,22
XUSD/USDT,4h,LONG,2025-12-10 16:00:00+00:00,2025-12-12 08:00:00+00:00,1.0002,0.9997714285714286,0.9997714285714286,0.9997714285714286,0.0004285714285713814,10,INITIAL_STOP,False,False,0.23333333333333334,-1.1666666666666665,-0.999999999999889,0.02,-1.019999999999889,20,50,10,14,2.0,1.0,2.0,3.0,22
OSMO/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-12 12:00:00+00:00,0.0672,0.07137142857142857,0.07137142857142857,0.07137142857142857,0.004171428571428574,9,INITIAL_STOP,False,False,0.19178082191780693,-1.0068493150684947,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,1.0,2.0,3.0,22
FET/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-13 08:00:00+00:00,0.2322,0.2521857142857143,0.2521857142857143,0.2521857142857143,0.019985714285714298,5,INITIAL_STOP,False,False,0.12508934953538245,-1.0957827019299495,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,1.0,2.0,3.0,22
CFX/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-13 16:00:00+00:00,0.0699,0.07382857142857144,0.07382857142857144,0.07382857142857144,0.003928571428571434,7,INITIAL_STOP,False,False,0.3309090909090929,-1.2981818181818148,-1.0,0.02,-1.02,20,50,10,14,2.0,1.0,2.0,3.0,22
BIO/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-14 04:00:00+00:00,0.0474,0.052328571428571426,0.052328571428571426,0.052328571428571426,0.004928571428571427,10,INITIAL_STOP,False,False,0.18260869565217355,-1.0550724637681168,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,1.0,2.0,3.0,22
SAHARA/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-14 04:00:00+00:00,0.03097,0.032971428571428575,0.032971428571428575,0.032971428571428575,0.002001428571428573,10,INITIAL_STOP,False,False,0.4446823697359036,-1.289079229122056,-1.0000000000000007,0.02,-1.0200000000000007,20,50,10,14,2.0,1.0,2.0,3.0,22
TRX/USDT,4h,SHORT,2025-12-10 08:00:00+00:00,2025-12-14 08:00:00+00:00,0.279,0.2751,0.28214285714285714,0.2751,0.0031428571428571378,24,STOP_BE_CHAND,True,True,2.672727272727283,-0.922727272727261,1.2409090909090976,0.02,1.2209090909090976,20,50,10,14,2.0,1.0,2.0,3.0,22
LAYER/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-14 12:00:00+00:00,0.1936,0.20284285714285713,0.20284285714285713,0.20284285714285713,0.009242857142857148,21,INITIAL_STOP,False,False,0.584234930448221,-2.401854714064913,-0.9999999999999987,0.02,-1.0199999999999987,20,50,10,14,2.0,1.0,2.0,3.0,22
LAYER/USDT,4h,SHORT,2025-12-14 20:00:00+00:00,2025-12-15 00:00:00+00:00,0.1861,0.19648571428571426,0.19648571428571426,0.19648571428571426,0.010385714285714288,1,INITIAL_STOP,False,False,0.009628610729022321,-1.7716643741403022,-0.9999999999999988,0.02,-1.0199999999999987,20,50,10,14,2.0,1.0,2.0,3.0,22
ASTER/USDT,4h,SHORT,2025-12-15 08:00:00+00:00,2025-12-15 12:00:00+00:00,0.907,0.907,0.951,0.907,0.04399999999999996,1,STOP_BE_CHAND,True,False,1.0681818181818201,-0.11363636363636383,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
BTC/USDT,4h,SHORT,2025-12-14 16:00:00+00:00,2025-12-15 12:00:00+00:00,88644.88,88644.88,90167.52857142857,88644.88,1522.6485714285704,5,STOP_BE_CHAND,True,False,1.3285862791714453,-0.9245468891611768,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
LTC/USDT,4h,SHORT,2025-12-14 08:00:00+00:00,2025-12-15 12:00:00+00:00,80.0,80.0,82.37714285714286,80.0,2.3771428571428594,7,STOP_BE_CHAND,True,False,1.0558894230769242,-0.5973557692307694,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
