symbol,timeframe,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk,bars_held,exit_reason,breakeven_touched,chandelier_touched,mfe_r,mae_r,gross_r,cost_r,net_r,donchian_entry,ema_len,ema_slope_lookback,atr_len,initial_stop_atr_mult,be_trigger_r,chand_activate_r,chand_atr_mult,chand_lookback
TIA/USDT,4h,SHORT,2025-12-14 12:00:00+00:00,2025-12-15 12:00:00+00:00,0.554,0.554,0.5817142857142857,0.554,0.02771428571428569,6,STOP_BE_CHAND,True,False,1.4072164948453632,-0.2164948453608251,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
TON/USDT,4h,SHORT,2025-12-14 16:00:00+00:00,2025-12-15 12:00:00+00:00,1.565,1.565,1.6172857142857142,1.565,0.05228571428571433,5,STOP_BE_CHAND,True,False,1.338797814207646,-0.3442622950819672,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
ETH/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,3010.96,3010.96,3118.714285714286,3010.96,107.75428571428554,1,STOP_BE_CHAND,True,False,1.0801426525958535,-0.06319934241926034,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
AAVE/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-15 20:00:00+00:00,184.57,194.0542857142857,194.0542857142857,194.0542857142857,9.484285714285717,2,INITIAL_STOP,False,False,0.650549781593612,-1.204097002560628,-0.9999999999999987,0.02,-1.0199999999999987,20,50,10,14,2.0,1.0,2.0,3.0,22
ASTER/USDT,4h,SHORT,2025-12-15 16:00:00+00:00,2025-12-15 20:00:00+00:00,0.824,0.824,0.8798571428571428,0.824,0.05585714285714283,1,STOP_BE_CHAND,True,False,1.0562659846547309,0.0,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
MLN/USDT,4h,SHORT,2025-12-10 08:00:00+00:00,2025-12-16 04:00:00+00:00,5.25,4.862857142857143,5.464285714285714,4.862857142857143,0.2142857142857144,35,STOP_BE_CHAND,True,True,3.1266666666666643,-0.5133333333333345,1.806666666666665,0.02,1.786666666666665,20,50,10,14,2.0,1.0,2.0,3.0,22
TON/USDT,4h,SHORT,2025-12-15 16:00:00+00:00,2025-12-16 12:00:00+00:00,1.488,1.5508571428571427,1.5508571428571427,1.5508571428571427,0.06285714285714282,5,INITIAL_STOP,False,False,0.33409090909090783,-1.225,-0.9999999999999984,0.02,-1.0199999999999985,20,50,10,14,2.0,1.0,2.0,3.0,22
BIO/USDT,4h,SHORT,2025-12-14 20:00:00+00:00,2025-12-16 16:00:00+00:00,0.0464,0.0464,0.04985714285714285,0.0464,0.003457142857142856,11,STOP_BE_CHAND,True,False,1.0123966942148752,-0.549586776859506,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
LTC/USDT,4h,SHORT,2025-12-15 16:00:00+00:00,2025-12-16 16:00:00+00:00,76.98,79.79285714285714,79.79285714285714,79.79285714285714,2.8128571428571427,6,INITIAL_STOP,False,False,0.2737430167597802,-1.0345352971051283,-0.9999999999999992,0.02,-1.0199999999999991,20,50,10,14,2.0,1.0,2.0,3.0,22
NEAR/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-16 20:00:00+00:00,1.61,1.61,1.7255714285714288,1.61,0.11557142857142856,26,STOP_BE_CHAND,True,False,1.0469715698393078,-0.648949320148331,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
SAHARA/USDT,4h,SHORT,2025-12-15 00:00:00+00:00,2025-12-17 08:00:00+00:00,0.02992,0.02992,0.03176142857142857,0.02992,0.0018414285714285726,14,STOP_BE_CHAND,True,False,1.7432117920868866,-2.416602017067492,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
AVAX/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-17 12:00:00+00:00,12.5,12.5,12.995714285714286,12.5,0.49571428571428555,12,STOP_BE_CHAND,True,False,1.1902017291066282,-0.3227665706051877,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
BTC/USDT,4h,SHORT,2025-12-15 16:00:00+00:00,2025-12-17 12:00:00+00:00,86149.96,88273.83857142857,88273.83857142857,88273.83857142857,2123.8785714285664,11,INITIAL_STOP,False,False,0.41620081858325636,-1.984995779285207,-0.9999999999999981,0.02,-1.019999999999998,20,50,10,14,2.0,1.0,2.0,3.0,22
PENGU/USDT,4h,SHORT,2025-12-14 20:00:00+00:00,2025-12-17 12:00:00+00:00,0.010398,0.010398,0.011013714285714285,0.010398,0.000615714285714286,16,STOP_BE_CHAND,True,False,1.0784222737819016,-0.7081206496519729,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
PNUT/USDT,4h,SHORT,2025-12-14 16:00:00+00:00,2025-12-17 12:00:00+00:00,0.0792,0.0792,0.08302857142857144,0.0792,0.0038285714285714273,17,STOP_BE_CHAND,True,False,1.4626865671641816,-0.8358208955223869,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
SOL/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-17 12:00:00+00:00,126.89,131.71142857142857,131.71142857142857,131.71142857142857,4.821428571428568,12,INITIAL_STOP,False,False,0.6761481481481497,-1.4725925925925956,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,1.0,2.0,3.0,22
UNI/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-17 12:00:00+00:00,5.316,5.316,5.685142857142857,5.316,0.36914285714285733,39,STOP_BE_CHAND,True,False,1.0321207430340558,-0.90750773993808,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
DOGS/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-18 08:00:00+00:00,4.46e-05,4.46e-05,4.754285714285714e-05,4.46e-05,2.942857142857142e-06,17,STOP_BE_CHAND,True,False,1.7330097087378653,-1.6990291262135926,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
ETH/USDT,4h,SHORT,2025-12-17 16:00:00+00:00,2025-12-18 12:00:00+00:00,2820.28,2976.9500000000003,2976.9500000000003,2976.9500000000003,156.66999999999993,5,INITIAL_STOP,False,False,0.14220974021829458,-1.1305291376779216,-1.0000000000000009,0.02,-1.020000000000001,20,50,10,14,2.0,1.0,2.0,3.0,22
LINK/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-18 12:00:00+00:00,12.78,12.78,13.34,12.78,0.5600000000000003,18,STOP_BE_CHAND,True,False,1.2857142857142831,-0.7142857142857145,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
NEAR/USDT,4h,SHORT,2025-12-17 16:00:00+00:00,2025-12-18 12:00:00+00:00,1.486,1.585,1.585,1.585,0.09899999999999998,5,INITIAL_STOP,False,False,0.3434343434343438,-1.0404040404040404,-1.0,0.02,-1.02,20,50,10,14,2.0,1.0,2.0,3.0,22
PNUT/USDT,4h,SHORT,2025-12-17 16:00:00+00:00,2025-12-18 16:00:00+00:00,0.0721,0.0721,0.07731428571428571,0.0721,0.005214285714285713,6,STOP_BE_CHAND,True,False,1.1123287671232878,-0.44109589041095837,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
ETH/USDT,4h,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 00:00:00+00:00,2781.93,2928.382857142857,2928.382857142857,2928.382857142857,146.45285714285728,2,INITIAL_STOP,False,False,0.014817054732383225,-1.0451827501780193,-1.0,0.02,-1.02,20,50,10,14,2.0,1.0,2.0,3.0,22
AAVE/USDT,4h,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,169.9,181.48142857142858,181.48142857142858,181.48142857142858,11.581428571428578,3,INITIAL_STOP,False,False,0.00777106204514646,-1.185518687553964,-0.9999999999999997,0.02,-1.0199999999999996,20,50,10,14,2.0,1.0,2.0,3.0,22
BTC/USDT,4h,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,84483.79,87630.82714285713,87630.82714285713,87630.82714285713,3147.0371428571443,3,INITIAL_STOP,False,False,0.010733905723569095,-1.2600010168294358,-0.999999999999998,0.02,-1.019999999999998,20,50,10,14,2.0,1.0,2.0,3.0,22
CFX/USDT,4h,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,0.0642,0.06882857142857142,0.06882857142857142,0.06882857142857142,0.004628571428571426,3,INITIAL_STOP,False,False,0.0,-1.1666666666666676,-1.0,0.02,-1.02,20,50,10,14,2.0,1.0,2.0,3.0,22
LINK/USDT,4h,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,11.76,12.474285714285715,12.474285714285715,12.474285714285715,0.7142857142857147,3,INITIAL_STOP,False,False,0.027999999999999386,-1.0499999999999994,-1.0000000000000007,0.02,-1.0200000000000007,20,50,10,14,2.0,1.0,2.0,3.0,22
LTC/USDT,4h,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,72.75,76.53285714285714,76.53285714285714,76.53285714285714,3.7828571428571456,3,INITIAL_STOP,False,False,0.007930513595166458,-1.0071752265861027,-0.9999999999999983,0.02,-1.0199999999999982,20,50,10,14,2.0,1.0,2.0,3.0,22
ZEC/USDT,4h,SHORT,2025-12-16 04:00:00+00:00,2025-12-19 08:00:00+00:00,381.82,419.18142857142857,419.18142857142857,419.18142857142857,37.36142857142858,19,INITIAL_STOP,False,False,0.28291209421481256,-1.3190073796505184,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,1.0,2.0,3.0,22
ADA/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 12:00:00+00:00,0.4084,0.37802142857142856,0.43434285714285714,0.37802142857142856,0.02594285714285715,42,STOP_BE_CHAND,True,True,2.382158590308368,-0.2852422907488993,1.1709801762114531,0.02,1.150980176211453,20,50,10,14,2.0,1.0,2.0,3.0,22
DOGE/USDT,4h,SHORT,2025-12-11 12:00:00+00:00,2025-12-19 12:00:00+00:00,0.13712,0.1299607142857143,0.1445642857142857,0.1299607142857143,0.0074442857142857045,48,STOP_BE_CHAND,True,True,2.3091537132987936,-0.7643446555363664,0.9617156016119742,0.02,0.9417156016119742,20,50,10,14,2.0,1.0,2.0,3.0,22
HBAR/USDT,4h,SHORT,2025-12-11 08:00:00+00:00,2025-12-19 12:00:00+00:00,0.12924,0.11261642857142858,0.1356642857142857,0.11261642857142858,0.006424285714285728,49,STOP_BE_CHAND,True,True,4.092283744718692,-0.46697798532354845,2.587613964865459,0.02,2.567613964865459,20,50,10,14,2.0,1.0,2.0,3.0,22
INJ/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 12:00:00+00:00,5.28,4.845000000000001,5.734285714285715,4.845000000000001,0.45428571428571435,42,STOP_BE_CHAND,True,True,2.0537735849056595,-0.3522012578616355,0.9575471698113197,0.02,0.9375471698113197,20,50,10,14,2.0,1.0,2.0,3.0,22
JTO/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-19 12:00:00+00:00,0.396,0.3427857142857143,0.43542857142857144,0.3427857142857143,0.039428571428571445,51,STOP_BE_CHAND,True,True,2.257246376811594,-0.4565217391304336,1.3496376811594197,0.02,1.3296376811594197,20,50,10,14,2.0,1.0,2.0,3.0,22
PENGU/USDT,4h,SHORT,2025-12-17 16:00:00+00:00,2025-12-19 12:00:00+00:00,0.009506,0.009506,0.010378571428571428,0.009506,0.0008725714285714282,11,STOP_BE_CHAND,True,False,1.2170923379174863,-0.3014079895219378,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
PEPE/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 12:00:00+00:00,4.32e-06,4.032857142857143e-06,4.647142857142858e-06,4.032857142857143e-06,3.271428571428574e-07,42,STOP_BE_CHAND,True,True,2.1091703056768547,-0.3668122270742346,0.8777292576419212,0.02,0.8577292576419212,20,50,10,14,2.0,1.0,2.0,3.0,22
SHIB/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-19 12:00:00+00:00,7.93e-06,7.538571428571428e-06,8.194285714285714e-06,7.538571428571428e-06,2.642857142857142e-07,24,STOP_BE_CHAND,True,True,3.518918918918922,-0.4540540540540499,1.4810810810810844,0.02,1.4610810810810844,20,50,10,14,2.0,1.0,2.0,3.0,22
AI/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-19 16:00:00+00:00,0.0409,0.03647857142857143,0.04357142857142857,0.03647857142857143,0.0026714285714285746,52,STOP_BE_CHAND,True,True,2.9946524064171087,-0.8983957219251324,1.6550802139037406,0.02,1.6350802139037406,20,50,10,14,2.0,1.0,2.0,3.0,22
APT/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 16:00:00+00:00,1.628,1.628,1.743142857142857,1.628,0.11514285714285719,43,STOP_BE_CHAND,True,False,1.8411910669975176,-0.7121588089330029,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
BB/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-19 16:00:00+00:00,0.0763,0.057828571428571424,0.0835,0.057828571428571424,0.007199999999999998,52,STOP_BE_CHAND,True,True,3.5000000000000018,-0.6666666666666666,2.565476190476193,0.02,2.545476190476193,20,50,10,14,2.0,1.0,2.0,3.0,22
DASH/USDT,4h,SHORT,2025-12-13 12:00:00+00:00,2025-12-19 16:00:00+00:00,44.97,39.27214285714286,47.88,39.27214285714286,2.9100000000000037,37,STOP_BE_CHAND,True,True,3.412371134020614,-0.1786941580756022,1.9580265095728973,0.02,1.9380265095728972,20,50,10,14,2.0,1.0,2.0,3.0,22
DODO/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-19 16:00:00+00:00,0.0204,0.01795714285714286,0.021357142857142856,0.01795714285714286,0.0009571428571428553,52,STOP_BE_CHAND,True,True,4.07462686567165,-0.5223880597014904,2.5522388059701537,0.02,2.5322388059701537,20,50,10,14,2.0,1.0,2.0,3.0,22
ENA/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-19 16:00:00+00:00,0.2477,0.21325000000000002,0.2697714285714286,0.21325000000000002,0.022071428571428586,52,STOP_BE_CHAND,True,True,2.564401294498381,-0.9106796116504839,1.5608414239482182,0.02,1.5408414239482182,20,50,10,14,2.0,1.0,2.0,3.0,22
FET/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-19 16:00:00+00:00,0.2296,0.21313571428571426,0.24297142857142856,0.21313571428571426,0.01337142857142857,25,STOP_BE_CHAND,True,True,2.8194444444444455,-0.0673076923076932,1.2313034188034206,0.02,1.2113034188034206,20,50,10,14,2.0,1.0,2.0,3.0,22
FIL/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-19 16:00:00+00:00,1.382,1.287,1.4724285714285712,1.287,0.09042857142857133,52,STOP_BE_CHAND,True,True,2.443917851500791,-0.35387045813586165,1.050552922590838,0.02,1.030552922590838,20,50,10,14,2.0,1.0,2.0,3.0,22
NEAR/USDT,4h,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 16:00:00+00:00,1.428,1.544,1.544,1.544,0.116,6,INITIAL_STOP,False,False,0.19827586206896472,-1.1379310344827596,-1.0000000000000009,0.02,-1.020000000000001,20,50,10,14,2.0,1.0,2.0,3.0,22
RENDER/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 16:00:00+00:00,1.538,1.3187142857142857,1.6402857142857143,1.3187142857142857,0.10228571428571438,43,STOP_BE_CHAND,True,True,3.5097765363128457,-0.30307262569832294,2.14385474860335,0.02,2.12385474860335,20,50,10,14,2.0,1.0,2.0,3.0,22
SUI/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-19 16:00:00+00:00,1.4865,1.4865,1.569342857142857,1.4865,0.08284285714285707,25,STOP_BE_CHAND,True,False,1.9277461631315755,-0.7242628039317137,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
TIA/USDT,4h,SHORT,2025-12-15 16:00:00+00:00,2025-12-19 16:00:00+00:00,0.508,0.4873142857142857,0.5382857142857143,0.4873142857142857,0.03028571428571428,24,STOP_BE_CHAND,True,True,2.2551886792452844,-0.5943396226415101,0.6830188679245291,0.02,0.6630188679245291,20,50,10,14,2.0,1.0,2.0,3.0,22
VIC/USDT,4h,SHORT,2025-12-14 16:00:00+00:00,2025-12-19 16:00:00+00:00,0.0976,0.08932142857142857,0.10101428571428572,0.08932142857142857,0.003414285714285719,30,STOP_BE_CHAND,True,True,4.100418410041839,-0.2928870292886987,2.424686192468619,0.02,2.404686192468619,20,50,10,14,2.0,1.0,2.0,3.0,22
WLD/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 16:00:00+00:00,0.577,0.5245142857142857,0.617,0.5245142857142857,0.040000000000000036,43,STOP_BE_CHAND,True,True,2.6074999999999964,-0.6,1.312142857142855,0.02,1.292142857142855,20,50,10,14,2.0,1.0,2.0,3.0,22
WLFI/USDT,4h,SHORT,2025-12-11 12:00:00+00:00,2025-12-19 16:00:00+00:00,0.1447,0.13402857142857144,0.15348571428571428,0.13402857142857144,0.008785714285714282,49,STOP_BE_CHAND,True,True,2.640650406504066,-0.5463414634146342,1.2146341463414618,0.02,1.1946341463414618,20,50,10,14,2.0,1.0,2.0,3.0,22
XPL/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 16:00:00+00:00,0.1507,0.13013571428571427,0.16238571428571427,0.13013571428571427,0.011685714285714284,43,STOP_BE_CHAND,True,True,3.0378973105134484,-0.9755501222493884,1.759779951100246,0.02,1.739779951100246,20,50,10,14,2.0,1.0,2.0,3.0,22
ZBT/USDT,4h,SHORT,2025-12-14 04:00:00+00:00,2025-12-19 16:00:00+00:00,0.0981,0.07710714285714287,0.10194285714285715,0.07710714285714287,0.003842857142857142,33,STOP_BE_CHAND,True,True,7.598513011152419,-0.1301115241635653,5.462825278810408,0.02,5.442825278810409,20,50,10,14,2.0,1.0,2.0,3.0,22
BNB/USDT,4h,SHORT,2025-12-15 12:00:00+00:00,2025-12-19 20:00:00+00:00,859.14,859.14,883.3657142857143,859.14,24.225714285714293,26,STOP_BE_CHAND,True,False,1.6820969453945036,-0.7966741361009578,0.0,0.02,-0.02,20,50,10,14,2.0,1.0,2.0,3.0,22
KITE/USDT,4h,SHORT,2025-12-17 20:00:00+00:00,2025-12-19 20:00:00+00:00,0.0818,0.08857142857142856,0.08857142857142856,0.08857142857142856,0.0067714285714285715,12,INITIAL_STOP,False,False,0.17721518987341664,-1.09282700421941,-0.9999999999999993,0.02,-1.0199999999999994,20,50,10,14,2.0,1.0,2.0,3.0,22
ONDO/USDT,4h,SHORT,2025-12-12 12:00:00+00:00,2025-12-19 20:00:00+00:00,0.4561,0.4001071428571429,0.48382857142857144,0.4001071428571429,0.027728571428571436,44,STOP_BE_CHAND,True,True,3.4621329211746525,-0.35703245749613666,2.0193199381761966,0.02,1.9993199381761966,20,50,10,14,2.0,1.0,2.0,3.0,22
XRP/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-19 20:00:00+00:00,1.9995,1.9133214285714286,2.0806142857142857,1.9133214285714286,0.08111428571428582,53,STOP_BE_CHAND,True,True,2.815780204297286,-0.7088763649172221,1.062433955618174,0.02,1.042433955618174,20,50,10,14,2.0,1.0,2.0,3.0,22
VIRTUAL/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-20 00:00:00+00:00,0.7964,0.7130571428571428,0.8603,0.7130571428571428,0.06389999999999997,54,STOP_BE_CHAND,True,True,2.618153364632239,-0.9953051643192491,1.304270064833446,0.02,1.284270064833446,20,50,10,14,2.0,1.0,2.0,3.0,22
SAHARA/USDT,4h,SHORT,2025-12-17 16:00:00+00:00,2025-12-20 04:00:00+00:00,0.02664,0.03009857142857143,0.03009857142857143,0.03009857142857143,0.003458571428571429,15,INITIAL_STOP,False,False,0.45394465097067377,-1.0119785212722014,-1.0,0.02,-1.02,20,50,10,14,2.0,1.0,2.0,3.0,22
PENDLE/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-20 08:00:00+00:00,2.265,1.94,2.4332857142857143,1.94,0.1682857142857141,56,STOP_BE_CHAND,True,True,3.1969439728353177,-0.44567062818336056,1.9312393887945702,0.02,1.9112393887945702,20,50,10,14,2.0,1.0,2.0,3.0,22
RAD/USDT,4h,SHORT,2025-12-14 20:00:00+00:00,2025-12-20 08:00:00+00:00,0.284,0.26371428571428573,0.296,0.26371428571428573,0.01200000000000001,33,STOP_BE_CHAND,True,True,3.0833333333333286,-0.4166666666666667,1.6904761904761851,0.02,1.6704761904761851,20,50,10,14,2.0,1.0,2.0,3.0,22
SPK/USDT,4h,SHORT,2025-12-11 00:00:00+00:00,2025-12-20 08:00:00+00:00,0.023079,0.020711571428571426,0.02468285714285714,0.020711571428571426,0.001603857142857141,56,STOP_BE_CHAND,True,True,2.5719248240847987,-0.5742406698138434,1.476084439298123,0.02,1.456084439298123,20,50,10,14,2.0,1.0,2.0,3.0,22
ICP/USDT,4h,SHORT,2025-12-12 20:00:00+00:00,2025-12-20 12:00:00+00:00,3.234,3.0157857142857143,3.4404285714285714,3.0157857142857143,0.20642857142857154,46,STOP_BE_CHAND,True,True,2.3494809688581295,-0.3778546712802759,1.0570934256055355,0.02,1.0370934256055355,20,50,10,14,2.0,1.0,2.0,3.0,22
DOT/USDT,4h,SHORT,2025-12-11 08:00:00+00:00,2025-12-21 00:00:00+00:00,2.043,1.8310714285714285,2.1914285714285717,1.8310714285714285,0.14842857142857152,58,STOP_BE_CHAND,True,True,2.1626564003849853,-0.3570741097208848,1.427815206929741,0.02,1.407815206929741,20,50,10,14,2.0,1.0,2.0,3.0,22
