trade_id,symbol,timeframe,side,filter_mode,linreg_n,linreg_mult,stop_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,pnl_pct,mae_r,mfe_r
0,1INCH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:52.320000+00:00,1970-01-01 00:28:53.702400+00:00,0.377,0.4751,0.3375345454545455,0.03946545454545454,midline_exit,16,2.4857182345895152,26.021220159151206,-0.44342578089007695,6.481617985810376
1,1INCH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:13.315200+00:00,0.2955,0.26941272727272725,0.26941272727272725,0.02608727272727272,initial_stop,13,-1.0000000000000007,-8.828180279956932,-1.2266517981600216,3.683788681349319
2,AAVE/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:44.112000+00:00,1970-01-01 00:28:44.716800+00:00,128.89,119.98,113.58236363636362,15.307636363636364,midline_exit,7,-0.5820624287343203,-6.912871440763424,-0.7669374762447726,1.2986982136069951
3,AAVE/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:50.937600+00:00,1970-01-01 00:28:51.542400+00:00,183.4,164.1149090909091,164.1149090909091,19.285090909090908,initial_stop,7,-1.0000000000000002,-10.515316744324377,-1.4399724704906294,0.8343232643210019
4,AAVE/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:53.097600+00:00,1970-01-01 00:28:54.566400+00:00,235.39,314.98,209.53872727272727,25.851272727272725,midline_exit,17,3.0787652445457248,33.81197162156422,-0.5547115668650031,6.361775752204922
5,AAVE/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:08.476800+00:00,228.64,250.0,203.94763636363635,24.692363636363634,midline_exit,19,0.8650447690857688,9.342197340797775,-0.7431447337417529,2.1950106032045236
6,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:51.628800+00:00,0.02364,0.020659272727272728,0.020659272727272728,0.0029807272727272725,initial_stop,4,-1.0000000000000004,-12.608829410859867,-1.1540807612541182,0.28852019031352927
7,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:52.320000+00:00,1970-01-01 00:28:53.702400+00:00,0.02625,0.02913,0.02276818181818182,0.0034818181818181814,midline_exit,16,0.8271540469973893,10.971428571428564,-0.36187989556135797,3.8657963446475208
8,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:57.936000+00:00,1970-01-01 00:28:58.022400+00:00,0.03857,0.033322000000000004,0.033322000000000004,0.005247999999999999,initial_stop,1,-0.9999999999999993,-13.606429867772874,-1.7740091463414636,0.01524390243902377
9,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:58.108800+00:00,1970-01-01 00:28:58.540800+00:00,0.03761,0.03142890909090909,0.03142890909090909,0.006181090909090909,initial_stop,5,-0.9999999999999997,-16.434700635710996,-1.1583715731262496,3.39422284974703
10,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:04.588800+00:00,1970-01-01 00:29:06.230400+00:00,0.02741,0.02601,0.022022,0.005388000000000001,midline_exit,19,-0.25983667409057193,-5.107624954396217,-0.7201187824795844,0.5753526354862654
11,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:12.969600+00:00,1970-01-01 00:29:13.142400+00:00,0.02702,0.024428363636363637,0.024428363636363637,0.0025916363636363632,initial_stop,2,-0.9999999999999994,-9.591548348025025,-1.0688227865862208,0.4900378841027082
12,ACM/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:53.184000+00:00,1970-01-01 00:28:53.702400+00:00,1.953,1.7639818181818183,1.7639818181818183,0.18901818181818178,initial_stop,6,-0.9999999999999999,-9.678350323511609,-1.3384955752212397,1.3596575606002306
13,ACM/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:13.574400+00:00,1970-01-01 00:29:14.438400+00:00,0.996,0.89,0.8748,0.1212,midline_exit,10,-0.8745874587458744,-10.642570281124497,-0.9735973597359735,1.27062706270627
14,ACM/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:14.611200+00:00,1970-01-01 00:29:15.475200+00:00,1.07,1.056,0.9421818181818182,0.12781818181818183,midline_exit,10,-0.10953058321479382,-1.3084112149532756,-0.641536273115221,1.7759601706970116
15,ADA/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:50.937600+00:00,1970-01-01 00:28:53.702400+00:00,0.4065,1.0034,0.3714309090909091,0.035069090909090904,midline_exit,32,17.020686437163008,146.83886838868392,-0.07699087515553657,26.23107631688097
16,ADA/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:00.873600+00:00,1970-01-01 00:29:00.960000+00:00,1.135,0.9779272727272728,0.9779272727272728,0.15707272727272725,initial_stop,1,-1.0,-13.839006808169806,-1.9876143072114834,0.2527491607824984
17,ADA/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.267200+00:00,0.8406,0.7520036363636364,0.7520036363636364,0.08859636363636363,initial_stop,5,-0.9999999999999996,-10.539657820171733,-1.0846946314234114,0.267505335741257
18,ADA/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:13.747200+00:00,0.7094,0.7828,0.6332145454545455,0.07618545454545454,midline_exit,18,0.9634384993556396,10.34677191993234,-0.27564316739057826,2.9913846594434634
19,ADX/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:49.296000+00:00,1970-01-01 00:28:49.814400+00:00,0.1802,0.16644727272727272,0.16644727272727272,0.01375272727272727,initial_stop,6,-1.0000000000000004,-7.631924124709921,-1.3742728714965629,1.4397144368059238
20,ADX/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:28:53.184000+00:00,1970-01-01 00:28:53.702400+00:00,0.2317,0.20788181818181817,0.20788181818181817,0.023818181818181818,initial_stop,6,-1.0000000000000002,-10.279750461019344,-1.0034351145038158,1.1797709923664117
21,ADX/USDT,1d,LONG,ema200_price,55,3.0,2.0,1970-01-01 00:29:13.574400+00:00,1970-01-01 00:29:14.006400+00:00,0.1336,0.12265090909090909,0.12265090909090909,0.01094909090909091,initial_stop,5,-0.9999999999999999,-8.195427327163852,-1.2329790767186979,1.3151776818332774
