exit_time,net_r,cumulative_r
2024-05-14 00:00:00+00:00,-0.746978235796067,-0.746978235796067
2024-05-25 00:00:00+00:00,-0.7173012274255335,-1.4642794632216005
2024-05-26 00:00:00+00:00,-0.7233037386983798,-2.1875832019199803
2024-05-28 00:00:00+00:00,-0.6327006327006327,-2.820283834620613
2024-05-29 00:00:00+00:00,0.24146815416607348,-2.5788156804545395
2024-05-30 00:00:00+00:00,-0.7943026459427149,-3.3731183263972544
2024-05-31 00:00:00+00:00,0.48301017469763957,-2.8901081516996148
2024-06-02 00:00:00+00:00,-0.6526631657914487,-3.5427713174910633
2024-06-03 00:00:00+00:00,-0.3594486128075383,-3.902219930298602
2024-06-03 00:00:00+00:00,-1.0000000000000002,-4.902219930298602
2024-06-03 00:00:00+00:00,0.6749384444551729,-4.227281485843429
2024-06-03 00:00:00+00:00,0.3255376024068996,-3.9017438834365294
2024-06-06 00:00:00+00:00,-1.0,-4.901743883436529
2024-06-07 00:00:00+00:00,0.022035256410256204,-4.879708627026273
2024-06-07 00:00:00+00:00,0.7445640237206236,-4.135144603305649
2024-06-08 00:00:00+00:00,1.508959446714869,-2.6261851565907803
2024-06-08 00:00:00+00:00,-0.4874464176362529,-3.1136315742270333
2024-06-08 00:00:00+00:00,0.7348748812163439,-2.3787566930106894
2024-06-10 00:00:00+00:00,-0.9999999999999997,-3.378756693010689
2024-06-13 00:00:00+00:00,-0.7961608775137119,-4.174917570524401
2024-07-04 00:00:00+00:00,-1.0000000000000004,-5.174917570524402
2024-07-05 00:00:00+00:00,-1.0000000000000004,-6.174917570524402
2024-07-16 00:00:00+00:00,-0.06131549609810423,-6.236233066622506
2024-07-22 00:00:00+00:00,-0.8273150377146526,-7.063548104337158
2024-07-23 00:00:00+00:00,-0.8069620253164559,-7.870510129653614
2024-07-24 00:00:00+00:00,-0.9999999999999996,-8.870510129653614
2024-07-24 00:00:00+00:00,-0.33147929658969594,-9.20198942624331
2024-07-25 00:00:00+00:00,-1.0000000000000002,-10.20198942624331
2024-07-25 00:00:00+00:00,-0.9999999999999997,-11.20198942624331
2024-07-30 00:00:00+00:00,1.0338429374101656,-10.168146488833145
2024-07-30 00:00:00+00:00,-0.1651998709103436,-10.333346359743489
2024-07-30 00:00:00+00:00,-0.5594002306805066,-10.892746590423995
2024-07-31 00:00:00+00:00,0.9019210938844822,-9.990825496539513
2024-08-01 00:00:00+00:00,-0.9999999999999997,-10.990825496539513
2024-08-01 00:00:00+00:00,1.2955465587044541,-9.69527893783506
2024-08-01 00:00:00+00:00,-0.2043269230769217,-9.899605860911981
2024-08-15 00:00:00+00:00,-1.0000000000000004,-10.899605860911981
2024-08-22 00:00:00+00:00,-0.9999999999999996,-11.899605860911981
2024-08-27 00:00:00+00:00,-0.9297036987492476,-12.829309559661228
2024-08-27 00:00:00+00:00,-0.5445710967820788,-13.373880656443307
2024-09-01 00:00:00+00:00,1.9903691813804183,-11.383511475062889
2024-09-22 00:00:00+00:00,-1.0000000000000007,-12.383511475062889
2024-10-01 00:00:00+00:00,-0.5987688864017906,-12.98228036146468
2024-10-01 00:00:00+00:00,-0.5699350813590747,-13.552215442823755
2024-10-01 00:00:00+00:00,-1.0000000000000004,-14.552215442823755
2024-10-01 00:00:00+00:00,-1.0,-15.552215442823755
2024-10-01 00:00:00+00:00,-1.0000000000000004,-16.552215442823755
2024-10-03 00:00:00+00:00,2.761068872987478,-13.791146569836277
2024-10-08 00:00:00+00:00,-0.9999999999999998,-14.791146569836277
2024-10-08 00:00:00+00:00,-0.9999999999999997,-15.791146569836277
2024-10-08 00:00:00+00:00,-1.0000000000000002,-16.79114656983628
2024-10-10 00:00:00+00:00,-1.0000000000000009,-17.79114656983628
2024-10-16 00:00:00+00:00,-0.6605935938877454,-18.451740163724025
2024-10-18 00:00:00+00:00,-0.8265092363359363,-19.278249400059963
2024-10-18 00:00:00+00:00,-0.19666133089412263,-19.474910730954086
2024-10-21 00:00:00+00:00,-1.0000000000000004,-20.474910730954086
2024-10-22 00:00:00+00:00,-1.0000000000000004,-21.474910730954086
2024-10-22 00:00:00+00:00,-1.0,-22.474910730954086
2024-10-25 00:00:00+00:00,-0.4286707345330964,-22.903581465487182
2024-10-25 00:00:00+00:00,-1.0000000000000007,-23.903581465487182
2024-11-03 00:00:00+00:00,-0.9999999999999998,-24.903581465487182
2024-11-12 00:00:00+00:00,-1.0000000000000007,-25.903581465487182
2024-11-12 00:00:00+00:00,-1.0000000000000004,-26.903581465487182
2024-11-12 00:00:00+00:00,-1.0000000000000002,-27.903581465487182
2024-11-12 00:00:00+00:00,-0.9999999999999996,-28.903581465487182
2024-11-12 00:00:00+00:00,-1.0000000000000009,-29.903581465487182
2024-11-13 00:00:00+00:00,-0.19355862287799444,-30.097140088365176
2024-11-13 00:00:00+00:00,-0.9999999999999983,-31.097140088365176
2024-11-14 00:00:00+00:00,-0.9999999999999996,-32.09714008836517
2024-11-14 00:00:00+00:00,-0.5197740112994347,-32.616914099664605
2024-11-14 00:00:00+00:00,-1.0000000000000007,-33.616914099664605
2024-11-14 00:00:00+00:00,-1.0000000000000007,-34.616914099664605
2024-11-14 00:00:00+00:00,-0.9999999999999998,-35.616914099664605
2024-11-14 00:00:00+00:00,-0.9999999999999996,-36.616914099664605
2024-11-15 00:00:00+00:00,-0.9999999999999999,-37.616914099664605
2024-11-17 00:00:00+00:00,-0.9999999999999997,-38.616914099664605
2024-11-20 00:00:00+00:00,0.8164029147221543,-37.80051118494245
2024-11-23 00:00:00+00:00,1.735625669122741,-36.06488551581971
2024-11-25 00:00:00+00:00,2.8528635618001568,-33.212021954019555
2024-11-25 00:00:00+00:00,9.596204172475359,-23.615817781544195
2024-11-25 00:00:00+00:00,2.1702713556307733,-21.44554642591342
2024-11-25 00:00:00+00:00,0.5845771144278581,-20.86096931148556
2024-11-26 00:00:00+00:00,-1.0,-21.86096931148556
2024-11-26 00:00:00+00:00,-0.9999999999999996,-22.86096931148556
2024-11-26 00:00:00+00:00,-1.0000000000000002,-23.86096931148556
2024-11-28 00:00:00+00:00,2.256544502617803,-21.60442480886776
2024-12-04 00:00:00+00:00,21.97944530480079,0.37502049593303255
2024-12-04 00:00:00+00:00,-0.9999999999999989,-0.6249795040669663
2024-12-05 00:00:00+00:00,1.9748726655348054,1.349893161467839
2024-12-07 00:00:00+00:00,1.3813116656993607,2.7312048271671996
2024-12-07 00:00:00+00:00,3.460091265711312,6.1912960928785115
2024-12-08 00:00:00+00:00,8.80328809023131,14.994584183109822
2024-12-08 00:00:00+00:00,1.005761649651269,16.00034583276109
2024-12-08 00:00:00+00:00,6.815281204798773,22.815627037559864
2024-12-09 00:00:00+00:00,3.1337931034482764,25.94942014100814
2024-12-09 00:00:00+00:00,38.58857074967325,64.53799089068139
2024-12-09 00:00:00+00:00,4.072864503955293,68.61085539463667
2024-12-09 00:00:00+00:00,-1.0000000000000007,67.61085539463667
2024-12-09 00:00:00+00:00,-0.9999999999999997,66.61085539463667
2024-12-09 00:00:00+00:00,-0.9999999999999997,65.61085539463667
2024-12-09 00:00:00+00:00,0.5457853244390546,66.15664071907572
2024-12-09 00:00:00+00:00,-1.0000000000000002,65.15664071907572
2024-12-09 00:00:00+00:00,0.22777602024675675,65.38441673932248
2024-12-09 00:00:00+00:00,-0.9999999999999998,64.38441673932248
2024-12-09 00:00:00+00:00,-0.004189066536339691,64.38022767278613
2024-12-09 00:00:00+00:00,4.7558799675588,69.13610764034493
2024-12-09 00:00:00+00:00,0.8291348783647623,69.9652425187097
2024-12-09 00:00:00+00:00,0.9105295191722461,70.87577203788194
2024-12-09 00:00:00+00:00,-1.0000000000000002,69.87577203788194
2024-12-09 00:00:00+00:00,-1.0000000000000002,68.87577203788194
2024-12-09 00:00:00+00:00,3.8898780988905637,72.7656501367725
2024-12-09 00:00:00+00:00,-0.9999999999999997,71.7656501367725
2024-12-09 00:00:00+00:00,-1.0000000000000009,70.7656501367725
2024-12-09 00:00:00+00:00,1.0657498925655355,71.83140002933804
2024-12-09 00:00:00+00:00,1.9447573075891658,73.77615733692721
2024-12-09 00:00:00+00:00,2.862709442784777,76.63886677971199
2024-12-09 00:00:00+00:00,-0.9999999999999996,75.63886677971199
2024-12-09 00:00:00+00:00,-1.0000000000000002,74.63886677971199
2024-12-09 00:00:00+00:00,-0.9999999999999998,73.63886677971199
2024-12-09 00:00:00+00:00,-1.0000000000000002,72.63886677971199
2024-12-09 00:00:00+00:00,21.357537490134177,93.99640426984617
2024-12-09 00:00:00+00:00,4.755150287065182,98.75155455691134
2024-12-09 00:00:00+00:00,-0.1972467639202796,98.55430779299107
2024-12-09 00:00:00+00:00,-1.0000000000000007,97.55430779299107
2024-12-10 00:00:00+00:00,8.438700663639537,105.9930084566306
2024-12-10 00:00:00+00:00,3.1633081444164564,109.15631660104707
2024-12-13 00:00:00+00:00,-1.0000000000000007,108.15631660104707
2024-12-16 00:00:00+00:00,-0.9999999999999997,107.15631660104707
2024-12-17 00:00:00+00:00,-0.3195732313383072,106.83674336970876
2024-12-17 00:00:00+00:00,-0.7991556091676726,106.03758776054109
2024-12-18 00:00:00+00:00,3.499874213836479,109.53746197437756
2024-12-22 00:00:00+00:00,-1.0000000000000002,108.53746197437756
2024-12-28 00:00:00+00:00,-1.0000000000000002,107.53746197437756
2024-12-29 00:00:00+00:00,-1.0000000000000004,106.53746197437756
2025-01-06 00:00:00+00:00,-0.9999999999999997,105.53746197437756
2025-01-07 00:00:00+00:00,-0.20965842167255588,105.327803552705
2025-01-08 00:00:00+00:00,-0.9999999999999998,104.327803552705
2025-01-09 00:00:00+00:00,-0.7780831043384134,103.5497204483666
2025-01-13 00:00:00+00:00,-0.9999999999999996,102.5497204483666
2025-01-18 00:00:00+00:00,-0.3694013823265259,102.18031906604007
2025-01-20 00:00:00+00:00,-0.9999999999999998,101.18031906604007
2025-01-22 00:00:00+00:00,-0.42636930141029833,100.75394976462977
2025-01-26 00:00:00+00:00,-0.7657177545157442,99.98823201011402
2025-01-26 00:00:00+00:00,-0.30203989631466255,99.68619211379935
2025-01-26 00:00:00+00:00,-0.39465859328539743,99.29153352051395
2025-01-27 00:00:00+00:00,-0.2603561788434769,99.03117734167047
2025-01-28 00:00:00+00:00,-0.8997229916897511,98.13145434998071
2025-01-28 00:00:00+00:00,-0.5425140631761145,97.5889402868046
2025-01-28 00:00:00+00:00,-1.0000000000000002,96.5889402868046
2025-02-03 00:00:00+00:00,-1.0000000000000002,95.5889402868046
2025-02-18 00:00:00+00:00,-0.9999999999999998,94.5889402868046
2025-02-28 00:00:00+00:00,-1.0000000000000002,93.5889402868046
2025-03-03 00:00:00+00:00,-1.0000000000000002,92.5889402868046
2025-03-03 00:00:00+00:00,-1.0000000000000002,91.5889402868046
2025-03-03 00:00:00+00:00,-0.6241407753643109,90.96479951144029
2025-03-04 00:00:00+00:00,-1.0,89.96479951144029
2025-03-22 00:00:00+00:00,3.654180496285759,93.61898000772605
2025-04-13 00:00:00+00:00,-1.0000000000000004,92.61898000772605
2025-04-18 00:00:00+00:00,-0.8900836320191138,91.72889637570694
2025-04-22 00:00:00+00:00,-0.9999999999999999,90.72889637570694
2025-04-27 00:00:00+00:00,-0.37312182315812975,90.35577455254881
2025-05-02 00:00:00+00:00,-0.08183306055646472,90.27394149199235
2025-05-04 00:00:00+00:00,0.12975240350458656,90.40369389549693
2025-05-04 00:00:00+00:00,-0.521332420716404,89.88236147478052
2025-05-06 00:00:00+00:00,0.9447839018380477,90.82714537661857
2025-05-07 00:00:00+00:00,-1.0000000000000002,89.82714537661857
2025-05-07 00:00:00+00:00,-0.9999999999999989,88.82714537661857
2025-05-11 00:00:00+00:00,-0.9999999999999999,87.82714537661857
2025-05-13 00:00:00+00:00,-0.2376415200089681,87.58950385660961
2025-05-13 00:00:00+00:00,-0.9999999999999991,86.58950385660961
2025-05-15 00:00:00+00:00,-1.0000000000000004,85.58950385660961
2025-05-15 00:00:00+00:00,-0.3331385154880176,85.2563653411216
2025-05-15 00:00:00+00:00,-0.9999999999999997,84.2563653411216
2025-05-15 00:00:00+00:00,-0.3427419354838708,83.91362340563772
2025-05-15 00:00:00+00:00,-0.124567474048442,83.78905593158927
2025-05-15 00:00:00+00:00,-1.0,82.78905593158927
2025-05-15 00:00:00+00:00,-1.0000000000000004,81.78905593158927
2025-05-15 00:00:00+00:00,-0.7032729239924268,81.08578300759685
2025-05-16 00:00:00+00:00,-0.5646466982768582,80.52113630931999
2025-05-17 00:00:00+00:00,0.6656473200259717,81.18678362934595
2025-05-18 00:00:00+00:00,-0.9999999999999997,80.18678362934595
2025-05-19 00:00:00+00:00,0.034211426616489925,80.22099505596245
2025-06-12 00:00:00+00:00,-1.0000000000000002,79.22099505596245
2025-06-12 00:00:00+00:00,-1.0000000000000004,78.22099505596245
2025-06-22 00:00:00+00:00,-0.11704618003830598,78.10394887592415
2025-07-01 00:00:00+00:00,-1.0000000000000004,77.10394887592415
2025-07-14 00:00:00+00:00,-0.9999999999999997,76.10394887592415
2025-07-20 00:00:00+00:00,0.23511851462765573,76.3390673905518
2025-07-22 00:00:00+00:00,0.6720977596741351,77.01116515022593
2025-07-22 00:00:00+00:00,-1.0000000000000002,76.01116515022593
2025-07-23 00:00:00+00:00,3.958386196396857,79.9695513466228
2025-07-23 00:00:00+00:00,0.5321393408036014,80.50169068742639
2025-07-23 00:00:00+00:00,2.220720720720721,82.72241140814711
2025-07-23 00:00:00+00:00,0.620043258832011,83.34245466697912
2025-07-24 00:00:00+00:00,-0.5592176747555245,82.78323699222359
2025-07-24 00:00:00+00:00,1.7256922086284612,84.50892920085205
2025-07-24 00:00:00+00:00,-0.15986221819868016,84.34906698265337
2025-07-24 00:00:00+00:00,1.3511434366039585,85.70021041925733
2025-07-24 00:00:00+00:00,-0.10178117048345993,85.59842924877387
2025-07-26 00:00:00+00:00,1.2219280763853773,86.82035732515925
2025-07-28 00:00:00+00:00,1.9457603844833504,88.7661177096426
2025-07-28 00:00:00+00:00,-1.0,87.7661177096426
2025-07-28 00:00:00+00:00,-0.9999999999999997,86.7661177096426
2025-07-28 00:00:00+00:00,0.23971351311846903,87.00583122276107
2025-07-28 00:00:00+00:00,4.028757285615686,91.03458850837676
2025-07-29 00:00:00+00:00,-0.9999999999999998,90.03458850837676
2025-07-29 00:00:00+00:00,0.6496519721577723,90.68424048053453
2025-07-30 00:00:00+00:00,-1.0000000000000013,89.68424048053453
2025-07-30 00:00:00+00:00,3.629043126684639,93.31328360721916
2025-08-01 00:00:00+00:00,0.018570102135562275,93.33185370935472
2025-08-01 00:00:00+00:00,-0.9999999999999998,92.33185370935472
2025-08-01 00:00:00+00:00,-1.000000000000001,91.33185370935472
2025-08-06 00:00:00+00:00,5.9908675799086755,97.3227212892634
2025-08-11 00:00:00+00:00,-1.0000000000000004,96.3227212892634
2025-08-14 00:00:00+00:00,-0.9999999999999994,95.3227212892634
2025-08-16 00:00:00+00:00,-1.0000000000000013,94.3227212892634
2025-08-17 00:00:00+00:00,0.13382899628252798,94.45655028554593
2025-08-23 00:00:00+00:00,4.658763216917656,99.11531350246358
2025-08-25 00:00:00+00:00,-0.9999999999999996,98.11531350246358
2025-08-25 00:00:00+00:00,-0.9999999999999996,97.11531350246358
2025-08-28 00:00:00+00:00,-0.7360562604143437,96.37925724204923
2025-09-16 00:00:00+00:00,-1.0,95.37925724204923
2025-09-21 00:00:00+00:00,-0.524515393386546,94.85474184866268
2025-09-21 00:00:00+00:00,-0.49150030802017924,94.3632415406425
2025-09-21 00:00:00+00:00,-0.2587911615510278,94.10445037909147
2025-09-22 00:00:00+00:00,-0.9999999999999994,93.10445037909147
2025-09-22 00:00:00+00:00,-0.9999999999999996,92.10445037909147
2025-09-22 00:00:00+00:00,-1.0000000000000002,91.10445037909147
2025-09-24 00:00:00+00:00,0.9441201000834035,92.04857047917488
2025-09-25 00:00:00+00:00,-0.7852568384861365,91.26331364068875
2025-09-27 00:00:00+00:00,-1.0000000000000007,90.26331364068875
2025-09-29 00:00:00+00:00,-0.9999999999999996,89.26331364068875
2025-10-01 00:00:00+00:00,-1.0,88.26331364068875
2025-10-09 00:00:00+00:00,-1.0000000000000007,87.26331364068875
2025-10-10 00:00:00+00:00,-1.0000000000000002,86.26331364068875
2025-10-10 00:00:00+00:00,-1.000000000000001,85.26331364068875
2025-10-10 00:00:00+00:00,-1.0000000000000002,84.26331364068875
2025-10-10 00:00:00+00:00,-0.9999999999999993,83.26331364068875
2025-10-15 00:00:00+00:00,-1.0000000000000002,82.26331364068875
2025-11-03 00:00:00+00:00,-0.9999999999999998,81.26331364068875
2025-11-07 00:00:00+00:00,-1.0,80.26331364068875
2025-11-08 00:00:00+00:00,-0.9999999999999997,79.26331364068875
2025-11-12 00:00:00+00:00,1.058131939908556,80.32144558059731
2025-11-12 00:00:00+00:00,-0.9999999999999994,79.32144558059731
2025-11-14 00:00:00+00:00,-1.0000000000000004,78.32144558059731
2025-11-14 00:00:00+00:00,0.2909559982800622,78.61240157887738
2025-11-16 00:00:00+00:00,-0.8127168924213588,77.79968468645602
2025-11-19 00:00:00+00:00,-1.0000000000000002,76.79968468645602
2025-12-04 00:00:00+00:00,-0.9369676320272572,75.86271705442876
2025-12-11 00:00:00+00:00,-0.22056833558863415,75.64214871884012
2025-12-17 00:00:00+00:00,-0.7963386258571731,74.84581009298294
2026-01-07 00:00:00+00:00,-0.9999999999999997,73.84581009298294
2026-01-17 00:00:00+00:00,-1.0000000000000007,72.84581009298294
2026-01-18 00:00:00+00:00,-0.9999999999999997,71.84581009298294
2026-01-19 00:00:00+00:00,0.21951159083964553,72.06532168382259
2026-01-20 00:00:00+00:00,-1.0000000000000004,71.06532168382259
2026-01-20 00:00:00+00:00,0.15882019285309285,71.22414187667569
2026-01-26 00:00:00+00:00,-1.0000000000000004,70.22414187667569
2026-01-28 00:00:00+00:00,0.7614640302902822,70.98560590696597
2026-02-06 00:00:00+00:00,-0.9999999999999997,69.98560590696597
2026-02-11 00:00:00+00:00,-0.9999999999999992,68.98560590696597
2026-02-19 00:00:00+00:00,-0.9999999999999998,67.98560590696597
2026-02-23 00:00:00+00:00,-0.9999999999999997,66.98560590696597
2026-02-26 00:00:00+00:00,1.048883133700226,68.0344890406662
2026-03-31 00:00:00+00:00,1.5897435897435912,69.6242326304098
2026-04-22 00:00:00+00:00,-0.38766519823788576,69.23656743217191
2026-04-26 00:00:00+00:00,-1.0000000000000002,68.23656743217191
2026-05-02 00:00:00+00:00,-1.0000000000000004,67.23656743217191
2026-05-03 00:00:00+00:00,-1.0000000000000002,66.23656743217191
2026-05-07 00:00:00+00:00,-1.0,65.23656743217191
2026-05-10 00:00:00+00:00,-0.9999999999999993,64.23656743217191
