equity
10000.0
10005.0825
9999.579704625
9991.012564713063
9969.072301120952
9961.27897884955
9973.451661761705
9991.274219881272
9999.709353141407
10029.203495878497
10010.862589985409
10007.53147545859
10024.917059514331
10034.994607388408
10063.609394511375
10074.500735778585
10093.536504918839
10094.863804969234
10101.670266889734
10129.341267168313
10101.69829485021
10068.403097270384
10051.014965121398
10048.477083842705
10036.838435260344
10040.391476066427
10020.95578826663
10007.745663298749
10003.892681218378
10005.983494788752
10009.267958870916
10004.638672439938
9989.128981337988
9988.66198955811
9986.91147654444
9973.823629054428
9987.604959853874
9978.551195957767
9977.116779223348
9993.611447538598
10005.468867521104
10003.985556761494
10003.615409295893
10012.906267107277
9999.891992186604
10006.144424654718
10010.579648170946
10018.087582907074
9999.313686776706
10016.75998933171
10020.729130477483
10164.26354936016
10315.319752098976
10352.496164485541
10524.355365188125
10615.483127206448
10637.157289881421
10656.431818890685
10687.156975932501
10719.531046201844
10740.337655962521
10752.35340871513
10725.701012703277
10718.203747695397
10634.258775943446
10590.61311936228
10586.29744451614
10609.934000135383
10599.390378222748
10648.362211617732
10695.084562911758
10713.135191882811
10759.940879536147
10777.460753273252
10803.822422275758
10790.676871343454
10780.039961617527
10766.72930727492
10750.544221443759
10749.979817872134
10751.675627188402
10746.530950400793
10738.296421060048
10729.152761657515
10727.460237809364
10761.139099225966
10800.188582732282
10817.188079561503
10858.785576321457
10876.29808275967
10892.612529883809
10896.038256524456
10922.861578702456
10933.56325233419
10941.91376126816
10953.369944976208
10955.733134541837
10961.767004565685
10971.931303020669
10977.58459062455
10979.357470535937
10962.3229974204
10954.04096239585
10972.542337581335
10991.439798622234
10976.782713650771
10943.059292958758
10916.120216744317
10900.542913195022
10899.812576819839
10895.324578991333
10933.733321963422
10946.938538383023
11007.513422785165
11020.031717425227
11027.696149484696
11033.595966924671
11053.442647670177
11059.848117684502
11085.1281655195
11093.899273180466
11104.072378813973
11123.929236245387
11150.470931403068
11169.755670878929
11209.360832048947
11234.761243694371
11252.60766192998
11229.9899205295
11254.681860867266
11244.397895316899
11231.93348024994
11243.345124665873
11257.70006555379
11258.285465957199
11254.238112332187
11249.033027205232
11253.61700816382
11251.034303060445
11246.376374858979
11239.069041809415
11274.668792999346
11270.390056192402
11274.300881541902
11302.917875754476
11325.820413100224
11354.947591747614
11351.140845567481
11386.434380241562
11410.735877817593
11438.429733793057
11470.03697475496
11531.00595629427
11572.408033180343
11537.034074924919
11519.950611718474
11516.655905843521
11515.29981961061
11509.424137877653
11509.527722694895
11508.687527171138
11507.079188089216
11505.151752325211
11492.234343195289
11503.953549166761
11507.902281222512
11521.54202240133
11530.572030961388
11512.226890860129
11543.157366459147
11519.96716330993
11505.66512407668
11487.537948673698
11456.021888311512
11445.87471692394
11432.028069985141
11413.688238953868
11388.087336233893
11352.752948251395
11341.658470432716
11355.271296011853
11369.553388484412
11382.076951541827
11386.026532244012
