symbol,entry_ts,r,funding,year,tf,lookback_n,hold_bars,atr_mult,ov_s7,ov_mc,ov_any
ALICEUSDT,1638590400000,0.3049257929396178,0.0001,2021,4h,15,30,2.0,False,False,False
ALICEUSDT,1662480000000,-1.0,0.0001,2022,4h,15,30,2.0,True,True,True
ALICEUSDT,1665432000000,0.6177029697075275,0.0001,2022,4h,15,30,2.0,True,True,True
ALICEUSDT,1677801600000,1.0472200779201128,0.0001,2023,4h,15,30,2.0,False,False,False
ALICEUSDT,1678392000000,-1.0,0.0001,2023,4h,15,30,2.0,False,False,False
ALICEUSDT,1679918400000,-1.0,0.0001,2023,4h,15,30,2.0,False,True,True
ALICEUSDT,1683561600000,0.8734542967155726,0.0001,2023,4h,15,30,2.0,True,False,True
ALICEUSDT,1685966400000,5.596738606844684,0.0001,2023,4h,15,30,2.0,True,True,True
ALICEUSDT,1692302400000,-0.0752394994768961,0.0001,2023,4h,15,30,2.0,False,False,False
ALICEUSDT,1696838400000,0.4907924956010749,0.0001,2023,4h,15,30,2.0,True,True,True
ALICEUSDT,1704283200000,1.3059015827078384,0.00032901,2024,4h,15,30,2.0,False,True,True
ALICEUSDT,1705593600000,-1.0,0.0001,2024,4h,15,30,2.0,False,True,True
ALICEUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ALICEUSDT,1712937600000,1.641541682733732,0.00016655,2024,4h,15,30,2.0,False,True,True
ALICEUSDT,1716465600000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ALICEUSDT,1718668800000,-0.021313231342224,0.0001,2024,4h,15,30,2.0,False,False,False
ALICEUSDT,1720051200000,1.6549836257132553,0.0001,2024,4h,15,30,2.0,True,False,True
ALICEUSDT,1722528000000,-1.0,0.0001,2024,4h,15,30,2.0,True,False,True
ALICEUSDT,1722816000000,-1.0,0.0001,2024,4h,15,30,2.0,True,False,True
ALICEUSDT,1727784000000,0.6047142517095604,0.0001,2024,4h,15,30,2.0,False,True,True
ALICEUSDT,1733774400000,-1.0,0.00011318,2024,4h,15,30,2.0,False,True,True
ALICEUSDT,1734552000000,0.7994625310326753,0.0001,2024,4h,15,30,2.0,False,False,False
ALICEUSDT,1736251200000,1.3191252482205746,0.0001,2025,4h,15,30,2.0,False,True,True
ALICEUSDT,1737331200000,-1.0,0.0001,2025,4h,15,30,2.0,False,True,True
ALICEUSDT,1737950400000,-1.0,0.0001,2025,4h,15,30,2.0,False,False,False
ALICEUSDT,1740427200000,0.0,0.0001,2025,4h,15,30,2.0,True,True,True
ALICEUSDT,1741622400000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ALICEUSDT,1743134400000,1.401240403997266,0.0001,2025,4h,15,30,2.0,True,True,True
ALICEUSDT,1743624000000,0.9987503497188442,0.0001,2025,4h,15,30,2.0,True,True,True
ALICEUSDT,1750593600000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ALICEUSDT,1758513600000,0.7007441087493088,0.0001,2025,4h,15,30,2.0,True,True,True
ALICEUSDT,1765800000000,1.6185340877290657,0.0001,2025,4h,15,30,2.0,True,True,True
ALICEUSDT,1767196800000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ALICEUSDT,1769875200000,0.5757734307557677,0.0001,2026,4h,15,30,2.0,True,False,True
ALTUSDT,1712937600000,1.4122738283961311,0.00012313,2024,4h,15,30,2.0,False,False,False
ALTUSDT,1717776000000,1.3971078371813404,0.00013886,2024,4h,15,30,2.0,True,False,True
ANKRUSDT,1619136000000,-1.0,0.0001,2021,4h,15,30,2.0,False,False,False
ANKRUSDT,1635321600000,-1.0,0.00047845,2021,4h,15,30,2.0,True,True,True
ANKRUSDT,1638590400000,-0.4711137330721463,0.0001,2021,4h,15,30,2.0,False,False,False
ANKRUSDT,1667923200000,1.009195165524661,0.0001,2022,4h,15,30,2.0,False,True,True
ANKRUSDT,1669939200000,-1.0,0.0001,2022,4h,15,30,2.0,True,True,True
ANKRUSDT,1681891200000,1.6425086686954296,0.00022349,2023,4h,15,30,2.0,False,True,True
ANKRUSDT,1686369600000,0.0871581008321375,0.0001,2023,4h,15,30,2.0,True,True,True
ANKRUSDT,1692115200000,3.5124451365559866,0.0001,2023,4h,15,30,2.0,True,False,True
ANKRUSDT,1704283200000,0.9589792509638808,0.00022989,2024,4h,15,30,2.0,False,False,False
ANKRUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ANKRUSDT,1712937600000,1.2087860717865924,0.00013619,2024,4h,15,30,2.0,False,False,False
ANKRUSDT,1717776000000,0.2784251647128768,0.0001,2024,4h,15,30,2.0,False,True,True
ANKRUSDT,1718668800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ANKRUSDT,1720051200000,1.387111660249169,0.0001,2024,4h,15,30,2.0,False,False,False
ANKRUSDT,1727784000000,0.0810462859845352,0.0001,2024,4h,15,30,2.0,False,True,True
ANKRUSDT,1728475200000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ANKRUSDT,1734552000000,0.6316586825670408,0.0001,2024,4h,15,30,2.0,False,False,False
ANKRUSDT,1736251200000,0.2907547840918896,0.0001,2025,4h,15,30,2.0,False,True,True
ANKRUSDT,1737316800000,0.1042198522390268,0.0001,2025,4h,15,30,2.0,False,True,True
ANKRUSDT,1738512000000,0.4930278204529295,0.0001,2025,4h,15,30,2.0,False,False,False
ANKRUSDT,1746288000000,-0.3720934762895668,0.0001,2025,4h,15,30,2.0,True,False,True
ANKRUSDT,1751385600000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ANKRUSDT,1758499200000,1.2795688874706237,0.0001,2025,4h,15,30,2.0,True,True,True
ANKRUSDT,1760126400000,-1.0,0.0001,2025,4h,15,30,2.0,True,True,True
ANKRUSDT,1768780800000,0.3529028578001603,0.0001,2026,4h,15,30,2.0,True,True,True
ANKRUSDT,1769644800000,2.9539798987001067,0.0001,2026,4h,15,30,2.0,True,False,True
ANKRUSDT,1772251200000,-1.0,0.0001,2026,4h,15,30,2.0,True,False,True
APEUSDT,1681891200000,1.3344599370533177,0.0001,2023,4h,15,30,2.0,True,False,True
APEUSDT,1685966400000,-1.0,0.0001,2023,4h,15,30,2.0,True,False,True
APEUSDT,1696838400000,-0.4541734951248933,0.0001,2023,4h,15,30,2.0,True,False,True
APEUSDT,1704283200000,1.20031388230641,0.00052154,2024,4h,15,30,2.0,False,False,False
APEUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
APEUSDT,1711944000000,2.416804008899288,0.00080774,2024,4h,15,30,2.0,False,True,True
APEUSDT,1712923200000,4.092661675790876,0.00027159,2024,4h,15,30,2.0,False,False,False
APEUSDT,1717776000000,0.6345384251406452,0.00028239,2024,4h,15,30,2.0,True,True,True
APEUSDT,1718380800000,-1.0,0.0001,2024,4h,15,30,2.0,True,True,True
APEUSDT,1730635200000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
APEUSDT,1734552000000,0.9833090425936136,0.0001,2024,4h,15,30,2.0,False,False,False
APEUSDT,1736251200000,1.9680088023268332,0.0001,2025,4h,15,30,2.0,False,True,True
APEUSDT,1737273600000,-1.0,0.0001,2025,4h,15,30,2.0,False,True,True
APEUSDT,1737316800000,-0.3571309820927351,0.0001,2025,4h,15,30,2.0,False,True,True
APEUSDT,1743955200000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
APEUSDT,1753718400000,2.121371027183815,0.0001,2025,4h,15,30,2.0,False,True,True
APEUSDT,1758499200000,2.013090808268594,0.0001,2025,4h,15,30,2.0,True,True,True
APEUSDT,1759838400000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
APEUSDT,1760126400000,-0.2258039995795894,0.0001,2025,4h,15,30,2.0,True,True,True
APEUSDT,1765800000000,0.3133147895209321,0.0001,2025,4h,15,30,2.0,True,False,True
APEUSDT,1769688000000,2.2647743630864445,0.0001,2026,4h,15,30,2.0,True,False,True
API3USDT,1651348800000,-1.0,0.0001,2022,4h,15,30,2.0,True,False,True
API3USDT,1654560000000,-1.0,0.0001,2022,4h,15,30,2.0,True,False,True
API3USDT,1661515200000,0.2668263965134685,0.0001,2022,4h,15,30,2.0,True,False,True
API3USDT,1665417600000,1.6032083080019677,0.0001,2022,4h,15,30,2.0,True,False,True
API3USDT,1667923200000,1.3242470107813231,0.0001,2022,4h,15,30,2.0,False,True,True
API3USDT,1677801600000,0.2269277551879138,0.0001,2023,4h,15,30,2.0,False,False,False
API3USDT,1685966400000,-1.0,0.0001,2023,4h,15,30,2.0,True,True,True
API3USDT,1686369600000,-1.0,0.0001,2023,4h,15,30,2.0,True,True,True
API3USDT,1686772800000,-1.0,0.0001,2023,4h,15,30,2.0,False,False,False
API3USDT,1709654400000,-1.0,0.00050792,2024,4h,15,30,2.0,False,False,False
API3USDT,1711944000000,1.5762379736145629,0.00056807,2024,4h,15,30,2.0,False,False,False
API3USDT,1712937600000,1.4419078817748852,0.00011074,2024,4h,15,30,2.0,False,False,False
APTUSDT,1686355200000,1.872047942476397,0.0001,2023,4h,15,30,2.0,False,False,False
APTUSDT,1692115200000,1.8906998910465165,0.0001,2023,4h,15,30,2.0,True,True,True
APTUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
APTUSDT,1712750400000,2.425506408561695,0.00026657,2024,4h,15,30,2.0,False,False,False
APTUSDT,1716465600000,-1.0,0.00011503,2024,4h,15,30,2.0,False,True,True
APTUSDT,1717776000000,0.0126925058062244,0.00025192,2024,4h,15,30,2.0,True,True,True
APTUSDT,1720051200000,1.8625202948271125,0.0001,2024,4h,15,30,2.0,True,True,True
APTUSDT,1733774400000,-1.0,0.0001,2024,4h,15,30,2.0,False,True,True
APTUSDT,1734552000000,2.292640377079456,0.0001,2024,4h,15,30,2.0,False,False,False
APTUSDT,1737316800000,-1.0,0.0001,2025,4h,15,30,2.0,False,True,True
ARBUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ARBUSDT,1711944000000,2.285808570616233,0.0007346,2024,4h,15,30,2.0,False,False,False
ARBUSDT,1712937600000,-1.0,0.00018351,2024,4h,15,30,2.0,False,False,False
ARBUSDT,1713960000000,1.2279620957231503,0.0001,2024,4h,15,30,2.0,False,False,False
ARBUSDT,1717776000000,-0.1585103073135398,0.00025857,2024,4h,15,30,2.0,True,False,True
ARBUSDT,1720051200000,2.0557330234602977,0.0001,2024,4h,15,30,2.0,True,False,True
ARBUSDT,1727784000000,0.6763417045505821,0.0001,2024,4h,15,30,2.0,False,False,False
ARBUSDT,1729886400000,-1.0,0.0001,2024,4h,15,30,2.0,True,True,True
ARBUSDT,1734552000000,1.1491352430600643,0.0001,2024,4h,15,30,2.0,False,False,False
ARBUSDT,1760097600000,2.718434519339819,0.0001,2025,4h,15,30,2.0,False,False,False
ARBUSDT,1763654400000,0.2796723387663581,0.0001,2025,4h,15,30,2.0,True,False,True
ARCUSDT,1749139200000,-1.0,0.00019652,2025,4h,15,30,2.0,True,False,True
ARCUSDT,1758513600000,-1.0,0.00031942,2025,4h,15,30,2.0,True,False,True
ARCUSDT,1772049600000,0.2978761303286089,0.00259535,2026,4h,15,30,2.0,False,True,True
ARCUSDT,1778443200000,-1.0,0.00026164,2026,4h,15,30,2.0,False,False,False
ARKMUSDT,1704283200000,-1.0,0.00024076,2024,4h,15,30,2.0,False,False,False
ARKMUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,True,True
ARKMUSDT,1712649600000,2.72131064332086,0.00023826,2024,4h,15,30,2.0,False,False,False
ARKMUSDT,1718668800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ARKMUSDT,1720137600000,-1.0,0.0001,2024,4h,15,30,2.0,False,True,True
ARKMUSDT,1729886400000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ARKMUSDT,1733774400000,-0.065741959720018,0.0001,2024,4h,15,30,2.0,False,False,False
ARKMUSDT,1734552000000,1.3426864476124716,0.0001,2024,4h,15,30,2.0,False,False,False
ARKMUSDT,1736251200000,1.994942918201857,0.0001,2025,4h,15,30,2.0,False,True,True
ARKMUSDT,1736755200000,-1.0,0.0001,2025,4h,15,30,2.0,False,True,True
ARKMUSDT,1737273600000,-1.0,0.0001,2025,4h,15,30,2.0,False,True,True
ARKMUSDT,1737331200000,-1.0,0.0001,2025,4h,15,30,2.0,False,True,True
ARKMUSDT,1738512000000,1.3212637346963776,0.0001,2025,4h,15,30,2.0,False,False,False
ARKMUSDT,1758499200000,1.3330066709730362,0.0001,2025,4h,15,30,2.0,False,False,False
ARKMUSDT,1759838400000,5.816971469867613,0.0001,2025,4h,15,30,2.0,True,False,True
ARKMUSDT,1765987200000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ARKUSDT,1702252800000,0.2916611552242242,0.00050235,2023,4h,15,30,2.0,False,False,False
ARKUSDT,1702886400000,-1.0,0.00029043,2023,4h,15,30,2.0,False,False,False
ARKUSDT,1704283200000,1.9693849568242152,0.00048285,2024,4h,15,30,2.0,False,True,True
ARKUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ARKUSDT,1710806400000,-1.0,0.00017239,2024,4h,15,30,2.0,False,False,False
ARKUSDT,1712937600000,1.5964445888962515,0.0001,2024,4h,15,30,2.0,False,False,False
ARKUSDT,1718596800000,3.3533698376811,0.0001,2024,4h,15,30,2.0,False,True,True
ARKUSDT,1720051200000,1.4153640918293091,0.0001,2024,4h,15,30,2.0,True,False,True
ARKUSDT,1733774400000,0.1951542751502877,0.0001,2024,4h,15,30,2.0,False,True,True
ARKUSDT,1734552000000,-0.0661533501838773,0.0001,2024,4h,15,30,2.0,False,False,False
ARKUSDT,1737316800000,-0.1938807377532374,0.0001,2025,4h,15,30,2.0,False,True,True
ARKUSDT,1738512000000,0.6311761201422588,0.0001,2025,4h,15,30,2.0,False,False,False
ARPAUSDT,1649620800000,0.3321212666930527,0.0001,2022,4h,15,30,2.0,False,True,True
ARPAUSDT,1651348800000,-1.0,0.0001,2022,4h,15,30,2.0,True,False,True
ARPAUSDT,1665446400000,-1.0,0.0001,2022,4h,15,30,2.0,True,True,True
ARPAUSDT,1677801600000,0.0037573436995445,0.0001,2023,4h,15,30,2.0,False,False,False
ARPAUSDT,1690185600000,-1.0,0.0001,2023,4h,15,30,2.0,False,True,True
ARPAUSDT,1692115200000,2.69039171300801,0.0001,2023,4h,15,30,2.0,False,True,True
ARPAUSDT,1702252800000,0.0542371310206107,0.00052277,2023,4h,15,30,2.0,False,True,True
ARPAUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ARPAUSDT,1706673600000,1.314317777101481,0.0001,2024,4h,15,30,2.0,False,True,True
ARPAUSDT,1709654400000,-1.0,0.00117579,2024,4h,15,30,2.0,False,False,False
ARPAUSDT,1717776000000,0.8413083713656728,0.0001,2024,4h,15,30,2.0,False,True,True
ARPAUSDT,1718668800000,0.0087708709160249,0.0001,2024,4h,15,30,2.0,False,False,False
ARPAUSDT,1719691200000,-1.0,0.0001,2024,4h,15,30,2.0,True,False,True
ARPAUSDT,1720137600000,-1.0,0.0001,2024,4h,15,30,2.0,True,False,True
ARPAUSDT,1727784000000,0.6629010983771494,0.0001,2024,4h,15,30,2.0,False,True,True
ARPAUSDT,1734552000000,0.7032865674146642,0.0001,2024,4h,15,30,2.0,False,False,False
ARPAUSDT,1736251200000,1.344096860136497,0.0001,2025,4h,15,30,2.0,False,True,True
ARPAUSDT,1743955200000,-0.25050891692369,0.0001,2025,4h,15,30,2.0,True,False,True
ARPAUSDT,1760126400000,-1.0,0.0001,2025,4h,15,30,2.0,True,True,True
ARPAUSDT,1764950400000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ARPAUSDT,1768780800000,-1.0,0.0001,2026,4h,15,30,2.0,True,True,True
ARPAUSDT,1780531200000,1.4790456918890404,0.0001,2026,4h,15,30,2.0,False,False,False
ARUSDT,1637913600000,-1.0,0.00039646,2021,4h,15,30,2.0,False,False,False
ARUSDT,1638590400000,0.1882374081702875,0.0001,2021,4h,15,30,2.0,False,False,False
ARUSDT,1642795200000,-0.0842061112780371,0.0001,2022,4h,15,30,2.0,True,False,True
ARUSDT,1649664000000,0.2744103387142939,0.0001,2022,4h,15,30,2.0,True,False,True
ARUSDT,1662480000000,-1.0,0.0001,2022,4h,15,30,2.0,True,False,True
ARUSDT,1677801600000,0.5971220130696053,0.0001,2023,4h,15,30,2.0,False,False,False
ARUSDT,1681891200000,1.5020196504995489,0.00029934,2023,4h,15,30,2.0,False,True,True
ARUSDT,1685966400000,5.7900392200101125,0.0001,2023,4h,15,30,2.0,True,True,True
ARUSDT,1692302400000,1.0750545843794557,0.0001,2023,4h,15,30,2.0,False,True,True
ARUSDT,1704283200000,0.7699437267852179,0.00034031,2024,4h,15,30,2.0,False,False,False
ARUSDT,1707235200000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ARUSDT,1712923200000,1.9383320530569657,0.00016053,2024,4h,15,30,2.0,False,False,False
ARUSDT,1717776000000,1.1911239583986206,0.0001,2024,4h,15,30,2.0,False,True,True
ARUSDT,1718280000000,1.5410596589940395,0.0001,2024,4h,15,30,2.0,False,True,True
ARUSDT,1720137600000,-1.0,0.0001,2024,4h,15,30,2.0,False,True,True
ARUSDT,1722600000000,1.807142697425672,0.0001,2024,4h,15,30,2.0,False,False,False
ARUSDT,1727784000000,0.8429019028356609,0.0001,2024,4h,15,30,2.0,False,True,True
ARUSDT,1729886400000,-1.0,0.0001,2024,4h,15,30,2.0,True,False,True
ARUSDT,1730476800000,-0.4768725684250088,0.0001,2024,4h,15,30,2.0,True,False,True
ARUSDT,1734552000000,1.059721729479395,0.0001,2024,4h,15,30,2.0,False,False,False
ARUSDT,1736251200000,1.588395027456335,0.0001,2025,4h,15,30,2.0,True,True,True
ARUSDT,1736755200000,-1.0,0.0001,2025,4h,15,30,2.0,True,True,True
ARUSDT,1737936000000,-1.0,0.0001,2025,4h,15,30,2.0,True,True,True
ARUSDT,1738540800000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ARUSDT,1758513600000,0.8117927093810544,0.0001,2025,4h,15,30,2.0,True,True,True
ARUSDT,1760097600000,2.989717346668523,0.0001,2025,4h,15,30,2.0,True,True,True
ARUSDT,1764547200000,-1.0,0.0001,2025,4h,15,30,2.0,True,True,True
ARUSDT,1769356800000,1.8610265565930015,0.0001,2026,4h,15,30,2.0,True,False,True
ARUSDT,1772006400000,-1.0,0.0001,2026,4h,15,30,2.0,True,False,True
ASTRUSDT,1681891200000,1.441376129337708,0.00027218,2023,4h,15,30,2.0,False,True,True
ASTRUSDT,1683388800000,1.834526410627638,0.0001,2023,4h,15,30,2.0,True,True,True
ASTRUSDT,1685966400000,-1.0,0.0001,2023,4h,15,30,2.0,True,False,True
ASTRUSDT,1686369600000,-1.0,0.0001,2023,4h,15,30,2.0,True,False,True
ASTRUSDT,1696838400000,0.6836150286506741,0.0001,2023,4h,15,30,2.0,True,False,True
ASTRUSDT,1709136000000,-1.0,0.0013252,2024,4h,15,30,2.0,False,False,False
ASTRUSDT,1709654400000,-1.0,0.00134319,2024,4h,15,30,2.0,False,True,True
ASTRUSDT,1711944000000,1.5278019281552635,0.0005956,2024,4h,15,30,2.0,False,True,True
ASTRUSDT,1712937600000,1.4105150680052232,0.00020699,2024,4h,15,30,2.0,False,True,True
ASTRUSDT,1714176000000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ASTRUSDT,1722528000000,3.469628993720436,0.0001,2024,4h,15,30,2.0,True,False,True
ASTRUSDT,1727784000000,1.015442398434547,0.0001,2024,4h,15,30,2.0,False,True,True
ASTRUSDT,1729886400000,-1.0,0.0001,2024,4h,15,30,2.0,True,True,True
ASTRUSDT,1733774400000,0.0168374689817208,0.0001,2024,4h,15,30,2.0,False,True,True
ASTRUSDT,1734552000000,0.5432350315511182,0.0001,2024,4h,15,30,2.0,False,False,False
ASTRUSDT,1736251200000,0.5840164321109633,0.0001,2025,4h,15,30,2.0,False,True,True
ASTRUSDT,1737316800000,-1.0,0.0001,2025,4h,15,30,2.0,False,True,True
ASTRUSDT,1737950400000,-0.4999296619110658,0.0001,2025,4h,15,30,2.0,False,False,False
ASTRUSDT,1743955200000,-1.0,0.0001,2025,4h,15,30,2.0,True,False,True
ASTRUSDT,1750435200000,0.7970331856096142,0.0001,2025,4h,15,30,2.0,True,False,True
ASTRUSDT,1754942400000,-1.0,0.0001,2025,4h,15,30,2.0,False,False,False
ASTRUSDT,1759248000000,-1.0,0.0001,2025,4h,15,30,2.0,False,False,False
ASTRUSDT,1780531200000,1.868007870912847,0.0001,2026,4h,15,30,2.0,True,False,True
ATOMUSDT,1589068800000,-0.2489697534028104,0.00095709,2020,4h,15,30,2.0,False,True,True
ATOMUSDT,1592193600000,-1.0,0.00033416,2020,4h,15,30,2.0,False,False,False
ATOMUSDT,1593273600000,-1.0,0.0001,2020,4h,15,30,2.0,False,True,True
ATOMUSDT,1595851200000,-1.0,0.00180037,2020,4h,15,30,2.0,False,False,False
ATOMUSDT,1599134400000,1.3891873013763418,0.00015054,2020,4h,15,30,2.0,False,False,False
ATOMUSDT,1600675200000,-1.0,0.0001,2020,4h,15,30,2.0,False,False,False
ATOMUSDT,1607457600000,-1.0,0.0001,2020,4h,15,30,2.0,False,False,False
ATOMUSDT,1616616000000,-1.0,0.00085341,2021,4h,15,30,2.0,False,False,False
ATOMUSDT,1621425600000,0.4605684090399852,0.0001,2021,4h,15,30,2.0,False,True,True
ATOMUSDT,1636574400000,-0.0333906269455056,0.00065102,2021,4h,15,30,2.0,False,False,False
ATOMUSDT,1637020800000,-0.0226032955850369,0.00035628,2021,4h,15,30,2.0,False,False,False
ATOMUSDT,1637913600000,-1.0,0.00038419,2021,4h,15,30,2.0,False,True,True
ATOMUSDT,1685966400000,8.592325245246341,0.0001,2023,4h,15,30,2.0,True,True,True
ATOMUSDT,1692115200000,0.9468103926938805,0.0001,2023,4h,15,30,2.0,True,False,True
ATOMUSDT,1704283200000,0.9257369296480008,0.00033617,2024,4h,15,30,2.0,False,False,False
ATOMUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
ATOMUSDT,1711944000000,1.894039087943639,0.00062973,2024,4h,15,30,2.0,False,True,True
ATOMUSDT,1712937600000,1.889399484908962,0.0001,2024,4h,15,30,2.0,False,False,False
ATOMUSDT,1717776000000,0.4951790185501129,0.00011766,2024,4h,15,30,2.0,True,True,True
ATOMUSDT,1725408000000,1.11192981828696,0.0001,2024,4h,15,30,2.0,True,False,True
ATOMUSDT,1728331200000,0.4213125513615878,0.0001,2024,4h,15,30,2.0,True,False,True
ATOMUSDT,1729886400000,-0.1016619471869187,0.0001,2024,4h,15,30,2.0,False,False,False
ATOMUSDT,1734552000000,1.5200329046351588,0.0001,2024,4h,15,30,2.0,False,False,False
ATOMUSDT,1737316800000,-1.0,0.0001,2025,4h,15,30,2.0,False,False,False
ATOMUSDT,1759838400000,4.802715721728297,0.0001,2025,4h,15,30,2.0,True,True,True
AUCTIONUSDT,1709654400000,-1.0,0.00051489,2024,4h,15,30,2.0,False,True,True
AUCTIONUSDT,1710489600000,1.0146206032143668,0.00065978,2024,4h,15,30,2.0,False,False,False
AUCTIONUSDT,1712937600000,0.7126335130382803,0.00017728,2024,4h,15,30,2.0,True,True,True
AVAAIUSDT,1756742400000,-0.1011948595269533,0.00024119,2025,4h,15,30,2.0,True,False,True
AVAAIUSDT,1760097600000,1.6366732558403998,0.00021813,2025,4h,15,30,2.0,True,True,True
AVAAIUSDT,1762171200000,-1.0,0.0001741,2025,4h,15,30,2.0,True,False,True
AVAAIUSDT,1767009600000,-1.0,0.00024,2025,4h,15,30,2.0,True,False,True
AVAAIUSDT,1768780800000,-1.0,0.00032343,2026,4h,15,30,2.0,True,True,True
AVAAIUSDT,1771804800000,-1.0,0.00016218,2026,4h,15,30,2.0,True,False,True
AVAAIUSDT,1773835200000,0.0826961872830534,0.00027251,2026,4h,15,30,2.0,True,False,True
AVAXUSDT,1638590400000,-0.0495222712676315,0.0001,2021,4h,15,30,2.0,False,False,False
AVAXUSDT,1641412800000,1.9093422085169052,0.0001,2022,4h,15,30,2.0,False,True,True
AVAXUSDT,1642723200000,1.1899483629415848,0.0001,2022,4h,15,30,2.0,False,False,False
AVAXUSDT,1650254400000,-1.0,0.0001,2022,4h,15,30,2.0,True,False,True
AVAXUSDT,1677801600000,0.0054102884809077,0.0001,2023,4h,15,30,2.0,False,True,True
AVAXUSDT,1678392000000,-1.0,0.0001,2023,4h,15,30,2.0,False,False,False
AVAXUSDT,1685966400000,-1.0,0.0001,2023,4h,15,30,2.0,True,True,True
AVAXUSDT,1686369600000,-0.3069853474701227,0.0001,2023,4h,15,30,2.0,True,True,True
AVAXUSDT,1690185600000,-0.1360998444811873,0.0001,2023,4h,15,30,2.0,False,False,False
AVAXUSDT,1692115200000,2.5710035417345067,0.0001,2023,4h,15,30,2.0,True,False,True
AVAXUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1709654400000,-1.0,0.00119408,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1712016000000,-0.0765152728861446,0.00033138,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1712937600000,1.5405121395272243,0.00011557,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1717776000000,-0.0346038824320646,0.00024431,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1718668800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1719028800000,-0.1676477400464306,0.0001,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1734552000000,1.6062224316646203,0.0001,2024,4h,15,30,2.0,False,False,False
AVAXUSDT,1736251200000,1.752438928190784,0.0001,2025,4h,15,30,2.0,False,False,False
AVAXUSDT,1759838400000,5.740629438126764,0.0001,2025,4h,15,30,2.0,False,False,False
AVAXUSDT,1765800000000,0.2882788726640675,0.0001,2025,4h,15,30,2.0,True,False,True
AXSUSDT,1623110400000,-1.0,0.0001,2021,4h,15,30,2.0,False,True,True
AXSUSDT,1681891200000,1.7107024343691175,0.0001,2023,4h,15,30,2.0,False,False,False
AXSUSDT,1705996800000,-1.0,0.0001,2024,4h,15,30,2.0,False,False,False
AXSUSDT,1712016000000,0.0224082445966914,0.0001,2024,4h,15,30,2.0,False,True,True
AXSUSDT,1712937600000,1.6231948961646463,0.0001,2024,4h,15,30,2.0,False,True,True
AXSUSDT,1720051200000,0.9583732378860002,0.0001,2024,4h,15,30,2.0,True,False,True
AXSUSDT,1758513600000,0.2071565579730579,0.0001,2025,4h,15,30,2.0,True,True,True
AXSUSDT,1759838400000,5.257448658045097,0.0001,2025,4h,15,30,2.0,True,False,True
BANANAUSDT,1733126400000,-1.0,0.00018623,2024,4h,15,30,2.0,False,False,False
BANDUSDT,1608753600000,-1.0,0.0001,2020,4h,15,30,2.0,False,True,True
BANDUSDT,1616616000000,-1.0,0.00035194,2021,4h,15,30,2.0,False,True,True
BANDUSDT,1631016000000,-0.4075625690137024,0.00041743,2021,4h,15,30,2.0,False,False,False
BANDUSDT,1636574400000,-0.2261866564241166,0.00038798,2021,4h,15,30,2.0,False,False,False
BANDUSDT,1637020800000,-0.0928066993215135,0.00013101,2021,4h,15,30,2.0,False,False,False
BANDUSDT,1637913600000,-1.0,0.00012538,2021,4h,15,30,2.0,False,False,False
BANDUSDT,1638590400000,-0.0384134690734175,0.0001,2021,4h,15,30,2.0,False,True,True
BANDUSDT,1665403200000,3.0331196426987006,0.0001,2022,4h,15,30,2.0,True,True,True
