symbol,entry_time,exit_time,net_r,risk_pct,risk_amount,pnl_usdt,equity,peak_equity,dd_pct
MTL/USDT,2022-04-18 00:00:00+00:00,2022-04-30 00:00:00+00:00,-1.0000000000000002,0.02,1175.1324969181446,-1175.1324969181449,57577.28584684858,69229.39982391996,-16.83116422604804
TRX/USDT,2022-05-04 00:00:00+00:00,2022-05-05 00:00:00+00:00,-1.0,0.02,1151.5457169369715,-1151.5457169369715,56425.74012991161,69229.39982391996,-18.49454094152707
ETC/USDT,2022-07-27 00:00:00+00:00,2022-08-19 00:00:00+00:00,0.0,0.02,1128.5148025982323,0.0,56425.74012991161,69229.39982391996,-18.49454094152707
HBAR/USDT,2023-01-20 00:00:00+00:00,2023-01-24 00:00:00+00:00,-0.9999999999999992,0.02,1128.5148025982323,-1128.5148025982314,55297.225327313376,69229.39982391996,-20.124650122696533
CELR/USDT,2023-01-23 00:00:00+00:00,2023-01-25 00:00:00+00:00,-1.0,0.02,1128.5148025982323,-1128.5148025982323,54168.71052471514,69229.39982391996,-21.754759303865995
BTC/USDT,2023-01-20 00:00:00+00:00,2023-02-09 00:00:00+00:00,-0.7184664220388493,0.02,1128.5148025982323,-810.7999924406303,53357.91053227451,69229.39982391996,-22.9259380147935
AVAX/USDT,2023-01-27 00:00:00+00:00,2023-02-09 00:00:00+00:00,-1.0,0.02,1083.3742104943028,-1083.3742104943028,52274.53632178021,69229.39982391996,-24.490842828716175
CELR/USDT,2023-01-29 00:00:00+00:00,2023-02-09 00:00:00+00:00,-1.0000000000000004,0.02,1083.3742104943028,-1083.3742104943033,51191.16211128591,69229.39982391996,-26.055747642638856
ETH/USDT,2023-01-14 00:00:00+00:00,2023-02-10 00:00:00+00:00,-0.4256865432932034,0.02,1128.5148025982323,-480.3935653732533,50710.76854591265,69229.39982391996,-26.7496631851614
MTL/USDT,2023-02-04 00:00:00+00:00,2023-02-21 00:00:00+00:00,2.7520760863948155,0.02,1083.3742104943028,2981.528257318234,53692.296803230885,69229.39982391996,-22.44292606928066
HBAR/USDT,2023-02-11 00:00:00+00:00,2023-02-24 00:00:00+00:00,-1.0000000000000002,0.02,1014.215370918253,-1014.2153709182533,52678.08143231263,69229.39982391996,-23.907932805577435
BTC/USDT,2023-02-15 00:00:00+00:00,2023-02-24 00:00:00+00:00,-1.0000000000000002,0.02,1014.215370918253,-1014.2153709182533,51663.86606139438,69229.39982391996,-25.372939541874207
ARDR/USDT,2023-02-24 00:00:00+00:00,2023-03-02 00:00:00+00:00,-1.0,0.02,1033.2773212278876,-1033.2773212278876,50630.588740166495,69229.39982391996,-26.865480751036714
CELR/USDT,2023-02-11 00:00:00+00:00,2023-03-03 00:00:00+00:00,-0.7036472948070712,0.02,1014.215370918253,-713.6499020983791,49916.93883806812,69229.39982391996,-27.89632877790607
VTHO/USDT,2023-02-16 00:00:00+00:00,2023-03-03 00:00:00+00:00,-1.0000000000000002,0.02,1014.215370918253,-1014.2153709182533,48902.723467149866,69229.39982391996,-29.361335514202842
ZRX/USDT,2023-03-01 00:00:00+00:00,2023-03-03 00:00:00+00:00,-0.9999999999999996,0.02,1033.2773212278876,-1033.2773212278871,47869.44614592198,69229.39982391996,-30.853876723365353
DUSK/USDT,2023-01-24 00:00:00+00:00,2023-03-06 00:00:00+00:00,3.126312146280509,0.02,1105.9445065462676,3457.5277439278,51326.97388984978,69229.39982391996,-25.859571193168975
FET/USDT,2023-01-06 00:00:00+00:00,2023-03-08 00:00:00+00:00,12.465328547250776,0.02,1128.5148025982323,14067.307784822819,65394.2816746726,69229.39982391996,-5.5397246820017285
TRX/USDT,2023-01-14 00:00:00+00:00,2023-03-08 00:00:00+00:00,0.9217690828067872,0.02,1128.5148025982323,1040.2300545248552,66434.51172919746,69229.39982391996,-4.03714043720023
QTUM/USDT,2023-03-19 00:00:00+00:00,2023-03-22 00:00:00+00:00,-1.0000000000000004,0.02,1328.6902345839492,-1328.6902345839499,65105.82149461351,69229.39982391996,-5.956397628456223
CELR/USDT,2023-03-21 00:00:00+00:00,2023-04-02 00:00:00+00:00,-0.5246346531561615,0.02,1328.6902345839492,-697.0769403729291,64408.744554240584,69229.39982391996,-6.96330645930828
HBAR/USDT,2023-03-31 00:00:00+00:00,2023-04-12 00:00:00+00:00,-1.0000000000000004,0.02,1302.1164298922702,-1302.1164298922708,63106.62812434831,69229.39982391996,-8.844178506739162
MTL/USDT,2023-04-01 00:00:00+00:00,2023-04-19 00:00:00+00:00,-0.5915386273209048,0.02,1302.1164298922702,-770.2521655504706,62336.37595879784,69229.39982391996,-9.956786975842677
ARDR/USDT,2023-04-05 00:00:00+00:00,2023-04-19 00:00:00+00:00,-0.7605221719697659,0.02,1288.1748910848116,-979.6855660447376,61356.6903927531,69229.39982391996,-11.371916340731728
VET/USDT,2023-04-14 00:00:00+00:00,2023-04-19 00:00:00+00:00,-1.0000000000000004,0.02,1262.1325624869662,-1262.1325624869667,60094.55783026614,69229.39982391996,-13.19503277059694
ZRX/USDT,2023-03-31 00:00:00+00:00,2023-04-20 00:00:00+00:00,-0.8244944014401782,0.02,1302.1164298922702,-1073.587706469449,59020.97012379669,69229.39982391996,-14.745801243529025
BTC/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,1.2255207010656153,0.02,1328.6902345839492,1628.3373877863582,60649.30751158304,69229.39982391996,-12.393711824975757
ETH/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,0.9742065498142812,0.02,1328.6902345839492,1294.418729205957,61943.726240789,69229.39982391996,-10.523958898476005
ADA/USDT,2023-03-31 00:00:00+00:00,2023-04-21 00:00:00+00:00,-0.3633848385110363,0.02,1302.1164298922702,-473.16936859896975,61470.556872190034,69229.39982391996,-11.207439283691592
ICX/USDT,2023-04-01 00:00:00+00:00,2023-05-08 00:00:00+00:00,-1.0,0.02,1302.1164298922702,-1302.1164298922702,60168.44044229777,69229.39982391996,-13.088311331122462
JST/USDT,2023-06-03 00:00:00+00:00,2023-06-04 00:00:00+00:00,-0.9999999999999992,0.02,1203.3688088459553,-1203.3688088459544,58965.071633451815,69229.39982391996,-14.82654510450001
ETH/USDT,2023-05-28 00:00:00+00:00,2023-06-05 00:00:00+00:00,-1.0,0.02,1203.3688088459553,-1203.3688088459553,57761.70282460586,69229.39982391996,-16.564778877877558
MTL/USDT,2023-06-04 00:00:00+00:00,2023-06-08 00:00:00+00:00,3.670766170870799,0.02,1179.3014326690363,4328.939804300966,62090.642628906826,69229.39982391996,-10.311742140145736
TRX/USDT,2023-04-29 00:00:00+00:00,2023-06-09 00:00:00+00:00,1.1106761258048057,0.02,1229.4111374438007,1365.4775991573601,63456.12022806419,69229.39982391996,-8.339346593412184
ETC/USDT,2023-06-30 00:00:00+00:00,2023-07-05 00:00:00+00:00,-1.0000000000000009,0.02,1269.1224045612837,-1269.1224045612848,62186.997823502905,69229.39982391996,-10.17255966154394
QTUM/USDT,2023-07-01 00:00:00+00:00,2023-07-05 00:00:00+00:00,-0.9999999999999996,0.02,1269.1224045612837,-1269.1224045612832,60917.87541894162,69229.39982391996,-12.005772729675696
ETH/USDT,2023-07-13 00:00:00+00:00,2023-07-17 00:00:00+00:00,-0.9999999999999992,0.02,1218.3575083788326,-1218.3575083788317,59699.51791056279,69229.39982391996,-13.76565727508218
BTC/USDT,2023-06-20 00:00:00+00:00,2023-07-24 00:00:00+00:00,0.4999096084714253,0.02,1269.1224045612837,634.4464843665452,60333.96439492934,69229.39982391996,-12.849216447947729
SOL/USDT,2023-07-13 00:00:00+00:00,2023-07-24 00:00:00+00:00,-1.0,0.02,1218.3575083788326,-1218.3575083788326,59115.60688655051,69229.39982391996,-14.609100993354213
TRX/USDT,2023-06-30 00:00:00+00:00,2023-07-31 00:00:00+00:00,0.3607995765089216,0.02,1269.1224045612837,457.8988261036954,59573.5057126542,69229.39982391996,-13.947678494721655
HBAR/USDT,2023-08-08 00:00:00+00:00,2023-08-11 00:00:00+00:00,-1.0,0.02,1191.4701142530841,-1191.4701142530841,58382.03559840112,69229.39982391996,-15.66872492482722
SC/USDT,2023-07-29 00:00:00+00:00,2023-08-15 00:00:00+00:00,-0.9999999999999996,0.02,1182.3121377310101,-1182.3121377310097,57199.72346067011,69229.39982391996,-17.376542904960136
HBAR/USDT,2023-08-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,-0.9999999999999996,0.02,1167.6407119680223,-1167.6407119680218,56032.08274870209,69229.39982391996,-19.06316840646359
FET/USDT,2023-09-03 00:00:00+00:00,2023-09-10 00:00:00+00:00,-1.0000000000000004,0.02,1120.6416549740418,-1120.6416549740422,54911.44109372805,69229.39982391996,-20.681905038334314
VTHO/USDT,2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,-1.0,0.02,1098.228821874561,-1098.228821874561,53813.21227185349,69229.39982391996,-22.268266937567628
JST/USDT,2023-09-29 00:00:00+00:00,2023-09-30 00:00:00+00:00,-1.0,0.02,1076.2642454370698,-1076.2642454370698,52736.948026416416,69229.39982391996,-23.82290159881628
MTL/USDT,2023-09-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,-0.3103726902786471,0.02,1120.6416549740418,-347.8165652926088,52389.131461123805,69229.39982391996,-24.325313242102595
SOL/USDT,2023-10-01 00:00:00+00:00,2023-10-09 00:00:00+00:00,-0.999999999999999,0.02,1054.7389605283283,-1054.7389605283272,51334.39250059548,69229.39982391996,-25.848855210126263
ZRX/USDT,2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,-1.0000000000000004,0.02,1054.7389605283283,-1054.7389605283288,50279.65354006715,69229.39982391996,-27.372397178149942
BTC/USDT,2023-10-01 00:00:00+00:00,2023-10-11 00:00:00+00:00,-1.0000000000000016,0.02,1054.7389605283283,-1054.73896052833,49224.91457953882,69229.39982391996,-28.89593914617362
TRX/USDT,2023-09-06 00:00:00+00:00,2023-10-12 00:00:00+00:00,1.984543545168557,0.02,1120.6416549740418,2223.9621628257437,51448.87674236456,69229.39982391996,-25.683485812066674
ARDR/USDT,2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,-0.9999999999999994,0.02,1028.9775348472913,-1028.9775348472906,50419.89920751727,69229.39982391996,-27.169816095825343
ICX/USDT,2023-10-21 00:00:00+00:00,2023-10-22 00:00:00+00:00,-1.0000000000000009,0.02,1008.3979841503455,-1008.3979841503464,49411.501223366926,69229.39982391996,-28.626419773908836
MTL/USDT,2023-10-23 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.6355241841181817,0.02,988.2300244673386,628.044080020696,50039.54530338762,69229.39982391996,-27.719227047093238
TRX/USDT,2023-10-23 00:00:00+00:00,2023-11-21 00:00:00+00:00,1.0734231109928971,0.02,988.2300244673386,1060.7889472403174,51100.33425062794,69229.39982391996,-26.186946036513397
JST/USDT,2023-10-25 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.8896462384409575,0.02,988.2300244673386,879.1751239817831,51979.50937460972,69229.39982391996,-24.91700129306928
IOST/USDT,2023-12-04 00:00:00+00:00,2024-01-03 00:00:00+00:00,-1.0,0.02,1039.5901874921944,-1039.5901874921944,50939.91918711753,69229.39982391996,-26.418661267207888
VTHO/USDT,2023-12-04 00:00:00+00:00,2024-01-08 00:00:00+00:00,2.5726890067889268,0.02,1039.5901874921944,2674.542246926808,53614.46143404434,69229.39982391996,-22.555357159806533
TRX/USDT,2024-01-13 00:00:00+00:00,2024-01-15 00:00:00+00:00,-1.0000000000000002,0.02,1072.2892286808867,-1072.289228680887,52542.17220536345,69229.39982391996,-24.104250016610397
ETC/USDT,2024-01-10 00:00:00+00:00,2024-01-19 00:00:00+00:00,-1.0,0.02,1072.2892286808867,-1072.2892286808867,51469.882976682566,69229.39982391996,-25.653142873414268
SOL/USDT,2023-10-19 00:00:00+00:00,2024-01-22 00:00:00+00:00,24.8369515531254,0.02,1028.9775348472913,25556.665182256576,77026.54815893914,77026.54815893914,0.0
BTC/USDT,2023-10-23 00:00:00+00:00,2024-01-22 00:00:00+00:00,4.315392157258392,0.02,988.2300244673386,4264.600097153622,81291.14825609277,81291.14825609277,0.0
ICX/USDT,2023-10-25 00:00:00+00:00,2024-01-22 00:00:00+00:00,-0.2322269423906416,0.02,988.2300244673386,-229.49363696067897,81061.6546191321,81291.14825609277,-0.2823107335594469
VET/USDT,2023-12-04 00:00:00+00:00,2024-01-22 00:00:00+00:00,1.4055986625520558,0.02,1039.5901874921944,1461.2465771412694,82522.90119627336,82522.90119627336,0.0
ETH/USDT,2023-10-23 00:00:00+00:00,2024-01-23 00:00:00+00:00,4.62552468759818,0.02,988.2300244673386,4571.082375199428,87093.9835714728,87093.9835714728,0.0
FET/USDT,2023-10-23 00:00:00+00:00,2024-02-01 00:00:00+00:00,12.52442844300867,0.02,988.2300244673386,12377.01622667389,99470.99979814669,99470.99979814669,0.0
DUSK/USDT,2024-01-24 00:00:00+00:00,2024-02-17 00:00:00+00:00,1.606247237194997,0.02,1741.879671429456,2797.8894097596926,102268.88920790638,102268.88920790638,0.0
SOL/USDT,2024-02-09 00:00:00+00:00,2024-02-23 00:00:00+00:00,-0.552699794833631,0.02,1989.4199959629339,-1099.5520236066366,101169.33718429974,102268.88920790638,-1.075157882443912
SOL/USDT,2024-02-28 00:00:00+00:00,2024-03-05 00:00:00+00:00,-1.0,0.02,2023.3867436859948,-2023.3867436859948,99145.95044061374,102268.88920790638,-3.0536547247950407
TRX/USDT,2024-02-04 00:00:00+00:00,2024-03-10 00:00:00+00:00,2.6319514004867206,0.02,1989.4199959629339,5236.05674453093,104382.00718514467,104382.00718514467,0.0
ADA/USDT,2024-02-09 00:00:00+00:00,2024-03-16 00:00:00+00:00,2.103288527657734,0.02,1989.4199959629339,4184.324254201734,108566.33143934641,108566.33143934641,0.0
DUSK/USDT,2024-03-11 00:00:00+00:00,2024-03-16 00:00:00+00:00,-1.0,0.02,2087.6401437028935,-2087.6401437028935,106478.69129564351,108566.33143934641,-1.9229167238364466
AVAX/USDT,2024-02-09 00:00:00+00:00,2024-04-01 00:00:00+00:00,2.856010080351308,0.02,1989.4199959629339,5681.8035625225975,112160.49485816612,112160.49485816612,0.0
SOL/USDT,2024-03-07 00:00:00+00:00,2024-04-05 00:00:00+00:00,1.4961015433350109,0.02,1982.9190088122748,2966.648189392374,115127.1430475585,115127.1430475585,0.0
DUSK/USDT,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,-1.0000000000000002,0.02,2129.5738259128702,-2129.5738259128707,112997.56922164562,115127.1430475585,-1.8497582494800144
HBAR/USDT,2024-02-09 00:00:00+00:00,2024-04-10 00:00:00+00:00,2.6147083850006734,0.02,1989.4199959629339,5201.753144732289,118199.3223663779,118199.3223663779,0.0
ICX/USDT,2024-02-17 00:00:00+00:00,2024-04-12 00:00:00+00:00,1.4971268363205683,0.02,2045.3777841581277,3062.189971077032,121261.51233745494,121261.51233745494,0.0
QTUM/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.02,2259.9513844329126,-2259.951384432913,119001.56095302202,121261.51233745494,-1.8637004774802495
ETC/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.02,2259.9513844329126,-2259.951384432913,116741.6095685891,121261.51233745494,-3.727400954960499
ETH/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.02,2259.9513844329126,-2259.951384432913,114481.65818415619,121261.51233745494,-5.591101432440748
VET/USDT,2024-04-11 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.02,2363.9864473275584,-2363.986447327559,112117.67173682863,121261.51233745494,-7.540595877758968
CELR/USDT,2024-02-09 00:00:00+00:00,2024-04-13 00:00:00+00:00,3.028464155482972,0.02,1989.4199959629339,6024.887147974824,118142.55888480345,121261.51233745494,-2.5720885320742584
