exit_time,equity,peak_equity,dd_pct
2020-12-23 00:00:00+00:00,9800.0,10000.0,-2.0
2020-12-23 00:00:00+00:00,9600.0,10000.0,-4.0
2021-01-11 00:00:00+00:00,9408.0,10000.0,-5.92
2021-01-22 00:00:00+00:00,10300.284783549389,10300.284783549389,0.0
2021-02-22 00:00:00+00:00,11159.522260718677,11159.522260718677,0.0
2021-02-23 00:00:00+00:00,12743.60081800557,12743.60081800557,0.0
2021-02-28 00:00:00+00:00,14660.012965775513,14660.012965775513,0.0
2021-04-16 00:00:00+00:00,15551.251893651124,15551.251893651124,0.0
2021-04-20 00:00:00+00:00,18546.403658804003,18546.403658804003,0.0
2021-04-22 00:00:00+00:00,23673.624793821116,23673.624793821116,0.0
2021-04-22 00:00:00+00:00,24482.448603963086,24482.448603963086,0.0
2021-04-23 00:00:00+00:00,31689.043810669875,31689.043810669875,0.0
2021-04-23 00:00:00+00:00,34648.00889850452,34648.00889850452,0.0
2021-04-23 00:00:00+00:00,39551.90002433216,39551.90002433216,0.0
2021-04-23 00:00:00+00:00,40176.11766924078,40176.11766924078,0.0
2021-05-07 00:00:00+00:00,44924.474270335784,44924.474270335784,0.0
2021-05-12 00:00:00+00:00,44120.951916950966,44924.474270335784,-1.7886071377253594
2021-05-19 00:00:00+00:00,43317.42956356615,44924.474270335784,-3.577214275450719
2021-05-19 00:00:00+00:00,42513.90721018133,44924.474270335784,-5.365821413176079
2021-07-14 00:00:00+00:00,41663.6290659777,44924.474270335784,-7.258504984912562
2021-08-01 00:00:00+00:00,40830.35648465814,44924.474270335784,-9.113334885214318
2021-08-03 00:00:00+00:00,39997.08390333859,44924.474270335784,-10.968164785516057
2021-09-07 00:00:00+00:00,42162.45916567727,44924.474270335784,-6.148130054984997
2021-09-07 00:00:00+00:00,45558.30034965245,45558.30034965245,0.0
2021-09-20 00:00:00+00:00,48916.91836368568,48916.91836368568,0.0
2021-09-20 00:00:00+00:00,50311.59460132789,50311.59460132789,0.0
2021-09-20 00:00:00+00:00,50342.01262473672,50342.01262473672,0.0
2021-09-20 00:00:00+00:00,49430.84661774367,50342.01262473672,-1.8099514887994934
2021-09-21 00:00:00+00:00,51594.67463233186,51594.67463233186,0.0
2021-10-06 00:00:00+00:00,51171.11024366098,51594.67463233186,-0.8209459439161798
2021-10-12 00:00:00+00:00,65226.471432811035,65226.471432811035,0.0
2021-10-12 00:00:00+00:00,64194.577940164396,65226.471432811035,-1.582016426734933
2021-10-12 00:00:00+00:00,63171.15573529118,65226.471432811035,-3.1510453537824947
2021-10-27 00:00:00+00:00,66186.12268701234,66186.12268701234,0.0
2021-10-27 00:00:00+00:00,65154.2291943657,66186.12268701234,-1.5590783245097495
2021-10-27 00:00:00+00:00,66542.32744147746,66542.32744147746,0.0
2021-11-16 00:00:00+00:00,67852.33914956178,67852.33914956178,0.0
2021-11-16 00:00:00+00:00,69069.89862874076,69069.89862874076,0.0
2021-11-16 00:00:00+00:00,69229.39982391996,69229.39982391996,0.0
2021-11-16 00:00:00+00:00,68932.7563977542,69229.39982391996,-0.42849342464364465
2021-11-16 00:00:00+00:00,68061.23903938559,69229.39982391996,-1.6873767322922075
2021-11-18 00:00:00+00:00,68866.081565418,69229.39982391996,-0.5248034208385847
2021-11-18 00:00:00+00:00,69067.00623554092,69229.39982391996,-0.234573156479872
2021-11-18 00:00:00+00:00,67736.15968671137,69229.39982391996,-2.1569450854789114
2021-11-26 00:00:00+00:00,66381.43649297714,69229.39982391996,-4.113806183769336
2021-11-28 00:00:00+00:00,65053.8077631176,69229.39982391996,-6.031530060093948
2021-12-04 00:00:00+00:00,63699.08456938337,69229.39982391996,-7.988391158384372
2021-12-13 00:00:00+00:00,62425.1028779957,69229.39982391996,-9.82862333521669
2021-12-29 00:00:00+00:00,61176.600820435786,69229.39982391996,-11.632050868512355
2022-01-08 00:00:00+00:00,62460.72490462737,69229.39982391996,-9.777168278951178
2022-01-18 00:00:00+00:00,61211.51040653483,69229.39982391996,-11.581624913372151
2022-01-21 00:00:00+00:00,59962.295908442284,69229.39982391996,-13.386081547793122
2022-04-03 00:00:00+00:00,62990.03207491326,69229.39982391996,-9.012598353988457
2022-04-06 00:00:00+00:00,64220.06937950382,69229.39982391996,-7.235842658114927
2022-04-06 00:00:00+00:00,64290.262133429394,69229.39982391996,-7.1344511191096665
2022-04-06 00:00:00+00:00,64678.427779171005,69229.39982391996,-6.573756317870768
2022-04-06 00:00:00+00:00,63594.75957843961,69229.39982391996,-8.139085792758067
2022-04-06 00:00:00+00:00,62414.78619834796,69229.39982391996,-9.843525500588596
2022-04-06 00:00:00+00:00,61154.98555684969,69229.39982391996,-11.663273533508828
2022-04-11 00:00:00+00:00,59955.73963868085,69229.39982391996,-13.395551902552969
2022-04-15 00:00:00+00:00,58756.62484590723,69229.39982391996,-15.127640864501906
2022-04-21 00:00:00+00:00,57581.492348989086,69229.39982391996,-16.82508804721187
2022-04-25 00:00:00+00:00,58752.41834376672,69229.39982391996,-15.133717043338073
2022-04-30 00:00:00+00:00,57577.28584684858,69229.39982391996,-16.83116422604804
2022-05-05 00:00:00+00:00,56425.74012991161,69229.39982391996,-18.49454094152707
2022-08-19 00:00:00+00:00,56425.74012991161,69229.39982391996,-18.49454094152707
2023-01-24 00:00:00+00:00,55297.225327313376,69229.39982391996,-20.124650122696533
2023-01-25 00:00:00+00:00,54168.71052471514,69229.39982391996,-21.754759303865995
2023-02-09 00:00:00+00:00,53357.91053227451,69229.39982391996,-22.9259380147935
2023-02-09 00:00:00+00:00,52274.53632178021,69229.39982391996,-24.490842828716175
2023-02-09 00:00:00+00:00,51191.16211128591,69229.39982391996,-26.055747642638856
2023-02-10 00:00:00+00:00,50710.76854591265,69229.39982391996,-26.7496631851614
2023-02-21 00:00:00+00:00,53692.296803230885,69229.39982391996,-22.44292606928066
2023-02-24 00:00:00+00:00,52678.08143231263,69229.39982391996,-23.907932805577435
2023-02-24 00:00:00+00:00,51663.86606139438,69229.39982391996,-25.372939541874207
2023-03-02 00:00:00+00:00,50630.588740166495,69229.39982391996,-26.865480751036714
2023-03-03 00:00:00+00:00,49916.93883806812,69229.39982391996,-27.89632877790607
2023-03-03 00:00:00+00:00,48902.723467149866,69229.39982391996,-29.361335514202842
2023-03-03 00:00:00+00:00,47869.44614592198,69229.39982391996,-30.853876723365353
2023-03-06 00:00:00+00:00,51326.97388984978,69229.39982391996,-25.859571193168975
2023-03-08 00:00:00+00:00,65394.2816746726,69229.39982391996,-5.5397246820017285
2023-03-08 00:00:00+00:00,66434.51172919746,69229.39982391996,-4.03714043720023
2023-03-22 00:00:00+00:00,65105.82149461351,69229.39982391996,-5.956397628456223
2023-04-02 00:00:00+00:00,64408.744554240584,69229.39982391996,-6.96330645930828
2023-04-12 00:00:00+00:00,63106.62812434831,69229.39982391996,-8.844178506739162
2023-04-19 00:00:00+00:00,62336.37595879784,69229.39982391996,-9.956786975842677
2023-04-19 00:00:00+00:00,61356.6903927531,69229.39982391996,-11.371916340731728
2023-04-19 00:00:00+00:00,60094.55783026614,69229.39982391996,-13.19503277059694
2023-04-20 00:00:00+00:00,59020.97012379669,69229.39982391996,-14.745801243529025
2023-04-21 00:00:00+00:00,60649.30751158304,69229.39982391996,-12.393711824975757
2023-04-21 00:00:00+00:00,61943.726240789,69229.39982391996,-10.523958898476005
2023-04-21 00:00:00+00:00,61470.556872190034,69229.39982391996,-11.207439283691592
2023-05-08 00:00:00+00:00,60168.44044229777,69229.39982391996,-13.088311331122462
2023-06-04 00:00:00+00:00,58965.071633451815,69229.39982391996,-14.82654510450001
2023-06-05 00:00:00+00:00,57761.70282460586,69229.39982391996,-16.564778877877558
2023-06-08 00:00:00+00:00,62090.642628906826,69229.39982391996,-10.311742140145736
2023-06-09 00:00:00+00:00,63456.12022806419,69229.39982391996,-8.339346593412184
2023-07-05 00:00:00+00:00,62186.997823502905,69229.39982391996,-10.17255966154394
2023-07-05 00:00:00+00:00,60917.87541894162,69229.39982391996,-12.005772729675696
2023-07-17 00:00:00+00:00,59699.51791056279,69229.39982391996,-13.76565727508218
2023-07-24 00:00:00+00:00,60333.96439492934,69229.39982391996,-12.849216447947729
2023-07-24 00:00:00+00:00,59115.60688655051,69229.39982391996,-14.609100993354213
2023-07-31 00:00:00+00:00,59573.5057126542,69229.39982391996,-13.947678494721655
2023-08-11 00:00:00+00:00,58382.03559840112,69229.39982391996,-15.66872492482722
2023-08-15 00:00:00+00:00,57199.72346067011,69229.39982391996,-17.376542904960136
2023-08-17 00:00:00+00:00,56032.08274870209,69229.39982391996,-19.06316840646359
