trade_id,symbol,config,linreg_n,linreg_mult,stop_mult,chan_activate_r,chan_atr_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mfe_r,mae_r,chan_activated
34,AAVE/USDT,A,40,2.5,2.0,2.5,2.0,2025-05-08 00:00:00+00:00,2025-05-17 00:00:00+00:00,206.28,222.17,182.4085,23.871500000000005,midline_exit,9,0.6656473200259717,1.6270448023794062,-0.16128018767149083,False
35,AAVE/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-22 00:00:00+00:00,2025-08-28 00:00:00+00:00,345.61,317.56,307.5015,38.10849999999999,midline_exit,6,-0.7360562604143437,1.0596061246178674,-0.9257777136334423,False
60,ACH/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-11 00:00:00+00:00,2024-11-15 00:00:00+00:00,0.02364,0.020650500000000002,0.020650500000000002,0.0029894999999999995,initial_stop,4,-0.9999999999999999,0.2876735240006689,-1.1506940960026768,False
61,ACH/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-23 00:00:00+00:00,2024-12-08 00:00:00+00:00,0.02625,0.034995000000000005,0.0227765,0.0034734999999999987,chandelier_stop,15,2.5176335108680035,3.8750539801353128,-0.36274650928458363,True
62,ACH/USDT,A,40,2.5,2.0,2.5,2.0,2025-01-27 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.03857,0.034156,0.034156,0.004414,initial_stop,1,-1.0000000000000002,0.018124150430447832,-2.109198006343452,False
63,ACH/USDT,A,40,2.5,2.0,2.5,2.0,2025-01-29 00:00:00+00:00,2025-02-02 00:00:00+00:00,0.03761,0.0513185,0.031891499999999996,0.0057185,chandelier_stop,4,2.3972195505814473,3.6687942642301317,-0.23257847337588491,True
64,ACH/USDT,A,40,2.5,2.0,2.5,2.0,2025-04-14 00:00:00+00:00,2025-05-02 00:00:00+00:00,0.02741,0.02706,0.023133,0.004277,midline_exit,18,-0.08183306055646472,0.7248071077858308,-0.9071779284545245,False
65,ACH/USDT,A,40,2.5,2.0,2.5,2.0,2025-07-20 00:00:00+00:00,2025-07-22 00:00:00+00:00,0.02702,0.024411,0.024411,0.0026089999999999993,initial_stop,2,-1.0000000000000002,0.486776542736681,-1.0617094672288228,False
82,ACM/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.953,1.7733500000000002,1.7733500000000002,0.17964999999999995,initial_stop,6,-0.9999999999999996,1.4305594210965764,-1.408293904814919,False
83,ACM/USDT,A,40,2.5,2.0,2.5,2.0,2025-07-27 00:00:00+00:00,2025-07-29 00:00:00+00:00,0.996,0.89505,0.89505,0.10095000000000001,initial_stop,2,-0.9999999999999998,0.9707776126795451,-1.1688954928182267,False
84,ACM/USDT,A,40,2.5,2.0,2.5,2.0,2025-07-30 00:00:00+00:00,2025-08-01 00:00:00+00:00,1.01,0.888,0.888,0.12200000000000003,initial_stop,2,-0.9999999999999998,0.549180327868852,-1.0409836065573768,False
85,ACM/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-08 00:00:00+00:00,2025-08-17 00:00:00+00:00,1.07,1.088,0.9355,0.1345,midline_exit,9,0.13382899628252798,1.687732342007434,-0.6096654275092942,False
160,ADA/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-07 00:00:00+00:00,2024-11-11 00:00:00+00:00,0.4065,0.6119950000000001,0.37098499999999995,0.035515,chandelier_stop,4,5.786146698578069,7.13501337463044,-0.07602421512037112,True
161,ADA/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-12 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.5709,0.5210049999999999,0.5210049999999999,0.049894999999999995,initial_stop,1,-1.0000000000000007,0.7796372382002215,-1.036175969536025,False
162,ADA/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-15 00:00:00+00:00,2024-11-24 00:00:00+00:00,0.7071,1.05016,0.646875,0.060224999999999994,chandelier_stop,9,5.696305520963056,7.423827314238273,-0.29555832295558204,True
163,ADA/USDT,A,40,2.5,2.0,2.5,2.0,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,1.135,0.998505,0.998505,0.136495,initial_stop,1,-1.0000000000000002,0.29085314480383945,-2.28726326971684,False
164,ADA/USDT,A,40,2.5,2.0,2.5,2.0,2025-04-24 00:00:00+00:00,2025-05-04 00:00:00+00:00,0.7219,0.6762,0.63424,0.08765999999999999,midline_exit,10,-0.521332420716404,0.14259639516313105,-0.6525211042664846,False
165,ADA/USDT,A,40,2.5,2.0,2.5,2.0,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.8406,0.748335,0.748335,0.092265,initial_stop,5,-1.0000000000000004,0.25686880182084154,-1.0415650571722752,False
166,ADA/USDT,A,40,2.5,2.0,2.5,2.0,2025-07-11 00:00:00+00:00,2025-07-19 00:00:00+00:00,0.7094,0.812155,0.637905,0.071495,chandelier_stop,8,1.4372333729631432,2.6029792293167344,-0.293726834044339,True
193,ADX/USDT,A,40,2.5,2.0,2.5,2.0,2024-10-09 00:00:00+00:00,2024-10-10 00:00:00+00:00,0.1696,0.15738,0.15738,0.012219999999999998,initial_stop,1,-1.0000000000000009,0.8756137479541726,-1.129296235679215,False
194,ADX/USDT,A,40,2.5,2.0,2.5,2.0,2024-10-19 00:00:00+00:00,2024-10-25 00:00:00+00:00,0.1802,0.165705,0.165705,0.014495,initial_stop,6,-1.0000000000000007,1.365988271817869,-1.3038978958261471,False
195,ADX/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.2317,0.21045,0.21045,0.021249999999999998,initial_stop,6,-0.9999999999999997,1.32235294117647,-1.1247058823529401,False
196,ADX/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-14 00:00:00+00:00,2024-12-17 00:00:00+00:00,0.273,0.2465,0.23984000000000003,0.03316,midline_exit,3,-0.7991556091676726,0.5729794933654994,-0.9227985524728592,False
197,ADX/USDT,A,40,2.5,2.0,2.5,2.0,2025-07-26 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.1216,0.1218,0.11083,0.010770000000000002,midline_exit,6,0.018570102135562275,2.4512534818941494,-0.19498607242339872,False
198,ADX/USDT,A,40,2.5,2.0,2.5,2.0,2025-10-27 00:00:00+00:00,2025-10-31 00:00:00+00:00,0.1179,0.13884,0.10259,0.01531,chandelier_stop,4,1.3677335075114294,2.553886348791639,-0.24820378837361276,True
199,ADX/USDT,A,40,2.5,2.0,2.5,2.0,2025-11-01 00:00:00+00:00,2025-11-04 00:00:00+00:00,0.136,0.11693500000000001,0.11693500000000001,0.019065,initial_stop,3,-1.0,0.38814581694203987,-1.1539470233412015,False
273,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2024-05-26 00:00:00+00:00,2024-06-05 00:00:00+00:00,1.265,1.53745,1.1059499999999998,0.15905000000000005,chandelier_stop,10,1.7129833385727757,3.0493555485696318,-0.11317195850361388,True
274,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2024-10-15 00:00:00+00:00,2024-10-22 00:00:00+00:00,1.179,1.0684,1.0684,0.11059999999999999,initial_stop,7,-1.0000000000000004,1.1573236889692577,-1.220614828209765,False
275,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,1.625,1.44585,1.44585,0.17915,initial_stop,2,-0.9999999999999996,0.3070053028188665,-1.7527211833658949,False
276,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-13 00:00:00+00:00,2024-11-14 00:00:00+00:00,1.996,1.7914,1.7914,0.20459999999999998,initial_stop,1,-0.9999999999999996,0.24437927663734033,-2.834799608993158,False
277,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-21 00:00:00+00:00,2024-12-22 00:00:00+00:00,2.161,1.7485,1.7485,0.4125,initial_stop,1,-1.0000000000000002,0.11151515151515108,-1.3503030303030303,False
278,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-25 00:00:00+00:00,2024-12-28 00:00:00+00:00,2.302,1.94635,1.94635,0.35564999999999997,initial_stop,3,-1.0000000000000002,0.9335020385210175,-1.3890060452692254,False
279,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-29 00:00:00+00:00,2025-01-07 00:00:00+00:00,2.521,2.432,2.0965,0.4245,midline_exit,9,-0.20965842167255588,1.2815076560659602,-0.88339222614841,False
280,AGLD/USDT,A,40,2.5,2.0,2.5,2.0,2025-02-20 00:00:00+00:00,2025-03-03 00:00:00+00:00,1.432,1.205,1.0682999999999998,0.3637,midline_exit,11,-0.6241407753643109,0.4124278251306025,-0.6901292273852072,False
321,AI/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-24 00:00:00+00:00,2024-11-26 00:00:00+00:00,0.6297,0.54281,0.54281,0.08689,initial_stop,2,-1.0000000000000002,0.0034526412705716074,-1.3891126711934634,False
322,AI/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-28 00:00:00+00:00,2024-12-08 00:00:00+00:00,0.6894,0.7889,0.59047,0.09892999999999999,midline_exit,10,1.005761649651269,1.7325381582937431,-0.22541190740927916,False
421,ALCX/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-10 00:00:00+00:00,2024-11-18 00:00:00+00:00,17.63,20.1765,15.719999999999999,1.9099999999999995,chandelier_stop,8,1.3332460732984306,2.5863874345549753,-0.26178010471204194,True
422,ALCX/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-08 00:00:00+00:00,2024-12-09 00:00:00+00:00,29.31,26.161499999999997,26.161499999999997,3.1485000000000003,initial_stop,1,-1.0000000000000007,0.07622677465459805,-2.366206129903128,False
423,ALCX/USDT,A,40,2.5,2.0,2.5,2.0,2025-11-05 00:00:00+00:00,2025-11-07 00:00:00+00:00,10.93,9.475,9.475,1.455,initial_stop,2,-1.0,6.233676975945017,-1.2577319587628866,True
424,ALCX/USDT,A,40,2.5,2.0,2.5,2.0,2025-11-12 00:00:00+00:00,2025-11-19 00:00:00+00:00,13.16,10.349499999999999,10.349499999999999,2.8105,initial_stop,7,-1.0000000000000002,1.5086283579434259,-1.1741682974559688,False
475,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-10 00:00:00+00:00,2024-11-17 00:00:00+00:00,0.1454,0.200755,0.13273000000000001,0.012669999999999997,chandelier_stop,7,4.3689818468823995,5.832675611681137,-0.48145224940805015,True
476,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-18 00:00:00+00:00,2024-11-24 00:00:00+00:00,0.2159,0.29147,0.196625,0.019275,chandelier_stop,6,3.920622568093385,5.8677042801556425,-0.6848249027237363,True
477,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-29 00:00:00+00:00,2024-11-30 00:00:00+00:00,0.4417,0.40199999999999997,0.40199999999999997,0.0397,initial_stop,1,-1.0000000000000004,1.0755667506297233,-1.105793450881612,False
478,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-01 00:00:00+00:00,2024-12-04 00:00:00+00:00,0.4858,0.548315,0.434875,0.050925,chandelier_stop,3,1.227589592538046,2.515463917525773,-0.5832106038291607,True
479,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2025-01-15 00:00:00+00:00,2025-01-22 00:00:00+00:00,0.4446,0.4056,0.35313,0.09146999999999998,midline_exit,7,-0.42636930141029833,0.5695856564993986,-0.666885317590467,False
480,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2025-03-02 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.291,0.23102499999999998,0.23102499999999998,0.059975,initial_stop,2,-1.0,0.14506044185077183,-1.2455189662359314,False
481,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2025-07-11 00:00:00+00:00,2025-07-15 00:00:00+00:00,0.2182,0.2825,0.196,0.022200000000000004,chandelier_stop,4,2.8963963963963946,4.135135135135134,-0.2612612612612612,True
482,ALGO/USDT,A,40,2.5,2.0,2.5,2.0,2025-07-16 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.2845,0.2675,0.25654,0.027960000000000006,midline_exit,7,-0.6080114449213146,1.841917024320459,-0.9585121602288978,False
537,ALICE/USDT,A,40,2.5,2.0,2.5,2.0,2024-05-31 00:00:00+00:00,2024-06-04 00:00:00+00:00,1.612,2.54785,1.45415,0.15785,chandelier_stop,4,5.928729806778587,7.45644599303136,-0.6145074437757377,True
538,ALICE/USDT,A,40,2.5,2.0,2.5,2.0,2024-06-05 00:00:00+00:00,2024-06-07 00:00:00+00:00,2.183,1.9311999999999998,1.9311999999999998,0.2518000000000001,initial_stop,2,-0.9999999999999998,0.3256552819698184,-2.2716441620333585,False
539,ALICE/USDT,A,40,2.5,2.0,2.5,2.0,2024-07-17 00:00:00+00:00,2024-07-24 00:00:00+00:00,1.362,1.1529000000000003,1.1529000000000003,0.20909999999999992,initial_stop,7,-0.9999999999999996,1.1238641798182685,-1.1525585844093744,False
540,ALICE/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-24 00:00:00+00:00,2024-11-26 00:00:00+00:00,1.506,1.2943500000000001,1.2943500000000001,0.21164999999999998,initial_stop,2,-0.9999999999999996,0.1228443184502718,-1.011103236475313,False
541,ALICE/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.805,1.57095,1.57095,0.23404999999999995,initial_stop,6,-0.9999999999999997,0.5041657765434742,-2.5336466566972873,False
542,ALICE/USDT,A,40,2.5,2.0,2.5,2.0,2025-10-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,0.4928,0.443805,0.443805,0.048995,initial_stop,1,-1.0000000000000002,0.010205122971731819,-8.629451984896418,False
543,ALICE/USDT,A,40,2.5,2.0,2.5,2.0,2025-10-14 00:00:00+00:00,2025-10-15 00:00:00+00:00,0.5302,0.435005,0.435005,0.095195,initial_stop,1,-1.0000000000000002,0.13761226955197228,-1.3677188927989914,False
606,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2024-10-07 00:00:00+00:00,2024-10-08 00:00:00+00:00,1.642,1.4839499999999999,1.4839499999999999,0.15805000000000008,initial_stop,1,-0.9999999999999997,2.7712749130022143,-1.7968997152799726,False
607,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2024-10-09 00:00:00+00:00,2024-10-18 00:00:00+00:00,1.555,1.512,1.33635,0.21865000000000007,midline_exit,9,-0.19666133089412263,1.2074091013034527,-0.384175623142007,False
608,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-05-06 00:00:00+00:00,2025-05-07 00:00:00+00:00,1.119,1.0157500000000002,1.0157500000000002,0.10324999999999995,initial_stop,1,-0.9999999999999989,0.3777239709443094,-2.101694915254238,False
609,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,1.113,0.9640500000000001,0.9640500000000001,0.14894999999999997,initial_stop,5,-0.9999999999999997,2.3363544813695882,-1.1748909029875803,False
610,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-08 00:00:00+00:00,2025-08-10 00:00:00+00:00,1.142,1.5083,0.9859499999999999,0.15604999999999997,chandelier_stop,2,2.3473245754565855,3.575776994553029,-0.09612303748798401,True
611,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-11 00:00:00+00:00,2025-08-12 00:00:00+00:00,1.482,1.28255,1.28255,0.19944999999999996,initial_stop,1,-0.9999999999999997,1.0278265229380803,-2.150915016294811,False
612,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-15 00:00:00+00:00,2025-08-16 00:00:00+00:00,2.19,1.9325,1.9325,0.25749999999999995,initial_stop,1,-0.9999999999999996,0.24466019417475798,-1.0019417475728158,False
613,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-17 00:00:00+00:00,2025-08-23 00:00:00+00:00,2.054,1.869,1.755,0.29900000000000004,midline_exit,6,-0.6187290969899659,0.9364548494983285,-0.7558528428093636,False
614,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-09-26 00:00:00+00:00,2025-09-27 00:00:00+00:00,4.682,4.3932,4.3932,0.28879999999999995,initial_stop,1,-1.0000000000000007,7.091412742382273,-1.6689750692520786,False
615,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-09-28 00:00:00+00:00,2025-09-29 00:00:00+00:00,5.946,5.43405,5.43405,0.5119499999999999,initial_stop,1,-0.9999999999999996,2.42797148159,-1.2852817657974405,False
616,ALPINE/USDT,A,40,2.5,2.0,2.5,2.0,2025-09-30 00:00:00+00:00,2025-10-01 00:00:00+00:00,6.591,5.942,5.942,0.649,initial_stop,1,-1.0,0.20647149460708697,-8.149460708782742,False
686,ALT/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-01 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.16465,0.1399435,0.1399435,0.0247065,initial_stop,8,-0.9999999999999997,1.7865743832594667,-1.4975816080788449,False
767,AMP/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-11 00:00:00+00:00,2024-11-17 00:00:00+00:00,0.004487,0.00583655,0.003914399999999999,0.0005726,chandelier_stop,6,2.3568808941669586,3.634299685644429,-0.9098847362906037,True
768,AMP/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-24 00:00:00+00:00,2024-11-29 00:00:00+00:00,0.005419,0.00848835,0.004605000000000001,0.0008139999999999998,chandelier_stop,5,3.7707002457002465,5.164619164619165,-0.6904176904176905,True
769,AMP/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-30 00:00:00+00:00,2024-12-05 00:00:00+00:00,0.007466,0.012974800000000002,0.0062842,0.0011817999999999998,chandelier_stop,5,4.66136402098494,5.951937722118803,-0.5923168048739214,True
770,AMP/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.010909,0.00924665,0.00924665,0.00166235,initial_stop,3,-1.0,1.2951544500255665,-1.088218485878425,False
771,AMP/USDT,A,40,2.5,2.0,2.5,2.0,2025-01-16 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.008158,0.007155,0.0063092,0.0018488,midline_exit,12,-0.5425140631761145,1.2126784941583726,-0.6544785807009953,False
939,ANKR/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-11 00:00:00+00:00,2024-11-24 00:00:00+00:00,0.03039,0.0365955,0.027429000000000002,0.0029609999999999997,chandelier_stop,13,2.095744680851065,3.880445795339413,-0.9557581898007428,True
940,ANKR/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-03 00:00:00+00:00,2024-12-06 00:00:00+00:00,0.04927,0.0575335,0.0438075,0.0054625,chandelier_stop,3,1.5127688787185354,2.696567505720824,-0.29107551487414207,True
1027,APE/USDT,A,40,2.5,2.0,2.5,2.0,2024-10-20 00:00:00+00:00,2024-10-22 00:00:00+00:00,1.491,1.38525,1.38525,0.10575000000000001,initial_stop,2,-1.0,2.5342789598108726,-2.24113475177305,True
1028,APE/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-02 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.59,1.3212000000000002,1.3212000000000002,0.2688,initial_stop,7,-0.9999999999999998,2.1502976190476195,-1.3504464285714286,False
1117,API3/USDT,A,40,2.5,2.0,2.5,2.0,2024-05-23 00:00:00+00:00,2024-06-07 00:00:00+00:00,2.876,3.215,2.4206999999999996,0.4553000000000001,midline_exit,15,0.7445640237206236,1.7900285526026791,-0.4414671645069186,False
1118,API3/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.315,1.9647999999999999,1.9647999999999999,0.3502,initial_stop,9,-1.0000000000000002,1.3135351227869787,-1.7589948600799539,False
1119,API3/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-19 00:00:00+00:00,2025-08-22 00:00:00+00:00,1.37,1.49771,1.2346000000000001,0.13540000000000002,chandelier_stop,3,0.9432053175775478,2.5022156573116687,-0.9379615952732643,True
1210,APT/USDT,A,40,2.5,2.0,2.5,2.0,2024-09-21 00:00:00+00:00,2024-10-01 00:00:00+00:00,8.25,7.292,7.292,0.9579999999999999,initial_stop,10,-1.0000000000000004,0.4070981210855956,-1.0647181628392481,False
1211,APT/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,13.72,12.151145,12.151145,1.568855,initial_stop,1,-1.0000000000000007,0.01912222608207856,-1.4086706547131511,False
1212,APT/USDT,A,40,2.5,2.0,2.5,2.0,2025-10-02 00:00:00+00:00,2025-10-09 00:00:00+00:00,5.227,4.80985,4.80985,0.4171500000000001,initial_stop,7,-1.0000000000000007,1.0092292940189362,-1.0044348555675426,False
1306,AR/USDT,A,40,2.5,2.0,2.5,2.0,2024-07-16 00:00:00+00:00,2024-07-30 00:00:00+00:00,30.067,29.12,24.33455,5.73245,midline_exit,14,-0.1651998709103436,0.8778096625352155,-0.26463379532311654,False
1307,AR/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,25.67,21.8655,21.8655,3.8045,initial_stop,9,-1.0000000000000002,0.8752792745433036,-1.458798790905507,False
1308,AR/USDT,A,40,2.5,2.0,2.5,2.0,2025-11-07 00:00:00+00:00,2025-11-08 00:00:00+00:00,7.91,6.7635000000000005,6.7635000000000005,1.1465,initial_stop,1,-0.9999999999999997,0.5669428696031402,-1.3606628870475364,False
1405,ARB/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-21 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.7785,1.084385,0.685275,0.09322500000000002,chandelier_stop,18,3.2811477607937776,4.933226065969428,-0.24456958970233228,True
1406,ARB/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-13 00:00:00+00:00,2025-08-14 00:00:00+00:00,0.5712,0.5026050000000001,0.5026050000000001,0.068595,initial_stop,1,-0.9999999999999994,0.06851811356512758,-1.0890006560244923,False
1407,ARB/USDT,A,40,2.5,2.0,2.5,2.0,2025-08-23 00:00:00+00:00,2025-08-25 00:00:00+00:00,0.6131,0.52439,0.52439,0.08871,initial_stop,2,-0.9999999999999996,0.1296358922331199,-1.1577048810731598,False
1507,ARDR/USDT,A,40,2.5,2.0,2.5,2.0,2024-09-21 00:00:00+00:00,2024-09-22 00:00:00+00:00,0.108,0.100696,0.100696,0.007304,initial_stop,1,-1.0000000000000007,0.09583789704271717,-3.0791347207009854,False
1508,ARDR/USDT,A,40,2.5,2.0,2.5,2.0,2024-11-10 00:00:00+00:00,2024-12-02 00:00:00+00:00,0.09487,0.116728,0.080145,0.014724999999999999,chandelier_stop,22,1.4844142614601021,2.728692699490663,-0.46315789473684166,True
1509,ARDR/USDT,A,40,2.5,2.0,2.5,2.0,2024-12-03 00:00:00+00:00,2024-12-05 00:00:00+00:00,0.13783,0.12395,0.11930650000000001,0.0185235,midline_exit,2,-0.7493184333414314,0.10581153669662804,-0.9458255729208848,False
1510,ARDR/USDT,A,40,2.5,2.0,2.5,2.0,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.11224,0.09523300000000001,0.09523300000000001,0.017007,initial_stop,4,-0.9999999999999996,0.9266772505438934,-1.1906861880402189,False
1511,ARDR/USDT,A,40,2.5,2.0,2.5,2.0,2025-04-15 00:00:00+00:00,2025-04-17 00:00:00+00:00,0.10223,0.16979100000000003,0.0907835,0.0114465,chandelier_stop,2,5.902328222600797,7.465164023937449,-0.16511597431529312,True
1512,ARDR/USDT,A,40,2.5,2.0,2.5,2.0,2025-04-18 00:00:00+00:00,2025-04-19 00:00:00+00:00,0.12687,0.10719550000000001,0.10719550000000001,0.0196745,initial_stop,1,-0.9999999999999998,0.09707997661948181,-1.0383999593382298,False
