exit_time,net_r,exit_reason,chan_activated,equity_r
2024-05-26 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-1.0000000000000002
2024-06-01 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-2.0000000000000004
2024-06-04 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-3.000000000000001
2024-06-04 00:00:00+00:00,-0.9999999999999991,initial_stop,False,-4.0
2024-06-06 00:00:00+00:00,0.5139384027343891,midline_exit,False,-3.486061597265611
2024-06-07 00:00:00+00:00,-1.0000000000000004,initial_stop,False,-4.4860615972656115
2024-06-07 00:00:00+00:00,0.04966316180243912,midline_exit,False,-4.436398435463173
2024-06-07 00:00:00+00:00,-1.0,initial_stop,False,-5.436398435463173
2024-06-07 00:00:00+00:00,-1.0,initial_stop,False,-6.436398435463173
2024-06-08 00:00:00+00:00,-0.3674764534610023,midline_exit,False,-6.803874888924175
2024-06-10 00:00:00+00:00,-1.0,initial_stop,False,-7.803874888924175
2024-06-11 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-8.803874888924176
2024-06-11 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-9.803874888924176
2024-07-25 00:00:00+00:00,-0.9999999999999998,initial_stop,False,-10.803874888924176
2024-07-25 00:00:00+00:00,-1.0,initial_stop,False,-11.803874888924176
2024-07-30 00:00:00+00:00,-0.8566768603465854,midline_exit,False,-12.66055174927076
2024-08-01 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-13.66055174927076
2024-08-01 00:00:00+00:00,0.430268079190084,midline_exit,False,-13.230283670080677
2024-08-01 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-14.230283670080677
2024-08-02 00:00:00+00:00,0.5548639134541077,midline_exit,False,-13.67541975662657
2024-08-02 00:00:00+00:00,-0.7618848017982276,midline_exit,False,-14.437304558424797
2024-08-15 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-15.437304558424797
2024-08-21 00:00:00+00:00,-0.9999999999999988,initial_stop,False,-16.437304558424795
2024-08-22 00:00:00+00:00,-1.0,initial_stop,False,-17.437304558424795
2024-08-27 00:00:00+00:00,-0.999999999999999,initial_stop,False,-18.437304558424795
2024-08-27 00:00:00+00:00,-0.5820624287343203,midline_exit,False,-19.019366987159117
2024-09-22 00:00:00+00:00,-1.0,initial_stop,False,-20.019366987159117
2024-10-01 00:00:00+00:00,-0.9999999999999996,initial_stop,False,-21.019366987159117
2024-10-01 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-22.019366987159117
2024-10-03 00:00:00+00:00,2.0643184047074206,chandelier_stop,True,-19.955048582451695
2024-10-03 00:00:00+00:00,-0.6707317073170737,midline_exit,False,-20.62578028976877
2024-10-08 00:00:00+00:00,-1.0,initial_stop,False,-21.62578028976877
2024-10-08 00:00:00+00:00,-0.9999999999999994,initial_stop,False,-22.62578028976877
2024-10-08 00:00:00+00:00,-0.999999999999999,initial_stop,False,-23.62578028976877
2024-10-19 00:00:00+00:00,-0.9999999999999996,initial_stop,False,-24.62578028976877
2024-10-21 00:00:00+00:00,-1.0000000000000002,initial_stop,False,-25.62578028976877
2024-10-22 00:00:00+00:00,-1.0000000000000004,initial_stop,False,-26.62578028976877
2024-10-25 00:00:00+00:00,-1.0000000000000004,initial_stop,False,-27.62578028976877
