trade_id,symbol,config,linreg_n,linreg_mult,stop_mult,chan_activate_r,chan_atr_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mfe_r,mae_r,chan_activated
86,ADA/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-15 00:00:00+00:00,2024-11-24 00:00:00+00:00,0.7071,1.0473227272727272,0.6523,0.054799999999999995,chandelier_stop,9,6.20844392833444,8.158759124087592,-0.3248175182481739,True
87,ADA/USDT,B,55,3.0,2.0,3.0,2.5,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,1.135,0.9779272727272728,0.9779272727272728,0.15707272727272725,initial_stop,1,-1.0,0.2527491607824984,-1.9876143072114834,False
88,ADA/USDT,B,55,3.0,2.0,3.0,2.5,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.8406,0.7520036363636364,0.7520036363636364,0.08859636363636363,initial_stop,5,-0.9999999999999996,0.267505335741257,-1.0846946314234114,False
89,ADA/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-11 00:00:00+00:00,2025-07-29 00:00:00+00:00,0.7094,0.7828,0.6332145454545455,0.07618545454545454,midline_exit,18,0.9634384993556396,2.9913846594434634,-0.27564316739057826,False
106,ADX/USDT,B,55,3.0,2.0,3.0,2.5,2024-10-19 00:00:00+00:00,2024-10-25 00:00:00+00:00,0.1802,0.16644727272727272,0.16644727272727272,0.01375272727272727,initial_stop,6,-1.0000000000000004,1.4397144368059238,-1.3742728714965629,False
107,ADX/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.2317,0.20788181818181817,0.20788181818181817,0.023818181818181818,initial_stop,6,-1.0000000000000002,1.1797709923664117,-1.0034351145038158,False
108,ADX/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-27 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.1336,0.12265090909090909,0.12265090909090909,0.01094909090909091,initial_stop,5,-0.9999999999999999,1.3151776818332774,-1.2329790767186979,False
109,ADX/USDT,B,55,3.0,2.0,3.0,2.5,2025-10-27 00:00:00+00:00,2025-11-12 00:00:00+00:00,0.1179,0.14405909090909091,0.10343090909090909,0.014469090909090914,chandelier_stop,16,1.8079291279215877,3.621512942950489,-0.26954008544860514,True
158,AGLD/USDT,B,55,3.0,2.0,3.0,2.5,2024-06-03 00:00:00+00:00,2024-06-11 00:00:00+00:00,1.631,1.4321272727272727,1.4321272727272727,0.19887272727272728,initial_stop,8,-1.0000000000000002,0.5983726458219052,-1.0609800694825382,False
159,AGLD/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,1.625,1.4614363636363636,1.4614363636363636,0.16356363636363638,initial_stop,2,-0.9999999999999998,0.33626056024899914,-1.9197421076033794,False
160,AGLD/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-13 00:00:00+00:00,2024-11-14 00:00:00+00:00,1.996,1.8131272727272727,1.8131272727272727,0.18287272727272727,initial_stop,1,-1.0000000000000002,0.2734141976536081,-3.1716046927818655,False
161,AGLD/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-21 00:00:00+00:00,2024-12-22 00:00:00+00:00,2.161,1.7948545454545455,1.7948545454545455,0.3661454545454545,initial_stop,1,-1.0000000000000002,0.12563313139338517,-1.5212533518720828,False
162,AGLD/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-25 00:00:00+00:00,2024-12-28 00:00:00+00:00,2.302,1.8748,1.8748,0.42719999999999997,initial_stop,3,-1.0000000000000002,0.7771535580524341,-1.1563670411985019,False
163,AGLD/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-29 00:00:00+00:00,2025-01-08 00:00:00+00:00,2.521,2.228,2.045218181818182,0.4757818181818181,midline_exit,10,-0.6158284928156522,1.143381228981963,-0.7881763986548458,False
190,AI/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-24 00:00:00+00:00,2024-11-26 00:00:00+00:00,0.6297,0.5453363636363637,0.5453363636363637,0.08436363636363634,initial_stop,2,-0.9999999999999997,0.00355603448275823,-1.4307112068965526,False
191,AI/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-28 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.6894,0.5992181818181819,0.5992181818181819,0.09018181818181817,initial_stop,11,-0.9999999999999997,1.9006048387096777,-1.4903225806451612,False
258,ALCX/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,17.63,26.249545454545455,15.820181818181817,1.8098181818181818,chandelier_stop,29,4.762658227848102,6.696805304400242,-0.27627084589109907,True
259,ALCX/USDT,B,55,3.0,2.0,3.0,2.5,2025-11-05 00:00:00+00:00,2025-11-07 00:00:00+00:00,10.93,9.623454545454546,9.623454545454546,1.3065454545454545,initial_stop,2,-0.9999999999999993,6.941970498190927,-1.4006401335930978,True
260,ALCX/USDT,B,55,3.0,2.0,3.0,2.5,2025-11-12 00:00:00+00:00,2025-11-19 00:00:00+00:00,13.16,10.866909090909092,10.866909090909092,2.293090909090909,initial_stop,7,-0.9999999999999998,1.8490326673009825,-1.4391056137012372,False
295,ALGO/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-10 00:00:00+00:00,2024-11-17 00:00:00+00:00,0.1454,0.19765,0.13268000000000002,0.012719999999999995,chandelier_stop,7,4.107704402515724,5.809748427672957,-0.4795597484276727,True
296,ALGO/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-18 00:00:00+00:00,2024-11-24 00:00:00+00:00,0.2159,0.2897090909090909,0.19803818181818184,0.01786181818181818,chandelier_stop,6,4.132227198697069,6.331942182410424,-0.7390065146579815,True
297,ALGO/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-29 00:00:00+00:00,2024-11-30 00:00:00+00:00,0.4417,0.4100163636363636,0.4100163636363636,0.031683636363636365,initial_stop,1,-0.9999999999999998,1.3476988408125794,-1.3855732813037986,False
298,ALGO/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-01 00:00:00+00:00,2024-12-04 00:00:00+00:00,0.4858,0.550459090909091,0.4456509090909091,0.040149090909090905,chandelier_stop,3,1.6104745946925108,3.1906077348066297,-0.7397427769223804,True
299,ALGO/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-11 00:00:00+00:00,2025-07-15 00:00:00+00:00,0.2182,0.2762409090909091,0.19410545454545455,0.02409454545454546,chandelier_stop,4,2.408881678237247,3.8099909447630536,-0.24071838213099903,True
300,ALGO/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-16 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.2845,0.2569872727272727,0.2569872727272727,0.02751272727272728,initial_stop,8,-1.0000000000000007,1.8718609569125046,-1.2830425588157532,False
338,ALICE/USDT,B,55,3.0,2.0,3.0,2.5,2024-06-03 00:00:00+00:00,2024-06-04 00:00:00+00:00,2.355,2.1244545454545456,2.1244545454545456,0.23054545454545458,initial_stop,1,-0.9999999999999991,0.13012618296529882,-1.1190851735015772,False
339,ALICE/USDT,B,55,3.0,2.0,3.0,2.5,2024-06-05 00:00:00+00:00,2024-06-07 00:00:00+00:00,2.183,1.9103454545454543,1.9103454545454543,0.2726545454545455,initial_stop,2,-1.0,0.3007468658308893,-2.097892771405707,False
340,ALICE/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-24 00:00:00+00:00,2024-11-26 00:00:00+00:00,1.506,1.3104727272727272,1.3104727272727272,0.19552727272727274,initial_stop,2,-1.0000000000000002,0.1329737771991818,-1.0944764738701875,False
341,ALICE/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.805,1.582090909090909,1.582090909090909,0.22290909090909092,initial_stop,6,-1.0000000000000002,0.5293637846655795,-2.6602773246329523,False
342,ALICE/USDT,B,55,3.0,2.0,3.0,2.5,2025-10-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,0.4928,0.44162545454545454,0.44162545454545454,0.051174545454545445,initial_stop,1,-1.0000000000000004,0.009770482484189593,-8.261919988630712,False
343,ALICE/USDT,B,55,3.0,2.0,3.0,2.5,2025-10-14 00:00:00+00:00,2025-10-15 00:00:00+00:00,0.5302,0.4456909090909091,0.4456909090909091,0.08450909090909091,initial_stop,1,-1.0000000000000002,0.15501290877796903,-1.5406626506024095,False
387,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2024-10-07 00:00:00+00:00,2024-10-08 00:00:00+00:00,1.642,1.4837090909090909,1.4837090909090909,0.15829090909090912,initial_stop,1,-0.9999999999999994,2.7670572019297044,-1.7941649437169753,False
388,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-05-06 00:00:00+00:00,2025-05-07 00:00:00+00:00,1.119,1.0217636363636364,1.0217636363636364,0.09723636363636362,initial_stop,1,-0.9999999999999994,0.40108451757666347,-2.231675392670157,False
389,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,1.113,0.9829272727272728,0.9829272727272728,0.13007272727272726,initial_stop,5,-0.9999999999999998,2.6754263349175296,-1.345401174168298,False
390,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-08-08 00:00:00+00:00,2025-08-10 00:00:00+00:00,1.142,1.4980909090909091,1.0062545454545453,0.1357454545454545,chandelier_stop,2,2.6232252879721423,4.110634878114119,-0.11050093758371214,True
391,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-08-11 00:00:00+00:00,2025-08-12 00:00:00+00:00,1.482,1.3145454545454545,1.3145454545454545,0.1674545454545454,initial_stop,1,-1.0000000000000007,1.2242128121606957,-2.561889250814333,False
392,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-08-15 00:00:00+00:00,2025-08-16 00:00:00+00:00,2.19,1.9791272727272726,1.9791272727272726,0.21087272727272727,initial_stop,1,-1.0000000000000002,0.2987584066218322,-1.223486808070357,False
393,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-08-17 00:00:00+00:00,2025-08-26 00:00:00+00:00,2.054,1.7998181818181815,1.7998181818181815,0.2541818181818182,initial_stop,9,-1.0000000000000004,1.1015736766809738,-1.129113018597997,False
394,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-09-26 00:00:00+00:00,2025-09-27 00:00:00+00:00,4.682,4.326436363636364,4.326436363636364,0.35556363636363636,initial_stop,1,-1.0000000000000004,5.75986909388423,-1.3555941910411133,False
395,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-09-28 00:00:00+00:00,2025-09-29 00:00:00+00:00,5.946,5.400072727272727,5.400072727272727,0.5459272727272727,initial_stop,1,-0.9999999999999998,2.2768600546193305,-1.2052887497502156,False
396,ALPINE/USDT,B,55,3.0,2.0,3.0,2.5,2025-09-30 00:00:00+00:00,2025-10-01 00:00:00+00:00,6.591,5.937472727272727,5.937472727272727,0.6535272727272727,initial_stop,1,-1.0000000000000007,0.20504117516136128,-8.093005786779434,False
446,ALT/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-01 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.16465,0.14069436363636362,0.14069436363636362,0.02395563636363636,initial_stop,8,-1.0000000000000007,1.8425726342633362,-1.5445216916117666,False
506,AMP/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-11 00:00:00+00:00,2024-11-17 00:00:00+00:00,0.004487,0.005733454545454545,0.003931618181818182,0.0005553818181818182,chandelier_stop,6,2.2443200419040137,3.7469717802658296,-0.938093367380344,True
507,AMP/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-24 00:00:00+00:00,2024-11-29 00:00:00+00:00,0.005419,0.008470636363636364,0.004684018181818182,0.0007349818181818182,chandelier_stop,5,4.1519889174747675,5.719869384524044,-0.7646447654858499,True
508,AMP/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-30 00:00:00+00:00,2024-12-05 00:00:00+00:00,0.007466,0.012890409090909091,0.006500000000000001,0.000966,chandelier_stop,5,5.615330321852062,7.281573498964804,-0.7246376811594204,True
509,AMP/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.010909,0.009521,0.009521,0.001388,initial_stop,3,-1.0000000000000002,1.5511527377521617,-1.303314121037464,False
634,ANKR/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-11 00:00:00+00:00,2024-12-02 00:00:00+00:00,0.03039,0.04008318181818182,0.027204909090909092,0.003185090909090909,chandelier_stop,21,3.043298321726226,4.819328690489782,-0.8885146706245003,True
635,ANKR/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-05 00:00:00+00:00,2024-12-08 00:00:00+00:00,0.05719,0.05220781818181818,0.05220781818181818,0.004982181818181819,initial_stop,3,-0.9999999999999994,0.3833661776512667,-1.0276622144369023,False
700,APE/USDT,B,55,3.0,2.0,3.0,2.5,2024-10-20 00:00:00+00:00,2024-10-22 00:00:00+00:00,1.491,1.3796181818181819,1.3796181818181819,0.1113818181818182,initial_stop,2,-1.0000000000000004,2.4061377734247444,-2.127815866797258,False
701,APE/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.894,1.6090181818181817,1.6090181818181817,0.28498181818181817,initial_stop,6,-1.0000000000000002,0.9614648462421854,-2.34050019139977,False
768,API3/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.593,2.241509090909091,2.241509090909091,0.351490909090909,initial_stop,6,-0.9999999999999996,0.5177943306434926,-2.543451272501552,False
769,API3/USDT,B,55,3.0,2.0,3.0,2.5,2025-08-19 00:00:00+00:00,2025-08-20 00:00:00+00:00,1.37,1.251309090909091,1.251309090909091,0.11869090909090911,initial_stop,1,-1.0000000000000007,2.1400122549019605,-1.0700061274509802,False
770,API3/USDT,B,55,3.0,2.0,3.0,2.5,2025-08-21 00:00:00+00:00,2025-08-24 00:00:00+00:00,1.567,1.3994727272727272,1.3994727272727272,0.16752727272727275,initial_stop,3,-1.0,0.23876709355328865,-1.3323203820273486,False
839,APT/USDT,B,55,3.0,2.0,3.0,2.5,2024-09-21 00:00:00+00:00,2024-10-01 00:00:00+00:00,8.25,7.27509090909091,7.27509090909091,0.9749090909090907,initial_stop,10,-0.9999999999999996,0.40003729951510697,-1.0462513987318163,False
840,APT/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,13.72,12.216105454545454,12.216105454545454,1.5038945454545456,initial_stop,1,-1.0000000000000004,0.01994820720021429,-1.4695179304158177,False
841,APT/USDT,B,55,3.0,2.0,3.0,2.5,2025-10-02 00:00:00+00:00,2025-10-10 00:00:00+00:00,5.227,4.751036363636364,4.751036363636364,0.4759636363636364,initial_stop,8,-1.0000000000000004,0.8845213538085401,-9.412483764993505,False
913,AR/USDT,B,55,3.0,2.0,3.0,2.5,2024-07-19 00:00:00+00:00,2024-08-01 00:00:00+00:00,34.005,28.07489090909091,28.07489090909091,5.930109090909091,initial_stop,13,-1.0000000000000002,0.18448227228688013,-1.290870013122555,False
914,AR/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,25.67,22.210727272727276,22.210727272727276,3.4592727272727273,initial_stop,9,-0.9999999999999997,0.962630085146641,-1.6043834752444026,False
915,AR/USDT,B,55,3.0,2.0,3.0,2.5,2025-11-07 00:00:00+00:00,2025-11-08 00:00:00+00:00,7.91,6.841636363636364,6.841636363636364,1.0683636363636362,initial_stop,1,-1.0,0.6084070796460181,-1.4601769911504432,False
990,ARB/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-22 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.8092,1.0751090909090908,0.7172436363636364,0.09195636363636363,chandelier_stop,17,2.8916877570389103,4.66743119266055,-0.1511586523252138,True
1068,ARDR/USDT,B,55,3.0,2.0,3.0,2.5,2024-09-21 00:00:00+00:00,2024-09-22 00:00:00+00:00,0.108,0.09725345454545455,0.09725345454545455,0.010746545454545453,initial_stop,1,-1.0,0.0651372111122396,-2.092765539877508,False
1069,ARDR/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-11 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.10463,0.10856,0.08725145454545455,0.017378545454545456,midline_exit,28,0.22614090519135419,2.0231842815592893,-0.9540499257182312,False
1070,ARDR/USDT,B,55,3.0,2.0,3.0,2.5,2025-04-15 00:00:00+00:00,2025-04-17 00:00:00+00:00,0.10223,0.1680218181818182,0.09114636363636364,0.011083636363636365,chandelier_stop,2,5.935941601049868,7.709563648293964,-0.1705216535433073,True
1071,ARDR/USDT,B,55,3.0,2.0,3.0,2.5,2025-04-18 00:00:00+00:00,2025-04-19 00:00:00+00:00,0.12687,0.11004200000000001,0.11004200000000001,0.016828,initial_stop,1,-0.9999999999999998,0.11350130734490106,-1.2140480152127409,False
1072,ARDR/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-12 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.09156,0.14647227272727273,0.0785909090909091,0.01296909090909091,chandelier_stop,12,4.234088041497266,5.778354128697603,-0.5204682461797285,True
1151,ARK/USDT,B,55,3.0,2.0,3.0,2.5,2025-04-12 00:00:00+00:00,2025-04-14 00:00:00+00:00,0.4847,0.39107090909090914,0.39107090909090914,0.0936290909090909,initial_stop,2,-0.9999999999999999,0.12816529439179697,-1.1054256641292532,False
1152,ARK/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-12 00:00:00+00:00,2025-07-14 00:00:00+00:00,0.4951,0.4466090909090909,0.4466090909090909,0.048490909090909085,initial_stop,2,-1.0,0.0,-1.3053993250843638,False
1236,ARKM/USDT,B,55,3.0,2.0,3.0,2.5,2024-09-23 00:00:00+00:00,2024-10-03 00:00:00+00:00,1.439,1.305,1.2392181818181818,0.1997818181818182,midline_exit,10,-0.6707317073170737,1.3564797961412445,-0.8559337459046233,False
1237,ARKM/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-07 00:00:00+00:00,2024-11-13 00:00:00+00:00,2.325,2.0215454545454548,2.0215454545454548,0.3034545454545454,initial_stop,6,-1.0,0.7513481126423001,-1.1105452366686646,False
1323,ARPA/USDT,B,55,3.0,2.0,3.0,2.5,2024-10-20 00:00:00+00:00,2024-10-21 00:00:00+00:00,0.06023,0.05466781818181818,0.05466781818181818,0.0055621818181818185,initial_stop,1,-1.0000000000000002,1.3358067468619244,-1.4454759414225937,False
1324,ARPA/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.07231,0.06212818181818182,0.06212818181818182,0.01018181818181818,initial_stop,6,-1.0,0.38303571428571437,-2.132232142857143,False
1325,ARPA/USDT,B,55,3.0,2.0,3.0,2.5,2026-01-19 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.0198,0.01838909090909091,0.01838909090909091,0.001410909090909091,initial_stop,1,-1.0000000000000002,0.644974226804122,-3.0760309278350526,False
1413,ASR/USDT,B,55,3.0,2.0,3.0,2.5,2024-10-07 00:00:00+00:00,2024-10-08 00:00:00+00:00,2.432,2.211709090909091,2.211709090909091,0.2202909090909091,initial_stop,1,-1.0,0.9896005282271375,-1.4571640805546373,False
1414,ASR/USDT,B,55,3.0,2.0,3.0,2.5,2025-05-06 00:00:00+00:00,2025-05-07 00:00:00+00:00,1.843,1.6736181818181817,1.6736181818181817,0.1693818181818182,initial_stop,1,-1.0000000000000007,0.14759553456419142,-1.8537999141262347,False
1415,ASR/USDT,B,55,3.0,2.0,3.0,2.5,2025-05-08 00:00:00+00:00,2025-05-20 00:00:00+00:00,1.71,1.611,1.5012727272727273,0.20872727272727273,midline_exit,12,-0.4743031358885016,2.587108013937282,-0.8671602787456448,False
1416,ASR/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-25 00:00:00+00:00,2025-07-28 00:00:00+00:00,3.103,6.239727272727273,2.837909090909091,0.2650909090909091,chandelier_stop,3,11.832647462277091,13.829218106995883,-0.24142661179698238,True
1417,ASR/USDT,B,55,3.0,2.0,3.0,2.5,2025-07-29 00:00:00+00:00,2025-07-30 00:00:00+00:00,5.968,5.492618181818182,5.492618181818182,0.4753818181818182,initial_stop,1,-0.9999999999999994,0.8330146102654323,-1.7817256941788409,False
1418,ASR/USDT,B,55,3.0,2.0,3.0,2.5,2025-08-07 00:00:00+00:00,2025-08-08 00:00:00+00:00,7.459,6.815654545454545,6.815654545454545,0.6433454545454546,initial_stop,1,-1.0000000000000002,1.4626667420302972,-1.0118980330092695,False
1509,ASTR/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.0767,0.06840545454545455,0.06840545454545455,0.008294545454545454,initial_stop,16,-1.0000000000000004,2.2062691801841297,-1.6878562034195528,False
1606,ATA/USDT,B,55,3.0,2.0,3.0,2.5,2024-11-24 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.1155,0.1191,0.10077272727272728,0.01472727272727273,midline_exit,15,0.24444444444444388,2.5666666666666655,-0.9438271604938276,False
1607,ATA/USDT,B,55,3.0,2.0,3.0,2.5,2024-12-28 00:00:00+00:00,2024-12-29 00:00:00+00:00,0.2055,0.18222,0.18222,0.023280000000000002,initial_stop,1,-0.9999999999999997,0.021477663230240567,-2.031786941580755,False
1608,ATA/USDT,B,55,3.0,2.0,3.0,2.5,2025-01-02 00:00:00+00:00,2025-01-04 00:00:00+00:00,0.2299,0.19724181818181818,0.19724181818181818,0.032658181818181815,initial_stop,2,-0.9999999999999998,0.052054336933526554,-1.0472107783097646,False
1706,ATM/USDT,B,55,3.0,2.0,3.0,2.5,2024-06-04 00:00:00+00:00,2024-06-07 00:00:00+00:00,3.535,2.9995818181818183,2.9995818181818183,0.5354181818181818,initial_stop,3,-1.0,1.1486348818255914,-1.2084012496604188,False
1707,ATM/USDT,B,55,3.0,2.0,3.0,2.5,2024-10-07 00:00:00+00:00,2024-10-08 00:00:00+00:00,2.261,2.0494000000000003,2.0494000000000003,0.2116,initial_stop,1,-0.999999999999999,0.7986767485822308,-1.082230623818526,False
1708,ATM/USDT,B,55,3.0,2.0,3.0,2.5,2024-10-10 00:00:00+00:00,2024-10-19 00:00:00+00:00,2.383,2.1342363636363637,2.1342363636363637,0.2487636363636364,initial_stop,9,-0.9999999999999996,0.7195585440725032,-1.1738049992691117,False
