timeframe,filter_mode,bb_n,std_mult,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
2h,ema200_price_above,15,2.0,20,2.0,4670,0.4081,0.0146,1.028,75.7,68.05
2h,ema200_price_above,15,2.0,20,3.0,4442,0.4728,0.0217,1.0571,46.1,96.27
2h,ema200_price_above,15,2.0,20,4.0,4350,0.4913,0.0199,1.068,38.22,86.65
2h,ema200_price_above,15,2.0,25,2.0,4463,0.3735,0.0107,1.0191,105.21,47.79
2h,ema200_price_above,15,2.0,25,3.0,4212,0.4452,0.0207,1.0496,47.88,87.3
2h,ema200_price_above,15,2.0,25,4.0,4114,0.4718,0.0167,1.0505,46.07,68.58
2h,ema200_price_above,15,2.5,10,2.0,1776,0.4505,-0.0346,0.9159,79.41,-61.43
2h,ema200_price_above,15,2.5,10,3.0,1764,0.4853,-0.0168,0.941,47.87,-29.59
2h,ema200_price_above,15,2.5,10,4.0,1761,0.4918,-0.0163,0.9258,42.47,-28.64
2h,ema200_price_above,15,2.5,15,2.0,1747,0.4219,-0.0295,0.9398,64.48,-51.58
2h,ema200_price_above,15,2.5,15,3.0,1728,0.4821,0.0003,1.0008,34.01,0.47
2h,ema200_price_above,15,2.5,15,4.0,1725,0.4968,-0.002,0.9926,27.2,-3.43
2h,ema200_price_above,15,2.5,20,2.0,1719,0.3909,-0.0379,0.9304,71.25,-65.14
2h,ema200_price_above,15,2.5,20,3.0,1695,0.4625,-0.0114,0.9716,44.45,-19.35
2h,ema200_price_above,15,2.5,20,4.0,1692,0.4846,-0.0055,0.9823,44.51,-9.34
2h,ema200_price_above,15,2.5,25,2.0,1689,0.3564,-0.0528,0.9106,106.37,-89.1
2h,ema200_price_above,15,2.5,25,3.0,1664,0.4315,-0.0224,0.9499,57.4,-37.34
2h,ema200_price_above,15,2.5,25,4.0,1660,0.4608,-0.0161,0.9549,53.06,-26.72
2h,ema200_price_above,15,3.0,10,2.0,267,0.4232,-0.0742,0.8453,34.27,-19.8
2h,ema200_price_above,15,3.0,10,3.0,267,0.4719,-0.0108,0.964,16.75,-2.89
2h,ema200_price_above,15,3.0,10,4.0,267,0.4869,0.0028,1.0129,9.07,0.75
2h,ema200_price_above,15,3.0,15,2.0,266,0.3647,-0.0064,0.9886,31.13,-1.7
2h,ema200_price_above,15,3.0,15,3.0,266,0.4586,0.0332,1.0893,15.43,8.83
2h,ema200_price_above,15,3.0,15,4.0,266,0.4737,0.034,1.1222,9.31,9.05
2h,ema200_price_above,15,3.0,20,2.0,265,0.366,-0.0045,0.9924,34.96,-1.19
2h,ema200_price_above,15,3.0,20,3.0,265,0.4528,0.029,1.0711,21.04,7.69
2h,ema200_price_above,15,3.0,20,4.0,265,0.483,0.0324,1.1046,8.85,8.57
2h,ema200_price_above,15,3.0,25,2.0,264,0.3447,0.0288,1.0459,30.53,7.61
2h,ema200_price_above,15,3.0,25,3.0,264,0.4242,0.0374,1.0818,16.53,9.88
2h,ema200_price_above,15,3.0,25,4.0,264,0.4545,0.0457,1.1243,13.4,12.06
2h,ema200_price_above,20,1.5,10,2.0,7307,0.456,-0.0122,0.9693,135.01,-89.42
2h,ema200_price_above,20,1.5,10,3.0,6798,0.4835,-0.0066,0.9757,91.15,-45.15
2h,ema200_price_above,20,1.5,10,4.0,6655,0.4887,-0.0021,0.9897,63.12,-14.11
2h,ema200_price_above,20,1.5,15,2.0,6834,0.4382,0.01,1.0215,75.89,68.33
2h,ema200_price_above,20,1.5,15,3.0,6219,0.4838,0.0097,1.0293,57.78,60.38
2h,ema200_price_above,20,1.5,15,4.0,6023,0.4959,0.0083,1.033,49.97,50.22
2h,ema200_price_above,20,1.5,20,2.0,6544,0.4045,-0.0019,0.9963,135.73,-12.69
2h,ema200_price_above,20,1.5,20,3.0,5869,0.4653,0.0021,1.0054,69.12,12.09
2h,ema200_price_above,20,1.5,20,4.0,5632,0.4883,0.0072,1.0245,45.52,40.46
2h,ema200_price_above,20,1.5,25,2.0,6232,0.3724,-0.0043,0.9924,168.42,-26.66
2h,ema200_price_above,20,1.5,25,3.0,5523,0.4364,-0.0105,0.975,137.47,-58.27
2h,ema200_price_above,20,1.5,25,4.0,5287,0.4615,-0.003,0.991,68.18,-15.78
2h,ema200_price_above,20,2.0,10,2.0,4134,0.4601,-0.0125,0.9685,78.59,-51.63
2h,ema200_price_above,20,2.0,10,3.0,3956,0.4914,-0.0013,0.9954,43.64,-4.95
2h,ema200_price_above,20,2.0,10,4.0,3911,0.4973,0.0021,1.0101,31.8,8.07
2h,ema200_price_above,20,2.0,15,2.0,4020,0.4393,-0.0065,0.9862,73.75,-26.01
2h,ema200_price_above,20,2.0,15,3.0,3812,0.4932,0.0087,1.0265,55.45,33.35
2h,ema200_price_above,20,2.0,15,4.0,3742,0.511,0.0151,1.0607,33.06,56.45
2h,ema200_price_above,20,2.0,20,2.0,3913,0.4025,-0.0176,0.9664,113.52,-68.87
2h,ema200_price_above,20,2.0,20,3.0,3662,0.4664,-0.002,0.9948,82.59,-7.39
2h,ema200_price_above,20,2.0,20,4.0,3581,0.492,0.0096,1.0327,50.21,34.38
2h,ema200_price_above,20,2.0,25,2.0,3791,0.374,-0.0035,0.9938,104.31,-13.23
2h,ema200_price_above,20,2.0,25,3.0,3535,0.4436,0.0025,1.0058,81.69,8.7
2h,ema200_price_above,20,2.0,25,4.0,3441,0.4734,0.0131,1.04,43.03,45.02
2h,ema200_price_above,20,2.5,10,2.0,1656,0.4547,-0.0114,0.9725,53.44,-18.84
2h,ema200_price_above,20,2.5,10,3.0,1634,0.4908,0.0012,1.0042,35.74,1.94
2h,ema200_price_above,20,2.5,10,4.0,1623,0.4941,-0.0019,0.9911,30.02,-3.12
2h,ema200_price_above,20,2.5,15,2.0,1652,0.4183,-0.0126,0.9745,59.84,-20.75
2h,ema200_price_above,20,2.5,15,3.0,1624,0.4754,0.0041,1.0118,43.29,6.68
2h,ema200_price_above,20,2.5,15,4.0,1612,0.487,-0.0022,0.9919,34.95,-3.54
2h,ema200_price_above,20,2.5,20,2.0,1634,0.3898,-0.0281,0.9486,79.22,-46.0
2h,ema200_price_above,20,2.5,20,3.0,1603,0.4566,-0.0096,0.9764,60.57,-15.32
2h,ema200_price_above,20,2.5,20,4.0,1591,0.4777,-0.007,0.9777,49.69,-11.15
2h,ema200_price_above,20,2.5,25,2.0,1614,0.3662,0.007,1.012,92.51,11.32
2h,ema200_price_above,20,2.5,25,3.0,1582,0.4387,0.0133,1.0299,64.21,21.05
2h,ema200_price_above,20,2.5,25,4.0,1569,0.4678,0.0104,1.0292,44.94,16.24
2h,ema200_price_above,20,3.0,10,2.0,383,0.4282,-0.088,0.8124,37.24,-33.7
2h,ema200_price_above,20,3.0,10,3.0,382,0.4634,-0.051,0.8416,24.55,-19.46
2h,ema200_price_above,20,3.0,10,4.0,381,0.4724,-0.0473,0.8123,22.13,-18.03
2h,ema200_price_above,20,3.0,15,2.0,383,0.3603,-0.0641,0.8852,28.76,-24.55
2h,ema200_price_above,20,3.0,15,3.0,382,0.4215,-0.0464,0.8873,25.94,-17.73
2h,ema200_price_above,20,3.0,15,4.0,381,0.4331,-0.0466,0.857,19.98,-17.74
2h,ema200_price_above,20,3.0,20,2.0,382,0.3403,-0.0931,0.8448,40.06,-35.58
2h,ema200_price_above,20,3.0,20,3.0,381,0.3937,-0.0839,0.8178,37.3,-31.95
2h,ema200_price_above,20,3.0,20,4.0,380,0.4237,-0.0706,0.8062,29.74,-26.84
2h,ema200_price_above,20,3.0,25,2.0,381,0.3307,-0.0191,0.9695,36.1,-7.29
2h,ema200_price_above,20,3.0,25,3.0,380,0.4079,-0.04,0.919,32.29,-15.21
2h,ema200_price_above,20,3.0,25,4.0,379,0.4301,-0.0397,0.9034,29.42,-15.05
2h,ema200_price_above,25,1.5,10,2.0,6113,0.4423,-0.034,0.9171,244.88,-208.04
2h,ema200_price_above,25,1.5,10,3.0,5682,0.4722,-0.015,0.9459,113.59,-85.26
2h,ema200_price_above,25,1.5,10,4.0,5559,0.4767,-0.013,0.9383,90.65,-72.48
2h,ema200_price_above,25,1.5,15,2.0,5710,0.4317,-0.0168,0.9646,139.09,-96.05
2h,ema200_price_above,25,1.5,15,3.0,5173,0.4784,-0.0087,0.9742,70.81,-45.08
2h,ema200_price_above,25,1.5,15,4.0,4992,0.4898,-0.0109,0.9585,69.86,-54.25
2h,ema200_price_above,25,1.5,20,2.0,5508,0.3962,-0.0266,0.9494,173.5,-146.34
2h,ema200_price_above,25,1.5,20,3.0,4903,0.4565,-0.0186,0.952,103.92,-91.23
2h,ema200_price_above,25,1.5,20,4.0,4693,0.4784,-0.0098,0.9669,58.51,-46.14
2h,ema200_price_above,25,1.5,25,2.0,5330,0.3649,-0.0215,0.9623,144.52,-114.5
2h,ema200_price_above,25,1.5,25,3.0,4709,0.4324,-0.0171,0.96,100.82,-80.67
2h,ema200_price_above,25,1.5,25,4.0,4486,0.4583,-0.0089,0.9735,64.22,-39.85
2h,ema200_price_above,25,2.0,10,2.0,3409,0.4529,-0.0275,0.932,109.41,-93.78
2h,ema200_price_above,25,2.0,10,3.0,3246,0.4892,-0.0114,0.9586,54.99,-37.1
2h,ema200_price_above,25,2.0,10,4.0,3190,0.4931,-0.0114,0.9462,54.39,-36.22
2h,ema200_price_above,25,2.0,15,2.0,3308,0.4329,-0.0091,0.9809,76.09,-30.1
2h,ema200_price_above,25,2.0,15,3.0,3121,0.4803,-0.0031,0.9909,51.42,-9.65
2h,ema200_price_above,25,2.0,15,4.0,3052,0.4948,-0.0009,0.9965,40.11,-2.78
2h,ema200_price_above,25,2.0,20,2.0,3257,0.3976,-0.0273,0.9485,110.59,-88.9
2h,ema200_price_above,25,2.0,20,3.0,3044,0.4576,-0.0193,0.9506,80.9,-58.86
2h,ema200_price_above,25,2.0,20,4.0,2961,0.4829,-0.0084,0.9722,54.15,-24.73
2h,ema200_price_above,25,2.0,25,2.0,3203,0.3722,-0.0164,0.9712,114.58,-52.54
2h,ema200_price_above,25,2.0,25,3.0,2972,0.4415,-0.0023,0.9945,72.15,-6.94
2h,ema200_price_above,25,2.0,25,4.0,2884,0.4716,0.0009,1.0027,53.46,2.59
2h,ema200_price_above,25,2.5,10,2.0,1464,0.4474,-0.0245,0.9399,52.31,-35.87
2h,ema200_price_above,25,2.5,10,3.0,1424,0.4789,-0.0121,0.9569,35.35,-17.22
2h,ema200_price_above,25,2.5,10,4.0,1412,0.4816,-0.015,0.9312,32.35,-21.2
2h,ema200_price_above,25,2.5,15,2.0,1452,0.4174,-0.0144,0.9699,58.58,-20.93
2h,ema200_price_above,25,2.5,15,3.0,1410,0.4745,0.0121,1.0363,38.49,17.0
2h,ema200_price_above,25,2.5,15,4.0,1395,0.4853,0.0036,1.0139,32.91,5.02
2h,ema200_price_above,25,2.5,20,2.0,1446,0.3976,-0.0135,0.9743,62.84,-19.55
2h,ema200_price_above,25,2.5,20,3.0,1402,0.4658,0.0086,1.0225,44.89,12.07
2h,ema200_price_above,25,2.5,20,4.0,1385,0.4852,0.009,1.0306,37.17,12.5
2h,ema200_price_above,25,2.5,25,2.0,1437,0.3869,0.0426,1.076,54.57,61.22
2h,ema200_price_above,25,2.5,25,3.0,1390,0.4561,0.0398,1.0938,40.2,55.34
2h,ema200_price_above,25,2.5,25,4.0,1371,0.4785,0.028,1.0828,35.99,38.32
2h,ema200_price_above,25,3.0,10,2.0,421,0.4276,-0.0873,0.8055,42.81,-36.76
2h,ema200_price_above,25,3.0,10,3.0,419,0.463,-0.0588,0.8138,31.34,-24.65
2h,ema200_price_above,25,3.0,10,4.0,417,0.4676,-0.049,0.7997,25.89,-20.45
2h,ema200_price_above,25,3.0,15,2.0,420,0.3762,-0.0726,0.8629,50.2,-30.51
2h,ema200_price_above,25,3.0,15,3.0,418,0.4306,-0.0579,0.8505,31.58,-24.2
2h,ema200_price_above,25,3.0,15,4.0,416,0.4423,-0.0568,0.8156,28.23,-23.64
2h,ema200_price_above,25,3.0,20,2.0,419,0.358,-0.0676,0.883,57.53,-28.3
2h,ema200_price_above,25,3.0,20,3.0,417,0.4077,-0.0652,0.8509,40.09,-27.2
2h,ema200_price_above,25,3.0,20,4.0,415,0.4241,-0.0543,0.8424,32.17,-22.53
2h,ema200_price_above,25,3.0,25,2.0,419,0.3413,-0.0646,0.8955,62.27,-27.05
2h,ema200_price_above,25,3.0,25,3.0,417,0.4101,-0.0659,0.8636,42.09,-27.48
2h,ema200_price_above,25,3.0,25,4.0,415,0.4313,-0.0508,0.8704,31.0,-21.06
2h,ema200_price_above,30,1.5,10,2.0,5197,0.4428,-0.0396,0.9041,223.44,-206.04
2h,ema200_price_above,30,1.5,10,3.0,4799,0.4668,-0.0255,0.9106,140.68,-122.28
2h,ema200_price_above,30,1.5,10,4.0,4695,0.4718,-0.0202,0.9066,106.03,-94.84
2h,ema200_price_above,30,1.5,15,2.0,4808,0.4262,-0.0283,0.9414,149.23,-135.94
2h,ema200_price_above,30,1.5,15,3.0,4330,0.4693,-0.0241,0.931,112.45,-104.18
2h,ema200_price_above,30,1.5,15,4.0,4175,0.4826,-0.021,0.9222,95.77,-87.76
2h,ema200_price_above,30,1.5,20,2.0,4643,0.3972,-0.0429,0.9194,219.09,-199.01
2h,ema200_price_above,30,1.5,20,3.0,4117,0.4598,-0.0295,0.9253,135.9,-121.3
2h,ema200_price_above,30,1.5,20,4.0,3937,0.4788,-0.0211,0.9303,94.43,-83.09
2h,ema200_price_above,30,1.5,25,2.0,4517,0.3679,-0.0335,0.9412,164.09,-151.48
2h,ema200_price_above,30,1.5,25,3.0,3976,0.4386,-0.0247,0.9424,110.9,-98.05
2h,ema200_price_above,30,1.5,25,4.0,3785,0.4639,-0.0157,0.9531,79.33,-59.44
2h,ema200_price_above,30,2.0,10,2.0,2847,0.4517,-0.0355,0.9136,118.26,-101.07
2h,ema200_price_above,30,2.0,10,3.0,2666,0.4839,-0.0169,0.9392,64.43,-45.07
2h,ema200_price_above,30,2.0,10,4.0,2625,0.4869,-0.0148,0.9304,60.2,-38.81
2h,ema200_price_above,30,2.0,15,2.0,2756,0.4387,-0.005,0.9893,64.08,-13.91
2h,ema200_price_above,30,2.0,15,3.0,2566,0.4883,0.0114,1.0343,32.58,29.13
2h,ema200_price_above,30,2.0,15,4.0,2513,0.5018,0.0055,1.0213,32.21,13.77
2h,ema200_price_above,30,2.0,20,2.0,2715,0.4088,-0.0147,0.9718,90.71,-39.78
2h,ema200_price_above,30,2.0,20,3.0,2513,0.4696,0.0025,1.0067,59.59,6.33
2h,ema200_price_above,30,2.0,20,4.0,2445,0.4924,0.0055,1.0191,49.78,13.56
2h,ema200_price_above,30,2.0,25,2.0,2681,0.3864,0.0148,1.0266,74.56,39.63
2h,ema200_price_above,30,2.0,25,3.0,2471,0.4569,0.0241,1.0582,50.97,59.56
2h,ema200_price_above,30,2.0,25,4.0,2398,0.4833,0.017,1.0517,44.9,40.71
2h,ema200_price_above,30,2.5,10,2.0,1244,0.4357,-0.0682,0.8385,85.86,-84.87
2h,ema200_price_above,30,2.5,10,3.0,1208,0.4743,-0.0305,0.8922,47.76,-36.79
2h,ema200_price_above,30,2.5,10,4.0,1195,0.4762,-0.0285,0.8701,38.48,-34.0
2h,ema200_price_above,30,2.5,15,2.0,1231,0.4224,-0.0625,0.8709,77.79,-76.91
2h,ema200_price_above,30,2.5,15,3.0,1192,0.4832,-0.0198,0.9409,51.25,-23.55
2h,ema200_price_above,30,2.5,15,4.0,1177,0.4936,-0.0222,0.9154,38.51,-26.14
2h,ema200_price_above,30,2.5,20,2.0,1223,0.39,-0.0546,0.8983,81.61,-66.75
2h,ema200_price_above,30,2.5,20,3.0,1183,0.4539,-0.0217,0.9444,58.29,-25.64
2h,ema200_price_above,30,2.5,20,4.0,1165,0.4738,-0.0134,0.9552,41.1,-15.61
2h,ema200_price_above,30,2.5,25,2.0,1217,0.3722,-0.0038,0.9935,78.95,-4.57
2h,ema200_price_above,30,2.5,25,3.0,1178,0.4457,0.0137,1.0315,51.13,16.12
2h,ema200_price_above,30,2.5,25,4.0,1158,0.4655,0.0012,1.0034,40.8,1.37
2h,ema200_price_above,30,3.0,10,2.0,388,0.3943,-0.1644,0.6536,65.99,-63.8
2h,ema200_price_above,30,3.0,10,3.0,384,0.4245,-0.1206,0.6415,47.61,-46.31
2h,ema200_price_above,30,3.0,10,4.0,383,0.4282,-0.0968,0.6352,38.47,-37.09
2h,ema200_price_above,30,3.0,15,2.0,387,0.3643,-0.1552,0.7183,62.33,-60.08
2h,ema200_price_above,30,3.0,15,3.0,383,0.4178,-0.1191,0.706,47.81,-45.6
2h,ema200_price_above,30,3.0,15,4.0,382,0.4372,-0.0937,0.7048,39.22,-35.81
2h,ema200_price_above,30,3.0,20,2.0,386,0.329,-0.1835,0.6961,75.36,-70.85
2h,ema200_price_above,30,3.0,20,3.0,382,0.3874,-0.1383,0.7,57.23,-52.81
2h,ema200_price_above,30,3.0,20,4.0,381,0.4094,-0.1101,0.6977,48.63,-41.93
2h,ema200_price_above,30,3.0,25,2.0,386,0.3109,-0.1729,0.733,73.4,-66.74
2h,ema200_price_above,30,3.0,25,3.0,382,0.377,-0.1405,0.7279,60.91,-53.65
2h,ema200_price_above,30,3.0,25,4.0,381,0.399,-0.1182,0.7196,53.27,-45.04
