year,n,pnl_usd,avg_r,win_rate
2021,41,959.86,0.8995439024390243,0.6341463414634146
2022,4,-87.99,-0.805125,0.0
2023,26,-207.55,-0.2957730769230769,0.34615384615384615
2024,64,1644.4,0.90223125,0.609375
2025,41,-85.53999999999999,-0.06655853658536585,0.4146341463414634
2026,3,93.29999999999998,1.0227333333333333,0.3333333333333333
