exit_time,symbol,net_r,equity,peak,dd_pct,kill_fired
2020-12-23 00:00:00+00:00,ETH/USDT,-0.9999999999999998,9975.0,10000.0,-0.0025,False
2020-12-23 00:00:00+00:00,FET/USDT,-1.0,9950.0625,10000.0,-0.00499375,False
2021-01-04 00:00:00+00:00,BTC/USDT,4.897129729821177,10071.879367205822,10071.879367205822,0.0,False
2021-01-11 00:00:00+00:00,ETH/USDT,4.094389313934422,10174.974855336632,10174.974855336632,0.0,False
2021-02-15 00:00:00+00:00,VET/USDT,6.350154971028294,10336.506523230892,10336.506523230892,0.0,False
2021-02-15 00:00:00+00:00,ETC/USDT,7.198402357297277,10522.522355538502,10522.522355538502,0.0,False
2021-02-15 00:00:00+00:00,IOST/USDT,3.833981022116877,10623.38023307834,10623.38023307834,0.0,False
2021-02-23 00:00:00+00:00,ICX/USDT,-1.0000000000000002,10596.821782495645,10623.38023307834,-0.0024999999999999684,False
2021-02-23 00:00:00+00:00,DUSK/USDT,-1.0000000000000002,10570.329728039405,10623.38023307834,-0.004993749999999977,False
2021-02-28 00:00:00+00:00,IOST/USDT,-1.0000000000000004,10543.903903719307,10623.38023307834,-0.007481265624999967,False
2021-03-12 00:00:00+00:00,ADA/USDT,-0.7650518015626002,10523.737322026698,10623.38023307834,-0.009379586239545563,False
2021-03-23 00:00:00+00:00,CELR/USDT,4.594024307006151,10644.603084671544,10644.603084671544,0.0,False
2021-04-06 00:00:00+00:00,JST/USDT,5.401572082563433,10788.34706180187,10788.34706180187,0.0,False
2021-04-07 00:00:00+00:00,FET/USDT,2.085422835926284,10844.592725113318,10844.592725113318,0.0,False
2021-04-18 00:00:00+00:00,BTC/USDT,-0.9999999999999996,10817.481243300535,10844.592725113318,-0.0024999999999999346,False
2021-04-18 00:00:00+00:00,ADA/USDT,-1.0000000000000002,10790.437540192284,10844.592725113318,-0.00499374999999991,False
2021-04-23 00:00:00+00:00,ICX/USDT,-1.0,10763.461446341804,10844.592725113318,-0.007481265624999894,False
2021-05-07 00:00:00+00:00,ETC/USDT,8.891685120821293,11002.724721319231,11002.724721319231,0.0,False
2021-05-12 00:00:00+00:00,QTUM/USDT,-0.9999999999999998,10975.217909515934,11002.724721319231,-0.00249999999999997,False
2021-05-13 00:00:00+00:00,ZEC/USDT,-1.0000000000000002,10947.779864742144,11002.724721319231,-0.004993749999999935,False
2021-07-14 00:00:00+00:00,MTL/USDT,-0.9999999999999998,10920.410415080289,11002.724721319231,-0.007481265624999945,False
2021-09-07 00:00:00+00:00,ETH/USDT,3.188723634280697,11007.465842046817,11007.465842046817,0.0,False
2021-09-08 00:00:00+00:00,NEAR/USDT,-1.0000000000000004,10979.9471774417,11007.465842046817,-0.002499999999999997,False
2021-09-09 00:00:00+00:00,FET/USDT,7.196514528209004,11177.490550895267,11177.490550895267,0.0,False
2021-09-10 00:00:00+00:00,NEAR/USDT,-1.0,11149.54682451803,11177.490550895267,-0.0024999999999999766,False
2021-09-18 00:00:00+00:00,HBAR/USDT,5.6589028908556775,11307.282331410519,11307.282331410519,0.0,False
2021-09-20 00:00:00+00:00,TRX/USDT,-0.9999999999999998,11279.014125581993,11307.282331410519,-0.002500000000000003,False
