block_size,mc_runs,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,2000,399.5663690388696,506.27503901177784,621.7674608420466,-7.8682367484970595,2.568723369344649,3.0731573075639282,1.0
3,2000,389.34036353448823,507.56640330691187,637.0209982232684,-9.315322338122584,2.4898161928109914,3.0671673760588094,1.0
5,2000,373.85186286404866,507.93242270139126,648.8415390170833,-9.981037604980813,2.4384074408521985,3.0648590168516865,1.0
10,2000,347.7068810611858,508.67487735948515,664.8912765587186,-11.457429047253827,2.3060840114795718,3.075930902250704,1.0
20,2000,325.9654612712938,503.25001191446995,683.3656451086549,-12.855553128454613,2.223871659919153,3.057068029297326,1.0
