symbol,entry_time,exit_time,net_r,variant
CELR/USDT,2023-03-21 00:00:00+00:00,2023-04-02 00:00:00+00:00,-0.5246346531561615,max5
ARDR/USDT,2023-04-05 00:00:00+00:00,2023-04-07 00:00:00+00:00,1.936248701608114,max5
HBAR/USDT,2023-03-31 00:00:00+00:00,2023-04-12 00:00:00+00:00,-1.0000000000000004,max5
VET/USDT,2023-04-14 00:00:00+00:00,2023-04-19 00:00:00+00:00,-1.0000000000000004,max5
ZRX/USDT,2023-03-31 00:00:00+00:00,2023-04-20 00:00:00+00:00,-0.8244944014401782,max5
AVAX/USDT,2023-04-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,-0.9999999999999996,max5
ETH/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,0.9742065498142812,max5
BTC/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,1.2255207010656153,max5
JST/USDT,2023-06-03 00:00:00+00:00,2023-06-04 00:00:00+00:00,-0.9999999999999992,max5
TRX/USDT,2023-04-29 00:00:00+00:00,2023-06-05 00:00:00+00:00,2.729514587773465,max5
ETH/USDT,2023-05-28 00:00:00+00:00,2023-06-05 00:00:00+00:00,-1.0,max5
MTL/USDT,2023-06-04 00:00:00+00:00,2023-06-08 00:00:00+00:00,6.880211525178928,max5
ETC/USDT,2023-06-30 00:00:00+00:00,2023-07-05 00:00:00+00:00,-1.0000000000000009,max5
QTUM/USDT,2023-07-01 00:00:00+00:00,2023-07-05 00:00:00+00:00,-0.9999999999999996,max5
ETH/USDT,2023-07-13 00:00:00+00:00,2023-07-17 00:00:00+00:00,-0.9999999999999992,max5
BTC/USDT,2023-06-20 00:00:00+00:00,2023-07-24 00:00:00+00:00,0.4999096084714253,max5
SOL/USDT,2023-07-13 00:00:00+00:00,2023-07-24 00:00:00+00:00,-1.0,max5
TRX/USDT,2023-06-30 00:00:00+00:00,2023-07-31 00:00:00+00:00,0.3607995765089216,max5
HBAR/USDT,2023-08-08 00:00:00+00:00,2023-08-11 00:00:00+00:00,-1.0,max5
SC/USDT,2023-07-29 00:00:00+00:00,2023-08-15 00:00:00+00:00,-0.9999999999999996,max5
HBAR/USDT,2023-08-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,-0.9999999999999996,max5
FET/USDT,2023-09-03 00:00:00+00:00,2023-09-10 00:00:00+00:00,-1.0000000000000004,max5
VTHO/USDT,2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,-1.0,max5
JST/USDT,2023-09-29 00:00:00+00:00,2023-09-30 00:00:00+00:00,-1.0,max5
TRX/USDT,2023-09-06 00:00:00+00:00,2023-10-06 00:00:00+00:00,2.160618818601834,max5
MTL/USDT,2023-09-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,-0.3103726902786471,max5
SOL/USDT,2023-10-01 00:00:00+00:00,2023-10-09 00:00:00+00:00,-0.999999999999999,max5
ZRX/USDT,2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,-1.0000000000000004,max5
BTC/USDT,2023-10-01 00:00:00+00:00,2023-10-11 00:00:00+00:00,-1.0000000000000016,max5
ARDR/USDT,2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,-0.9999999999999994,max5
ICX/USDT,2023-10-21 00:00:00+00:00,2023-10-22 00:00:00+00:00,-1.0000000000000009,max5
SOL/USDT,2023-10-19 00:00:00+00:00,2023-11-02 00:00:00+00:00,6.025283827287946,max5
MTL/USDT,2023-10-23 00:00:00+00:00,2023-11-14 00:00:00+00:00,1.315344458396621,max5
TRX/USDT,2023-10-23 00:00:00+00:00,2023-11-14 00:00:00+00:00,3.2731087639466745,max5
BTC/USDT,2023-10-23 00:00:00+00:00,2023-12-11 00:00:00+00:00,4.899685818567825,max5
ADA/USDT,2023-12-13 00:00:00+00:00,2023-12-16 00:00:00+00:00,-0.9999999999999998,max5
HBAR/USDT,2023-11-02 00:00:00+00:00,2023-12-18 00:00:00+00:00,3.892073996907394,max5
AVAX/USDT,2023-11-15 00:00:00+00:00,2023-12-31 00:00:00+00:00,5.848605783989639,max5
FET/USDT,2023-10-23 00:00:00+00:00,2024-01-03 00:00:00+00:00,15.174418582804462,max5
NEAR/USDT,2023-11-17 00:00:00+00:00,2024-01-03 00:00:00+00:00,5.550856955425743,max5
HBAR/USDT,2023-12-21 00:00:00+00:00,2024-01-03 00:00:00+00:00,-1.0000000000000004,max5
ICX/USDT,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,-1.0000000000000002,max5
BTC/USDT,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,-1.000000000000001,max5
BTC/USDT,2024-01-08 00:00:00+00:00,2024-01-12 00:00:00+00:00,-0.9999999999999992,max5
TRX/USDT,2024-01-13 00:00:00+00:00,2024-01-15 00:00:00+00:00,-1.0000000000000002,max5
ETC/USDT,2024-01-10 00:00:00+00:00,2024-01-19 00:00:00+00:00,-1.0,max5
DUSK/USDT,2024-01-24 00:00:00+00:00,2024-02-17 00:00:00+00:00,1.606247237194997,max5
TRX/USDT,2024-02-04 00:00:00+00:00,2024-03-01 00:00:00+00:00,2.9355248943917496,max5
HBAR/USDT,2024-02-09 00:00:00+00:00,2024-03-05 00:00:00+00:00,2.3218308700820023,max5
ICX/USDT,2024-02-17 00:00:00+00:00,2024-03-05 00:00:00+00:00,2.356621199967708,max5
BTC/USDT,2024-02-07 00:00:00+00:00,2024-03-05 00:00:00+00:00,6.2000810281649175,max5
CELR/USDT,2024-02-09 00:00:00+00:00,2024-03-05 00:00:00+00:00,3.9103619454804273,max5
MTL/USDT,2024-03-01 00:00:00+00:00,2024-03-07 00:00:00+00:00,5.230964248975122,max5
HBAR/USDT,2024-03-07 00:00:00+00:00,2024-03-15 00:00:00+00:00,-1.0,max5
BTC/USDT,2024-03-11 00:00:00+00:00,2024-03-15 00:00:00+00:00,-1.0000000000000002,max5
DUSK/USDT,2024-03-11 00:00:00+00:00,2024-03-16 00:00:00+00:00,-1.0,max5
SOL/USDT,2024-03-07 00:00:00+00:00,2024-04-05 00:00:00+00:00,1.4961015433350109,max5
DUSK/USDT,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,-1.0000000000000002,max5
FET/USDT,2024-03-06 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0,max5
QTUM/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,max5
ETH/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,max5
ETC/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,max5
JST/USDT,2024-04-11 00:00:00+00:00,2024-04-13 00:00:00+00:00,-1.0000000000000004,max5
HBAR/USDT,2024-04-23 00:00:00+00:00,2024-04-24 00:00:00+00:00,-1.0000000000000009,max5
TRX/USDT,2024-05-09 00:00:00+00:00,2024-05-19 00:00:00+00:00,-0.7927794273645549,max5
ZRX/USDT,2024-05-17 00:00:00+00:00,2024-05-30 00:00:00+00:00,-0.8150505458710449,max5
NEAR/USDT,2024-05-15 00:00:00+00:00,2024-05-30 00:00:00+00:00,-0.62754941689507,max5
ETC/USDT,2024-05-20 00:00:00+00:00,2024-06-02 00:00:00+00:00,-1.0000000000000002,max5
SOL/USDT,2024-05-16 00:00:00+00:00,2024-06-11 00:00:00+00:00,-0.4435910503768911,max5
DEXE/USDT,2024-06-05 00:00:00+00:00,2024-06-11 00:00:00+00:00,-1.0000000000000002,max5
BTC/USDT,2024-05-15 00:00:00+00:00,2024-06-14 00:00:00+00:00,-0.0306726241861892,max5
TRX/USDT,2024-06-21 00:00:00+00:00,2024-07-22 00:00:00+00:00,3.343748565778087,max5
NEAR/USDT,2024-07-15 00:00:00+00:00,2024-07-30 00:00:00+00:00,-1.0000000000000002,max5
SOL/USDT,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,-0.3491273602462579,max5
BTC/USDT,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,-0.6925462716453611,max5
ZEC/USDT,2024-07-13 00:00:00+00:00,2024-08-26 00:00:00+00:00,2.9686800640929047,max5
JST/USDT,2024-08-20 00:00:00+00:00,2024-08-27 00:00:00+00:00,-0.9999999999999994,max5
BTC/USDT,2024-08-23 00:00:00+00:00,2024-08-27 00:00:00+00:00,-1.0000000000000002,max5
TRX/USDT,2024-08-19 00:00:00+00:00,2024-09-03 00:00:00+00:00,1.712595804658222,max5
ARDR/USDT,2024-09-21 00:00:00+00:00,2024-09-22 00:00:00+00:00,-0.9999999999999996,max5
DEXE/USDT,2024-09-24 00:00:00+00:00,2024-10-01 00:00:00+00:00,-1.0000000000000009,max5
FET/USDT,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.1493132090425968,max5
BTC/USDT,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,-0.2004304648822911,max5
SOL/USDT,2024-09-19 00:00:00+00:00,2024-10-02 00:00:00+00:00,-0.176885993835678,max5
NEAR/USDT,2024-09-23 00:00:00+00:00,2024-10-02 00:00:00+00:00,-0.9999999999999996,max5
TRX/USDT,2024-10-24 00:00:00+00:00,2024-11-05 00:00:00+00:00,-0.8812671801925428,max5
ADA/USDT,2024-11-07 00:00:00+00:00,2024-11-13 00:00:00+00:00,3.839324951187937,max5
ZEC/USDT,2024-10-10 00:00:00+00:00,2024-11-26 00:00:00+00:00,2.7976601525547427,max5
ADA/USDT,2024-11-15 00:00:00+00:00,2024-11-26 00:00:00+00:00,2.166910986833853,max5
SOL/USDT,2024-10-20 00:00:00+00:00,2024-12-02 00:00:00+00:00,3.76260855671706,max5
ETH/USDT,2024-11-07 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.6664745065536337,max5
ADA/USDT,2024-12-02 00:00:00+00:00,2024-12-09 00:00:00+00:00,-1.0,max5
FET/USDT,2024-11-28 00:00:00+00:00,2024-12-18 00:00:00+00:00,-0.8834132319579873,max5
DUSK/USDT,2024-11-27 00:00:00+00:00,2024-12-18 00:00:00+00:00,-0.52363070984851,max5
BTC/USDT,2024-10-15 00:00:00+00:00,2024-12-19 00:00:00+00:00,6.960512355666963,max5
MTL/USDT,2025-01-09 00:00:00+00:00,2025-01-10 00:00:00+00:00,-1.0000000000000002,max5
IOST/USDT,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,-1.0000000000000004,max5
DEXE/USDT,2024-12-23 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.2099370760743527,max5
ARDR/USDT,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,-0.9999999999999996,max5
VET/USDT,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,-1.0,max5
SOL/USDT,2025-01-18 00:00:00+00:00,2025-01-20 00:00:00+00:00,-0.9999999999999996,max5
VTHO/USDT,2025-01-21 00:00:00+00:00,2025-01-23 00:00:00+00:00,3.2723252181174014,max5
HBAR/USDT,2025-01-16 00:00:00+00:00,2025-01-27 00:00:00+00:00,-1.0000000000000002,max5
DEXE/USDT,2025-01-27 00:00:00+00:00,2025-01-29 00:00:00+00:00,-0.9999999999999998,max5
BTC/USDT,2025-01-17 00:00:00+00:00,2025-02-02 00:00:00+00:00,-0.9999999999999996,max5
DEXE/USDT,2025-02-03 00:00:00+00:00,2025-02-09 00:00:00+00:00,-1.0,max5
ADA/USDT,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,-1.0000000000000004,max5
HBAR/USDT,2025-03-01 00:00:00+00:00,2025-03-09 00:00:00+00:00,-1.0,max5
ZEC/USDT,2025-04-01 00:00:00+00:00,2025-04-07 00:00:00+00:00,-0.9999999999999994,max5
VTHO/USDT,2025-04-14 00:00:00+00:00,2025-04-16 00:00:00+00:00,-1.0,max5
ARDR/USDT,2025-04-15 00:00:00+00:00,2025-04-17 00:00:00+00:00,2.051395654477521,max5
JST/USDT,2025-04-27 00:00:00+00:00,2025-04-28 00:00:00+00:00,-1.0,max5
HBAR/USDT,2025-04-25 00:00:00+00:00,2025-05-05 00:00:00+00:00,-0.7362772102232428,max5
ADA/USDT,2025-04-24 00:00:00+00:00,2025-05-05 00:00:00+00:00,-0.653999150285848,max5
BTC/USDT,2025-04-22 00:00:00+00:00,2025-05-30 00:00:00+00:00,1.6670640105560888,max5
SOL/USDT,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,-0.5794577799656362,max5
ADA/USDT,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,-0.9999999999999996,max5
ZEC/USDT,2025-05-07 00:00:00+00:00,2025-06-13 00:00:00+00:00,0.8575706524232949,max5
ETH/USDT,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,-1.0000000000000009,max5
ICX/USDT,2025-06-04 00:00:00+00:00,2025-06-14 00:00:00+00:00,-0.8410909379083136,max5
TRX/USDT,2025-04-12 00:00:00+00:00,2025-06-22 00:00:00+00:00,1.0427416028039869,max5
ZEC/USDT,2025-07-08 00:00:00+00:00,2025-07-23 00:00:00+00:00,-0.4430728293882246,max5
HBAR/USDT,2025-07-10 00:00:00+00:00,2025-07-23 00:00:00+00:00,2.728788334110523,max5
TRX/USDT,2025-07-09 00:00:00+00:00,2025-07-30 00:00:00+00:00,2.7904567752133795,max5
BTC/USDT,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.4269017115153876,max5
ETH/USDT,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,2.811452394637409,max5
BTC/USDT,2025-08-13 00:00:00+00:00,2025-08-14 00:00:00+00:00,-1.000000000000001,max5
SOL/USDT,2025-08-13 00:00:00+00:00,2025-08-18 00:00:00+00:00,-1.0,max5
ETC/USDT,2025-08-22 00:00:00+00:00,2025-08-25 00:00:00+00:00,-1.0000000000000004,max5
TRX/USDT,2025-08-12 00:00:00+00:00,2025-08-25 00:00:00+00:00,-0.6663568415253556,max5
ADA/USDT,2025-08-13 00:00:00+00:00,2025-09-01 00:00:00+00:00,-1.0000000000000002,max5
ETH/USDT,2025-08-08 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.5125843507788715,max5
SOL/USDT,2025-08-28 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.2199378638354611,max5
BTC/USDT,2025-09-16 00:00:00+00:00,2025-09-22 00:00:00+00:00,-1.0000000000000009,max5
ZEC/USDT,2025-08-21 00:00:00+00:00,2025-10-03 00:00:00+00:00,14.913459626105844,max5
ETH/USDT,2025-10-06 00:00:00+00:00,2025-10-09 00:00:00+00:00,-1.0000000000000009,max5
AVAX/USDT,2025-09-10 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,max5
BTC/USDT,2025-10-01 00:00:00+00:00,2025-10-10 00:00:00+00:00,-0.9999999999999996,max5
ZEC/USDT,2025-10-08 00:00:00+00:00,2025-11-08 00:00:00+00:00,9.445374764230136,max5
DUSK/USDT,2025-11-07 00:00:00+00:00,2025-11-09 00:00:00+00:00,-1.0000000000000002,max5
NEAR/USDT,2025-11-07 00:00:00+00:00,2025-11-14 00:00:00+00:00,-1.0000000000000004,max5
JST/USDT,2025-10-27 00:00:00+00:00,2025-12-03 00:00:00+00:00,3.7007780382501134,max5
JST/USDT,2025-12-31 00:00:00+00:00,2026-01-01 00:00:00+00:00,-0.9999999999999988,max5
ZEC/USDT,2025-12-27 00:00:00+00:00,2026-01-07 00:00:00+00:00,-0.5072585778995397,max5
JST/USDT,2026-01-07 00:00:00+00:00,2026-01-11 00:00:00+00:00,-0.9999999999999996,max5
DUSK/USDT,2026-01-12 00:00:00+00:00,2026-01-13 00:00:00+00:00,-1.0,max5
TRX/USDT,2026-01-03 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.1585495641928364,max5
DUSK/USDT,2026-01-16 00:00:00+00:00,2026-01-20 00:00:00+00:00,10.97741493518854,max5
JST/USDT,2026-01-21 00:00:00+00:00,2026-01-27 00:00:00+00:00,-1.0000000000000002,max5
DEXE/USDT,2026-03-17 00:00:00+00:00,2026-04-08 00:00:00+00:00,1.9683588852827996,max5
JST/USDT,2026-02-23 00:00:00+00:00,2026-04-13 00:00:00+00:00,7.031900308988939,max5
ZEC/USDT,2026-04-07 00:00:00+00:00,2026-04-19 00:00:00+00:00,-0.4803618572147684,max5
DEXE/USDT,2026-04-10 00:00:00+00:00,2026-04-21 00:00:00+00:00,2.177983584321475,max5
DUSK/USDT,2026-03-23 00:00:00+00:00,2026-04-23 00:00:00+00:00,1.4719048954184717,max5
TRX/USDT,2026-03-13 00:00:00+00:00,2026-04-24 00:00:00+00:00,2.916042602579303,max5
ZEC/USDT,2026-05-03 00:00:00+00:00,2026-05-16 00:00:00+00:00,1.754933991127229,max5
ZEC/USDT,2026-05-20 00:00:00+00:00,2026-05-23 00:00:00+00:00,-1.0,max5
JST/USDT,2026-04-29 00:00:00+00:00,2026-05-28 00:00:00+00:00,0.683543947748963,max5
TRX/USDT,2026-05-03 00:00:00+00:00,2026-05-28 00:00:00+00:00,2.2972285060705024,max5
NEAR/USDT,2026-05-20 00:00:00+00:00,2026-05-28 00:00:00+00:00,3.672435474872095,max5
DEXE/USDT,2026-05-24 00:00:00+00:00,2026-05-28 00:00:00+00:00,0.8860584840086603,max5
ETH/USDT,2020-12-16 00:00:00+00:00,2020-12-23 00:00:00+00:00,-0.9999999999999998,max8
FET/USDT,2020-12-18 00:00:00+00:00,2020-12-23 00:00:00+00:00,-1.0,max8
BTC/USDT,2020-12-16 00:00:00+00:00,2021-01-04 00:00:00+00:00,4.897129729821177,max8
ADA/USDT,2020-12-29 00:00:00+00:00,2021-01-08 00:00:00+00:00,2.181556289065685,max8
HBAR/USDT,2021-01-08 00:00:00+00:00,2021-01-09 00:00:00+00:00,-0.9999999999999998,max8
ETH/USDT,2020-12-27 00:00:00+00:00,2021-01-11 00:00:00+00:00,4.094389313934422,max8
CELR/USDT,2021-01-06 00:00:00+00:00,2021-01-11 00:00:00+00:00,-0.9999999999999996,max8
FET/USDT,2021-01-06 00:00:00+00:00,2021-01-11 00:00:00+00:00,-1.0000000000000002,max8
ADA/USDT,2021-01-17 00:00:00+00:00,2021-01-22 00:00:00+00:00,-1.0000000000000002,max8
ZRX/USDT,2021-01-05 00:00:00+00:00,2021-02-06 00:00:00+00:00,14.70732605301142,max8
FET/USDT,2021-01-15 00:00:00+00:00,2021-02-15 00:00:00+00:00,4.862892717941311,max8
IOST/USDT,2021-01-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,3.833981022116877,max8
ZEC/USDT,2021-01-09 00:00:00+00:00,2021-02-15 00:00:00+00:00,4.918056838030156,max8
VET/USDT,2020-12-28 00:00:00+00:00,2021-02-15 00:00:00+00:00,6.350154971028294,max8
ICX/USDT,2020-12-29 00:00:00+00:00,2021-02-15 00:00:00+00:00,8.383224459234945,max8
ETC/USDT,2021-01-04 00:00:00+00:00,2021-02-15 00:00:00+00:00,7.198402357297277,max8
FET/USDT,2021-02-18 00:00:00+00:00,2021-02-22 00:00:00+00:00,-1.0,max8
ADA/USDT,2021-02-20 00:00:00+00:00,2021-02-22 00:00:00+00:00,-1.0000000000000002,max8
SC/USDT,2021-01-28 00:00:00+00:00,2021-02-23 00:00:00+00:00,3.72647271094868,max8
ICX/USDT,2021-02-15 00:00:00+00:00,2021-02-23 00:00:00+00:00,-1.0000000000000002,max8
DUSK/USDT,2021-02-16 00:00:00+00:00,2021-02-23 00:00:00+00:00,-1.0000000000000002,max8
IOST/USDT,2021-02-17 00:00:00+00:00,2021-02-28 00:00:00+00:00,-1.0000000000000004,max8
ADA/USDT,2021-02-26 00:00:00+00:00,2021-03-12 00:00:00+00:00,-0.7650518015626002,max8
HBAR/USDT,2021-03-09 00:00:00+00:00,2021-03-16 00:00:00+00:00,3.0189893801902348,max8
SC/USDT,2021-03-14 00:00:00+00:00,2021-03-22 00:00:00+00:00,2.866510814204746,max8
CELR/USDT,2021-03-05 00:00:00+00:00,2021-03-23 00:00:00+00:00,4.594024307006151,max8
BTC/USDT,2021-02-06 00:00:00+00:00,2021-03-24 00:00:00+00:00,2.173241355050913,max8
MTL/USDT,2021-03-29 00:00:00+00:00,2021-03-30 00:00:00+00:00,-1.0000000000000004,max8
JST/USDT,2021-03-14 00:00:00+00:00,2021-04-06 00:00:00+00:00,5.401572082563433,max8
TRX/USDT,2021-03-17 00:00:00+00:00,2021-04-06 00:00:00+00:00,7.257429891834403,max8
FET/USDT,2021-03-03 00:00:00+00:00,2021-04-07 00:00:00+00:00,2.085422835926284,max8
DUSK/USDT,2021-03-08 00:00:00+00:00,2021-04-12 00:00:00+00:00,0.5523971261550623,max8
AVAX/USDT,2021-04-14 00:00:00+00:00,2021-04-18 00:00:00+00:00,-1.0,max8
ADA/USDT,2021-04-13 00:00:00+00:00,2021-04-18 00:00:00+00:00,-1.0000000000000002,max8
BTC/USDT,2021-04-13 00:00:00+00:00,2021-04-18 00:00:00+00:00,-0.9999999999999996,max8
VET/USDT,2021-03-08 00:00:00+00:00,2021-04-18 00:00:00+00:00,10.121239802986068,max8
ZRX/USDT,2021-03-30 00:00:00+00:00,2021-04-18 00:00:00+00:00,-1.0000000000000002,max8
IOST/USDT,2021-04-13 00:00:00+00:00,2021-04-22 00:00:00+00:00,-1.0000000000000002,max8
ICX/USDT,2021-03-27 00:00:00+00:00,2021-04-23 00:00:00+00:00,-1.0,max8
ETC/USDT,2021-05-03 00:00:00+00:00,2021-05-07 00:00:00+00:00,8.891685120821293,max8
QTUM/USDT,2021-05-06 00:00:00+00:00,2021-05-12 00:00:00+00:00,-0.9999999999999998,max8
ZEC/USDT,2021-05-06 00:00:00+00:00,2021-05-13 00:00:00+00:00,-1.0000000000000002,max8
AVAX/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,-1.0000000000000002,max8
SOL/USDT,2021-03-28 00:00:00+00:00,2021-05-19 00:00:00+00:00,6.631600788419847,max8
ADA/USDT,2021-05-06 00:00:00+00:00,2021-05-19 00:00:00+00:00,-1.0,max8
MTL/USDT,2021-07-12 00:00:00+00:00,2021-07-14 00:00:00+00:00,-0.9999999999999998,max8
ARDR/USDT,2021-07-31 00:00:00+00:00,2021-08-01 00:00:00+00:00,-1.0000000000000004,max8
BTC/USDT,2021-07-30 00:00:00+00:00,2021-08-03 00:00:00+00:00,-0.9999999999999996,max8
QTUM/USDT,2021-08-06 00:00:00+00:00,2021-08-27 00:00:00+00:00,1.9485713491280932,max8
MTL/USDT,2021-07-31 00:00:00+00:00,2021-09-03 00:00:00+00:00,4.663283272907137,max8
ARDR/USDT,2021-09-03 00:00:00+00:00,2021-09-06 00:00:00+00:00,4.543246800182237,max8
JST/USDT,2021-09-02 00:00:00+00:00,2021-09-07 00:00:00+00:00,-1.0,max8
ADA/USDT,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,6.61869252218935,max8
TRX/USDT,2021-08-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,2.8637374974942453,max8
ETH/USDT,2021-07-30 00:00:00+00:00,2021-09-07 00:00:00+00:00,3.188723634280697,max8
NEAR/USDT,2021-09-07 00:00:00+00:00,2021-09-08 00:00:00+00:00,-1.0000000000000004,max8
FET/USDT,2021-07-25 00:00:00+00:00,2021-09-09 00:00:00+00:00,7.196514528209004,max8
NEAR/USDT,2021-09-08 00:00:00+00:00,2021-09-10 00:00:00+00:00,-1.0,max8
SOL/USDT,2021-07-31 00:00:00+00:00,2021-09-13 00:00:00+00:00,19.484953041254595,max8
IOST/USDT,2021-09-08 00:00:00+00:00,2021-09-13 00:00:00+00:00,-1.0,max8
HBAR/USDT,2021-07-30 00:00:00+00:00,2021-09-18 00:00:00+00:00,5.6589028908556775,max8
JST/USDT,2021-09-16 00:00:00+00:00,2021-09-20 00:00:00+00:00,-1.0000000000000002,max8
TRX/USDT,2021-09-12 00:00:00+00:00,2021-09-20 00:00:00+00:00,-0.9999999999999998,max8
AVAX/USDT,2021-09-16 00:00:00+00:00,2021-10-06 00:00:00+00:00,-0.464859735130692,max8
CELR/USDT,2021-09-23 00:00:00+00:00,2021-10-06 00:00:00+00:00,-0.2388677123397774,max8
VTHO/USDT,2021-10-05 00:00:00+00:00,2021-10-12 00:00:00+00:00,-1.0,max8
JST/USDT,2021-10-09 00:00:00+00:00,2021-10-12 00:00:00+00:00,-0.9999999999999998,max8
QTUM/USDT,2021-10-02 00:00:00+00:00,2021-10-27 00:00:00+00:00,-0.9999999999999998,max8
BTC/USDT,2021-10-05 00:00:00+00:00,2021-10-27 00:00:00+00:00,1.3451952716084357,max8
AVAX/USDT,2021-10-25 00:00:00+00:00,2021-10-27 00:00:00+00:00,-1.0,max8
VET/USDT,2021-10-09 00:00:00+00:00,2021-11-16 00:00:00+00:00,1.2800305698336896,max8
ETH/USDT,2021-10-14 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.963698910528862,max8
ZEC/USDT,2021-10-17 00:00:00+00:00,2021-11-16 00:00:00+00:00,2.0818759200766364,max8
NEAR/USDT,2021-10-21 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.1262452723261582,max8
ZRX/USDT,2021-10-30 00:00:00+00:00,2021-11-16 00:00:00+00:00,-0.222898294643098,max8
QTUM/USDT,2021-10-31 00:00:00+00:00,2021-11-16 00:00:00+00:00,-0.3195207356000216,max8
SOL/USDT,2021-10-21 00:00:00+00:00,2021-11-18 00:00:00+00:00,0.1590319725705694,max8
HBAR/USDT,2021-10-30 00:00:00+00:00,2021-11-18 00:00:00+00:00,-1.0,max8
CELR/USDT,2021-11-21 00:00:00+00:00,2021-11-26 00:00:00+00:00,-0.9999999999999998,max8
SC/USDT,2021-11-26 00:00:00+00:00,2021-11-28 00:00:00+00:00,-0.9999999999999998,max8
ZEC/USDT,2021-11-21 00:00:00+00:00,2021-12-04 00:00:00+00:00,-1.0000000000000004,max8
NEAR/USDT,2021-12-11 00:00:00+00:00,2021-12-13 00:00:00+00:00,-1.0000000000000004,max8
ICX/USDT,2021-12-28 00:00:00+00:00,2021-12-29 00:00:00+00:00,-1.0000000000000004,max8
DUSK/USDT,2021-12-13 00:00:00+00:00,2022-01-05 00:00:00+00:00,2.0074125899737343,max8
CELR/USDT,2022-01-15 00:00:00+00:00,2022-01-18 00:00:00+00:00,-1.0000000000000002,max8
NEAR/USDT,2022-01-11 00:00:00+00:00,2022-01-21 00:00:00+00:00,-1.0,max8
JST/USDT,2022-03-26 00:00:00+00:00,2022-04-01 00:00:00+00:00,4.897629386897432,max8
IOST/USDT,2022-03-26 00:00:00+00:00,2022-04-01 00:00:00+00:00,3.001005036285725,max8
ZEC/USDT,2022-03-08 00:00:00+00:00,2022-04-06 00:00:00+00:00,1.025675623285616,max8
ETC/USDT,2022-03-20 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.0585307424124955,max8
BTC/USDT,2022-03-27 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.9839294528459828,max8
ARDR/USDT,2022-03-27 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.903624673066283,max8
SC/USDT,2022-04-01 00:00:00+00:00,2022-04-06 00:00:00+00:00,-1.0,max8
ZRX/USDT,2022-04-03 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.9999999999999996,max8
ETH/USDT,2022-03-27 00:00:00+00:00,2022-04-11 00:00:00+00:00,-1.0000000000000009,max8
MTL/USDT,2022-04-12 00:00:00+00:00,2022-04-15 00:00:00+00:00,-0.9999999999999996,max8
ZRX/USDT,2022-04-20 00:00:00+00:00,2022-04-21 00:00:00+00:00,-0.9999999999999998,max8
NEAR/USDT,2022-03-23 00:00:00+00:00,2022-04-25 00:00:00+00:00,0.9763852242795618,max8
