trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
461,507.6018576929618,1.1010886284012187,0.4121475054229935,3.071924268807167,-22.48269734390226,3.2263833406845537,7.327515969306628,0,,24
442,463.95979372622514,1.0496827912358035,0.41402714932126694,2.9889028773553554,-20.63201055294485,3.0806081768937283,7.163623428929917,1,FET/USDT,23
399,395.6482914144291,0.9915997278557119,0.41353383458646614,2.851947309967799,-21.631086212578907,2.910793386419786,6.804738922104335,3,"FET/USDT,SOL/USDT,ZEC/USDT",21
367,342.52345303142926,0.93330641152978,0.4196185286103542,2.7642131145993716,-18.816035666707876,2.742115496940187,6.5203594556878945,5,"FET/USDT,SOL/USDT,ZEC/USDT,VET/USDT,ZRX/USDT",19
