exit_time,equity,peak_equity,dd_pct
2020-12-23 00:00:00+00:00,9950.0,10000.0,-0.5
2020-12-23 00:00:00+00:00,9900.0,10000.0,-1.0
2021-01-11 00:00:00+00:00,9850.5,10000.0,-1.4949999999999999
2021-01-22 00:00:00+00:00,10073.571195887347,10073.571195887347,0.0
2021-02-22 00:00:00+00:00,10295.093357970054,10295.093357970054,0.0
2021-02-23 00:00:00+00:00,10703.48861102058,10703.48861102058,0.0
2021-02-28 00:00:00+00:00,11197.56361786752,11197.56361786752,0.0
2021-04-16 00:00:00+00:00,11367.749425630876,11367.749425630876,0.0
2021-04-20 00:00:00+00:00,12151.756187499457,12151.756187499457,0.0
2021-04-22 00:00:00+00:00,13405.34839941438,13405.34839941438,0.0
2021-04-22 00:00:00+00:00,13559.79669510918,13559.79669510918,0.0
2021-04-23 00:00:00+00:00,15417.747021838273,15417.747021838273,0.0
2021-04-23 00:00:00+00:00,16180.605208545643,16180.605208545643,0.0
2021-04-23 00:00:00+00:00,17444.88963942308,17444.88963942308,0.0
2021-04-23 00:00:00+00:00,17564.086614326472,17564.086614326472,0.0
2021-05-07 00:00:00+00:00,18083.05504293346,18083.05504293346,0.0
2021-05-12 00:00:00+00:00,17995.23460986183,18083.05504293346,-0.48565042169658856
2021-05-19 00:00:00+00:00,17907.414176790197,18083.05504293346,-0.9713008433931771
2021-05-19 00:00:00+00:00,17819.593743718564,18083.05504293346,-1.4569512650897656
2021-07-14 00:00:00+00:00,17730.49577499997,18083.05504293346,-1.9496665087643212
2021-08-01 00:00:00+00:00,17641.84329612497,18083.05504293346,-2.439918176220497
2021-08-03 00:00:00+00:00,17553.19081724997,18083.05504293346,-2.9301698436766723
2021-09-07 00:00:00+00:00,17783.56667384774,18083.05504293346,-1.6561823672751317
2021-09-07 00:00:00+00:00,18156.142887350252,18156.142887350252,0.0
2021-09-20 00:00:00+00:00,18513.46871231231,18513.46871231231,0.0
2021-09-20 00:00:00+00:00,18661.849336452426,18661.849336452426,0.0
2021-09-20 00:00:00+00:00,18665.186663308985,18665.186663308985,0.0
2021-09-20 00:00:00+00:00,18574.405948872234,18665.186663308985,-0.48636381770133885
2021-09-21 00:00:00+00:00,18804.617192651112,18804.617192651112,0.0
2021-10-06 00:00:00+00:00,18762.41689378307,18804.617192651112,-0.2244145596568448
2021-10-12 00:00:00+00:00,20257.777042233425,20257.777042233425,0.0
2021-10-12 00:00:00+00:00,20163.75395627017,20257.777042233425,-0.4641332845515796
2021-10-12 00:00:00+00:00,20069.941871801257,20257.777042233425,-0.9272249864364172
2021-10-27 00:00:00+00:00,20400.7303008975,20400.7303008975,0.0
2021-10-27 00:00:00+00:00,20306.707214934246,20400.7303008975,-0.4608809811044726
2021-10-27 00:00:00+00:00,20433.18662559405,20433.18662559405,0.0
2021-11-16 00:00:00+00:00,20553.268961534082,20553.268961534082,0.0
2021-11-16 00:00:00+00:00,20649.975867115245,20649.975867115245,0.0
2021-11-16 00:00:00+00:00,20662.644543501123,20662.644543501123,0.0
2021-11-16 00:00:00+00:00,20639.871931236277,20662.644543501123,-0.11021150858450028
2021-11-16 00:00:00+00:00,20572.96761064931,20662.644543501123,-0.43400510841202317
2021-11-18 00:00:00+00:00,20636.89371159446,20662.644543501123,-0.12462505393464336
2021-11-18 00:00:00+00:00,20652.852523820708,20662.644543501123,-0.04738996336988755
2021-11-18 00:00:00+00:00,20550.686590692738,20662.644543501123,-0.5418374815124929
2021-11-26 00:00:00+00:00,20447.933157739273,20662.644543501123,-1.0391282941049351
