symbol,entry_time,exit_time,net_r,risk_pct,risk_amount,pnl_usdt,equity,peak_equity,dd_pct
MTL/USDT,2021-07-31 00:00:00+00:00,2021-09-07 00:00:00+00:00,2.598639761924757,0.005,88.65247887499986,230.37585659776917,17783.56667384774,18083.05504293346,-1.6561823672751317
ADA/USDT,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,4.245110958816328,0.005,87.76595408624986,372.57621350251,18156.142887350252,18156.142887350252,0.0
FET/USDT,2021-07-25 00:00:00+00:00,2021-09-20 00:00:00+00:00,4.030635459905082,0.005,88.65247887499986,357.32582496206066,18513.46871231231,18513.46871231231,0.0
ETH/USDT,2021-07-30 00:00:00+00:00,2021-09-20 00:00:00+00:00,1.6737335043877533,0.005,88.65247887499986,148.38062414011478,18661.849336452426,18661.849336452426,0.0
BTC/USDT,2021-08-06 00:00:00+00:00,2021-09-20 00:00:00+00:00,0.0380253013974039,0.005,87.76595408624986,3.3373268565603635,18665.186663308985,18665.186663308985,0.0
JST/USDT,2021-09-16 00:00:00+00:00,2021-09-20 00:00:00+00:00,-1.0000000000000002,0.005,90.78071443675127,-90.78071443675128,18574.405948872234,18665.186663308985,-0.48636381770133885
HBAR/USDT,2021-07-30 00:00:00+00:00,2021-09-21 00:00:00+00:00,2.5967829292565856,0.005,88.65247887499986,230.21124377887972,18804.617192651112,18804.617192651112,0.0
AVAX/USDT,2021-09-16 00:00:00+00:00,2021-10-06 00:00:00+00:00,-0.464859735130692,0.005,90.78071443675127,-42.200298868043184,18762.41689378307,18804.617192651112,-0.2244145596568448
SOL/USDT,2021-07-31 00:00:00+00:00,2021-10-12 00:00:00+00:00,16.867663120382847,0.005,88.65247887499986,1495.3601484503545,20257.777042233425,20257.777042233425,0.0
VTHO/USDT,2021-10-05 00:00:00+00:00,2021-10-12 00:00:00+00:00,-1.0,0.005,94.02308596325557,-94.02308596325557,20163.75395627017,20257.777042233425,-0.4641332845515796
JST/USDT,2021-10-09 00:00:00+00:00,2021-10-12 00:00:00+00:00,-0.9999999999999998,0.005,93.81208446891534,-93.81208446891533,20069.941871801257,20257.777042233425,-0.9272249864364172
TRX/USDT,2021-08-05 00:00:00+00:00,2021-10-27 00:00:00+00:00,3.768983457653391,0.005,87.76595408624986,330.7884290962428,20400.7303008975,20400.7303008975,0.0
QTUM/USDT,2021-10-02 00:00:00+00:00,2021-10-27 00:00:00+00:00,-0.9999999999999998,0.005,94.02308596325557,-94.02308596325555,20306.707214934246,20400.7303008975,-0.4608809811044726
BTC/USDT,2021-10-05 00:00:00+00:00,2021-10-27 00:00:00+00:00,1.3451952716084357,0.005,94.02308596325557,126.47941065980487,20433.18662559405,20433.18662559405,0.0
VET/USDT,2021-10-09 00:00:00+00:00,2021-11-16 00:00:00+00:00,1.2800305698336896,0.005,93.81208446891534,120.08233594003192,20553.268961534082,20553.268961534082,0.0
ETH/USDT,2021-10-14 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.963698910528862,0.005,100.34970935900628,96.7069055811623,20649.975867115245,20649.975867115245,0.0
NEAR/USDT,2021-10-21 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.1262452723261582,0.005,100.34970935900628,12.668676385878575,20662.644543501123,20662.644543501123,0.0
ZRX/USDT,2021-10-30 00:00:00+00:00,2021-11-16 00:00:00+00:00,-0.222898294643098,0.005,102.16593312797026,-22.77261226484536,20639.871931236277,20662.644543501123,-0.11021150858450028
SC/USDT,2021-10-31 00:00:00+00:00,2021-11-16 00:00:00+00:00,-0.6548593894127679,0.005,102.16593312797026,-66.90432058696828,20572.96761064931,20662.644543501123,-0.43400510841202317
ZEC/USDT,2021-10-17 00:00:00+00:00,2021-11-18 00:00:00+00:00,0.6370332445752463,0.005,100.34970935900628,63.926100945150736,20636.89371159446,20662.644543501123,-0.12462505393464336
SOL/USDT,2021-10-21 00:00:00+00:00,2021-11-18 00:00:00+00:00,0.1590319725705694,0.005,100.34970935900628,15.958812226246097,20652.852523820708,20662.644543501123,-0.04738996336988755
HBAR/USDT,2021-10-30 00:00:00+00:00,2021-11-18 00:00:00+00:00,-1.0,0.005,102.16593312797026,-102.16593312797026,20550.686590692738,20662.644543501123,-0.5418374815124929
CELR/USDT,2021-11-21 00:00:00+00:00,2021-11-26 00:00:00+00:00,-0.9999999999999998,0.005,102.75343295346369,-102.75343295346366,20447.933157739273,20662.644543501123,-1.0391282941049351
SC/USDT,2021-11-26 00:00:00+00:00,2021-11-28 00:00:00+00:00,-0.9999999999999998,0.005,102.23966578869637,-102.23966578869634,20345.693491950577,20662.644543501123,-1.5339326526344115
ZEC/USDT,2021-11-21 00:00:00+00:00,2021-12-04 00:00:00+00:00,-1.0000000000000004,0.005,102.75343295346369,-102.75343295346373,20242.940058997112,20662.644543501123,-2.0312234652268537
NEAR/USDT,2021-12-11 00:00:00+00:00,2021-12-13 00:00:00+00:00,-1.0000000000000004,0.005,101.21470029498556,-101.2147002949856,20141.725358702126,20662.644543501123,-2.521067347900721
ICX/USDT,2021-12-28 00:00:00+00:00,2021-12-29 00:00:00+00:00,-1.0000000000000004,0.005,100.70862679351063,-100.70862679351067,20041.016731908614,20662.644543501123,-3.008462011161224
DUSK/USDT,2021-12-13 00:00:00+00:00,2022-01-08 00:00:00+00:00,1.028531812515623,0.005,100.70862679351063,103.58202645188894,20144.598758360502,20662.644543501123,-2.5071610947474685
CELR/USDT,2022-01-15 00:00:00+00:00,2022-01-18 00:00:00+00:00,-1.0000000000000002,0.005,100.72299379180251,-100.72299379180254,20043.8757645687,20662.644543501123,-2.994625289273728
NEAR/USDT,2022-01-11 00:00:00+00:00,2022-01-21 00:00:00+00:00,-1.0,0.005,100.72299379180251,-100.72299379180251,19943.1527707769,20662.644543501123,-3.4820894837999874
JST/USDT,2022-03-26 00:00:00+00:00,2022-04-03 00:00:00+00:00,2.524699997390103,0.005,99.7157638538845,251.7523887416543,20194.905159518552,20662.644543501123,-2.2636956416582485
ZEC/USDT,2022-03-08 00:00:00+00:00,2022-04-06 00:00:00+00:00,1.025675623285616,0.005,99.7157638538845,102.27602824223428,20297.181187760787,20662.644543501123,-1.768715301523601
ETC/USDT,2022-03-20 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.0585307424124955,0.005,99.7157638538845,5.836437688596943,20303.017625449385,20662.644543501123,-1.7404689767305144
IOST/USDT,2022-03-26 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.323674769170202,0.005,99.7157638538845,32.27547684803643,20335.293102297423,20662.644543501123,-1.5842669146949044
ARDR/USDT,2022-03-27 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.903624673066283,0.005,99.7157638538845,-90.10562451202107,20245.187477785403,20662.644543501123,-2.0203467413711085
BTC/USDT,2022-03-27 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.9839294528459828,0.005,99.7157638538845,-98.1132769688718,20147.074200816533,20662.644543501123,-2.495180815791312
ZRX/USDT,2022-04-03 00:00:00+00:00,2022-04-06 00:00:00+00:00,-0.9999999999999996,0.005,100.97452579759276,-100.97452579759272,20046.09967501894,20662.644543501123,-2.9838623375830164
ETH/USDT,2022-03-27 00:00:00+00:00,2022-04-11 00:00:00+00:00,-1.0000000000000009,0.005,99.7157638538845,-99.71576385388458,19946.383911165056,20662.644543501123,-3.466451890164018
MTL/USDT,2022-04-12 00:00:00+00:00,2022-04-15 00:00:00+00:00,-0.9999999999999996,0.005,99.73191955582529,-99.73191955582524,19846.65199160923,20662.644543501123,-3.949119630713204
ZRX/USDT,2022-04-20 00:00:00+00:00,2022-04-21 00:00:00+00:00,-0.9999999999999998,0.005,99.23325995804615,-99.23325995804612,19747.41873165118,20662.644543501123,-4.429374032559646
NEAR/USDT,2022-03-23 00:00:00+00:00,2022-04-25 00:00:00+00:00,0.9763852242795618,0.005,99.7157638538845,97.36099845468283,19844.779730105864,20662.644543501123,-3.9581807240278764
MTL/USDT,2022-04-18 00:00:00+00:00,2022-04-30 00:00:00+00:00,-1.0000000000000002,0.005,99.23325995804615,-99.23325995804618,19745.546470147816,20662.644543501123,-4.438435125874318
TRX/USDT,2022-05-04 00:00:00+00:00,2022-05-05 00:00:00+00:00,-1.0,0.005,98.72773235073907,-98.72773235073907,19646.818737797075,20662.644543501123,-4.916242950244953
ETC/USDT,2022-07-27 00:00:00+00:00,2022-08-19 00:00:00+00:00,0.0,0.005,98.23409368898538,0.0,19646.818737797075,20662.644543501123,-4.916242950244953
HBAR/USDT,2023-01-20 00:00:00+00:00,2023-01-24 00:00:00+00:00,-0.9999999999999992,0.005,98.23409368898538,-98.23409368898531,19548.58464410809,20662.644543501123,-5.391661735493727
CELR/USDT,2023-01-23 00:00:00+00:00,2023-01-25 00:00:00+00:00,-1.0,0.005,98.23409368898538,-98.23409368898538,19450.350550419105,20662.644543501123,-5.8670805207425
BTC/USDT,2023-01-20 00:00:00+00:00,2023-02-09 00:00:00+00:00,-0.7184664220388493,0.005,98.23409368898538,-70.57789781495443,19379.77265260415,20662.644543501123,-6.208652954350241
AVAX/USDT,2023-01-27 00:00:00+00:00,2023-02-09 00:00:00+00:00,-1.0,0.005,97.25175275209553,-97.25175275209553,19282.520899852057,20662.644543501123,-6.679317551746521
CELR/USDT,2023-01-29 00:00:00+00:00,2023-02-09 00:00:00+00:00,-1.0000000000000004,0.005,97.25175275209553,-97.25175275209557,19185.269147099963,20662.644543501123,-7.149982149142802
ETH/USDT,2023-01-14 00:00:00+00:00,2023-02-10 00:00:00+00:00,-0.4256865432932034,0.005,98.23409368898538,-41.81693177600487,19143.45221532396,20662.644543501123,-7.352361528452002
MTL/USDT,2023-02-04 00:00:00+00:00,2023-02-21 00:00:00+00:00,2.7520760863948155,0.005,97.25175275209553,267.6442231090233,19411.09643843298,20662.644543501123,-6.05705674524504
HBAR/USDT,2023-02-11 00:00:00+00:00,2023-02-24 00:00:00+00:00,-1.0000000000000002,0.005,95.7172610766198,-95.71726107661982,19315.37917735636,20662.644543501123,-6.5202949376027854
BTC/USDT,2023-02-15 00:00:00+00:00,2023-02-24 00:00:00+00:00,-1.0000000000000002,0.005,95.7172610766198,-95.71726107661982,19219.66191627974,20662.644543501123,-6.9835331299605325
ARDR/USDT,2023-02-24 00:00:00+00:00,2023-03-02 00:00:00+00:00,-1.0,0.005,96.0983095813987,-96.0983095813987,19123.563606698342,20662.644543501123,-7.448615464310722
CELR/USDT,2023-02-11 00:00:00+00:00,2023-03-03 00:00:00+00:00,-0.7036472948070712,0.005,95.7172610766198,-67.3511918229057,19056.212414875437,20662.644543501123,-7.774571765214561
VTHO/USDT,2023-02-16 00:00:00+00:00,2023-03-03 00:00:00+00:00,-1.0000000000000002,0.005,95.7172610766198,-95.71726107661982,18960.495153798816,20662.644543501123,-8.237809957572308
ZRX/USDT,2023-03-01 00:00:00+00:00,2023-03-03 00:00:00+00:00,-0.9999999999999996,0.005,96.0983095813987,-96.09830958139865,18864.39684421742,20662.644543501123,-8.702892291922497
DUSK/USDT,2023-01-24 00:00:00+00:00,2023-03-06 00:00:00+00:00,3.126312146280509,0.005,97.74292322054045,305.5748880773388,19169.971732294758,20662.644543501123,-7.224016306643792
FET/USDT,2023-01-06 00:00:00+00:00,2023-03-08 00:00:00+00:00,12.465328547250776,0.005,98.23409368898538,1224.5202523746168,20394.491984669374,20662.644543501123,-1.2977649509829525
TRX/USDT,2023-01-14 00:00:00+00:00,2023-03-08 00:00:00+00:00,0.9217690828067872,0.005,98.23409368898538,90.54915044005206,20485.041135109426,20662.644543501123,-0.85953861335507
QTUM/USDT,2023-03-19 00:00:00+00:00,2023-03-22 00:00:00+00:00,-1.0000000000000004,0.005,102.42520567554713,-102.42520567554718,20382.61592943388,20662.644543501123,-1.3552409202882927
CELR/USDT,2023-03-21 00:00:00+00:00,2023-04-02 00:00:00+00:00,-0.5246346531561615,0.005,102.42520567554713,-53.735812254039175,20328.88011717984,20662.644543501123,-1.6153035281549135
HBAR/USDT,2023-03-31 00:00:00+00:00,2023-04-12 00:00:00+00:00,-1.0000000000000004,0.005,101.9130796471694,-101.91307964716944,20226.96703753267,20662.644543501123,-2.1085273235534703
MTL/USDT,2023-04-01 00:00:00+00:00,2023-04-19 00:00:00+00:00,-0.5915386273209048,0.005,101.9130796471694,-60.285523240532626,20166.68151429214,20662.644543501123,-2.400288250445532
ARDR/USDT,2023-04-05 00:00:00+00:00,2023-04-19 00:00:00+00:00,-0.7605221719697659,0.005,101.6444005858992,-77.30282030215301,20089.378693989987,20662.644543501123,-2.774406965692302
VET/USDT,2023-04-14 00:00:00+00:00,2023-04-19 00:00:00+00:00,-1.0000000000000004,0.005,101.13483518766336,-101.1348351876634,19988.243858802325,20662.644543501123,-3.2638643290745293
ZRX/USDT,2023-03-31 00:00:00+00:00,2023-04-20 00:00:00+00:00,-0.8244944014401782,0.005,101.9130796471694,-84.02676360261813,19904.217095199707,20662.644543501123,-3.670524587037717
BTC/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,1.2255207010656153,0.005,102.42520567554713,125.52420986628636,20029.741305065992,20662.644543501123,-3.0630311483250723
ETH/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,0.9742065498142812,0.005,102.42520567554713,99.78330623519291,20129.524611301185,20662.644543501123,-2.5801147141526757
ADA/USDT,2023-03-31 00:00:00+00:00,2023-04-21 00:00:00+00:00,-0.3633848385110363,0.005,101.9130796471694,-37.033667989749034,20092.490943311437,20662.644543501123,-2.7593447633933774
ICX/USDT,2023-04-01 00:00:00+00:00,2023-05-08 00:00:00+00:00,-1.0,0.005,101.9130796471694,-101.9130796471694,19990.577863664268,20662.644543501123,-3.252568558791934
JST/USDT,2023-06-03 00:00:00+00:00,2023-06-04 00:00:00+00:00,-0.9999999999999992,0.005,99.95288931832134,-99.95288931832127,19890.62497434595,20662.644543501123,-3.7363057159979665
ETH/USDT,2023-05-28 00:00:00+00:00,2023-06-05 00:00:00+00:00,-1.0,0.005,99.95288931832134,-99.95288931832134,19790.67208502763,20662.644543501123,-4.220042873203999
MTL/USDT,2023-06-04 00:00:00+00:00,2023-06-08 00:00:00+00:00,3.670766170870799,0.005,99.45312487172974,365.0691663665348,20155.741251394164,20662.644543501123,-2.4532353109001823
TRX/USDT,2023-04-29 00:00:00+00:00,2023-06-09 00:00:00+00:00,1.1106761258048057,0.005,100.46245471655719,111.58124999342647,20267.32250138759,20662.644543501123,-1.9132209397556117
ETC/USDT,2023-06-30 00:00:00+00:00,2023-07-05 00:00:00+00:00,-1.0000000000000009,0.005,101.33661250693795,-101.33661250693804,20165.985888880652,20662.644543501123,-2.4036548350568285
QTUM/USDT,2023-07-01 00:00:00+00:00,2023-07-05 00:00:00+00:00,-0.9999999999999996,0.005,101.33661250693795,-101.33661250693791,20064.649276373715,20662.644543501123,-2.894088730358046
ETH/USDT,2023-07-13 00:00:00+00:00,2023-07-17 00:00:00+00:00,-0.9999999999999992,0.005,100.32324638186857,-100.3232463818685,19964.326029991847,20662.644543501123,-3.3796182867062514
BTC/USDT,2023-06-20 00:00:00+00:00,2023-07-24 00:00:00+00:00,0.4999096084714253,0.005,101.33661250693795,50.65914628216389,20014.98517627401,20662.644543501123,-3.1344456701251038
SOL/USDT,2023-07-13 00:00:00+00:00,2023-07-24 00:00:00+00:00,-1.0,0.005,100.32324638186857,-100.32324638186857,19914.661929892143,20662.644543501123,-3.619975226473309
TRX/USDT,2023-06-30 00:00:00+00:00,2023-07-31 00:00:00+00:00,0.3607995765089216,0.005,101.33661250693795,36.5622068773519,19951.224136769495,20662.644543501123,-3.443026884743008
HBAR/USDT,2023-08-08 00:00:00+00:00,2023-08-11 00:00:00+00:00,-1.0,0.005,99.75612068384748,-99.75612068384748,19851.468016085648,20662.644543501123,-3.9258117503192915
SC/USDT,2023-07-29 00:00:00+00:00,2023-08-15 00:00:00+00:00,-0.9999999999999996,0.005,99.57330964946073,-99.57330964946068,19751.894706436186,20662.644543501123,-4.4077118741869326
HBAR/USDT,2023-08-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,-0.9999999999999996,0.005,99.25734008042824,-99.2573400804282,19652.637366355757,20662.644543501123,-4.888082815435338
FET/USDT,2023-09-03 00:00:00+00:00,2023-09-10 00:00:00+00:00,-1.0000000000000004,0.005,98.26318683177878,-98.26318683177882,19554.374179523977,20662.644543501123,-5.3636424013581685
VTHO/USDT,2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,-1.0,0.005,97.77187089761989,-97.77187089761989,19456.602308626356,20662.644543501123,-5.836824189351382
JST/USDT,2023-09-29 00:00:00+00:00,2023-09-30 00:00:00+00:00,-1.0,0.005,97.28301154313178,-97.28301154313178,19359.319297083224,20662.644543501123,-6.307640068404624
MTL/USDT,2023-09-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,-0.3103726902786471,0.005,98.26318683177878,-30.498209652332513,19328.821087430893,20662.644543501123,-6.455240776475282
SOL/USDT,2023-10-01 00:00:00+00:00,2023-10-09 00:00:00+00:00,-0.999999999999999,0.005,96.79659648541612,-96.79659648541602,19232.024490945478,20662.644543501123,-6.923702576133257
ZRX/USDT,2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,-1.0000000000000004,0.005,96.79659648541612,-96.79659648541616,19135.227894460062,20662.644543501123,-7.392164375791231
BTC/USDT,2023-10-01 00:00:00+00:00,2023-10-11 00:00:00+00:00,-1.0000000000000016,0.005,96.79659648541612,-96.79659648541627,19038.431297974646,20662.644543501123,-7.860626175449206
TRX/USDT,2023-09-06 00:00:00+00:00,2023-10-12 00:00:00+00:00,1.984543545168557,0.005,98.26318683177878,195.00757315469852,19233.438871129343,20662.644543501123,-6.916857468863044
ARDR/USDT,2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,-0.9999999999999994,0.005,96.16719435564671,-96.16719435564666,19137.271676773697,20662.644543501123,-7.382273181518729
ICX/USDT,2023-10-21 00:00:00+00:00,2023-10-22 00:00:00+00:00,-1.0000000000000009,0.005,95.68635838386848,-95.68635838386857,19041.58531838983,20662.644543501123,-7.845361815611131
MTL/USDT,2023-10-23 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.6355241841181817,0.005,95.20792659194915,60.506939868932214,19102.092258258763,20662.644543501123,-7.552529309386922
TRX/USDT,2023-10-23 00:00:00+00:00,2023-11-21 00:00:00+00:00,1.0734231109928971,0.005,95.20792659194915,102.19838875351343,19204.290647012276,20662.644543501123,-7.057924717325366
JST/USDT,2023-10-25 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.8896462384409575,0.005,95.20792659194915,84.70137376229036,19288.992020774567,20662.644543501123,-6.647999581247217
IOST/USDT,2023-12-04 00:00:00+00:00,2024-01-03 00:00:00+00:00,-1.0,0.005,96.44496010387284,-96.44496010387284,19192.547060670695,20662.644543501123,-7.114759583340978
VTHO/USDT,2023-12-04 00:00:00+00:00,2024-01-08 00:00:00+00:00,2.5726890067889268,0.005,96.44496010387284,248.12288861943028,19440.669949290124,20662.644543501123,-5.91393125714558
TRX/USDT,2024-01-13 00:00:00+00:00,2024-01-15 00:00:00+00:00,-1.0000000000000002,0.005,97.20334974645063,-97.20334974645066,19343.466599543674,20662.644543501123,-6.384361600859853
ETC/USDT,2024-01-10 00:00:00+00:00,2024-01-19 00:00:00+00:00,-1.0,0.005,97.20334974645063,-97.20334974645063,19246.263249797223,20662.644543501123,-6.854791944574126
SOL/USDT,2023-10-19 00:00:00+00:00,2024-01-22 00:00:00+00:00,24.8369515531254,0.005,96.16719435564671,2388.4999472111917,21634.763197008415,21634.763197008415,0.0
BTC/USDT,2023-10-23 00:00:00+00:00,2024-01-22 00:00:00+00:00,4.315392157258392,0.005,95.20792659194915,410.85953972373005,22045.622736732144,22045.622736732144,0.0
ICX/USDT,2023-10-25 00:00:00+00:00,2024-01-22 00:00:00+00:00,-0.2322269423906416,0.005,95.20792659194915,-22.10984568380101,22023.512891048344,22045.622736732144,-0.10029131836208763
VET/USDT,2023-12-04 00:00:00+00:00,2024-01-22 00:00:00+00:00,1.4055986625520558,0.005,96.44496010387284,135.56290693189004,22159.075797980233,22159.075797980233,0.0
ETH/USDT,2023-10-23 00:00:00+00:00,2024-01-23 00:00:00+00:00,4.62552468759818,0.005,95.20792659194915,440.386614906096,22599.46241288633,22599.46241288633,0.0
FET/USDT,2023-10-23 00:00:00+00:00,2024-02-01 00:00:00+00:00,12.52442844300867,0.005,95.20792659194915,1192.4248638080894,23791.88727669442,23791.88727669442,0.0
DUSK/USDT,2024-01-24 00:00:00+00:00,2024-02-17 00:00:00+00:00,1.606247237194997,0.005,112.99731206443164,181.50162031395422,23973.38889700837,23973.38889700837,0.0
SOL/USDT,2024-02-09 00:00:00+00:00,2024-02-23 00:00:00+00:00,-0.552699794833631,0.005,118.9594363834721,-65.7488560826694,23907.640040925704,23973.38889700837,-0.2742576627990736
SOL/USDT,2024-02-28 00:00:00+00:00,2024-03-05 00:00:00+00:00,-1.0,0.005,119.53820020462852,-119.53820020462852,23788.101840721076,23973.38889700837,-0.7728863744850765
TRX/USDT,2024-02-04 00:00:00+00:00,2024-03-10 00:00:00+00:00,2.6319514004867206,0.005,118.9594363834721,313.0954551905903,24101.197295911665,24101.197295911665,0.0
ADA/USDT,2024-02-09 00:00:00+00:00,2024-03-16 00:00:00+00:00,2.103288527657734,0.005,118.9594363834721,250.2060178019869,24351.40331371365,24351.40331371365,0.0
DUSK/USDT,2024-03-11 00:00:00+00:00,2024-03-16 00:00:00+00:00,-1.0,0.005,120.50598647955833,-120.50598647955833,24230.89732723409,24351.40331371365,-0.4948625955026369
AVAX/USDT,2024-02-09 00:00:00+00:00,2024-04-01 00:00:00+00:00,2.856010080351308,0.005,118.9594363834721,339.7493494641065,24570.646676698198,24570.646676698198,0.0
SOL/USDT,2024-03-07 00:00:00+00:00,2024-04-05 00:00:00+00:00,1.4961015433350109,0.005,118.94050920360539,177.94707938456608,24748.593756082762,24748.593756082762,0.0
DUSK/USDT,2024-03-25 00:00:00+00:00,2024-04-05 00:00:00+00:00,-1.0000000000000002,0.005,121.15448663617046,-121.15448663617049,24627.439269446593,24748.593756082762,-0.4895408920209519
HBAR/USDT,2024-02-09 00:00:00+00:00,2024-04-10 00:00:00+00:00,2.6147083850006734,0.005,118.9594363834721,311.04423578681866,24938.483505233413,24938.483505233413,0.0
ICX/USDT,2024-02-17 00:00:00+00:00,2024-04-12 00:00:00+00:00,1.4971268363205683,0.005,119.86694448504186,179.4560193763039,25117.939524609716,25117.939524609716,0.0
QTUM/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.005,123.13719634723297,-123.137196347233,24994.80232826248,25117.939524609716,-0.49023605708815465
ETC/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.005,123.13719634723297,-123.137196347233,24871.665131915248,25117.939524609716,-0.9804721141763093
ETH/USDT,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.005,123.13719634723297,-123.137196347233,24748.527935568014,25117.939524609716,-1.4707081712644638
VET/USDT,2024-04-11 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0000000000000002,0.005,124.69241752616706,-124.69241752616709,24623.835518041848,25117.939524609716,-1.9671359033401665
CELR/USDT,2024-02-09 00:00:00+00:00,2024-04-13 00:00:00+00:00,3.028464155482972,0.005,118.9594363834721,360.2643890438021,24984.09990708565,25117.939524609716,-0.5328447319213238
JST/USDT,2024-04-11 00:00:00+00:00,2024-04-13 00:00:00+00:00,-1.0000000000000004,0.005,124.69241752616706,-124.69241752616712,24859.407489559482,25117.939524609716,-1.0292724639970263
