block_size,p05_return_pct,p50_return_pct,p95_return_pct,p05_max_dd_pct,prob_positive,kill_pct
1,141.89722054607097,364.8300749346959,961.9461126299846,-9.533414933272958,1.0,0.0
5,100.49268969514306,359.69923401139994,1192.9481006660426,-15.109242283346722,1.0,0.0
10,65.95338657457637,280.9292276533715,1066.6830970817707,-17.476558241942165,0.9984,0.0
20,44.92783982004014,194.59849344123327,712.5051678261433,-17.767446618949368,0.9978,0.02
50,52.23678569619856,149.97806941030754,416.1229689180423,-14.75304500620551,0.9998,0.0
