block_size,p05_return_pct,p50_return_pct,p95_return_pct,p05_max_dd_pct,prob_positive,kill_pct
1,64.35255068037543,127.51378757756606,238.07116059441773,-5.369572333387766,1.0,0.0
5,53.06239897141078,125.53480811781208,254.68777520714428,-8.029454161033174,1.0,0.0
10,42.993085932649876,111.91378256639474,236.2032311307371,-8.68275778167521,1.0,0.0
20,36.07346279462295,95.70790246941581,197.7008141231643,-8.152584233802202,0.9996,0.0
50,38.81590221352166,88.30210232173495,156.6580359366408,-7.033474491930068,1.0,0.0
