variant,max_open,risk_pct,risk_pct_label,max_heat,max_heat_label,input_trades,accepted_trades,skipped_trades,acceptance_rate_pct,final_equity,return_pct,max_dd_pct,total_r,avg_r,pf_r,win_rate_pct,max_dd_r,best_r,worst_r,max_losing_streak,max_open_observed,max_heat_observed_pct
ACT5_ATR3,10,0.0035,0.35%,0.02,2.00%,670,150,520,22.388059701492537,8163.057165513511,-18.36942834486489,-22.17146605733953,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.8480481409482674
ACT5_ATR3,12,0.0035,0.35%,0.02,2.00%,670,150,520,22.388059701492537,8163.057165513511,-18.36942834486489,-22.17146605733953,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,1.8480481409482674
ACT4_ATR3,5,0.005,0.50%,0.03,3.00%,782,157,625,20.076726342710998,8156.537304005155,-18.434626959948442,-24.550455215544982,-38.230786769942554,-0.24350819598689524,0.7081619330538735,16.560509554140125,-55.11228274841376,9.513561741613136,-1.0,19,5,2.6748134746050205
ACT3_ATR3,8,0.005,0.50%,0.03,3.00%,886,161,725,18.17155756207675,7978.73100205334,-20.212689979466603,-27.469781997594804,-43.40553565013675,-0.2695996003114084,0.6661112642297173,19.25465838509317,-63.06827839871801,8.720481226351023,-1.0,28,6,3.0000000000000004
ACT3_ATR3,10,0.005,0.50%,0.03,3.00%,886,161,725,18.17155756207675,7978.73100205334,-20.212689979466603,-27.469781997594804,-43.40553565013675,-0.2695996003114084,0.6661112642297173,19.25465838509317,-63.06827839871801,8.720481226351023,-1.0,28,6,3.0000000000000004
ACT3_ATR3,12,0.005,0.50%,0.03,3.00%,886,161,725,18.17155756207675,7978.73100205334,-20.212689979466603,-27.469781997594804,-43.40553565013675,-0.2695996003114084,0.6661112642297173,19.25465838509317,-63.06827839871801,8.720481226351023,-1.0,28,6,3.0000000000000004
ACT5_ATR3,8,0.005,0.50%,0.03,3.00%,670,143,527,21.343283582089555,7863.390368911545,-21.36609631088455,-27.303929141414518,-46.98136411812771,-0.32854100781907486,0.6241490870549784,12.587412587412588,-64.05952264745258,9.513561741613136,-1.0,17,6,3.0000000000000004
ACT5_ATR3,10,0.005,0.50%,0.03,3.00%,670,143,527,21.343283582089555,7863.390368911545,-21.36609631088455,-27.303929141414518,-46.98136411812771,-0.32854100781907486,0.6241490870549784,12.587412587412588,-64.05952264745258,9.513561741613136,-1.0,17,6,3.0000000000000004
ACT5_ATR3,12,0.005,0.50%,0.03,3.00%,670,143,527,21.343283582089555,7863.390368911545,-21.36609631088455,-27.303929141414518,-46.98136411812771,-0.32854100781907486,0.6241490870549784,12.587412587412588,-64.05952264745258,9.513561741613136,-1.0,17,6,3.0000000000000004
ACT5_ATR3,5,0.005,0.50%,0.03,3.00%,670,150,520,22.388059701492537,7477.569913651701,-25.224300863482984,-30.041626543339046,-57.5486182719661,-0.3836574551464407,0.564025619151772,12.0,-71.94167494407891,9.513561741613136,-1.0,21,5,2.7047584597114103
