entry_bar,exit_bar,entry_price,exit_price,net_r,exit_reason,chandelier_active,symbol,chandelier_atr_mult,chandelier_activate_r
2024-01-29 00:00:00+00:00,2024-01-31 00:00:00+00:00,0.01926,0.01825,-0.3905307792527781,ema_cross,False,ACH/USDT,3.0,4.0
2024-02-15 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.02145,0.03023,0.00022410787625061843,degen_close,True,ACH/USDT,3.0,4.0
2024-05-21 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.03218,0.027485578966701292,-1.0137098908562905,stop,False,ACH/USDT,3.0,4.0
2024-11-15 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.02266,0.02035,-0.5322039504079376,ema_cross,False,ACH/USDT,3.0,4.0
2025-01-28 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0309,0.02332,-0.6612660197876316,ema_cross,False,ACH/USDT,3.0,4.0
2025-05-09 00:00:00+00:00,2025-05-17 00:00:00+00:00,0.02925,0.025060591193411946,-1.0139637840804665,stop,False,ACH/USDT,3.0,4.0
2023-11-08 00:00:00+00:00,2023-11-21 00:00:00+00:00,1.931,1.7873615356091317,-1.0268869485369234,stop,False,ACM/USDT,3.0,4.0
2024-11-12 00:00:00+00:00,2024-12-22 00:00:00+00:00,0.5579,0.3234,-0.25052717761143234,ema_cross,False,ACT/USDT,3.0,4.0
2023-09-02 00:00:00+00:00,2023-09-10 00:00:00+00:00,0.2562,0.249,-0.2658307546187073,ema_cross,False,ADA/USDT,3.0,4.0
2023-10-07 00:00:00+00:00,2023-10-10 00:00:00+00:00,0.2587,0.249,-0.6275807454974185,ema_cross,False,ADA/USDT,3.0,4.0
2023-10-23 00:00:00+00:00,2023-11-07 00:00:00+00:00,0.2807,0.3512,0.0012028632502413148,degen_close,True,ADA/USDT,3.0,4.0
2024-11-10 00:00:00+00:00,2024-11-23 00:00:00+00:00,0.5901,1.0658,0.020840327956551833,degen_close,True,ADA/USDT,3.0,4.0
2025-05-18 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.7596,0.6855,-0.6747015200287463,ema_cross,False,ADA/USDT,3.0,4.0
2025-07-20 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.858,0.7456050952945651,-1.0152675960222335,stop,False,ADA/USDT,3.0,4.0
2023-09-03 00:00:00+00:00,2023-12-04 00:00:00+00:00,0.1275,0.1653,0.0009583554509803931,degen_close,True,ADX/USDT,3.0,4.0
2024-10-21 00:00:00+00:00,2024-12-13 00:00:00+00:00,0.1751,0.2509,0.003232924548412108,degen_close,True,ADX/USDT,3.0,4.0
2025-07-27 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.1336,0.11458940532917866,-1.014055320447714,stop,False,ADX/USDT,3.0,4.0
2025-11-03 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.1239,0.1033,-0.7078652827663034,ema_cross,False,ADX/USDT,3.0,4.0
2023-09-02 00:00:00+00:00,2023-10-24 00:00:00+00:00,0.58,1.023,0.018852111111111118,degen_close,True,AGLD/USDT,3.0,4.0
2024-06-04 00:00:00+00:00,2024-06-14 00:00:00+00:00,1.576,1.332040800998334,-1.0129201932655079,stop,False,AGLD/USDT,3.0,4.0
2024-10-12 00:00:00+00:00,2024-11-11 00:00:00+00:00,1.015,1.607,0.016075001474161424,degen_close,True,AGLD/USDT,3.0,4.0
2024-01-06 00:00:00+00:00,2024-01-11 00:00:00+00:00,1.29743,1.11196,-0.047321417108609584,ema_cross,False,AI/USDT,3.0,4.0
2024-01-17 00:00:00+00:00,2024-01-18 00:00:00+00:00,1.3323,1.15186,-0.1487479695055806,ema_cross,False,AI/USDT,3.0,4.0
2024-02-13 00:00:00+00:00,2024-03-05 00:00:00+00:00,1.65029,1.3056068336197186,-1.009575692467553,stop,False,AI/USDT,3.0,4.0
2024-11-27 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.633,0.486812933001627,-1.0086601368095995,stop,False,AI/USDT,3.0,4.0
2025-01-14 00:00:00+00:00,2025-02-03 00:00:00+00:00,0.6404,0.27768624592592595,-1.0035311591733531,stop,False,AIXBT/USDT,3.0,4.0
2023-09-24 00:00:00+00:00,2023-12-03 00:00:00+00:00,13.25,19.92,0.36470781579076333,degen_close,True,ALCX/USDT,3.0,4.0
2024-11-13 00:00:00+00:00,2024-12-09 00:00:00+00:00,18.29,24.09,0.21915172815091402,degen_close,True,ALCX/USDT,3.0,4.0
2025-11-12 00:00:00+00:00,2025-12-18 00:00:00+00:00,13.16,7.44,-0.919322272533612,ema_cross,False,ALCX/USDT,3.0,4.0
2023-09-02 00:00:00+00:00,2023-09-12 00:00:00+00:00,0.0944,0.0895,-0.4578088764494208,ema_cross,False,ALGO/USDT,3.0,4.0
2023-09-15 00:00:00+00:00,2023-10-19 00:00:00+00:00,0.0964,0.08808217246612707,-1.0231791293116927,stop,False,ALGO/USDT,3.0,4.0
2024-11-15 00:00:00+00:00,2024-11-24 00:00:00+00:00,0.1856,0.2841,0.0043888727647866865,degen_close,True,ALGO/USDT,3.0,4.0
2025-07-16 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.2845,0.23781897824291295,-1.0121891076626577,stop,False,ALGO/USDT,3.0,4.0
2023-09-09 00:00:00+00:00,2023-09-11 00:00:00+00:00,0.796,0.733,-0.653438123539158,ema_cross,False,ALICE/USDT,3.0,4.0
2023-10-29 00:00:00+00:00,2023-11-27 00:00:00+00:00,0.901,1.187,0.008342197802543005,degen_close,True,ALICE/USDT,3.0,4.0
2024-06-04 00:00:00+00:00,2024-06-07 00:00:00+00:00,2.175,1.622878389724055,-1.0078786990384707,stop,False,ALICE/USDT,3.0,4.0
2024-11-15 00:00:00+00:00,2025-01-09 00:00:00+00:00,1.153,1.1,-0.2551580959195737,ema_cross,False,ALICE/USDT,3.0,4.0
2023-11-20 00:00:00+00:00,2023-11-21 00:00:00+00:00,1.809,1.6309939558999296,-1.020325152543506,stop,False,ALPINE/USDT,3.0,4.0
2023-11-27 00:00:00+00:00,2024-04-21 00:00:00+00:00,1.888,2.01,0.34143153530929804,ema_cross,False,ALPINE/USDT,3.0,4.0
2024-10-13 00:00:00+00:00,2024-12-31 00:00:00+00:00,1.589,1.369,-0.44320962290777643,ema_cross,False,ALPINE/USDT,3.0,4.0
2024-01-26 00:00:00+00:00,2024-04-27 00:00:00+00:00,0.36198,0.36552,0.0045805455369593824,ema_cross,False,ALT/USDT,3.0,4.0
2024-12-01 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.16465,0.1317233955105695,-1.0100010312361758,stop,False,ALT/USDT,3.0,4.0
2023-11-12 00:00:00+00:00,2023-12-07 00:00:00+00:00,0.002107,0.00352,4.390463330478017e-05,degen_close,True,AMP/USDT,3.0,4.0
2024-11-18 00:00:00+00:00,2024-12-05 00:00:00+00:00,0.004835,0.010875,0.00039339032212847935,degen_close,True,AMP/USDT,3.0,4.0
2025-06-09 00:00:00+00:00,2025-06-11 00:00:00+00:00,0.04409,0.030285509525092163,-1.0063877765108595,stop,False,ANIME/USDT,3.0,4.0
2023-09-09 00:00:00+00:00,2023-09-10 00:00:00+00:00,0.01882,0.01824,-0.37123320939947463,ema_cross,False,ANKR/USDT,3.0,4.0
2023-09-20 00:00:00+00:00,2023-11-10 00:00:00+00:00,0.01953,0.02614,0.00014794427961587473,degen_close,True,ANKR/USDT,3.0,4.0
2024-02-15 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0279,0.0381,0.00024343774710010706,degen_close,True,ANKR/USDT,3.0,4.0
2024-11-17 00:00:00+00:00,2024-12-05 00:00:00+00:00,0.03137,0.05719,0.0010939820813887999,degen_close,True,ANKR/USDT,3.0,4.0
2023-11-06 00:00:00+00:00,2023-11-09 00:00:00+00:00,1.499,1.3065191978674187,-1.0155755793138006,stop,False,APE/USDT,3.0,4.0
2024-02-16 00:00:00+00:00,2024-03-03 00:00:00+00:00,1.699,2.234,0.013780334275779694,degen_close,True,APE/USDT,3.0,4.0
2024-10-21 00:00:00+00:00,2024-10-23 00:00:00+00:00,1.57,1.1743567695680257,-1.0079364431348203,stop,False,APE/USDT,3.0,4.0
2023-09-01 00:00:00+00:00,2023-09-06 00:00:00+00:00,1.273,1.133,-0.4291830590124444,ema_cross,False,API3/USDT,3.0,4.0
2023-10-29 00:00:00+00:00,2023-11-08 00:00:00+00:00,1.243,1.557,0.008580842691395675,degen_close,True,API3/USDT,3.0,4.0
2024-06-04 00:00:00+00:00,2024-06-12 00:00:00+00:00,3.262,2.745115987184609,-1.0126217871674241,stop,False,API3/USDT,3.0,4.0
2024-11-19 00:00:00+00:00,2024-12-20 00:00:00+00:00,1.82,1.4452917283479993,-1.0097142237718748,stop,False,API3/USDT,3.0,4.0
2025-08-19 00:00:00+00:00,2025-09-15 00:00:00+00:00,1.37,0.9464081326604286,-1.0064684905713817,stop,False,API3/USDT,3.0,4.0
2023-09-02 00:00:00+00:00,2023-09-03 00:00:00+00:00,5.5736,5.4664,-0.1839718336716403,ema_cross,False,APT/USDT,3.0,4.0
2023-09-05 00:00:00+00:00,2023-09-10 00:00:00+00:00,5.5298,5.1715,-0.6984641385424167,ema_cross,False,APT/USDT,3.0,4.0
2023-10-25 00:00:00+00:00,2023-12-28 00:00:00+00:00,6.9175,9.6173,0.09857223078506772,degen_close,True,APT/USDT,3.0,4.0
2024-09-28 00:00:00+00:00,2024-11-12 00:00:00+00:00,8.07,12.36,0.15735305736771618,degen_close,True,APT/USDT,3.0,4.0
2025-10-07 00:00:00+00:00,2025-10-10 00:00:00+00:00,5.317,4.696883210052399,-1.0171483826472407,stop,False,APT/USDT,3.0,4.0
2023-09-05 00:00:00+00:00,2023-09-12 00:00:00+00:00,4.2,3.97,-0.5562080946735083,ema_cross,False,AR/USDT,3.0,4.0
2023-09-15 00:00:00+00:00,2023-10-04 00:00:00+00:00,4.52,4.016694078221788,-1.0179612430707374,stop,False,AR/USDT,3.0,4.0
2023-10-26 00:00:00+00:00,2023-11-06 00:00:00+00:00,4.644,7.308,0.0768557014857889,degen_close,True,AR/USDT,3.0,4.0
2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,28.0,22.615580410221693,-1.0104003781774937,stop,False,AR/USDT,3.0,4.0
2023-11-01 00:00:00+00:00,2023-12-28 00:00:00+00:00,1.0404,1.4678,0.012766811082639997,degen_close,True,ARB/USDT,3.0,4.0
2024-11-21 00:00:00+00:00,2025-01-24 00:00:00+00:00,0.7785,0.6994,-0.4771711580374975,ema_cross,False,ARB/USDT,3.0,4.0
2025-07-18 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.4524,0.3797909681239323,-1.0124612596618057,stop,False,ARB/USDT,3.0,4.0
2023-09-03 00:00:00+00:00,2023-11-20 00:00:00+00:00,0.0611,0.112,0.005791029714493541,degen_close,True,ARDR/USDT,3.0,4.0
2024-02-22 00:00:00+00:00,2024-03-14 00:00:00+00:00,0.0953,0.1402,0.0012949254889420552,degen_close,True,ARDR/USDT,3.0,4.0
2024-09-26 00:00:00+00:00,2025-01-27 00:00:00+00:00,0.0807,0.08343,0.12970306712414242,ema_cross,False,ARDR/USDT,3.0,4.0
2025-04-18 00:00:00+00:00,2025-06-21 00:00:00+00:00,0.12687,0.08312,-0.8077094836002775,ema_cross,False,ARDR/USDT,3.0,4.0
2025-07-21 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.1015,0.10797,0.000241086838514407,degen_close,True,ARDR/USDT,3.0,4.0
2023-10-31 00:00:00+00:00,2024-01-03 00:00:00+00:00,1.0089,0.7205583254302084,-1.006997947844378,stop,False,ARK/USDT,3.0,4.0
2024-03-04 00:00:00+00:00,2024-03-05 00:00:00+00:00,1.0461,0.8790996654261677,-1.0125281186132895,stop,False,ARK/USDT,3.0,4.0
2025-07-15 00:00:00+00:00,2025-10-10 00:00:00+00:00,0.4559,0.34054098804239863,-1.0079040205401129,stop,False,ARK/USDT,3.0,4.0
2023-09-01 00:00:00+00:00,2023-09-05 00:00:00+00:00,0.5,0.3711866666666666,-1.007763171514336,stop,False,ARKM/USDT,3.0,4.0
2023-11-13 00:00:00+00:00,2024-02-17 00:00:00+00:00,0.4524,0.8667,0.02058224350494384,degen_close,True,ARKM/USDT,3.0,4.0
2024-10-13 00:00:00+00:00,2024-10-25 00:00:00+00:00,1.79,1.44476107235571,-1.0103696301701197,stop,False,ARKM/USDT,3.0,4.0
2025-09-13 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.664,0.5498745945562962,-1.0116363222968359,stop,False,ARKM/USDT,3.0,4.0
2023-09-02 00:00:00+00:00,2024-01-06 00:00:00+00:00,0.04276,0.06847,0.0011447376831930155,degen_close,True,ARPA/USDT,3.0,4.0
2024-06-01 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.07593,0.0660141608391855,-1.0153148914113213,stop,False,ARPA/USDT,3.0,4.0
2023-11-03 00:00:00+00:00,2023-12-26 00:00:00+00:00,2.286,2.639,0.0050598668901241295,degen_close,True,ASR/USDT,3.0,4.0
2024-02-10 00:00:00+00:00,2024-03-03 00:00:00+00:00,2.41,3.042,0.008601971369369344,degen_close,True,ASR/USDT,3.0,4.0
2024-12-04 00:00:00+00:00,2024-12-10 00:00:00+00:00,2.343,2.0863150461571727,-1.0182558421514232,stop,False,ASR/USDT,3.0,4.0
2025-05-12 00:00:00+00:00,2025-07-28 00:00:00+00:00,1.758,5.999,0.3433253354159688,degen_close,True,ASR/USDT,3.0,4.0
2023-09-01 00:00:00+00:00,2023-09-02 00:00:00+00:00,0.0567,0.0551,-0.23665745856353543,ema_cross,False,ASTR/USDT,3.0,4.0
2023-09-07 00:00:00+00:00,2023-09-13 00:00:00+00:00,0.0607,0.05368861925838134,-1.0173147065426622,stop,False,ASTR/USDT,3.0,4.0
2023-11-08 00:00:00+00:00,2023-12-19 00:00:00+00:00,0.0644,0.0931,0.0011132493914165357,degen_close,True,ASTR/USDT,3.0,4.0
2024-11-26 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.0785,0.06258948562867267,-1.009867688519419,stop,False,ASTR/USDT,3.0,4.0
2023-09-01 00:00:00+00:00,2023-09-04 00:00:00+00:00,0.0786,0.0775,-0.09083815028901766,ema_cross,False,ATA/USDT,3.0,4.0
2023-09-05 00:00:00+00:00,2023-09-12 00:00:00+00:00,0.0803,0.0716,-0.7396487841321409,ema_cross,False,ATA/USDT,3.0,4.0
2023-09-26 00:00:00+00:00,2023-10-12 00:00:00+00:00,0.0824,0.0732440538091882,-1.0179992320362674,stop,False,ATA/USDT,3.0,4.0
2023-10-27 00:00:00+00:00,2023-12-18 00:00:00+00:00,0.0807,0.1047,0.0006642155350305561,degen_close,True,ATA/USDT,3.0,4.0
2024-02-19 00:00:00+00:00,2024-03-11 00:00:00+00:00,0.1177,0.1611,0.0012859673856771006,degen_close,True,ATA/USDT,3.0,4.0
2023-11-10 00:00:00+00:00,2023-12-18 00:00:00+00:00,2.588,2.4179827305403414,-1.0304439661714961,stop,False,ATM/USDT,3.0,4.0
2024-02-15 00:00:00+00:00,2024-03-03 00:00:00+00:00,2.647,3.021,0.004791493178457395,degen_close,True,ATM/USDT,3.0,4.0
2024-06-08 00:00:00+00:00,2024-06-11 00:00:00+00:00,3.271,2.863,-0.46248905061206697,ema_cross,False,ATM/USDT,3.0,4.0
2025-07-29 00:00:00+00:00,2025-10-10 00:00:00+00:00,1.502,0.939877580067508,-1.0053440316441404,stop,False,ATM/USDT,3.0,4.0
2026-02-15 00:00:00+00:00,2026-03-30 00:00:00+00:00,1.317,1.022,-0.6358870217173574,ema_cross,False,ATM/USDT,3.0,4.0
2026-04-18 00:00:00+00:00,2026-04-21 00:00:00+00:00,1.154,1.091,-0.4169945386057179,ema_cross,False,ATM/USDT,3.0,4.0
2026-04-26 00:00:00+00:00,2026-04-30 00:00:00+00:00,1.159,1.0571756952609002,-1.0227647024542845,stop,False,ATM/USDT,3.0,4.0
2023-09-19 00:00:00+00:00,2023-10-05 00:00:00+00:00,7.503,6.805119135081739,-1.0215022373507225,stop,False,ATOM/USDT,3.0,4.0
2023-10-30 00:00:00+00:00,2023-12-10 00:00:00+00:00,8.105,10.694,0.06477569476139998,degen_close,True,ATOM/USDT,3.0,4.0
2024-11-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,6.26,6.098,-0.13567041738542368,ema_cross,False,ATOM/USDT,3.0,4.0
2025-07-21 00:00:00+00:00,2025-07-23 00:00:00+00:00,5.186,4.643764034358932,-1.0191282036921647,stop,False,ATOM/USDT,3.0,4.0
2023-09-02 00:00:00+00:00,2023-09-22 00:00:00+00:00,4.54,5.75,0.046001321585903046,degen_close,True,AUCTION/USDT,3.0,4.0
2024-11-29 00:00:00+00:00,2025-01-13 00:00:00+00:00,16.4,13.759995019648397,-1.0124242189859929,stop,False,AUCTION/USDT,3.0,4.0
2025-03-11 00:00:00+00:00,2025-03-22 00:00:00+00:00,26.06,31.25,0.3251617658014405,degen_close,True,AUCTION/USDT,3.0,4.0
2023-09-05 00:00:00+00:00,2023-09-14 00:00:00+00:00,0.1554,0.1467,-0.510466262036239,ema_cross,False,AUDIO/USDT,3.0,4.0
2023-09-16 00:00:00+00:00,2023-09-27 00:00:00+00:00,0.1587,0.1448,-0.774383042441277,ema_cross,False,AUDIO/USDT,3.0,4.0
2023-10-28 00:00:00+00:00,2023-12-05 00:00:00+00:00,0.1655,0.221,0.0014347380794138822,degen_close,True,AUDIO/USDT,3.0,4.0
2024-02-16 00:00:00+00:00,2024-03-04 00:00:00+00:00,0.2266,0.3377,0.0035466127988794368,degen_close,True,AUDIO/USDT,3.0,4.0
2024-11-22 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.1499,0.1386,-0.4022301085025067,ema_cross,False,AUDIO/USDT,3.0,4.0
2023-11-03 00:00:00+00:00,2024-03-05 00:00:00+00:00,0.53,0.796,0.008498393407740923,degen_close,True,AVA/USDT,3.0,4.0
2024-06-04 00:00:00+00:00,2024-06-17 00:00:00+00:00,0.7673,0.6878214260670432,-1.0193083484524332,stop,False,AVA/USDT,3.0,4.0
2024-11-30 00:00:00+00:00,2024-12-13 00:00:00+00:00,0.6342,2.4572,0.06208493741978118,degen_close,True,AVA/USDT,3.0,4.0
2023-10-26 00:00:00+00:00,2023-11-12 00:00:00+00:00,11.05,18.98,0.222966662291851,degen_close,True,AVAX/USDT,3.0,4.0
2024-10-14 00:00:00+00:00,2024-10-23 00:00:00+00:00,29.07,26.053441546328674,-1.0192736195545093,stop,False,AVAX/USDT,3.0,4.0
2024-11-10 00:00:00+00:00,2024-11-26 00:00:00+00:00,31.89,42.72,0.3328155336358447,degen_close,True,AVAX/USDT,3.0,4.0
2025-07-22 00:00:00+00:00,2025-07-24 00:00:00+00:00,25.88,22.77435193062821,-1.01666640869919,stop,False,AVAX/USDT,3.0,4.0
2025-09-21 00:00:00+00:00,2025-10-09 00:00:00+00:00,2.3627,0.8289,-0.9539513192923356,ema_cross,False,AVNT/USDT,3.0,4.0
2025-05-22 00:00:00+00:00,2025-05-23 00:00:00+00:00,0.06884,0.0644,-0.21592830188679246,ema_cross,False,AWE/USDT,3.0,4.0
2025-09-16 00:00:00+00:00,2025-11-12 00:00:00+00:00,0.07209,0.06152,-0.6330110366149566,ema_cross,False,AWE/USDT,3.0,4.0
2026-02-09 00:00:00+00:00,2026-02-19 00:00:00+00:00,0.08122,0.06641088845896673,-1.0109689227169307,stop,False,AWE/USDT,3.0,4.0
2024-03-03 00:00:00+00:00,2024-03-22 00:00:00+00:00,2.3685,1.8499,-0.20117444905922768,ema_cross,False,AXL/USDT,3.0,4.0
2024-03-31 00:00:00+00:00,2024-04-01 00:00:00+00:00,2.0638,1.8906,-0.46297623578364233,ema_cross,False,AXL/USDT,3.0,4.0
2023-10-29 00:00:00+00:00,2023-12-25 00:00:00+00:00,5.64,10.23,0.14161031363350413,degen_close,True,AXS/USDT,3.0,4.0
2024-11-18 00:00:00+00:00,2025-01-25 00:00:00+00:00,5.945,5.713,-0.20581320199488548,ema_cross,False,AXS/USDT,3.0,4.0
2026-01-22 00:00:00+00:00,2026-01-26 00:00:00+00:00,2.678,1.9354393391647335,-1.0072128787350185,stop,False,AXS/USDT,3.0,4.0
2025-04-11 00:00:00+00:00,2025-04-24 00:00:00+00:00,0.11189,0.07637,-0.20126002252252256,ema_cross,False,BABY/USDT,3.0,4.0
2025-04-30 00:00:00+00:00,2025-05-26 00:00:00+00:00,0.10524,0.08249,-0.6593630433493866,ema_cross,False,BABY/USDT,3.0,4.0
2023-09-25 00:00:00+00:00,2024-01-13 00:00:00+00:00,210.5,254.1,1.0318169571574929,degen_close,True,BCH/USDT,3.0,4.0
2024-11-07 00:00:00+00:00,2024-11-24 00:00:00+00:00,377.5,515.2,4.007168121406358,degen_close,True,BCH/USDT,3.0,4.0
2025-05-08 00:00:00+00:00,2025-08-14 00:00:00+00:00,421.8,593.2,5.294421861177303,degen_close,True,BCH/USDT,3.0,4.0
2025-12-04 00:00:00+00:00,2026-01-31 00:00:00+00:00,574.9,496.9653726900574,-1.0147533906260602,stop,False,BCH/USDT,3.0,4.0
2023-10-26 00:00:00+00:00,2023-12-27 00:00:00+00:00,223.2,324.1,1.7666477798383804,degen_close,True,BNB/USDT,3.0,4.0
2024-07-19 00:00:00+00:00,2024-08-02 00:00:00+00:00,593.4,540.6904492095986,-1.0225158435654156,stop,False,BNB/USDT,3.0,4.0
2024-09-23 00:00:00+00:00,2024-10-01 00:00:00+00:00,604.5,558.9699434941083,-1.026553887536765,stop,False,BNB/USDT,3.0,4.0
2025-05-13 00:00:00+00:00,2025-06-22 00:00:00+00:00,664.13,614.6469922845615,-1.0268427498918096,stop,False,BNB/USDT,3.0,4.0
2023-09-15 00:00:00+00:00,2023-10-24 00:00:00+00:00,26600.0,33922.73,117.36378555488253,degen_close,True,BTC/USDT,3.0,4.0
2024-07-23 00:00:00+00:00,2024-08-03 00:00:00+00:00,65936.01,61018.61066959191,-1.0268174315607304,stop,False,BTC/USDT,3.0,4.0
2024-09-28 00:00:00+00:00,2024-10-01 00:00:00+00:00,65858.0,61996.83935060217,-1.0341130587302918,stop,False,BTC/USDT,3.0,4.0
2025-04-30 00:00:00+00:00,2025-07-11 00:00:00+00:00,94172.0,117527.66,315.57763701073895,degen_close,True,BTC/USDT,3.0,4.0
2025-10-26 00:00:00+00:00,2025-10-29 00:00:00+00:00,114559.4,110021.29,-0.6422528489834146,ema_cross,False,BTC/USDT,3.0,4.0
2023-09-01 00:00:00+00:00,2023-09-02 00:00:00+00:00,0.06388,0.06348,-0.06748849104859475,ema_cross,False,DOGE/USDT,3.0,4.0
2023-10-27 00:00:00+00:00,2023-12-07 00:00:00+00:00,0.06776,0.09593,0.0008156229555788057,degen_close,True,DOGE/USDT,3.0,4.0
2024-10-18 00:00:00+00:00,2024-11-07 00:00:00+00:00,0.13716,0.19324,0.0016906004718577796,degen_close,True,DOGE/USDT,3.0,4.0
2025-05-23 00:00:00+00:00,2025-05-31 00:00:00+00:00,0.22521,0.18582286846176144,-1.0114357147222746,stop,False,DOGE/USDT,3.0,4.0
2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.27375,0.2319177232027545,-1.0130879799503538,stop,False,DOGE/USDT,3.0,4.0
2023-11-02 00:00:00+00:00,2023-12-09 00:00:00+00:00,4.629,7.101,0.07201744728518955,degen_close,True,DOT/USDT,3.0,4.0
2024-11-18 00:00:00+00:00,2024-11-25 00:00:00+00:00,6.008,8.232,0.10266606820930918,degen_close,True,DOT/USDT,3.0,4.0
2025-09-13 00:00:00+00:00,2025-09-15 00:00:00+00:00,4.492,4.10644794346451,-1.0233016523909348,stop,False,DOT/USDT,3.0,4.0
2023-10-25 00:00:00+00:00,2023-12-06 00:00:00+00:00,1787.15,2232.7,7.919553054950002,degen_close,True,ETH/USDT,3.0,4.0
2024-07-19 00:00:00+00:00,2024-07-25 00:00:00+00:00,3503.53,3203.217658312087,-1.0233325742146215,stop,False,ETH/USDT,3.0,4.0
2024-11-11 00:00:00+00:00,2024-11-14 00:00:00+00:00,3371.59,3032.0443421367722,-1.0198594205045504,stop,False,ETH/USDT,3.0,4.0
2025-05-20 00:00:00+00:00,2025-06-22 00:00:00+00:00,2524.19,2170.528195544088,-1.0142745977552385,stop,False,ETH/USDT,3.0,4.0
2023-10-27 00:00:00+00:00,2023-11-14 00:00:00+00:00,3.509,4.271,0.019361263842222066,degen_close,True,ICP/USDT,3.0,4.0
2024-11-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,9.146,8.807,-0.21352132668129306,ema_cross,False,ICP/USDT,3.0,4.0
