timeframe,filter_mode,rsi_n,oversold,exit_rsi,atr_mult,time_exit_bars,num_trades,win_rate,avg_r,profit_factor,max_dd_r,avg_bars_held,total_r
4h,ema200_price_above,10,20,50,3.0,10,2,0.0,-0.2068,0.0,0.31,10.0,-0.41
4h,ema200_price_above,10,20,50,3.0,15,2,0.0,-0.5166,0.0,1.0,14.0,-1.03
4h,ema200_price_above,10,20,50,3.0,20,2,0.0,-0.8113,0.0,1.0,16.5,-1.62
4h,ema200_price_above,10,20,50,4.0,5,2,0.5,-0.1028,0.437,0.37,5.0,-0.21
4h,ema200_price_above,10,20,50,4.0,10,2,0.0,-0.1551,0.0,0.24,10.0,-0.31
4h,ema200_price_above,10,20,50,4.0,15,2,0.0,-0.2635,0.0,0.5,15.0,-0.53
4h,ema200_price_above,10,20,50,4.0,20,2,0.0,-0.7335,0.0,1.0,19.0,-1.47
4h,ema200_price_above,10,20,55,2.0,5,2,0.5,-0.2055,0.437,0.73,5.0,-0.41
4h,ema200_price_above,10,20,55,2.0,10,2,0.0,-0.3102,0.0,0.47,10.0,-0.62
4h,ema200_price_above,10,20,55,2.0,15,2,0.0,-0.5249,0.0,1.0,14.0,-1.05
4h,ema200_price_above,10,20,55,2.0,20,2,0.0,-1.0,0.0,1.0,16.5,-2.0
4h,ema200_price_above,10,20,55,3.0,5,2,0.5,-0.137,0.437,0.49,5.0,-0.27
4h,ema200_price_above,10,20,55,3.0,10,2,0.0,-0.2068,0.0,0.31,10.0,-0.41
4h,ema200_price_above,10,20,55,3.0,15,2,0.0,-0.5166,0.0,1.0,14.0,-1.03
4h,ema200_price_above,10,20,55,3.0,20,2,0.0,-0.8113,0.0,1.0,16.5,-1.62
4h,ema200_price_above,10,20,55,4.0,5,2,0.5,-0.1028,0.437,0.37,5.0,-0.21
4h,ema200_price_above,10,20,55,4.0,10,2,0.0,-0.1551,0.0,0.24,10.0,-0.31
4h,ema200_price_above,10,20,55,4.0,15,2,0.0,-0.2635,0.0,0.5,15.0,-0.53
4h,ema200_price_above,10,20,55,4.0,20,2,0.0,-0.7335,0.0,1.0,19.0,-1.47
4h,ema200_price_above,10,20,60,2.0,5,2,0.5,-0.2055,0.437,0.73,5.0,-0.41
4h,ema200_price_above,10,20,60,2.0,10,2,0.0,-0.3102,0.0,0.47,10.0,-0.62
4h,ema200_price_above,10,20,60,2.0,15,2,0.0,-0.5249,0.0,1.0,14.0,-1.05
4h,ema200_price_above,10,20,60,2.0,20,2,0.0,-1.0,0.0,1.0,16.5,-2.0
4h,ema200_price_above,10,20,60,3.0,5,2,0.5,-0.137,0.437,0.49,5.0,-0.27
4h,ema200_price_above,10,20,60,3.0,10,2,0.0,-0.2068,0.0,0.31,10.0,-0.41
4h,ema200_price_above,10,20,60,3.0,15,2,0.0,-0.5166,0.0,1.0,14.0,-1.03
4h,ema200_price_above,10,20,60,3.0,20,2,0.0,-0.8113,0.0,1.0,16.5,-1.62
4h,ema200_price_above,10,20,60,4.0,5,2,0.5,-0.1028,0.437,0.37,5.0,-0.21
4h,ema200_price_above,10,20,60,4.0,10,2,0.0,-0.1551,0.0,0.24,10.0,-0.31
4h,ema200_price_above,10,20,60,4.0,15,2,0.0,-0.2635,0.0,0.5,15.0,-0.53
4h,ema200_price_above,10,20,60,4.0,20,2,0.0,-0.7335,0.0,1.0,19.0,-1.47
4h,ema200_price_above,10,20,65,2.0,5,2,0.5,-0.2055,0.437,0.73,5.0,-0.41
4h,ema200_price_above,10,20,65,2.0,10,2,0.0,-0.3102,0.0,0.47,10.0,-0.62
4h,ema200_price_above,10,20,65,2.0,15,2,0.0,-0.5249,0.0,1.0,14.0,-1.05
4h,ema200_price_above,10,20,65,2.0,20,2,0.0,-1.0,0.0,1.0,16.5,-2.0
4h,ema200_price_above,10,20,65,3.0,5,2,0.5,-0.137,0.437,0.49,5.0,-0.27
4h,ema200_price_above,10,20,65,3.0,10,2,0.0,-0.2068,0.0,0.31,10.0,-0.41
4h,ema200_price_above,10,20,65,3.0,15,2,0.0,-0.5166,0.0,1.0,14.0,-1.03
4h,ema200_price_above,10,20,65,3.0,20,2,0.0,-0.8113,0.0,1.0,16.5,-1.62
4h,ema200_price_above,10,20,65,4.0,5,2,0.5,-0.1028,0.437,0.37,5.0,-0.21
4h,ema200_price_above,10,20,65,4.0,10,2,0.0,-0.1551,0.0,0.24,10.0,-0.31
4h,ema200_price_above,10,20,65,4.0,15,2,0.0,-0.2635,0.0,0.5,15.0,-0.53
4h,ema200_price_above,10,20,65,4.0,20,2,0.0,-0.7335,0.0,1.0,19.0,-1.47
4h,ema200_price_above,10,25,50,2.0,5,17,0.4706,-0.0248,0.8905,3.26,4.7,-0.42
4h,ema200_price_above,10,25,50,2.0,10,17,0.6471,0.1699,1.7179,3.21,8.2,2.89
4h,ema200_price_above,10,25,50,2.0,15,17,0.6471,0.132,1.4202,4.81,10.3,2.24
4h,ema200_price_above,10,25,50,2.0,20,17,0.5882,0.112,1.3173,5.34,11.2,1.9
4h,ema200_price_above,10,25,50,3.0,5,17,0.4706,-0.0493,0.732,2.73,4.8,-0.84
4h,ema200_price_above,10,25,50,3.0,10,17,0.6471,0.0776,1.4009,2.75,8.7,1.32
4h,ema200_price_above,10,25,50,3.0,15,17,0.6471,0.0601,1.2532,3.68,11.3,1.02
4h,ema200_price_above,10,25,50,3.0,20,17,0.5882,0.016,1.0546,4.56,13.1,0.27
4h,ema200_price_above,10,25,50,4.0,5,17,0.4706,-0.0517,0.6615,2.3,4.8,-0.88
4h,ema200_price_above,10,25,50,4.0,10,17,0.6471,0.0506,1.3315,2.19,8.8,0.86
4h,ema200_price_above,10,25,50,4.0,15,17,0.6471,0.041,1.2253,2.83,11.6,0.7
4h,ema200_price_above,10,25,50,4.0,20,17,0.5882,0.0111,1.0501,3.43,13.9,0.19
4h,ema200_price_above,10,25,55,2.0,5,17,0.4706,-0.0248,0.8905,3.26,4.7,-0.42
4h,ema200_price_above,10,25,55,2.0,10,17,0.5294,0.0913,1.3316,3.67,8.6,1.55
4h,ema200_price_above,10,25,55,2.0,15,17,0.5882,0.1461,1.4554,4.63,11.6,2.48
4h,ema200_price_above,10,25,55,2.0,20,17,0.4706,0.1359,1.382,5.11,13.2,2.31
4h,ema200_price_above,10,25,55,3.0,5,17,0.4706,-0.0493,0.732,2.73,4.8,-0.84
4h,ema200_price_above,10,25,55,3.0,10,17,0.5294,0.0251,1.1147,3.05,9.2,0.43
4h,ema200_price_above,10,25,55,3.0,15,17,0.5882,0.0695,1.2875,3.56,12.6,1.18
4h,ema200_price_above,10,25,55,3.0,20,17,0.4706,0.032,1.1081,4.4,15.1,0.54
4h,ema200_price_above,10,25,55,4.0,5,17,0.4706,-0.0517,0.6615,2.3,4.8,-0.88
4h,ema200_price_above,10,25,55,4.0,10,17,0.5294,0.0113,1.0657,2.42,9.2,0.19
4h,ema200_price_above,10,25,55,4.0,15,17,0.5882,0.0481,1.2592,2.74,12.9,0.82
4h,ema200_price_above,10,25,55,4.0,20,17,0.4706,0.0231,1.1035,3.32,15.8,0.39
4h,ema200_price_above,10,25,60,2.0,5,17,0.4706,-0.0248,0.8905,3.26,4.7,-0.42
4h,ema200_price_above,10,25,60,2.0,10,17,0.5294,0.0913,1.3316,3.67,8.6,1.55
4h,ema200_price_above,10,25,60,2.0,15,17,0.5882,0.158,1.4927,5.02,11.8,2.69
4h,ema200_price_above,10,25,60,2.0,20,17,0.4118,0.1151,1.3181,5.98,14.0,1.96
4h,ema200_price_above,10,25,60,3.0,5,17,0.4706,-0.0493,0.732,2.73,4.8,-0.84
4h,ema200_price_above,10,25,60,3.0,10,17,0.5294,0.0251,1.1147,3.05,9.2,0.43
4h,ema200_price_above,10,25,60,3.0,15,17,0.5882,0.0774,1.3204,3.82,12.8,1.32
4h,ema200_price_above,10,25,60,3.0,20,17,0.4118,0.0181,1.0603,4.98,15.9,0.31
4h,ema200_price_above,10,25,60,4.0,5,17,0.4706,-0.0517,0.6615,2.3,4.8,-0.88
4h,ema200_price_above,10,25,60,4.0,10,17,0.5294,0.0113,1.0657,2.42,9.2,0.19
4h,ema200_price_above,10,25,60,4.0,15,17,0.5882,0.054,1.2914,2.93,13.1,0.92
4h,ema200_price_above,10,25,60,4.0,20,17,0.4118,0.0126,1.056,3.75,16.6,0.21
4h,ema200_price_above,10,25,65,2.0,5,17,0.4706,-0.0248,0.8905,3.26,4.7,-0.42
4h,ema200_price_above,10,25,65,2.0,10,17,0.5294,0.0913,1.3316,3.67,8.6,1.55
4h,ema200_price_above,10,25,65,2.0,15,17,0.5882,0.158,1.4927,5.02,11.8,2.69
4h,ema200_price_above,10,25,65,2.0,20,17,0.4118,0.1151,1.3181,5.98,14.0,1.96
4h,ema200_price_above,10,25,65,3.0,5,17,0.4706,-0.0493,0.732,2.73,4.8,-0.84
4h,ema200_price_above,10,25,65,3.0,10,17,0.5294,0.0251,1.1147,3.05,9.2,0.43
4h,ema200_price_above,10,25,65,3.0,15,17,0.5882,0.0774,1.3204,3.82,12.8,1.32
4h,ema200_price_above,10,25,65,3.0,20,17,0.4118,0.0181,1.0603,4.98,15.9,0.31
4h,ema200_price_above,10,25,65,4.0,5,17,0.4706,-0.0517,0.6615,2.3,4.8,-0.88
4h,ema200_price_above,10,25,65,4.0,10,17,0.5294,0.0113,1.0657,2.42,9.2,0.19
4h,ema200_price_above,10,25,65,4.0,15,17,0.5882,0.054,1.2914,2.93,13.1,0.92
4h,ema200_price_above,10,25,65,4.0,20,17,0.4118,0.0126,1.056,3.75,16.6,0.21
4h,ema200_price_above,10,30,50,2.0,5,98,0.5918,0.0437,1.1836,8.19,4.4,4.28
4h,ema200_price_above,10,30,50,2.0,10,85,0.4706,-0.0051,0.9851,6.83,7.3,-0.43
4h,ema200_price_above,10,30,50,2.0,15,83,0.4819,-0.0657,0.8464,11.34,9.0,-5.45
4h,ema200_price_above,10,30,50,2.0,20,82,0.5244,-0.0465,0.8952,10.59,9.7,-3.81
4h,ema200_price_above,10,30,50,3.0,5,98,0.5918,0.0027,1.0149,6.62,4.5,0.27
4h,ema200_price_above,10,30,50,3.0,10,83,0.4699,-0.0403,0.8473,6.61,7.7,-3.35
4h,ema200_price_above,10,30,50,3.0,15,81,0.5185,-0.0382,0.8693,7.25,9.8,-3.1
4h,ema200_price_above,10,30,50,3.0,20,78,0.5641,-0.0379,0.8794,7.94,11.4,-2.96
4h,ema200_price_above,10,30,50,4.0,5,97,0.5979,-0.0086,0.9432,5.19,4.6,-0.83
4h,ema200_price_above,10,30,50,4.0,10,82,0.4756,-0.0448,0.7911,5.24,8.0,-3.68
4h,ema200_price_above,10,30,50,4.0,15,80,0.5125,-0.0584,0.7642,7.45,10.3,-4.67
4h,ema200_price_above,10,30,50,4.0,20,77,0.5714,-0.0531,0.7975,7.29,12.2,-4.09
4h,ema200_price_above,10,30,55,2.0,5,98,0.5816,0.0337,1.1417,8.19,4.5,3.31
4h,ema200_price_above,10,30,55,2.0,10,85,0.4471,-0.0717,0.7954,10.74,8.2,-6.1
4h,ema200_price_above,10,30,55,2.0,15,82,0.4268,-0.1411,0.6899,19.87,11.0,-11.57
4h,ema200_price_above,10,30,55,2.0,20,81,0.4074,-0.1664,0.6716,22.08,12.3,-13.48
4h,ema200_price_above,10,30,55,3.0,5,98,0.5816,-0.0039,0.979,6.62,4.6,-0.38
4h,ema200_price_above,10,30,55,3.0,10,83,0.4458,-0.0862,0.6832,10.02,8.6,-7.15
4h,ema200_price_above,10,30,55,3.0,15,80,0.45,-0.0883,0.7139,13.01,11.7,-7.07
4h,ema200_price_above,10,30,55,3.0,20,77,0.4416,-0.1174,0.667,15.61,14.2,-9.04
4h,ema200_price_above,10,30,55,4.0,5,97,0.5876,-0.0136,0.9099,5.19,4.7,-1.32
4h,ema200_price_above,10,30,55,4.0,10,82,0.4512,-0.0796,0.6391,8.43,8.8,-6.53
4h,ema200_price_above,10,30,55,4.0,15,79,0.443,-0.0937,0.6358,11.61,12.3,-7.4
4h,ema200_price_above,10,30,55,4.0,20,76,0.4474,-0.1085,0.6212,12.93,15.0,-8.25
4h,ema200_price_above,10,30,60,2.0,5,98,0.5816,0.0452,1.1899,7.79,4.6,4.43
4h,ema200_price_above,10,30,60,2.0,10,85,0.4471,-0.0616,0.8242,10.74,8.4,-5.24
4h,ema200_price_above,10,30,60,2.0,15,82,0.4024,-0.1507,0.6723,22.04,11.5,-12.35
4h,ema200_price_above,10,30,60,2.0,20,80,0.3625,-0.169,0.6842,23.38,13.1,-13.52
4h,ema200_price_above,10,30,60,3.0,5,98,0.5816,0.0038,1.0203,6.35,4.7,0.37
4h,ema200_price_above,10,30,60,3.0,10,83,0.4458,-0.0793,0.7086,10.12,8.8,-6.58
4h,ema200_price_above,10,30,60,3.0,15,80,0.4375,-0.0935,0.7003,14.56,12.3,-7.48
4h,ema200_price_above,10,30,60,3.0,20,76,0.3947,-0.1196,0.6835,17.68,14.9,-9.09
4h,ema200_price_above,10,30,60,4.0,5,97,0.5876,-0.0078,0.9483,4.99,4.8,-0.76
4h,ema200_price_above,10,30,60,4.0,10,82,0.4512,-0.0744,0.6628,8.51,9.1,-6.1
4h,ema200_price_above,10,30,60,4.0,15,79,0.4304,-0.0976,0.6242,12.77,12.8,-7.71
4h,ema200_price_above,10,30,60,4.0,20,75,0.4,-0.1105,0.639,14.48,15.7,-8.29
4h,ema200_price_above,10,30,65,2.0,5,98,0.5816,0.0474,1.1993,7.79,4.6,4.65
4h,ema200_price_above,10,30,65,2.0,10,85,0.4471,-0.0551,0.8429,11.2,8.5,-4.68
4h,ema200_price_above,10,30,65,2.0,15,82,0.4024,-0.1306,0.7158,20.21,11.9,-10.71
4h,ema200_price_above,10,30,65,2.0,20,79,0.3544,-0.1544,0.715,21.61,13.9,-12.2
4h,ema200_price_above,10,30,65,3.0,5,98,0.5816,0.0053,1.0284,6.35,4.7,0.51
4h,ema200_price_above,10,30,65,3.0,10,83,0.4458,-0.0748,0.725,9.43,8.9,-6.21
4h,ema200_price_above,10,30,65,3.0,15,80,0.4375,-0.084,0.7309,13.17,12.7,-6.72
4h,ema200_price_above,10,30,65,3.0,20,75,0.3733,-0.1164,0.6978,16.03,15.9,-8.73
4h,ema200_price_above,10,30,65,4.0,5,97,0.5876,-0.0067,0.9558,4.99,4.8,-0.65
4h,ema200_price_above,10,30,65,4.0,10,82,0.4512,-0.071,0.6782,7.81,9.2,-5.82
4h,ema200_price_above,10,30,65,4.0,15,79,0.4304,-0.0872,0.6642,11.48,13.2,-6.89
4h,ema200_price_above,10,30,65,4.0,20,74,0.3784,-0.1004,0.6704,12.66,16.8,-7.43
4h,ema200_price_above,14,10,50,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,50,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,55,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,60,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,10,65,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,50,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,55,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,60,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,15,65,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,50,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,55,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,2.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,3.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,3.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,3.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,3.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,4.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,4.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,4.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,60,4.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,65,2.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,65,2.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_above,14,20,65,2.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0
