date,regime,breadth_pct,btc_above_ema,entries,open_pos
2021-05-13,BULL,96.3,True,0,14
2021-05-14,BULL,96.3,True,0,14
2021-05-15,BULL,96.3,True,0,14
2021-05-16,BULL,96.3,True,0,14
2021-05-17,MIXED,88.9,False,0,14
2021-05-18,MIXED,92.6,False,0,14
2021-05-19,MIXED,51.9,False,1,13
2021-05-20,MIXED,85.2,False,0,13
2021-05-21,MIXED,48.1,False,0,13
2021-05-22,BEAR,37.0,False,0,13
2021-05-23,BEAR,25.9,False,0,11
2021-05-24,BEAR,44.4,False,0,10
2021-05-25,MIXED,48.1,False,1,10
2021-05-26,MIXED,59.3,False,0,9
2021-05-27,MIXED,51.9,False,0,9
2021-05-28,MIXED,46.4,False,0,9
2021-05-29,BEAR,32.1,False,0,9
2021-05-30,BEAR,42.9,False,0,8
2021-05-31,MIXED,53.6,False,0,7
2021-06-01,MIXED,53.6,False,0,7
2021-06-02,MIXED,60.7,False,0,5
2021-06-03,MIXED,75.0,False,0,4
2021-06-04,MIXED,64.3,False,0,3
2021-06-05,MIXED,50.0,False,0,3
2021-06-06,MIXED,46.4,False,0,3
2021-06-07,BEAR,39.3,False,0,3
2021-06-08,BEAR,32.1,False,1,4
2021-06-09,BEAR,42.9,False,0,3
2021-06-10,BEAR,39.3,False,0,3
2021-06-11,BEAR,28.6,False,1,4
2021-06-12,BEAR,28.6,False,0,4
2021-06-13,BEAR,32.1,False,0,4
2021-06-14,BEAR,39.3,False,0,4
2021-06-15,BEAR,32.1,False,1,4
2021-06-16,BEAR,32.1,False,0,4
2021-06-17,BEAR,35.7,False,0,4
2021-06-18,BEAR,32.1,False,0,4
2021-06-19,BEAR,25.0,False,2,6
2021-06-20,BEAR,25.0,False,0,6
2021-06-21,BEAR,7.1,False,0,4
2021-06-22,BEAR,7.1,False,0,2
2021-06-23,BEAR,10.7,False,0,2
2021-06-24,BEAR,14.3,False,0,2
2021-06-25,BEAR,10.7,False,0,2
2021-06-26,BEAR,10.7,False,0,2
2021-06-27,BEAR,10.7,False,0,2
2021-06-28,BEAR,14.3,False,0,2
2021-06-29,BEAR,17.9,False,0,2
2021-06-30,BEAR,17.9,False,0,2
2021-07-01,BEAR,17.9,False,0,2
2021-07-02,BEAR,14.3,False,0,1
2021-07-03,BEAR,14.3,False,0,1
2021-07-04,BEAR,17.9,False,0,1
2021-07-05,BEAR,17.9,False,0,1
2021-07-06,BEAR,21.4,False,0,0
2021-07-07,BEAR,21.4,False,0,0
2021-07-08,BEAR,17.9,False,0,0
2021-07-09,BEAR,17.9,False,0,0
2021-07-10,BEAR,17.9,False,0,0
2021-07-11,BEAR,17.9,False,0,0
2021-07-12,BEAR,14.3,False,1,1
2021-07-13,BEAR,10.7,False,0,1
2021-07-14,BEAR,10.7,False,0,1
2021-07-15,BEAR,10.7,False,0,1
2021-07-16,BEAR,10.7,False,2,3
2021-07-17,BEAR,7.1,False,0,3
2021-07-18,BEAR,10.7,False,0,3
2021-07-19,BEAR,0.0,False,0,3
2021-07-20,BEAR,0.0,False,0,3
2021-07-21,BEAR,7.1,False,0,3
2021-07-22,BEAR,7.1,False,0,3
2021-07-23,BEAR,10.7,False,0,3
2021-07-24,BEAR,14.3,False,0,3
2021-07-25,BEAR,17.9,False,1,4
2021-07-26,BEAR,21.4,False,0,4
2021-07-27,BEAR,25.0,False,0,4
2021-07-28,BEAR,25.0,False,0,4
2021-07-29,BEAR,32.1,False,0,4
2021-07-30,MIXED,39.3,True,3,7
2021-07-31,MIXED,42.9,True,2,9
2021-08-01,BEAR,32.1,False,0,9
2021-08-02,BEAR,35.7,False,0,8
2021-08-03,BEAR,28.6,False,0,7
2021-08-04,BEAR,35.7,False,0,7
2021-08-05,MIXED,42.9,True,2,9
2021-08-06,MIXED,46.4,True,3,10
2021-08-07,MIXED,53.6,True,4,14
2021-08-08,MIXED,46.4,True,0,14
2021-08-09,BULL,60.7,True,2,16
2021-08-10,BULL,60.7,True,0,16
2021-08-11,BULL,71.4,True,2,18
2021-08-12,BULL,71.4,True,0,18
2021-08-13,BULL,92.9,True,0,18
2021-08-14,BULL,92.9,True,0,18
2021-08-15,BULL,92.9,True,0,18
2021-08-16,BULL,89.3,True,0,18
2021-08-17,BULL,85.7,True,0,18
2021-08-18,BULL,78.6,True,0,18
2021-08-19,BULL,92.9,True,0,18
2021-08-20,BULL,92.9,True,0,18
2021-08-21,BULL,92.9,True,0,18
2021-08-22,BULL,92.9,True,0,18
2021-08-23,BULL,92.9,True,0,18
2021-08-24,BULL,92.9,True,0,18
2021-08-25,BULL,92.9,True,0,18
2021-08-26,BULL,85.7,True,0,18
2021-08-27,BULL,92.9,True,0,18
2021-08-28,BULL,92.9,True,0,18
2021-08-29,BULL,92.9,True,0,18
2021-08-30,BULL,85.7,True,0,18
2021-08-31,BULL,85.7,True,0,18
2021-09-01,BULL,92.9,True,0,18
2021-09-02,BULL,92.9,True,0,18
2021-09-03,BULL,92.9,True,0,18
2021-09-04,BULL,92.9,True,0,18
2021-09-05,BULL,92.9,True,0,18
2021-09-06,BULL,96.4,True,0,18
2021-09-07,BULL,85.7,True,1,17
2021-09-08,BULL,82.1,True,0,17
2021-09-09,BULL,82.1,True,0,17
2021-09-10,BULL,75.0,True,0,17
2021-09-11,BULL,78.6,True,0,17
2021-09-12,BULL,89.3,True,0,17
2021-09-13,BULL,82.1,True,0,17
2021-09-14,BULL,85.7,True,0,17
2021-09-15,BULL,92.9,True,0,17
2021-09-16,BULL,85.7,True,0,17
2021-09-17,BULL,85.7,True,0,17
2021-09-18,BULL,89.3,True,0,17
2021-09-19,BULL,82.1,True,0,17
2021-09-20,MIXED,53.6,True,0,17
2021-09-21,BEAR,35.7,False,0,13
2021-09-22,MIXED,53.6,True,0,13
2021-09-23,BULL,60.7,True,1,14
2021-09-24,BEAR,42.9,False,0,13
2021-09-25,BEAR,39.3,False,0,13
2021-09-26,MIXED,50.0,True,0,11
2021-09-27,BEAR,42.9,False,0,11
2021-09-28,BEAR,39.3,False,2,13
2021-09-29,BEAR,42.9,False,0,13
2021-09-30,MIXED,50.0,True,0,13
2021-10-01,BULL,60.7,True,0,13
2021-10-02,BULL,60.7,True,0,13
2021-10-03,BULL,60.7,True,0,13
2021-10-04,BULL,64.3,True,0,13
2021-10-05,BULL,71.4,True,1,14
2021-10-06,BULL,75.0,True,0,14
2021-10-07,BULL,78.6,True,2,16
2021-10-08,BULL,78.6,True,0,16
2021-10-09,BULL,82.1,True,0,16
2021-10-10,BULL,71.4,True,0,16
2021-10-11,BULL,75.0,True,0,15
2021-10-12,MIXED,53.6,True,0,14
2021-10-13,BULL,71.4,True,0,14
2021-10-14,BULL,75.0,True,1,15
2021-10-15,BULL,82.1,True,1,16
2021-10-16,BULL,82.1,True,0,16
2021-10-17,BULL,78.6,True,1,16
2021-10-18,BULL,82.1,True,0,16
2021-10-19,BULL,85.7,True,0,14
2021-10-20,BULL,89.3,True,1,15
2021-10-21,BULL,89.3,True,1,16
2021-10-22,BULL,89.3,True,0,16
2021-10-23,BULL,92.9,True,0,16
2021-10-24,BULL,89.3,True,0,16
2021-10-25,BULL,89.3,True,0,16
2021-10-26,BULL,92.9,True,0,16
2021-10-27,BULL,85.7,True,0,15
2021-10-28,BULL,85.7,True,1,16
2021-10-29,BULL,85.7,True,0,16
2021-10-30,BULL,82.1,True,0,16
2021-10-31,BULL,85.7,True,0,16
2021-11-01,BULL,85.7,True,0,16
2021-11-02,BULL,89.3,True,0,16
2021-11-03,BULL,92.9,True,0,16
2021-11-04,BULL,89.3,True,0,16
2021-11-05,BULL,89.3,True,0,16
2021-11-06,BULL,85.7,True,0,16
2021-11-07,BULL,85.7,True,0,16
2021-11-08,BULL,92.9,True,0,16
2021-11-09,BULL,92.9,True,0,16
2021-11-10,BULL,89.3,True,0,15
2021-11-11,BULL,89.3,True,0,15
2021-11-12,BULL,89.3,True,0,15
2021-11-13,BULL,89.3,True,1,16
2021-11-14,BULL,89.3,True,0,16
2021-11-15,BULL,85.7,True,0,16
2021-11-16,BULL,78.6,True,0,16
2021-11-17,BULL,78.6,True,0,16
2021-11-18,BULL,64.3,True,0,16
2021-11-19,BULL,75.0,True,0,16
2021-11-20,BULL,78.6,True,0,16
2021-11-21,BULL,75.0,True,0,16
2021-11-22,BULL,67.9,True,0,16
2021-11-23,BULL,67.9,True,0,15
2021-11-24,BULL,71.4,True,0,15
2021-11-25,BULL,75.0,True,0,15
2021-11-26,BULL,60.7,True,0,15
2021-11-27,BULL,64.3,True,0,15
2021-11-28,BULL,64.3,True,0,13
2021-11-29,BULL,67.9,True,0,12
2021-11-30,BULL,67.9,True,0,12
2021-12-01,BULL,67.9,True,0,12
2021-12-02,BULL,64.3,True,0,12
2021-12-03,BULL,57.1,True,0,12
2021-12-04,BEAR,32.1,False,0,4
2021-12-05,BEAR,25.0,False,1,4
2021-12-06,BEAR,25.0,False,1,5
2021-12-07,MIXED,32.1,True,1,6
2021-12-08,BEAR,28.6,False,0,6
2021-12-09,BEAR,25.0,False,0,6
2021-12-10,BEAR,25.0,False,0,5
2021-12-11,BEAR,28.6,False,1,6
2021-12-12,BEAR,28.6,False,0,6
2021-12-13,BEAR,21.4,False,0,5
2021-12-14,BEAR,21.4,False,0,5
2021-12-15,BEAR,25.0,False,0,5
2021-12-16,BEAR,21.4,False,0,5
2021-12-17,BEAR,21.4,False,0,5
2021-12-18,BEAR,28.6,False,0,5
2021-12-19,BEAR,28.6,False,0,5
2021-12-20,BEAR,28.6,False,0,5
2021-12-21,BEAR,28.6,False,0,5
2021-12-22,BEAR,32.1,False,0,5
2021-12-23,MIXED,39.3,True,1,6
2021-12-24,MIXED,35.7,True,0,6
2021-12-25,MIXED,35.7,True,0,6
2021-12-26,MIXED,35.7,True,1,6
2021-12-27,MIXED,35.7,True,0,5
2021-12-28,BEAR,25.0,False,0,2
2021-12-29,BEAR,25.0,False,0,2
2021-12-30,BEAR,25.0,False,0,2
2021-12-31,BEAR,25.0,False,0,2
2022-01-01,BEAR,25.0,False,1,3
2022-01-02,BEAR,28.6,False,0,3
2022-01-03,BEAR,28.6,False,0,3
2022-01-04,BEAR,28.6,False,0,3
2022-01-05,BEAR,28.6,False,1,4
2022-01-06,BEAR,25.0,False,2,6
2022-01-07,BEAR,17.9,False,0,6
2022-01-08,BEAR,17.9,False,1,7
2022-01-09,BEAR,17.9,False,0,7
2022-01-10,BEAR,17.9,False,0,7
2022-01-11,BEAR,17.9,False,1,8
2022-01-12,BEAR,25.0,False,0,8
2022-01-13,BEAR,21.4,False,0,8
2022-01-14,BEAR,25.0,False,0,8
2022-01-15,BEAR,25.0,False,0,8
2022-01-16,BEAR,25.0,False,0,8
2022-01-17,BEAR,17.9,False,0,8
2022-01-18,BEAR,17.9,False,0,8
2022-01-19,BEAR,10.7,False,0,8
2022-01-20,BEAR,10.7,False,0,5
2022-01-21,BEAR,7.1,False,6,8
2022-01-22,BEAR,7.1,False,5,11
2022-01-23,BEAR,7.1,False,0,11
2022-01-24,BEAR,7.1,False,1,12
2022-01-25,BEAR,7.1,False,0,12
2022-01-26,BEAR,7.1,False,0,12
2022-01-27,BEAR,7.1,False,0,12
2022-01-28,BEAR,7.1,False,0,12
2022-01-29,BEAR,10.7,False,1,13
2022-01-30,BEAR,3.6,False,0,13
2022-01-31,BEAR,3.6,False,0,13
2022-02-01,BEAR,10.7,False,0,13
2022-02-02,BEAR,3.6,False,0,13
2022-02-03,BEAR,7.1,False,0,13
2022-02-04,BEAR,10.7,False,0,13
2022-02-05,BEAR,10.7,False,0,13
2022-02-06,BEAR,10.7,False,0,13
2022-02-07,BEAR,10.7,False,0,13
2022-02-08,BEAR,14.3,False,0,13
2022-02-09,BEAR,14.3,False,0,13
2022-02-10,BEAR,14.3,False,0,13
2022-02-11,BEAR,7.1,False,0,7
2022-02-12,BEAR,7.1,False,0,2
2022-02-13,BEAR,7.1,False,0,2
2022-02-14,BEAR,7.1,False,0,1
2022-02-15,BEAR,10.7,False,0,1
2022-02-16,BEAR,7.1,False,0,1
2022-02-17,BEAR,7.1,False,0,1
2022-02-18,BEAR,7.1,False,0,1
2022-02-19,BEAR,7.1,False,0,0
2022-02-20,BEAR,3.6,False,0,0
2022-02-21,BEAR,0.0,False,0,0
2022-02-22,BEAR,3.6,False,0,0
2022-02-23,BEAR,0.0,False,0,0
2022-02-24,BEAR,3.6,False,0,0
2022-02-25,BEAR,3.6,False,0,0
2022-02-26,BEAR,7.1,False,0,0
2022-02-27,BEAR,3.6,False,0,0
2022-02-28,BEAR,7.1,False,0,0
2022-03-01,BEAR,10.7,False,0,0
2022-03-02,BEAR,10.7,False,0,0
2022-03-03,BEAR,10.7,False,1,1
2022-03-04,BEAR,10.7,False,0,1
2022-03-05,BEAR,10.7,False,0,1
2022-03-06,BEAR,3.6,False,0,0
2022-03-07,BEAR,0.0,False,0,0
2022-03-08,BEAR,3.6,False,1,1
2022-03-09,BEAR,14.3,False,0,1
2022-03-10,BEAR,7.1,False,0,1
2022-03-11,BEAR,7.1,False,0,1
2022-03-12,BEAR,7.1,False,0,1
2022-03-13,BEAR,3.6,False,0,1
2022-03-14,BEAR,7.1,False,0,1
2022-03-15,BEAR,3.6,False,0,1
2022-03-16,BEAR,14.3,False,0,1
2022-03-17,BEAR,10.7,False,0,1
2022-03-18,BEAR,14.3,False,0,1
2022-03-19,BEAR,14.3,False,0,1
2022-03-20,BEAR,10.7,False,0,1
2022-03-21,BEAR,10.7,False,0,1
2022-03-22,BEAR,10.7,False,0,1
2022-03-23,BEAR,10.7,False,1,2
2022-03-24,BEAR,17.9,False,0,2
2022-03-25,BEAR,10.7,False,0,2
2022-03-26,BEAR,14.3,False,0,2
2022-03-27,MIXED,28.6,True,3,5
2022-03-28,MIXED,25.0,True,0,5
2022-03-29,MIXED,39.3,True,2,7
2022-03-30,MIXED,46.4,True,2,9
2022-03-31,MIXED,32.1,True,0,9
2022-04-01,MIXED,42.9,True,0,8
2022-04-02,MIXED,35.7,True,0,8
2022-04-03,MIXED,42.9,True,0,8
2022-04-04,MIXED,39.3,True,0,8
2022-04-05,MIXED,39.3,True,1,9
2022-04-06,BEAR,10.7,False,0,6
2022-04-07,BEAR,17.9,False,0,6
2022-04-08,BEAR,14.3,False,0,5
2022-04-09,BEAR,14.3,False,0,5
2022-04-10,BEAR,14.3,False,0,4
2022-04-11,BEAR,3.6,False,0,2
2022-04-12,BEAR,3.6,False,0,2
2022-04-13,BEAR,10.7,False,0,2
2022-04-14,BEAR,3.6,False,0,2
2022-04-15,BEAR,7.1,False,0,2
2022-04-16,BEAR,7.1,False,0,2
2022-04-17,BEAR,3.6,False,0,2
2022-04-18,BEAR,10.7,False,0,2
2022-04-19,BEAR,10.7,False,0,2
2022-04-20,BEAR,10.7,False,0,2
2022-04-21,BEAR,7.1,False,0,2
2022-04-22,BEAR,7.1,False,0,2
2022-04-23,BEAR,7.1,False,0,2
2022-04-24,BEAR,7.1,False,0,2
2022-04-25,BEAR,7.1,False,0,2
2022-04-26,BEAR,3.6,False,0,2
2022-04-27,BEAR,7.1,False,0,2
2022-04-28,BEAR,3.6,False,0,2
2022-04-29,BEAR,0.0,False,0,2
2022-04-30,BEAR,0.0,False,2,2
2022-05-01,BEAR,3.6,False,0,2
2022-05-02,BEAR,3.6,False,0,2
2022-05-03,BEAR,7.1,False,0,2
2022-05-04,BEAR,7.1,False,1,3
2022-05-05,BEAR,3.6,False,0,2
2022-05-06,BEAR,3.6,False,0,2
2022-05-07,BEAR,3.6,False,0,2
2022-05-08,BEAR,3.6,False,0,2
2022-05-09,BEAR,3.6,False,7,9
2022-05-10,BEAR,3.6,False,0,8
2022-05-11,BEAR,3.6,False,7,14
2022-05-12,BEAR,0.0,False,2,14
2022-05-13,BEAR,3.6,False,0,14
2022-05-14,BEAR,3.6,False,0,14
2022-05-15,BEAR,3.6,False,0,14
2022-05-16,BEAR,0.0,False,0,14
2022-05-17,BEAR,3.6,False,0,14
2022-05-18,BEAR,0.0,False,0,14
2022-05-19,BEAR,3.6,False,0,14
2022-05-20,BEAR,0.0,False,0,14
2022-05-21,BEAR,3.6,False,0,14
2022-05-22,BEAR,3.6,False,0,14
2022-05-23,BEAR,3.6,False,0,14
2022-05-24,BEAR,3.6,False,0,14
2022-05-25,BEAR,3.6,False,0,14
2022-05-26,BEAR,3.6,False,0,14
2022-05-27,BEAR,3.6,False,0,13
2022-05-28,BEAR,3.6,False,0,13
2022-05-29,BEAR,3.6,False,0,13
2022-05-30,BEAR,3.6,False,0,9
2022-05-31,BEAR,3.6,False,0,9
2022-06-01,BEAR,3.6,False,0,2
2022-06-02,BEAR,3.6,False,0,0
2022-06-03,BEAR,3.6,False,0,0
2022-06-04,BEAR,3.6,False,0,0
2022-06-05,BEAR,3.6,False,0,0
2022-06-06,BEAR,3.6,False,0,0
2022-06-07,BEAR,3.6,False,0,0
2022-06-08,BEAR,3.6,False,0,0
2022-06-09,BEAR,3.6,False,0,0
2022-06-10,BEAR,3.6,False,0,0
2022-06-11,BEAR,3.6,False,0,0
2022-06-12,BEAR,3.6,False,0,0
2022-06-13,BEAR,0.0,False,11,11
2022-06-14,BEAR,0.0,False,2,13
2022-06-15,BEAR,0.0,False,0,13
2022-06-16,BEAR,0.0,False,1,14
2022-06-17,BEAR,0.0,False,0,14
2022-06-18,BEAR,0.0,False,0,14
2022-06-19,BEAR,0.0,False,0,14
2022-06-20,BEAR,0.0,False,0,14
2022-06-21,BEAR,0.0,False,0,14
2022-06-22,BEAR,0.0,False,0,14
2022-06-23,BEAR,0.0,False,0,14
2022-06-24,BEAR,0.0,False,0,14
2022-06-25,BEAR,0.0,False,0,14
2022-06-26,BEAR,0.0,False,0,14
2022-06-27,BEAR,0.0,False,0,14
2022-06-28,BEAR,0.0,False,0,14
2022-06-29,BEAR,0.0,False,0,14
2022-06-30,BEAR,0.0,False,0,14
2022-07-01,BEAR,0.0,False,0,14
2022-07-02,BEAR,0.0,False,0,14
2022-07-03,BEAR,0.0,False,0,14
2022-07-04,BEAR,0.0,False,0,3
2022-07-05,BEAR,0.0,False,0,1
2022-07-06,BEAR,0.0,False,0,1
2022-07-07,BEAR,0.0,False,0,0
2022-07-08,BEAR,0.0,False,0,0
2022-07-09,BEAR,0.0,False,0,0
2022-07-10,BEAR,0.0,False,0,0
2022-07-11,BEAR,0.0,False,0,0
2022-07-12,BEAR,0.0,False,0,0
2022-07-13,BEAR,0.0,False,0,0
2022-07-14,BEAR,0.0,False,0,0
2022-07-15,BEAR,0.0,False,0,0
2022-07-16,BEAR,0.0,False,0,0
2022-07-17,BEAR,0.0,False,0,0
2022-07-18,BEAR,0.0,False,0,0
2022-07-19,BEAR,0.0,False,0,0
2022-07-20,BEAR,0.0,False,0,0
2022-07-21,BEAR,0.0,False,0,0
2022-07-22,BEAR,0.0,False,0,0
2022-07-23,BEAR,0.0,False,0,0
2022-07-24,BEAR,0.0,False,0,0
2022-07-25,BEAR,0.0,False,0,0
2022-07-26,BEAR,0.0,False,0,0
2022-07-27,BEAR,0.0,False,0,0
2022-07-28,BEAR,3.6,False,1,1
2022-07-29,BEAR,0.0,False,0,1
2022-07-30,BEAR,0.0,False,0,1
2022-07-31,BEAR,0.0,False,0,1
2022-08-01,BEAR,0.0,False,0,1
2022-08-02,BEAR,0.0,False,0,1
2022-08-03,BEAR,0.0,False,0,1
2022-08-04,BEAR,0.0,False,0,1
2022-08-05,BEAR,0.0,False,0,1
2022-08-06,BEAR,0.0,False,0,1
2022-08-07,BEAR,0.0,False,0,1
2022-08-08,BEAR,0.0,False,0,1
2022-08-09,BEAR,0.0,False,0,1
2022-08-10,BEAR,3.6,False,0,1
2022-08-11,BEAR,0.0,False,0,1
2022-08-12,BEAR,3.6,False,0,1
2022-08-13,BEAR,0.0,False,0,1
2022-08-14,BEAR,3.6,False,1,2
2022-08-15,BEAR,3.6,False,0,2
2022-08-16,BEAR,3.6,False,0,2
2022-08-17,BEAR,3.6,False,0,2
2022-08-18,BEAR,3.6,False,0,1
2022-08-19,BEAR,3.6,False,0,1
2022-08-20,BEAR,3.6,False,0,1
2022-08-21,BEAR,3.6,False,0,1
2022-08-22,BEAR,3.6,False,0,1
2022-08-23,BEAR,3.6,False,0,1
2022-08-24,BEAR,3.6,False,0,1
2022-08-25,BEAR,3.6,False,0,1
2022-08-26,BEAR,3.6,False,0,1
2022-08-27,BEAR,3.6,False,0,1
2022-08-28,BEAR,3.6,False,0,1
2022-08-29,BEAR,3.6,False,0,1
2022-08-30,BEAR,3.6,False,0,1
2022-08-31,BEAR,3.6,False,0,1
2022-09-01,BEAR,3.6,False,0,1
2022-09-02,BEAR,3.6,False,0,1
2022-09-03,BEAR,3.6,False,0,1
2022-09-04,BEAR,3.6,False,0,1
2022-09-05,BEAR,3.6,False,0,1
2022-09-06,BEAR,3.6,False,0,1
2022-09-07,BEAR,3.6,False,0,1
2022-09-08,BEAR,3.6,False,0,1
2022-09-09,BEAR,7.1,False,1,2
2022-09-10,BEAR,7.1,False,0,2
2022-09-11,BEAR,7.1,False,0,2
2022-09-12,BEAR,7.1,False,0,2
2022-09-13,BEAR,3.6,False,0,2
2022-09-14,BEAR,3.6,False,0,1
2022-09-15,BEAR,3.6,False,0,1
2022-09-16,BEAR,7.1,False,0,1
2022-09-17,BEAR,7.1,False,0,1
2022-09-18,BEAR,3.6,False,0,1
2022-09-19,BEAR,7.1,False,0,1
2022-09-20,BEAR,3.6,False,0,1
2022-09-21,BEAR,3.6,False,0,1
2022-09-22,BEAR,7.1,False,1,2
2022-09-23,BEAR,7.1,False,0,2
2022-09-24,BEAR,7.1,False,0,2
2022-09-25,BEAR,7.1,False,0,2
2022-09-26,BEAR,3.6,False,0,2
2022-09-27,BEAR,3.6,False,0,2
2022-09-28,BEAR,3.6,False,0,2
2022-09-29,BEAR,7.1,False,0,2
2022-09-30,BEAR,7.1,False,0,2
2022-10-01,BEAR,7.1,False,0,2
2022-10-02,BEAR,3.6,False,0,2
2022-10-03,BEAR,3.6,False,0,2
2022-10-04,BEAR,7.1,False,0,2
2022-10-05,BEAR,7.1,False,0,2
2022-10-06,BEAR,7.1,False,0,2
