entry_date,exit_date,symbol,system,entry_price,exit_price,bars_held,net_r,pnl_usdt,exit_reason,regime_entry
2023-07-02,2023-07-05,LTC_USDT,Donchian,113.58,98.97857143,2,-1.0,-123.5378,stop,Donchian
2023-07-03,2023-07-05,GRT_USDT,Donchian,0.1352,0.1169,1,-1.0,-124.0276,stop,Donchian
2023-03-14,2023-07-13,BTC_USDT,Donchian,24670.41,31454.23,120,2.9673,358.2726,backstop,Donchian
2023-03-14,2023-07-13,ETH_USDT,Donchian,1699.4,2004.49,120,1.932,233.2687,backstop,Donchian
2023-06-30,2023-07-15,BCH_USDT,Donchian,304.2,245.67142857,14,-1.0,-119.9783,stop,Donchian
2023-07-13,2023-07-17,ETH_USDT,Donchian,2004.49,1882.37285714,3,-1.0,-125.2858,stop,Donchian
2023-07-13,2023-07-17,LINK_USDT,Donchian,7.124,6.46571429,3,-1.0,-125.2858,stop,Donchian
2023-07-20,2023-07-24,LINK_USDT,Donchian,8.361,7.44557143,3,-1.0,-124.3594,stop,Donchian
2023-07-01,2023-08-01,INJ_USDT,Donchian,8.863,7.602,30,-1.0,-123.2883,stop,Donchian
2023-07-04,2023-08-01,AAVE_USDT,Donchian,77.08,63.40571429,27,-1.0,-124.0276,stop,Donchian
2023-07-13,2023-08-03,SOL_USDT,Donchian,26.01,22.5,20,-1.0,-125.2858,stop,Donchian
2023-07-18,2023-08-03,LTC_USDT,ConsecDownDays,91.56,80.70428571,15,-1.0,-124.3594,stop,ConsecDownDays
2023-07-17,2023-08-07,BCH_USDT,ConsecDownDays,241.9,237.7,20,-0.0972,-12.0905,time_exit,ConsecDownDays
2023-07-18,2023-08-08,BTC_USDT,ConsecDownDays,29859.13,29770.42,20,-0.0543,-6.7492,time_exit,ConsecDownDays
2023-07-18,2023-08-08,ETH_USDT,ConsecDownDays,1897.21,1856.3,20,-0.3453,-42.9411,time_exit,ConsecDownDays
2023-08-07,2023-08-08,LPT_USDT,Donchian,5.88,5.13571429,0,-1.0,-122.7759,stop,Donchian
2023-08-08,2023-08-11,HBAR_USDT,Donchian,0.0621,0.05657143,2,-1.0,-122.3447,stop,Donchian
2023-07-25,2023-08-15,DOGE_USDT,Donchian,0.08185,0.07099857,20,-1.0,-124.0485,stop,Donchian
2023-08-12,2023-08-16,LPT_USDT,Donchian,7.9,6.37285714,3,-1.0,-122.0388,stop,Donchian
2023-05-28,2023-08-17,XRP_USDT,Donchian,0.482,0.44791429,80,-1.0,-122.6403,stop,Donchian
2023-07-01,2023-08-17,TRX_USDT,Donchian,0.07726,0.07305286,46,-1.0,-123.2883,stop,Donchian
2023-07-13,2023-08-17,UNI_USDT,Donchian,5.873,5.20442857,34,-1.0,-125.2858,stop,Donchian
2023-08-14,2023-08-17,HBAR_USDT,Donchian,0.0654,0.05824286,2,-1.0,-122.0388,stop,Donchian
2023-08-01,2023-08-22,ARKM_USDT,RSI_MR,0.5064,0.3945,20,-0.585,-72.2107,time_exit,RSI_MR
2023-08-16,2023-09-06,SUI_USDT,RSI_MR,0.5271,0.4817,20,-0.4918,-59.7159,time_exit,RSI_MR
2023-08-17,2023-09-07,ARB_USDT,RSI_MR,0.9845,0.9132,20,-0.5178,-87.1272,time_exit,RSI_MR
2023-08-17,2023-09-07,ATOM_USDT,RSI_MR,7.387,6.948,20,-0.4407,-74.1498,time_exit,RSI_MR
2023-08-17,2023-09-07,AVAX_USDT,RSI_MR,10.57,10.1,20,-0.3338,-56.1743,time_exit,RSI_MR
2023-08-17,2023-09-07,BCH_USDT,RSI_MR,184.2,193.6,20,0.2294,38.6051,time_exit,RSI_MR
2023-08-17,2023-09-07,BNB_USDT,RSI_MR,218.1,217.1,20,-0.066,-11.1067,time_exit,RSI_MR
2023-08-17,2023-09-07,BTC_USDT,RSI_MR,26623.41,26255.0,20,-0.1793,-30.1731,time_exit,RSI_MR
2023-08-17,2023-09-07,CHZ_USDT,RSI_MR,0.0626,0.0596,20,-0.2966,-49.9096,time_exit,RSI_MR
2023-08-17,2023-09-07,DASH_USDT,RSI_MR,25.74,26.08,20,0.0713,12.0046,time_exit,RSI_MR
2023-08-17,2023-09-07,DOT_USDT,RSI_MR,4.429,4.294,20,-0.2529,-42.5564,time_exit,RSI_MR
2023-08-17,2023-09-07,ETH_USDT,RSI_MR,1681.49,1648.11,20,-0.2579,-43.3907,time_exit,RSI_MR
2023-08-17,2023-09-07,FIL_USDT,RSI_MR,3.438,3.265,20,-0.3069,-51.6333,time_exit,RSI_MR
2023-08-17,2023-09-07,GRT_USDT,RSI_MR,0.0882,0.0876,20,-0.0378,-6.3668,time_exit,RSI_MR
2023-08-22,2023-09-12,LTC_USDT,RSI_MR,64.83,59.96,20,-0.4056,-68.1492,time_exit,RSI_MR
2023-09-09,2023-09-30,LPT_USDT,ConsecDownDays,6.35,5.44,20,-0.6131,-72.8692,time_exit,ConsecDownDays
2023-09-11,2023-10-02,ARB_USDT,RSI_MR,0.7623,0.9312,20,1.2551,208.8454,time_exit,RSI_MR
2023-09-11,2023-10-02,CHZ_USDT,RSI_MR,0.0551,0.0616,20,1.0145,168.8096,time_exit,RSI_MR
2023-09-11,2023-10-02,DOT_USDT,RSI_MR,3.989,4.12,20,0.301,50.086,time_exit,RSI_MR
2023-09-11,2023-10-02,GRT_USDT,RSI_MR,0.0785,0.0885,20,0.8485,141.1862,time_exit,RSI_MR
2023-10-01,2023-10-03,AAVE_USDT,Donchian,72.21,65.30142857,1,-1.0,-118.5032,stop,Donchian
2023-10-01,2023-10-03,LPT_USDT,Donchian,6.68,6.00142857,1,-1.0,-118.5032,stop,Donchian
2023-10-01,2023-10-04,POND_USDT,Donchian,0.00871,0.00817143,2,-1.0,-118.5032,stop,Donchian
2023-09-14,2023-10-05,ICP_USDT,RSI_MR,2.921,3.054,20,0.3517,58.4304,time_exit,RSI_MR
2023-09-17,2023-10-08,PEPE_USDT,RSI_MR,6.2e-07,7.1e-07,20,0.6,99.6957,time_exit,RSI_MR
2023-10-01,2023-10-09,SOL_USDT,Donchian,23.87,21.83,7,-1.0,-118.5032,stop,Donchian
2023-09-27,2023-10-11,BCH_USDT,Donchian,229.4,207.02857143,13,-1.0,-118.6854,stop,Donchian
2023-10-01,2023-10-11,BTC_USDT,Donchian,27992.57,26763.78428571,9,-1.0,-118.5032,stop,Donchian
2023-10-23,2023-10-27,BCH_USDT,Donchian,262.0,235.85714286,3,-1.0,-118.5428,stop,Donchian
2023-10-26,2023-10-31,DOGE_USDT,Donchian,0.07185,0.06582857,4,-1.0,-118.5428,stop,Donchian
2023-10-30,2023-10-31,PHA_USDT,Donchian,0.1115,0.10151429,0,-1.0,-118.2465,stop,Donchian
2023-10-26,2023-11-09,WLD_USDT,Donchian,1.854,1.55571429,13,-1.0,-118.5428,stop,Donchian
2023-11-01,2023-11-09,NEAR_USDT,Donchian,1.527,1.366,7,-1.0,-164.7163,stop,Donchian
2023-10-23,2024-01-03,ZEN_USDT,Donchian,8.78,7.93285714,71,-1.0,-118.5428,stop,Donchian
2023-10-24,2024-01-03,XRP_USDT,Donchian,0.5588,0.51692857,70,-1.0,-118.5428,stop,Donchian
2023-09-06,2024-01-05,TRX_USDT,Donchian,0.07893,0.10438,120,9.8534,1181.0387,backstop,Donchian
2023-09-19,2024-01-18,LINK_USDT,Donchian,6.846,14.658,120,13.5726,1610.8688,backstop,Donchian
2023-09-30,2024-01-29,INJ_USDT,Donchian,7.661,37.41,120,47.3602,5612.3401,backstop,Donchian
2024-01-08,2024-01-29,ZEC_USDT,RSI_MR,21.25,22.99,20,0.238,28.3929,time_exit,RSI_MR
2024-01-20,2024-02-10,WLD_USDT,ConsecDownDays,2.498,2.488,20,-0.0172,-2.9719,time_exit,ConsecDownDays
2023-10-19,2024-02-17,SOL_USDT,Donchian,24.93,108.92,120,34.3016,4066.2123,backstop,Donchian
2023-10-22,2024-02-20,AAVE_USDT,Donchian,79.27,93.85,120,1.9436,230.4034,backstop,Donchian
2023-10-23,2024-02-21,BTC_USDT,Donchian,33069.99,51849.39,120,8.2177,974.1527,backstop,Donchian
2023-10-23,2024-02-21,ETH_USDT,Donchian,1765.46,2967.9,120,11.8845,1408.8224,backstop,Donchian
2023-10-23,2024-02-21,FET_USDT,Donchian,0.2515,1.1455,120,36.4261,4318.0498,backstop,Donchian
2023-10-23,2024-02-21,PENDLE_USDT,Donchian,0.8195,2.5677,120,21.0373,2493.8214,backstop,Donchian
2023-10-24,2024-02-22,POND_USDT,Donchian,0.00918,0.02215,120,11.3346,1343.6333,backstop,Donchian
2023-10-25,2024-02-23,APT_USDT,Donchian,6.9175,9.1204,120,2.6218,310.794,backstop,Donchian
2024-02-10,2024-02-23,AVAX_USDT,Donchian,40.2,35.72,12,-1.0,-192.3989,stop,Donchian
2023-10-29,2024-02-27,GRT_USDT,Donchian,0.1061,0.2797,120,14.2129,1680.6211,backstop,Donchian
2023-10-30,2024-02-28,ADA_USDT,Donchian,0.3031,0.6287,120,13.755,1626.4776,backstop,Donchian
2024-02-21,2024-02-28,ALT_USDT,Donchian,0.54031,0.43899857,6,-1.0,-239.619,stop,Donchian
2023-11-01,2024-03-01,ARB_USDT,Donchian,1.0404,1.988,120,8.0824,1331.2977,backstop,Donchian
2023-11-02,2024-03-02,HBAR_USDT,Donchian,0.0555,0.1154,120,10.8346,1274.7423,backstop,Donchian
2024-03-01,2024-03-05,ADA_USDT,Donchian,0.7195,0.63578571,3,-1.0,-260.1319,stop,Donchian
2024-03-02,2024-03-05,AAVE_USDT,Donchian,116.02,101.93428571,2,-1.0,-264.5935,stop,Donchian
2023-11-09,2024-03-09,ATOM_USDT,Donchian,9.023,13.347,120,4.228,692.223,backstop,Donchian
2024-02-23,2024-03-15,AVAX_USDT,ConsecDownDays,35.92,58.36,20,4.6667,1142.102,time_exit,ConsecDownDays
2024-02-23,2024-03-15,INJ_USDT,ConsecDownDays,32.93,44.48,20,1.9068,466.6726,time_exit,ConsecDownDays
2024-03-09,2024-03-16,GRT_USDT,Donchian,0.4522,0.36327143,6,-1.0,-265.1797,stop,Donchian
2024-01-04,2024-03-19,TIA_USDT,Donchian,15.6324,11.62935714,74,-1.0,-162.8951,stop,Donchian
2024-03-15,2024-03-19,SEI_USDT,Donchian,1.0534,0.80797143,3,-1.0,-270.8104,stop,Donchian
2024-03-06,2024-03-20,AAVE_USDT,Donchian,127.53,106.13857143,13,-1.0,-262.7569,stop,Donchian
2024-03-16,2024-04-06,ICP_USDT,ConsecDownDays,12.234,17.032,20,1.4302,385.9762,time_exit,ConsecDownDays
2024-03-19,2024-04-09,TRX_USDT,RSI_MR,0.11244,0.12109,20,0.8043,154.1709,time_exit,RSI_MR
2024-02-01,2024-04-12,LINK_USDT,Donchian,17.19,15.19371429,70,-1.0,-192.4093,stop,Donchian
2024-02-22,2024-04-12,FIL_USDT,Donchian,8.068,6.91457143,49,-1.0,-244.3218,stop,Donchian
2024-02-28,2024-04-12,APT_USDT,Donchian,12.3656,10.58847143,43,-1.0,-255.4723,stop,Donchian
2024-03-15,2024-04-12,SOL_USDT,Donchian,183.95,154.69142857,27,-1.0,-270.8104,stop,Donchian
2024-03-06,2024-04-13,NEAR_USDT,Donchian,5.895,4.73714286,37,-1.0,-262.7569,stop,Donchian
2024-04-06,2024-04-13,FIDA_USDT,RSI_MR,0.4675,0.29926429,6,-1.0,-191.9968,stop,RSI_MR
2024-02-28,2024-05-01,BTC_USDT,Donchian,62432.1,58369.60571429,62,-1.0,-255.4723,stop,Donchian
2024-04-12,2024-05-03,TIA_USDT,RSI_MR,8.83,10.13,20,0.3889,73.8791,time_exit,RSI_MR
2024-04-13,2024-05-04,APT_USDT,RSI_MR,8.7733,9.12,20,0.0755,14.2525,time_exit,RSI_MR
2024-04-13,2024-05-04,ARB_USDT,RSI_MR,1.0314,1.0615,20,0.0774,14.6073,time_exit,RSI_MR
2024-04-13,2024-05-04,ATOM_USDT,RSI_MR,8.07,8.693,20,0.2739,51.7206,time_exit,RSI_MR
2024-04-13,2024-05-04,FIDA_USDT,RSI_MR,0.2986,0.3078,20,0.0481,9.088,time_exit,RSI_MR
2024-04-13,2024-05-04,GRT_USDT,ConsecDownDays,0.2346,0.2753,20,0.6437,121.5542,time_exit,ConsecDownDays
2024-04-13,2024-05-04,ICP_USDT,ConsecDownDays,12.348,13.164,20,0.247,46.642,time_exit,ConsecDownDays
2024-04-13,2024-05-04,LINK_USDT,RSI_MR,13.288,14.316,20,0.2632,49.6965,time_exit,RSI_MR
2024-04-13,2024-05-04,NEAR_USDT,ConsecDownDays,5.215,6.864,20,1.0387,196.1446,time_exit,ConsecDownDays
2024-04-13,2024-05-04,SEI_USDT,RSI_MR,0.4917,0.5643,20,0.3439,64.9394,time_exit,RSI_MR
2024-01-11,2024-05-11,SUI_USDT,Donchian,1.0927,0.9944,120,-0.4057,-67.7588,backstop,Donchian
2024-05-03,2024-05-14,SAGA_USDT,RSI_MR,3.4142,2.19862143,10,-1.0,-188.3839,stop,RSI_MR
2024-05-01,2024-05-22,DOGE_USDT,ConsecDownDays,0.13021,0.16628,20,1.6972,319.4085,time_exit,ConsecDownDays
2024-05-09,2024-05-23,TRX_USDT,Donchian,0.1262,0.11999714,13,-1.0,-189.8055,stop,Donchian
2024-05-16,2024-05-23,JTO_USDT,Donchian,4.537,3.68257143,6,-1.0,-189.1651,stop,Donchian
2024-05-04,2024-05-25,TAO_USDT,RSI_MR,446.6,424.5,20,-0.1745,-33.1223,time_exit,RSI_MR
2024-05-08,2024-05-29,ICP_USDT,ConsecDownDays,12.024,12.073,20,0.0285,5.4005,time_exit,ConsecDownDays
2024-05-14,2024-06-04,SAGA_USDT,RSI_MR,2.2307,2.8012,20,0.6548,123.8584,time_exit,RSI_MR
2024-05-14,2024-06-04,SUI_USDT,RSI_MR,0.8964,1.054,20,0.7415,140.2608,time_exit,RSI_MR
2024-05-24,2024-06-04,ZEC_USDT,Donchian,27.75,25.22428571,10,-1.0,-264.6227,stop,Donchian
2024-05-15,2024-06-07,NEAR_USDT,Donchian,8.052,6.855,22,-1.0,-189.1651,stop,Donchian
2024-06-06,2024-06-07,PHA_USDT,Donchian,0.2173,0.1947,0,-1.0,-264.5239,stop,Donchian
2024-05-17,2024-06-11,SOL_USDT,Donchian,169.44,149.19571429,24,-1.0,-189.1651,stop,Donchian
2024-05-24,2024-06-11,UNI_USDT,Donchian,10.213,8.82271429,17,-1.0,-264.6227,stop,Donchian
2024-06-12,2024-06-15,INJ_USDT,Donchian,31.24,25.61571429,2,-1.0,-186.677,stop,Donchian
2024-02-17,2024-06-17,ARKM_USDT,Donchian,0.8667,1.691,120,7.1017,1467.421,backstop,Donchian
2024-05-30,2024-06-17,ORDI_USDT,Donchian,49.17,40.28,17,-1.0,-264.5257,stop,Donchian
2024-03-24,2024-06-18,BCH_USDT,Donchian,485.1,390.24285714,85,-1.0,-267.4447,stop,Donchian
2024-05-16,2024-06-18,LINK_USDT,Donchian,15.516,13.97057143,32,-1.0,-189.1651,stop,Donchian
2024-06-16,2024-06-18,UNI_USDT,Donchian,11.984,9.81785714,1,-1.0,-186.2103,stop,Donchian
2024-02-21,2024-06-21,BNB_USDT,Donchian,379.2,586.1,120,7.2779,1743.9208,backstop,Donchian
2024-02-21,2024-06-21,FET_USDT,Donchian,1.1455,1.589,120,2.5638,614.3342,backstop,Donchian
2024-05-15,2024-06-24,BTC_USDT,Donchian,66206.5,61015.17285714,39,-1.0,-189.1651,stop,Donchian
2024-06-14,2024-07-03,ALT_USDT,RSI_MR,0.227,0.14912857,18,-1.0,-186.677,stop,RSI_MR
2024-07-01,2024-07-03,AAVE_USDT,Donchian,98.34,86.39285714,1,-1.0,-193.0332,stop,Donchian
2024-05-09,2024-07-04,LPT_USDT,Donchian,17.118,14.173,55,-1.0,-189.8055,stop,Donchian
2024-06-17,2024-07-05,SAGA_USDT,RSI_MR,1.5782,0.90112143,17,-1.0,-189.2175,stop,RSI_MR
2024-06-17,2024-07-05,WLD_USDT,RSI_MR,3.027,1.85914286,17,-1.0,-189.2175,stop,RSI_MR
2024-06-18,2024-07-09,DASH_USDT,RSI_MR,23.11,24.09,20,0.2018,37.8643,time_exit,RSI_MR
2024-06-18,2024-07-09,NEAR_USDT,RSI_MR,4.727,4.533,20,-0.1229,-23.0555,time_exit,RSI_MR
2024-06-18,2024-07-09,ZEN_USDT,RSI_MR,6.29,10.87,20,2.3232,435.8544,time_exit,RSI_MR
2024-07-09,2024-07-12,ZEN_USDT,Donchian,10.87,8.80428571,2,-1.0,-191.79,stop,Donchian
2024-03-25,2024-07-24,PENDLE_USDT,Donchian,4.0049,3.768,120,-0.28,-74.8757,backstop,Donchian
2024-07-03,2024-07-24,ALT_USDT,RSI_MR,0.1478,0.139,20,-0.1887,-36.2511,time_exit,RSI_MR
2024-07-14,2024-07-24,AAVE_USDT,Donchian,104.4,90.48571429,9,-1.0,-191.3105,stop,Donchian
2024-07-04,2024-07-25,ARB_USDT,RSI_MR,0.6793,0.6984,20,0.1535,41.182,time_exit,RSI_MR
2024-07-04,2024-07-25,CHZ_USDT,RSI_MR,0.0626,0.0668,20,0.3081,82.6562,time_exit,RSI_MR
2024-07-04,2024-07-25,ICP_USDT,RSI_MR,6.68,9.92,20,2.5403,681.4495,time_exit,RSI_MR
2024-07-05,2024-07-26,APT_USDT,RSI_MR,5.54,6.98,20,1.2632,337.173,time_exit,RSI_MR
2024-07-05,2024-07-26,ATOM_USDT,RSI_MR,5.704,6.168,20,0.4492,119.9148,time_exit,RSI_MR
2024-07-05,2024-07-26,ENA_USDT,RSI_MR,0.379,0.464,20,0.5375,143.4711,time_exit,RSI_MR
2024-07-05,2024-07-26,FIL_USDT,RSI_MR,3.541,4.642,20,1.4248,380.3326,time_exit,RSI_MR
2024-07-05,2024-07-26,SAGA_USDT,RSI_MR,0.8977,1.3295,20,1.0572,282.1882,time_exit,RSI_MR
2024-07-06,2024-07-27,WLD_USDT,RSI_MR,2.007,2.329,20,0.4174,111.418,time_exit,RSI_MR
2024-07-26,2024-08-02,JTO_USDT,Donchian,3.223,2.64557143,6,-1.0,-195.7253,stop,Donchian
2024-07-28,2024-08-03,BCH_USDT,Donchian,416.8,368.61428571,5,-1.0,-196.0039,stop,Donchian
2024-07-15,2024-08-04,BTC_USDT,Donchian,64724.14,59180.55,19,-1.0,-191.3105,stop,Donchian
2024-05-04,2024-08-05,PEPE_USDT,Donchian,8.67e-06,6.72e-06,92,-1.0,-189.8055,stop,Donchian
2024-07-31,2024-08-05,AAVE_USDT,Donchian,107.52,94.93714286,4,-1.0,-196.0039,stop,Donchian
2024-08-02,2024-08-05,SOL_USDT,ConsecDownDays,152.77,128.96285714,2,-1.0,-195.5145,stop,ConsecDownDays
2024-08-04,2024-08-05,DOT_USDT,RSI_MR,4.688,3.76228571,0,-1.0,-272.3648,stop,RSI_MR
2024-08-03,2024-08-24,ALT_USDT,RSI_MR,0.091,0.1039,20,0.2961,57.7495,time_exit,RSI_MR
2024-08-03,2024-08-24,POND_USDT,RSI_MR,0.01275,0.0158,20,0.9266,180.7194,time_exit,RSI_MR
2024-08-04,2024-08-25,PENDLE_USDT,RSI_MR,2.441,3.39,20,0.8515,231.9194,time_exit,RSI_MR
2024-08-05,2024-08-26,ARB_USDT,RSI_MR,0.4818,0.5711,20,0.5335,143.6998,time_exit,RSI_MR
2024-08-05,2024-08-26,ATOM_USDT,RSI_MR,4.641,4.888,20,0.2147,57.8323,time_exit,RSI_MR
2024-08-05,2024-08-26,CHZ_USDT,RSI_MR,0.0503,0.0571,20,0.4722,127.2057,time_exit,RSI_MR
2024-08-05,2024-08-26,DOT_USDT,RSI_MR,4.2,4.558,20,0.3302,88.9405,time_exit,RSI_MR
2024-08-05,2024-08-26,ENA_USDT,RSI_MR,0.261,0.313,20,0.3798,102.2986,time_exit,RSI_MR
2024-08-05,2024-08-26,ETH_USDT,RSI_MR,2419.59,2680.49,20,0.4339,116.874,time_exit,RSI_MR
2024-08-05,2024-08-26,FET_USDT,RSI_MR,0.79,1.334,20,1.6824,453.1862,time_exit,RSI_MR
2024-08-05,2024-08-26,GRT_USDT,RSI_MR,0.1313,0.1611,20,0.6988,188.2479,time_exit,RSI_MR
2024-08-05,2024-08-26,HBAR_USDT,RSI_MR,0.0521,0.0559,20,0.2888,77.8005,time_exit,RSI_MR
2024-08-05,2024-08-26,LINK_USDT,RSI_MR,9.49,11.83,20,0.8126,218.9013,time_exit,RSI_MR
2024-08-24,2024-08-27,LPT_USDT,Donchian,15.651,13.40328571,2,-1.0,-193.0082,stop,Donchian
2024-08-24,2024-08-27,PEPE_USDT,Donchian,9.5e-06,8.06e-06,2,-1.0,-193.0082,stop,Donchian
2024-09-19,2024-09-22,FIDA_USDT,Donchian,0.3449,0.2864,2,-1.0,-196.5604,stop,Donchian
2024-09-21,2024-10-01,APT_USDT,Donchian,8.25,7.35428571,9,-1.0,-196.5604,stop,Donchian
2024-09-23,2024-10-01,LPT_USDT,Donchian,15.02,12.99771429,7,-1.0,-196.069,stop,Donchian
2024-09-24,2024-10-01,ICP_USDT,Donchian,9.401,8.27971429,6,-1.0,-196.069,stop,Donchian
2024-09-26,2024-10-01,AVAX_USDT,Donchian,29.16,25.93428571,4,-1.0,-196.069,stop,Donchian
2024-09-26,2024-10-01,DOGE_USDT,Donchian,0.11818,0.10761,4,-1.0,-196.069,stop,Donchian
2024-09-23,2024-10-02,NEAR_USDT,Donchian,5.177,4.52842857,8,-1.0,-196.069,stop,Donchian
2024-09-23,2024-10-02,RENDER_USDT,Donchian,6.204,5.421,8,-1.0,-196.069,stop,Donchian
2024-06-21,2024-10-20,TRX_USDT,Donchian,0.11835,0.1567,120,8.5959,1663.3593,backstop,Donchian
2024-10-15,2024-10-22,CHZ_USDT,Donchian,0.0826,0.07072857,6,-1.0,-192.6366,stop,Donchian
2024-10-14,2024-10-23,BCH_USDT,Donchian,369.6,338.8,8,-1.0,-192.6366,stop,Donchian
2024-10-14,2024-10-23,SAGA_USDT,Donchian,3.2923,2.43588571,8,-1.0,-192.6366,stop,Donchian
2024-09-18,2024-10-25,FET_USDT,Donchian,1.452,1.23957143,36,-1.0,-196.5604,stop,Donchian
2024-09-24,2024-10-25,SEI_USDT,Donchian,0.4332,0.36321429,30,-1.0,-196.069,stop,Donchian
2024-10-10,2024-11-03,UNI_USDT,Donchian,8.133,7.12542857,23,-1.0,-192.6366,stop,Donchian
2024-09-10,2024-11-04,AAVE_USDT,Donchian,150.59,125.81285714,54,-1.0,-196.5604,stop,Donchian
2024-10-15,2024-11-05,EIGEN_USDT,RSI_MR,3.514,2.405,20,-0.7734,-148.9777,time_exit,RSI_MR
2024-07-13,2024-11-11,ZEC_USDT,Donchian,26.77,45.29,120,4.3709,836.1932,backstop,Donchian
2024-11-06,2024-11-15,UNI_USDT,Donchian,9.288,7.94628571,8,-1.0,-193.0232,stop,Donchian
2024-11-04,2024-11-25,AAVE_USDT,ConsecDownDays,128.27,181.45,20,2.9407,568.7137,time_exit,ConsecDownDays
2024-11-05,2024-11-26,EIGEN_USDT,RSI_MR,2.405,3.375,20,1.1166,215.5283,time_exit,RSI_MR
2024-11-26,2024-12-09,INJ_USDT,Donchian,30.81,24.86142857,12,-1.0,-275.2284,stop,Donchian
2024-09-22,2025-01-13,PENDLE_USDT,Donchian,4.089,3.48828571,112,-1.0,-196.069,stop,Donchian
2024-09-23,2025-01-13,ARKM_USDT,Donchian,1.439,1.24242857,111,-1.0,-196.069,stop,Donchian
2024-11-07,2025-01-13,JTO_USDT,Donchian,2.818,2.29685714,66,-1.0,-193.0232,stop,Donchian
2024-09-15,2025-01-14,SUI_USDT,Donchian,1.0787,4.5855,120,21.7968,4284.3961,backstop,Donchian
2024-09-18,2025-01-17,BTC_USDT,Donchian,61759.99,104077.48,120,9.0489,1778.6524,backstop,Donchian
2024-09-19,2025-01-18,BNB_USDT,Donchian,567.0,709.52,120,3.3177,652.1335,backstop,Donchian
2024-09-19,2025-01-18,SOL_USDT,Donchian,142.89,261.97,120,8.4729,1665.4291,backstop,Donchian
2024-09-20,2025-01-19,TAO_USDT,Donchian,407.6,426.8,120,0.2917,57.3426,backstop,Donchian
2025-01-17,2025-01-19,BCH_USDT,Donchian,489.4,433.35714286,1,-1.0,-293.4377,stop,Donchian
2025-01-18,2025-01-20,SOL_USDT,Donchian,261.97,229.45285714,1,-1.0,-301.5492,stop,Donchian
2024-09-24,2025-01-23,PEPE_USDT,Donchian,8.59e-06,1.532e-05,120,5.8961,1156.0466,backstop,Donchian
2024-10-04,2025-01-27,APT_USDT,Donchian,9.1,7.61428571,114,-1.0,-192.6366,stop,Donchian
2025-01-09,2025-01-27,UNI_USDT,ConsecDownDays,12.867,10.956,17,-1.0,-195.9037,stop,ConsecDownDays
2025-01-16,2025-01-27,HBAR_USDT,Donchian,0.36278,0.30204,10,-1.0,-287.2125,stop,Donchian
2025-01-16,2025-01-27,LTC_USDT,Donchian,124.41,108.16142857,10,-1.0,-287.2125,stop,Donchian
2025-01-20,2025-02-02,ZEN_USDT,ConsecDownDays,22.3,14.83571429,12,-1.0,-214.0482,stop,ConsecDownDays
2025-01-27,2025-02-02,UNI_USDT,ConsecDownDays,11.006,8.88642857,5,-1.0,-214.5309,stop,ConsecDownDays
2024-11-07,2025-02-03,ETH_USDT,Donchian,2895.47,2626.20857143,87,-1.0,-193.0232,stop,Donchian
2024-11-15,2025-02-03,DASH_USDT,Donchian,27.84,24.73,79,-1.0,-272.4836,stop,Donchian
2024-12-11,2025-02-03,AAVE_USDT,Donchian,302.76,245.06857143,53,-1.0,-274.2651,stop,Donchian
2025-01-14,2025-02-03,XRP_USDT,Donchian,2.6673,2.34055714,19,-1.0,-205.1518,stop,Donchian
2025-01-26,2025-02-03,PHA_USDT,ConsecDownDays,0.2095,0.12492857,7,-1.0,-216.9383,stop,ConsecDownDays
2025-01-26,2025-02-03,SUI_USDT,ConsecDownDays,3.87,3.04868571,7,-1.0,-216.9383,stop,ConsecDownDays
2025-02-02,2025-02-03,TON_USDT,RSI_MR,4.061,3.18542857,0,-1.0,-213.4594,stop,RSI_MR
2024-10-18,2025-02-16,DOGE_USDT,Donchian,0.13716,0.26555,120,9.3764,1806.2419,backstop,Donchian
2025-01-28,2025-02-18,DOGS_USDT,RSI_MR,0.0002631,0.0001688,20,-0.7096,-152.2217,time_exit,RSI_MR
2024-11-06,2025-02-19,ENA_USDT,Donchian,0.4856,0.3912,104,-1.0,-193.0232,stop,Donchian
2024-10-24,2025-02-22,TRX_USDT,Donchian,0.1646,0.2393,120,14.1707,2768.2556,backstop,Donchian
2025-02-02,2025-02-23,IO_USDT,RSI_MR,1.679,1.403,20,-0.2668,-56.9461,time_exit,RSI_MR
2025-02-02,2025-02-23,TRUMP_USDT,RSI_MR,21.01,16.13,20,-0.2194,-46.8367,time_exit,RSI_MR
2025-02-03,2025-02-24,TON_USDT,RSI_MR,4.075,3.412,20,-0.575,-120.4474,time_exit,RSI_MR
2025-02-04,2025-02-25,ALT_USDT,RSI_MR,0.05036,0.04075,20,-0.3642,-76.2968,time_exit,RSI_MR
2025-02-04,2025-02-25,BNB_USDT,RSI_MR,572.69,623.49,20,0.4974,104.1973,time_exit,RSI_MR
2025-02-04,2025-02-25,HMSTR_USDT,RSI_MR,0.001795,0.001711,20,-0.1169,-24.4975,time_exit,RSI_MR
2025-02-04,2025-02-25,LTC_USDT,ConsecDownDays,101.07,114.55,20,0.5509,115.4109,time_exit,ConsecDownDays
2025-02-06,2025-02-27,ARKM_USDT,RSI_MR,0.698,0.635,20,-0.1535,-32.1602,time_exit,RSI_MR
2025-02-06,2025-02-27,FIDA_USDT,RSI_MR,0.1365,0.1168,20,-0.3305,-69.2239,time_exit,RSI_MR
