exit_time,trade_id,symbol,net_r,equity_r,peak_r,dd_r,exit_reason,chan_activated
1970-01-01 00:28:37.718400+00:00,124,ETH/USDT,0.053652755731826964,-3.8088486601195384,-1.0000000000000002,-2.808848660119538,midline_exit,False
1970-01-01 00:28:37.977600+00:00,104,BNB/USDT,-1.0000000000000002,-4.808848660119539,-1.0000000000000002,-3.808848660119539,initial_stop,False
1970-01-01 00:28:38.064000+00:00,24,AGLD/USDT,-0.7358003442340796,-5.5446490043536185,-1.0000000000000002,-4.5446490043536185,midline_exit,False
1970-01-01 00:28:41.606400+00:00,160,TRX/USDT,-1.0000000000000016,-6.54464900435362,-1.0000000000000002,-5.54464900435362,initial_stop,False
1970-01-01 00:28:41.692800+00:00,39,ALICE/USDT,-0.9999999999999999,-7.54464900435362,-1.0000000000000002,-6.54464900435362,initial_stop,False
1970-01-01 00:28:42.384000+00:00,149,SOL/USDT,-0.6439368491770237,-8.188585853530643,-1.0000000000000002,-7.188585853530643,midline_exit,False
1970-01-01 00:28:42.556800+00:00,174,XRP/USDT,-0.2743902439024399,-8.462976097433083,-1.0000000000000002,-7.462976097433083,midline_exit,False
1970-01-01 00:28:43.680000+00:00,155,SUI/USDT,-1.0000000000000002,-9.462976097433083,-1.0000000000000002,-8.462976097433083,initial_stop,False
1970-01-01 00:28:44.284800+00:00,86,AUCTION/USDT,-1.0000000000000002,-10.462976097433083,-1.0000000000000002,-9.462976097433083,initial_stop,False
1970-01-01 00:28:44.284800+00:00,161,TRX/USDT,1.9206049149338416,-8.542371182499242,-1.0000000000000002,-7.542371182499242,chandelier_stop,True
1970-01-01 00:28:44.716800+00:00,5,AAVE/USDT,-0.9999999999999998,-9.542371182499242,-1.0000000000000002,-8.542371182499242,initial_stop,False
1970-01-01 00:28:45.321600+00:00,162,TRX/USDT,-0.6622516556291399,-10.204622838128381,-1.0000000000000002,-9.204622838128381,midline_exit,False
1970-01-01 00:28:46.963200+00:00,60,ARDR/USDT,-0.9999999999999997,-11.204622838128381,-1.0000000000000002,-10.204622838128381,initial_stop,False
1970-01-01 00:28:47.740800+00:00,55,APT/USDT,-0.9999999999999999,-12.204622838128381,-1.0000000000000002,-11.204622838128381,initial_stop,False
1970-01-01 00:28:47.740800+00:00,66,ARKM/USDT,-0.5462899931926483,-12.75091283132103,-1.0000000000000002,-11.75091283132103,midline_exit,False
1970-01-01 00:28:47.740800+00:00,115,DOGE/USDT,-0.9999999999999996,-13.75091283132103,-1.0000000000000002,-12.75091283132103,initial_stop,False
1970-01-01 00:28:47.740800+00:00,144,NEAR/USDT,-0.5178753830439211,-14.26878821436495,-1.0000000000000002,-13.26878821436495,midline_exit,False
1970-01-01 00:28:48+00:00,156,SUI/USDT,1.6578409323246786,-12.610947282040271,-1.0000000000000002,-11.610947282040271,chandelier_stop,True
1970-01-01 00:28:48.345600+00:00,41,ALPINE/USDT,-0.9999999999999998,-13.610947282040271,-1.0000000000000002,-12.610947282040271,initial_stop,False
1970-01-01 00:28:49.382400+00:00,80,ATM/USDT,-0.504807692307693,-14.115754974347965,-1.0000000000000002,-13.115754974347965,midline_exit,False
1970-01-01 00:28:49.555200+00:00,25,AGLD/USDT,-0.9999999999999993,-15.115754974347965,-1.0000000000000002,-14.115754974347965,initial_stop,False
1970-01-01 00:28:49.555200+00:00,52,APE/USDT,-1.0000000000000002,-16.115754974347965,-1.0000000000000002,-15.115754974347965,initial_stop,False
1970-01-01 00:28:49.555200+00:00,68,ARPA/USDT,-1.0000000000000002,-17.115754974347965,-1.0000000000000002,-16.115754974347965,initial_stop,False
1970-01-01 00:28:49.641600+00:00,102,BCH/USDT,-0.6864623243933586,-17.802217298741322,-1.0000000000000002,-16.802217298741322,midline_exit,False
1970-01-01 00:28:49.814400+00:00,21,ADX/USDT,-0.34208261617900176,-18.144299914920325,-1.0000000000000002,-17.144299914920325,midline_exit,False
1970-01-01 00:28:50.419200+00:00,116,DOGE/USDT,1.4127249483725037,-16.73157496654782,-1.0000000000000002,-15.731574966547822,chandelier_stop,True
1970-01-01 00:28:51.283200+00:00,15,ADA/USDT,4.290025412960612,-12.441549553587208,-1.0000000000000002,-11.441549553587208,chandelier_stop,True
1970-01-01 00:28:51.369600+00:00,26,AGLD/USDT,-0.9999999999999999,-13.441549553587208,-1.0000000000000002,-12.441549553587208,initial_stop,False
1970-01-01 00:28:51.369600+00:00,56,APT/USDT,-1.0000000000000002,-14.441549553587208,-1.0000000000000002,-13.441549553587208,initial_stop,False
1970-01-01 00:28:51.369600+00:00,105,BNB/USDT,-1.0000000000000002,-15.441549553587208,-1.0000000000000002,-14.441549553587208,initial_stop,False
1970-01-01 00:28:51.456000+00:00,117,DOGE/USDT,5.363387195745551,-10.078162357841657,-1.0000000000000002,-9.078162357841657,chandelier_stop,True
1970-01-01 00:28:51.456000+00:00,163,TRX/USDT,-1.0000000000000004,-11.078162357841657,-1.0000000000000002,-10.078162357841657,initial_stop,False
1970-01-01 00:28:51.456000+00:00,175,XRP/USDT,1.9550842170929466,-9.12307814074871,-1.0000000000000002,-8.12307814074871,chandelier_stop,True
1970-01-01 00:28:51.542400+00:00,6,AAVE/USDT,-0.683853221747528,-9.806931362496238,-1.0000000000000002,-8.806931362496238,midline_exit,False
1970-01-01 00:28:51.542400+00:00,27,AGLD/USDT,-1.0,-10.806931362496238,-1.0000000000000002,-9.806931362496238,initial_stop,False
1970-01-01 00:28:51.542400+00:00,67,ARKM/USDT,-0.48478015783540074,-11.291711520331638,-1.0000000000000002,-10.291711520331638,midline_exit,False
1970-01-01 00:28:51.542400+00:00,121,DOT/USDT,-0.9999999999999993,-12.291711520331638,-1.0000000000000002,-11.291711520331638,initial_stop,False
1970-01-01 00:28:51.542400+00:00,170,UNI/USDT,-0.8383685800604229,-13.130080100392062,-1.0000000000000002,-12.130080100392062,midline_exit,False
1970-01-01 00:28:51.801600+00:00,34,ALGO/USDT,3.106974552309142,-10.02310554808292,-1.0000000000000002,-9.02310554808292,chandelier_stop,True
1970-01-01 00:28:51.801600+00:00,176,XRP/USDT,3.2258446168003134,-6.797260931282607,-1.0000000000000002,-5.797260931282607,chandelier_stop,True
1970-01-01 00:28:52.060800+00:00,139,LTC/USDT,-0.9999999999999997,-7.797260931282607,-1.0000000000000002,-6.797260931282607,initial_stop,False
1970-01-01 00:28:52.406400+00:00,16,ADA/USDT,4.08738358556461,-3.709877345717997,-1.0000000000000002,-2.709877345717997,chandelier_stop,True
1970-01-01 00:28:52.492800+00:00,83,ATOM/USDT,2.075556940333385,-1.6343204053846119,-1.0000000000000002,-0.6343204053846117,chandelier_stop,True
1970-01-01 00:28:52.492800+00:00,157,SUI/USDT,0.9891062694530908,-0.6452141359315211,-0.6452141359315211,0.0,midline_exit,False
1970-01-01 00:28:52.579200+00:00,92,AVAX/USDT,2.212867355043685,1.5676532191121637,1.5676532191121637,0.0,chandelier_stop,True
1970-01-01 00:28:52.579200+00:00,111,BTC/USDT,2.998499998111777,4.566153217223941,4.566153217223941,0.0,chandelier_stop,True
1970-01-01 00:28:52.579200+00:00,150,SOL/USDT,0.9784259142097939,5.544579131433735,5.544579131433735,0.0,midline_exit,False
1970-01-01 00:28:52.838400+00:00,48,AMP/USDT,2.5525042500326918,8.097083381466426,8.097083381466426,0.0,chandelier_stop,True
1970-01-01 00:28:53.184000+00:00,135,LINK/USDT,5.376066945606694,13.473150327073121,13.473150327073121,0.0,chandelier_stop,True
1970-01-01 00:28:53.184000+00:00,177,XRP/USDT,6.330083747710023,19.803234074783145,19.803234074783145,0.0,chandelier_stop,True
1970-01-01 00:28:53.270400+00:00,35,ALGO/USDT,7.137553041018389,26.940787115801534,26.940787115801534,0.0,chandelier_stop,True
1970-01-01 00:28:53.270400+00:00,164,TRX/USDT,14.965898174831894,41.906685290633426,41.906685290633426,0.0,chandelier_stop,True
1970-01-01 00:28:53.443200+00:00,51,ANKR/USDT,7.518824027072756,49.42550931770618,49.42550931770618,0.0,chandelier_stop,True
1970-01-01 00:28:53.702400+00:00,2,1INCH/USDT,-0.9999999999999998,48.42550931770618,49.42550931770618,-1.0,initial_stop,False
1970-01-01 00:28:53.702400+00:00,7,AAVE/USDT,-1.0,47.42550931770618,49.42550931770618,-2.0,initial_stop,False
1970-01-01 00:28:53.702400+00:00,30,AI/USDT,-1.0000000000000002,46.42550931770618,49.42550931770618,-3.0,initial_stop,False
1970-01-01 00:28:53.702400+00:00,32,ALCX/USDT,4.330035335689047,50.755544653395226,50.755544653395226,0.0,chandelier_stop,True
1970-01-01 00:28:53.702400+00:00,53,APE/USDT,-1.0,49.755544653395226,50.755544653395226,-1.0,initial_stop,False
1970-01-01 00:28:53.702400+00:00,90,AVA/USDT,-0.0032313657906071418,49.75231328760462,50.755544653395226,-1.0032313657906045,midline_exit,False
1970-01-01 00:28:53.702400+00:00,97,AXS/USDT,-0.9999999999999999,48.75231328760462,50.755544653395226,-2.0032313657906045,initial_stop,False
1970-01-01 00:28:53.702400+00:00,103,BCH/USDT,2.132899628252788,50.88521291585741,50.88521291585741,0.0,chandelier_stop,True
1970-01-01 00:28:53.702400+00:00,122,DOT/USDT,-0.030286107053870987,50.85492680880354,50.88521291585741,-0.03028610705386825,midline_exit,False
1970-01-01 00:28:53.702400+00:00,125,ETH/USDT,2.1562645307414248,53.011191339544965,53.011191339544965,0.0,chandelier_stop,True
1970-01-01 00:28:53.702400+00:00,140,LTC/USDT,-0.9999999999999998,52.011191339544965,53.011191339544965,-1.0,initial_stop,False
1970-01-01 00:28:53.702400+00:00,145,NEAR/USDT,1.9361864730607556,53.94737781260572,53.94737781260572,0.0,chandelier_stop,True
1970-01-01 00:28:54.134400+00:00,91,AVA/USDT,-1.0000000000000002,52.94737781260572,53.94737781260572,-1.0,initial_stop,False
1970-01-01 00:28:54.393600+00:00,49,AMP/USDT,0.2890748234003155,53.236452636006035,53.94737781260572,-0.7109251765996873,midline_exit,False
1970-01-01 00:28:54.480000+00:00,171,UNI/USDT,0.5545422963348972,53.79099493234093,53.94737781260572,-0.1563828802647933,midline_exit,False
1970-01-01 00:28:54.566400+00:00,8,AAVE/USDT,-1.0000000000000004,52.79099493234093,53.94737781260572,-1.1563828802647933,initial_stop,False
1970-01-01 00:28:54.825600+00:00,28,AGLD/USDT,-0.9999999999999999,51.79099493234093,53.94737781260572,-2.1563828802647933,initial_stop,False
1970-01-01 00:28:55.430400+00:00,29,AGLD/USDT,-1.0,50.79099493234093,53.94737781260572,-3.1563828802647933,initial_stop,False
1970-01-01 00:28:55.430400+00:00,77,ATA/USDT,-1.0000000000000004,49.79099493234093,53.94737781260572,-4.156382880264793,initial_stop,False
1970-01-01 00:28:56.208000+00:00,78,ATA/USDT,-1.0000000000000002,48.79099493234093,53.94737781260572,-5.156382880264793,initial_stop,False
1970-01-01 00:28:57.244800+00:00,50,AMP/USDT,-0.9999999999999996,47.79099493234093,53.94737781260572,-6.156382880264793,initial_stop,False
1970-01-01 00:28:57.244800+00:00,141,LTC/USDT,-0.9999999999999998,46.79099493234093,53.94737781260572,-7.156382880264793,initial_stop,False
1970-01-01 00:28:57.331200+00:00,151,SOL/USDT,-1.0000000000000002,45.79099493234093,53.94737781260572,-8.156382880264793,initial_stop,False
1970-01-01 00:28:57.936000+00:00,178,XRP/USDT,-1.0000000000000002,44.79099493234093,53.94737781260572,-9.156382880264793,initial_stop,False
1970-01-01 00:28:58.022400+00:00,10,ACH/USDT,-0.9999999999999998,43.79099493234093,53.94737781260572,-10.156382880264793,initial_stop,False
1970-01-01 00:28:58.800000+00:00,11,ACH/USDT,-0.5571958253227134,43.233799107018214,53.94737781260572,-10.713578705587508,midline_exit,False
1970-01-01 00:29:00.960000+00:00,17,ADA/USDT,-0.9999999999999999,42.233799107018214,53.94737781260572,-11.713578705587508,initial_stop,False
1970-01-01 00:29:00.960000+00:00,179,XRP/USDT,-0.9999999999999999,41.233799107018214,53.94737781260572,-12.713578705587508,initial_stop,False
1970-01-01 00:29:02.601600+00:00,87,AUCTION/USDT,5.096060898985017,46.32986000600323,53.94737781260572,-7.617517806602493,chandelier_stop,True
1970-01-01 00:29:04.848000+00:00,61,ARDR/USDT,1.8348378212974294,48.16469782730066,53.94737781260572,-5.782679985305066,chandelier_stop,True
1970-01-01 00:29:05.884800+00:00,63,ARK/USDT,-0.3570576303543735,47.80764019694628,53.94737781260572,-6.139737615659442,midline_exit,False
1970-01-01 00:29:06.230400+00:00,12,ACH/USDT,-0.29420005603810634,47.51344014090817,53.94737781260572,-6.433937671697549,midline_exit,False
1970-01-01 00:29:06.576000+00:00,42,ALPINE/USDT,-1.0000000000000002,46.51344014090817,53.94737781260572,-7.433937671697549,initial_stop,False
1970-01-01 00:29:06.921600+00:00,118,DOGE/USDT,-0.9999999999999998,45.51344014090817,53.94737781260572,-8.43393767169755,initial_stop,False
1970-01-01 00:29:07.094400+00:00,123,DOT/USDT,-0.9999999999999996,44.51344014090817,53.94737781260572,-9.43393767169755,initial_stop,False
1970-01-01 00:29:07.267200+00:00,18,ADA/USDT,-0.9999999999999997,43.51344014090817,53.94737781260572,-10.43393767169755,initial_stop,False
1970-01-01 00:29:07.267200+00:00,84,ATOM/USDT,-0.9999999999999992,42.51344014090817,53.94737781260572,-11.43393767169755,initial_stop,False
1970-01-01 00:29:07.267200+00:00,158,SUI/USDT,1.6331019972365268,44.1465421381447,53.94737781260572,-9.80083567446102,chandelier_stop,True
1970-01-01 00:29:07.353600+00:00,136,LINK/USDT,-0.8950151057401818,43.251527032404525,53.94737781260572,-10.695850780201198,midline_exit,False
1970-01-01 00:29:07.440000+00:00,4,1MBABYDOGE/USDT,-1.0000000000000002,42.251527032404525,53.94737781260572,-11.695850780201198,initial_stop,False
1970-01-01 00:29:07.440000+00:00,71,ASR/USDT,-0.6235735246168893,41.62795350778764,53.94737781260572,-12.319424304818085,midline_exit,False
1970-01-01 00:29:07.440000+00:00,106,BNB/USDT,-0.9999999999999993,40.62795350778764,53.94737781260572,-13.319424304818085,initial_stop,False
1970-01-01 00:29:07.440000+00:00,142,LTC/USDT,-0.8548886138613856,39.773064893926254,53.94737781260572,-14.174312918679469,midline_exit,False
1970-01-01 00:29:07.526400+00:00,126,ETH/USDT,-1.0000000000000009,38.773064893926254,53.94737781260572,-15.174312918679469,initial_stop,False
1970-01-01 00:29:08.476800+00:00,112,BTC/USDT,0.46157222624463723,39.23463712017089,53.94737781260572,-14.712740692434835,midline_exit,False
1970-01-01 00:29:08.476800+00:00,152,SOL/USDT,0.16871625674865035,39.40335337691954,53.94737781260572,-14.544024435686183,midline_exit,False
1970-01-01 00:29:08.649600+00:00,9,AAVE/USDT,1.578275666477595,40.981629043397135,53.94737781260572,-12.965748769208588,midline_exit,False
1970-01-01 00:29:09.772800+00:00,96,AXL/USDT,-1.0000000000000002,39.981629043397135,53.94737781260572,-13.965748769208588,initial_stop,False
1970-01-01 00:29:09.772800+00:00,172,UNI/USDT,-1.0000000000000002,38.981629043397135,53.94737781260572,-14.965748769208588,initial_stop,False
1970-01-01 00:29:11.328000+00:00,72,ASR/USDT,-0.9999999999999991,37.981629043397135,53.94737781260572,-15.965748769208588,initial_stop,False
1970-01-01 00:29:12.537600+00:00,36,ALGO/USDT,2.3127777777777765,40.29440682117491,53.94737781260572,-13.652970991430813,chandelier_stop,True
1970-01-01 00:29:12.883200+00:00,165,TRX/USDT,2.107299270072987,42.401706091247895,53.94737781260572,-11.545671721357827,chandelier_stop,True
1970-01-01 00:29:13.228800+00:00,3,1INCH/USDT,-0.34206558612891064,42.059640505118985,53.94737781260572,-11.887737307486738,midline_exit,False
1970-01-01 00:29:13.228800+00:00,13,ACH/USDT,-1.0000000000000002,41.059640505118985,53.94737781260572,-12.887737307486738,initial_stop,False
1970-01-01 00:29:13.228800+00:00,19,ADA/USDT,1.4736795304997325,42.533320035618715,53.94737781260572,-11.414057776987008,chandelier_stop,True
1970-01-01 00:29:13.228800+00:00,180,XRP/USDT,3.645997973657546,46.17931800927626,53.94737781260572,-7.768059803329464,chandelier_stop,True
1970-01-01 00:29:13.315200+00:00,37,ALGO/USDT,-0.5997913769123775,45.57952663236388,53.94737781260572,-8.367851180241843,midline_exit,False
1970-01-01 00:29:13.315200+00:00,62,ARDR/USDT,4.3157282456956745,49.89525487805955,53.94737781260572,-4.052122934546169,chandelier_stop,True
1970-01-01 00:29:13.315200+00:00,127,ETH/USDT,2.3898006415877613,52.285055519647315,53.94737781260572,-1.6623222929584074,chandelier_stop,True
1970-01-01 00:29:13.401600+00:00,153,SOL/USDT,-0.9999999999999996,51.285055519647315,53.94737781260572,-2.6623222929584074,initial_stop,False
1970-01-01 00:29:13.660800+00:00,64,ARK/USDT,-0.30310880829015546,50.98194671135716,53.94737781260572,-2.965431101248562,midline_exit,False
1970-01-01 00:29:13.660800+00:00,73,ASR/USDT,6.828048381824128,57.809995093181286,57.809995093181286,0.0,chandelier_stop,True
1970-01-01 00:29:13.660800+00:00,119,DOGE/USDT,-0.3137463152418943,57.49624877793939,57.809995093181286,-0.3137463152418931,midline_exit,False
1970-01-01 00:29:13.747200+00:00,14,ACM/USDT,-0.9999999999999997,56.49624877793939,57.809995093181286,-1.3137463152418931,initial_stop,False
1970-01-01 00:29:13.747200+00:00,159,SUI/USDT,0.768869426751593,57.265118204690985,57.809995093181286,-0.5448768884903004,midline_exit,False
1970-01-01 00:29:13.833600+00:00,93,AVAX/USDT,-0.2464403066812712,57.01867789800971,57.809995093181286,-0.7913171951715725,midline_exit,False
1970-01-01 00:29:13.833600+00:00,107,BNB/USDT,1.8172838534492934,58.83596175145901,58.83596175145901,0.0,chandelier_stop,True
1970-01-01 00:29:13.833600+00:00,137,LINK/USDT,-0.1680834621329207,58.66787828932609,58.83596175145901,-0.1680834621329197,midline_exit,False
1970-01-01 00:29:13.920000+00:00,113,BTC/USDT,-0.052265534076736814,58.61561275524935,58.83596175145901,-0.2203489962096583,midline_exit,False
1970-01-01 00:29:13.920000+00:00,143,LTC/USDT,-0.6370899915895706,57.97852276365978,58.83596175145901,-0.8574389877992274,midline_exit,False
1970-01-01 00:29:14.006400+00:00,74,ASR/USDT,-0.9999999999999998,56.97852276365978,58.83596175145901,-1.8574389877992274,initial_stop,False
1970-01-01 00:29:14.092800+00:00,22,ADX/USDT,-0.9999999999999997,55.97852276365978,58.83596175145901,-2.8574389877992274,initial_stop,False
1970-01-01 00:29:14.784000+00:00,43,ALPINE/USDT,1.9368505195843337,57.915373283244115,58.83596175145901,-0.9205884682148948,chandelier_stop,True
1970-01-01 00:29:14.956800+00:00,44,ALPINE/USDT,-1.0000000000000002,56.915373283244115,58.83596175145901,-1.9205884682148948,initial_stop,False
1970-01-01 00:29:15.043200+00:00,75,ASR/USDT,-0.7182660532624894,56.197107229981626,58.83596175145901,-2.638854521477384,midline_exit,False
1970-01-01 00:29:15.129600+00:00,81,ATM/USDT,0.008625646923519267,56.205732876905145,58.83596175145901,-2.6302288745538647,midline_exit,False
1970-01-01 00:29:15.216000+00:00,59,ARB/USDT,-1.0000000000000002,55.205732876905145,58.83596175145901,-3.6302288745538647,initial_stop,False
1970-01-01 00:29:15.302400+00:00,166,TRX/USDT,-0.9999999999999996,54.205732876905145,58.83596175145901,-4.630228874553865,initial_stop,False
1970-01-01 00:29:15.561600+00:00,128,ETH/USDT,-0.47381710040220915,53.73191577650294,58.83596175145901,-5.1040459749560725,midline_exit,False
1970-01-01 00:29:16.080000+00:00,138,LINK/USDT,0.5738575982996803,54.30577337480262,58.83596175145901,-4.53018837665639,midline_exit,False
1970-01-01 00:29:16.425600+00:00,54,API3/USDT,-0.9268590998043056,53.378914274998316,58.83596175145901,-5.457047476460694,midline_exit,False
1970-01-01 00:29:16.512000+00:00,45,ALPINE/USDT,-0.8756038647342995,52.503310410264014,58.83596175145901,-6.332651341194996,midline_exit,False
1970-01-01 00:29:17.894400+00:00,65,ARK/USDT,-1.0000000000000004,51.503310410264014,58.83596175145901,-7.332651341194996,initial_stop,False
1970-01-01 00:29:18.499200+00:00,108,BNB/USDT,1.584833795013849,53.088144205277864,58.83596175145901,-5.747817546181146,chandelier_stop,True
1970-01-01 00:29:18.499200+00:00,120,DOGE/USDT,-1.0000000000000007,52.088144205277864,58.83596175145901,-6.747817546181146,initial_stop,False
1970-01-01 00:29:18.499200+00:00,146,NEAR/USDT,-1.0000000000000004,51.088144205277864,58.83596175145901,-7.747817546181146,initial_stop,False
1970-01-01 00:29:18.499200+00:00,154,SOL/USDT,-1.0000000000000004,50.088144205277864,58.83596175145901,-8.747817546181146,initial_stop,False
1970-01-01 00:29:18.758400+00:00,94,AVAX/USDT,-0.30288461538461536,49.78525958989325,58.83596175145901,-9.05070216156576,midline_exit,False
1970-01-01 00:29:19.017600+00:00,46,ALPINE/USDT,1.9720554272517317,51.75731501714498,58.83596175145901,-7.078646734314027,chandelier_stop,True
1970-01-01 00:29:19.276800+00:00,47,ALPINE/USDT,-0.9999999999999998,50.75731501714498,58.83596175145901,-8.078646734314027,initial_stop,True
1970-01-01 00:29:20.054400+00:00,1,1000CHEEMS/USDT,-0.9999999999999996,49.75731501714498,58.83596175145901,-9.078646734314027,initial_stop,False
1970-01-01 00:29:20.054400+00:00,40,ALICE/USDT,-1.0,48.75731501714498,58.83596175145901,-10.078646734314027,initial_stop,False
1970-01-01 00:29:20.054400+00:00,57,APT/USDT,-0.9999999999999991,47.75731501714498,58.83596175145901,-11.078646734314027,initial_stop,False
1970-01-01 00:29:20.054400+00:00,109,BNB/USDT,-1.0000000000000007,46.75731501714498,58.83596175145901,-12.078646734314027,initial_stop,False
1970-01-01 00:29:20.054400+00:00,114,BTC/USDT,-0.9999999999999988,45.75731501714498,58.83596175145901,-13.078646734314027,initial_stop,False
1970-01-01 00:29:22.214400+00:00,23,ADX/USDT,-0.9999999999999997,44.75731501714498,58.83596175145901,-14.078646734314027,initial_stop,False
1970-01-01 00:29:22.473600+00:00,33,ALCX/USDT,3.2080656673804437,47.96538068452543,58.83596175145901,-10.870581066933582,chandelier_stop,True
1970-01-01 00:29:22.560000+00:00,58,AR/USDT,-1.0,46.96538068452543,58.83596175145901,-11.870581066933582,initial_stop,False
1970-01-01 00:29:22.646400+00:00,130,ICP/USDT,2.9160804727068084,49.88146115723224,58.83596175145901,-8.954500594226772,chandelier_stop,True
1970-01-01 00:29:22.905600+00:00,173,UNI/USDT,-1.0000000000000002,48.88146115723224,58.83596175145901,-9.954500594226772,initial_stop,False
1970-01-01 00:29:22.992000+00:00,147,NEAR/USDT,-0.7368744243168557,48.144586732915386,58.83596175145901,-10.691375018543624,midline_exit,False
1970-01-01 00:29:27.744000+00:00,181,XRP/USDT,-1.0,47.144586732915386,58.83596175145901,-11.691375018543624,initial_stop,False
1970-01-01 00:29:28.694400+00:00,131,ICP/USDT,-0.9999999999999997,46.144586732915386,58.83596175145901,-12.691375018543624,initial_stop,False
1970-01-01 00:29:28.780800+00:00,98,AXS/USDT,-1.0000000000000002,45.144586732915386,58.83596175145901,-13.691375018543624,initial_stop,False
1970-01-01 00:29:28.867200+00:00,69,ARPA/USDT,-1.0000000000000002,44.144586732915386,58.83596175145901,-14.691375018543624,initial_stop,False
1970-01-01 00:29:28.867200+00:00,167,TRX/USDT,-0.9999999999999976,43.144586732915386,58.83596175145901,-15.691375018543624,initial_stop,False
1970-01-01 00:29:29.385600+00:00,88,AUCTION/USDT,-1.0,42.144586732915386,58.83596175145901,-16.691375018543624,initial_stop,False
1970-01-01 00:29:29.731200+00:00,99,AXS/USDT,-0.04045723092730524,42.10412950198808,58.83596175145901,-16.731832249470926,midline_exit,False
1970-01-01 00:29:30.768000+00:00,82,ATM/USDT,-0.9999999999999997,41.10412950198808,58.83596175145901,-17.731832249470926,initial_stop,False
1970-01-01 00:29:31.459200+00:00,95,AWE/USDT,-0.9999999999999998,40.10412950198808,58.83596175145901,-18.731832249470926,initial_stop,True
1970-01-01 00:29:36.988800+00:00,168,TRX/USDT,1.57594936708861,41.680078869076695,58.83596175145901,-17.155882882382315,midline_exit,False
1970-01-01 00:29:37.161600+00:00,100,AXS/USDT,-1.0000000000000004,40.680078869076695,58.83596175145901,-18.155882882382315,initial_stop,False
1970-01-01 00:29:38.112000+00:00,132,ICP/USDT,-0.9999999999999998,39.680078869076695,58.83596175145901,-19.155882882382315,initial_stop,False
1970-01-01 00:29:38.544000+00:00,133,ICP/USDT,-0.9999999999999998,38.680078869076695,58.83596175145901,-20.155882882382315,initial_stop,False
