trade_id,symbol,chan_activate_r,chan_atr_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mfe_r,mae_r,chan_activated
112,BTC/USDT,3.0,2.0,1970-01-01 00:29:06.662400+00:00,1970-01-01 00:29:08.476800+00:00,103261.6,105589.75,98217.64400000001,5043.955999999997,midline_exit,21,0.46157222624463723,1.7284845466534597,-0.5042133595138443,False
152,SOL/USDT,3.0,2.0,1970-01-01 00:29:06.662400+00:00,1970-01-01 00:29:08.476800+00:00,164.46,166.71,151.12400000000002,13.335999999999993,midline_exit,21,0.16871625674865035,1.7434013197360536,-0.37642471505698955,False
9,AAVE/USDT,3.0,2.0,1970-01-01 00:29:06.662400+00:00,1970-01-01 00:29:08.649600+00:00,206.28,247.09,180.42266666666666,25.857333333333337,midline_exit,23,1.578275666477595,2.960862166761201,-0.14889393079977287,False
96,AXL/USDT,3.0,2.0,1970-01-01 00:29:09.513600+00:00,1970-01-01 00:29:09.772800+00:00,0.5105,0.4314333333333333,0.4314333333333333,0.07906666666666666,initial_stop,3,-1.0000000000000002,0.13532883642495838,-1.402613827993254,False
172,UNI/USDT,3.0,2.0,1970-01-01 00:29:09.513600+00:00,1970-01-01 00:29:09.772800+00:00,8.665,7.320599999999999,7.320599999999999,1.3443999999999998,initial_stop,3,-1.0000000000000002,0.006694436179708675,-1.39764950907468,False
72,ASR/USDT,3.0,2.0,1970-01-01 00:29:10.723200+00:00,1970-01-01 00:29:11.328000+00:00,2.521,2.2607333333333335,2.2607333333333335,0.26026666666666665,initial_stop,7,-0.9999999999999991,0.6992827868852457,-1.0988729508196724,False
36,ALGO/USDT,3.0,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:12.537600+00:00,0.2182,0.27370666666666665,0.1942,0.024000000000000004,chandelier_stop,4,2.3127777777777765,3.824999999999999,-0.2416666666666666,True
165,TRX/USDT,3.0,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:12.883200+00:00,0.3009,0.32014666666666663,0.2917666666666667,0.009133333333333342,chandelier_stop,8,2.107299270072987,3.667883211678826,-0.6021897810218978,True
3,1INCH/USDT,3.0,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:13.228800+00:00,0.2955,0.2834,0.2601266666666667,0.03537333333333333,midline_exit,12,-0.34206558612891064,2.716735770825481,-0.6247644176404074,False
13,ACH/USDT,3.0,2.0,1970-01-01 00:29:12.969600+00:00,1970-01-01 00:29:13.228800+00:00,0.02702,0.02288933333333333,0.02288933333333333,0.004130666666666667,initial_stop,3,-1.0000000000000002,0.3074564234990317,-1.147514525500322,False
19,ADA/USDT,3.0,2.0,1970-01-01 00:29:12.192000+00:00,1970-01-01 00:29:13.228800+00:00,0.7094,0.8198866666666667,0.6344266666666667,0.07497333333333334,chandelier_stop,12,1.4736795304997325,3.0397474657656054,-0.28009959096567694,True
180,XRP/USDT,3.0,2.0,1970-01-01 00:29:12.105600+00:00,1970-01-01 00:29:13.228800+00:00,2.5471,3.2668199999999996,2.3497,0.19740000000000002,chandelier_stop,13,3.645997973657546,5.641337386018236,-0.17831813576494487,True
37,ALGO/USDT,3.0,2.0,1970-01-01 00:29:12.624000+00:00,1970-01-01 00:29:13.315200+00:00,0.2845,0.2615,0.2461533333333333,0.03834666666666666,midline_exit,8,-0.5997913769123775,1.3430111265646745,-0.9205493741307365,False
62,ARDR/USDT,3.0,2.0,1970-01-01 00:29:12.278400+00:00,1970-01-01 00:29:13.315200+00:00,0.09156,0.141024,0.08009866666666668,0.01146133333333333,chandelier_stop,12,4.3157282456956745,6.538506281991626,-0.5889367147510477,True
127,ETH/USDT,3.0,2.0,1970-01-01 00:29:12.105600+00:00,1970-01-01 00:29:13.315200+00:00,2951.29,3525.409333333333,2711.0526666666665,240.23733333333342,chandelier_stop,14,2.3898006415877613,3.7825511438688397,-0.19747138940381193,True
153,SOL/USDT,3.0,2.0,1970-01-01 00:29:13.056000+00:00,1970-01-01 00:29:13.401600+00:00,195.72,178.26133333333334,178.26133333333334,17.458666666666666,initial_stop,4,-0.9999999999999996,0.6060027493508484,-1.1507178860546818,False
64,ARK/USDT,3.0,2.0,1970-01-01 00:29:12.278400+00:00,1970-01-01 00:29:13.660800+00:00,0.4951,0.4639,0.39216666666666666,0.10293333333333334,midline_exit,16,-0.30310880829015546,0.6479922279792745,-0.6149611398963727,False
73,ASR/USDT,3.0,2.0,1970-01-01 00:29:13.401600+00:00,1970-01-01 00:29:13.660800+00:00,3.103,5.887933333333334,2.6951333333333336,0.40786666666666654,chandelier_stop,3,6.828048381824128,8.988231448185685,-0.15691402419091224,True
119,DOGE/USDT,3.0,2.0,1970-01-01 00:29:12.796800+00:00,1970-01-01 00:29:13.660800+00:00,0.2358,0.22615,0.20504266666666668,0.03075733333333332,midline_exit,10,-0.3137463152418943,1.6808999479798852,-0.48606294433847835,False
14,ACM/USDT,3.0,2.0,1970-01-01 00:29:13.574400+00:00,1970-01-01 00:29:13.747200+00:00,0.996,0.8814666666666667,0.8814666666666667,0.1145333333333333,initial_stop,2,-0.9999999999999997,0.8556461001164154,-1.030267753201397,False
159,SUI/USDT,3.0,2.0,1970-01-01 00:29:12.105600+00:00,1970-01-01 00:29:13.747200+00:00,3.4909,3.8128,3.072233333333333,0.4186666666666667,midline_exit,19,0.768869426751593,2.2755573248407646,-0.455971337579618,False
93,AVAX/USDT,3.0,2.0,1970-01-01 00:29:12.710400+00:00,1970-01-01 00:29:13.833600+00:00,23.91,23.31,21.475333333333335,2.434666666666666,midline_exit,13,-0.2464403066812712,1.4252464403066814,-0.6202081051478651,False
107,BNB/USDT,3.0,2.0,1970-01-01 00:29:12.796800+00:00,1970-01-01 00:29:13.833600+00:00,729.92,791.492,696.0386666666666,33.88133333333334,chandelier_stop,12,1.8172838534492934,3.871748455393335,-0.3293849120459634,True
137,LINK/USDT,3.0,2.0,1970-01-01 00:29:12.710400+00:00,1970-01-01 00:29:13.833600+00:00,18.0,17.71,16.27466666666667,1.7253333333333332,midline_exit,13,-0.1680834621329207,1.3214837712519327,-0.7129057187017005,False
113,BTC/USDT,3.0,2.0,1970-01-01 00:29:12.105600+00:00,1970-01-01 00:29:13.920000+00:00,116010.0,115764.08,111304.796,4705.203999999998,midline_exit,21,-0.052265534076736814,1.5319208263871245,-0.2734929240049947,False
143,LTC/USDT,3.0,2.0,1970-01-01 00:29:12.883200+00:00,1970-01-01 00:29:13.920000+00:00,113.16,106.09,102.06266666666667,11.097333333333331,midline_exit,12,-0.6370899915895706,0.822720173014539,-0.7172894389042408,False
74,ASR/USDT,3.0,2.0,1970-01-01 00:29:13.747200+00:00,1970-01-01 00:29:14.006400+00:00,5.968,4.7968,4.7968,1.1712,initial_stop,3,-0.9999999999999998,0.33811475409836056,-1.094603825136612,False
22,ADX/USDT,3.0,2.0,1970-01-01 00:29:13.574400+00:00,1970-01-01 00:29:14.092800+00:00,0.1336,0.11798666666666667,0.11798666666666667,0.015613333333333331,initial_stop,6,-0.9999999999999997,0.9222886421861656,-1.0247651579846286,False
43,ALPINE/USDT,3.0,2.0,1970-01-01 00:29:14.611200+00:00,1970-01-01 00:29:14.784000+00:00,1.142,1.4650666666666667,0.9752,0.16679999999999998,chandelier_stop,2,1.9368505195843337,3.345323741007195,-0.08992805755395626,True
44,ALPINE/USDT,3.0,2.0,1970-01-01 00:29:14.870400+00:00,1970-01-01 00:29:14.956800+00:00,1.482,1.2269333333333332,1.2269333333333332,0.2550666666666667,initial_stop,1,-1.0000000000000002,0.8037114479874544,-1.6819132253005749,False
75,ASR/USDT,3.0,2.0,1970-01-01 00:29:14.524800+00:00,1970-01-01 00:29:15.043200+00:00,7.459,5.981,5.401266666666666,2.057733333333333,midline_exit,6,-0.7182660532624894,0.6307911617961511,-0.7556858679453119,False
81,ATM/USDT,3.0,2.0,1970-01-01 00:29:13.574400+00:00,1970-01-01 00:29:15.129600+00:00,1.508,1.51,1.2761333333333331,0.23186666666666678,midline_exit,18,0.008625646923519267,2.811960897067279,-0.7159286946520983,False
59,ARB/USDT,3.0,2.0,1970-01-01 00:29:15.043200+00:00,1970-01-01 00:29:15.216000+00:00,0.5712,0.49436,0.49436,0.07684,initial_stop,2,-1.0000000000000002,0.06116605934409066,-1.305309734513275,False
166,TRX/USDT,3.0,2.0,1970-01-01 00:29:15.043200+00:00,1970-01-01 00:29:15.302400+00:00,0.3621,0.34634,0.34634,0.015760000000000003,initial_stop,3,-0.9999999999999996,0.501269035532996,-1.0723350253807087,False
128,ETH/USDT,3.0,2.0,1970-01-01 00:29:14.697600+00:00,1970-01-01 00:29:15.561600+00:00,4260.62,4075.59,3870.1106666666665,390.5093333333333,midline_exit,10,-0.47381710040220915,1.350492689888761,-0.49494335602734146,False
138,LINK/USDT,3.0,2.0,1970-01-01 00:29:14.697600+00:00,1970-01-01 00:29:16.080000+00:00,21.94,23.38,19.430666666666667,2.509333333333333,midline_exit,16,0.5738575982996803,2.3631774707757707,-0.4383634431455904,False
54,API3/USDT,3.0,2.0,1970-01-01 00:29:15.561600+00:00,1970-01-01 00:29:16.425600+00:00,1.37,1.1174,1.0974666666666666,0.2725333333333334,midline_exit,10,-0.9268590998043056,1.2431506849315064,-0.9679549902152641,False
45,ALPINE/USDT,3.0,2.0,1970-01-01 00:29:15.216000+00:00,1970-01-01 00:29:16.512000+00:00,2.19,1.755,1.6931999999999998,0.4968000000000001,midline_exit,15,-0.8756038647342995,0.764895330112721,-0.9259259259259257,False
65,ARK/USDT,3.0,2.0,1970-01-01 00:29:17.808000+00:00,1970-01-01 00:29:17.894400+00:00,0.4944,0.45769333333333334,0.45769333333333334,0.03670666666666665,initial_stop,1,-1.0000000000000004,0.22611696331275064,-1.2095895386850712,False
108,BNB/USDT,3.0,2.0,1970-01-01 00:29:17.980800+00:00,1970-01-01 00:29:18.499200+00:00,955.65,1022.7793333333333,913.2926666666666,42.35733333333336,chandelier_stop,6,1.584833795013849,3.017659279778393,-0.22546272979098345,True
120,DOGE/USDT,3.0,2.0,1970-01-01 00:29:17.635200+00:00,1970-01-01 00:29:18.499200+00:00,0.2755,0.25004133333333334,0.25004133333333334,0.025458666666666668,initial_stop,10,-1.0000000000000007,1.2310149785272853,-1.760893474389862,False
146,NEAR/USDT,3.0,2.0,1970-01-01 00:29:18.153600+00:00,1970-01-01 00:29:18.499200+00:00,3.175,2.8617999999999997,2.8617999999999997,0.3132,initial_stop,4,-1.0000000000000004,0.5332056194125169,-1.3473818646232432,False
154,SOL/USDT,3.0,2.0,1970-01-01 00:29:17.635200+00:00,1970-01-01 00:29:18.499200+00:00,242.18,222.19333333333333,222.19333333333333,19.986666666666668,initial_stop,10,-1.0000000000000004,0.5668779186124074,-1.3849232821881257,False
94,AVAX/USDT,3.0,2.0,1970-01-01 00:29:17.462400+00:00,1970-01-01 00:29:18.758400+00:00,29.48,28.64,26.706666666666667,2.773333333333333,midline_exit,15,-0.30288461538461536,2.408653846153845,-0.4543269230769237,False
46,ALPINE/USDT,3.0,2.0,1970-01-01 00:29:18.844800+00:00,1970-01-01 00:29:19.017600+00:00,4.682,5.820533333333334,4.104666666666667,0.5773333333333334,chandelier_stop,2,1.9720554272517317,3.547344110854503,-0.8348729792147809,True
47,ALPINE/USDT,3.0,2.0,1970-01-01 00:29:19.104000+00:00,1970-01-01 00:29:19.276800+00:00,6.663,5.3954,5.3954,1.2676,initial_stop,2,-0.9999999999999998,6.853108236036604,-4.229252130009467,True
1,1000CHEEMS/USDT,3.0,2.0,1970-01-01 00:29:19.881600+00:00,1970-01-01 00:29:20.054400+00:00,0.001741,0.0014931333333333334,0.0014931333333333334,0.00024786666666666666,initial_stop,2,-0.9999999999999996,1.3797740720817657,-1.335395373856912,False
40,ALICE/USDT,3.0,2.0,1970-01-01 00:29:19.968000+00:00,1970-01-01 00:29:20.054400+00:00,0.4928,0.39872,0.39872,0.09408,initial_stop,1,-1.0,0.005314625850340141,-4.4940476190476195,False
57,APT/USDT,3.0,2.0,1970-01-01 00:29:19.363200+00:00,1970-01-01 00:29:20.054400+00:00,5.227,4.723266666666667,4.723266666666667,0.5037333333333334,initial_stop,8,-0.9999999999999991,0.8357596611963989,-8.893594494441503,False
109,BNB/USDT,3.0,2.0,1970-01-01 00:29:19.449600+00:00,1970-01-01 00:29:20.054400+00:00,1189.4,1082.664,1082.664,106.73600000000003,initial_stop,7,-1.0000000000000007,1.504553290361264,-3.0850884425123666,False
114,BTC/USDT,3.0,2.0,1970-01-01 00:29:19.449600+00:00,1970-01-01 00:29:20.054400+00:00,122232.0,116970.94933333334,116970.94933333334,5261.050666666669,initial_stop,7,-0.9999999999999988,0.7541516422068297,-3.8456196835714422,False
23,ADX/USDT,3.0,2.0,1970-01-01 00:29:21.782400+00:00,1970-01-01 00:29:22.214400+00:00,0.1417,0.12096666666666667,0.12096666666666667,0.020733333333333333,initial_stop,5,-0.9999999999999997,0.2556270096463022,-1.3360128617363338,False
33,ALCX/USDT,3.0,2.0,1970-01-01 00:29:22.300800+00:00,1970-01-01 00:29:22.473600+00:00,10.93,16.922666666666668,9.062,1.8679999999999999,chandelier_stop,2,3.2080656673804437,4.855460385438972,-0.9796573875802999,True
58,AR/USDT,3.0,2.0,1970-01-01 00:29:22.473600+00:00,1970-01-01 00:29:22.560000+00:00,7.91,6.403333333333333,6.403333333333333,1.5066666666666668,initial_stop,1,-1.0,0.43141592920354,-1.0353982300884959,False
130,ICP/USDT,3.0,2.0,1970-01-01 00:29:22.214400+00:00,1970-01-01 00:29:22.646400+00:00,5.19,7.953666666666667,4.242266666666667,0.9477333333333335,chandelier_stop,5,2.9160804727068084,4.915939786156442,-0.5043612830613399,True
173,UNI/USDT,3.0,2.0,1970-01-01 00:29:22.732800+00:00,1970-01-01 00:29:22.905600+00:00,9.347,7.945133333333333,7.945133333333333,1.4018666666666666,initial_stop,2,-1.0000000000000002,0.6798078752140012,-1.3360757085790371,False
147,NEAR/USDT,3.0,2.0,1970-01-01 00:29:22.473600+00:00,1970-01-01 00:29:22.992000+00:00,2.768,2.448,2.333733333333333,0.43426666666666663,midline_exit,6,-0.7368744243168557,0.9602394841879036,-0.8658274485723056,False
181,XRP/USDT,3.0,2.0,1970-01-01 00:29:27.571200+00:00,1970-01-01 00:29:27.744000+00:00,2.3478,2.1891866666666666,2.1891866666666666,0.15861333333333327,initial_stop,2,-1.0,0.43754203093476757,-1.2363399462004037,False
131,ICP/USDT,3.0,2.0,1970-01-01 00:29:28.348800+00:00,1970-01-01 00:29:28.694400+00:00,4.541,3.9170000000000007,3.9170000000000007,0.6239999999999999,initial_stop,4,-0.9999999999999997,0.4503205128205124,-1.0721153846153857,False
98,AXS/USDT,3.0,2.0,1970-01-01 00:29:28.608000+00:00,1970-01-01 00:29:28.780800+00:00,1.979,1.6402,1.6402,0.33879999999999993,initial_stop,2,-1.0000000000000002,0.6729634002361269,-1.0035419126328222,False
69,ARPA/USDT,3.0,2.0,1970-01-01 00:29:28.780800+00:00,1970-01-01 00:29:28.867200+00:00,0.0198,0.016989333333333335,0.016989333333333335,0.0028106666666666657,initial_stop,1,-1.0000000000000002,0.323766603415559,-1.5441176470588247,False
167,TRX/USDT,3.0,2.0,1970-01-01 00:29:28.435200+00:00,1970-01-01 00:29:28.867200+00:00,0.3126,0.3018,0.3018,0.010800000000000002,initial_stop,5,-0.9999999999999976,0.7777777777777793,-1.4537037037037026,False
88,AUCTION/USDT,3.0,2.0,1970-01-01 00:29:29.299200+00:00,1970-01-01 00:29:29.385600+00:00,8.41,7.3406666666666665,7.3406666666666665,1.0693333333333337,initial_stop,1,-1.0,0.3647132169576064,-1.982543640897755,False
99,AXS/USDT,3.0,2.0,1970-01-01 00:29:28.867200+00:00,1970-01-01 00:29:29.731200+00:00,2.104,2.083,1.5849333333333333,0.5190666666666667,midline_exit,10,-0.04045723092730524,1.720395581813511,-0.42576419213973815,False
82,ATM/USDT,3.0,2.0,1970-01-01 00:29:30.681600+00:00,1970-01-01 00:29:30.768000+00:00,1.357,1.1263333333333334,1.1263333333333334,0.23066666666666666,initial_stop,1,-0.9999999999999997,0.403179190751445,-1.1141618497109822,False
95,AWE/USDT,3.0,2.0,1970-01-01 00:29:30.336000+00:00,1970-01-01 00:29:31.459200+00:00,0.07503,0.06538333333333333,0.06538333333333333,0.009646666666666666,initial_stop,13,-0.9999999999999998,3.4706288873531443,-1.5176226675881135,True
168,TRX/USDT,3.0,2.0,1970-01-01 00:29:33.705600+00:00,1970-01-01 00:29:36.988800+00:00,0.3068,0.3234,0.2962666666666667,0.01053333333333332,midline_exit,38,1.57594936708861,2.829113924050636,-0.7310126582278529,False
100,AXS/USDT,3.0,2.0,1970-01-01 00:29:37.075200+00:00,1970-01-01 00:29:37.161600+00:00,1.578,1.3868,1.3868,0.19119999999999995,initial_stop,1,-1.0000000000000004,0.041841004184100465,-1.1349372384937246,False
132,ICP/USDT,3.0,2.0,1970-01-01 00:29:38.025600+00:00,1970-01-01 00:29:38.112000+00:00,3.2,2.9248000000000003,2.9248000000000003,0.27519999999999994,initial_stop,1,-0.9999999999999998,0.28343023255813904,-1.0755813953488385,False
133,ICP/USDT,3.0,2.0,1970-01-01 00:29:38.198400+00:00,1970-01-01 00:29:38.544000+00:00,3.621,3.2208666666666668,3.2208666666666668,0.40013333333333334,initial_stop,4,-0.9999999999999998,1.177107630789736,-1.177107630789737,False
