trade_id,symbol,chan_activate_r,chan_atr_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mfe_r,mae_r,chan_activated
26,AGLD/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:51.369600+00:00,1.625,1.3824666666666667,1.3824666666666667,0.2425333333333333,initial_stop,2,-0.9999999999999999,0.2267729521715226,-1.2946673996701488,False
56,APT/USDT,3.0,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:51.369600+00:00,13.72,11.7888,11.7888,1.9312000000000002,initial_stop,1,-1.0000000000000002,0.01553438276719105,-1.144366197183099,False
105,BNB/USDT,3.0,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:51.369600+00:00,659.63,610.7393333333333,610.7393333333333,48.89066666666666,initial_stop,1,-1.0000000000000002,0.158926039053125,-1.0151221773753683,False
117,DOGE/USDT,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:51.456000+00:00,0.19646,0.3712706666666667,0.16386666666666666,0.03259333333333334,chandelier_stop,7,5.363387195745551,7.428512988341173,-0.34086725301697707,True
163,TRX/USDT,3.0,2.0,1970-01-01 00:28:51.369600+00:00,1970-01-01 00:28:51.456000+00:00,0.1873,0.17786,0.17786,0.00944,initial_stop,1,-1.0000000000000004,0.5190677966101711,-1.4618644067796616,False
175,XRP/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:51.456000+00:00,0.5884,0.6719733333333333,0.5456533333333333,0.04274666666666673,chandelier_stop,3,1.9550842170929466,3.7336244541484653,-0.42342482844666196,True
6,AAVE/USDT,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:51.542400+00:00,173.71,158.13,150.92733333333334,22.78266666666666,midline_exit,8,-0.683853221747528,1.131562006203547,-0.7935857669573367,False
27,AGLD/USDT,3.0,2.0,1970-01-01 00:28:51.456000+00:00,1970-01-01 00:28:51.542400+00:00,1.996,1.4546666666666666,1.4546666666666666,0.5413333333333334,initial_stop,1,-1.0,0.09236453201970408,-1.0714285714285714,False
67,ARKM/USDT,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:51.542400+00:00,2.124,1.952,1.7692,0.35479999999999995,midline_exit,8,-0.48478015783540074,1.2091319052987595,-0.5975197294250288,False
121,DOT/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:51.542400+00:00,5.241,4.740733333333333,4.740733333333333,0.500266666666667,initial_stop,4,-0.9999999999999993,1.1953624733475487,-1.1094083155650307,False
170,UNI/USDT,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:51.542400+00:00,9.288,8.178,7.964,1.3239999999999994,midline_exit,8,-0.8383685800604229,1.1148036253776432,-0.9274924471299096,False
34,ALGO/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:51.801600+00:00,0.1454,0.18935333333333332,0.13125333333333333,0.014146666666666662,chandelier_stop,7,3.106974552309142,5.2238454288407175,-0.4311969839773796,True
176,XRP/USDT,3.0,2.0,1970-01-01 00:28:51.542400+00:00,1970-01-01 00:28:51.801600+00:00,0.7736,1.1007866666666666,0.6721733333333333,0.10142666666666672,chandelier_stop,3,3.2258446168003134,4.892204548442223,-0.0315498882608122,True
139,LTC/USDT,3.0,2.0,1970-01-01 00:28:51.715200+00:00,1970-01-01 00:28:52.060800+00:00,95.42,83.10666666666667,83.10666666666667,12.313333333333336,initial_stop,4,-0.9999999999999997,0.1632376827287497,-1.0630752571737954,False
16,ADA/USDT,3.0,2.0,1970-01-01 00:28:51.369600+00:00,1970-01-01 00:28:52.406400+00:00,0.5709,0.9454133333333332,0.47927333333333333,0.09162666666666665,chandelier_stop,12,4.08738358556461,6.366050640279395,-0.5642462165308496,True
83,ATOM/USDT,3.0,2.0,1970-01-01 00:28:51.715200+00:00,1970-01-01 00:28:52.492800+00:00,6.122,7.8984000000000005,5.2661333333333324,0.855866666666667,chandelier_stop,9,2.075556940333385,4.035675338837825,-0.637949836423119,True
157,SUI/USDT,3.0,2.0,1970-01-01 00:28:51.110400+00:00,1970-01-01 00:28:52.492800+00:00,2.7477,3.1926,2.2979000000000003,0.44979999999999987,midline_exit,16,0.9891062694530908,2.652734548688307,-0.11249444197421124,False
92,AVAX/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:52.579200+00:00,31.89,39.31933333333333,28.532666666666668,3.3573333333333335,chandelier_stop,16,2.212867355043685,4.77760127084988,-0.38721207307386835,True
111,BTC/USDT,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:52.579200+00:00,75571.99,91452.026,70275.99666666667,5295.9933333333365,chandelier_stop,20,2.998499998111777,4.534752687251616,-0.21827633217061035,True
150,SOL/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:52.579200+00:00,210.07,230.69,188.99533333333332,21.07466666666667,midline_exit,16,0.9784259142097939,2.5775022143489807,-0.44603315196760746,False
48,AMP/USDT,3.0,2.0,1970-01-01 00:28:51.715200+00:00,1970-01-01 00:28:52.838400+00:00,0.005227,0.007829533333333333,0.0042074,0.0010196,chandelier_stop,13,2.5525042500326918,4.311494703805414,-0.9268340525696348,True
135,LINK/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:53.184000+00:00,14.25,22.815866666666665,12.656666666666666,1.593333333333333,chandelier_stop,23,5.376066945606694,7.939330543933055,-0.9665271966527194,True
177,XRP/USDT,3.0,2.0,1970-01-01 00:28:51.888000+00:00,1970-01-01 00:28:53.184000+00:00,1.1137,2.4036866666666667,0.9099133333333331,0.20378666666666673,chandelier_stop,15,6.330083747710023,8.810684375817846,-0.28510206752159023,True
35,ALGO/USDT,3.0,2.0,1970-01-01 00:28:51.888000+00:00,1970-01-01 00:28:53.270400+00:00,0.2159,0.4850333333333333,0.17819333333333334,0.03770666666666666,chandelier_stop,16,7.137553041018389,10.555162659123058,-0.3500707213578506,True
164,TRX/USDT,3.0,2.0,1970-01-01 00:28:51.628800+00:00,1970-01-01 00:28:53.270400+00:00,0.1912,0.39892666666666665,0.17732,0.013879999999999997,chandelier_stop,19,14.965898174831894,18.645533141210382,-0.3530259365994248,True
51,ANKR/USDT,3.0,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:53.443200+00:00,0.03039,0.054089333333333336,0.027238,0.003152000000000001,chandelier_stop,25,7.518824027072756,10.663071065989843,-0.8978426395939081,True
2,1INCH/USDT,3.0,2.0,1970-01-01 00:28:53.616000+00:00,1970-01-01 00:28:53.702400+00:00,0.6263,0.52374,0.52374,0.10256000000000001,initial_stop,1,-0.9999999999999998,0.015600624024961443,-2.149960998439937,False
7,AAVE/USDT,3.0,2.0,1970-01-01 00:28:53.443200+00:00,1970-01-01 00:28:53.702400+00:00,281.75,235.56733333333332,235.56733333333332,46.18266666666668,initial_stop,3,-1.0,0.3356237549441348,-1.2368276698328375,False
30,AI/USDT,3.0,2.0,1970-01-01 00:28:52.838400+00:00,1970-01-01 00:28:53.702400+00:00,0.7567,0.6144466666666667,0.6144466666666667,0.14225333333333331,initial_stop,10,-1.0000000000000002,0.7317930452713468,-1.4178929609148,False
32,ALCX/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:53.702400+00:00,17.63,25.799333333333333,15.743333333333332,1.8866666666666665,chandelier_stop,29,4.330035335689047,6.424028268551238,-0.265017667844523,True
53,APE/USDT,3.0,2.0,1970-01-01 00:28:53.184000+00:00,1970-01-01 00:28:53.702400+00:00,1.894,1.5570666666666666,1.5570666666666666,0.3369333333333333,initial_stop,6,-1.0,0.8132172536604677,-1.9796201028888005,False
90,AVA/USDT,3.0,2.0,1970-01-01 00:28:53.011200+00:00,1970-01-01 00:28:53.702400+00:00,0.688,0.6877,0.5951599999999999,0.09283999999999998,midline_exit,8,-0.0032313657906071418,1.572598018095649,-0.6074967686342084,False
97,AXS/USDT,3.0,2.0,1970-01-01 00:28:52.406400+00:00,1970-01-01 00:28:53.702400+00:00,8.342,6.864800000000001,6.864800000000001,1.4772,initial_stop,15,-0.9999999999999999,1.3613593284592467,-1.0763606823720557,False
103,BCH/USDT,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:53.702400+00:00,441.3,548.4,391.0866666666667,50.21333333333332,chandelier_stop,29,2.132899628252788,3.95711630377058,-0.7587626128518329,True
122,DOT/USDT,3.0,2.0,1970-01-01 00:28:52.320000+00:00,1970-01-01 00:28:53.702400+00:00,8.515,8.468,6.963133333333333,1.551866666666667,midline_exit,16,-0.030286107053870987,2.019503393762349,-0.6540510353123123,False
125,ETH/USDT,3.0,2.0,1970-01-01 00:28:51.110400+00:00,1970-01-01 00:28:53.702400+00:00,3126.21,3701.2340000000004,2859.534,266.67600000000004,chandelier_stop,30,2.1562645307414248,3.605573804916827,-0.41889783857564994,True
140,LTC/USDT,3.0,2.0,1970-01-01 00:28:53.097600+00:00,1970-01-01 00:28:53.702400+00:00,132.93,112.62333333333333,112.62333333333333,20.306666666666676,initial_stop,7,-0.9999999999999998,0.6958305975049239,-1.5940577806959944,False
145,NEAR/USDT,3.0,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:53.702400+00:00,5.562,6.9132,4.864133333333333,0.6978666666666667,chandelier_stop,28,1.9361864730607556,3.84314100114635,-0.8841230416507451,True
91,AVA/USDT,3.0,2.0,1970-01-01 00:28:53.961600+00:00,1970-01-01 00:28:54.134400+00:00,2.65,2.134253333333333,2.134253333333333,0.5157466666666667,initial_stop,2,-1.0000000000000002,1.4542023215532174,-1.1245831286678214,False
49,AMP/USDT,3.0,2.0,1970-01-01 00:28:53.184000+00:00,1970-01-01 00:28:54.393600+00:00,0.008725,0.009287,0.006780866666666667,0.0019441333333333332,midline_exit,14,0.2890748234003155,2.9704752760441675,-0.07818393800150848,False
171,UNI/USDT,3.0,2.0,1970-01-01 00:28:52.665600+00:00,1970-01-01 00:28:54.480000+00:00,13.53,14.807,11.2272,2.3027999999999995,midline_exit,21,0.5545422963348972,2.579468473163106,-0.5293555671356608,False
8,AAVE/USDT,3.0,2.0,1970-01-01 00:28:53.961600+00:00,1970-01-01 00:28:54.566400+00:00,367.11,300.7633333333333,300.7633333333333,66.34666666666666,initial_stop,7,-1.0000000000000004,0.49346864951768504,-1.0271804662379427,False
28,AGLD/USDT,3.0,2.0,1970-01-01 00:28:54.739200+00:00,1970-01-01 00:28:54.825600+00:00,2.161,1.7326000000000001,1.7326000000000001,0.42839999999999995,initial_stop,1,-0.9999999999999999,0.10737628384687167,-1.300186741363212,False
29,AGLD/USDT,3.0,2.0,1970-01-01 00:28:55.084800+00:00,1970-01-01 00:28:55.430400+00:00,2.302,1.7548000000000001,1.7548000000000001,0.5471999999999999,initial_stop,4,-1.0,0.95577485380117,-1.0562865497076026,False
77,ATA/USDT,3.0,2.0,1970-01-01 00:28:55.344000+00:00,1970-01-01 00:28:55.430400+00:00,0.2055,0.16412666666666664,0.16412666666666664,0.04137333333333333,initial_stop,1,-1.0000000000000004,0.012085078955849189,-1.1432484692233318,False
78,ATA/USDT,3.0,2.0,1970-01-01 00:28:55.776000+00:00,1970-01-01 00:28:56.208000+00:00,0.2299,0.16968666666666665,0.16968666666666665,0.060213333333333334,initial_stop,5,-1.0000000000000002,0.02823294951284334,-1.028011514614703,False
50,AMP/USDT,3.0,2.0,1970-01-01 00:28:57.072000+00:00,1970-01-01 00:28:57.244800+00:00,0.009385,0.007825933333333333,0.007825933333333333,0.0015590666666666665,initial_stop,2,-0.9999999999999996,0.27259899084922606,-1.4220046181476094,False
141,LTC/USDT,3.0,2.0,1970-01-01 00:28:57.072000+00:00,1970-01-01 00:28:57.244800+00:00,137.04,119.63333333333333,119.63333333333333,17.40666666666667,initial_stop,2,-0.9999999999999998,0.14707008808885494,-1.4959785522788196,False
151,SOL/USDT,3.0,2.0,1970-01-01 00:28:57.158400+00:00,1970-01-01 00:28:57.331200+00:00,261.97,231.002,231.002,30.968000000000014,initial_stop,2,-1.0000000000000002,1.0933867217773166,-1.0504391630069754,False
178,XRP/USDT,3.0,2.0,1970-01-01 00:28:56.899200+00:00,1970-01-01 00:28:57.936000+00:00,3.1429,2.7645,2.7645,0.3784,initial_stop,12,-1.0000000000000002,0.6794397463002111,-1.2869978858350954,False
10,ACH/USDT,3.0,2.0,1970-01-01 00:28:57.936000+00:00,1970-01-01 00:28:58.022400+00:00,0.03857,0.031059333333333335,0.031059333333333335,0.007510666666666667,initial_stop,1,-0.9999999999999998,0.010651517841291949,-1.239570388780401,False
11,ACH/USDT,3.0,2.0,1970-01-01 00:28:58.108800+00:00,1970-01-01 00:28:58.800000+00:00,0.03761,0.0322,0.027900666666666664,0.009709333333333332,midline_exit,8,-0.5571958253227134,2.160807470475145,-0.7374347706673988,False
17,ADA/USDT,3.0,2.0,1970-01-01 00:29:00.873600+00:00,1970-01-01 00:29:00.960000+00:00,1.135,0.96352,0.96352,0.17148,initial_stop,1,-0.9999999999999999,0.23151387916958285,-1.8206204805225101,False
179,XRP/USDT,3.0,2.0,1970-01-01 00:29:00.873600+00:00,1970-01-01 00:29:00.960000+00:00,2.9396,2.5012933333333334,2.5012933333333334,0.4383066666666667,initial_stop,1,-0.9999999999999999,0.0638822133665927,-1.4647278921911597,False
87,AUCTION/USDT,3.0,2.0,1970-01-01 00:29:01.651200+00:00,1970-01-01 00:29:02.601600+00:00,26.06,54.17666666666667,20.542666666666666,5.517333333333334,chandelier_stop,11,5.096060898985017,7.6576848719188,-0.5926776220396325,True
61,ARDR/USDT,3.0,2.0,1970-01-01 00:29:04.675200+00:00,1970-01-01 00:29:04.848000+00:00,0.10223,0.1502,0.076086,0.026144,chandelier_stop,2,1.8348378212974294,3.2684363525091804,-0.0722919216646268,True
63,ARK/USDT,3.0,2.0,1970-01-01 00:29:04.416000+00:00,1970-01-01 00:29:05.884800+00:00,0.4847,0.4448,0.37295333333333336,0.11174666666666665,midline_exit,17,-0.3570576303543735,0.6693711967545638,-0.9262021238515695,False
12,ACH/USDT,3.0,2.0,1970-01-01 00:29:04.588800+00:00,1970-01-01 00:29:06.230400+00:00,0.02741,0.02601,0.022651333333333336,0.004758666666666666,midline_exit,19,-0.29420005603810634,0.6514429812272343,-0.815354441019894,False
42,ALPINE/USDT,3.0,2.0,1970-01-01 00:29:06.489600+00:00,1970-01-01 00:29:06.576000+00:00,1.119,0.9503333333333334,0.9503333333333334,0.1686666666666666,initial_stop,1,-1.0000000000000002,0.23122529644268738,-1.2865612648221347,False
118,DOGE/USDT,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:06.921600+00:00,0.25063,0.22474200000000003,0.22474200000000003,0.025888,initial_stop,1,-0.9999999999999998,0.3503553770086514,-1.1016687268232392,False
123,DOT/USDT,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.094400+00:00,5.309,4.8327333333333335,4.8327333333333335,0.47626666666666684,initial_stop,3,-0.9999999999999996,0.1910694288913777,-1.0204367301231794,False
18,ADA/USDT,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.267200+00:00,0.8406,0.75024,0.75024,0.09036000000000002,initial_stop,5,-0.9999999999999997,0.2622841965471441,-1.0635236830455947,False
84,ATOM/USDT,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.267200+00:00,5.384,4.8904000000000005,4.8904000000000005,0.4936000000000002,initial_stop,5,-0.9999999999999992,0.23298217179902608,-1.258103727714749,False
158,SUI/USDT,3.0,2.0,1970-01-01 00:29:05.366400+00:00,1970-01-01 00:29:07.267200+00:00,2.9662,3.659593333333333,2.5416133333333333,0.4245866666666667,chandelier_stop,22,1.6331019972365268,3.138817359628186,-0.16769250094209304,True
136,LINK/USDT,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.353600+00:00,17.34,15.76,15.574666666666667,1.7653333333333323,midline_exit,6,-0.8950151057401818,0.3625377643504537,-0.9799848942598195,False
4,1MBABYDOGE/USDT,3.0,2.0,1970-01-01 00:29:07.094400+00:00,1970-01-01 00:29:07.440000+00:00,0.0020016,0.00165408,0.00165408,0.00034752,initial_stop,4,-1.0000000000000002,0.09064226519336972,-1.2485612338858199,False
71,ASR/USDT,3.0,2.0,1970-01-01 00:29:06.489600+00:00,1970-01-01 00:29:07.440000+00:00,1.843,1.588,1.4340666666666668,0.40893333333333326,midline_exit,11,-0.6235735246168893,0.9952722530159768,-0.7678513205086407,False
106,BNB/USDT,3.0,2.0,1970-01-01 00:29:06.748800+00:00,1970-01-01 00:29:07.440000+00:00,666.29,636.6913333333333,636.6913333333333,29.598666666666666,initial_stop,8,-0.9999999999999993,0.9024055137618824,-1.0554529483310062,False
142,LTC/USDT,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.440000+00:00,105.27,96.06,94.49666666666667,10.773333333333333,midline_exit,7,-0.8548886138613856,0.06497524752475274,-0.8994430693069305,False
126,ETH/USDT,3.0,2.0,1970-01-01 00:29:06.835200+00:00,1970-01-01 00:29:07.526400+00:00,2583.23,2345.47,2345.47,237.76000000000002,initial_stop,8,-1.0000000000000009,0.6530534993270524,-1.093623822341857,False
