date,trend,funding,vol_mult,auto_equity,manual_equity
2022-01-21,BEAR,LOW,0.75,76950.02936087664,72975.64999061673
2022-01-22,BEAR,LOW,0.75,76992.50495828889,73008.7578774472
2022-01-23,BEAR,LOW,0.75,77035.00400177894,73041.88078479713
2022-01-24,BEAR,LOW,0.75,77077.52650428879,73075.01871948109
2022-01-25,BEAR,LOW,0.75,77120.07247876756,73108.17168831672
2022-01-26,BEAR,LOW,0.75,77162.64193817152,73141.33969812481
2022-01-27,BEAR,LOW,0.75,77205.23489546412,73174.52275572918
2022-01-28,BEAR,LOW,0.75,77247.85136361592,73207.72086795678
2022-01-29,BEAR,LOW,0.75,77290.49135560468,73240.93404163767
2022-01-30,BEAR,LOW,0.75,77333.1548844153,73274.16228360496
2022-01-31,BEAR,LOW,0.75,77375.84196303986,73307.40560069491
2022-02-01,BEAR,LOW,0.75,77418.5526044776,73340.66399974686
2022-02-02,BEAR,LOW,1.0,77475.53156082073,73373.93748760325
2022-02-03,BEAR,LOW,0.75,77518.2972298557,73407.22607110965
2022-02-04,BEAR,HIGH,0.75,77577.57587538975,73440.52975711468
2022-02-05,BEAR,HIGH,0.75,77636.8998516127,73473.84855247014
2022-02-06,BEAR,HIGH,0.75,77696.26919318917,73507.18246403088
2022-02-07,BEAR,LOW,0.75,77739.15670704842,73540.53149865488
2022-02-08,BEAR,LOW,0.75,77782.06789435896,73573.89566320324
2022-02-09,BEAR,LOW,0.75,77825.00276818831,73607.27496454015
2022-02-10,BEAR,LOW,0.75,77867.96134161115,73640.66940953294
2022-02-11,BEAR,LOW,0.75,77910.94362770942,73674.07900505206
2022-02-12,BEAR,LOW,0.75,77953.94963957225,73707.50375797105
2022-02-13,BEAR,LOW,0.75,77996.97939029602,73740.94367516656
2022-02-14,BEAR,LOW,0.75,78040.03289298434,73774.39876351842
2022-02-15,BEAR,HIGH,0.75,78099.71051249669,73807.8690299095
2022-02-16,BEAR,HIGH,0.75,78159.43376779543,73841.35448122586
2022-02-17,BEAR,LOW,0.75,78202.5769435715,73874.85512435666
2022-02-18,BEAR,HIGH,0.75,78262.37886136572,73908.37096619417
2022-02-19,BEAR,LOW,0.75,78305.57886173806,73941.90201363381
2022-02-20,BEAR,LOW,0.75,78348.80270805092,73975.4482735741
2022-02-21,BEAR,LOW,0.75,78392.05041346702,74009.00975291674
2022-02-22,BEAR,LOW,0.75,78435.32199115632,74042.5864585665
2022-02-23,BEAR,LOW,0.75,78478.61745429608,74076.17839743133
2022-02-24,BEAR,LOW,0.75,78521.9368160708,74109.78557642229
2022-02-25,BEAR,LOW,0.75,78565.28008967228,74143.40800245358
2022-02-26,BEAR,LOW,0.75,78608.64728829957,74177.04568244253
2022-02-27,BEAR,LOW,1.0,78666.50213744555,74210.69862330964
2022-02-28,BEAR,HIGH,1.0,78746.71104918643,74244.36683197852
2022-03-01,BEAR,HIGH,1.0,78827.00174249058,74278.05031537592
2022-03-02,BEAR,LOW,1.0,78885.01729741694,74311.74908043173
2022-03-03,BEAR,LOW,1.0,78943.07555096864,74345.46313407902
2022-03-04,BEAR,LOW,1.0,79001.17653457125,74379.19248325397
2022-03-05,BEAR,LOW,1.0,79059.32027967348,74412.93713489591
2022-03-06,BEAR,LOW,1.0,79117.5068177472,74446.69709594733
2022-03-07,BEAR,LOW,1.0,79175.73618028742,74480.47237335386
2022-03-08,BEAR,LOW,1.0,79234.00839881234,74514.26297406429
2022-03-09,BEAR,HIGH,1.25,79334.9928301436,74548.06890503055
2022-03-10,BEAR,LOW,1.0,79393.38225930337,74581.89017320775
2022-03-11,BEAR,LOW,1.0,79451.8146622546,74615.72678555413
2022-03-12,BEAR,LOW,1.0,79510.2900706254,74649.57874903109
2022-03-13,BEAR,LOW,1.0,79568.80851606713,74683.4460706032
2022-03-14,BEAR,LOW,1.0,79627.37003025449,74717.32875723817
2022-03-15,BEAR,LOW,1.0,79685.97464488544,74751.22681590689
2022-03-16,BEAR,LOW,1.0,79744.62239168132,74785.1402535834
2022-03-17,BEAR,LOW,0.75,79788.64057471041,74819.06907724493
2022-03-18,BEAR,LOW,0.75,79832.68305530817,74853.01329387183
2022-03-19,BEAR,HIGH,0.75,79893.73152373408,74886.97291044766
2022-03-20,BEAR,LOW,0.75,79937.83201341746,74920.94793395912
2022-03-21,BEAR,HIGH,0.75,79998.96088979916,74954.9383713961
2022-03-22,BEAR,HIGH,0.75,80060.13651175093,74988.94422975165
2022-03-23,BEAR,HIGH,0.75,80121.35891501934,75022.965516022
2022-03-24,BEAR,HIGH,0.75,80182.62813537834,75057.00223720653
2022-03-25,BEAR,HIGH,0.75,80243.94420862917,75091.05440030782
2022-03-26,BEAR,HIGH,0.75,80305.30717060048,75125.12201233165
2022-03-27,MIXED,HIGH,0.75,80345.04868134952,75159.2050802869
2022-03-28,MIXED,HIGH,0.75,80384.80985938746,75193.30361118572
2022-03-29,MIXED,HIGH,0.75,80424.59071444726,75227.41761204338
2022-03-30,MIXED,HIGH,0.75,80464.39125626668,75261.54708987837
2022-03-31,MIXED,HIGH,0.75,80504.21149458832,75295.69205171232
2022-04-01,MIXED,HIGH,0.75,80544.05143915958,75329.8525045701
2022-04-02,MIXED,HIGH,0.75,80583.9110997327,75364.02845547973
2022-04-03,MIXED,HIGH,0.75,80623.79048606474,75398.21991147242
2022-04-04,MIXED,HIGH,0.75,80663.6896079176,75432.42687958259
2022-04-05,MIXED,HIGH,0.75,80703.60847505796,75466.64936684784
2022-04-06,BEAR,LOW,0.75,80748.15600820088,75500.88738030895
2022-04-07,BEAR,LOW,0.75,80792.72813110809,75535.14092700992
2022-04-08,BEAR,HIGH,0.75,80854.51075100248,75569.41001399794
2022-04-09,BEAR,HIGH,0.75,80916.34061638801,75603.69464832338
2022-04-10,BEAR,LOW,0.75,80961.00557540935,75637.9948370398
2022-04-11,BEAR,LOW,0.75,81005.69518901281,75672.31058720402
2022-04-12,BEAR,LOW,0.75,81050.40947080746,75706.64190587598
2022-04-13,BEAR,HIGH,0.75,81112.38914096408,75740.98880011888
2022-04-14,BEAR,LOW,0.75,81157.16231668492,75775.3512769991
2022-04-15,BEAR,HIGH,0.75,81219.22362129865,75809.72934358627
2022-04-16,BEAR,HIGH,0.75,81281.33238451518,75844.12300695314
2022-04-17,BEAR,LOW,0.75,81326.19881510879,75878.53227417576
2022-04-18,BEAR,HIGH,0.75,81388.38938281305,75912.95715233331
2022-04-19,BEAR,HIGH,0.75,81450.62750796827,75947.39764850825
2022-04-20,BEAR,HIGH,0.75,81512.91322694186,75981.85376978623
2022-04-21,BEAR,LOW,0.75,81557.90748769634,76016.32552325609
2022-04-22,BEAR,HIGH,0.75,81620.27524422905,76050.81291600992
2022-04-23,BEAR,HIGH,0.75,81682.69069370994,76085.315955143
2022-04-24,BEAR,HIGH,0.75,81745.15387261004,76119.83464775386
2022-04-25,BEAR,LOW,0.75,81790.27632772973,76154.36900094422
2022-04-26,BEAR,LOW,0.75,81835.42368996453,76188.91902181903
2022-04-27,BEAR,LOW,0.75,81880.59597306288,76223.48471748648
2022-04-28,BEAR,LOW,0.75,81925.79319078085,76258.06609505798
2022-04-29,BEAR,LOW,0.75,81971.01535688207,76292.66316164815
2022-04-30,BEAR,LOW,0.75,82016.26248513778,76327.27592437484
2022-05-01,BEAR,LOW,0.75,82061.53458932684,76361.90439035915
2022-05-02,BEAR,LOW,0.75,82106.83168323568,76396.54856672538
2022-05-03,BEAR,LOW,0.75,82152.15378065838,76431.20846060109
2022-05-04,BEAR,HIGH,0.75,82214.9759604256,76465.88407911707
2022-05-05,BEAR,LOW,0.75,82260.35775233858,76500.57542940733
2022-05-06,BEAR,LOW,0.75,82305.76459451781,76535.28251860912
2022-05-07,BEAR,LOW,0.75,82351.19650079077,76570.00535386294
2022-05-08,BEAR,LOW,0.75,82396.65348499257,76604.74394231252
2022-05-09,BEAR,LOW,0.75,82442.13556096595,76639.49829110483
2022-05-10,BEAR,LOW,0.75,82487.64274256132,76674.26840739009
2022-05-11,BEAR,LOW,1.0,82548.35247732849,76709.05429832176
2022-05-12,BEAR,LOW,1.0,82609.10689359912,76743.85597105655
2022-05-13,BEAR,LOW,1.0,82669.90602425818,76778.6734327544
2022-05-14,BEAR,LOW,1.0,82730.74990221481,76813.5066905785
2022-05-15,BEAR,LOW,1.0,82791.6385604024,76848.35575169534
2022-05-16,BEAR,LOW,1.0,82852.57203177856,76883.2206232746
2022-05-17,BEAR,LOW,1.0,82913.55034932516,76918.10131248922
2022-05-18,BEAR,LOW,1.0,82974.57354604836,76952.99782651542
2022-05-19,BEAR,LOW,1.0,83035.64165497856,76987.91017253266
2022-05-20,BEAR,LOW,1.0,83096.75470917055,77022.83835772368
2022-05-21,BEAR,LOW,1.0,83157.91274170337,77057.78238927445
2022-05-22,BEAR,LOW,1.0,83219.11578568046,77092.74227437419
2022-05-23,BEAR,LOW,1.0,83280.3638742296,77127.71802021543
2022-05-24,BEAR,LOW,0.75,83326.33374893463,77162.70963399392
2022-05-25,BEAR,LOW,0.75,83372.32899852135,77197.7171229087
2022-05-26,BEAR,LOW,0.75,83418.34963699643,77232.74049416205
2022-05-27,BEAR,LOW,0.75,83464.39567837425,77267.77975495954
2022-05-28,BEAR,LOW,0.75,83510.46713667696,77302.83491251
2022-05-29,BEAR,LOW,0.75,83556.56402593442,77337.90597402556
2022-05-30,BEAR,LOW,0.75,83602.68636018425,77372.99294672157
2022-05-31,BEAR,LOW,0.75,83648.83415347182,77408.09583781667
2022-06-01,BEAR,LOW,0.75,83695.00741985024,77443.2146545328
2022-06-02,BEAR,LOW,0.75,83741.2061733804,77478.34940409515
2022-06-03,BEAR,LOW,0.75,83787.43042813092,77513.5000937322
2022-06-04,BEAR,LOW,0.75,83833.6801981782,77548.66673067572
2022-06-05,BEAR,LOW,0.75,83879.95549760644,77583.84932216074
2022-06-06,BEAR,LOW,0.75,83926.25634050755,77619.04787542557
2022-06-07,BEAR,LOW,0.75,83972.58274098128,77654.26239771183
2022-06-08,BEAR,LOW,0.75,84018.93471313512,77689.4928962644
2022-06-09,BEAR,LOW,0.75,84065.31227108439,77724.73937833146
2022-06-10,BEAR,LOW,0.75,84111.71542895216,77760.00185116447
2022-06-11,BEAR,LOW,0.75,84158.14420086931,77795.2803220182
2022-06-12,BEAR,LOW,0.75,84204.59860097454,77830.57479815069
2022-06-13,BEAR,LOW,0.75,84251.07864341431,77865.88528682326
2022-06-14,BEAR,LOW,0.75,84297.58434234293,77901.21179530058
2022-06-15,BEAR,LOW,0.75,84344.11571192252,77936.55433085054
2022-06-16,BEAR,LOW,0.75,84390.672766323,77971.9129007444
2022-06-17,BEAR,LOW,0.75,84437.25551972211,78007.28751225666
2022-06-18,BEAR,LOW,1.0,84499.40014183318,78042.67817266517
2022-06-19,BEAR,LOW,1.0,84561.59050150444,78078.08488925104
2022-06-20,BEAR,LOW,1.0,84623.82663239811,78113.5076692987
2022-06-21,BEAR,LOW,1.0,84686.10856820113,78148.94652009591
2022-06-22,BEAR,LOW,1.0,84748.43634262528,78184.40144893368
2022-06-23,BEAR,LOW,1.0,84810.80998940713,78219.8724631064
2022-06-24,BEAR,LOW,1.0,84873.2295423081,78255.35956991168
2022-06-25,BEAR,LOW,1.0,84935.69503511442,78290.86277665054
2022-06-26,BEAR,LOW,1.0,84998.20650163722,78326.38209062723
2022-06-27,BEAR,LOW,0.75,85045.12460719369,78361.91751914936
2022-06-28,BEAR,LOW,0.75,85092.0686110452,78397.46906952783
2022-06-29,BEAR,LOW,0.75,85139.03852748731,78433.03674907687
2022-06-30,BEAR,LOW,0.75,85186.03437082352,78468.62056511403
2022-07-01,BEAR,LOW,0.75,85233.05615536518,78504.22052496018
2022-07-02,BEAR,LOW,0.75,85280.10389543156,78539.83663593951
2022-07-03,BEAR,LOW,0.75,85327.17760534985,78575.46890537954
2022-07-04,BEAR,LOW,0.75,85374.27729945512,78611.11734061109
2022-07-05,BEAR,LOW,0.75,85421.40299209037,78646.78194896833
2022-07-06,BEAR,LOW,0.75,85468.55469760651,78682.46273778874
2022-07-07,BEAR,LOW,0.75,85515.73243036236,78718.15971441314
2022-07-08,BEAR,LOW,0.75,85562.9362047247,78753.87288618568
2022-07-09,BEAR,HIGH,0.75,85628.36662757174,78789.60226045384
2022-07-10,BEAR,LOW,0.75,85675.63257481244,78825.34784456844
2022-07-11,BEAR,LOW,0.75,85722.92461235308,78861.10964588363
2022-07-12,BEAR,LOW,0.75,85770.24275459522,78896.88767175688
2022-07-13,BEAR,LOW,0.75,85817.58701594839,78932.68192954901
2022-07-14,BEAR,LOW,0.75,85864.95741083006,78968.4924266242
2022-07-15,BEAR,HIGH,0.75,85930.61879086605,79004.31917034995
2022-07-16,BEAR,HIGH,0.75,85996.33038250126,79040.1621680971
2022-07-17,BEAR,HIGH,0.75,86062.09222413275,79076.02142723984
2022-07-18,BEAR,HIGH,0.75,86127.90435418698,79111.89695515571
2022-07-19,BEAR,LOW,0.75,86175.44604093739,79147.78875922559
2022-07-20,BEAR,LOW,0.75,86223.01397019302,79183.69684683371
2022-07-21,BEAR,LOW,0.75,86270.60815643944,79219.62122536766
2022-07-22,BEAR,LOW,0.75,86318.22861417024,79255.56190221837
2022-07-23,BEAR,LOW,0.75,86365.875357887,79291.5188847801
2022-07-24,BEAR,LOW,0.75,86413.54840209929,79327.49218045053
2022-07-25,BEAR,LOW,0.75,86461.24776132472,79363.48179663063
2022-07-26,BEAR,LOW,0.75,86508.97345008889,79399.48774072475
2022-07-27,BEAR,LOW,0.75,86556.72548292542,79435.51002014063
2022-07-28,BEAR,HIGH,0.75,86622.91586160823,79471.54864228933
2022-07-29,BEAR,HIGH,0.75,86689.15685641827,79507.60361458528
2022-07-30,BEAR,HIGH,0.75,86755.44850606196,79543.6749444463
2022-07-31,BEAR,LOW,0.75,86803.33659050676,79579.76263929355
2022-08-01,BEAR,LOW,0.75,86851.25110866461,79615.86670655155
2022-08-02,BEAR,LOW,0.75,86899.19207512664,79651.98715364821
2022-08-03,BEAR,LOW,0.75,86947.15950449204,79688.1239880148
2022-08-04,BEAR,LOW,0.75,86995.15341136804,79724.27721708597
2022-08-05,BEAR,HIGH,0.75,87061.67905817064,79760.44684829972
2022-08-06,BEAR,HIGH,0.75,87128.25557748176,79796.63288909745
2022-08-07,BEAR,LOW,0.75,87176.34944746309,79832.83534692394
2022-08-08,BEAR,HIGH,0.75,87243.013655818,79869.0542292273
2022-08-09,BEAR,LOW,0.75,87291.17087103747,79905.28954345908
2022-08-10,BEAR,LOW,0.75,87339.35466852732,79941.54129707417
2022-08-11,BEAR,HIGH,0.75,87406.14352782354,79977.80949753086
2022-08-12,BEAR,HIGH,0.75,87472.98346090825,80014.09415229083
2022-08-13,BEAR,HIGH,0.75,87539.87450683782,80050.3952688191
2022-08-14,BEAR,LOW,0.75,87588.19558608827,80086.71285458416
2022-08-15,BEAR,LOW,0.75,87636.5433380603,80123.0469170578
2022-08-16,BEAR,LOW,0.75,87684.91777747698,80159.39746371526
2022-08-17,BEAR,LOW,0.75,87733.31891906948,80195.76450203515
2022-08-18,BEAR,LOW,0.75,87781.74677757712,80232.14803949947
2022-08-19,BEAR,LOW,0.75,87830.20136774736,80268.54808359362
2022-08-20,BEAR,LOW,0.75,87878.68270433578,80304.9646418064
2022-08-21,BEAR,LOW,0.75,87927.19080210612,80341.39772162998
2022-08-22,BEAR,LOW,0.75,87975.72567583028,80377.84733055998
2022-08-23,BEAR,LOW,0.75,88024.2873402883,80414.31347609537
2022-08-24,BEAR,LOW,0.75,88072.87581026836,80450.79616573855
2022-08-25,BEAR,LOW,0.75,88121.49110056685,80487.29540699531
2022-08-26,BEAR,LOW,0.75,88170.13322598829,80523.81120737486
2022-08-27,BEAR,LOW,0.75,88218.80220134539,80560.34357438982
2022-08-28,BEAR,LOW,0.75,88267.49804145901,80596.89251555619
2022-08-29,BEAR,LOW,0.75,88316.22076115823,80633.45803839341
2022-08-30,BEAR,LOW,0.75,88364.97037528027,80670.04015042432
2022-08-31,BEAR,LOW,0.75,88413.7468986706,80706.63885917516
2022-09-01,BEAR,LOW,0.75,88462.5503461828,80743.25417217561
2022-09-02,BEAR,LOW,0.75,88511.38073267875,80779.88609695874
2022-09-03,BEAR,HIGH,0.75,88579.06584640905,80816.53464106107
2022-09-04,BEAR,LOW,0.75,88627.96054822132,80853.19981202249
2022-09-05,BEAR,LOW,0.75,88676.88223938872,80889.88161738636
2022-09-06,BEAR,LOW,0.75,88725.8309348091,80926.58006469945
2022-09-07,BEAR,LOW,0.75,88774.8066493885,80963.29516151192
2022-09-08,BEAR,HIGH,0.75,88842.69320628898,81000.02691537741
2022-09-09,BEAR,HIGH,0.75,88910.63167639301,81036.77533385296
2022-09-10,BEAR,HIGH,0.75,88978.62209939888,81073.540424499
2022-09-11,BEAR,LOW,0.75,89027.73735201129,81110.32219487947
2022-09-12,BEAR,LOW,0.75,89076.87971572051,81147.12065256167
2022-09-13,BEAR,LOW,0.75,89126.0492054916,81183.93580511639
2022-09-14,BEAR,LOW,0.75,89175.24583629785,81220.7676601178
2022-09-15,BEAR,LOW,0.75,89224.46962312082,81257.61622514355
2022-09-16,BEAR,LOW,0.75,89273.72058095035,81294.48150777469
2022-09-17,BEAR,LOW,0.75,89322.99872478454,81331.36351559576
2022-09-18,BEAR,LOW,0.75,89372.30406962978,81368.26225619469
2022-09-19,BEAR,LOW,0.75,89421.63663050074,81405.17773716289
2022-09-20,BEAR,LOW,0.75,89470.99642242037,81442.10996609519
2022-09-21,BEAR,LOW,0.75,89520.38346041992,81479.05895058987
2022-09-22,BEAR,LOW,0.75,89569.79775953894,81516.02469824866
2022-09-23,BEAR,LOW,0.75,89619.23933482527,81553.00721667675
2022-09-24,BEAR,LOW,0.75,89668.70820133507,81590.00651348276
2022-09-25,BEAR,LOW,0.75,89718.20437413281,81627.02259627878
2022-09-26,BEAR,LOW,0.75,89767.72786829126,81664.05547268034
2022-09-27,BEAR,LOW,0.75,89817.27869889153,81701.10515030644
2022-09-28,BEAR,LOW,0.75,89866.85688102304,81738.17163677952
2022-09-29,BEAR,LOW,0.75,89916.46242978354,81775.25493972548
2022-09-30,BEAR,HIGH,0.75,89985.22201680395,81812.35506677369
2022-10-01,BEAR,LOW,0.75,90034.89290185993,81849.47202555697
2022-10-02,BEAR,LOW,0.75,90084.59120471594,81886.60582371162
2022-10-03,BEAR,HIGH,0.75,90153.479360686,81923.7564688774
2022-10-04,BEAR,HIGH,0.75,90222.42019578764,81960.9239686975
2022-10-05,BEAR,HIGH,0.75,90291.41375030486,81998.10833081865
2022-10-06,BEAR,LOW,0.75,90341.25364993965,82035.30956289098
2022-10-07,BEAR,LOW,0.75,90391.12106066872,82072.52767256812
2022-10-08,BEAR,LOW,0.75,90441.0159976779,82109.76266750717
2022-10-09,BEAR,HIGH,0.75,90510.17671354306,82147.0145553687
2022-10-10,BEAR,HIGH,0.75,90579.39031696777,82184.28334381677
2022-10-11,BEAR,LOW,0.75,90629.38917660312,82221.5690405189
2022-10-12,BEAR,LOW,0.75,90679.41563507698,82258.87165314608
2022-10-13,BEAR,LOW,0.75,90729.4697076236,82296.19118937282
2022-10-14,BEAR,LOW,0.75,90779.55140948566,82333.52765687708
2022-10-15,BEAR,LOW,0.75,90829.66075591426,82370.8810633403
2022-10-16,BEAR,LOW,0.75,90879.79776216888,82408.25141644743
2022-10-17,BEAR,HIGH,0.75,90949.29401673411,82445.63872388688
2022-10-18,BEAR,LOW,0.75,90999.49705927575,82483.04299335057
2022-10-19,BEAR,LOW,0.75,91049.72781336267,82520.46423253388
2022-10-20,BEAR,LOW,0.75,91099.98629429136,82557.90244913573
2022-10-21,BEAR,LOW,0.75,91150.27251736674,82595.35765085848
2022-10-22,BEAR,LOW,0.75,91200.58649790219,82632.82984540802
2022-10-23,BEAR,LOW,0.75,91250.92825121952,82670.31904049372
2022-10-24,BEAR,LOW,0.75,91301.29779264901,82707.82524382844
2022-10-25,BEAR,HIGH,0.75,91371.11637048233,82745.34846312857
2022-10-26,BEAR,HIGH,0.75,91440.98833894567,82782.88870611397
2022-10-27,BEAR,HIGH,0.75,91510.91373886712,82820.44598050801
2022-10-28,BEAR,HIGH,0.75,91580.892611106,82858.02029403759
2022-10-29,BEAR,HIGH,0.75,91650.92499655286,82895.61165443307
2022-10-30,BEAR,HIGH,0.75,91721.01093612953,82933.22006942835
2022-10-31,BEAR,LOW,0.75,91771.63995819913,82970.84554676084
2022-11-01,BEAR,NEUTRAL,0.75,91833.24093147955,83008.48809417144
2022-11-02,BEAR,LOW,0.75,91883.93190331239,83046.14771940456
2022-11-03,BEAR,LOW,0.75,91934.6508560223,83083.82443020816
2022-11-04,BEAR,HIGH,0.75,92004.95376224109,83121.51823433366
2022-11-05,BEAR,LOW,0.75,92055.73951772938,83159.22913953607
2022-11-06,BEAR,LOW,0.75,92106.55330641431,83196.95715357384
2022-11-07,BEAR,HIGH,0.75,92176.98766733203,83234.70228420898
2022-11-08,BEAR,HIGH,0.75,92247.47588977228,83272.46453920702
2022-11-09,BEAR,LOW,0.75,92298.39551489438,83310.24392633702
2022-11-10,BEAR,LOW,1.0,92366.32582451217,83348.04045337155
2022-11-11,BEAR,LOW,1.0,92434.30612987408,83385.8541280867
2022-11-12,BEAR,LOW,1.0,92502.33646777627,83423.68495826212
2022-11-13,BEAR,LOW,1.0,92570.41687504198,83461.53295168094
2022-11-14,BEAR,LOW,1.0,92638.54738852155,83499.39811612987
2022-11-15,BEAR,LOW,1.0,92706.72804509243,83537.28045939913
2022-11-16,BEAR,LOW,1.0,92774.95888165924,83575.17998928246
2022-11-17,BEAR,LOW,1.0,92843.23993515375,83613.09671357718
2022-11-18,BEAR,LOW,1.0,92911.57124253488,83651.0306400841
2022-11-19,BEAR,LOW,1.0,92979.9528407888,83688.98177660759
2022-11-20,BEAR,LOW,1.0,93048.38476692887,83726.95013095556
2022-11-21,BEAR,LOW,1.0,93116.8670579957,83764.93571093948
2022-11-22,BEAR,LOW,0.75,93168.26657779182,83802.93852437432
2022-11-23,BEAR,LOW,0.75,93219.69446957593,83840.95857907864
2022-11-24,BEAR,LOW,0.75,93271.15074900909,83878.99588287451
2022-11-25,BEAR,LOW,0.75,93322.63543176097,83917.05044358759
2022-11-26,BEAR,LOW,0.75,93374.1485335099,83955.12226904705
2022-11-27,BEAR,LOW,0.75,93425.69006994287,83993.21136708563
2022-11-28,BEAR,LOW,0.75,93477.2600567555,84031.31774553964
2022-11-29,BEAR,LOW,0.75,93528.85850965213,84069.44141224891
2022-11-30,BEAR,LOW,0.75,93580.48544434572,84107.58237505685
2022-12-01,BEAR,LOW,0.75,93632.14087655791,84145.74064181044
2022-12-02,BEAR,LOW,0.75,93683.82482201904,84183.91622036017
2022-12-03,BEAR,LOW,0.75,93735.53729646813,84222.10911856017
2022-12-04,BEAR,LOW,0.75,93787.27831565286,84260.31934426805
2022-12-05,BEAR,LOW,0.75,93839.04789532961,84298.54690534504
2022-12-06,BEAR,LOW,0.75,93890.84605126349,84336.79180965592
2022-12-07,BEAR,LOW,0.75,93942.67279922828,84375.05406506904
2022-12-08,BEAR,LOW,0.75,93994.52815500648,84413.33367945631
2022-12-09,BEAR,LOW,0.75,94046.4121343893,84451.63066069322
2022-12-10,BEAR,LOW,0.75,94098.32475317667,84489.94501665884
2022-12-11,BEAR,LOW,0.75,94150.26602717722,84528.2767552358
2022-12-12,BEAR,LOW,0.75,94202.23597220833,84566.62588431031
2022-12-13,BEAR,LOW,0.75,94254.23460409611,84604.99241177218
2022-12-14,BEAR,LOW,0.75,94306.2619386754,84643.37634551477
2022-12-15,BEAR,LOW,0.75,94358.31799178977,84681.77769343503
2022-12-16,BEAR,LOW,0.75,94410.40277929154,84720.19646343349
2022-12-17,BEAR,LOW,0.75,94462.51631704181,84758.63266341428
2022-12-18,BEAR,LOW,0.75,94514.6586209104,84797.08630128509
2022-12-19,BEAR,LOW,0.75,94566.8297067759,84835.55738495721
2022-12-20,BEAR,LOW,0.75,94619.02959052565,84874.04592234554
2022-12-21,BEAR,LOW,0.75,94671.2582880558,84912.55192136853
2022-12-22,BEAR,LOW,0.75,94723.51581527124,84951.07538994827
2022-12-23,BEAR,LOW,0.75,94775.80218808565,84989.6163360104
2022-12-24,BEAR,LOW,0.75,94828.1174224215,85028.17476748418
2022-12-25,BEAR,LOW,0.75,94880.46153421004,85066.75069230246
2022-12-26,BEAR,LOW,0.75,94932.83453939132,85105.3441184017
2022-12-27,BEAR,LOW,0.75,94985.23645391417,85143.95505372195
2022-12-28,BEAR,LOW,0.75,95037.66729373625,85182.58350620685
2022-12-29,BEAR,LOW,0.75,95090.127074824,85221.22948380368
2022-12-30,BEAR,LOW,0.75,95142.61581315272,85259.89299446328
2022-12-31,BEAR,LOW,0.75,95195.13352470649,85298.57404614013
2023-01-01,BEAR,LOW,0.75,95225.94993808577,85338.78181650715
2023-01-02,BEAR,LOW,0.75,95256.77632730415,85379.008539885
2023-01-03,BEAR,LOW,0.75,95287.61269559097,85419.25422520771
2023-01-04,BEAR,LOW,0.75,95318.45904617665,85459.51888141347
2023-01-05,BEAR,LOW,0.75,95349.31538229263,85499.80251744474
2023-01-06,BEAR,LOW,0.75,95380.18170717142,85540.10514224815
2023-01-07,BEAR,LOW,0.75,95411.05802404656,85580.42676477459
2023-01-08,BEAR,LOW,0.75,95441.94433615265,85620.76739397911
2023-01-09,BEAR,HIGH,0.75,95483.00586371278,85661.12703882105
2023-01-10,BEAR,HIGH,0.75,95524.08505697595,85701.50570826393
2023-01-11,BEAR,HIGH,0.75,95565.18192354238,85741.90341127549
2023-01-12,BEAR,LOW,0.75,95596.11812838586,85782.32015682773
2023-01-13,BEAR,HIGH,0.75,95637.24598539331,85822.75595389686
2023-01-14,BEAR,HIGH,0.75,95678.3915366404,85863.21081146333
2023-01-15,BEAR,HIGH,0.75,95719.55478973962,85903.68473851182
2023-01-16,MIXED,HIGH,0.75,95755.32388984572,85944.17774403121
2023-01-17,MIXED,HIGH,0.75,95791.10635637966,85984.6898370147
2023-01-18,BEAR,LOW,1.0,95832.4521440229,86025.22102645962
2023-01-19,MIXED,LOW,1.0,95868.90310668273,86065.77132136765
2023-01-20,MIXED,HIGH,1.0,95916.66965274628,86106.34073074463
2023-01-21,MIXED,HIGH,1.0,95964.45999842418,86146.92926360069
2023-01-22,MIXED,HIGH,1.0,96012.27415557456,86187.53692895018
2023-01-23,MIXED,HIGH,1.0,96060.11213606146,86228.16373581174
2023-01-24,MIXED,LOW,1.0,96096.64969178746,86268.80969320823
2023-01-25,MIXED,NEUTRAL,1.0,96141.94742468694,86309.47481016675
2023-01-26,MIXED,LOW,1.0,96178.51610739532,86350.15909571869
2023-01-27,MIXED,HIGH,1.0,96226.43691770078,86390.86255889967
2023-01-28,MIXED,HIGH,1.0,96274.38160448254,86431.58520874957
2023-01-29,MIXED,HIGH,1.0,96322.35017963701,86472.32705431257
2023-01-30,MIXED,LOW,1.0,96358.98748058418,86513.08810463706
2023-01-31,MIXED,LOW,1.0,96395.63871694528,86553.86836877573
2023-02-01,MIXED,HIGH,1.0,96443.6677082854,86594.66785578552
2023-02-02,MIXED,HIGH,1.0,96491.72063000286,86635.48657472765
2023-02-03,MIXED,HIGH,1.0,96539.79749402095,86676.32453466761
2023-02-04,MIXED,HIGH,1.0,96587.8983122689,86717.18174467517
2023-02-05,MIXED,HIGH,1.0,96636.02309668183,86758.05821382435
2023-02-06,MIXED,LOW,1.0,96672.77970668903,86798.95395119346
2023-02-07,BULL,HIGH,1.0,96732.67584686853,86839.8689658651
2023-02-08,MIXED,HIGH,1.0,96780.87276648435,86880.80326692614
2023-02-09,MIXED,LOW,1.0,96817.6844717102,86921.75686346774
