position_id,symbol,side,timeframe,entry_time,entry_price,initial_stop,current_stop,initial_risk_per_unit,risk_amount_usdt,notional_usdt,margin_reserved_usdt,qty,highest_high_since_entry,lowest_low_since_entry,max_favorable_r,chandelier_active,chandelier_activation_time,chandelier_activation_price,entry_bar_time,last_update_time,status
APT_USDT_SHORT_2026-05-15 00:00:00+00:00,APT/USDT,SHORT,6h,2026-05-15 00:00:00+00:00,1.011,1.079142857142857,1.079142857142857,0.06814285714285706,25.0,370.911949685535,123.637316561845,366.8763102725371,1.06,0.896,1.687631027253669,False,,,2026-05-15 00:00:00+00:00,2026-05-24 00:00:00+00:00,OPEN
ICP_USDT_SHORT_2026-05-15 00:00:00+00:00,ICP/USDT,SHORT,6h,2026-05-15 00:00:00+00:00,2.749,2.971857142857143,2.971857142857143,0.22285714285714286,25.0,308.3814102564103,102.79380341880342,112.17948717948718,2.846,2.403,1.5525641025641028,False,,,2026-05-15 00:00:00+00:00,2026-05-24 00:00:00+00:00,OPEN
ALGO_USDT_SHORT_2026-05-15 00:00:00+00:00,ALGO/USDT,SHORT,6h,2026-05-15 00:00:00+00:00,0.1157,0.12322857142857142,0.12322857142857142,0.007528571428571426,25.0,384.2030360531311,128.06767868437703,3320.6831119544604,0.12,0.105,1.421252371916509,False,,,2026-05-15 00:00:00+00:00,2026-05-24 00:00:00+00:00,OPEN
ETH_USDT_SHORT_2026-05-15 12:00:00+00:00,ETH/USDT,SHORT,6h,2026-05-15 12:00:00+00:00,2229.47,2309.075714285714,2309.075714285714,79.60571428571438,24.9375,698.4097639706401,232.80325465688006,0.3132626875314044,2260.72,2009.3,2.7657562271193687,False,,,2026-05-15 12:00:00+00:00,2026-05-24 00:00:00+00:00,OPEN
BTC_USDT_SHORT_2026-05-16 06:00:00+00:00,BTC/USDT,SHORT,6h,2026-05-16 06:00:00+00:00,78081.71,80377.76285714286,80377.76285714286,2296.0528571428586,24.875,845.9223968680408,281.9741322893469,0.010833809823940084,79047.94,74289.6,1.6515778320185504,False,,,2026-05-16 06:00:00+00:00,2026-05-24 00:00:00+00:00,OPEN
