timestamp_utc,symbol,timeframe,bar_time,side,entry_price,initial_stop,atr,ema50,ema50_slope,donchian_high_entry,donchian_low_entry,signal,skip_reason,closed_equity_usdt,open_positions,portfolio_heat_pct
2026-05-15T06:31:21.076847+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T06:31:21.090986+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T06:46:47.514807+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T06:46:47.521691+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T06:46:47.578492+00:00,AEVO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.0281,0.030399999999999996,0.001149999999999999,0.029393861171684525,-4.5891666005739434e-05,0.0334,0.0282,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T06:46:47.596553+00:00,ALGO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1157,0.12322857142857142,0.00376428571428571,0.12070900227303763,-0.000851128784384661,0.1312,0.1162,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T06:46:47.608022+00:00,ALPINE/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.454,0.477,0.011499999999999986,0.47376040423380694,-0.002440310872707241,0.527,0.458,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T06:46:47.611740+00:00,ALT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.00717,0.007677142857142857,0.00025357142857142847,0.007837534536535528,-0.00014090851123128162,0.00844,0.00723,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T06:46:47.639979+00:00,ARK/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1745,0.18215714285714285,0.003828571428571425,0.18020222557303595,-0.0007380593958696835,0.1923,0.1747,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T06:46:47.655909+00:00,ASTR/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.008657,0.009174,0.00025850000000000016,0.008889443294777708,-8.621750053054711e-06,0.009571,0.008667,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T06:46:47.679972+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T06:46:47.693104+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:02:13.369886+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:02:13.379229+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:02:13.449057+00:00,AEVO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.0281,0.030399999999999996,0.001149999999999999,0.029393861171684525,-4.5891666005739434e-05,0.0334,0.0282,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:02:13.465879+00:00,ALGO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1157,0.12322857142857142,0.00376428571428571,0.12070900227303763,-0.000851128784384661,0.1312,0.1162,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:02:13.475549+00:00,ALPINE/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.454,0.477,0.011499999999999986,0.47376040423380694,-0.002440310872707241,0.527,0.458,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:02:13.478767+00:00,ALT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.00717,0.007677142857142857,0.00025357142857142847,0.007837534536535528,-0.00014090851123128162,0.00844,0.00723,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:02:13.513578+00:00,ARK/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1745,0.18215714285714285,0.003828571428571425,0.18020222557303595,-0.0007380593958696835,0.1923,0.1747,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:02:13.534793+00:00,ASTR/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.008657,0.009174,0.00025850000000000016,0.008889443294777708,-8.621750053054711e-06,0.009571,0.008667,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:02:13.557722+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:02:13.570627+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:17:39.492566+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:17:39.499265+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:17:39.549285+00:00,AEVO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.0281,0.030399999999999996,0.001149999999999999,0.029393861171684525,-4.5891666005739434e-05,0.0334,0.0282,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:17:39.563927+00:00,ALGO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1157,0.12322857142857142,0.00376428571428571,0.12070900227303763,-0.000851128784384661,0.1312,0.1162,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:17:39.573289+00:00,ALPINE/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.454,0.477,0.011499999999999986,0.47376040423380694,-0.002440310872707241,0.527,0.458,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:17:39.576483+00:00,ALT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.00717,0.007677142857142857,0.00025357142857142847,0.007837534536535528,-0.00014090851123128162,0.00844,0.00723,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:17:39.605653+00:00,ARK/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1745,0.18215714285714285,0.003828571428571425,0.18020222557303595,-0.0007380593958696835,0.1923,0.1747,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:17:39.622057+00:00,ASTR/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.008657,0.009174,0.00025850000000000016,0.008889443294777708,-8.621750053054711e-06,0.009571,0.008667,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:17:39.644781+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:17:39.657874+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:33:05.843746+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:33:05.850241+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:33:05.902996+00:00,AEVO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.0281,0.030399999999999996,0.001149999999999999,0.029393861171684525,-4.5891666005739434e-05,0.0334,0.0282,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:33:05.918582+00:00,ALGO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1157,0.12322857142857142,0.00376428571428571,0.12070900227303763,-0.000851128784384661,0.1312,0.1162,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:33:05.927912+00:00,ALPINE/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.454,0.477,0.011499999999999986,0.47376040423380694,-0.002440310872707241,0.527,0.458,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:33:05.931069+00:00,ALT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.00717,0.007677142857142857,0.00025357142857142847,0.007837534536535528,-0.00014090851123128162,0.00844,0.00723,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:33:05.960343+00:00,ARK/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1745,0.18215714285714285,0.003828571428571425,0.18020222557303595,-0.0007380593958696835,0.1923,0.1747,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:33:05.976139+00:00,ASTR/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.008657,0.009174,0.00025850000000000016,0.008889443294777708,-8.621750053054711e-06,0.009571,0.008667,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:33:05.998991+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:33:06.011403+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:48:31.758887+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:48:31.765329+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:48:31.824361+00:00,AEVO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.0281,0.030399999999999996,0.001149999999999999,0.029393861171684525,-4.5891666005739434e-05,0.0334,0.0282,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:48:31.842430+00:00,ALGO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1157,0.12322857142857142,0.00376428571428571,0.12070900227303763,-0.000851128784384661,0.1312,0.1162,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T07:48:31.852815+00:00,ALPINE/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.454,0.477,0.011499999999999986,0.47376040423380694,-0.002440310872707241,0.527,0.458,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:48:31.856278+00:00,ALT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.00717,0.007677142857142857,0.00025357142857142847,0.007837534536535528,-0.00014090851123128162,0.00844,0.00723,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:48:31.887945+00:00,ARK/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1745,0.18215714285714285,0.003828571428571425,0.18020222557303595,-0.0007380593958696835,0.1923,0.1747,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:48:31.905594+00:00,ASTR/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.008657,0.009174,0.00025850000000000016,0.008889443294777708,-8.621750053054711e-06,0.009571,0.008667,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:48:31.932369+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T07:48:31.951473+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:03:58.696335+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:03:58.703339+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:03:58.776691+00:00,AEVO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.0281,0.030399999999999996,0.001149999999999999,0.029393861171684525,-4.5891666005739434e-05,0.0334,0.0282,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:03:58.800546+00:00,ALGO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1157,0.12322857142857142,0.00376428571428571,0.12070900227303763,-0.000851128784384661,0.1312,0.1162,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:03:58.812310+00:00,ALPINE/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.454,0.477,0.011499999999999986,0.47376040423380694,-0.002440310872707241,0.527,0.458,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:03:58.816039+00:00,ALT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.00717,0.007677142857142857,0.00025357142857142847,0.007837534536535528,-0.00014090851123128162,0.00844,0.00723,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:03:58.847214+00:00,ARK/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1745,0.18215714285714285,0.003828571428571425,0.18020222557303595,-0.0007380593958696835,0.1923,0.1747,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:03:58.867082+00:00,ASTR/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.008657,0.009174,0.00025850000000000016,0.008889443294777708,-8.621750053054711e-06,0.009571,0.008667,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:03:58.892167+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:03:58.906407+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:19:25.161134+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:19:25.167677+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:19:25.221826+00:00,AEVO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.0281,0.030399999999999996,0.001149999999999999,0.029393861171684525,-4.5891666005739434e-05,0.0334,0.0282,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:19:25.242949+00:00,ALGO/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1157,0.12322857142857142,0.00376428571428571,0.12070900227303763,-0.000851128784384661,0.1312,0.1162,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:19:25.254314+00:00,ALPINE/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.454,0.477,0.011499999999999986,0.47376040423380694,-0.002440310872707241,0.527,0.458,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:19:25.257464+00:00,ALT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.00717,0.007677142857142857,0.00025357142857142847,0.007837534536535528,-0.00014090851123128162,0.00844,0.00723,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:19:25.285373+00:00,ARK/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.1745,0.18215714285714285,0.003828571428571425,0.18020222557303595,-0.0007380593958696835,0.1923,0.1747,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:19:25.301681+00:00,ASTR/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.008657,0.009174,0.00025850000000000016,0.008889443294777708,-8.621750053054711e-06,0.009571,0.008667,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:19:25.324858+00:00,AVA/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,0.2603,0.2756285714285714,0.007664285714285711,0.27449672726541235,-0.002690240008824618,0.2931,0.2605,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:19:25.337866+00:00,AXS/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.23,1.3052857142857142,0.03764285714285714,1.3509820052657415,-0.03319158005279532,1.458,1.245,SELL,MAX_OPEN_POSITIONS,10000.0,5,1.25
2026-05-15T08:34:53.644622+00:00,APT/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,1.011,1.079142857142857,0.03407142857142853,1.0547955229523882,-0.00016331672653624452,1.239,1.022,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
2026-05-15T08:34:53.652146+00:00,ICP/USDT,6h,2026-05-15 00:00:00+00:00,SHORT,2.749,2.971857142857143,0.11142857142857143,3.004728383903918,-0.007769825832082855,3.612,2.796,SELL,SYMBOL_ALREADY_OPEN,10000.0,5,1.25
