timestamp_utc,position_id,symbol,side,timeframe,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,gross_r,net_r,pnl_usdt,risk_amount_usdt,notional_usdt,qty,exit_reason,max_favorable_r,chandelier_active,chandelier_activation_time,chandelier_activation_price
2026-05-15T19:47:27.259740+00:00,AEVO_USDT_SHORT_2026-05-15 00:00:00+00:00,AEVO/USDT,SHORT,6h,2026-05-15 00:00:00+00:00,2026-05-15 12:00:00+00:00,0.0281,0.030399999999999996,0.030399999999999996,0.030399999999999996,-1.0,-1.0,-25.0,25.0,305.4347826086961,10869.56521739132,STOP_OR_TRAILING,0.30434782608695665,False,,
2026-05-16T17:54:05.067413+00:00,DOGE_USDT_LONG_2026-05-14 12:00:00+00:00,DOGE/USDT,LONG,6h,2026-05-14 12:00:00+00:00,2026-05-16 06:00:00+00:00,0.11591,0.11066142857142858,0.11066142857142858,0.11066142857142858,-1.0,-1.0,-25.0,25.0,552.102612955907,4763.200870985308,STOP_OR_TRAILING,0.5144256940664121,False,,
