symbol,trades,total_r,avg_r,win_rate,profit_factor,top_month,top_month_pct,is_selected
1INCH/USDT,3,1.5557458041032173,0.5185819347010724,0.3333333333333333,1.7778729020516084,2021-10,2.285557058694988,False
AAVE/USDT,3,-2.391987019833887,-0.7973290066112956,0.0,0.0,2021-08,0.0,False
ACH/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
ACM/USDT,3,-2.81670797038423,-0.9389026567947433,0.0,0.0,2022-04,0.0,False
ADA/USDT,8,8.006302531745071,1.0007878164681339,0.375,2.6802131152319415,2021-09,0.8266852889890391,False
ADX/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
AGLD/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
ALCX/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
ALGO/USDT,5,16.338940017895133,3.2677880035790268,0.4,6.446313339298377,2021-02,0.8601849516231351,False
ALICE/USDT,3,-3.0,-1.0,0.0,0.0,2021-12,0.0,False
ALPINE/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
AMP/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
ANKR/USDT,11,0.1478256021610257,0.01343869110554779,0.36363636363636365,1.0211179431658608,2021-02,20.85286060046236,False
APE/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
API3/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
AR/USDT,1,-0.9999999999999998,-0.9999999999999998,0.0,0.0,2022-01,0.0,False
ARDR/USDT,5,11.755376101356662,2.3510752202713325,0.6,7.175259371072117,2021-04,0.46526928066215734,True
ARPA/USDT,7,4.66140926651623,0.6659156095023187,0.42857142857142855,2.1653523166290576,2021-09,0.6695195155785386,False
ASR/USDT,2,-0.8063250420626388,-0.4031625210313194,0.5,0.19367495793736136,2021-08,0.0,False
ASTR/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
ATM/USDT,2,2.331964832564655,1.1659824162823276,0.5,3.3319648325646543,2021-08,1.4288229333631148,False
ATOM/USDT,15,-2.95759497533657,-0.19717299835577135,0.2,0.7378716866224989,2021-02,0.0,False
AUCTION/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
AUDIO/USDT,5,1.8708112268769863,0.3741622453753973,0.2,1.4677028067192468,2021-08,3.1381098972114607,False
AVA/USDT,1,4.222744240424192,4.222744240424192,1.0,inf,2021-09,1.0,False
AVAX/USDT,6,9.76974412515678,1.62829068752613,0.3333333333333333,3.819665115473505,2021-08,1.0115754089504705,False
AXS/USDT,6,3.856658682116634,0.642776447019439,0.5,2.444173173216499,2021-07,0.8729467392183705,False
BAND/USDT,6,-2.3011903972040146,-0.3835317328673358,0.16666666666666666,0.484806603911045,2022-11,0.0,False
BAR/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
BAT/USDT,6,7.551534948234455,1.2585891580390758,0.6666666666666666,4.7757674741172265,2021-02,0.4562480910656274,True
BCH/USDT,8,-1.842302492596652,-0.2302878115745815,0.25,0.6785390480882693,2021-04,0.0,False
BEL/USDT,3,-2.3628702123931538,-0.7876234041310513,0.0,0.0,2021-10,0.0,False
BICO/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
BNB/USDT,9,53.60293858571991,5.95588206507999,0.5555555555555556,14.400734646429981,2021-02,0.9698570889597203,False
BNT/USDT,6,16.724265555348595,2.7873775925580992,0.16666666666666666,5.891906521915896,2021-02,1.1446259200113607,False
BTC/USDT,9,3.469662205031949,0.3855180227813277,0.4444444444444444,1.6961700075932378,2021-01,1.123201481737699,False
BTTC/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
C98/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
CAKE/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
CELO/USDT,3,8.37280127087549,2.7909337569584967,0.3333333333333333,5.186400635437747,2021-08,1.2388686814957537,False
CELR/USDT,8,10.574412838041521,1.3218016047551902,0.375,3.4946314807745287,2021-09,0.6530538750305517,False
CFX/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
CHR/USDT,6,31.408003427435737,5.234667237905956,0.6666666666666666,16.70400171371787,2021-03,0.636717535301503,False
CHZ/USDT,12,35.78366744216463,2.981972286847052,0.4166666666666667,6.59577039114457,2021-03,0.9191768753628549,False
CITY/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
CKB/USDT,4,-0.9014297003002859,-0.22535742507507148,0.25,0.699523433233238,2021-11,0.0,False
COMP/USDT,5,3.815555513906518,0.7631111027813036,0.4,2.5996706567099257,2021-02,1.0967475984857087,False
COS/USDT,6,6.486333405756728,1.0810555676261213,0.3333333333333333,2.6215833514391815,2021-04,1.2030243891827745,False
COTI/USDT,7,6.605952438817095,0.943707491259585,0.42857142857142855,2.6514881097042733,2021-02,0.6836198954301307,False
CRV/USDT,6,-2.944950082400185,-0.4908250137333641,0.16666666666666666,0.3284363830112301,2021-11,0.0,False
CTK/USDT,4,-0.1707870379417511,-0.042696759485437774,0.25,0.9430709873527495,2021-08,0.0,False
CTSI/USDT,7,21.85257361483781,3.1217962306911153,0.42857142857142855,6.463143403709452,2021-02,0.9291385794168042,False
CVC/USDT,5,10.51859344803392,2.103718689606784,0.4,4.506197816011307,2021-09,0.7395710623365885,False
CVX/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
DASH/USDT,8,0.36836247801198607,0.04604530975149826,0.25,1.061393746335331,2021-02,9.705579991041551,False
DCR/USDT,7,-5.098826033859642,-0.728403719122806,0.0,0.0,2021-04,0.0,False
DEXE/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
DGB/USDT,5,3.451357013904074,0.6902714027808148,0.4,2.1504523379680247,2021-04,0.9396155374602198,False
DIA/USDT,3,-2.423559149578106,-0.8078530498593687,0.0,0.0,2021-04,0.0,False
DODO/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
DOGE/USDT,11,27.939681405651594,2.5399710368774175,0.36363636363636365,4.991383057950226,2021-04,0.9537373019162176,False
DOT/USDT,5,-0.42840135883788855,-0.08568027176757771,0.4,0.8571995470540372,2021-09,0.0,False
DUSK/USDT,7,5.584212654949731,0.7977446649928187,0.5714285714285714,2.861404218316577,2021-02,0.5132493914422109,True
DYDX/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
EGLD/USDT,7,1.3352991808829198,0.19075702584041712,0.2857142857142857,1.3076679688023345,2021-11,2.0688968152487366,False
ENJ/USDT,10,3.242138713823966,0.3242138713823966,0.3,1.4631626734034238,2021-03,2.2158989732261904,False
ENS/USDT,1,-1.0,-1.0,0.0,0.0,2022-11,0.0,False
ETC/USDT,7,25.00917396734957,3.5727391381927958,0.5714285714285714,13.504586983674786,2021-04,0.43426287333589564,True
ETH/USDT,8,11.919101604649391,1.489887700581174,0.625,4.973033868216463,2021-05,0.5094403067360568,True
FET/USDT,7,10.311930658292011,1.473132951184573,0.42857142857142855,3.690373400956621,2021-09,0.6978823623510458,False
FIDA/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
FIL/USDT,1,4.7641647799998506,4.7641647799998506,1.0,inf,2021-09,1.0,False
FLOW/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
FLUX/USDT,2,-1.6645597193180164,-0.8322798596590082,0.0,0.0,2022-09,0.0,False
GALA/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
GLMR/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
GMT/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
GNO/USDT,1,2.1443053187384704,2.1443053187384704,1.0,inf,2022-03,1.0,False
GRT/USDT,2,-1.094625576116511,-0.5473127880582555,0.0,0.0,2021-11,0.0,False
GTC/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
HBAR/USDT,5,8.878941644318258,1.7757883288636518,0.6,5.43947082215913,2021-09,0.6373397998934791,False
HIGH/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
HIVE/USDT,8,3.821696870308341,0.47771210878854264,0.375,1.789197792361327,2021-11,0.9170257763445192,False
HOT/USDT,10,12.47287922055866,1.247287922055866,0.4,3.078813203426444,2021-02,0.8306363475432591,False
ICP/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
ICX/USDT,6,6.324180193081082,1.0540300321801803,0.3333333333333333,2.5810450482702705,2021-02,1.1674595336977436,False
ILV/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
IMX/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
INJ/USDT,2,-0.46435084930255455,-0.23217542465127727,0.5,0.23515145252474456,2021-09,0.0,False
IOST/USDT,8,9.773018441527732,1.2216273051909665,0.5,3.443254610381932,2021-09,0.44387890073641406,True
IOTA/USDT,8,3.074613264203807,0.3843266580254759,0.25,1.5124355440339678,2021-02,1.5319940694149665,False
IOTX/USDT,8,31.578125702533452,3.9472657128166815,0.5,8.894531425633364,2021-08,0.709791750916957,False
JASMY/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
JOE/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
JST/USDT,5,7.299201469460865,1.459840293892173,0.4,3.433067156486955,2021-04,0.7400223305471256,False
JUV/USDT,1,-0.009148445278371732,-0.009148445278371732,0.0,0.0,2021-08,0.0,False
KAVA/USDT,8,0.09409616349528971,0.011762020436911214,0.25,1.0156826939158814,2021-02,39.74050302880849,False
KNC/USDT,8,-0.7070185396691944,-0.0883773174586493,0.375,0.8585962920661612,2022-04,0.0,False
KSM/USDT,6,-3.0583567978234045,-0.5097261329705675,0.16666666666666666,0.27319452394884997,2021-09,0.0,False
