symbol,trades,total_r,avg_r,win_rate,profit_factor,top_month,top_month_pct,is_selected
LAZIO/USDT,4,-1.2510280066653423,-0.3127570016663356,0.25,0.5829906644448859,2022-08,0.0,False
LINK/USDT,8,-2.3365288768202337,-0.2920661096025292,0.25,0.4838963587034211,2021-05,0.0,False
LPT/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
LSK/USDT,9,-0.8738086873443851,-0.09708985414937613,0.2222222222222222,0.8582357362726251,2021-02,0.0,False
LTC/USDT,7,5.294595749051075,0.7563708212930107,0.7142857142857143,4.234499662714049,2021-01,0.41741646936205695,True
MANA/USDT,7,23.266929137458405,3.323847019636915,0.42857142857142855,6.816732284364602,2021-10,0.9397404764207226,False
MASK/USDT,4,-3.8179491966084784,-0.9544872991521196,0.0,0.0,2022-12,0.0,False
MBL/USDT,11,5.9085531902690045,0.5371411991153641,0.2727272727272727,1.7998750224201039,2021-03,1.306772815191221,False
MBOX/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
MINA/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
MOVR/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
MTL/USDT,6,3.4199635511598263,0.5699939251933044,0.3333333333333333,1.8549908877899566,2021-09,1.3635476528180128,False
NEAR/USDT,7,1.8321538555692805,0.2617362650813258,0.42857142857142855,1.45803846389232,2021-08,2.581400762052279,False
NEO/USDT,6,8.117098364228521,1.3528497273714202,0.5,3.7056994547428403,2021-02,0.7522366790328551,False
NMR/USDT,6,-6.0,-1.0,0.0,0.0,2022-07,0.0,False
OG/USDT,3,1.5086272334100297,0.5028757444700099,0.3333333333333333,1.7543136167050148,2022-08,2.325708535354552,False
OGN/USDT,7,6.278437475685761,0.8969196393836801,0.5714285714285714,3.092812491895253,2021-02,0.5900523407402061,True
ONE/USDT,9,14.770839234507964,1.6412043593897738,0.5555555555555556,4.692709808626991,2021-02,0.6105649053537053,False
ONG/USDT,6,7.797373393558653,1.2995622322597755,0.16666666666666666,2.8292504950214354,2021-02,1.546671985450676,False
ONT/USDT,8,-1.9628544367918255,-0.24535680459897818,0.25,0.672857593868029,2021-02,0.0,False
PEOPLE/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
PHA/USDT,1,-1.0,-1.0,0.0,0.0,2022-10,0.0,False
POND/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
PORTO/USDT,3,-3.0,-1.0,0.0,0.0,2022-08,0.0,False
POWR/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
PSG/USDT,2,2.5583676125008985,1.2791838062504493,0.5,3.558367612500899,2021-08,1.0,False
PUNDIX/USDT,2,-2.000000000000001,-1.0000000000000004,0.0,0.0,2022-09,0.0,False
PYR/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
QI/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
QNT/USDT,3,2.683854329853858,0.8946181099512861,0.3333333333333333,2.7771462102472455,2022-10,1.5626999029308202,False
QTUM/USDT,7,11.270173808620545,1.610024829802935,0.42857142857142855,4.3951207738376725,2021-02,0.6786481738635599,False
QUICK/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
RAD/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
RARE/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
RAY/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
REQ/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
RIF/USDT,3,-2.6456966177621952,-0.8818988725873984,0.0,0.0,2021-11,0.0,False
RLC/USDT,9,5.466583232283705,0.6073981369204117,0.2222222222222222,1.8991863413053822,2021-05,1.83241740052587,False
ROSE/USDT,5,6.730499942198875,1.346099988439775,0.2,2.6826249855497184,2021-09,1.5943094917690745,False
RSR/USDT,5,-4.116094876418162,-0.8232189752836325,0.0,0.0,2021-08,0.0,False
RUNE/USDT,5,6.526479127696907,1.3052958255393814,0.8,7.526479127696909,2021-04,0.6831522092737904,False
RVN/USDT,14,-4.8663819805816475,-0.3475987128986891,0.21428571428571427,0.5477903774945834,2021-02,0.0,False
SAND/USDT,9,7.783451977422025,0.8648279974913362,0.4444444444444444,2.581633699705424,2021-10,0.731609881495554,False
SANTOS/USDT,3,-0.029556118587474867,-0.009852039529158288,0.3333333333333333,0.9852219407062626,2022-08,0.0,False
SC/USDT,8,0.9381241357406584,0.1172655169675823,0.25,1.1658969871995488,2021-02,3.972259713802792,False
SCRT/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
SFP/USDT,3,-2.9999999999999996,-0.9999999999999999,0.0,0.0,2021-10,0.0,False
SHIB/USDT,3,-2.5145809418845926,-0.8381936472948642,0.0,0.0,2022-04,0.0,False
SKL/USDT,2,-1.3748535633005885,-0.6874267816502942,0.0,0.0,2021-09,0.0,False
SLP/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
SNX/USDT,6,-4.680012650339622,-0.780002108389937,0.16666666666666666,0.06399746993207575,2021-02,0.0,False
SOL/USDT,4,25.27558580224501,6.318896450561253,0.75,26.27558580224502,2021-09,0.7709001561310566,False
SPELL/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
STORJ/USDT,7,-6.368292520360567,-0.9097560743372239,0.0,0.0,2021-09,0.0,False
STRAX/USDT,1,-0.6862930358700059,-0.6862930358700059,0.0,0.0,2021-09,0.0,False
STX/USDT,10,-4.743678034971292,-0.47436780349712915,0.2,0.22794045312327188,2021-01,0.0,False
SUN/USDT,1,-1.0,-1.0,0.0,0.0,2021-06,0.0,False
SUSHI/USDT,6,-4.213541588435422,-0.7022569314059037,0.16666666666666666,0.15729168231291546,2021-09,0.0,False
T/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
TFUEL/USDT,8,12.358926769195286,1.5448658461494107,0.375,3.5208657454159344,2021-03,0.5058860643713798,True
THETA/USDT,7,18.2487607845038,2.606965826357686,0.2857142857142857,4.649752156900761,2021-03,1.0402174229133367,False
TKO/USDT,1,-1.0000000000000004,-1.0000000000000004,0.0,0.0,2022-12,0.0,False
TLM/USDT,2,-1.9999999999999996,-0.9999999999999998,0.0,0.0,2021-12,0.0,False
TRB/USDT,5,-0.3923340496410026,-0.07846680992820051,0.2,0.8890431532095784,2021-05,0.0,False
TRX/USDT,8,4.4942818643385065,0.5617852330423133,0.25,1.7987157094947972,2021-04,1.392309178800339,False
TWT/USDT,10,1.9112152501166737,0.19112152501166738,0.5,1.3822430500233345,2022-11,1.3610174623905225,False
UMA/USDT,5,-5.0,-1.0,0.0,0.0,2021-10,0.0,False
UNI/USDT,3,-0.6511999634414072,-0.21706665448046905,0.3333333333333333,0.5359262550667924,2021-09,0.0,False
VET/USDT,5,18.60615852492935,3.7212317049858696,0.8,19.606158524929356,2021-04,0.5439725663642598,True
VTHO/USDT,6,6.299345014289291,1.049890835714882,0.5,3.0997816714297635,2021-03,0.714259611708545,False
WAXP/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
WIN/USDT,8,15.059969920647838,1.8824962400809797,0.5,4.971541802839363,2021-02,0.5690988268506573,True
WOO/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
XEC/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
XLM/USDT,6,-6.0,-1.0,0.0,0.0,2021-04,0.0,False
XNO/USDT,1,-0.9999999999999998,-0.9999999999999998,0.0,0.0,2022-11,0.0,False
XRP/USDT,10,4.955852647872067,0.4955852647872067,0.2,1.6194815809840084,2021-04,2.0988859927804127,False
XTZ/USDT,6,-0.4139189022599912,-0.06898648370999853,0.5,0.8464370653086702,2021-09,0.0,False
XVG/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
XVS/USDT,3,-2.2810532881912327,-0.7603510960637442,0.0,0.0,2021-08,0.0,False
YFI/USDT,4,2.3820482322688985,0.5955120580672246,0.25,1.8093609632474794,2021-05,2.235542663174167,False
YGG/USDT,0,0.0,0.0,0.0,0.0,,0.0,False
ZEC/USDT,7,7.762031413286089,1.1088616304694414,0.5714285714285714,3.5873438044286967,2021-02,0.6336043461009487,False
ZEN/USDT,6,5.1410984666110675,0.8568497444351779,0.5,2.713699488870355,2021-02,0.6182814725272311,False
ZIL/USDT,8,3.2337580750415413,0.40421975938019267,0.25,1.5389596791735904,2022-04,1.489749158827551,False
ZRX/USDT,6,10.484427758368323,1.7474046263947205,0.16666666666666666,3.4827563978200016,2021-02,1.4027781383941074,False
