year,n,pnl_usd,avg_r,win_rate
2021,9,29.199999999999996,0.13006666666666666,0.5555555555555556
2022,44,368.65,0.3304568181818182,0.5454545454545454
2023,36,345.33000000000004,0.36473055555555556,0.6111111111111112
2024,39,406.08,0.3813410256410256,0.7692307692307693
2025,39,225.26000000000002,0.2057153846153846,0.5128205128205128
2026,14,-135.07,-0.34089285714285716,0.2857142857142857
