variant,closed_trade_index,portfolio_exit_time,symbol,side,timeframe,portfolio_net_r,equity_r,peak_r,dd_r
T5_LINREG_B_max3,22,2024-10-25 00:00:00+00:00,ADX/USDT,LONG,1d,-1.0000000000000004,-13.141791846329884,0.5636015645368282,-13.705393410866712
T5_LINREG_B_max3,23,2024-11-03 00:00:00+00:00,DOGE/USDT,LONG,1d,-1.0000000000000009,-14.141791846329884,0.5636015645368282,-14.705393410866712
T5_LINREG_B_max3,24,2024-11-13 00:00:00+00:00,UNI/USDT,LONG,1d,-0.9999999999999996,-15.141791846329884,0.5636015645368282,-15.705393410866712
T5_LINREG_B_max3,25,2024-11-14 00:00:00+00:00,AAVE/USDT,LONG,1d,-1.0000000000000002,-16.141791846329884,0.5636015645368282,-16.705393410866712
T5_LINREG_B_max3,26,2024-11-14 00:00:00+00:00,AGLD/USDT,LONG,1d,-1.0000000000000002,-17.141791846329884,0.5636015645368282,-17.705393410866712
T5_LINREG_B_max3,27,2024-11-26 00:00:00+00:00,DOGE/USDT,LONG,1d,10.789741847826086,-6.352049998503798,0.5636015645368282,-6.915651563040626
T5_LINREG_B_max3,28,2024-12-09 00:00:00+00:00,LTC/USDT,LONG,1d,4.355421346729129,-1.9966286517746692,0.5636015645368282,-2.5602302163114974
T5_LINREG_B_max3,29,2024-12-09 00:00:00+00:00,TRX/USDT,LONG,1d,10.059948979591834,8.063320327817165,8.063320327817165,0.0
T5_LINREG_B_max3,30,2024-12-09 00:00:00+00:00,AUCTION/USDT,LONG,1d,-0.9999999999999996,7.063320327817165,8.063320327817165,-1.0
T5_LINREG_B_max3,31,2024-12-13 00:00:00+00:00,AVA/USDT,LONG,1d,-0.9999999999999996,6.063320327817165,8.063320327817165,-2.0
T5_LINREG_B_max3,32,2024-12-15 00:00:00+00:00,AVA/USDT,LONG,1d,-0.9999999999999998,5.063320327817165,8.063320327817165,-3.0
T5_LINREG_B_max3,33,2024-12-18 00:00:00+00:00,LINK/USDT,LONG,1d,-1.0000000000000002,4.063320327817165,8.063320327817165,-4.0
T5_LINREG_B_max3,34,2024-12-22 00:00:00+00:00,AGLD/USDT,LONG,1d,-1.0000000000000002,3.0633203278171646,8.063320327817165,-5.0
T5_LINREG_B_max3,35,2024-12-28 00:00:00+00:00,AGLD/USDT,LONG,1d,-1.0000000000000002,2.0633203278171646,8.063320327817165,-6.0
T5_LINREG_B_max3,36,2024-12-29 00:00:00+00:00,ATA/USDT,LONG,1d,-0.9999999999999996,1.063320327817165,8.063320327817165,-7.0
T5_LINREG_B_max3,37,2025-01-04 00:00:00+00:00,ATA/USDT,LONG,1d,-0.9999999999999998,0.06332032781716523,8.063320327817165,-7.999999999999999
T5_LINREG_B_max3,38,2025-01-08 00:00:00+00:00,AGLD/USDT,LONG,1d,-0.6158284928156522,-0.552508164998487,8.063320327817165,-8.615828492815652
T5_LINREG_B_max3,39,2025-01-20 00:00:00+00:00,SOL/USDT,LONG,1d,-1.0000000000000004,-1.5525081649984873,8.063320327817165,-9.615828492815652
T5_LINREG_B_max3,40,2025-01-28 00:00:00+00:00,ACH/USDT,LONG,1d,-0.9999999999999992,-2.5525081649984864,8.063320327817165,-10.615828492815652
T5_LINREG_B_max3,41,2025-02-03 00:00:00+00:00,ACH/USDT,LONG,1d,-0.9999999999999996,-3.552508164998486,8.063320327817165,-11.61582849281565
T5_LINREG_B_max3,42,2025-02-28 00:00:00+00:00,AUCTION/USDT,LONG,1d,-0.9999999999999998,-4.5525081649984855,8.063320327817165,-12.61582849281565
T5_LINREG_B_max3,43,2025-03-03 00:00:00+00:00,ADA/USDT,LONG,1d,-1.0,-5.5525081649984855,8.063320327817165,-13.61582849281565
T5_LINREG_B_max3,44,2025-03-23 00:00:00+00:00,AUCTION/USDT,LONG,1d,0.3622506586375601,-5.1902575063609255,8.063320327817165,-13.25357783417809
T5_LINREG_B_max3,45,2025-04-14 00:00:00+00:00,ARK/USDT,LONG,1d,-1.0,-6.1902575063609255,8.063320327817165,-14.25357783417809
T5_LINREG_B_max3,46,2025-04-18 00:00:00+00:00,TRX/USDT,LONG,1d,-0.8279450394018975,-7.018202545762823,8.063320327817165,-15.081522873579988
T5_LINREG_B_max3,47,2025-04-22 00:00:00+00:00,ARDR/USDT,LONG,1d,-1.0,-8.018202545762822,8.063320327817165,-16.081522873579985
T5_LINREG_B_max3,48,2025-05-03 00:00:00+00:00,ACH/USDT,LONG,1d,-0.2598366740905719,-8.278039219853394,8.063320327817165,-16.341359547670557
T5_LINREG_B_max3,49,2025-05-07 00:00:00+00:00,ALPINE/USDT,LONG,1d,-0.9999999999999994,-9.278039219853394,8.063320327817165,-17.341359547670557
T5_LINREG_B_max3,50,2025-05-16 00:00:00+00:00,SUI/USDT,LONG,1d,1.7461951900649797,-7.531844029788414,8.063320327817165,-15.59516435760558
T5_LINREG_B_max3,51,2025-05-20 00:00:00+00:00,ASR/USDT,LONG,1d,-0.4743031358885016,-8.006147165676916,8.063320327817165,-16.06946749349408
T5_LINREG_B_max3,52,2025-05-23 00:00:00+00:00,BTC/USDT,LONG,1d,1.746138674348551,-6.260008491328366,8.063320327817165,-14.32332881914553
T5_LINREG_B_max3,53,2025-06-12 00:00:00+00:00,AXL/USDT,LONG,1d,-1.0000000000000004,-7.260008491328366,8.063320327817165,-15.32332881914553
T5_LINREG_B_max3,54,2025-06-12 00:00:00+00:00,UNI/USDT,LONG,1d,-1.0000000000000004,-8.260008491328366,8.063320327817165,-16.32332881914553
T5_LINREG_B_max3,55,2025-07-25 00:00:00+00:00,BTC/USDT,LONG,1d,0.2889789616675451,-7.971029529660821,8.063320327817165,-16.034349857477984
T5_LINREG_B_max3,56,2025-07-28 00:00:00+00:00,XRP/USDT,LONG,1d,3.565181755953454,-4.405847773707366,8.063320327817165,-12.46916810152453
T5_LINREG_B_max3,57,2025-08-01 00:00:00+00:00,ETH/USDT,LONG,1d,2.004143337066069,-2.4017044366412974,8.063320327817165,-10.465024764458462
T5_LINREG_B_max3,58,2025-08-13 00:00:00+00:00,ASR/USDT,LONG,1d,10.85665294924554,8.454948512604242,8.454948512604242,0.0
T5_LINREG_B_max3,59,2025-08-16 00:00:00+00:00,TRX/USDT,LONG,1d,-1.000000000000001,7.454948512604241,8.454948512604242,-1.0000000000000009
T5_LINREG_B_max3,60,2025-08-18 00:00:00+00:00,ACM/USDT,LONG,1d,-0.1095305832147938,7.345417929389447,8.454948512604242,-1.109530583214795
T5_LINREG_B_max3,61,2025-08-20 00:00:00+00:00,API3/USDT,LONG,1d,-1.0000000000000009,6.345417929389446,8.454948512604242,-2.109530583214796
T5_LINREG_B_max3,62,2025-08-24 00:00:00+00:00,API3/USDT,LONG,1d,-1.0,5.345417929389446,8.454948512604242,-3.109530583214796
T5_LINREG_B_max3,63,2025-08-26 00:00:00+00:00,ALPINE/USDT,LONG,1d,4.987275649611575,10.33269357900102,10.33269357900102,0.0
T5_LINREG_B_max3,64,2025-09-22 00:00:00+00:00,DOGE/USDT,LONG,1d,-0.9999999999999996,9.33269357900102,10.33269357900102,-1.0
T5_LINREG_B_max3,65,2025-09-22 00:00:00+00:00,NEAR/USDT,LONG,1d,-1.0000000000000002,8.33269357900102,10.33269357900102,-2.0
T5_LINREG_B_max3,66,2025-09-25 00:00:00+00:00,AVAX/USDT,LONG,1d,-0.2609874590441757,8.071706119956845,10.33269357900102,-2.260987459044175
T5_LINREG_B_max3,67,2025-09-27 00:00:00+00:00,ALPINE/USDT,LONG,1d,-1.0000000000000004,7.071706119956845,10.33269357900102,-3.260987459044175
T5_LINREG_B_max3,68,2025-09-29 00:00:00+00:00,ALPINE/USDT,LONG,1d,-0.9999999999999998,6.071706119956845,10.33269357900102,-4.260987459044175
T5_LINREG_B_max3,69,2025-10-01 00:00:00+00:00,ALPINE/USDT,LONG,1d,-1.0000000000000009,5.071706119956844,10.33269357900102,-5.260987459044176
T5_LINREG_B_max3,70,2025-10-10 00:00:00+00:00,ATM/USDT,LONG,1d,-1.0000000000000004,4.071706119956843,10.33269357900102,-6.260987459044177
T5_LINREG_B_max3,71,2025-10-10 00:00:00+00:00,APT/USDT,LONG,1d,-1.0000000000000004,3.071706119956843,10.33269357900102,-7.260987459044177
T5_LINREG_B_max3,72,2025-10-10 00:00:00+00:00,BNB/USDT,LONG,1d,-1.0000000000000002,2.0717061199568425,10.33269357900102,-8.260987459044177
T5_LINREG_B_max3,73,2025-10-15 00:00:00+00:00,ALICE/USDT,LONG,1d,-1.0000000000000002,1.0717061199568423,10.33269357900102,-9.260987459044179
T5_LINREG_B_max3,74,2025-11-07 00:00:00+00:00,ALCX/USDT,LONG,1d,-0.9999999999999992,0.07170611995684306,10.33269357900102,-10.260987459044177
T5_LINREG_B_max3,75,2025-11-08 00:00:00+00:00,AR/USDT,LONG,1d,-1.0,-0.9282938800431569,10.33269357900102,-11.260987459044177
T5_LINREG_B_max3,76,2025-11-11 00:00:00+00:00,UNI/USDT,LONG,1d,-0.9999999999999996,-1.9282938800431566,10.33269357900102,-12.260987459044177
T5_LINREG_B_max3,77,2025-11-13 00:00:00+00:00,ADX/USDT,LONG,1d,0.6151042975622008,-1.3131895824809559,10.33269357900102,-11.645883161481976
T5_LINREG_B_max3,78,2025-11-16 00:00:00+00:00,ICP/USDT,LONG,1d,-0.6447944006999127,-1.9579839831808685,10.33269357900102,-12.29067756218189
T5_LINREG_B_max3,79,2025-11-19 00:00:00+00:00,ALCX/USDT,LONG,1d,-0.9999999999999998,-2.9579839831808683,10.33269357900102,-13.29067756218189
T5_LINREG_B_max3,80,2026-01-08 00:00:00+00:00,XRP/USDT,LONG,1d,-0.9999999999999992,-3.9579839831808674,10.33269357900102,-14.290677562181887
T5_LINREG_B_max3,81,2026-01-17 00:00:00+00:00,ICP/USDT,LONG,1d,-0.9999999999999996,-4.957983983180867,10.33269357900102,-15.290677562181887
T5_LINREG_B_max3,82,2026-01-18 00:00:00+00:00,AXS/USDT,LONG,1d,-1.0,-5.957983983180867,10.33269357900102,-16.290677562181887
T5_LINREG_B_max3,83,2026-01-20 00:00:00+00:00,TRX/USDT,LONG,1d,-0.9999999999999992,-6.957983983180866,10.33269357900102,-17.290677562181887
T5_LINREG_B_max3,84,2026-01-20 00:00:00+00:00,ARPA/USDT,LONG,1d,-1.0000000000000002,-7.957983983180866,10.33269357900102,-18.290677562181887
T5_LINREG_B_max3,85,2026-01-26 00:00:00+00:00,AXS/USDT,LONG,1d,-1.0,-8.957983983180867,10.33269357900102,-19.290677562181887
T5_LINREG_B_max3,86,2026-01-26 00:00:00+00:00,AUCTION/USDT,LONG,1d,-0.9999999999999994,-9.957983983180867,10.33269357900102,-20.290677562181887
T5_LINREG_B_max3,87,2026-02-11 00:00:00+00:00,ATM/USDT,LONG,1d,-1.000000000000001,-10.957983983180869,10.33269357900102,-21.29067756218189
T5_LINREG_B_max3,88,2026-02-19 00:00:00+00:00,AWE/USDT,LONG,1d,-1.0000000000000002,-11.957983983180869,10.33269357900102,-22.29067756218189
T5_LINREG_B_max3,89,2026-02-28 00:00:00+00:00,ATM/USDT,LONG,1d,0.7456140350877185,-11.21236994809315,10.33269357900102,-21.54506352709417
T5_LINREG_B_max3,90,2026-04-26 00:00:00+00:00,AXS/USDT,LONG,1d,-1.0,-12.21236994809315,10.33269357900102,-22.54506352709417
T5_LINREG_B_max3,91,2026-04-30 00:00:00+00:00,ATM/USDT,LONG,1d,-0.4245055475156782,-12.636875495608829,10.33269357900102,-22.96956907460985
T5_LINREG_B_max3,92,2026-05-02 00:00:00+00:00,AWE/USDT,LONG,1d,-0.9999999999999994,-13.636875495608829,10.33269357900102,-23.96956907460985
T5_LINREG_B_max3,93,2026-05-03 00:00:00+00:00,AXS/USDT,LONG,1d,-1.0000000000000002,-14.636875495608829,10.33269357900102,-24.96956907460985
T5_LINREG_B_max3,94,2026-05-07 00:00:00+00:00,ICP/USDT,LONG,1d,-0.9999999999999992,-15.636875495608829,10.33269357900102,-25.96956907460985
T5_LINREG_B_max3,95,2026-05-10 00:00:00+00:00,ICP/USDT,LONG,1d,-0.9999999999999996,-16.636875495608827,10.33269357900102,-26.969569074609847
T5_LINREG_B_max5,1,2024-05-26 00:00:00+00:00,SOL/USDT,LONG,1d,-1.0000000000000002,-1.0000000000000002,-1.0000000000000002,0.0
T5_LINREG_B_max5,2,2024-06-04 00:00:00+00:00,AUCTION/USDT,LONG,1d,-1.0000000000000002,-2.0000000000000004,-1.0000000000000002,-1.0000000000000002
T5_LINREG_B_max5,3,2024-06-06 00:00:00+00:00,LINK/USDT,LONG,1d,0.5139384027343891,-1.4860615972656115,-1.0000000000000002,-0.48606159726561127
T5_LINREG_B_max5,4,2024-06-07 00:00:00+00:00,ETH/USDT,LONG,1d,0.0496631618024391,-1.4363984354631725,-1.0000000000000002,-0.43639843546317225
T5_LINREG_B_max5,5,2024-06-07 00:00:00+00:00,AUDIO/USDT,LONG,1d,-1.0000000000000004,-2.4363984354631727,-1.0000000000000002,-1.4363984354631725
T5_LINREG_B_max5,6,2024-06-07 00:00:00+00:00,ATM/USDT,LONG,1d,-1.0,-3.4363984354631727,-1.0000000000000002,-2.4363984354631727
T5_LINREG_B_max5,7,2024-06-08 00:00:00+00:00,BTC/USDT,LONG,1d,-0.3674764534610023,-3.803874888924175,-1.0000000000000002,-2.8038748889241747
T5_LINREG_B_max5,8,2024-06-11 00:00:00+00:00,AVA/USDT,LONG,1d,-1.0000000000000002,-4.803874888924176,-1.0000000000000002,-3.8038748889241756
T5_LINREG_B_max5,9,2024-07-25 00:00:00+00:00,BCH/USDT,LONG,1d,-1.0,-5.803874888924176,-1.0000000000000002,-4.803874888924176
T5_LINREG_B_max5,10,2024-07-25 00:00:00+00:00,ETH/USDT,LONG,1d,-0.9999999999999998,-6.803874888924176,-1.0000000000000002,-5.803874888924176
T5_LINREG_B_max5,11,2024-07-30 00:00:00+00:00,NEAR/USDT,LONG,1d,-0.8566768603465854,-7.660551749270761,-1.0000000000000002,-6.660551749270761
T5_LINREG_B_max5,12,2024-08-01 00:00:00+00:00,SOL/USDT,LONG,1d,0.430268079190084,-7.230283670080677,-1.0000000000000002,-6.230283670080677
T5_LINREG_B_max5,13,2024-08-02 00:00:00+00:00,BTC/USDT,LONG,1d,-0.7618848017982276,-7.992168471878905,-1.0000000000000002,-6.992168471878905
T5_LINREG_B_max5,14,2024-08-15 00:00:00+00:00,SUI/USDT,LONG,1d,-1.0000000000000002,-8.992168471878905,-1.0000000000000002,-7.992168471878905
T5_LINREG_B_max5,15,2024-08-21 00:00:00+00:00,TRX/USDT,LONG,1d,-0.9999999999999988,-9.992168471878903,-1.0000000000000002,-8.992168471878903
T5_LINREG_B_max5,16,2024-08-22 00:00:00+00:00,AUCTION/USDT,LONG,1d,-1.0,-10.992168471878903,-1.0000000000000002,-9.992168471878903
T5_LINREG_B_max5,17,2024-08-27 00:00:00+00:00,AAVE/USDT,LONG,1d,-0.5820624287343203,-11.574230900613223,-1.0000000000000002,-10.574230900613223
T5_LINREG_B_max5,18,2024-08-27 00:00:00+00:00,TRX/USDT,LONG,1d,-0.999999999999999,-12.574230900613221,-1.0000000000000002,-11.574230900613221
T5_LINREG_B_max5,19,2024-09-22 00:00:00+00:00,ARDR/USDT,LONG,1d,-1.0,-13.574230900613221,-1.0000000000000002,-12.574230900613221
T5_LINREG_B_max5,20,2024-10-01 00:00:00+00:00,APT/USDT,LONG,1d,-0.9999999999999996,-14.574230900613221,-1.0000000000000002,-13.574230900613221
T5_LINREG_B_max5,21,2024-10-01 00:00:00+00:00,DOGE/USDT,LONG,1d,-1.0000000000000002,-15.574230900613221,-1.0000000000000002,-14.574230900613221
T5_LINREG_B_max5,22,2024-10-03 00:00:00+00:00,ARKM/USDT,LONG,1d,-0.6707317073170737,-16.244962607930294,-1.0000000000000002,-15.244962607930294
T5_LINREG_B_max5,23,2024-10-08 00:00:00+00:00,ALPINE/USDT,LONG,1d,-0.9999999999999994,-17.244962607930294,-1.0000000000000002,-16.244962607930294
T5_LINREG_B_max5,24,2024-10-08 00:00:00+00:00,ASR/USDT,LONG,1d,-1.0,-18.244962607930294,-1.0000000000000002,-17.244962607930294
T5_LINREG_B_max5,25,2024-10-08 00:00:00+00:00,ATM/USDT,LONG,1d,-0.999999999999999,-19.244962607930294,-1.0000000000000002,-18.244962607930294
T5_LINREG_B_max5,26,2024-10-10 00:00:00+00:00,SUI/USDT,LONG,1d,3.118884166939087,-16.126078440991208,-1.0000000000000002,-15.126078440991208
T5_LINREG_B_max5,27,2024-10-19 00:00:00+00:00,ATM/USDT,LONG,1d,-0.9999999999999996,-17.126078440991208,-1.0000000000000002,-16.126078440991208
T5_LINREG_B_max5,28,2024-10-21 00:00:00+00:00,ARPA/USDT,LONG,1d,-1.0000000000000002,-18.126078440991208,-1.0000000000000002,-17.126078440991208
T5_LINREG_B_max5,29,2024-10-22 00:00:00+00:00,APE/USDT,LONG,1d,-1.0000000000000004,-19.126078440991208,-1.0000000000000002,-18.126078440991208
T5_LINREG_B_max5,30,2024-10-25 00:00:00+00:00,DOGE/USDT,LONG,1d,-0.4421221864951767,-19.568200627486384,-1.0000000000000002,-18.568200627486384
T5_LINREG_B_max5,31,2024-10-25 00:00:00+00:00,ADX/USDT,LONG,1d,-1.0000000000000004,-20.568200627486384,-1.0000000000000002,-19.568200627486384
T5_LINREG_B_max5,32,2024-11-03 00:00:00+00:00,DOGE/USDT,LONG,1d,-1.0000000000000009,-21.568200627486384,-1.0000000000000002,-20.568200627486384
T5_LINREG_B_max5,33,2024-11-13 00:00:00+00:00,UNI/USDT,LONG,1d,-0.9999999999999996,-22.568200627486384,-1.0000000000000002,-21.568200627486384
T5_LINREG_B_max5,34,2024-11-13 00:00:00+00:00,ARKM/USDT,LONG,1d,-1.0,-23.568200627486384,-1.0000000000000002,-22.568200627486384
T5_LINREG_B_max5,35,2024-11-14 00:00:00+00:00,AAVE/USDT,LONG,1d,-1.0000000000000002,-24.568200627486384,-1.0000000000000002,-23.568200627486384
T5_LINREG_B_max5,36,2024-11-14 00:00:00+00:00,AGLD/USDT,LONG,1d,-1.0000000000000002,-25.568200627486384,-1.0000000000000002,-24.568200627486384
T5_LINREG_B_max5,37,2024-11-26 00:00:00+00:00,DOGE/USDT,LONG,1d,10.789741847826086,-14.778458779660298,-1.0000000000000002,-13.778458779660298
T5_LINREG_B_max5,38,2024-12-09 00:00:00+00:00,ADA/USDT,LONG,1d,17.020686437163008,2.24222765750271,2.24222765750271,0.0
T5_LINREG_B_max5,39,2024-12-09 00:00:00+00:00,LTC/USDT,LONG,1d,4.355421346729129,6.5976490042318385,6.5976490042318385,0.0
T5_LINREG_B_max5,40,2024-12-09 00:00:00+00:00,TRX/USDT,LONG,1d,10.059948979591834,16.65759798382367,16.65759798382367,0.0
T5_LINREG_B_max5,41,2024-12-09 00:00:00+00:00,ATOM/USDT,LONG,1d,3.933515826568496,20.591113810392166,20.591113810392166,0.0
T5_LINREG_B_max5,42,2024-12-09 00:00:00+00:00,AUCTION/USDT,LONG,1d,-0.9999999999999996,19.591113810392166,20.591113810392166,-1.0
T5_LINREG_B_max5,43,2024-12-13 00:00:00+00:00,AVA/USDT,LONG,1d,-0.9999999999999996,18.591113810392166,20.591113810392166,-2.0
T5_LINREG_B_max5,44,2024-12-15 00:00:00+00:00,AVA/USDT,LONG,1d,-0.9999999999999998,17.591113810392166,20.591113810392166,-3.0
T5_LINREG_B_max5,45,2024-12-18 00:00:00+00:00,LINK/USDT,LONG,1d,-1.0000000000000002,16.591113810392166,20.591113810392166,-4.0
T5_LINREG_B_max5,46,2024-12-22 00:00:00+00:00,AGLD/USDT,LONG,1d,-1.0000000000000002,15.591113810392166,20.591113810392166,-5.0
T5_LINREG_B_max5,47,2024-12-28 00:00:00+00:00,AGLD/USDT,LONG,1d,-1.0000000000000002,14.591113810392166,20.591113810392166,-6.0
T5_LINREG_B_max5,48,2024-12-29 00:00:00+00:00,ATA/USDT,LONG,1d,-0.9999999999999996,13.591113810392166,20.591113810392166,-7.0
T5_LINREG_B_max5,49,2025-01-04 00:00:00+00:00,ATA/USDT,LONG,1d,-0.9999999999999998,12.591113810392166,20.591113810392166,-8.0
T5_LINREG_B_max5,50,2025-01-08 00:00:00+00:00,AGLD/USDT,LONG,1d,-0.6158284928156522,11.975285317576514,20.591113810392166,-8.615828492815652
T5_LINREG_B_max5,51,2025-01-20 00:00:00+00:00,SOL/USDT,LONG,1d,-1.0000000000000004,10.975285317576514,20.591113810392166,-9.615828492815652
T5_LINREG_B_max5,52,2025-01-28 00:00:00+00:00,ACH/USDT,LONG,1d,-0.9999999999999992,9.975285317576514,20.591113810392166,-10.615828492815652
T5_LINREG_B_max5,53,2025-02-03 00:00:00+00:00,ACH/USDT,LONG,1d,-0.9999999999999996,8.975285317576514,20.591113810392166,-11.615828492815652
T5_LINREG_B_max5,54,2025-02-28 00:00:00+00:00,AUCTION/USDT,LONG,1d,-0.9999999999999998,7.975285317576514,20.591113810392166,-12.615828492815652
T5_LINREG_B_max5,55,2025-03-03 00:00:00+00:00,ADA/USDT,LONG,1d,-1.0,6.975285317576514,20.591113810392166,-13.615828492815652
T5_LINREG_B_max5,56,2025-03-23 00:00:00+00:00,AUCTION/USDT,LONG,1d,0.3622506586375601,7.337535976214074,20.591113810392166,-13.253577834178092
T5_LINREG_B_max5,57,2025-04-14 00:00:00+00:00,ARK/USDT,LONG,1d,-1.0,6.337535976214074,20.591113810392166,-14.253577834178092
T5_LINREG_B_max5,58,2025-04-18 00:00:00+00:00,TRX/USDT,LONG,1d,-0.8279450394018975,5.5095909368121765,20.591113810392166,-15.081522873579988
T5_LINREG_B_max5,59,2025-04-22 00:00:00+00:00,ARDR/USDT,LONG,1d,-1.0,4.5095909368121765,20.591113810392166,-16.08152287357999
T5_LINREG_B_max5,60,2025-05-03 00:00:00+00:00,ACH/USDT,LONG,1d,-0.2598366740905719,4.249754262721605,20.591113810392166,-16.34135954767056
T5_LINREG_B_max5,61,2025-05-07 00:00:00+00:00,ALPINE/USDT,LONG,1d,-0.9999999999999994,3.249754262721605,20.591113810392166,-17.34135954767056
T5_LINREG_B_max5,62,2025-05-07 00:00:00+00:00,ASR/USDT,LONG,1d,-1.0000000000000009,2.2497542627216043,20.591113810392166,-18.34135954767056
T5_LINREG_B_max5,63,2025-05-16 00:00:00+00:00,SUI/USDT,LONG,1d,1.7461951900649797,3.9959494527865838,20.591113810392166,-16.595164357605583
T5_LINREG_B_max5,64,2025-05-20 00:00:00+00:00,ASR/USDT,LONG,1d,-0.4743031358885016,3.521646316898082,20.591113810392166,-17.069467493494084
T5_LINREG_B_max5,65,2025-05-23 00:00:00+00:00,BTC/USDT,LONG,1d,1.746138674348551,5.267784991246633,20.591113810392166,-15.323328819145534
T5_LINREG_B_max5,66,2025-05-29 00:00:00+00:00,BNB/USDT,LONG,1d,0.233016917566899,5.500801908813532,20.591113810392166,-15.090311901578634
T5_LINREG_B_max5,67,2025-05-29 00:00:00+00:00,AAVE/USDT,LONG,1d,0.8650447690857688,6.365846677899301,20.591113810392166,-14.225267132492865
T5_LINREG_B_max5,68,2025-06-12 00:00:00+00:00,AXL/USDT,LONG,1d,-1.0000000000000004,5.365846677899301,20.591113810392166,-15.225267132492865
T5_LINREG_B_max5,69,2025-06-12 00:00:00+00:00,UNI/USDT,LONG,1d,-1.0000000000000004,4.365846677899301,20.591113810392166,-16.225267132492867
T5_LINREG_B_max5,70,2025-07-25 00:00:00+00:00,BTC/USDT,LONG,1d,0.2889789616675451,4.6548256395668455,20.591113810392166,-15.936288170825321
T5_LINREG_B_max5,71,2025-07-28 00:00:00+00:00,XRP/USDT,LONG,1d,3.565181755953454,8.2200073955203,20.591113810392166,-12.371106414871866
T5_LINREG_B_max5,72,2025-07-29 00:00:00+00:00,LINK/USDT,LONG,1d,1.5386270712287484,9.758634466749049,20.591113810392166,-10.832479343643117
T5_LINREG_B_max5,73,2025-07-31 00:00:00+00:00,LTC/USDT,LONG,1d,1.3680017703031655,11.126636237052214,20.591113810392166,-9.464477573339952
